"rownum","HideoutNPCsKey","Order","AddMod","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","[rid]","i32","i32","rid","AddEnchantment","SortCategory","rid","bool","i32"
149,3,58,17170,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[156],1,"[0,1,2,3,9,10,4]",1,"",0,0,[],[],1203,1203,"","",2,105,1,0
150,3,59,17171,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[157],2,"[0,1,2,3,9,10,4]",1,"",0,0,[],[],1203,1203,"","",2,105,1,0
151,3,60,17172,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",1,203,1,0
152,3,61,17173,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",1,203,1,0
153,3,62,17174,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[160],3,"[0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",1,203,1,0
154,3,63,17175,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[261],4,"[0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",1,203,1,0
155,3,64,17180,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[161],1,[1],1,"",0,0,[],[],1203,1203,"","",1,75,1,0
156,3,65,17181,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[162],2,[1],1,"",0,0,[],[],1203,1203,"","",1,75,1,0
157,3,66,17182,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[163],3,[1],1,"",0,0,[],[],1203,1203,"","",1,75,1,0
158,3,67,17183,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[262],4,[1],1,"",0,0,[],[],1203,1203,"","",1,75,1,0
159,3,68,17176,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[161],1,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,75,1,0
160,3,69,17177,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[162],2,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,75,1,0
161,3,70,17178,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[163],3,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,75,1,0
162,3,71,17179,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[262],4,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,75,1,0
163,3,72,17184,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[164],1,"[0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",1,1540,1,0
164,3,73,17185,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[165],2,"[0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",1,1540,1,0
165,3,74,17186,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[166],1,"[0,1,2,3,9,10,11,13]",1,"",0,0,[],[],1203,1203,"","",1,235,1,0
166,3,75,17187,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[167],2,"[0,1,2,3,13,11]",1,"",0,0,[],[],1203,1203,"","",1,235,1,0
167,3,76,17188,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,"[0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",2,206,1,0
168,3,77,17189,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,"[0,1]",1,"",0,0,[],[],1203,1203,"","",2,206,1,0
169,3,78,17190,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[0,1]",1,"",0,0,[],[],1203,1203,"","",2,206,1,0
170,3,79,17191,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[2,3]",1,"",0,0,[],[],1203,1203,"","",2,206,1,0
171,3,80,17192,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[168],0,"[7,13,4]",1,"",0,0,[],[],1203,1203,"","",2,97,1,0
172,3,81,17198,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,[1],1,"",0,0,[],[],1203,1203,"","",2,94,1,0
173,3,82,17199,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,[1],1,"",0,0,[],[],1203,1203,"","",2,94,1,0
174,3,83,17200,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,[1],1,"",0,0,[],[],1203,1203,"","",2,94,1,0
175,3,84,17194,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,"[0,2]",1,"",0,0,[],[],1203,1203,"","",2,94,1,0
176,3,85,17196,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,"[0,2]",1,"",0,0,[],[],1203,1203,"","",2,94,1,0
177,3,86,17197,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[0,2]",1,"",0,0,[],[],1203,1203,"","",2,94,1,0
178,3,87,17205,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,[1],1,"",0,0,[],[],1203,1203,"","",1,133,1,0
179,3,88,17206,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[171],2,[1],1,"",0,0,[],[],1203,1203,"","",1,133,1,0
180,3,89,17207,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,[1],1,"",0,0,[],[],1203,1203,"","",1,133,1,0
181,3,90,17202,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,133,1,0
182,3,91,17203,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,133,1,0
183,3,92,17204,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,133,1,0
184,3,93,17208,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[9,10,0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",2,131,1,0
185,3,94,17209,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[9,10,0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",2,131,1,0
186,3,95,17213,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,[1],1,"",0,0,[],[],1203,1203,"","",1,139,1,0
187,3,96,17214,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[174],2,[1],1,"",0,0,[],[],1203,1203,"","",1,139,1,0
188,3,97,17215,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,[1],1,"",0,0,[],[],1203,1203,"","",1,139,1,0
189,3,98,17210,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,139,1,0
190,3,99,17211,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,139,1,0
191,3,100,17212,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,139,1,0
192,3,101,17216,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[9,10,0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",2,137,1,0
193,3,102,17217,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[9,10,0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",2,137,1,0
194,3,103,17221,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,[1],1,"",0,0,[],[],1203,1203,"","",1,145,1,0
195,3,104,17222,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[178],2,[1],1,"",0,0,[],[],1203,1203,"","",1,145,1,0
196,3,105,17223,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,[1],1,"",0,0,[],[],1203,1203,"","",1,145,1,0
197,3,106,17218,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,145,1,0
198,3,107,17219,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,145,1,0
199,3,108,17220,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,145,1,0
200,3,109,17224,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[9,10,0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",2,143,1,0
201,3,110,17225,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[9,10,0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",2,143,1,0
202,3,111,17229,[7],[2],0,"",7,[],0,"",0,0,[],"","","",[180],1,[1],1,"",0,0,[],[],1203,1203,"","",1,149,1,0
203,3,112,17230,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[181],2,[1],1,"",0,0,[],[],1203,1203,"","",1,149,1,0
204,3,113,17231,[14],[3],0,"",7,[],0,"",0,0,[],"","","",[182],3,[1],1,"",0,0,[],[],1203,1203,"","",1,149,1,0
205,3,114,17226,[7],[2],0,"",7,[],0,"",0,0,[],"","","",[180],1,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,149,1,0
206,3,115,17227,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[181],2,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,149,1,0
207,3,116,17228,[14],[3],0,"",7,[],0,"",0,0,[],"","","",[182],3,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,149,1,0
208,3,117,17232,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[180],1,"[9,10,0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",2,1838,1,0
209,3,118,17233,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[181],2,"[9,10,0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",2,1838,1,0
210,3,119,17234,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[183],1,"[0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",2,360,1,0
211,3,120,17235,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[185],2,"[0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",2,360,1,0
212,3,121,17236,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[186],3,"[0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",2,360,1,0
213,3,122,17237,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[183],1,"[7,5,9,10,13,4]",1,"",0,0,[],[],1203,1203,"","",2,102,1,0
214,3,123,17238,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[185],2,"[7,5,9,10,13,4]",1,"",0,0,[],[],1203,1203,"","",2,102,1,0
215,3,124,17239,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[186],3,"[7,5,9,10,13,4]",1,"",0,0,[],[],1203,1203,"","",2,102,1,0
216,3,125,17240,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[4,10]",1,"",0,0,[],[],1203,1203,"","",2,204,1,0
217,3,126,17241,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[4,10]",1,"",0,0,[],[],1203,1203,"","",2,204,1,0
218,3,127,17242,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,54,1,0
219,3,128,17243,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,54,1,0
220,3,129,17244,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,54,1,0
221,3,130,17245,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,50,1,0
222,3,131,17246,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[],1203,1203,"","",1,50,1,0
223,3,132,17247,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[],1203,1203,"","",1,50,1,0
224,3,133,17248,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,36,1,0
225,3,134,17249,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,36,1,0
226,3,135,17250,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,36,1,0
227,3,136,17251,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,48,1,0
228,3,137,17252,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[],1203,1203,"","",1,48,1,0
229,3,138,17253,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[],1203,1203,"","",1,48,1,0
230,3,139,17254,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,9,1,0
231,3,140,17255,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,9,1,0
232,3,141,17256,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,9,1,0
233,3,142,17257,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,8,1,0
234,3,143,17258,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[],1203,1203,"","",1,8,1,0
235,3,144,17259,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[],1203,1203,"","",1,8,1,0
236,3,145,17262,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[252],1,[10],1,"",0,0,[],[],1203,1203,"","",1,56,1,0
237,3,146,17263,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[253],2,[10],1,"",0,0,[],[],1203,1203,"","",1,56,1,0
238,3,147,17260,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[252],1,"[10,9]",1,"",0,0,[],[],1203,1203,"","",1,6,1,0
239,3,148,17261,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[253],2,"[10,9]",1,"",0,0,[],[],1203,1203,"","",1,6,1,0
240,3,149,17264,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,443,1,0
241,3,150,17265,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,443,1,0
242,3,151,17266,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,443,1,0
243,3,152,17267,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,441,1,0
244,3,153,17268,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,441,1,0
245,3,154,17269,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,441,1,0
246,3,155,17270,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,445,1,0
247,3,156,17271,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,445,1,0
248,3,157,17272,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[],1203,1203,"","",1,445,1,0
249,3,158,17276,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,[1],1,"",0,0,[],[],1203,1203,"","",1,154,1,0
250,3,159,17277,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,[1],1,"",0,0,[],[],1203,1203,"","",1,154,1,0
251,3,160,17278,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,[1],1,"",0,0,[],[],1203,1203,"","",1,154,1,0
252,3,161,17273,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[0,2,3]",1,"",0,0,[],[],1203,1203,"","",1,154,1,0
253,3,162,17274,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[0,2,3]",1,"",0,0,[],[],1203,1203,"","",1,154,1,0
254,3,163,17275,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[0,2,3]",1,"",0,0,[],[],1203,1203,"","",1,154,1,0
255,3,164,17279,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[9,10,7]",1,"",0,0,[],[],1203,1203,"","",1,1,1,0
256,3,165,17280,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[9,10]",1,"",0,0,[],[],1203,1203,"","",1,1,1,0
257,3,166,17286,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,[1],1,"",0,0,[],[],1203,1203,"","",1,13,1,0
258,3,167,17287,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,[1],1,"",0,0,[],[],1203,1203,"","",1,13,1,0
259,3,168,17288,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,[1],1,"",0,0,[],[],1203,1203,"","",1,13,1,0
260,3,169,17283,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[0,2,3]",1,"",0,0,[],[],1203,1203,"","",1,13,1,0
261,3,170,17284,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[0,2,3]",1,"",0,0,[],[],1203,1203,"","",1,13,1,0
262,3,171,17285,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[0,2,3]",1,"",0,0,[],[],1203,1203,"","",1,13,1,0
263,3,172,17289,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[9,10,7]",1,"",0,0,[],[],1203,1203,"","",1,4,1,0
264,3,173,17290,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[9,10]",1,"",0,0,[],[],1203,1203,"","",1,4,1,0
265,3,174,17296,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,[1],1,"",0,0,[],[],1203,1203,"","",1,151,1,0
266,3,175,17297,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,[1],1,"",0,0,[],[],1203,1203,"","",1,151,1,0
267,3,176,17298,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,[1],1,"",0,0,[],[],1203,1203,"","",1,151,1,0
268,3,177,17293,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[0,2,3]",1,"",0,0,[],[],1203,1203,"","",1,151,1,0
269,3,178,17294,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[0,2,3]",1,"",0,0,[],[],1203,1203,"","",1,151,1,0
270,3,179,17295,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,"[0,2,3]",1,"",0,0,[],[],1203,1203,"","",1,151,1,0
271,3,180,17299,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[9,10,7]",1,"",0,0,[],[],1203,1203,"","",1,5,1,0
272,3,181,17300,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[9,10]",1,"",0,0,[],[],1203,1203,"","",1,5,1,0
273,3,182,17306,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[1,3]",1,"",0,0,[],[],1203,1203,"","",1,45,1,0
274,3,183,17307,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[1,3]",1,"",0,0,[],[],1203,1203,"","",1,45,1,0
275,3,184,17308,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[160],3,"[1,3]",1,"",0,0,[],[],1203,1203,"","",1,45,1,0
276,3,185,17303,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,45,1,0
277,3,186,17304,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,45,1,0
278,3,187,17305,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[160],3,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,45,1,0
279,3,188,17309,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[9,10,13,7]",1,"",0,0,[],[],1203,1203,"","",1,16,1,0
280,3,189,17310,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[9,10,13]",1,"",0,0,[],[],1203,1203,"","",1,16,1,0
281,3,190,17311,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[180],1,"[9,10,13,7]",1,"",0,0,[],[],1203,1203,"","",1,389,1,0
282,3,191,17312,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[181],2,"[9,10,13]",1,"",0,0,[],[],1203,1203,"","",1,389,1,0
283,3,192,17316,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,[1],1,"",0,0,[],[],1203,1203,"","",1,2601,1,0
284,3,193,17317,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,[1],1,"",0,0,[],[],1203,1203,"","",1,2601,1,0
285,3,194,17318,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,[1],1,"",0,0,[],[],1203,1203,"","",1,2601,1,0
286,3,195,17313,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,2601,1,0
287,3,196,17314,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,2601,1,0
288,3,197,17315,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,2601,1,0
289,3,198,17322,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,[1],1,"",0,0,[],[],1203,1203,"","",1,2603,1,0
290,3,199,17323,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,[1],1,"",0,0,[],[],1203,1203,"","",1,2603,1,0
291,3,200,17324,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,[1],1,"",0,0,[],[],1203,1203,"","",1,2603,1,0
292,3,201,17319,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,2603,1,0
293,3,202,17320,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,2603,1,0
294,3,203,17321,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,2603,1,0
295,3,204,17328,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,[1],1,"",0,0,[],[],1203,1203,"","",1,2605,1,0
296,3,205,17329,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,[1],1,"",0,0,[],[],1203,1203,"","",1,2605,1,0
297,3,206,17330,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,[1],1,"",0,0,[],[],1203,1203,"","",1,2605,1,0
298,3,207,17325,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,2605,1,0
299,3,208,17326,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,2605,1,0
300,3,209,17327,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,2605,1,0
301,3,210,17331,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[190],1,"[0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",2,286,1,0
302,3,211,17332,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[191],2,"[0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",2,286,1,0
303,3,212,17333,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[254],3,"[0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",2,286,1,0
304,3,213,17334,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[190],1,"[0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",2,218,1,0
305,3,214,17335,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[191],2,"[0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",2,218,1,0
306,3,215,17336,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[254],3,"[0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",2,218,1,0
307,3,216,17339,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[190],1,[1],1,"",0,0,[],[],1203,1203,"","",2,220,1,0
308,3,217,17340,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[191],2,[1],1,"",0,0,[],[],1203,1203,"","",2,220,1,0
309,3,218,17337,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[190],1,"[0,2]",1,"",0,0,[],[],1203,1203,"","",2,220,1,0
310,3,219,17338,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[191],2,"[0,2]",1,"",0,0,[],[],1203,1203,"","",2,220,1,0
311,3,220,17341,[11],[9],0,"",7,[],0,"",0,0,[],"","","",[190],1,"[13,10]",1,"",0,0,[],[],1203,1203,"","",2,210,1,0
312,3,221,17342,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[191],2,"[13,10]",1,"",0,0,[],[],1203,1203,"","",2,210,1,0
313,3,222,17343,[17],[2],0,"",7,[],0,"",0,0,[],"","","",[192],1,[11],1,"",0,0,[],[],1203,1203,"","",2,455,1,0
314,3,223,17344,[17],[4],0,"",7,[],0,"",0,0,[],"","","",[193],2,[11],1,"",0,0,[],[],1203,1203,"","",2,455,1,0
315,3,224,17345,[14],[1],0,"",7,[],0,"",0,0,[],"","","",[194],1,"[5,7]",1,"",0,0,[],[],1203,1203,"","",2,2124,1,0
316,3,225,17346,[14],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,"[5,7]",1,"",0,0,[],[],1203,1203,"","",2,2124,1,0
317,3,226,17347,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[194],1,"[8,4]",1,"",0,0,[],[],1203,1203,"","",2,2232,1,0
318,3,227,17348,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,"[8,4]",1,"",0,0,[],[],1203,1203,"","",2,2232,1,0
319,3,228,17349,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[194],1,"[8,7]",1,"",0,0,[],[],1203,1203,"","",2,7834,1,0
320,3,229,17350,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,"[8,7]",1,"",0,0,[],[],1203,1203,"","",2,7834,1,0
321,3,230,17351,[11],[9],0,"",7,[],0,"",0,0,[],"","","",[196],1,[4],1,"",0,0,[],[],1203,1203,"","",2,35,1,0
322,3,231,17352,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[197],2,[4],1,"",0,0,[],[],1203,1203,"","",2,35,1,0
