"rownum","BaseItemTypesKey","AddedModsKeys","NegativeWeight_TagsKeys","NegativeWeight_Values","ForcedAddModsKeys","ForbiddenDelveCraftingTagsKeys","AllowedDelveCraftingTagsKeys","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","CanRollEnchant","HasLuckyRolls","SellPrice_ModsKeys","CanRollWhiteSockets","Weight_TagsKeys","Weight_Values","DelveCraftingModifierDescriptionsKeys","BlockedDelveCraftingModifierDescriptionsKeys","bool","bool"
248,9032,[],[320],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,65]","[46,74]","",""
249,9033,[],[323],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,36]","[47,21]","",""
250,9034,[],[311],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,30]","[48,13]","",""
251,9035,[],[316],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,32]","[49,17]","",""
252,9036,[],[27],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,66]","[50,75]","",""
253,9037,[],[309],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,28]","[51,11]","",""
254,9038,[],[318],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,34]","[52,15]","",""
255,9039,[],[317],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,33]","[53,18]","",""
256,9040,[],[645],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,68]","[55,77]","",""
257,9041,[],[630],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,40]","[56,39]","",""
258,9042,[],[310],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,29]","[57,12]","",""
259,9043,[],[312],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,31]","[58,14]","",""
260,9044,[],[34],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,69]","[59,19,25]","",""
261,9045,[],[321],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,70]","[60,78]","",""
262,9046,[],[639],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,42]","[61,41]","",""
263,9047,[],[319],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,71]","[62,20,26]","",""
264,9048,[],[641],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,72]","[63,79,16]","",""
265,9049,[],[324],[0],[],[],[],"",0,"","","",[],"",[645],[3000],"[55,37]","[43,22]","",""
266,9050,[],[638],[0],[],[],[],"",0,"","","",[],"",[645],[3000],"[55,64]","[44,73]","",""
267,9051,[],[313],[0],[],[],[],"",0,"","","",[],"",[645],[3000],"[55,27]","[45,10]","",""
268,9052,[],[320],[0],[],[],[],"",0,"","","",[],"",[645],[3000],"[55,65]","[46,74]","",""
269,9053,[],[323],[0],[],[],[],"",0,"","","",[],"",[645],[3000],"[55,36]","[47,21]","",""
270,9054,[],[311],[0],[],[],[],"",0,"","","",[],"",[645],[3000],"[55,30]","[48,13]","",""
271,9055,[],[316],[0],[],[],[],"",0,"","","",[],"",[645],[3000],"[55,32]","[49,17]","",""
272,9056,[],[27],[0],[],[],[],"",0,"","","",[],"",[645],[3000],"[55,66]","[50,75]","",""
273,9057,[],[309],[0],[],[],[],"",0,"","","",[],"",[645],[3000],"[55,28]","[51,11]","",""
274,9058,[],[318],[0],[],[],[],"",0,"","","",[],"",[645],[3000],"[55,34]","[52,15]","",""
275,9059,[],[317],[0],[],[],[],"",0,"","","",[],"",[645],[3000],"[55,33]","[53,18]","",""
276,9060,[],[637],[0],[],[],[],"",0,"","","",[],"",[645],[3000],"[55,67]","[54,76]","",""
277,9061,[],[630],[0],[],[],[],"",0,"","","",[],"",[645],[3000],"[55,40]","[56,39]","",""
278,9062,[],[310],[0],[],[],[],"",0,"","","",[],"",[645],[3000],"[55,29]","[57,12]","",""
279,9063,[],[312],[0],[],[],[],"",0,"","","",[],"",[645],[3000],"[55,31]","[58,14]","",""
280,9064,[],[34],[0],[],[],[],"",0,"","","",[],"",[645],[3000],"[55,69]","[59,19,25]","",""
281,9065,[],[321],[0],[],[],[],"",0,"","","",[],"",[645],[3000],"[55,70]","[60,78]","",""
282,9066,[],[639],[0],[],[],[],"",0,"","","",[],"",[645],[3000],"[55,42]","[61,41]","",""
283,9067,[],[319],[0],[],[],[],"",0,"","","",[],"",[645],[3000],"[55,71]","[62,20,26]","",""
284,9068,[],[641],[0],[],[],[],"",0,"","","",[],"",[645],[3000],"[55,72]","[63,79,16]","",""
285,9069,[],[324],[0],[],[],[],"",0,"","","",[],"",[630],[3000],"[56,37]","[43,22]","",""
286,9070,[],[638],[0],[],[],[],"",0,"","","",[],"",[630],[3000],"[56,64]","[44,73]","",""
287,9071,[],[313],[0],[],[],[],"",0,"","","",[],"",[630],[3000],"[56,27]","[45,10]","",""
288,9072,[],[320],[0],[],[],[],"",0,"","","",[],"",[630],[3000],"[56,65]","[46,74]","",""
289,9073,[],[323],[0],[],[],[],"",0,"","","",[],"",[630],[3000],"[56,36]","[47,21]","",""
290,9074,[],[311],[0],[],[],[],"",0,"","","",[],"",[630],[3000],"[56,30]","[48,13]","",""
291,9075,[],[316],[0],[],[],[],"",0,"","","",[],"",[630],[3000],"[56,32]","[49,17]","",""
292,9076,[],[27],[0],[],[],[],"",0,"","","",[],"",[630],[3000],"[56,66]","[50,75]","",""
293,9077,[],[309],[0],[],[],[],"",0,"","","",[],"",[630],[3000],"[56,28]","[51,11]","",""
294,9078,[],[318],[0],[],[],[],"",0,"","","",[],"",[630],[3000],"[56,34]","[52,15]","",""
295,9079,[],[317],[0],[],[],[],"",0,"","","",[],"",[630],[3000],"[56,33]","[53,18]","",""
296,9080,[],[637],[0],[],[],[],"",0,"","","",[],"",[630],[3000],"[56,67]","[54,76]","",""
297,9081,[],[645],[0],[],[],[],"",0,"","","",[],"",[630],[3000],"[56,68]","[55,77]","",""
298,9082,[],[310],[0],[],[],[],"",0,"","","",[],"",[630],[3000],"[56,29]","[57,12]","",""
299,9083,[],[312],[0],[],[],[],"",0,"","","",[],"",[630],[3000],"[56,31]","[58,14]","",""
300,9084,[],[34],[0],[],[],[],"",0,"","","",[],"",[630],[3000],"[56,69]","[59,19,25]","",""
301,9085,[],[321],[0],[],[],[],"",0,"","","",[],"",[630],[3000],"[56,70]","[60,78]","",""
302,9086,[],[639],[0],[],[],[],"",0,"","","",[],"",[630],[3000],"[56,42]","[61,41]","",""
303,9087,[],[319],[0],[],[],[],"",0,"","","",[],"",[630],[3000],"[56,71]","[62,20,26]","",""
304,9088,[],[641],[0],[],[],[],"",0,"","","",[],"",[630],[3000],"[56,72]","[63,79,16]","",""
305,9089,[],[324],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,37]","[43,22]","",""
306,9090,[],[638],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,64]","[44,73]","",""
307,9091,[],[313],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,27]","[45,10]","",""
308,9092,[],[320],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,65]","[46,74]","",""
309,9093,[],[323],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,36]","[47,21]","",""
310,9094,[],[311],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,30]","[48,13]","",""
311,9095,[],[316],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,32]","[49,17]","",""
312,9096,[],[27],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,66]","[50,75]","",""
313,9097,[],[309],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,28]","[51,11]","",""
314,9098,[],[318],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,34]","[52,15]","",""
315,9099,[],[317],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,33]","[53,18]","",""
316,9100,[],[637],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,67]","[54,76]","",""
317,9101,[],[645],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,68]","[55,77]","",""
318,9102,[],[630],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,40]","[56,39]","",""
319,9103,[],[312],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,31]","[58,14]","",""
320,9104,[],[34],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,69]","[59,19,25]","",""
321,9105,[],[321],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,70]","[60,78]","",""
322,9106,[],[639],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,42]","[61,41]","",""
323,9107,[],[319],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,71]","[62,20,26]","",""
324,9108,[],[641],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,72]","[63,79,16]","",""
325,9109,[],[324],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,37]","[43,22]","",""
326,9110,[],[638],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,64]","[44,73]","",""
327,9111,[],[313],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,27]","[45,10]","",""
328,9112,[],[320],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,65]","[46,74]","",""
329,9113,[],[323],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,36]","[47,21]","",""
330,9114,[],[311],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,30]","[48,13]","",""
331,9115,[],[316],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,32]","[49,17]","",""
332,9116,[],[27],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,66]","[50,75]","",""
333,9117,[],[309],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,28]","[51,11]","",""
334,9118,[],[318],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,34]","[52,15]","",""
335,9119,[],[317],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,33]","[53,18]","",""
336,9120,[],[637],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,67]","[54,76]","",""
337,9121,[],[645],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,68]","[55,77]","",""
338,9122,[],[630],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,40]","[56,39]","",""
339,9123,[],[310],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,29]","[57,12]","",""
340,9124,[],[34],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,69]","[59,19,25]","",""
341,9125,[],[321],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,70]","[60,78]","",""
342,9126,[],[639],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,42]","[61,41]","",""
343,9127,[],[319],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,71]","[62,20,26]","",""
344,9128,[],[641],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,72]","[63,79,16]","",""
345,9129,[],[324],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,37]","[43,22]","",""
346,9130,[],[638],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,64]","[44,73]","",""
347,9131,[],[313],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,27]","[45,10]","",""
348,9132,[],[320],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,65]","[46,74]","",""
349,9133,[],[323],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,36]","[47,21]","",""
350,9134,[],[311],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,30]","[48,13]","",""
351,9135,[],[316],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,32]","[49,17]","",""
352,9136,[],[27],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,66]","[50,75]","",""
353,9137,[],[309],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,28]","[51,11]","",""
354,9138,[],[318],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,34]","[52,15]","",""
355,9139,[],[317],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,33]","[53,18]","",""
356,9140,[],[637],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,67]","[54,76]","",""
357,9141,[],[645],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,68]","[55,77]","",""
358,9142,[],[630],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,40]","[56,39]","",""
359,9143,[],[310],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,29]","[57,12]","",""
360,9144,[],[312],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,31]","[58,14]","",""
361,9145,[],[321],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,70]","[60,78]","",""
362,9146,[],[639],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,42]","[61,41]","",""
363,9147,[],[319],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,71]","[62,20,26]","",""
364,9148,[],[641],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,72]","[63,79,16]","",""
365,9149,[],[324],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,37]","[43,22]","",""
366,9150,[],[638],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,64]","[44,73]","",""
367,9151,[],[313],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,27]","[45,10]","",""
368,9152,[],[320],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,65]","[46,74]","",""
369,9153,[],[323],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,36]","[47,21]","",""
370,9154,[],[311],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,30]","[48,13]","",""
371,9155,[],[316],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,32]","[49,17]","",""
372,9156,[],[27],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,66]","[50,75]","",""
373,9157,[],[309],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,28]","[51,11]","",""
374,9158,[],[318],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,34]","[52,15]","",""
375,9159,[],[317],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,33]","[53,18]","",""
376,9160,[],[637],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,67]","[54,76]","",""
377,9161,[],[645],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,68]","[55,77]","",""
378,9162,[],[630],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,40]","[56,39]","",""
379,9163,[],[310],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,29]","[57,12]","",""
380,9164,[],[312],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,31]","[58,14]","",""
381,9165,[],[34],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,69]","[59,19,25]","",""
382,9166,[],[639],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,42]","[61,41]","",""
383,9167,[],[319],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,71]","[62,20,26]","",""
384,9168,[],[641],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,72]","[63,79,16]","",""
385,9169,[],[324],[0],[],[],[],"",0,"","","",[],"",[639],[3000],"[61,37]","[43,22]","",""
386,9170,[],[638],[0],[],[],[],"",0,"","","",[],"",[639],[3000],"[61,64]","[44,73]","",""
387,9171,[],[313],[0],[],[],[],"",0,"","","",[],"",[639],[3000],"[61,27]","[45,10]","",""
388,9172,[],[320],[0],[],[],[],"",0,"","","",[],"",[639],[3000],"[61,65]","[46,74]","",""
389,9173,[],[323],[0],[],[],[],"",0,"","","",[],"",[639],[3000],"[61,36]","[47,21]","",""
390,9174,[],[311],[0],[],[],[],"",0,"","","",[],"",[639],[3000],"[61,30]","[48,13]","",""
391,9175,[],[316],[0],[],[],[],"",0,"","","",[],"",[639],[3000],"[61,32]","[49,17]","",""
392,9176,[],[27],[0],[],[],[],"",0,"","","",[],"",[639],[3000],"[61,66]","[50,75]","",""
393,9177,[],[309],[0],[],[],[],"",0,"","","",[],"",[639],[3000],"[61,28]","[51,11]","",""
394,9178,[],[318],[0],[],[],[],"",0,"","","",[],"",[639],[3000],"[61,34]","[52,15]","",""
395,9179,[],[317],[0],[],[],[],"",0,"","","",[],"",[639],[3000],"[61,33]","[53,18]","",""
396,9180,[],[637],[0],[],[],[],"",0,"","","",[],"",[639],[3000],"[61,67]","[54,76]","",""
397,9181,[],[645],[0],[],[],[],"",0,"","","",[],"",[639],[3000],"[61,68]","[55,77]","",""
398,9182,[],[630],[0],[],[],[],"",0,"","","",[],"",[639],[3000],"[61,40]","[56,39]","",""
399,9183,[],[310],[0],[],[],[],"",0,"","","",[],"",[639],[3000],"[61,29]","[57,12]","",""
400,9184,[],[312],[0],[],[],[],"",0,"","","",[],"",[639],[3000],"[61,31]","[58,14]","",""
401,9185,[],[34],[0],[],[],[],"",0,"","","",[],"",[639],[3000],"[61,69]","[59,19,25]","",""
402,9186,[],[321],[0],[],[],[],"",0,"","","",[],"",[639],[3000],"[61,70]","[60,78]","",""
403,9187,[],[319],[0],[],[],[],"",0,"","","",[],"",[639],[3000],"[61,71]","[62,20,26]","",""
404,9188,[],[641],[0],[],[],[],"",0,"","","",[],"",[639],[3000],"[61,72]","[63,79,16]","",""
405,9189,[],[324],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,37]","[43,22]","",""
406,9190,[],[638],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,64]","[44,73]","",""
407,9191,[],[313],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,27]","[45,10]","",""
408,9192,[],[320],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,65]","[46,74]","",""
409,9193,[],[323],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,36]","[47,21]","",""
410,9194,[],[311],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,30]","[48,13]","",""
411,9195,[],[316],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,32]","[49,17]","",""
412,9196,[],[27],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,66]","[50,75]","",""
413,9197,[],[309],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,28]","[51,11]","",""
414,9198,[],[318],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,34]","[52,15]","",""
415,9199,[],[317],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,33]","[53,18]","",""
416,9200,[],[637],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,67]","[54,76]","",""
417,9201,[],[645],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,68]","[55,77]","",""
418,9202,[],[630],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,40]","[56,39]","",""
419,9203,[],[310],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,29]","[57,12]","",""
420,9204,[],[312],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,31]","[58,14]","",""
421,9205,[],[34],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,69]","[59,19,25]","",""
422,9206,[],[321],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,70]","[60,78]","",""
423,9207,[],[639],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,42]","[61,41]","",""
424,9208,[],[641],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,72]","[63,79,16]","",""
425,9209,[],[324],[0],[],[],[],"",0,"","","",[],"",[641],[3000],"[63,37]","[43,22]","",""
426,9210,[],[638],[0],[],[],[],"",0,"","","",[],"",[641],[3000],"[63,64]","[44,73]","",""
427,9211,[],[313],[0],[],[],[],"",0,"","","",[],"",[641],[3000],"[63,27]","[45,10]","",""
428,9212,[],[320],[0],[],[],[],"",0,"","","",[],"",[641],[3000],"[63,65]","[46,74]","",""
429,9213,[],[323],[0],[],[],[],"",0,"","","",[],"",[641],[3000],"[63,36]","[47,21]","",""
430,9214,[],[311],[0],[],[],[],"",0,"","","",[],"",[641],[3000],"[63,30]","[48,13]","",""
431,9215,[],[316],[0],[],[],[],"",0,"","","",[],"",[641],[3000],"[63,32]","[49,17]","",""
432,9216,[],[27],[0],[],[],[],"",0,"","","",[],"",[641],[3000],"[63,66]","[50,75]","",""
433,9217,[],[309],[0],[],[],[],"",0,"","","",[],"",[641],[3000],"[63,28]","[51,11]","",""
434,9218,[],[318],[0],[],[],[],"",0,"","","",[],"",[641],[3000],"[63,34]","[52,15]","",""
435,9219,[],[317],[0],[],[],[],"",0,"","","",[],"",[641],[3000],"[63,33]","[53,18]","",""
436,9220,[],[637],[0],[],[],[],"",0,"","","",[],"",[641],[3000],"[63,67]","[54,76]","",""
437,9221,[],[645],[0],[],[],[],"",0,"","","",[],"",[641],[3000],"[63,68]","[55,77]","",""
438,9222,[],[630],[0],[],[],[],"",0,"","","",[],"",[641],[3000],"[63,40]","[56,39]","",""
439,9223,[],[310],[0],[],[],[],"",0,"","","",[],"",[641],[3000],"[63,29]","[57,12]","",""
440,9224,[],[312],[0],[],[],[],"",0,"","","",[],"",[641],[3000],"[63,31]","[58,14]","",""
441,9225,[],[34],[0],[],[],[],"",0,"","","",[],"",[641],[3000],"[63,69]","[59,19,25]","",""
442,9226,[],[321],[0],[],[],[],"",0,"","","",[],"",[641],[3000],"[63,70]","[60,78]","",""
443,9227,[],[639],[0],[],[],[],"",0,"","","",[],"",[641],[3000],"[63,42]","[61,41]","",""
444,9228,[],[319],[0],[],[],[],"",0,"","","",[],"",[641],[3000],"[63,71]","[62,20,26]","",""
