"rownum","Id","IsSupport","AllowedActiveSkillTypes","BaseEffectiveness","IncrementalEffectiveness","SupportGemLetter","i32","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","bool","i32","CastTime","ActiveSkill","bool","bool","[i32]","rid","MultiPartAchievement","bool","SupportWeaponRestrictions","GrantedEffect"
613,"InvisibleFireHeistDroneBreath","",[],6,0.0525,"",3,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],""
614,"InvisibleFireHeistRobotHoundLaser","",[],10,0.06,"",3,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],""
615,"InvisibleFireCrimsonPriestDegen","",[],9.5,0.04,"",3,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],""
616,"InvisibleFireMavenOrb","",[],6,0.0525,"",3,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],""
617,"InvisibleFireUltimatumChaosCloud","",[],1.15,0.025,"",3,[],[],"",0,[],"",2,100,471,"","",[],"","","",[],""
618,"InvisibleFireUltimatumChaosCloudLarge","",[],1.15,0.025,"",3,[],[],"",0,[],"",2,100,471,"","",[],"","","",[],""
619,"InvisibleFireUltimatumChaosCloudInner","",[],1.3636,0.0373,"",3,[],[],"",0,[],"",2,100,471,"","",[],"","","",[],""
620,"InvisibleFireUltimatumChaosCloudInnerLarge","",[],1.3636,0.0373,"",3,[],[],"",0,[],"",2,100,471,"","",[],"","","",[],""
621,"InvisibleFireOlrothRelicDaemon","",[],1.3407,0.055,"",3,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],""
622,"FireWeapon","",[],0,0,"",3,[],[],"",-798591147,[],"",2,1000,52,"","",[],"","","",[],""
623,"Discharge","",[],3.8767,0.036,"",3,[],[],"",-487369516,[],"",2,750,54,"","",[],"","","",[],""
624,"MonsterDischarge","",[],2.2111,0.0285,"",3,[],[],"",0,[],"",2,1000,54,"","",[],"","","",[],""
625,"MonsterDischargeInvasion","",[],1.3222,0.0263,"",3,[],[],"",0,[],"",2,1000,54,"","",[],"","","",[],""
626,"MonsterDischargeInvasionRollem","",[],1.3222,0.0253,"",3,[],[],"",0,[],"",2,1000,54,"","",[],"","","",[],""
627,"WbDischargeFire","",[],2.4167,0.0335,"",3,[],[],"",0,[],"",2,1000,54,"","",[],"","","",[],""
628,"Portal","",[],0,0,"",4,[],[],"",1204384410,[],"",2,2500,55,"","",[],"","","",[],""
629,"VaalBreach","",[],0,0,"",4,[],[],"",796931714,[],"",2,2500,56,"","",[],"","","",[],""
630,"SupportReducedMana",1,[],0,0,"r",1,[],[],"",-1447782824,[],"",2,1000,"","","",[],"","","",[],""
631,"ReducedManaCorrupted",1,[],0,0,"",4,[],[],"",-527379364,[],"",2,1000,"","","",[],"","","",[],""
632,"ReducedManaCorruptedV2",1,[],0,0,"",4,[],[],"",-263241399,[],"",2,1000,"","","",[],"","","",[],""
633,"ReducedManaCorruptedSpecial",1,[],0,0,"",4,[],[],"",-739472029,[],"",2,1000,"","","",[],"","","",[],""
634,"SupportReducedManaUnique",1,[],0,0,"",1,[],[],"",1232877699,[],"",2,1000,"","","",[],"","","",[],""
635,"SupportIncreasedCriticalStrikes",1,"[6,0]",0,0,"s",3,[],[],"",1355803435,[],"",2,1000,"","","",[],"","","",[],""
636,"SupportIncreasedCriticalStrikesRoyale",1,"[6,0]",0,0,"s",3,[],[],"",-131007952,[],"",2,1000,"","","",[],"","","",[],""
637,"SupportIncreasedCriticalDamage",1,"[6,0]",0,0,"c",3,[],[],"",-16625261,[],"",2,1000,"","","",[],"","","",[],""
638,"SupportKnockback",1,"[6,0]",0,0,"k",1,[],[],"",838736469,[],"",2,1000,"","","",[],"","","",[],""
639,"SupportKnockbackRoyale",1,"[6,0]",0,0,"k",1,[],[],"",-714021030,[],"",2,1000,"","","",[],"","","",[],""
640,"SupportLifeLeech",1,"[6,0]",0,0,"l",1,[],[],"",-1581212248,[],"",1,1000,"","","",[],"","","",[],""
641,"UniqueSupportLifeLeech",1,[5],0,0,"l",1,[],[],"",1555657264,[],"",1,1000,"","","",[],"","","",[],""
642,"SupportManaLeech",1,[0],0,0,"m",2,[],[],"",952649073,[],"",2,1000,"","","",[],"","","",[],""
643,"SupportAddedChaosDamage",1,"[6,0]",0.4712,0.0392,"H",3,[],[],"",1673391040,[],"",2,1000,"","","",[],"","","",[],""
644,"Backstab","",[],0,0,"",2,[],[],"",-649571810,[],"",2,1000,27,"","",[],"","","",[],""
645,"FlickerStrike","",[],0,0,"",2,[],[],"",1612056535,[],"",2,1000,33,"","",[],"","","",[],""
646,"ExileFlickerStrike","",[],0,0,"",2,[],[],"",0,[],"",2,1000,33,"","",[],"","","",[],""
647,"ExileFlickerStrikeKitava","",[],0,0,"",2,[],[],"",0,[],"",2,1000,33,"","",[],"","","",[],""
648,"VaganFlickerStrike","",[],0,0,"",2,[],[],"",0,[],"",2,1000,33,"","",[],"","","",[],""
649,"BeyondDemonFlickerStrike","",[],0,0,"",2,[],[],"",0,[],"",2,1000,33,"","",[],"","","",[],""
650,"WbFlickerStrike","",[],0,0,"",2,[],[],"",0,[],"",2,1000,33,"","",[],"","","",[],""
651,"WbLightningEliteFlickerStrike","",[],0,0,"",2,[],[],"",0,[],"",2,1000,33,"","",[],"","","",[],""
652,"WbFlickerStrikeFire","",[],0,0,"",2,[],[],"",0,[],"",2,1000,33,"","",[],"","","",[],""
653,"ScavengerThrow","",[],0,0,"",4,[],[],"",0,[],"",2,1500,61,"","",[],"","","",[],""
654,"SecretPoliceKnifeThrow","",[],0,0,"",4,[],[],"",0,[],"",2,1500,61,"","",[],"","","",[],""
655,"SlaveCatcherShoot","",[],0,0,"",4,[],[],"",0,[],"",2,1500,61,"","",[],"","","",[],""
656,"ElderGuardianStrafe","",[],0,0,"",4,[],[],"",0,[],"",2,1500,62,"","",[],"","","",[],""
657,"ElderGuardianStrafeCombo","",[],0,0,"",4,[],[],"",0,[],"",2,1500,388,"","",[],"","","",[],""
658,"MetamorphosisMonkeyChiefThrow","",[],0,0,"",4,[],[],"",0,[],"",2,1500,61,"","",[],"","","",[],""
659,"AtlasBasiliskSnakeProjectile","",[],0,0,"",4,[],[],"",0,[],"",2,1000,61,"","",[],"","","",[],""
660,"AtlasBasiliskWyvernProjectile","",[],0,0,"",4,[],[],"",0,[],"",2,1000,61,"","",[],20,"","",[],""
661,"AtlasBasiliskWyvernProjectileLarge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,61,"","",[],24,"","",[],""
662,"MonsterLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
663,"MonsterLeapSlamVastiri","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
664,"MonsterLeapSlamFoothills","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
665,"MonsterLeapSlamBehindEnemy","",[],0,0,"",4,[],[],"",0,[],"",2,1400,15,"","",[],"","","",[],""
666,"AbberathLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
667,"CorpseWheelLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
668,"MonsterLeapSlamLionWolf","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
669,"LabyrinthBossLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
670,"GemFrogLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1400,1169,"","",[],14,"","",[],""
671,"GAGemFrogLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1400,986,"","",[],"","","",[],""
672,"AxisLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
673,"GoatmanLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1230,1169,"","",[],86,"","",[],""
674,"GAGoatmanLeapSlamDamage","",[],0,0,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
675,"AxisLeapSlamFire","",[],0,0,"",4,[],[],"",0,[],"",2,1230,1169,"","",[],14,"","",[],""
676,"GAAxisLeapSlamFireDamage","",[],0,0,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
677,"GAHellscapeDemonBossLeapSlamDamage","",[],0,0,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
678,"BlightGoatmanLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
679,"MonsterLeapSlamVulture","",[],0,0,"",4,[],[],"",0,[],"",2,1400,456,"","",[],"","","",[],""
680,"MonsterLeapSlamVultureMetamorphosis","",[],0,0,"",4,[],[],"",0,[],"",2,2000,456,"","",[],115,"","",[],""
681,"VaganLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
682,"ExileLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
683,"ExileLeapSlamKitava","",[],0,0,"",4,[],[],"",0,[],"",2,1000,14,"","",[],"","","",[],""
684,"ExileLeapSlam2","",[],1,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
685,"GladiatorBossLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
686,"WbLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
687,"SpiderMinionLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
688,"KitavaDemonLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,2000,14,"","",[],"","","",[],""
689,"WbLeapSlamFire","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
690,"BeyondDemonLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
691,"MonsterLeapSlamInvasion","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
692,"MonsterLeapSlamGroundFire","",[],1.1111,0.06,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
693,"MonsterLeapSlamGroundFireInvasion","",[],1.1111,0.06,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
694,"MapBossLeapSlamGroundFire","",[],1.1111,0.06,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
695,"LeapSlamGroundFireBossSideArea","",[],1.1111,0.06,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
696,"MonsterLeapSlamCausticCloud","",[],1.3333,0.06,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
697,"MonsterLeapSlamCausticCloudPlaguewing","",[],1.3333,0.06,"",4,[],[],"",0,[],"",2,1570,14,"","",[],"","","",[],""
698,"MonsterLeapSlamCausticCloudAxis","",[],1.3333,0.06,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
699,"FrogParasiteLeapSlamCausticCloud","",[],1.3333,0.06,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
700,"TalismanBossLeapSlamCausticCloud","",[],1.3333,0.06,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
701,"MapBossLeapSlamCausticCloud","",[],1.3333,0.06,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
702,"MonsterLeapSlamCausticCloudBossSewers","",[],1.3333,0.06,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
703,"WbLeapSlamCausticCloud","",[],1.3333,0.06,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
704,"OakLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
705,"OakLeapSlamMaps","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
706,"ChurchStatueLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
707,"ChurchStatueMapBossLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
708,"RigwaldWolfLeapSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
709,"GoatmanMapBossLeapSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
710,"BlightBossGoatmanLeapSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
711,"GoatmanNavaliBossLeapSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1670,1169,"","",[],86,"","",[],""
712,"VaultBossLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
713,"SandLeaperLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1730,14,"","",[],"","","",[],""
714,"ParasiteLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
715,"AbyssVendigoLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
716,"AbyssMineBatLeapSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,14,"","",[],"","","",[],""
717,"BestiaryMarakethBirdSpiritBossLeapSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,14,"","",[],"","","",[],""
718,"IncursionLeapSlamChampion","",[],1,0,"",4,[],[],"",0,[],"",2,2000,14,"","",[],"","","",[],""
719,"BetrayalLeapSlamChampion","",[],1,0,"",4,[],[],"",0,[],"",2,2330,14,"","",[],"","","",[],""
720,"DelveLeapSlamCaveDweller","",[],1,0,"",4,[],[],"",0,[],"",2,2000,14,"","",[],"","","",[],""
721,"BetrayalElreonLeapSlam","",[],1,0,"",4,[],[],"",0,[],"",2,2500,14,"","",[],"","","",[],""
722,"SynthesisGolemLeapSlam","",[],1,0,"",4,[],[],"",0,[],"",2,2330,14,"","",[],"","","",[],""
723,"LegionKaruiMeleeLeapSlam","",[],1,0,"",4,[],[],"",0,[],"",2,2500,14,"","",[],"","","",[],""
724,"LegionMarakethRiderLeapSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1200,14,"","",[],"","","",[],""
725,"BoneGolemLeapSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,14,"","",[],"","","",[],""
726,"HarvestHulkLeapSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1670,14,"","",[],"","","",[],""
727,"HarvestHulkLeapSlamEnraged","",[],1,0,"",4,[],[],"",0,[],"",2,1670,14,"","",[],"","","",[],""
728,"HarvestBirddogLeapSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1500,1169,"","",[],86,"","",[],""
729,"HarvestTacoLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,930,14,"","",[],"","","",[],""
730,"HarvestRhexLeapSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1200,14,"","",[],"","","",[],""
731,"HarvestGoatmanLeapSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1670,14,"","",[],"","","",[],""
732,"AfflictionPhysLeapSlam","",[],1,0,"",4,[],[],"",0,[],"",2,4000,1169,"","",[],"","","",[],""
733,"AfflictionBossPhysLeapSlam","",[],1,0,"",4,[],[],"",0,[],"",2,2270,1169,"","",[],"","","",[],""
734,"HeistPolearmDashStab","",[],1,0,"",4,[],[],"",0,[],"",2,1500,1169,"","",[],51,"","",[],""
735,"HeistFreidrichLeapSlam","",[],1,0,"",4,[],[],"",0,[],"",2,2170,1169,"","",[],97,"","",[],""
736,"SpikerBullLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1530,1169,"","",[],14,"","",[],""
737,"VaalGuardLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1670,1169,"","",[],14,"","",[],""
738,"LSHellscapeSkyStab","",[],1,0,"",4,[],[],"",0,[],"",2,2500,14,"","",[],14,"","",[],""
739,"BloodChieftainSummonMonkeys","",[],0,0,"",4,[],[],"",0,[],"",2,2175,64,"","",[],"","","",[],""
740,"BloodChieftainSummonParasiteMonkeys","",[],0,0,"",4,[],[],"",0,[],"",2,2175,252,"","",[],"","","",[],""
741,"SkeletonProjectileFire","",[],2.65,0.0325,"",4,[],[],"",0,[],"",2,1950,66,"","",[],"","","",[],""
742,"SkeletonMinionProjectileFire","",[],2.6652,0.0454,"",4,[],[],"",0,[],"",2,1200,66,"","",[],"","","",[],""
743,"ExileShadowProjectileFireNova","",[],0.8333,0.0394,"",4,[],[],"",0,[],"",2,1950,66,"","",[],"","","",[],""
744,"SkeletonProjectileFireIzaro","",[],1.3333,0.0394,"",4,[],[],"",0,[],"",2,1950,66,"","",[],"","","",[],""
745,"SkeletonProjectileFireIzaroMultipleProjectiles","",[],1,0.0394,"",4,[],[],"",0,[],"",2,1950,66,"","",[],"","","",[],""
746,"SkeletonProjectileFireInvasion","",[],0.8333,0.0394,"",4,[],[],"",0,[],"",2,1950,66,"","",[],"","","",[],""
747,"SkeletonProjectileFireProphecy","",[],1.3333,0.0394,"",4,[],[],"",0,[],"",2,1950,66,"","",[],"","","",[],""
748,"SkeletonProjectileCold","",[],2.35,0.0327,"",4,[],[],"",0,[],"",2,1950,67,"","",[],"","","",[],""
749,"SkeletonMinionProjectileCold","",[],2.6652,0.0454,"",4,[],[],"",0,[],"",2,1200,67,"","",[],"","","",[],""
750,"SkeletonProjectileColdIzaro","",[],1.0909,0.0394,"",4,[],[],"",0,[],"",2,1950,67,"","",[],"","","",[],""
751,"SkeletonProjectileColdIzaroMultipleProjectiles","",[],0.8182,0.0394,"",4,[],[],"",0,[],"",2,1950,67,"","",[],"","","",[],""
752,"SkeletonProjectileColdInvasion","",[],0.8333,0.0394,"",4,[],[],"",0,[],"",2,1950,67,"","",[],"","","",[],""
753,"SkeletonProjectileColdProphecy","",[],1.3333,0.0394,"",4,[],[],"",0,[],"",2,1950,67,"","",[],"","","",[],""
754,"SkeletonProjectileLightning","",[],2.85,0.03,"",4,[],[],"",0,[],"",2,1950,68,"","",[],"","","",[],""
755,"SkeletonMinionProjectileLightning","",[],2.6652,0.0454,"",4,[],[],"",0,[],"",2,1200,68,"","",[],"","","",[],""
756,"SkeletonProjectileLightningIzaro","",[],1.5,0.0394,"",4,[],[],"",0,[],"",2,1950,68,"","",[],"","","",[],""
757,"SkeletonProjectileLightningIzaroMultipleProjectiles","",[],1.125,0.0394,"",4,[],[],"",0,[],"",2,1950,68,"","",[],"","","",[],""
758,"SkeletonProjectileLightningInvasion","",[],0.8333,0.0394,"",4,[],[],"",0,[],"",2,1950,68,"","",[],"","","",[],""
759,"SkeletonProjectileLightningProphecy","",[],1.3333,0.0394,"",4,[],[],"",0,[],"",2,1950,68,"","",[],"","","",[],""
760,"SkeletonProjectileLightningBlight","",[],3.5,0.041,"",4,[],[],"",0,[],"",2,1950,68,"","",[],"","","",[],""
761,"MonsterSpark","",[],1.5625,0.035,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
762,"MonsterSparkAtAnimationSpeed","",[],1.5625,0.035,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
763,"MonsterSparkBlight","",[],2,0.035,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
764,"BestiaryPitbullSandStormSpark","",[],1.2,0.035,"",3,[],[],"",0,[],"",2,900,69,"","",[],"","","",[],""
765,"AvariusHolySpark","",[],3.4,0.03,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
766,"ElderSpark","",[],5.625,0.03,"",3,[],[],"",0,[],"",2,500,69,"","",[],"","","",[],""
767,"VaalIncursionCausticSpark","",[],2.6667,0.03,"",3,[],[],"",0,[],"",2,500,69,"","",[],"","","",[],""
768,"LegionVaalViperCausticSpark","",[],2.6667,0.03,"",3,[],[],"",0,[],"",2,500,69,"","",[],"","","",[],""
769,"ElderSparkTriggered","",[],3.4,0.03,"",3,[],[],"",0,[],"",2,500,69,"","",[],"","","",[],""
770,"BestiaryGoatmanSparkTriggered","",[],2.1,0.04,"",3,[],[],"",0,[],"",2,500,69,"","",[],"","","",[],""
771,"IzaroDaemonSpark","",[],1.5625,0.035,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
772,"WbSupportSpark","",[],0.8375,0.0261,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
773,"MonsterSparkGoatmanBoss","",[],0.8875,0.035,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
774,"BossSparkTotem","",[],1.125,0.0304,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
775,"TotemMapBossSparkTotems","",[],2.5,0.0304,"",1,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
776,"BossSparkTotemInvasion","",[],1.125,0.0304,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
777,"MonsterSparkLegends","",[],1.1646,0.0304,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
778,"BossSpark3xTotems","",[],0.875,0.0304,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
779,"TotemBossSparkDescent2","",[],0.8625,0.0333,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
780,"SkeletonSpark","",[],0.75,0.0304,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
781,"AxisCasterSpark","",[],0.75,0.0304,"",3,[],[],"",0,[],"",2,870,69,"","",[],"","","",[],""
782,"SkeletonSparkBlight","",[],2,0.039,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
783,"ProphecySkeletonSpark","",[],0.75,0.0304,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
784,"KudukuSpark","",[],0.8625,0.0333,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
785,"KudukuSparkInvasion","",[],0.8625,0.0333,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
786,"KudukuSparkExtraProj","",[],0.8625,0.0333,"",3,[],[],"",0,[],"",2,850,69,"","",[],"","","",[],""
787,"MonsterSparkBossStrMission","",[],0.8625,0.0333,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
788,"TalismanSpark","",[],0.8625,0.0333,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
789,"ExileSpark","",[],0.7875,0.0334,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
790,"DarkExileSpark","",[],1.125,0.0334,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
791,"Spark","",[],3.8399,0.0331,"",3,[],[],"",1443605519,[],"",2,650,69,"","",[],"","","",[],""
792,"BookSpark","",[],0.65,0.0314,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
793,"BookSparkInvasion","",[],0.68,0.0324,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
794,"BookSparkTormentLibrarian","",[],1.3,0.0314,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
795,"BookSparkNovaTormentLibrarian","",[],1.3,0.0314,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
796,"BookSparkMapBoss","",[],1.3,0.0314,"",3,[],[],"",0,[],"",2,650,69,"","",[],"",27,"",[],""
797,"BookSparkOnDamageTaken","",[],0.7,0.0314,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
798,"CageSpiderSandSpark","",[],0.65,0.0314,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
799,"UnholyTrioTempSpark","",[],1.875,0.0314,"",3,[],[],"",0,[],"",2,1800,69,"","",[],"","","",[],""
800,"BetrayalCatarinaStaffSpark","",[],2,0.035,"",4,[],[],"",0,[],"",2,1000,69,"","",[],"","","",[],""
801,"LegionMarakethGeneralSpark","",[],0.8375,0.0261,"",3,[],[],"",0,[],"",2,650,69,"","",[],"","","",[],""
802,"BlightCageSkeletonTriggeredSpark","",[],1.1,0.032,"",3,[],[],"",0,[],"",2,1000,69,"","",[],"","","",[],""
803,"HarvestHellionDeathSpark","",[],3,0.03,"",4,[],[],"",0,[],"",2,1000,69,"","",[],"","","",[],""
804,"RootSpiderSpit","",[],0,0,"",4,[],[],"",0,[],"",2,1500,71,"","",[],"","","",[],""
805,"RootSpiderSpitInvasion","",[],0,0,"",4,[],[],"",0,[],"",2,1500,71,"","",[],"","","",[],""
806,"RootSpiderMapBossSpit","",[],0,0,"",4,[],[],"",0,[],"",2,1500,71,"","",[],"","","",[],""
807,"RootSpiderSideAreaSpit","",[],0,0,"",4,[],[],"",0,[],"",2,1500,71,"","",[],"","","",[],""
808,"SupportStun",1,"[6,0]",0,0,"t",1,[],[],"",1878151040,[],"",2,1000,"","","",[],"","","",[],""
809,"SupportStunRoyale",1,"[6,0]",0,0,"t",1,[],[],"",-1443958380,[],"",2,1000,"","","",[],"","","",[],""
810,"IceSpear","",[],2.4416,0.0341,"",3,[],[],"",1639339503,[],"",2,700,72,"","",[],"","","",[],""
811,"IceSpearRoyale","",[],4.503,0.027,"",3,[],[],"",709838098,[],"",2,600,72,"","",[],"","","",[],""
812,"SynthesisIceSpear","",[],1.2,0.037,"",3,[],[],"",0,[],"",2,2500,72,"","",[],24,"","",[],""
813,"AtlasEyrieIceSpear","",[],1.5,0.037,"",3,[],[],"",0,[],"",2,2500,72,"","",[],25,"","",[],""
814,"SynthesisFinalBossIceSpear","",[],1.5,0.045,"",3,[],[],"",0,[],"",2,1830,72,"","",[],24,"","",[],""
815,"LegionKaruiArcherIceSpear","",[],1.25,0.04,"",3,[],[],"",0,[],"",2,3330,72,"","",[],24,"","",[],""
816,"MonsterMultiIceSpear","",[],1.5909,0.04,"",3,[],[],"",0,[],"",2,850,72,"","",[],"","","",[],""
817,"MonsterSplitIceSpear","",[],1.5909,0.04,"",3,[],[],"",0,[],"",2,850,72,"","",[],"","","",[],""
818,"MonsterLesserMultiIceSpear","",[],1.5909,0.04,"",3,[],[],"",0,[],"",2,850,72,"","",[],"","","",[],""
819,"ExileIceSpear","",[],1.0909,0.04,"",3,[],[],"",0,[],"",2,850,72,"","",[],"","","",[],""
820,"ProphecyTriggeredIceSpearNova","",[],1.8182,0.041,"",3,[],[],"",0,[],"",2,850,72,"","",[],"","","",[],""
821,"WestIceSpear","",[],3.5,0.034,"",3,[],[],"",0,[],"",2,850,72,"","",[],"","","",[],""
822,"ExileRangerIceSpear","",[],3.6364,0.025,"",3,[],[],"",0,[],"",2,850,72,"","",[],"","","",[],""
823,"VaalSkitterbotIceSpear","",[],1.7789,0.0476,"",3,[],[],"",0,[],"",2,830,72,"","",[],20,"","",[],""
824,"LegionKaruiSergeantIceSpear","",[],1,0,"",3,[],[],"",0,[],"",2,3330,1195,"","",[],24,"","",[],""
825,"SupportPierce",1,"[2,44,46]",0,0,"p",2,[],[],"",-837155618,[],"",2,1000,"","","",[],"","","",[],""
826,"SupportTrap",1,[13],0,0,"T",2,"[32,12]","[49,11,35,74,73,12,74,73]","",1854569159,[],"",2,1000,"","","",[],"","","",[],""
827,"SupportTrapRoyale",1,[13],0,0,"T",2,"[32,12]","[49,11,35,74,73,12,74,73]","",-1246614383,[],"",2,1000,"","","",[],"","","",[],""
828,"RaiseSpectre","",[],0,0,"",3,[],[],"",345862360,[],"",2,850,73,"","",[],"","","",[],""
829,"MonsterRaiseSpectre","",[],0,0,"",3,[],[],"",0,[],"",2,850,73,"","",[],"","","",[],""
830,"TormentRaiseSpectre","",[],0,0,"",3,[],[],"",0,[],"",2,850,73,"","",[],"","","",[],""
