"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","rid"
1291,"life_leech2041","Art/2DArt/SkillIcons/passives/lifegainpertarget.dds","[603,3094]",50,60,0,0,35507,"Life Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1292,"life_leech_notable2042","Art/2DArt/SkillIcons/passives/lifeleech.dds","[603,2866,9274]",100,40,10,0,22356,"Hematophagy",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
1293,"mana_leech2046","Art/2DArt/SkillIcons/passives/lifemana.dds","[2696,2695]",40,40,0,0,36704,"Life and Mana Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1294,"mana_leech2047","Art/2DArt/SkillIcons/passives/ManaLeechThemedNode.dds","[604,2696]",40,40,0,0,54872,"Mana Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1295,"mana_leech_notable2048","Art/2DArt/SkillIcons/passives/minddrinker.dds","[604,2696,9275]",60,80,25,0,1382,"Spirit Void",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
1296,"mana_leech2049","Art/2DArt/SkillIcons/passives/ManaLeechThemedNode.dds","[604,2696]",10,40,0,0,57503,"Mana Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1297,"mana_leech2050","Art/2DArt/SkillIcons/passives/ManaLeechThemedNode.dds",[2696],40,0,0,0,51420,"Mana Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1298,"mana_leech2051","Art/2DArt/SkillIcons/passives/ManaLeechThemedNode.dds",[1301],3,0,0,0,49481,"Mana on Hit",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1299,"mana_leech_notable2052","Art/2DArt/SkillIcons/passives/minddrinker.dds","[2696,9275,604]",50,50,100,0,65053,"Essence Sap",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
1300,"life_leech2054","Art/2DArt/SkillIcons/passives/lifegainpertarget.dds","[603,2695]",50,40,0,0,28455,"Life Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1301,"life_leech2055","Art/2DArt/SkillIcons/passives/lifegainpertarget.dds","[603,2695]",40,40,0,0,9171,"Life Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1302,"life_leech_notable2056","Art/2DArt/SkillIcons/passives/lifeleech.dds","[603,2695,9274]",60,80,15,0,39530,"Vitality Void",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
1303,"claw_damage_and_leech2057","Art/2DArt/SkillIcons/passives/clawmasterydex.dds","[11596,603]",8,10,0,0,48896,"Claw Damage and Life Leech Rate",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1304,"claw_damage_and_leech2058","Art/2DArt/SkillIcons/passives/attackspeedclaw.dds","[11596,76]",8,3,0,0,37776,"Claw Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1305,"dagger_damage2059","Art/2DArt/SkillIcons/passives/masterydaggerdex.dds","[11595,77]",10,3,0,0,15825,"Dagger Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1306,"dagger_damage2060","Art/2DArt/SkillIcons/passives/masterydaggerdex.dds","[11595,177]",10,3,0,0,5802,"Dagger Damage and Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1307,"fortify_2064","Art/2DArt/SkillIcons/passives/DamageWhileFortified.dds",[9663],14,0,0,0,50515,"Attack Damage while Fortified",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1308,"fortify_2065_","Art/2DArt/SkillIcons/passives/DamageWhileFortified.dds",[9663],16,0,0,0,18552,"Attack Damage while Fortified",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1309,"fortify_2066","Art/2DArt/SkillIcons/passives/DamageWhileFortified.dds",[9663],16,0,0,0,56370,"Attack Damage while Fortified",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1310,"fortify_20661","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[14866],30,0,0,0,27605,"Fortification Gain",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1311,"fortify_20663","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[14866],30,0,0,0,6139,"Fortification Gain",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1312,"fortify_20664","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[14866],20,0,0,0,14767,"Fortification Gain",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1313,"fortify_notable2067","Art/2DArt/SkillIcons/passives/FortifyNotable1.dds","[15237,15127]",40,100,0,0,1340,"Rampart",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
1314,"trap_mine_critical_chance2067","Art/2DArt/SkillIcons/passives/trapdamage.dds",[1789],12,0,0,0,2260,"Mine Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1315,"trap_mine_critical_chance2068","Art/2DArt/SkillIcons/passives/trapcriticalstrike.dds","[2807,2848]",20,10,0,0,35334,"Mine Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1316,"trap_mine_critical_multiplier2069","Art/2DArt/SkillIcons/passives/trapdamage.dds",[1789],16,0,0,0,29549,"Mine Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1317,"trap_mine_critical_notable2070","Art/2DArt/SkillIcons/passives/trapsradius.dds",[1831],10,0,0,0,61689,"Explosive Elements",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
1318,"totem_critical_chance_and_damage2071","Art/2DArt/SkillIcons/passives/totemandbrandrange.dds",[3048],20,0,0,0,33779,"Totem Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1319,"totem_critical_chance2072","Art/2DArt/SkillIcons/passives/totemandbrandrange.dds",[3048],25,0,0,0,17569,"Totem Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1320,"totem_critical_multiplier2073","Art/2DArt/SkillIcons/passives/totemandbranddamage.dds",[3049],20,0,0,0,45366,"Totem Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1321,"totem_critical_multiplier2074","Art/2DArt/SkillIcons/passives/totemandbranddamage.dds",[3049],20,0,0,0,20142,"Totem Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1322,"totem_critical_notable2075","Art/2DArt/SkillIcons/passives/totemandbrandrange.dds","[3049,3048]",20,60,0,0,44562,"Shaman's Dominion",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
1323,"fire_damage2078","Art/2DArt/SkillIcons/passives/firedamageint.dds",[611],15,0,0,0,22647,"Ignite Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1324,"fire_damage2079","Art/2DArt/SkillIcons/passives/firedamage.dds",[42],12,0,0,0,885,"Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1325,"fire_damage2080","Art/2DArt/SkillIcons/passives/firedamage.dds","[42,216]",8,3,0,0,37163,"Fire Damage and Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1326,"fire_damage_notable2802","Art/2DArt/SkillIcons/passives/firedamage.dds","[42,434]",30,12,0,0,24324,"Explosive Impact",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
1327,"lightning_damage2083","Art/2DArt/SkillIcons/passives/lightningint.dds","[56,216]",8,3,0,0,12379,"Lightning Damage and Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1328,"lightning_damage2084","Art/2DArt/SkillIcons/passives/lightningint.dds","[56,216]",8,3,0,0,44183,"Lightning Damage and Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1329,"lightning_damage2085_","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],10,0,0,0,38279,"Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1330,"lightning_damage_notable2086","Art/2DArt/SkillIcons/passives/lightningint.dds","[56,216]",24,8,0,0,7555,"Crackling Speed",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
1331,"fire_cold_damage2087","Art/2DArt/SkillIcons/passives/ColdAndFireHybridNode.dds","[42,49]",8,8,0,0,20852,"Fire and Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1332,"fire_cold_damage2088","Art/2DArt/SkillIcons/passives/firedamage.dds",[42],16,0,0,0,6785,"Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1333,"fire_cold_damage2089","Art/2DArt/SkillIcons/passives/colddamage.dds",[49],16,0,0,0,36585,"Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1334,"fire_cold_damage_notable2090","Art/2DArt/SkillIcons/passives/ColdAndFireHybridNotable.dds","[15230,42,49]",-5,25,25,0,42649,"Snowforged",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
1335,"blood_magic2097","Art/2DArt/SkillIcons/passives/life1.dds",[124],10,0,0,0,56143,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1336,"blood_magic2098","Art/2DArt/SkillIcons/passives/life1.dds",[124],10,0,0,0,57539,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
1337,"AscendancyJuggernaut1","Art/2DArt/SkillIcons/passives/Juggernaut/IncreasedArmourAttackDamage.dds","[117,418]",15,15,0,0,23972,"Armour, Endurance Charge Duration",[],"","","","","","",0,"",[],0,"","",0,[],"","",0,"","",0,"",""
1338,"AscendancyJuggernaut2","Art/2DArt/SkillIcons/passives/Juggernaut/IncreasedArmourAttackDamage.dds","[117,418]",15,15,0,0,49153,"Armour, Endurance Charge Duration",[],"","","","","","",0,"",[],0,"","",0,[],"","",0,"","",0,"",""
1339,"AscendancyJuggernaut3","Art/2DArt/SkillIcons/passives/Juggernaut/IncreasedArmourAttackSpeed.dds","[117,70]",15,6,0,0,32115,"Armour, Attack Speed",[],"","","","","","",0,"",[],0,"","",0,[],"","",0,"","",0,"",""
1340,"AscendancyJuggernaut4","Art/2DArt/SkillIcons/passives/Juggernaut/IncreasedArmourMovementSpeed.dds","[117,177]",15,4,0,0,63417,"Armour, Movement Speed",[],"","","","","","",0,"",[],0,"","",0,[],"","",0,"","",0,"",""
1341,"AscendancyJuggernaut5","Art/2DArt/SkillIcons/passives/Juggernaut/IncreasedArmourStunDuration.dds","[117,341]",15,20,0,0,62349,"Armour, Stun Duration",[],"","","","","","",0,"",[],0,"","",0,[],"","",0,"","",0,"",""
1342,"AscendancyJuggernaut6","Art/2DArt/SkillIcons/passives/Juggernaut/IncreasedArmourLifeRegeneration.dds","[117,451]",15,30,0,0,51998,"Armour, Life Regeneration",[],"","","","","","",0,"",[],0,"","",0,[],"","",0,"","",0,"",""
1343,"AscendancyJuggernaut7","Art/2DArt/SkillIcons/passives/Juggernaut/Unstoppable.dds","[3388,3389,177,701]",1,1,10,1,5819,"Unstoppable",[],"",1,"","",6954,"",0,"",[],0,"","",0,[],"","",0,"","",0,"",""
1344,"AscendancyJuggernaut8","Art/2DArt/SkillIcons/passives/Juggernaut/Unbreakable.dds","[3586,477,451,7576]",1,-5,120,15,53816,"Unbreakable",[],"",1,"","",6954,"",0,"",[],0,"","",0,[22],"","",0,"","",0,"",""
1345,"AscendancyJuggernaut9","Art/2DArt/SkillIcons/passives/Juggernaut/Unyielding.dds","[3392,7066,7500,7007]",8,25,10,6,62595,"Unyielding",[],"",1,"","",6954,"",0,"",[],0,"","",0,[],"","",0,"","",0,"",""
1346,"AscendancyJuggernaut10","Art/2DArt/SkillIcons/passives/Juggernaut/Undeniable.dds","[83,4736,13287]",500,1,1,0,44297,"Undeniable",[],"",1,"","",6954,"",0,"",[],0,"","",0,[],"","",0,"","",0,"",""
1347,"AscendancyJuggernaut11","Art/2DArt/SkillIcons/passives/Juggernaut/Unflinching.dds","[1746,179,4739,7499]",30,1,25,1,1734,"Unflinching",[],"",1,"","",6954,"",0,"",[],0,"","",0,[],"","",0,"","",0,"",""
1348,"AscendancyJuggernaut12","Art/2DArt/SkillIcons/passives/Juggernaut/Unrelenting.dds","[3573,446,7276]",-8,1,4,0,56789,"Unrelenting",[],"",1,"","",6954,"",0,"",[],0,"","",0,[],"","",0,"","",0,"",""
1349,"AscendancyBerserker1","Art/2DArt/SkillIcons/passives/Berserker/DmgLeech.dds","[26,603]",10,30,0,0,5865,"Physical Damage, Life Leeched per Second",[],"","","","","","",1,"",[],0,"","",0,[],"","",0,"","",0,"",""
1350,"AscendancyBerserker2","Art/2DArt/SkillIcons/passives/Berserker/DmgCrit.dds","[26,554]",10,15,0,0,48904,"Physical Damage, Critical Strike Chance",[],"","","","","","",1,"",[],0,"","",0,[],"","",0,"","",0,"",""
1351,"AscendancyBerserker3","Art/2DArt/SkillIcons/passives/Berserker/DmgAttackSpeed.dds","[26,70]",10,6,0,0,8592,"Physical Damage, Attack Speed",[],"","","","","","",1,"",[],0,"","",0,[],"","",0,"","",0,"",""
1352,"AscendancyBerserker4","Art/2DArt/SkillIcons/passives/Berserker/DmgAttackSpeed.dds","[26,70]",10,6,0,0,63583,"Physical Damage, Attack Speed",[],"","","","","","",1,"",[],0,"","",0,[],"","",0,"","",0,"",""
1353,"AscendancyBerserker5","Art/2DArt/SkillIcons/passives/Berserker/DmgAttackSpeed.dds","[26,70]",10,6,0,0,42861,"Physical Damage, Attack Speed",[],"","","","","","",1,"",[],0,"","",0,[],"","",0,"","",0,"",""
1354,"AscendancyBerserker6","Art/2DArt/SkillIcons/passives/Berserker/DmgWarcry.dds","[26,3483]",10,20,0,0,50024,"Physical Damage, Warcry Speed",[],"","","","","","",1,"",[],0,"","",0,[],"","",0,"","",0,"",""
1355,"AscendancyBerserker7","Art/2DArt/SkillIcons/passives/Berserker/WarBringer.dds","[12285,12286]",10,50,0,0,32251,"War Bringer",[],"",1,"","",6954,"",1,"",[],0,"","",0,[],"","",0,"","",0,"",""
1356,"AscendancyBerserker8","Art/2DArt/SkillIcons/passives/Berserker/RiteOfRuin.dds","[7469,7481,9683]",1,1,6,0,57560,"Rite of Ruin",[],"",1,"","",6954,"",1,"",[],0,"","",0,[],"","",0,"","",0,"",""
1357,"AscendancyBerserker9","Art/2DArt/SkillIcons/passives/Berserker/DefyPain.dds","[14147,14149,14151,14152]",300,25,50,10,9271,"Defy Pain",[],"",1,"","",6954,"",1,"",[],0,"","",0,[],"","",0,"","",0,"",""
1358,"AscendancyBerserker10","Art/2DArt/SkillIcons/passives/Berserker/CloakedAgony.dds","[554,95,10767,10768]",50,25,20,30,38999,"Flawless Savagery",[],"",1,"","",6954,"",1,"",[],0,"","",0,[],"","",0,"","",0,"",""
1359,"AscendancyBerserker11","Art/2DArt/SkillIcons/passives/Berserker/CombatFrenzy.dds","[9681,7462]",300,10,0,0,24528,"Crave the Slaughter",[],"",1,"","",6954,"",1,"","[3979,3968,3967]",0,"","",0,[],"","",0,"","",0,"",""
1360,"AscendancyBerserker12","Art/2DArt/SkillIcons/passives/Berserker/AspectOfCarnage.dds","[477,4406]",10,40,0,0,59920,"Aspect of Carnage",[],"",1,"","",6954,"",1,"",[],0,"","",0,[],"","",0,"","",0,"",""
1361,"AscendancyBerserker13","Art/2DArt/SkillIcons/passives/Berserker/DmgCrit.dds","[26,554]",10,15,0,0,63673,"Physical Damage, Critical Strike Chance",[],"","","","","","",1,"",[],0,"","",0,[],"","",0,"","",0,"",""
1362,"AscendancyBerserker14","Art/2DArt/SkillIcons/passives/Berserker/Blitz.dds","[9690,9691,9692,9693]",100,2,-8,20,29630,"Blitz",[],"",1,"","",6954,"",1,"",[],0,"","",0,[],"","",0,"","",0,"",""
1363,"AscendancyChieftan1","Art/2DArt/SkillIcons/passives/Chieftain/LifeRegenStrength.dds","[451,3878]",30,5,0,0,47486,"Life Regeneration, Endurance Charge on Kill",[],"","","","","","",2,"",[],0,"","",0,[],"","",0,"","",0,"",""
1364,"AscendancyChieftan2","Art/2DArt/SkillIcons/passives/Chieftain/LifeRegenFireDamage.dds","[451,42]",30,10,0,0,42659,"Life Regeneration, Fire Damage",[],"","","","","","",2,"",[],0,"","",0,[],"","",0,"","",0,"",""
1365,"AscendancyChieftan3","Art/2DArt/SkillIcons/passives/Chieftain/LifeRegenStrength.dds","[451,434]",30,10,0,0,982,"Life Regeneration, Area of Effect",[],"","","","","","",2,"",[],0,"","",0,[],"","",0,"","",0,"",""
1366,"AscendancyChieftan4","Art/2DArt/SkillIcons/passives/Chieftain/LifeRegenFireDamage.dds","[451,42]",30,10,0,0,9971,"Life Regeneration, Fire Damage",[],"","","","","","",2,"",[],0,"","",0,[],"","",0,"","",0,"",""
1367,"AscendancyChieftan5","Art/2DArt/SkillIcons/passives/Chieftain/LifeRegenTotemPlacementSpeed.dds","[451,1342]",30,10,0,0,5643,"Life Regeneration, Totem Placement Speed",[],"","","","","","",2,"",[],0,"","",0,[],"","",0,"","",0,"",""
1368,"AscendancyChieftan6","Art/2DArt/SkillIcons/passives/Chieftain/LifeRegenTotemPlacementSpeed.dds","[451,1342]",30,10,0,0,6028,"Life Regeneration, Totem Placement Speed",[],"","","","","","",2,"",[],0,"","",0,[],"","",0,"","",0,"",""
1369,"AscendancyChieftan7","Art/2DArt/SkillIcons/passives/Chieftain/ArohunguiMoonsPresence.dds","[4132,4133,4148,9674]",-8,16,1,25,31667,"Arohongui, Moon's Presence",[],"",1,"","",6954,"",2,"",[],0,"","",0,[],"","",0,"","",0,"",""
1370,"AscendancyChieftan8","Art/2DArt/SkillIcons/passives/Chieftain/NgamahuFlamesAdvance.dds",[482],50,0,0,0,50692,"Ngamahu, Flame's Advance",[],"",1,"","",6954,"",2,"",[],0,"","",0,[26],"","",0,"","",0,"",""
1371,"AscendancyChieftan9","Art/2DArt/SkillIcons/passives/Chieftain/HinekoraDeathsFury.dds","[3109,2031,7498]",100,10,100,0,1731,"Hinekora, Death's Fury",[],"",1,"","",6954,"",2,"",[],0,"","",0,[],"","",0,"","",0,"",""
1372,"AscendancyChieftan10","Art/2DArt/SkillIcons/passives/Chieftain/TasalioCleansingWater.dds","[1049,7524,144,9678]",20,1,100,20,48480,"Tasalio, Cleansing Water",[],"",1,"","",6954,"",2,"",[],0,"","",0,[],"","",0,"","",0,"",""
1373,"AscendancyChieftan11","Art/2DArt/SkillIcons/passives/Chieftain/TukomahaWarsHerald.dds","[4734,9671,9673]",200,100,100,0,53095,"Tukohama, War's Herald",[],"",1,"","",6954,"",2,"",[],0,"","",0,[],"","",0,"","",0,"",""
1374,"AscendancyChieftan12","Art/2DArt/SkillIcons/passives/Chieftain/TawhoaForestsStrength.dds",[12238],20,0,0,0,5029,"Tawhoa, Forest's Strength",[],"",1,"","",6954,"",2,"",[],0,"","",0,[],43378,"",0,"","",0,"",""
1375,"AscendancyChieftan13","Art/2DArt/SkillIcons/passives/Chieftain/LifeRegenFireDamage.dds","[451,42]",30,10,0,0,14996,"Life Regeneration, Fire Damage",[],"","","","","","",2,"",[],0,"","",0,[],"","",0,"","",0,"",""
1376,"AscendancyChieftan14","Art/2DArt/SkillIcons/passives/Chieftain/RamakoSunsLight.dds","[593,611,10190]",15,25,25,0,61355,"Ramako, Sun's Light",[],"",1,"","",6954,"",2,"",[],0,"","",0,[],"","",0,"","",0,"",""
1377,"AscendancyChieftan15","Art/2DArt/SkillIcons/passives/Chieftain/LifeRegenFireResistance.dds","[451,144]",30,10,0,0,9190,"Life Regeneration, Fire Resistance",[],"","","","","","",2,"",[],0,"","",0,[],"","",0,"","",0,"",""
1378,"AscendancyChieftan16","Art/2DArt/SkillIcons/passives/Chieftain/ValakoStormsEmbrace.dds","[179,126,9676,12344]",1,30,15,1,32249,"Valako, Storm's Embrace",[],"",1,"","",6954,"",2,"",[],0,"","",0,[],"","",0,"","",0,"",""
1379,"AscendancyChieftan17","Art/2DArt/SkillIcons/passives/Chieftain/LifeRegenFireDamage.dds","[451,42]",30,10,0,0,10238,"Life Regeneration, Fire Damage",[],"","","","","","",2,"",[],0,"","",0,[],"","",0,"","",0,"",""
1380,"AscendancyChieftan18","Art/2DArt/SkillIcons/passives/MeleeAoENotable.dds",[12238],20,0,0,0,28986,"[UNUSED] Slamako, Slam's Slam",[],"",1,"","",6954,"",2,"",[],0,"","",0,[],43378,"",0,"","",0,"",""
1381,"AscendancyChieftan19","Art/2DArt/SkillIcons/passives/Chieftain/LifeRegenFireResistance.dds","[451,144]",30,10,0,0,29616,"Life Regeneration, Fire Resistance",[],"","","","","","",2,"",[],0,"","",0,[],"","",0,"","",0,"",""
1382,"AscendancyRaider1","Art/2DArt/SkillIcons/passives/Raider/IncreasedFrenzyChargeDuration.dds","[120,421]",15,15,0,0,53421,"Evasion, Frenzy Charge Duration",[],"","","","","","",3,"",[],0,"","",0,[],"","",0,"","",0,"",""
1383,"AscendancyRaider2","Art/2DArt/SkillIcons/passives/Raider/AvatarOfFrenzy.dds","[1352,5291,180]",20,20,1,0,31364,"Way of the Poacher",[],"",1,"","",6954,"",3,"",[],0,"","",0,[],"","",0,"","",0,"",""
1384,"AscendancyRaider3","Art/2DArt/SkillIcons/passives/Raider/IncreasedFrenzyChargeDuration.dds","[120,421]",15,15,0,0,5926,"Evasion, Frenzy Charge Duration",[],"","","","","","",3,"",[],0,"","",0,[],"","",0,"","",0,"",""
1385,"AscendancyRaider4","Art/2DArt/SkillIcons/passives/Raider/WayOfThePoacher.dds","[3489,178,364,122]",10,4,4,10,16848,"Avatar of the Slaughter",[],"",1,"","",6954,"",3,"",[],0,"","",0,[],"","",0,"","",0,"",""
1386,"AscendancyRaider5","Art/2DArt/SkillIcons/passives/Raider/IncreasedAttackSpeed.dds","[120,3491]",15,15,0,0,27536,"Evasion, Onslaught Effect",[],"","","","","","",3,"",[],0,"","",0,[],"","",0,"","",0,"",""
1387,"AscendancyRaider6","Art/2DArt/SkillIcons/passives/Raider/AvatarOfOnslaught.dds",[1750],1,0,0,0,4849,"Rapid Assault",[],"",1,"","",6954,"",3,"",[],0,"","",0,[],"","",0,"","",0,"",""
1388,"AscendancyRaider7","Art/2DArt/SkillIcons/passives/Raider/IncreasedAttackSpeed.dds","[120,3491]",15,15,0,0,12146,"Evasion, Onslaught Effect",[],"","","","","","",3,"",[],0,"","",0,[],"","",0,"","",0,"",""
1389,"AscendancyRaider8","Art/2DArt/SkillIcons/passives/Raider/RapidAssault.dds","[15286,3491]",10,100,0,0,11597,"Avatar of the Chase",[],"",1,"","",6954,"",3,"",[],0,"","",0,[],"","",0,"","",0,"",""
1390,"AscendancyRaider9","Art/2DArt/SkillIcons/passives/Raider/IncreasedElementalDamage.dds","[120,486]",15,10,0,0,24432,"Evasion, Elemental Damage",[],"","","","","","",3,"",[],0,"","",0,[],"","",0,"","",0,"",""
1391,"AscendancyRaider10","Art/2DArt/SkillIcons/passives/Raider/AvatarOfPhasing.dds","[14787,13870]",40,1,0,0,33645,"Quartz Infusion",[],"",1,"","",6954,"",3,"",[],0,"","",0,[],"","",0,"","",0,"",""
1392,"AscendancyRaider11","Art/2DArt/SkillIcons/passives/Raider/IncreasedElementalDamage.dds","[120,486]",15,10,0,0,15550,"Evasion, Elemental Damage",[],"","","","","","",3,"",[],0,"","",0,[],"","",0,"","",0,"",""
1393,"AscendancyRaider12","Art/2DArt/SkillIcons/passives/Raider/QuartzInfusion.dds","[10415,14588]",-20,50,0,0,55509,"Avatar of the Veil",[],"",1,"","",6954,"",3,"",[],0,"","",0,[],"","",0,"","",0,"",""
1394,"AscendancyDeadeye1","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageAttackSpeed.dds","[498,13090]",10,25,0,0,53086,"Projectile Damage, Mark Cast Speed",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"",""
1395,"AscendancyDeadeye2","Art/2DArt/SkillIcons/passives/Mark.dds","[13357,13358,12461]",75,-25,100,0,5443,"Focal Point",[],"",1,"","",6954,"",4,"",[],0,"","",0,[],"","",0,"","",0,"",""
1396,"AscendancyDeadeye3","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageAttackSpeed.dds","[498,70]",10,5,0,0,59837,"Projectile Damage, Attack Speed",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"",""
1397,"AscendancyDeadeye4","Art/2DArt/SkillIcons/passives/DeadEye/Ricochet.dds","[172,13282]",1,30,0,0,61627,"Ricochet",[],"",1,"","",6954,"",4,"",[],0,"","",0,[],"","",0,"","",0,"",""
1398,"AscendancyDeadeye5","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageAccuracy.dds","[498,84]",10,10,0,0,5082,"Projectile Damage, Accuracy",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"",""
1399,"AscendancyDeadeye6","Art/2DArt/SkillIcons/passives/Additionalprojectile.dds",[173],2,0,0,0,26067,"Endless Munitions",[],"",1,"","",6954,"",4,"",[],0,"","",0,[],"","",0,"","",0,"",""
1400,"AscendancyDeadeye7","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageAccuracy.dds","[498,175]",10,10,0,0,28995,"Projectile Damage, Projectile Speed",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"",""
1401,"AscendancyDeadeye8","Art/2DArt/SkillIcons/passives/DeadEye/FarShot.dds","[3633,13786]",1,1,0,0,45313,"Far Shot",[],"",1,"","",6954,"",4,"",[],0,"","",0,[],"","",0,"","",0,"",""
1402,"AscendancyDeadeye9","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageCrit.dds","[498,554]",10,10,0,0,26958,"Projectile Damage, Critical Strike Chance",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"",""
1403,"AscendancyDeadeye10","Art/2DArt/SkillIcons/passives/DeadEye/SharpAndVenomous.dds",[13407],1,0,0,0,44482,"Rupturing",[],"",1,"","",6954,"",4,"",[],0,"","",0,[],"","",0,"","",0,"",""
1404,"AscendancyDeadeye11","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageCrit.dds","[498,554]",10,10,0,0,55985,"Projectile Damage, Critical Strike Chance",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"",""
1405,"AscendancyDeadeye12","Art/2DArt/SkillIcons/passives/DeadEye/PowerfulPrecision.dds","[6288,6243,6256]",100,3,1,0,21455,"Powerful Precision",[],"",1,"","",6954,"",4,"",[],0,"","",0,[],"","",0,"","",0,"",""
1406,"AscendancyDeadeye13","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageAccuracy.dds","[498,13305]",10,15,0,0,62136,"Projectile Damage, Mirage Archer Duration",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"",""
