"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag"
195,195,10,2,"upgrade_breach_item","Right click this item then left click an applicable breach unique item to upgrade it.","","Upgrades a breach unique item or breachstone to a more powerful version",[7036],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable breach unique item to upgrade it.",0,"","",[],[],[],19,[],""
196,196,100,3,"","Combine 100 Splinters to create a Timeless Karui Emblem.",6521,"",[],"","","",[],[],5000,"Combine 100 Splinters to create a Timeless Karui Emblem.",0,"","",[],[],[],19,[],""
197,197,100,3,"","Combine 100 Splinters to create a Timeless Maraketh Emblem.",6522,"",[],"","","",[],[],5000,"Combine 100 Splinters to create a Timeless Maraketh Emblem.",0,"","",[],[],[],19,[],""
198,198,100,3,"","Combine 100 Splinters to create a Timeless Eternal Emblem.",6523,"",[],"","","",[],[],5000,"Combine 100 Splinters to create a Timeless Eternal Emblem.",0,"","",[],[],[],19,[],""
199,199,100,3,"","Combine 100 Splinters to create a Timeless Templar Emblem.",6524,"",[],"","","",[],[],5000,"Combine 100 Splinters to create a Timeless Templar Emblem.",0,"","",[],[],[],19,[],""
200,200,100,3,"","Combine 100 Splinters to create a Timeless Vaal Emblem.",6525,"",[],"","","",[],[],5000,"Combine 100 Splinters to create a Timeless Vaal Emblem.",0,"","",[],[],[],19,[],""
201,201,300,3,"","Combine 300 Splinters to create a Simulacrum.",6531,"",[],"","","",[],[],5000,"Combine 300 Splinters to create a Simulacrum.",0,"","",[],[],[],19,[],""
202,202,20,2,"remove_random_mod","Right click this item then left click on a magic or rare item to apply it.","","Removes a random modifier from an item",[8342],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a magic or rare item to apply it.",0,"","",[],[],[],19,[],""
203,203,20,2,"transmute_to_rare_with_sockets","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to a rare item with up to four linked sockets",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],""
204,204,20,2,"reroll_map_type","Right click this item then left click a map to apply it.","","Reforges a map item as another of the same tier",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a map to apply it.",0,"","",[7008],[],[],19,[],""
205,205,20,2,"upgrade_map_tier","Right click this item then left click a map to apply it.","","Reforges a map item as another of a higher tier",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a map to apply it.",0,"","",[7009],[],[],19,[],""
206,206,20,2,"add_strongbox_quality","Right click this item then left click a Strongbox to apply it. Has greater effect on lower rarity Strongboxes. The maximum quality is 20%.","","Improves the quality of a Strongbox",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Strongbox to apply it. Has greater effect on lower rarity Strongboxes. The maximum quality is 20%.",0,"","",[],[],[],19,[],""
207,207,20,2,"add_strongbox_quality_infused","Right click this item then left click a Strongbox to apply it.","","Greatly improves the quality and rewards of a Strongbox and strengthens its defenders",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Strongbox to apply it.",0,"","",[],[],[],19,[],""
208,208,20,2,"reroll_unique","Right click this item then left click a unique item to apply it.","","Reforges a unique item as another of the same item class",[8522],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a unique item to apply it.",0,"","",[],[],[],19,[],""
209,209,20,3,"","A stack of 20 shards becomes an Orb of Annulment.",202,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Orb of Annulment",0,"","",[],[],[],19,[],""
210,210,20,3,"","A stack of 20 shards becomes an Orb of Binding.",203,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Orb of Binding",0,"","",[],[],[],19,[],""
211,211,20,3,"","A stack of 20 shards becomes an Orb of Horizons.",204,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Orb of Horizons",0,"","",[],[],[],19,[],""
212,212,20,3,"","A stack of 20 shards becomes a Harbinger's Orb.",205,"",[],"","","",[],[],0,"A stack of 20 shards becomes a Harbinger's Orb",0,"","",[],[],[],19,[],""
213,213,20,3,"","A stack of 20 shards becomes an Engineer's Orb.",206,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Engineer's Orb",0,"","",[],[],[],19,[],""
214,214,20,3,"","A stack of 20 shards becomes an Ancient Orb.",208,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Ancient Orb",0,"","",[],[],[],19,[],""
215,215,20,3,"","A stack of 20 shards becomes a Chaos Orb.",2,"",[],"","","",[],[],0,"A stack of 20 shards becomes a Chaos Orb",0,"","",[],[],[],19,[],""
216,216,20,3,"","A stack of 20 shards becomes a Mirror of Kalandra.",5,"",[],"","","",[],[],0,"A stack of 20 shards becomes a Mirror of Kalandra",0,"","",[],[],[],19,[],""
217,217,20,3,"","A stack of 20 shards becomes an Exalted Orb.",13,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Exalted Orb",0,"","",[],[],[],19,[],""
218,218,20,3,"","A stack of 20 shards becomes a Regal Orb.",14,"",[],"","","",[],[],0,"A stack of 20 shards becomes a Regal Orb",0,"","",[],[],[],19,[],""
219,6460,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
220,6461,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
221,6462,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
222,6463,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
223,6465,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
224,6466,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
225,6467,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
226,6468,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
227,6470,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
228,6471,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
229,6472,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
230,6473,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
231,6475,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
232,6476,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
233,6477,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
234,6478,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
235,6480,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
236,6481,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
237,6482,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
238,6483,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
239,6485,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
240,6486,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
241,6487,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
242,6488,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
243,6490,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
244,6491,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
245,6492,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
246,6493,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
247,6495,1,3,"","Can be used in a personal Map Device, allowing you to capture the Soul of the Map's Boss. The Vessel containing the captured Soul can be retrieved from the Map Device. You must be in the Map when the boss is defeated.","","Unique Boss deals 10% increased Damage\r\nUnique Boss has 10% increased Attack and Cast Speed\r\nUnique Boss has 10% increased Life\r\nUnique Boss has 20% increased Area of Effect",[],"","","",[],[],5000,"Can be used in a personal Map Device, allowing you to capture the Soul of the Map's Boss. The Vessel containing the captured Soul can be retrieved from the Map Device. You must be in the Map when the boss is defeated.",0,"","",[],[],[],19,[],""
248,6496,1,3,"","Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\nMonster Level: 70",[],"","","",[],[],5000,"Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
249,6497,1,3,"","Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\nMonster Level: 70",[],"","","",[],[],5000,"Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
250,6498,1,3,"","Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\nMonster Level: 70",[],"","","",[],[],5000,"Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
251,6499,1,3,"","Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n150% increased Experience Gain\r\nMonster Level: 75",[],"","","",[],[],5000,"Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
252,6500,1,3,"","Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n200% increased Experience Gain\r\nMonster Level: 80",[],"","","",[],[],5000,"Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
253,6501,1,3,"","Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n20% increased Rarity of Items found in this Area\r\n20% increased Pack Size\r\nMonster Level: 74",[],"","","",[],[],5000,"Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
254,6502,1,3,"","Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n20% increased Rarity of Items found in this Area\r\n20% increased Pack Size\r\nMonster Level: 74",[],"","","",[],[],5000,"Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
255,6503,1,3,"","Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n20% increased Rarity of Items found in this Area\r\n20% increased Pack Size\r\nMonster Level: 74",[],"","","",[],[],5000,"Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
256,6504,1,3,"","Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n150% increased Experience Gain\r\n20% increased Rarity of Items found in this Area\r\n20% increased Pack Size\r\nMonster Level: 78",[],"","","",[],[],5000,"Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
257,6505,1,3,"","Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n200% increased Experience Gain\r\n20% increased Rarity of Items found in this Area\r\n20% increased Pack Size\r\nMonster Level: 81",[],"","","",[],[],5000,"Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
258,6506,1,3,"","Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n40% increased Rarity of Items found in this Area\r\n40% increased Pack Size\r\nMonster Level: 79",[],"","","",[],[],5000,"Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
259,6507,1,3,"","Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n40% increased Rarity of Items found in this Area\r\n40% increased Pack Size\r\nMonster Level: 79",[],"","","",[],[],5000,"Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
260,6508,1,3,"","Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n40% increased Rarity of Items found in this Area\r\n40% increased Pack Size\r\nMonster Level: 79",[],"","","",[],[],5000,"Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
261,6509,1,3,"","Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n150% increased Experience Gain\r\n40% increased Rarity of Items found in this Area\r\n40% increased Pack Size\r\nMonster Level: 81",[],"","","",[],[],5000,"Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
262,6510,1,3,"","Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n200% increased Experience Gain\r\n40% increased Rarity of Items found in this Area\r\n40% increased Pack Size\r\nMonster Level: 82",[],"","","",[],[],5000,"Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
263,6511,1,3,"","Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 81",[],"","","",[],[],5000,"Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
264,6512,1,3,"","Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 81",[],"","","",[],[],5000,"Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
265,6513,1,3,"","Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 81",[],"","","",[],[],5000,"Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
266,6514,1,3,"","Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n150% increased Experience Gain\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 82",[],"","","",[],[],5000,"Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
267,6515,1,3,"","Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n200% increased Experience Gain\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 83",[],"","","",[],[],5000,"Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
268,6516,1,3,"","Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop 2 additional Reward Types\r\nArea has 4 additional random Modifiers\r\n200% increased Experience Gain\r\n250% more Monster Life\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 84",[],"","","",[],[],5000,"Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
269,6517,1,3,"","Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop 2 additional Reward Types\r\nArea has 4 additional random Modifiers\r\n200% increased Experience Gain\r\n250% more Monster Life\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 84",[],"","","",[],[],5000,"Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
270,6518,1,3,"","Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop 2 additional Reward Types\r\nArea has 4 additional random Modifiers\r\n200% increased Experience Gain\r\n250% more Monster Life\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 84",[],"","","",[],[],5000,"Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
271,6519,1,3,"","Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop 2 additional Reward Types\r\nArea has 4 additional random Modifiers\r\n200% increased Experience Gain\r\n250% more Monster Life\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 84",[],"","","",[],[],5000,"Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
272,6520,1,3,"","Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop 2 additional Reward Types\r\nArea has 4 additional random Modifiers\r\n200% increased Experience Gain\r\n250% more Monster Life\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 84",[],"","","",[],[],5000,"Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
273,6521,1,3,"","Place two or more different Emblems in a Map Device to access the Domain of Timeless Conflict. Can only be used once.","","",[],"","","",[],[],5000,"Place two or more different Emblems in a Map Device to access the Domain of Timeless Conflict. Can only be used once.",0,"","",[],[],[],19,[],""
274,6522,1,3,"","Place two or more different Emblems in a Map Device to access the Domain of Timeless Conflict. Can only be used once.","","",[],"","","",[],[],5000,"Place two or more different Emblems in a Map Device to access the Domain of Timeless Conflict. Can only be used once.",0,"","",[],[],[],19,[],""
275,6523,1,3,"","Place two or more different Emblems in a Map Device to access the Domain of Timeless Conflict. Can only be used once.","","",[],"","","",[],[],5000,"Place two or more different Emblems in a Map Device to access the Domain of Timeless Conflict. Can only be used once.",0,"","",[],[],[],19,[],""
276,6524,1,3,"","Place two or more different Emblems in a Map Device to access the Domain of Timeless Conflict. Can only be used once.","","",[],"","","",[],[],5000,"Place two or more different Emblems in a Map Device to access the Domain of Timeless Conflict. Can only be used once.",0,"","",[],[],[],19,[],""
277,6525,1,3,"","Place two or more different Emblems in a Map Device to access the Domain of Timeless Conflict. Can only be used once.","","",[],"","","",[],[],5000,"Place two or more different Emblems in a Map Device to access the Domain of Timeless Conflict. Can only be used once.",0,"","",[],[],[],19,[],""
278,6526,1,3,"","Place two or more different Emblems in a Map Device to access the Domain of Timeless Conflict. Can only be used once.","","Monsters gain 10% increased Maximum Life each time they are Revived\r\nMonsters Regenerate 1% of Life per second for each time they have been Revived\r\nMonsters gain +20% chance to Avoid being Stunned for each time they are Revived\r\n10% improved Rewards",[],"","","",[],[],5000,"Place two or more different Emblems in a Map Device to access the Domain of Timeless Conflict. Can only be used once.",0,"","",[],[],[],19,[],""
279,6527,1,3,"","Place two or more different Emblems in a Map Device to access the Domain of Timeless Conflict. Can only be used once.","","Monsters gain 10% increased Maximum Life each time they are Revived\r\nMonsters gain 10% increased Attack and Cast Speed each time they are Revived\r\nMonsters gain 10% increased Movement Speed each time they are Revived\r\n10% improved Rewards",[],"","","",[],[],5000,"Place two or more different Emblems in a Map Device to access the Domain of Timeless Conflict. Can only be used once.",0,"","",[],[],[],19,[],""
280,6528,1,3,"","Place two or more different Emblems in a Map Device to access the Domain of Timeless Conflict. Can only be used once.","","Monsters gain 10% increased Maximum Life each time they are Revived\r\nMonsters gain 50% increased Critical Strike Chance each time they are Revived\r\nMonsters gain 3% additional Critical Strike Multiplier each time they are Revived\r\n10% improved Rewards",[],"","","",[],[],5000,"Place two or more different Emblems in a Map Device to access the Domain of Timeless Conflict. Can only be used once.",0,"","",[],[],[],19,[],""
281,6529,1,3,"","Place two or more different Emblems in a Map Device to access the Domain of Timeless Conflict. Can only be used once.","","Monsters gain 10% increased Maximum Life each time they are Revived\r\nMonsters gain 4% additional Physical Damage Reduction each time they are Revived\r\nMonsters gain 4% additional Resistances each time they are Revived\r\n10% improved Rewards",[],"","","",[],[],5000,"Place two or more different Emblems in a Map Device to access the Domain of Timeless Conflict. Can only be used once.",0,"","",[],[],[],19,[],""
282,6530,1,3,"","Place two or more different Emblems in a Map Device to access the Domain of Timeless Conflict. Can only be used once.","","Monsters gain 10% increased Maximum Life each time they are Revived\r\nMonsters Penetrate 4% of Enemy Resistances for each time they have been Revived\r\nMonsters Overwhelm 4% of Physical Damage Reduction for each time they have been Revived\r\n10% improved Rewards",[],"","","",[],[],5000,"Place two or more different Emblems in a Map Device to access the Domain of Timeless Conflict. Can only be used once.",0,"","",[],[],[],19,[],""
283,6532,1,3,"","Travel to the Aspirants' Plaza and spend this item to open the Eternal Labyrinth.","","",[],"","","",[],[],5000,"Travel to the Aspirants' Plaza and spend this item to open the Eternal Labyrinth.",0,"","",[],[],[],19,[],""
284,6533,1,3,"","Travel to the Aspirants' Plaza and spend this item to open the Eternal Labyrinth of Fortune.","","",[],"","","",[],[],5000,"Travel to the Aspirants' Plaza and spend this item to open the Eternal Labyrinth of Fortune.",0,"","",[],[],[],19,[],""
285,6534,1,3,"","Travel to the Aspirants' Plaza and spend this item to open the Eternal Labyrinth of Opportunity.","","",[],"","","",[],[],5000,"Travel to the Aspirants' Plaza and spend this item to open the Eternal Labyrinth of Opportunity.",0,"","",[],[],[],19,[],""
286,6535,1,3,"","Travel to the Aspirants' Plaza and spend this item to open the Eternal Labyrinth of Potential.","","",[],"","","",[],[],5000,"Travel to the Aspirants' Plaza and spend this item to open the Eternal Labyrinth of Potential.",0,"","",[],[],[],19,[],""
287,6531,1,3,"","Open a Delirium portal by using this item in a personal Map Device. Can only be used once.","","",[],"","","",[],[],5000,"Open a Delirium portal by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
288,8741,1,3,"","Open a portal to Absence of Mercy and Empathy by using this item in a personal Map Device. Can only be used once.","","",[],"","","",[],[],5000,"Open a portal to Absence of Mercy and Empathy by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
289,8742,10,3,"","Combine 10 Crescent Splinters to create The Maven's Writ.",8741,"",[],"","","",[],[],0,"Combine 10 Crescent Splinters to create The Maven's Writ.",0,"","",[],[],[],19,[],""
290,8769,1,3,"","Open a portal to the Sacred Grove by using this item in a personal Map Device. Can only be used once.","","",[],"","","",[],[],5000,"Open a portal to the Sacred Grove by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
291,230,10,3,"","Sacrifice this item on the Altar of Sacrifice along with Architect's Hand to transform it. ","","",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],""
292,231,10,3,"","Sacrifice this item on the Altar of Sacrifice along with Mask of the Spirit Drinker to transform it. ","","",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],""
293,232,10,3,"","Sacrifice this item on the Altar of Sacrifice along with Apep's Slumber to transform it. ","","",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],""
294,233,10,3,"","Sacrifice this item on the Altar of Sacrifice along with Dance of the Offered to transform it. ","","",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],""
295,234,10,3,"","Sacrifice this item on the Altar of Sacrifice along with Story of the Vaal to transform it. ","","",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],""
296,235,10,3,"","Sacrifice this item on the Altar of Sacrifice along with Coward's Chains to transform it. ","","",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],""
297,236,10,3,"","Sacrifice this item on the Altar of Sacrifice along with Soul Catcher to transform it. ","","",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],""
298,237,10,3,"","Sacrifice this item on the Altar of Sacrifice along with any Tempered Flesh, Tempered Spirit or Tempered Mind to transform it. ","","",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],""
299,238,10,3,"","Sacrifice this item on the Altar of Sacrifice along with Sacrificial Heart to transform it. ","","",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],""
300,239,20,3,"","Place in a Resonator to influence item crafting.","","More Fire modifiers\r\nNo Cold modifiers",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],""
301,240,20,3,"","Place in a Resonator to influence item crafting.","","More Cold modifiers\r\nNo Fire modifiers",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],""
302,241,20,3,"","Place in a Resonator to influence item crafting.","","More Lightning modifiers\r\nNo Physical modifiers",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],""
303,242,20,3,"","Place in a Resonator to influence item crafting.","","More Physical modifiers\r\nNo Chaos modifiers",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],""
304,243,20,3,"","Place in a Resonator to influence item crafting.","","More Chaos modifiers\r\nNo Lightning modifiers",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],""
305,244,20,3,"","Place in a Resonator to influence item crafting.","","More Life modifiers\r\nNo Defence modifiers",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],""
