"rownum","Id","SoundFile","SoundFile_2D","bool"
224,"AtlasFavourMapClearFavour","","Audio/Sound Effects/UI/Synthesis/Remove.ogg",""
225,"MapDeviceModSelect","","Audio/Sound Effects/UI/MapDevice/SelectMod.ogg",""
226,"MapDeviceMasterSelect","","Audio/Sound Effects/UI/MapDevice/SelectMaster.ogg",""
227,"HarvestSeedT1","Audio/Sound Effects/ItemSounds/HarvestLeague/SeedDrops/HarvestSeedDropT1.ogg","Audio/Sound Effects/ItemSounds/HarvestLeague/SeedDrops/HarvestSeedDropT1.ogg2d",""
228,"HarvestCraftActivate","","Audio/Sound Effects/UI/Harvest/Craft.ogg",""
229,"HarvestCraftSelection","","Audio/Sound Effects/UI/Harvest/Selection.ogg",""
230,"HarvestCraftCondenser","","Audio/Sound Effects/UI/Harvest/Condenser.ogg",""
231,"HeistSignContract","","Audio/Sound Effects/UI/Heist/SignContract.ogg",""
232,"HeistWaxSeal","","Audio/Sound Effects/UI/Heist/WaxSeal.ogg",""
233,"CombineMicro","","Audio/Sound Effects/UI/CombineMicro/Combine.ogg",1
234,"HeistCoins","Audio/Sound Effects/ItemSounds/HeistCoin.ogg","Audio/Sound Effects/ItemSounds/HeistCoin.ogg2d",""
235,"HeistBlueprintReveal","","Audio/Sound Effects/UI/Heist/BlueprintReveal.ogg",""
236,"HeistBlueprintFail","","Audio/Sound Effects/UI/Heist/BlueprintRevealFail.ogg",""
237,"HeistStashOpen","","Audio/Sound Effects/UI/Heist/OpenStash.ogg",""
238,"HeistStashClose","","Audio/Sound Effects/UI/Heist/CloseStash.ogg",""
239,"RitualOpen","","Audio/Sound Effects/UI/Ritual/OpenRitualUI.ogg",""
240,"RitualSuspend","","Audio/Sound Effects/UI/Ritual/SuspendRitualUI.ogg",""
241,"RitualConfirmSuspend","","Audio/Sound Effects/UI/Ritual/ConfirmSuspend.ogg",""
242,"RitualExitSuspend","","Audio/Sound Effects/UI/Ritual/ExitSuspendSG",""
243,"TrinityCharged","","Audio/Sound Effects/UI/Skill/TrinitySupport/TrinityCharged.ogg",""
244,"TrinityDepleted","","Audio/Sound Effects/UI/Skill/TrinitySupport/TrinityDepleted.ogg",""
245,"UnlockMaven","","Audio/Sound Effects/UI/Maven/UnlockMaven.ogg",""
246,"AtlasCapturedLeftCitadel","","Audio/Sound Effects/UI/Atlas/Citadel/CapturedLeft.ogg",""
247,"AtlasRegionCitadel","","Audio/Sound Effects/UI/Atlas/Citadel/RegionCitadel.ogg",""
248,"AtlasNullCitadel","","Audio/Sound Effects/UI/Atlas/Citadel/NullCitadel.ogg",""
249,"RitualPurchase","","Audio/Sound Effects/UI/Ritual/RitualPurchase.ogg",""
250,"RitualReroll","","Audio/Sound Effects/UI/Ritual/RerollRitual.ogg",""
251,"AtlasConfirmPassive","","Audio/Sound Effects/UI/Atlas/Passives/ConfirmPassive.ogg",""
252,"AtlasUnlockPassive","","Audio/Sound Effects/UI/Atlas/Passives/UnlockPassive.ogg",""
253,"ObaGong","","Audio/Sound Effects/Misc/UniqueMapNote01.ogg",""
254,"UltimatumStartEncounter","","Audio/Sound Effects/UI/Ultimatum/UltimatumStartEncounter.ogg",""
255,"UltimatumEncounterUIStart","","Audio/Sound Effects/UI/Ultimatum/UltimatumEncounterUIStart.ogg",""
256,"UltimatumChooseReward","","Audio/Sound Effects/UI/Ultimatum/UltimatumChooseReward.ogg",""
257,"UltimatumEndTimer","","Audio/Sound Effects/UI/Ultimatum/UltimatumEndTimer.ogg",""
258,"UltimatumTimerHeartbeat","","Audio/Sound Effects/UI/Ultimatum/UltimatumTimerHeartbeat.ogg",""
259,"UltimatumOutOfRingStart","","Audio/Sound Effects/UI/Ultimatum/UltimatumOutOfRing.ogg",""
260,"UltimatumOutOfRing3Sec","","Audio/Sound Effects/UI/Ultimatum/UltimatumOutOfRing2.ogg",""
261,"UltimatumOutOfRing2Sec","","Audio/Sound Effects/UI/Ultimatum/UltimatumOutOfRing3.ogg",""
262,"UltimatumOutOfRing1Sec","","Audio/Sound Effects/UI/Ultimatum/UltimatumOutOfRing4.ogg",""
263,"RoyaleCountIn5","","Audio/Sound Effects/UI/Royale/Royale_CountIn_05.ogg",""
264,"RoyaleCountIn4","","Audio/Sound Effects/UI/Royale/Royale_CountIn_04.ogg",""
265,"RoyaleCountIn3","","Audio/Sound Effects/UI/Royale/Royale_CountIn_03.ogg",""
266,"RoyaleCountIn2","","Audio/Sound Effects/UI/Royale/Royale_CountIn_02.ogg",""
267,"RoyaleCountIn1","","Audio/Sound Effects/UI/Royale/Royale_CountIn_01.ogg",""
268,"RoyaleCountIn0","","Audio/Sound Effects/UI/Royale/Royale_CountIn_00.ogg",""
269,"RoyaleEventStartSG","","Audio/Sound Effects/UI/Royale/Royale_EventStart.ogg",""
270,"RoyaleEventEndSG","","Audio/Sound Effects/UI/Royale/Royale_EventEnd.ogg",""
271,"RoyalePlayerKillSG","Audio/Sound Effects/UI/Royale/Royale_Kill.ogg","",""
272,"ExpeditionVendorCurrencySmall","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencySmall.ogg","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencySmall.ogg2d",""
273,"ExpeditionVendorCurrencyMedium","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyMed.ogg","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyMed.ogg2d",""
274,"ExpeditionVendorCurrencyLarge","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyLarge.ogg","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyLarge.ogg2d",""
275,"ItemRevealFlashMagic","","Audio/Sound Effects/UI/Expedition/GambleRevealMagic.ogg",""
276,"ItemRevealFlashRare","","Audio/Sound Effects/UI/Expedition/GambleRevealRare.ogg",""
277,"ItemRevealFlashUnique","","Audio/Sound Effects/UI/Expedition/GambleRevealUnique.ogg",""
278,"ItemRevealFlashCorrupted","","Audio/Sound Effects/UI/Expedition/GambleRevealRare.ogg",""
279,"ExpeditionStashClose","","Audio/Sound Effects/UI/Expedition/CloseStash.ogg",""
280,"ExpeditionStashOpen","","Audio/Sound Effects/UI/Expedition/OpenStash.ogg",""
281,"ScourgeForward","","Audio/Sound Effects/Skills/ScourgeLeague/Mechanics/Encounter/Forward.ogg",""
282,"ScourgeBackward","","Audio/Sound Effects/Skills/ScourgeLeague/Mechanics/Encounter/Backward.ogg",""
283,"ScourgeCrucibleEquip","","Audio/Sound Effects/UI/ScourgeLeague/BloodCrucible_Equip.ogg",""
284,"ScourgeCrucibleitem","","Audio/Sound Effects/UI/ScourgeLeague/BloodCrucible_Item.ogg",""
285,"ScourgeVisceraCauldron","","Audio/Sound Effects/UI/ScourgeLeague/VisceraCauldron_Item.ogg",""
286,"ScourgeCruciblePlace","","Audio/Sound Effects/UI/ScourgeLeague/BloodCrucible_Place.ogg",""
287,"ScourgeCrucibleMenu","","Audio/Sound Effects/UI/ScourgeLeague/BloodCrucible_Menu.ogg",""
288,"ScourgeCrucibleTransform","","Audio/Sound Effects/UI/ScourgeLeague/BloodCrucibleTransform.ogg",""
289,"PassiveTreeApplyPoints","","Audio/Sound Effects/UI/PassiveTree/PassiveTreeApplyPoints.ogg",""
290,"PassiveTreeNode","","Audio/Sound Effects/UI/PassiveTree/PassiveTreeNodes.ogg",""
291,"PassiveTreeMasteryClick","","Audio/Sound Effects/UI/PassiveTree/PassiveTreeMasteryClick.ogg",""
292,"PassiveTreeRespec","","Audio/Sound Effects/UI/PassiveTree/PassiveRespecApply.ogg",""
293,"ScourgeTalentAssign","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Assign.ogg",""
294,"ScourgeTalentCrucible","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Crucible.ogg",""
295,"ScourgeTalentFurnace","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Furnace.ogg",""
296,"PassiveTreeMasteryFire","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateFire.ogg",""
297,"PassiveTreeMasteryCold","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateCold.ogg",""
298,"PassiveTreeMasteryLightning","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateLightning.ogg",""
299,"PassiveTreeMasteryLife","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateLife.ogg",""
300,"PassiveTreeMasteryMana","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateMana.ogg",""
301,"PassiveTreeMasteryBow","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateBow.ogg",""
302,"PassiveTreeMasteryProjectile","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateProjectile.ogg",""
303,"PassiveTreeMasteryChaos","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateChaos.ogg",""
304,"PassiveTreeMasteryImpale","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateImpale.ogg",""
305,"PassiveTreeMasteryWarcry","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateWarcry.ogg",""
306,"PassiveTreeMasteryArmour","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateArmour.ogg",""
307,"PassiveTreeMasteryArmourES","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateArmourES.ogg",""
308,"PassiveTreeMasteryArmourEvasion","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateArmourEvasion.ogg",""
309,"PassiveTreeMasteryBleed","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateBleed.ogg",""
310,"PassiveTreeMasteryDaggerClaw","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateDaggerClaw.ogg",""
311,"PassiveTreeMasteryElemental","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateElemental.ogg",""
312,"PassiveTreeMasteryEnergyShield","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateEnergyShield.ogg",""
313,"PassiveTreeMasteryEvasion","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateEvasion.ogg",""
314,"PassiveTreeMasteryEvasionES","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateEvasionES.ogg",""
315,"PassiveTreeMasteryFlask","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateFlask.ogg",""
316,"PassiveTreeMasteryMace","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateMace.ogg",""
317,"PassiveTreeMasteryMinions","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateMinions.ogg",""
318,"PassiveTreeMasteryPhysical","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocatePhysical.ogg",""
319,"PassiveTreeMasteryPoison","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocatePoison.ogg",""
320,"PassiveTreeMasterySwordAxe","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateSwordAxe.ogg",""
321,"PassiveTreeMasteryTotem","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateTotem.ogg",""
322,"PassiveTreeMasteryTrap","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateTrap.ogg",""
323,"PassiveTreeMasteryResistance","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateResistance.ogg",""
324,"PassiveTreeMasteryAccuracy","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateAccuracy.ogg",""
325,"PassiveTreeMasteryAttributes","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateAttributes.ogg",""
326,"PassiveTreeMasteryCaster","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateCaster.ogg",""
327,"PassiveTreeMasteryCharges","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateCharges.ogg",""
328,"PassiveTreeMasteryCritical","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateCritical.ogg",""
329,"ScourgeTalentApply","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Apply.ogg",""
330,"ScourgeTalentApply2","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Apply.ogg",""
331,"ScourgeBarChargeHalf","","Audio/Sound Effects/UI/ScourgeLeague/CrucibleChargeHalf.ogg",""
332,"ScourgeBarChargeFull","","Audio/Sound Effects/UI/ScourgeLeague/CrucibleChargeFull.ogg",""
333,"ExpeditionCurrencyAutoLoot","","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyAutoPickup.ogg",""
334,"PassiveTreeMasteryDuration","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateDuration.ogg",""
335,"ScourgeTalentAssignFinal","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_AssignFinal.ogg",""
336,"ScourgeTalentUnique","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Unique.ogg",""
337,"ExpeditionCurrencyAutoLootSmall","","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyAutoSmall.ogg",""
338,"ExpeditionCurrencyAutoLootMed","","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyAutoMed.ogg",""
339,"ExpeditionCurrencyAutoLootLarge","","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyAutoLarge.ogg",""
340,"PassiveTreeKeystone","","Audio/Sound Effects/UI/PassiveTree/PassiveTreeKeystone.ogg",""
341,"ScourgeTalentRespec","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Respec.ogg",""
342,"PassiveTreeJewel","","Audio/Sound Effects/UI/PassiveTree/PassiveTreeJewel.ogg",""
343,"ScourgeUpgradeMicrowave","","Audio/Sound Effects/UI/ScourgeLeague/UpgradeMicrowave.ogg",""
344,"PantheonMajor","","Audio/Sound Effects/UI/Pantheon/PantheonMajor.ogg",""
345,"PantheonMinor","","Audio/Sound Effects/UI/Pantheon/PantheonMinor.ogg",""
346,"PantheonMenu","","Audio/Sound Effects/UI/Pantheon/PantheonMenu.ogg",""
347,"AtlasInsertWatchstoneMaven","","Audio/Sound Effects/UI/Atlas/ScarsWatchstones/InsertWatchstoneMaven.ogg",""
348,"AtlasInsertWatchstoneElder","","Audio/Sound Effects/UI/Atlas/ScarsWatchstones/InsertWatchstoneElder.ogg",""
349,"AtlasInsertWatchstoneCleansing","","Audio/Sound Effects/UI/Atlas/ScarsWatchstones/InsertWatchstoneCleansing.ogg",""
350,"AtlasInsertWatchstoneTangle","","Audio/Sound Effects/UI/Atlas/ScarsWatchstones/InsertWatchstoneTangle.ogg",""
351,"AtlasPassiveTreeSelect","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveSelect.ogg",""
352,"AtlasPassiveTreeDeselect","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveDeselect.ogg",""
353,"AtlasPassiveTreeConfirmSelection","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveConfirmSelection.ogg",""
354,"AtlasPassiveTreeMouseOver","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveMouseOver.ogg",""
355,"AtlasPassiveTreeHover","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveHover.ogg",""
356,"AtlasPassiveTreeTravel","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveTravel.ogg",""
357,"AtlasPassiveTreeSelectNotable","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveSelectNotable.ogg",""
358,"ArchnemesisModSelect","","Audio/Sound Effects/UI/ArchnemesisLeague/ArchnemesisMod_Select.ogg",""
359,"ArchnemesisModPlace","","Audio/Sound Effects/UI/ArchnemesisLeague/ArchnemesisMod_Place.ogg",""
360,"ArchnemesisModPlaceLayer","","Audio/Sound Effects/UI/ArchnemesisLeague/ArchnemesisMod_PlaceB.ogg",""
361,"AtlasPassivePoint","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassivePoint.ogg",""
362,"ArchnemesisStatueClick","","Audio/Sound Effects/UI/ArchnemesisLeague/Statue/ClickStatue.ogg",""
363,"ArchnemesisEncounterStart","","Audio/Sound Effects/UI/ArchnemesisLeague/Statue/BeginEncounter.ogg",""
364,"EldritchCurrencyUseIchor","","Audio/Sound Effects/ItemSounds/EldritchCurrency/Currency_Eldritch_Ichor.ogg",""
365,"EldritchCurrencyUseIchorT4","","Audio/Sound Effects/ItemSounds/EldritchCurrency/Currency_Eldritch_Ichor_Tier4.ogg",""
366,"EldritchCurrencyUseEmber","","Audio/Sound Effects/ItemSounds/EldritchCurrency/Currency_Eldritch_Ember.ogg",""
367,"EldritchCurrencyUseEmberT4","","Audio/Sound Effects/ItemSounds/EldritchCurrency/Currency_Eldritch_Ember_Tier4.ogg",""
368,"EldritchCurrencyUseConflict","","Audio/Sound Effects/ItemSounds/EldritchCurrency/Currency_Eldritch_Conflict.ogg",""
369,"AtlasPassiveTreeRefund","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveRefund.ogg",""
370,"AtlasPassiveTreeRefundAccept","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveRefundAccept.ogg",""
371,"AtlasInsertWatchstoneTravel","","Audio/Sound Effects/UI/Atlas/ScarsWatchstones/WatchstoneTravel.ogg",""
372,"AtlasPassiveTreeMasteryClick","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveMasteryClick.ogg",""
