"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","HASH32","DropLevel","Monster_ModsKeys","EssenceTypeKey","Level","[i32]","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence","MemoryLines","[i32]","Level2"
77,158,"","","","","","","","","","","","","",3059,3059,3071,3599,3071,9502,"","",7878,-2058874949,[68],"[12873,12889]",13,5,[673],4044,"","","","",6718,"",6718,6718,9502,3071,4044,4044,4044,4044,4044,4044,4044,4044,4044,4044,4044,4044,4044,12769,0,3599,3059,3071,"",7878,"",1,[12881],[37],[68]
78,159,"","","","","","","","","","","","","",3060,3060,3072,3600,3072,9503,"","",7879,-697952158,"[73,77]","[12874,12890]",13,6,"[135,269]",4045,"","","","",6719,"",6719,6719,9503,3072,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,12770,0,3600,3060,3072,"",7879,"","",[12882],[0],[]
79,160,"","","","","","","","","","","","","",3069,3069,3073,3601,3073,9504,"","",7880,-417900903,[],"[12875,12891]",13,7,[0],4046,"","","","",6720,"",6720,6720,9504,3073,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,12771,0,3601,3069,3073,"",7880,"","",[12883],[0],[]
80,161,"","","","","","","","","","","","","",180,"","","","","","","","",-2072698540,[48],"[12872,12894,12888]",14,4,[612],"","",9053,9057,"",180,"",180,180,180,180,9057,9053,9057,9057,9057,9057,9053,9053,9053,9053,9053,9053,9053,12825,75,180,180,180,180,180,180,"","[12880,12894]",[553],[48]
81,162,"","","","","","","","","","","","","",181,"","","","","","","","",-19953861,[68],"[12873,12894,12889]",14,5,[673],"","",9054,9058,"",181,"",181,181,181,181,9058,9054,9058,9058,9058,9058,9054,9054,9054,9054,9054,9054,9054,12826,0,181,181,181,181,181,181,1,"[12881,12894]",[37],[68]
82,163,"","","","","","","","","","","","","",183,"","","","","","","","",-1542366365,"[73,77]","[12874,12894,12890]",14,6,"[135,269]","","",9055,9059,"",183,"",183,183,183,183,9059,9055,9059,9059,9059,9059,9055,9055,9055,9055,9055,9055,9055,12827,0,183,183,183,183,183,183,"","[12882,12894]",[0],[]
83,164,"","","","","","","","","","","","","",186,"","","","","","","","",473094408,[],"[12875,12894,12891]",14,7,[0],"","",9056,9060,"",186,"",186,186,186,186,9060,9056,9060,9060,9060,9060,9056,9056,9056,9056,9056,9056,9056,12828,0,186,186,186,186,186,186,"","[12883,12894]",[0],[]
84,165,"","","","","","","","","","","","","",2849,2642,2642,20744,2840,2203,9982,21613,3573,-355385139,[48],"[12872,12888]",15,4,[612],"",2729,"","","",3573,2733,21613,9982,2203,2840,2733,2733,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,12764,75,20744,2642,2642,"",3573,"","",[12880],[553],[48]
85,166,"","","","","","","","","","","","","",2850,2643,2643,20745,2842,2204,9983,21614,3574,839378797,[68],"[12873,12889]",15,5,[673],"",2730,"","","",3574,2734,21614,9983,2204,2842,2734,2734,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,12765,0,20745,2643,2643,"",3574,"",1,[12881],[37],[68]
86,167,"","","","","","","","","","","","","",2851,2645,2661,20746,2843,2205,9984,21615,3575,-1822562206,"[73,77]","[12874,12890]",15,6,"[135,269]","",2731,"","","",3575,2735,21615,9984,2205,2843,2735,2735,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,12766,0,20746,2645,2661,"",3575,"","",[12882],[0],[]
87,168,"","","","","","","","","","","","","",2852,2646,2662,20747,2844,2207,9985,21616,3576,1492393166,[],"[12875,12891]",15,7,[0],"",2732,"","","",3576,2736,21616,9985,2207,2844,2736,2736,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,12767,0,20747,2646,2662,"",3576,"","",[12883],[0],[]
88,169,"","","","","","","","","","","","","",2547,"","",4783,"","","","",2985,-760080401,[68],"[12873,12889]",16,5,[586],"","",2647,2655,"",557,"",557,557,557,557,2655,2647,2655,2655,2655,2655,2647,2647,2647,2647,2647,2647,2647,12733,0,4783,2985,2985,2985,2985,"",1,[12881],[32],[68]
89,170,"","","","","","","","","","","","","",2548,"","",4784,"","","","",2986,557934500,"[73,77]","[12874,12890]",16,6,"[117,234]","","",2648,2656,"",559,"",559,559,559,559,2656,2648,2656,2656,2656,2656,2648,2648,2648,2648,2648,2648,2648,12734,0,4784,2986,2986,2986,2986,"","",[12882],[0],[]
90,171,"","","","","","","","","","","","","",2549,"","",4785,"","","","",2987,-1973061961,[],"[12875,12891]",16,7,[0],"","",2649,2657,"",562,"",562,562,562,562,2657,2649,2657,2657,2657,2657,2649,2649,2649,2649,2649,2649,2649,12735,0,4785,2987,2987,2987,2987,"","",[12883],[0],[]
91,172,"","","","","","","","","","","",3638,4371,3638,2011,2109,2105,"","",2134,2139,2145,2086905859,[68],"[12873,12889]",17,5,[586],"","",24135,"",24138,2142,"",2139,2134,2142,2142,4371,3638,24138,24138,24138,24138,24135,24135,24135,24135,24135,24135,24135,12803,0,2105,2011,2109,"",2145,"",1,[12881],[32],[68]
92,173,"","","","","","","","","","","",3639,4372,3639,2014,2110,2106,"","",2136,2140,2146,330229883,"[73,77]","[12874,12890]",17,6,"[117,234]","","",24136,"",24139,2143,"",2140,2136,2143,2143,4372,3639,24139,24139,24139,24139,24136,24136,24136,24136,24136,24136,24136,12804,0,2106,2014,2110,"",2146,"","",[12882],[0],[]
93,174,"","","","","","","","","","","",3640,4372,3640,2015,2111,2108,"","",2138,2141,2147,1669260288,[],"[12875,12891]",17,7,[0],"","",24137,"",24140,2144,"",2141,2138,2144,2144,4372,3640,24140,24140,24140,24140,24137,24137,24137,24137,24137,24137,24137,12805,0,2108,2015,2111,"",2147,"","",[12883],[0],[]
94,175,"","","","","","","","","","","","","",3533,3533,3543,3034,"","",10002,"",3621,122642368,[68],"[12873,12889]",18,5,[586],3621,"","","","",9999,"",9999,10002,9999,9999,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,12772,0,3034,3533,3543,"",3621,"",1,[12881],[32],[68]
95,176,"","","","","","","","","","","","","",3534,3534,3544,3035,"","",10003,"",3622,-1016206409,"[73,77]","[12874,12890]",18,6,"[117,234]",3622,"","","","",10000,"",10000,10003,10000,10000,3622,3622,3622,3622,3622,3622,3622,3622,3622,3622,3622,3622,3622,12773,0,3035,3534,3544,"",3622,"","",[12882],[0],[]
96,177,"","","","","","","","","","","","","",3542,3542,3545,3036,"","",10004,"",3623,1247641969,[],"[12875,12891]",18,7,[0],3623,"","","","",10001,"",10001,10004,10001,10001,3623,3623,3623,3623,3623,3623,3623,3623,3623,3623,3623,3623,3623,12774,0,3036,3542,3545,"",3623,"","",[12883],[0],[]
97,178,"","","","","","","","","","","","","",12587,"","",3378,"","","","","",-1691201624,[68],"[12873,3873,12889]",19,5,[586],"","",10104,10108,"",3378,"",3378,3378,3378,3378,10108,10104,10108,10108,10108,10108,10104,10104,10104,10104,10104,10104,10104,12761,0,3378,8536,8536,8536,3378,"",1,"[12881,3873]",[32],[68]
98,179,"","","","","","","","","","","","","",12588,"","",3379,"","","","","",-718463325,"[73,77]","[12874,3873,12890]",19,6,"[117,234]","","",10105,10109,"",3379,"",3379,3379,3379,3379,10109,10105,10109,10109,10109,10109,10105,10105,10105,10105,10105,10105,10105,12762,0,3379,8537,8537,8537,3379,"","","[12882,3873]",[0],[]
99,180,"","","","","","","","","","","","","",12589,"","",3380,"","","","","",692127728,[],"[12875,3873,12891]",19,7,[0],"","",10106,10110,"",3380,"",3380,3380,3380,3380,10110,10106,10110,10110,10110,10110,10106,10106,10106,10106,10106,10106,10106,12763,0,3380,8538,8538,8538,3380,"","","[12883,3873]",[0],[]
100,181,"","","","","","","","","","","","","",12853,8546,12852,12896,12842,12848,12924,12868,12866,-306989797,[],"[12876,12892]",20,8,[0],12915,"","","","","","",12868,12924,12848,12842,12915,12915,12915,12915,12915,12915,12915,12915,12915,12915,12915,12915,12915,12831,0,12896,8546,12852,"",12866,"","",[12884],[0],[]
101,182,"","","","","","","","","","","","","",10354,12902,12898,12863,12844,12936,12926,12845,12899,-1454947071,[],"[12876,12923,12892]",21,8,[0],12922,"","","","","","",12845,12926,12936,12844,12922,12922,12922,12922,12922,12922,12922,12922,12922,12922,12922,12922,12922,12832,0,12863,12902,12898,"",12899,"","","[12884,12923]",[0],[]
102,183,"","","","","","","","","","","","","",12865,12904,12864,12905,12861,12847,12851,12846,12900,-2010504687,[],"[12876,12836,12892]",22,8,[0],12911,"","","","","","",12846,12851,12847,12861,12911,12911,12911,12911,12911,12911,12911,12911,12911,12911,12911,12911,12911,12833,0,12905,12904,12864,"",12900,"","","[12884,12836]",[0],[]
103,184,"","","","","","","","","","","","","",12931,12933,18481,7562,12927,12311,12859,12914,12928,-1499847665,[],"[12876,12797,12934,12892]",23,8,[0],12932,"","","","","","",12914,12859,12311,12927,12932,12932,12932,12932,12932,12932,12932,12932,12932,12932,12932,12932,12932,12834,0,7562,12933,18481,"",12928,"","","[12884,12797,12934]",[0],[]
104,185,"","","","","","","","","","","","","","","","","","","","","","",411361590,[32],"[12917,12918,12919]",24,0,[0],"","","","","","","","","","","","","","","","","","","","","","","","",12738,0,"","","","","","","","[12917,12918,12919]",[0],[32]
