"rownum","BaseItemTypesKey","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","Scroll","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","ChangedForHardmode","DescriptionHardmode","IsGold","bool"
1948,1418,1,1,"grant_micro","","","Invoke the Season 2 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1949,1419,1,1,"grant_micro","","","Invoke the Season 2 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1950,1420,1,1,"grant_micro","","","Invoke the Season 3 Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1951,1421,1,1,"grant_micro","","","Invoke the Season 3 Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1952,1422,1,1,"grant_micro","","","Invoke the Season 3 Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1953,1423,1,1,"grant_micro","","","Invoke the Season 3 Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1954,1424,1,1,"grant_micro","","","Invoke the Season 3 Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1955,1425,1,1,"grant_micro","","","Invoke the Season 3 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1956,1426,1,1,"grant_micro","","","Invoke the Season 3 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1957,1427,1,1,"grant_micro","","","Invoke the Season 4 Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1958,1428,1,1,"grant_micro","","","Invoke the Season 4 Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1959,1429,1,1,"grant_micro","","","Invoke the Season 4 Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1960,1430,1,1,"grant_micro","","","Invoke the Season 4 Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1961,1431,1,1,"grant_micro","","","Invoke the Season 4 Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1962,1432,1,1,"grant_micro","","","Invoke the Season 4 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1963,1433,1,1,"grant_micro","","","Invoke the Season 4 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1964,1434,1,1,"grant_micro","","","Invoke the Season 5 Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1965,1435,1,1,"grant_micro","","","Invoke the Season 5 Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1966,1436,1,1,"grant_micro","","","Invoke the Season 5 Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1967,1437,1,1,"grant_micro","","","Invoke the Season 5 Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1968,1438,1,1,"grant_micro","","","Invoke the Season 5 Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1969,1439,1,1,"grant_micro","","","Invoke the Season 5 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1970,1440,1,1,"grant_micro","","","Invoke the Season 5 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1971,1441,1,1,"grant_micro","","","Invoke the Season 6 Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1972,1442,1,1,"grant_micro","","","Invoke the Season 6 Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1973,1443,1,1,"grant_micro","","","Invoke the Season 6 Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1974,1444,1,1,"grant_micro","","","Invoke the Season 6 Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1975,1445,1,1,"grant_micro","","","Invoke the Season 6 Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1976,1446,1,1,"grant_micro","","","Invoke the Season 6 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1977,1447,1,1,"grant_micro","","","Invoke the Season 6 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1978,1448,1,1,"grant_micro","","","Invoke the Season 7 Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1979,1449,1,1,"grant_micro","","","Invoke the Season 7 Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1980,1450,1,1,"grant_micro","","","Invoke the Season 7 Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1981,1451,1,1,"grant_micro","","","Invoke the Season 7 Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1982,1452,1,1,"grant_micro","","","Invoke the Season 7 Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1983,1453,1,1,"grant_micro","","","Invoke the Season 7 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1984,1454,1,1,"grant_micro","","","Invoke the Season 7 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1985,1455,1,1,"grant_micro","","","Invoke the Season 8 Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1986,1456,1,1,"grant_micro","","","Invoke the Season 8 Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1987,1457,1,1,"grant_micro","","","Invoke the Season 8 Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1988,1458,1,1,"grant_micro","","","Invoke the Season 8 Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1989,1459,1,1,"grant_micro","","","Invoke the Season 8 Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1990,1460,1,1,"grant_micro","","","Invoke the Season 8 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1991,1461,1,1,"grant_micro","","","Invoke the Season 8 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1992,1462,1,1,"grant_micro","","","Invoke the Season 9 Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1993,1463,1,1,"grant_micro","","","Invoke the Season 9 Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1994,1464,1,1,"grant_micro","","","Invoke the Season 9 Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1995,1465,1,1,"grant_micro","","","Invoke the Season 9 Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1996,1466,1,1,"grant_micro","","","Invoke the Season 9 Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1997,1467,1,1,"grant_micro","","","Invoke the Season 9 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1998,1468,1,1,"grant_micro","","","Invoke the Season 9 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
1999,1469,1,1,"grant_micro","","","Invoke the Season 10 Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2000,1470,1,1,"grant_micro","","","Invoke the Season 10 Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2001,1471,1,1,"grant_micro","","","Invoke the Season 10 Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2002,1472,1,1,"grant_micro","","","Invoke the Season 10 Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2003,1473,1,1,"grant_micro","","","Invoke the Season 10 Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2004,1474,1,1,"grant_micro","","","Invoke the Season 10 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2005,1475,1,1,"grant_micro","","","Invoke the Season 10 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2006,1476,1,1,"grant_micro","","","Invoke the Season 11 Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2007,1477,1,1,"grant_micro","","","Invoke the Season 11 Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2008,1478,1,1,"grant_micro","","","Invoke the Season 11 Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2009,1479,1,1,"grant_micro","","","Invoke the Season 11 Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2010,1480,1,1,"grant_micro","","","Invoke the Season 11 Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2011,1481,1,1,"grant_micro","","","Invoke the Season 11 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2012,1482,1,1,"grant_micro","","","Invoke the Season 11 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2013,1483,1,1,"grant_micro","","","Invoke the Season 12 Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2014,1484,1,1,"grant_micro","","","Invoke the Season 12 Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2015,1485,1,1,"grant_micro","","","Invoke the Season 12 Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2016,1486,1,1,"grant_micro","","","Invoke the Season 12 Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2017,1487,1,1,"grant_micro","","","Invoke the Season 12 Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2018,1488,1,1,"grant_micro","","","Invoke the Season 12 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2019,1489,1,1,"grant_micro","","","Invoke the Season 12 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2020,1490,1,1,"grant_micro","","","Invoke the Season 13 Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2021,1491,1,1,"grant_micro","","","Invoke the Season 13 Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2022,1492,1,1,"grant_micro","","","Invoke the Season 13 Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2023,1493,1,1,"grant_micro","","","Invoke the Season 13 Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2024,1494,1,1,"grant_micro","","","Invoke the Season 13 Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2025,1495,1,1,"grant_micro","","","Invoke the Season 13 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2026,1496,1,1,"grant_micro","","","Invoke the Season 13 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2027,1497,1,1,"grant_micro","","","Invoke the Season 14 Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2028,1498,1,1,"grant_micro","","","Invoke the Season 14 Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2029,1499,1,1,"grant_micro","","","Invoke the Season 14 Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2030,1500,1,1,"grant_micro","","","Invoke the Season 14 Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2031,1501,1,1,"grant_micro","","","Invoke the Season 14 Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2032,1502,1,1,"grant_micro","","","Invoke the Season 14 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2033,1503,1,1,"grant_micro","","","Invoke the Season 14 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2034,1504,1,1,"grant_micro","","","Invoke the Season 15 Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2035,1505,1,1,"grant_micro","","","Invoke the Season 15 Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2036,1506,1,1,"grant_micro","","","Invoke the Season 15 Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2037,1507,1,1,"grant_micro","","","Invoke the Season 15 Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2038,1508,1,1,"grant_micro","","","Invoke the Season 15 Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2039,1509,1,1,"grant_micro","","","Invoke the Season 15 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2040,1510,1,1,"grant_micro","","","Invoke the Season 15 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2041,1511,1,1,"grant_micro","","","Invoke the Season 16 Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2042,1512,1,1,"grant_micro","","","Invoke the Season 16 Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2043,1513,1,1,"grant_micro","","","Invoke the Season 16 Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2044,1514,1,1,"grant_micro","","","Invoke the Season 16 Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2045,1515,1,1,"grant_micro","","","Invoke the Season 16 Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2046,1516,1,1,"grant_micro","","","Invoke the Season 16 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2047,1517,1,1,"grant_micro","","","Invoke the Season 16 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2048,1518,1,1,"grant_micro","","","Invoke the Season 17 Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2049,1519,1,1,"grant_micro","","","Invoke the Season 17 Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2050,1520,1,1,"grant_micro","","","Invoke the Season 17 Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2051,1521,1,1,"grant_micro","","","Invoke the Season 17 Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2052,1522,1,1,"grant_micro","","","Invoke the Season 17 Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2053,1523,1,1,"grant_micro","","","Invoke the Season 17 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2054,1524,1,1,"grant_micro","","","Invoke the Season 17 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2055,1525,1,1,"grant_micro","","","Invoke the Season 18 Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2056,1526,1,1,"grant_micro","","","Invoke the Season 18 Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2057,1527,1,1,"grant_micro","","","Invoke the Season 18 Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2058,1528,1,1,"grant_micro","","","Invoke the Season 18 Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2059,1529,1,1,"grant_micro","","","Invoke the Season 18 Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2060,1530,1,1,"grant_micro","","","Invoke the Season 18 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2061,1531,1,1,"grant_micro","","","Invoke the Season 18 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2062,1532,1,1,"grant_micro","","","Invoke the Season 19 Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2063,1533,1,1,"grant_micro","","","Invoke the Season 19 Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2064,1534,1,1,"grant_micro","","","Invoke the Season 19 Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2065,1535,1,1,"grant_micro","","","Invoke the Season 19 Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2066,1536,1,1,"grant_micro","","","Invoke the Season 19 Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2067,1537,1,1,"grant_micro","","","Invoke the Season 19 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2068,1538,1,1,"grant_micro","","","Invoke the Season 19 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2069,1539,1,1,"grant_micro","","","Invoke the Season 20 Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2070,1540,1,1,"grant_micro","","","Invoke the Season 20 Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2071,1541,1,1,"grant_micro","","","Invoke the Season 20 Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2072,1542,1,1,"grant_micro","","","Invoke the Season 20 Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2073,1543,1,1,"grant_micro","","","Invoke the Season 20 Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2074,1544,1,1,"grant_micro","","","Invoke the Season 20 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2075,1545,1,1,"grant_micro","","","Invoke the Season 20 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],383,"","","",""
2076,1546,1,1,"grant_micro","","","Invoke the Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],"","","","",""
2077,1547,1,1,"grant_micro","","","Invoke the Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],"","","","",""
2078,1548,1,1,"grant_micro","","","Invoke the Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],"","","","",""
2079,1549,1,1,"grant_micro","","","Invoke the Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],"","","","",""
2080,1550,1,1,"grant_micro","","","Invoke the Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],"","","","",""
2081,1551,1,1,"grant_micro","","","Invoke the Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],"","","","",""
2082,1552,1,1,"grant_micro","","","Invoke the Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],"","","","",""
2083,1553,20,1,"grant_micro","","","Your Summon Raging Spirit now creates swarms of bees.",[],"","Summon Raging Spirits Skin","",[],[],0,"",0,"","",[],[],[],17,[37],402,"","","",""
2084,1554,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Celestial Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],367,"","","",""
2085,1555,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Celestial Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],367,"","","",""
2086,1556,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Celestial Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],367,"","","",""
2087,1557,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Celestial Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],367,"","","",""
2088,1558,1,1,"grant_micro","","","Adds the Gothic Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],403,"","","",""
2089,1559,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Gothic Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],403,"","","",""
2090,1560,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Gothic Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],403,"","","",""
2091,1561,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Gothic Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],403,"","","",""
2092,1562,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Gothic Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],403,"","","",""
2093,1563,1,1,"modify_portal_variation","","","This character's portals use the Arcane Portal.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],355,"","","",""
2094,1564,1,1,"grant_micro","","","Adds the Sin Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],404,"","","",""
2095,1565,1,1,"grant_micro","","","Adds the Sin Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],404,"","","",""
2096,1566,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Sin Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],404,"","","",""
2097,1567,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Sin Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],404,"","","",""
2098,1568,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Sin Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],404,"","","",""
2099,1569,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Sin Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],404,"","","",""
2100,1570,1,1,"grant_micro","","","Adds the Sin Talon Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",404,"","","",""
