"rownum","Metadata","AreaLevel","SpawnsMonsters","i32_28","i32_32","i32_36","i32_40","i32_44","i32_48","i32_52","i32_56","bool_60","bool_61","bool_62","bool_63","bool_64","bool_65","i32_66","i32_70","i32_74","i32_78","rid_82","bool_98","bool_99","Script1","bool_108","bool_109","Script2","[i32]_118","i32_134","i32_138","i32_142","i32_146","i32_150","i32_154","i32_158","i32_162"
77,"Metadata/Terrain/Gallows/Act4/4_3_1/Objects/ElephantSpawner",1,[1164],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.StartImmunityPhase(0, 1, 1, 1, 0, 0, 0); triggerer.DoAction( Emerge ); triggerer.AddOnActionEnd( { EndImmunityPhase(); }, true ); If( IsFlipped(), (){ triggerer.MoveRelative( -34, 0 ); }, (){ triggerer.MoveRelative( 34, 0 ); } );","","","",[],0,0,0,0,1,1,1,1
78,"Metadata/Monsters/MidWifeandBaby/Midwife/Objects/BabyPot",1,[1294],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.CallOnBoth( move_out, spawner.emerge_location );",1,1,"",[],0,0,0,0,1,1,1,1
79,"Metadata/Monsters/MidWifeandBaby/Midwife/Objects/BabyPotFeatureOne",1,[1294],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.MatchLocator( this, spawner, true, true ); triggerer.ChangeStance( stance2 );  triggerer.DoAction(Emerge);",1,1,"",[],0,0,0,0,1,1,1,1
80,"Metadata/Monsters/MidWifeandBaby/Midwife/Objects/BabyPotFeatureTwo",1,[1294],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.MatchLocator( this, spawner, true, true ); triggerer.ChangeStance( stance3 );  triggerer.DoAction(Emerge);",1,1,"",[],0,0,0,0,1,1,1,1
81,"Metadata/Terrain/Gallows/Act1/1_13/Objects/ExplodingPigSpawner",1,[1342],0,0,0,0,0,0,0,256,"","",1,"","","",0,0,0,0,"","","","triggerer.DoAction( WalkEmergeExplodingPig );",1,"","",[],0,0,0,0,1,1,1,1
82,"Metadata/Monsters/GuillotineExecutioner/Objects/RangedMercSpawner",1,[265],500,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.DoAction( Emerge ); this.fight_controller.executioner_boss.xbow_spawners -= this;","",1,"",[],0,0,0,0,1,1,1,1
83,"Metadata/Monsters/GuillotineExecutioner/Objects/MeleeMercSpawner",1,"[267,269]",500,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.DoAction( Emerge ); this.fight_controller.executioner_boss.melee_spawners -= this;","",1,"","[50,50]",0,0,0,0,1,1,1,1
84,"Metadata/Terrain/Gallows/Act1/1_8/Objects/SpiritSpawner",1,[1290],30000,0,0,5000,25000,65,0,0,"",1,"","",1,"",0,0,0,0,"","","","/* this var is for the standalone versions */\r\ntriggerer.boss_monster = this.boss_monster; \r\ntriggerer.DoAction( Emerge );","","","",[],0,0,0,0,1000,1000,1,1
85,"Metadata/Terrain/Doodads/Woods/GraveyardDungeons/BossMedallions/NormalMedallion",1,[1369],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.MatchLocator( this, new, true, true ); triggerer.DoAction( Emerge );","","","",[],0,0,0,0,1,1,1,1
86,"Metadata/Monsters/TitanBoss/Objects/VolatileSpawner",1,[755],150,5,15,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.MoveToOverTime( FindWalkableLocationOnLine( GetLocation(), GetLocation() + RotateLocation( MakeLocation( 0,  -this.arena_mid_distance ) ), GetObjectSize(  )), Random(18, 22), true, true );","","","",[],0,0,0,0,8,8,8,8
87,"Metadata/Monsters/SnakeFlowerMan/DecoySnakeFlowerManDoodad",1,[360],0,0,0,0,0,0,0,16777216,"",1,"","",1,"",0,0,0,0,"","","","triggerer.MatchOrientation( this, 1 ); triggerer.SetStateTo(colour, 1); Delete(); triggerer.DoRandom( { ChangeStance( stance2 ); }, { ChangeStance( stance3 ); } );",1,"","",[],0,0,0,0,1,1,1,1
88,"Metadata/Monsters/SnakeFlowerMan/DecoySnakeFlowerManDoodadPurple",1,[360],0,0,0,0,0,0,0,16777216,"",1,"","",1,"",0,0,0,0,"","","","triggerer.MatchOrientation( this, 1 ); triggerer.SetStateTo(colour, 2); Delete(); triggerer.DoRandom( { ChangeStance( stance2 ); }, { ChangeStance( stance3 ); } );",1,"","",[],0,0,0,0,1,1,1,1
89,"Metadata/Monsters/SnakeFlowerMan/DecoySnakeFlowerManDoodadRed",1,[360],0,0,0,0,0,0,0,16777216,"",1,"","",1,"",0,0,0,0,"","","","triggerer.MatchOrientation( this, 1 ); triggerer.SetStateTo(colour, 3); Delete(); triggerer.DoRandom( { ChangeStance( stance2 ); }, { ChangeStance( stance3 ); } );",1,"","",[],0,0,0,0,1,1,1,1
90,"Metadata/Terrain/Gallows/Act1/1_13_1/Objects/RabidDogSpawner",1,[1314],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.AddStat(\""monster_aggro_radius_+%\"", 100);","","","",[],0,0,0,0,1,1,1,1
91,"Metadata/Terrain/Gallows/Act1/1_13_1/Objects/RabidDogSpawnerRare",1,[1315],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,2,"","","triggerer.AddStat(\""monster_aggro_radius_+%\"", 100);","","","",[],0,0,0,0,1,1,1,1
92,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Arena_General_01",1,"[392,585]",150,1,5,300,500,0,0,1,"",1,1,"","","",2,0,0,0,"","","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","","[15,10]",0,6000,0,0,1000,1000,100,100
93,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Arena_General_01",30,"[392,585]",150,1,5,300,500,0,0,1,"",1,1,"","","",4,0,0,0,"","","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","","[15,10]",0,5000,0,0,1000,1000,100,100
94,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Arena_General_02",1,"[672,739,643]",150,1,5,300,500,0,0,1,"",1,1,"","","",1,0,0,0,"","","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","","[15,10,10]",0,6000,0,0,1000,1000,100,100
95,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Arena_General_02",45,"[672,739,643]",150,1,5,300,500,0,0,1,"",1,1,"","","",2,0,0,0,"","","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","","[15,10,10]",0,5000,0,0,1000,1000,100,100
96,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Arena_Rare_01",1,[582],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction(Emerge);","","","",[],0,1000,0,0,1,1,1,1
97,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Arena_Rare_02",1,[616],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction( Emerge );","","","",[],0,1000,0,0,1,1,1,1
98,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Lair_Rare_01",1,[580],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction(Emerge);","","","",[],0,1000,0,0,1,1,1,1
99,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Lair_Rare_02",1,[643],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction(Emerge);","","","",[],0,1000,0,0,1,1,1,1
100,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Lair_Rare_03",1,[616],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction( Emerge );","","","",[],0,1000,0,0,1,1,1,1
101,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Lair_Rare_04",1,[707],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction(Emerge);","","","",[],0,1000,0,0,1,1,1,1
102,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_PortalEncounter",1,"[380,613,707]",0,0,0,0,0,0,0,65537,"",1,1,"","","",5,8,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();","[15,10,10]",0,0,0,0,1,1,1,1
103,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_01_01",1,"[300,727]",0,0,0,0,0,0,0,65537,"",1,"","","","",8,12,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();","[15,10]",0,0,0,0,1,1,1,1
104,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_01_01",30,"[300,727]",0,0,0,0,0,0,0,65537,"",1,"","","","",8,12,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();","[15,10]",0,0,0,0,1,1,1,1
105,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_01_02",1,[380],0,0,0,0,0,0,0,65537,"",1,"","","","",3,4,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
106,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_01_02",30,[380],0,0,0,0,0,0,0,65537,"",1,"","","","",3,4,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
107,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_02_01",1,[613],0,0,0,0,0,0,0,65537,"",1,"","","","",6,12,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
108,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_02_01",30,[613],0,0,0,0,0,0,0,65537,"",1,"","","","",6,12,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
109,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_02_02",1,[707],0,0,0,0,0,0,0,65537,"",1,"","","","",2,4,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
110,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_02_02",30,[707],0,0,0,0,0,0,0,65537,"",1,"","","","",2,4,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
111,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_03_01",1,[588],0,0,2,0,0,0,0,65537,"",1,"","","","",8,16,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,50,0,0,1,1,1,1
112,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_03_01",30,[588],0,0,2,0,0,0,0,65537,"",1,"","","","",12,24,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner(); IfState( multi_spawn, <1, { ModifyState( multi_spawn, +1 ); Delay( 0.05, { StartMonsterSpawner(); } ); }, { SetStateTo( multi_spawn, 0 ); } );",[],0,50,0,0,1,1,1,1
113,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_03_01",45,[588],0,0,2,0,0,0,0,65537,"",1,"","","","",12,24,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner(); IfState( multi_spawn, <3, { ModifyState( multi_spawn, +1 ); Delay( 0.05, { StartMonsterSpawner(); } ); }, { SetStateTo( multi_spawn, 0 ); } );",[],0,50,0,0,1,1,1,1
114,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_03_02",1,[592],0,1,0,0,0,0,0,65537,"",1,"","","","",2,4,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
115,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_03_02",30,[592],0,0,0,0,0,0,0,65537,"",1,"","","","",2,4,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
116,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_Large_01_01",1,[392],0,1,0,0,0,0,0,65537,"",1,"","","","",24,48,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner(); IfState( multi_spawn, <1, { ModifyState( multi_spawn, +1 ); Delay( 0.05, { StartMonsterSpawner(); } ); }, { SetStateTo( multi_spawn, 0 ); } );",[],0,0,0,0,1,1,1,1
117,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_Large_01_01",30,[392],0,1,0,0,0,0,0,65537,"",1,"","","","",24,48,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner(); IfState( multi_spawn, <2, { ModifyState( multi_spawn, +1 ); Delay( 0.05, { StartMonsterSpawner(); } ); }, { SetStateTo( multi_spawn, 0 ); } );",[],0,0,0,0,1,1,1,1
118,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_Large_01_01",45,[392],0,1,0,0,0,0,0,65537,"",1,"","","","",24,48,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner(); IfState( multi_spawn, <3, { ModifyState( multi_spawn, +1 ); Delay( 0.05, { StartMonsterSpawner(); } ); }, { SetStateTo( multi_spawn, 0 ); } );",[],0,0,0,0,1,1,1,1
119,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_Large_01_02",1,[617],0,1,0,0,0,0,0,65537,"",1,"","","","",1,1,0,100,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
120,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Arena_General_01",1,"[300,588]",150,1,5,300,500,0,0,1,"",1,1,"","","",4,0,0,0,"","","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","","[10,10]",0,5000,0,0,1000,1000,100,100
121,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Arena_General_02",1,"[727,592]",150,1,5,300,500,0,0,1,"",1,1,"","","",2,0,0,0,"","","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","","[10,5]",0,5000,0,0,1000,1000,100,100
122,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Arena_Rare_01",1,[1386],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","","","","",[],0,1000,0,0,1,1,1,1
123,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Arena_Rare_02",1,[648],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","",[],0,1000,0,0,1,1,1,1
124,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_ChaliceRare",1,"[648,1390,707]",150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction(Emerge);","","","",[],0,1000,0,0,1,1,1,1
125,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_PortalEncounter",1,"[1390,668,788]",0,0,0,0,0,0,0,65537,"",1,1,"","","",5,8,30,0,"","","","triggerer.DoAction(WalkEmerge);","","","StopMonsterSpawner();","[5,10,10]",0,0,0,0,1,1,1,1
126,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Ritual_01_01",1,"[300,727]",0,0,0,0,0,0,0,65537,"",1,"","","","",6,12,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();","[10,10]",0,0,0,0,1,1,1,1
127,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Ritual_01_02",1,[648],0,0,0,0,0,0,0,65537,"",1,"","","","",2,4,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
128,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Ritual_02_01",1,[668],0,0,0,0,0,0,0,65537,"",1,"","","","",6,12,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
129,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Ritual_02_02",1,[1390],0,0,0,0,0,0,0,65537,"",1,"","","","",2,4,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
130,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Ritual_03_01",1,[690],0,0,0,0,0,0,0,65537,"",1,"","","","",6,12,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
131,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Ritual_03_02",1,[689],0,0,0,0,0,0,0,65537,"",1,"","","","",2,4,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
