"rownum","Id","Label","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","DamageIncrementalEffectiveness","IgnoredStats","bool_100"
1359,"DeliriumDoodadSummonPack1","",[],"[2127,888,4612]","[5,1062,-60]",1,0.1,0.0175,[],""
1360,"DeliriumDoodadSummonPack2","",[],"[2127,888,4612]","[5,1065,-60]",1,0.1,0.0175,[],""
1361,"DeliriumDoodadSummonPack3","",[],"[2127,888,4612]","[5,1066,-60]",1,0.1,0.0175,[],""
1362,"DeliriumDoodadSummonPackMagic1","",[],"[2127,888,4612,2126]","[5,1062,-60,1]",1,0.1,0.0175,[],""
1363,"DeliriumDoodadSummonPackMagic2","",[],"[2127,888,4612,2126]","[5,1065,-60,1]",1,0.1,0.0175,[],""
1364,"DeliriumDoodadSummonPackMagic3","",[],"[2127,888,4612,2126]","[5,1066,-60,1]",1,0.1,0.0175,[],""
1365,"DeliriumDoodadSummonPackRare1","",[],"[2127,888,4612,2126]","[2,1062,-60,2]",1,0.1,0.0175,[],""
1366,"DeliriumDoodadSummonPackRare2","",[],"[2127,888,4612,2126]","[2,1065,-60,2]",1,0.1,0.0175,[],""
1367,"DeliriumDoodadSummonPackRare3","",[],"[2127,888,4612,2126]","[2,1066,-60,2]",1,0.1,0.0175,[],""
1368,"DeliriumDoodadSummonVolatileSingle","",[],"[2127,888,4612]","[1,1063,-99]",1,0.1,0.0175,[],""
1369,"DeliriumDoodadSummonVolatileFew","",[],"[2127,888,4612]","[3,1063,-70]",1,0.1,0.0175,[],""
1370,"DeliriumDoodadSummonVolatilePack","",[],"[2127,888,4612]","[6,1063,-50]",1,0.1,0.0175,[],""
1371,"DeliriumDoodadSummonFodderSome","",[],"[2127,888,4612]","[3,1064,-70]",1,0.1,0.0175,[],""
1372,"DeliriumDoodadSummonFodderSomeMagic","",[],"[2127,888,4612,2126]","[3,1064,-70,1]",1,0.1,0.0175,[],""
1373,"DeliriumDoodadSummonFodderMany","",[],"[2127,888,4612]","[6,1064,-60]",1,0.1,0.0175,[],""
1374,"DeliriumDoodadSummonFodderManyMagic","",[],"[2127,888,4612,2126]","[6,1064,-60,1]",1,0.1,0.0175,[],""
1375,"UltimatumDaemonSummonVolatileRare","",[2417],"[2127,888,4612]","[1,1082,-99]",1,0.055,0,[],""
1376,"UltimatumDaemonSummonVolatile","",[2417],"[2127,888,4612]","[1,1081,-99]",1,0.055,0,[],""
1377,"DeliriumDaemonSummonVolatile","",[2417],"[2127,888,4612]","[1,1063,-99]",1,0.055,0,[],""
1378,"DeliriumMinionVomitile","","[2416,2417,11880]","[2127,888,4612]","[1,1060,-99]",1,0.1,0.0175,[],""
1379,"SSMHarvestChieftainVolatile","","[2416,2417]","[2127,888,4612]","[1,491,-99]",1,0.055,0,[],""
1380,"SSMHarvestVultureParasite","","[2416,2417]","[2127,888,4612,5299]","[1,507,-99,20]",1,0.055,0,[],""
1381,"SSMHeistCultistArcingMachinery","","[2416,2417]","[2127,888,4612,649]","[1,522,-30,-30]",1,0.055,0,[],""
1382,"SSMHeistRobotArgusItsRainingMannequins","","[2416,2417]","[2127,888,4612,208]","[2,523,50,4]",1,0.055,0,[],""
1383,"SSMBeehiveBehemothVinePoEM","","[2416,2417]","[2127,888,4612]","[1,1047,-80]",1,0.055,0,[],""
1384,"SSMFungusBehemothVine","","[2416,2417]","[2127,888,4612,2641]","[1,1057,-80,100]",1,0.055,0,[],""
1385,"SSMTrialmasterFirecrackerDaemon","","[2416,892,2453,4710]","[2127,888,4612]","[1,562,-99]",1,0.055,0,[],""
1386,"SSMExpeditionMedvedHeal","","[2416,892,2453,4710]","[2127,888,4612]","[1,569,-99]",1,0.055,0,[],""
1387,"SSMExpeditionMedvedEnrage","","[2416,892,2453,4710]","[2127,888,4612]","[1,570,-99]",1,0.055,0,[],""
1388,"SSMExpeditionMedvedExplode","","[2416,892,2453,4710]","[2127,888,4612]","[1,571,-99]",1,0.055,0,[],""
1389,"SSMExpeditionVoranaVolatile","","[2416,892,2453,4710]","[2127,888,4612]","[1,573,-99]",1,0.055,0,[],""
1390,"SSMArchnemesisToxicVolatile","","[2416,892]","[2127,888]","[3,577]",1,0.055,0,[],""
1391,"SSMArchnemesisPantheonLunaris","","[2416,892,2453,4710]","[2127,888,4612]","[1,578,-50]",1,0.055,0,[],""
1392,"SSMArchnemesisPantheonSolaris","","[2416,892,2453,4710]","[2127,888,4612]","[1,580,-50]",1,0.055,0,[],""
1393,"SSMArchnemesisPantheonArakaali","","[2416,892,2453,4710]","[2127,888,4612]","[1,581,-50]",1,0.055,0,[],""
1394,"SSMArchnemesisPantheonBrineKing","","[2416,892,2453,4710]","[2127,888,4612]","[1,582,-50]",1,0.055,0,[],""
1395,"SSMArchnemesisPantheonTukohama","","[2416,892,2453,4710]","[2127,888,4612]","[1,583,-50]",1,0.055,0,[],""
1396,"SSMArchnemesisPantheonAbberath","","[2416,892,2453,4710]","[2127,888,4612]","[1,584,-50]",1,0.055,0,[],""
1397,"SSMArchnemesisPantheonGarukhan","","[2416,892,2453,4710]","[2127,888,4612]","[1,585,-50]",1,0.055,0,[],""
1398,"SSMArchnemesisPantheonShakari","","[2416,892,2453,4710]","[2127,888,4612]","[1,586,-50]",1,0.055,0,[],""
1399,"SSMArchnemesisPantheonInnocence","","[2416,892,2453,4710]","[2127,888,4612]","[1,587,-50]",1,0.055,0,[],""
1400,"SSMArchnemesisPantheonKitava","","[2416,892,2453,4710]","[2127,888,4612]","[1,588,-50]",1,0.055,0,[],""
1401,"SSMArchnemesisHexerPole","","[2416,892,2453,4710]","[2127,888]","[1,592]",1,0.055,0,[],""
1402,"SSMJellyfishNettlerMinions","","[2416,892,2453,4710]","[2127,888,4612]","[9,589,15]",1,0.055,0,[],""
1403,"SSMArchnemesisHexerEnfeeble","","[2416,2453,4710]","[888,2127,4612]","[597,1,-50]",1,0.055,0,[],""
1404,"SSMArchnemesisHexerTemporalChains","","[2416,2453,4710]","[888,2127,4612]","[596,1,-50]",1,0.055,0,[],""
1405,"SSMArchnemesisHexerVulnerability","","[2416,2453,4710]","[888,2127,4612]","[595,1,-50]",1,0.055,0,[],""
1406,"SSMArchnemesisHexerPunishment","","[2416,2453,4710]","[888,2127,4612]","[594,1,-50]",1,0.055,0,[],""
1407,"SSMArchnemesisHexerElementalWeakness","","[2416,2453,4710]","[888,2127,4612]","[593,1,-50]",1,0.055,0,[],""
1408,"SSMArchnemesisVoodoDoll","",[],"[888,2127,4612]","[599,1,-90]",1,0.055,0,[],""
1409,"SSMArchnemesisLivingCrystal","","[2416,892,6512]","[888,2127,4612]","[600,1,-50]",1,0.055,0,[],""
1410,"SSMArchnemesisFireVolatile","","[2416,892]","[888,2127,4612]","[601,1,-99]",1,0.055,0,[],""
1411,"SSMArchnemesisSoulEaterPhantasm","","[2416,892,2453,4710]","[2127,888,4612]","[1,609,100]",1,0.055,0,[],""
1412,"SSMSanctumSummonReaperVolatiles","","[2416,892,2453,4710]","[2127,888,4612]","[1,617,-90]",1,0.1,0,[],""
1413,"SSMSanctumUnholyRelic","","[2416,892,2453,4710]","[2127,888,4612]","[3,620,-30]",1,0.1,0,[],""
1414,"SSMSanctumReaperSummonDivineFlare","","[2416,892,2453,4710]","[2127,888,4612]","[1,622,-99]",1,0.1,0,[],""
1415,"SSMSanctumGuardVolatileOnDeath","","[2416,892]","[888,2127,4612]","[623,1,-99]",1,0.1,0,[],""
1416,"SSMSanctumGuardGargoylePet","","[2416,892]","[888,2127,4612]","[624,1,-50]",1,0.1,0,[],""
1417,"SSMDredgeFiendShamanBossZombieOffense","","[2416,892,11880]","[888,2127,4612]","[1019,1,-99]",1,0.055,0,[],""
1418,"SSMDredgeFiendShamanBossZombieDefense","","[2416,892,11880]","[888,2127,4612]","[1020,1,-99]",1,0.055,0,[],""
1419,"SSMBaneSaplingAntRing","",[2416],"[888,2127,4612]","[1021,1,-99]",1,0.055,0,[],""
1420,"SSMCarverBogBoneWall","","[2416,892]","[888,2127,4612]","[1023,1,-99]",1,0.055,0,[],""
1421,"SSMSnakeLadySnakeStorm","","[2416,892]","[888,2127,4612]","[1024,1,-99]",1,0.055,0,[],""
1422,"SSMSnakeLadySnakeStormBig","","[2416,892]","[888,2127,4612]","[1025,1,-99]",1,0.055,0,[],""
1423,"SSMVaalArchivistJaguar","","[2416,892]","[888,2127,4612]","[1026,1,-99]",1,0.055,0,[],""
1424,"SSMTrenchHagDrowningOrb","","[2416,892]","[888,2127,4612]","[1027,1,-50]",1,0.055,0,[],""
1425,"SSMBloodElemental","","[2416,892,11880]","[888,2127,4612]","[1030,1,-99]",1,0.055,0,[],""
1426,"SSMCauldronCroneVulnerability","","[2416,892,11880]","[888,2127,4612,649]","[1031,1,-99,-40]",1,0.055,0,[],""
1427,"SSMCauldronCroneDespair","","[2416,892,11880]","[888,2127,4612,649]","[1032,1,-99,-40]",1,0.055,0,[],""
1428,"SSMCauldronCroneEnfeeble","","[2416,892,11880]","[888,2127,4612,649]","[1033,1,-99,-40]",1,0.055,0,[],""
1429,"SSMCauldronCroneTempChains","","[2416,892,11880]","[888,2127,4612,649]","[1034,1,-99,-40]",1,0.055,0,[],""
1430,"SSMCaptainRothDrownedCrew","","[2416,892,11880]","[888,2127,4612,6468]","[1035,1,-99,1]",1,0.055,0,[],""
1431,"SSMJellyfishNettlerPassive","",[892],"[888,2127,4612]","[1036,1,-99]",1,0.055,0,[],""
1432,"SSMKaruiSpiritSummon","","[2416,892,11880]","[888,2127,4612]","[1037,1,-99]",1,0.055,0,[],""
1433,"SSMRootedRootPrison","","[2416,892]","[888,2127,4612]","[1039,1,-95]",1,0.055,0,[],""
1434,"SSMIceCasterIceWall","","[2416,892]","[888,2127,4612]","[1040,1,-99]",1,0.055,0,[],""
1435,"SSMScientist4IceWall","","[2416,892]","[888,2127,4612]","[1041,1,-99]",1,0.055,0,[],""
1436,"SSMGoblinShamanPoeM","","[2416,892]","[888,2127,4612]","[649,5,-99]",1,0.055,0,[],""
1437,"SSMNecroBulletHellOrb","","[2416,892,11880,983,712,6904]","[888,2127,4612]","[1043,1,-99]",1,0.055,0,[],""
1438,"SSMNecroBulletHellOrbDeath","","[2416,892,11880,983,712,6904]","[888,2127,4612]","[1042,1,-99]",1,0.055,0,[],""
1439,"SSMNecroBulletHellOrbVolatile","","[2416,892,11880,983,712,6904]","[888,2127,4612]","[1044,1,-99]",1,0.055,0,[],""
1440,"SSMCaptainHartlinGhostCannonBarrage","","[2416,892,11880]","[888,2127,4612]","[1045,1,-99]",1,0.055,0,[],""
1441,"SSMMillerZombieHoardSpawn","","[2416,892,11880]","[888,2127,4612]","[1046,1,-99]",1,0.055,0,[],""
1442,"SSMTumourTentacleSmall","","[2416,892,11880]","[888,2127,4612]","[1048,1,-99]",1,0.055,0,[],""
1443,"SSMTumourTentacleLarge","","[2416,892,11880]","[888,2127,4612]","[1049,1,20]",1,0.055,0,[],""
1444,"SSMBoneGolemancerSkeletons","","[892,11880,2416]","[888,2127,4612,649]","[1050,3,20,-30]",1,0.055,0,[],""
1445,"SSMCarrionCroneRaiseWolves","","[2416,892,11880]","[888,2127,4612]","[1051,1,-99]",1,0.055,0,[],""
1446,"SSMWifeMonsterBoneWall","","[2416,892,11880]","[888,2127,4612]","[1052,1,-99]",1,0.055,0,[],""
1447,"SSMMudBurrowerGrubs","","[2416,892,11880]","[888,2127,4612]","[1053,4,0]",1,0.055,0,[],""
1448,"SSMQueenOfFilthVulnerability","","[892,11880]","[888,2127,4612,649]","[1054,1,-99,-20]",1,0.055,0,[],""
1449,"SSMQueenOfFilthEnfeeble","","[892,11880]","[888,2127,4612,649]","[1055,1,-99,-20]",1,0.055,0,[],""
1450,"SSMQueenOfFilthTempChains","","[892,11880]","[888,2127,4612,649]","[1079,1,-99,-20]",1,0.055,0,[],""
1451,"SSMGiantSnakeBossVomit","",[2416],"[2127,888,4612]","[1,1056,-99]",1,0.055,0,[],""
1452,"SSMGiantSnakeBossRagingSpirits","",[2416],"[2127,888,4612]","[1,1058,-99]",1,0.055,0,[],""
1453,"SSMEssenceCasterSummmonCold","","[2416,2417]","[2127,888,4612]","[1,1084,-99]",1,0.055,0,[],""
1454,"SSMEssenceCasterSummmonFire","","[2416,2417]","[2127,888,4612]","[1,1085,-99]",1,0.055,0,[],""
1455,"SSMEssenceCasterSummmonLightning","","[2416,2417]","[2127,888,4612]","[1,1086,-99]",1,0.055,0,[],""
1456,"SSMSaltGolemSanctumRockWall","",[],"[2127,888,4612]","[1,1087,-99]",1,0.055,0,[],""
1457,"SSMDefenseEssenceWall","","[2416,892,11880]","[888,2127,4612]","[1088,1,-99]",1,0.055,0,[],""
1458,"SSMEssenceSpeedSummonTimeWraith","","[2416,892,11880]","[888,2127,4612]","[1089,1,-99]",1,0.055,0,[],""
1459,"SSMEssenceTimePortal","","[2416,892,11880]","[888,2127,4612]","[1090,1,-99]",1,0.055,0,[],""
1460,"SSMHellscapeFleshBossTentacleField","","[2416,892]","[2127,888,4612]","[1,576,-99]",1,0.1,0.0175,[],""
1461,"SSMRagingFireSpiritsSanctum","","[2416,892]","[2127,888,4612]","[1,1091,-99]",1,0.055,0,[],""
1462,"SSMGuillotineExecutionSummonHelpSTANDALONE","","[2416,892]","[2127,888,4612]","[1,1092,-99]",1,0.055,0,[],""
1463,"SSMHysteriaEssenceOrbs","","[2416,892]","[2127,888,4612]","[1,1093,-99]",1,0.055,0,[],""
1464,"SSMFleshEliteOrb","","[2416,892]","[2127,888,4612]","[1,1094,-99]",1,0.055,0,[],""
1465,"SSMPrimateChieftainSummon","","[2416,892]","[2127,888,4612,6468]","[1,1095,-99,1]",1,0.055,0,[],""
1466,"SSMPrimateSpiritsSummon","","[2416,892]","[2127,888,4612]","[1,1096,-99]",1,0.055,0,[],""
1467,"SSMBearSpiritSummon","","[2416,892]","[2127,888,4612,6468]","[1,1097,-99,1]",1,0.055,0,[],""
1468,"SSMSpiritBoarExplode","","[2416,892]","[2127,888,4612,6468]","[1,1098,-99,1]",1,0.055,0,[],""
1469,"SSMSpiritOxSummon","","[2416,892]","[2127,888,4612,6468]","[1,1099,-99,1]",1,0.055,0,[],""
1470,"SSMSpiritOfTheCat","","[2416,892]","[2127,888,4612,6468]","[1,1100,-99,1]",1,0.055,0,[],""
1471,"SSMEssenceDeliriumDemons","","[2416,892]","[2127,888,4612,6468]","[1,1101,-50,1]",1,0.055,0,[],""
1472,"SSMOwlSpiritSummon","","[2416,892]","[2127,888,4612,6468]","[1,1102,-99,1]",1,0.055,0,[],""
1473,"SSMSpiritOfTheStag","","[2416,892]","[2127,888,4612,6468]","[1,1103,-99,1]",1,0.055,0,[],""
1474,"SSMSanctifiedSnakeSummonFloppy","","[2416,892]","[888,2127,4612]","[1104,1,-99]",1,0.055,0,[],""
1475,"SSMCorruptedEssenceHorrorReaper","","[2416,892]","[888,2127,4612]","[1106,1,-50]",1,0.055,0,[],""
1476,"SSMCorruptedEssenceDeliriumMinions1","","[2416,892]","[888,2127,4612]","[1107,5,-50]",1,0.055,0,[],""
1477,"SSMCorruptedEssenceDeliriumMinions2","","[2416,892]","[888,2127,4612]","[1108,5,-50]",1,0.055,0,[],""
1478,"SSMCorruptedEssenceDeliriumMinions3","","[2416,892]","[888,2127,4612]","[1109,5,-50]",1,0.055,0,[],""
1479,"SSMqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],[],[],1,0.055,0,[],""
1480,"RustKingSummonSkeleton","",[2416],"[2127,888,4612]","[1,1009,-99]",1,0.055,0,[],""
1481,"AttackEssenceSummonSkeleton","","[2416,11880,2417]","[2127,888,4612]","[1,1009,-99]",1,0.055,0,[],""
1482,"RustKingBossSummonSkeleton","","[2416,11880]","[2127,888,4612]","[1,1011,-99]",1,0.055,0,[],""
1483,"HeistSkeletonMoltenStrike","",[],"[1103,167,798,169]","[30,2,-65,-25]",0.7,0.055,0,[],""
1484,"HarvestParasitePoisonProjectileSingle","","[2262,488,11757]","[800,1103]","[108,10]",1,0.055,0,[],""
1485,"MPSHarvestGoatmanProjectile","","[488,6707,4430,5636]",[800],[144],1.6,0.1,0.0175,[],""
1486,"MPWHeistTemplarRangedSnipe","","[488,6707,4430,5636,1113,4400]","[800,1102,649]","[115,50,-40]",1,0.055,0,[],""
1487,"MPSHeistTemplarCasterProjectile","","[488,6707,4430,5636]","[800,649]","[153,-50]",3.5,0.1,0.0175,[],""
1488,"MPSHeistTemplarCasterProjectilePhys","","[488,6707,4430,5636]","[800,649]","[156,-50]",2.5,0.1,0.0175,[],""
1489,"MPSHeistTemplarCasterProjectileCombined","","[488,6707,4430,5636]","[800,1102,649]","[157,50,-50]",3.5,0.1,0.0175,[],""
1490,"MPWHeistMilitaryMinibossProjCleave","","[488,6707,4430,5636]","[800,167,1100]","[122,2,50]",1,0.055,0,[],""
1491,"MPWHeistThugRangedBurningArrow","","[488,6707,4430,5636,189]","[800,1100,649]","[124,75,-50]",1,0.055,0,[],""
1492,"MPWHeistThugFlamingShield","","[488,6707,4430,5636,1113]","[800,1228,1100,18228]","[126,30,50,50]",1,0.055,0,[],""
1493,"MPSHeistRobotProjectile","","[488,6707,4430,5636]","[800,649]","[168,-50]",2.5,0.1,0.0175,[],""
1494,"MPSHeistScienceCanisterDetonationBall","","[488,6707,4430,2899]","[800,1103,5843,649]","[160,25,1,-30]",1.5,0.1,0.0175,[],""
1495,"MPSHeistRobotClockworkGolemBasicProjectile","","[488,6707,4430]","[800,649]","[163,-50]",3.2,0.1,0.0175,[],""
1496,"MPSHeistRobotAutomatonBasicProjectile","","[488,6707,4430,5636]","[800,649]","[164,-50]",2,0.1,0.0175,[],""
1497,"MPSHeistCultistStaffProjectileRed","","[488,4430,5636]","[800,649]","[165,-40]",3.2,0.1,0.0175,[],""
1498,"MPSHeistCultistStaffProjectileGreen","","[488,4430,5636,11757]","[800,649]","[166,-40]",3.2,0.1,0.0175,[],""
1499,"MPSHeistCultistStaffProjectileYellow","","[488,4430,5636]","[800,1103,649]","[167,25,-40]",1.1,0.1,0.0175,[],""
1500,"MPWExpeditionArbalestProjectile","","[488,4430,6707]","[800,1101]","[145,60]",1,0.055,0,[],""
1501,"MPWExpeditionArbalestSnipe","","[488,4430,6707,4400]","[800,1101,5843]","[146,60,1]",1,0.055,0,[],""
1502,"MPSExpeditionRogProj","","[488,4430,6707]","[800,649,5843]","[201,-50,1]",0.7,0.1,0.0175,[],""
1503,"MPWVaalGuardBowSnipe","","[488,4430,6707,11880,6490,4400]","[800,1228,5843,1100,649]","[1035,50,1,75,-40]",1,0.055,0,[],""
1504,"MPSArchnemesisLivingCrystal","","[488,11880,4400]","[800,649]","[213,100]",1,0.1,0.0175,[],""
1505,"MPSAncestralSoulCasterProjectile","","[488,4430,6707]","[800,649]","[230,-40]",1,0.055,0,[],""
1506,"MPACannibalSpearThrow","","[488,6490,4430,6707,11880,16247]","[800,1228]","[1030,60]",1,0.055,0,[],""
1507,"MPWVaalSavageBlowDart","","[488,11880,4430,6707,2262,2408,16247]","[800,1228,649]","[1031,35,-50]",1,0.055,0,[],""
1508,"MPSVaalSavageShamanFireball",100,"[488,4430,6707,11880,10056,5636]","[649,800]","[-35,1028]",4.5,0.1,0.0175,[],""
1509,"MPSIgnagdukBasicFireProj","","[488,11880,4430,6707,2408,5636]","[800,18228]","[1030,33]",6,0.1,0.0175,[],""
1510,"MPSIgnagdukBasicFireProjSpam","","[488,11880,4430,6707,6490,2408]","[800,6712,169,18228]","[1030,100,0,33]",4,0.1,0.0175,[],""
1511,"MPSIgnagdukBigFireProj","","[488,11880,4430,6707,2408]","[800,18228]","[1031,100]",6,0.1,0.0175,[],""
1512,"MPWVaalGuardBlazeArrow","","[488,11880]","[800,1228,2458]","[1034,60,5]",1,0.055,0,[],""
1513,"MPSViperNapuatziFastProjectile","","[488,4430,6707,2262,7904]","[800,167,649]","[1038,1,-20]",4,0.1,0.0175,[],""
1514,"MPSVaalSunApparitionBasicProj","","[488,4430,6707,11880,10056]","[800,649]","[1042,-40]",2.85,0.1,0.0175,[],""
1515,"MPSSunWorshipperBasicProj","","[488,4430,6707,11880,10056,5636]","[800,649]","[1043,-32]",6.5,0.1,0.0175,[],""
1516,"MPSVaalTimeScientistProjectile","","[488,4430,6707,11880,10056]","[800,649,2184]","[1044,-40,10]",2,0.1,0.0175,[],""
1517,"MPSVaalShadowpriestProj","","[488,4430,6707,11880,10056,5636]","[800,649]","[1046,-30]",1.15,0.1,0.0175,[],""
1518,"MPSVaalBloodPriestProj","","[488,4430,6707,11880,10056]","[800,649]","[1047,-35]",3,0.1,0.0175,[],""
1519,"MPSVaalArchitectofTimeProj","","[488,4430,6707,11880,10056]","[800,649]","[1048,-30]",2.25,0.1,0.0175,[],""
1520,"MPSBloodElementalProj","","[488,4430,6707,11880,10056]","[800,649,3747,4797,4798]","[1049,-40,30,4000,1]",2.25,0.1,0.0175,[],""
1521,"MPSBootyBlasterSoulRelease","","[488,4430,6707,11880,2899,4400]","[800,649,2458]","[1050,-55,20]",2.25,0.1,0.0175,[],""
1522,"MPWPirateCannonball","","[488,4430,6707,11880,10056,16247,5636]","[800,649]","[1037,50]",1,0.055,0,[],""
1523,"MPSVaalHumanoidCannonNapalm","","[488,4430,6707,11880,10056,16247]","[800,1228]","[1051,-40]",3.25,0.1,0.0175,[],""
1524,"MPWVaalCyborgRocketFist","","[488,4430,6707,11880,10056,5636,16247]","[800,649,1228]","[1038,-20,50]",1,0.055,0,[],""
1525,"MPWVaalCyborgLightningArrow","","[488,11880,4430,6707,16247,19085,2408,7904]","[800,8042,1102,167,649]","[1039,0,40,5,-15]",1,0.055,0,[],""
1526,"MPSCrawGullSpit","","[488,6490,4430,6707,11880,16247]","[800,649,1100]","[1053,-45,25]",2.65,0.1,0.0175,[],""
1527,"MPSWingedFiendSpit","","[488,6490,4430,6707,11880,16247]","[800,649,10901]","[1122,-45,25]",2.65,0.1,0.0175,[],""
1528,"MPWAnchorToss","","[488,4430,6707,11880,13633,5636]","[800,17884,11455,21182]","[1041,1178,300,12]",1,0.055,0,[],""
1529,"MPSShipwreckBossSwordShot","","[488,4430,6707,10056,11880]",[800],[1054],2.5,0.1,0.0175,[],""
1530,"MPWPirateBarrelToss","","[488,4430,6707,10056,16247,2899]",[800],[1045],1,0.055,0,[],""
1531,"MPWCaptainRothGhostCannonball","","[488,6490,4430,6707,11880,16247,2899]","[800,649,11455,1100]","[1046,-22,500,40]",1,0.055,0,[],""
1532,"MPWCaptainRothGhostCannonballBarrage","","[488,6490,4430,6707,11880,2899,16247,4430]","[800,649,11455]","[1081,-30,500]",1,0.055,0,[],""
1533,"MPWChattersawBoulder","","[488,10056,11880,16250,4430,6707]",[800],[1047],1,0.055,0,[],""
1534,"MPWPaleHulkGrabbyTentacle","","[488,10056,11880,16250,4430,6707,2899,5636]",[800],[1048],1,0.055,0,[],""
1535,"MPSGoblinShamanBasicProj","","[488,11880,4430,6707,10056,6490]","[649,800]","[-40,1056]",3.2,0.1,0.0175,[],""
1536,"MPWGoblinGiantBossLimbToss","","[488,11880,16247,6490,4430,6707,2899]","[649,800]","[0,1051]",1,0.055,0,[],""
1537,"MPSElectricStingRayProjectile","","[488,11880,4430,6707,10056,5636,4400]","[649,800]","[-30,1057]",4,0.1,0.0175,[],""
1538,"MPSStarfishVomit","","[488,11880,4430,6707,10056,5636,16250,2899]","[800,2458,17884]","[1058,5,2500]",1.5,0.1,0.0175,[],""
1539,"MPSBrineMaidenIceProjectile","","[488,11880,4430,6707,10056,5636]","[649,800,2458,444]","[-30,1059,3,10]",3,0.1,0.0175,[],""
1540,"MPSKaruiSpiritProjectile","","[488,11880,10056,2408]","[649,800,2458]","[-70,1060,3]",2,0.1,0.0175,[],""
1541,"MPSKaruiCasterProjectile","","[488,11880,4430,6707,10056]","[649,800,2458]","[-50,1060,3]",2,0.1,0.0175,[],""
1542,"MPSSudokuTotemTikiFireball","","[488,11880,4430,6707,10056]",[800],[1061],2,0.1,0.0175,[],""
1543,"MPSSudokuTotemVolcanicPopcorn","","[488,10056,16250]","[800,2458]","[1062,5]",1.5,0.1,0.0175,[],""
1544,"MPSYamaJumpBackwardsProjectiles","","[488,10056,16250]","[800,2458]","[1063,5]",2,0.1,0.0175,[],""
1545,"MPSBloodfeverBloodPustule","","[488,10056,16250,4430,6707,11880]","[800,2458,1100]","[1065,5,40]",2.4,0.1,0.0175,[],""
1546,"MPSMedicineWomanProjectile","","[488,11880,4430,6707,10056,16247]","[649,800,2458,17884]","[-20,1085,3,1100]",2.35,0.1,0.0175,[],""
1547,"MPAOctopusTongueProj","","[488,11880,4430,6707,10056]","[649,800,2458]","[-50,1052,3]",1,0.055,0,[],""
1548,"MPWParasiteHostVomitBones","","[488,10056,16250,4430,6707]","[800,2458]","[1053,15]",1,0.055,0,[],""
1549,"MPWBloodFeverCaptainHookToss","","[488,10056,16250,4430,6707,1113]","[800,2458]","[1054,10]",1,0.055,0,[],""
1550,"MPWInfectedMercenarySnipe","","[488,11880,10056,16250,4430,6707,11880]","[800,18427,10172,5915,649]","[1056,100,30,0,-45]",1,0.055,0,[],""
1551,"MPWInfectedMercenarySnipeIncin","","[488,11880,10056,16250,4430,6707,11880,2899]","[800,1100,5915,649]","[1124,60,0,-45]",1,0.055,0,[],""
1552,"MPWInfectedMercenaryMinigun","","[488,10056,4430,6707,1113]","[800,316,2458,1795]","[1057,25,3,100]",1,0.055,0,[],""
1553,"MPWTwilightGuardBossBoulder","","[488,4430,6707,11880,10056,5636,16247]","[800,2458]","[1060,0]",1,0.055,0,[],""
1554,"MPWTwilightGuardBossAxe","","[488,4430,6707,11880,10056,4400,16250]","[800,2458]","[1061,0]",1,0.055,0,[],""
1555,"MPSBloodFeverPoiFire","","[488,10056,16250,4430,6707,11880]",[800],[1066],1,0.055,0,[],""
1556,"MPSTwilightSorcerorFireball","","[488,4430,6707,11880,10056]","[800,649]","[1067,-40]",2.5,0.1,0.0175,[],""
1557,"MPSTwilightKaruiVolcanicPopcorn","","[605,488,4430]",[],[],1.5,0.1,0.0175,[],""
1558,"MPWShipwreckBossSwortar","","[488,10056,16250]","[800,2458]","[1062,0]",1,0.055,0,[],""
1559,"MPWBloodClanKina","","[488,10056,16250,2262]","[800,2458,649]","[1063,5,-40]",1,0.055,0,[],""
1560,"MPWBloodClanTrapperBearTrap","","[488,16250,2899,4400]","[800,2458,649]","[1064,5,-50]",1,0.055,0,[],""
1561,"MPWIceSpikerProjectile","","[488,4400,11880,16247,6490,4430]","[800,2458,1101]","[1065,10,40]",2.75,0.1,0.0175,[],""
1562,"MPSIceHermitSpiderProjectile","","[488,16250,4400,4430]","[2458,649]","[3,-37]",3.15,0.1,0.0175,[],""
1563,"MPSRootedHeadSpike","","[488,4430,11880,16250,2262]","[800,2458,1103]","[1066,5,30]",1.5,0.1,0.0175,[],""
1564,"MPSRootedHeadProjectile","","[488,16247,4430,11880]","[649,800,2458]","[-50,1071,5]",3,0.1,0.0175,[],""
1565,"MPSRootedRootProjectile","","[488,4430]","[800,649]","[1072,-40]",1,0.055,0,[],""
1566,"MPSCocoonLightningMortarCharged","","[488,4430,11880,16247]","[800,649]","[1073,-30]",4,0.1,0.0175,[],""
1567,"MPSCocoonLightningMortar","","[488,4430,11880,16247]","[800,649]","[1073,-30]",4,0.1,0.0175,[],""
1568,"MPWCreepingHumanVomit","","[488,16250,4430]",[800],[1067],2.1,0.1,0.0175,[],""
1569,"MPSIceCasterProjectile","","[488,4430,11880,16247]","[800,649]","[1074,-35]",2.75,0.1,0.0175,[],""
1570,"MPSIceWendigoColdHyperNova","","[488,4430,16247]","[800,3109,17884]","[1075,50,1500]",4.5,0.1,0.0175,[],""
