"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool_60","i32_61","bool_65","bool_66","InheritsFrom","i32_75","i32_79","i32_83","i32_87","i32_91","bool_95","bool_96","[string]_97","string_113","i32_121","i32_125","i32_129","i32_133","rid_137","rid_153","i32_169","i32_173","i32_177","i32_181","i32_185","[string]_189","bool_205","[i32]_206","string_222","rid_230","rid_246","rid_262","bool_278","string_279","rid_287","string_303","rid_311","string_327","[string]_335","[string]_351"
413,"Metadata/Projectiles/SpiritBurst","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/SoulProjectile/spiritinfusedprojectile_once.ao""]","[""animate""]",[],625,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
414,"Metadata/Projectiles/AbyssBoneHuskSpike","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/Bone_Husk/projectile/spike.ao""]","[""spine_travel""]","[""spine_impact""]",1800,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
415,"Metadata/Projectiles/PhysicalReflectMortar","[""Metadata/Effects/Spells/monsters_effects/reflect_mortars/physical/mortar.ao""]","[""projectile""]",[],750,1,2,"",1,"Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
416,"Metadata/Projectiles/ElementalReflectMortar","[""Metadata/Effects/Spells/monsters_effects/reflect_mortars/elemental/mortar.ao""]","[""projectile""]",[],750,1,2,"",1,"Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
417,"Metadata/Projectiles/ElderGuardianHolyCloneProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/sword_barrage/sword_charge/rig.ao""]","[""charge_travel""]","[""charge_end""]",2200,"",3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
418,"Metadata/Projectiles/ElderMinionTentacleLarge","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderTentacle/large/projectile/large_proj.ao""]","[""loop""]","[""impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
419,"Metadata/Projectiles/ElderGuardianHolySpectralThrowLeft","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/weapon_charge/projectile.ao""]","[""spin""]","[""end""]",750,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
420,"Metadata/Projectiles/ElderGuardianHolySpectralThrowRight","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/weapon_charge/projectile.ao""]","[""spin""]","[""end""]",750,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
421,"Metadata/Projectiles/ElderProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Elder/projectile/projectile.ao""]","[""loop""]","[""impact""]",900,"",2,"","","Metadata/Projectiles/Projectile",1800,0,0,0,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
422,"Metadata/Projectiles/ElderProjectileLarge","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Elder/projectile/projectile.ao""]","[""loop""]","[""impact""]",900,"",3,"","","Metadata/Projectiles/Projectile",1800,0,0,0,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
423,"Metadata/Projectiles/ElderProjectileDoom","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Elder/doom/projectile/projectile1.ao""]","[""loop""]","[""hit""]",600,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
424,"Metadata/Projectiles/ElderGuardianCausticMortar","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/ChaosPhysical/arena_mechanics/acid_mortar/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
425,"Metadata/Projectiles/CorpseEruptionProjectileAbyss","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/Cremation_green/CorpseEruptionMortarProjectile.ao""]","[""once""]",[],400,1,1,"","","Metadata/Projectiles/ProjectileGround",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
426,"Metadata/Projectiles/ElderMinionTentacleLargeEpic","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderTentacle/large/projectile_epic/projectile.ao""]","[""loop""]","[""impact""]",2000,"",4,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
427,"Metadata/Projectiles/ElderMinionTentacleSmall","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderTentacle/small/projectile/small_proj.ao""]","[""loop""]","[""impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
428,"Metadata/Projectiles/VoidShotProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Elder/uniques/voidshot/voidarrow.ao""]","[""arrow_loop""]","[""arrow_buildup""]",1800,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
429,"Metadata/Projectiles/CorpseEruptionProjectileGore","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/cremation_gore/CorpseEruptionMortarProjectile.ao""]","[""once""]",[],400,1,1,"","","Metadata/Projectiles/ProjectileGround",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
430,"Metadata/Projectiles/KitavaThrownWeaponMtx","[""Metadata/Effects/Microtransactions/Spells/spectral_throw/kitava/rig.ao""]","[""1h_axe_throw""]","[""explosion""]",1000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
431,"Metadata/Projectiles/FlameBileMortar","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/diverse_effects/flame_bile/mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
432,"Metadata/Projectiles/FireProjectileRetaliation","[""Metadata/Effects/Spells/monsters_effects/nemesis_mods/fire_mod/fire_projectile/projectile_fire.ao""]","[""idle""]","[""end""]",500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
433,"Metadata/Projectiles/PhysicalProjectileRetaliation","[""Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/S_projectile/super_projectile.ao""]","[""loop""]","[""impact""]",2500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
434,"Metadata/Projectiles/BestiarySpiderBossTailSpike","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Spider_Boss/attack_projectile/bone_shot.ao""]","[""fadein""]","[""fadeout""]",2500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
435,"Metadata/Projectiles/BestiarySpiderBossSpitMortar","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Spider_Boss/gooey_projectile/mortar.ao""]","[""projectile""]",[],500,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
436,"Metadata/Projectiles/MoltenStrikeChunkStygian","[""Metadata/Effects/Microtransactions/Spells/molten_strike/black_flame/chunks.ao""]","[""projectile""]",[],750,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
437,"Metadata/Projectiles/BestiaryKiwethCorpseMortar","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/AbyssMortar/mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
438,"Metadata/Projectiles/BestiaryFireModFireball","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/ghostly_fire/projectile/rig.ao""]","[""loop""]","[""end""]",200,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
439,"Metadata/Projectiles/SummonPhantasmFadingProjectile","[""Metadata/Effects/Spells/summon_phantasm_onkill/projectiles/shadowbullet.ao""]","[""animate""]",[],1840,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
440,"Metadata/Projectiles/VilentaGasMortar","[""Metadata/Effects/Spells/monsters_effects/act10/Vilenta/GasMortar/VilGasMortarProjectile.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
441,"Metadata/Projectiles/VilentaXMortar","[""Metadata/Effects/Spells/monsters_effects/act10/Vilenta/VilentaMortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,3,[],"",[],"","","","","","","","","","",[],[]
442,"Metadata/Projectiles/BestiaryCocoonSpark","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/spider_cocoon/spiders/spidermern.ao""]","[""run""]","[""disappear""]",450,"",1,"","","Metadata/Projectiles/ProjectileGround",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
443,"Metadata/Projectiles/BestiaryIguanaProjectile1","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Iguana/iceShard_projectile/iceShard_blue_Projectile.ao""]","[""spine_shoot""]","[""spine_shatter""]",1250,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
444,"Metadata/Projectiles/BestiaryIguanaProjectile2","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Iguana/iceShard_projectile/iceShard_Projectile.ao""]","[""spine_shoot""]","[""spine_shatter""]",1250,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
445,"Metadata/Projectiles/BestiaryIguanaProjectile3","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Iguana/iceShard_projectile/iceShard_red_Projectile.ao""]","[""spine_shoot""]","[""spine_shatter""]",1250,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
446,"Metadata/Projectiles/BestiaryIguanaBossProjectile1","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Iguana/iceShard_projectile/iceShard_blue_Projectile.ao""]","[""spine_shoot""]","[""spine_shatter""]",1250,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
447,"Metadata/Projectiles/BestiaryIguanaBossProjectile2","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Iguana/iceShard_projectile/iceShard_Projectile.ao""]","[""spine_shoot""]","[""spine_shatter""]",800,1,3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
448,"Metadata/Projectiles/BestiaryIguanaBossProjectile3","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Iguana/iceShard_projectile/iceShard_red_Projectile.ao""]","[""spine_shoot""]","[""spine_shatter""]",600,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
449,"Metadata/Projectiles/BestiaryFireSnakeBoss","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Monkey_minionSkills/mortar/mortar.ao""]","[""projectile""]",[],750,1,2,1,"","Metadata/Projectiles/ProjectileGround",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
450,"Metadata/Projectiles/BestiaryMarakethSpiritBossProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Avian_boss/Tail_Whip/tailwhip_projectile.ao""]","[""loop""]","[""end""]",1250,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
451,"Metadata/Projectiles/BestiaryDesecrateMortar","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/cremation_gore/CorpseEruptionMortarProjectile.ao""]","[""once""]",[],400,1,1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
452,"Metadata/Projectiles/BestiaryModFireball","[""Metadata/Effects/Spells/monsters_effects/act6/Abberath/BestiaryModComboFireballSmall.ao""]","[""loop""]","[""end""]",1040,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
453,"Metadata/Projectiles/IcicleBurstTriggered","[""Metadata/Effects/Spells/monsters_effects/act8/Chrome_spiker_spine/rig.ao""]","[""spine_shoot""]","[""spine_shatter""]",1300,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
454,"Metadata/Projectiles/KineticBlastCelestial","[""Metadata/Effects/Microtransactions/Spells/cluster_burst/celestial/wand_projectile.ao""]","[""wand_projectile""]","[""wand_collide""]",3260,"",1,"",1,"Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
455,"Metadata/Projectiles/IncursionFireball","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/projectiles/fire/vaal_fireball.ao""]","[""projectile""]","[""explode""]",1250,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
456,"Metadata/Projectiles/IncursionFireballLightning","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/projectiles/lightning/lightning_projectile.ao""]","[""projectile""]","[""impact""]",2500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
457,"Metadata/Projectiles/IncursionLightningSpark","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/spells/lightning_fireworks/spark/spark_proj.ao""]","[""idle""]","[""hit""]",650,1,1,1,"","Metadata/Projectiles/ProjectileGround",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
458,"Metadata/Projectiles/IncursionPhysicalMortar","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/mortars/physical/vaal_physmortar.ao""]","[""projectile""]",[],400,1,1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
459,"Metadata/Projectiles/DeceleratingProjectilesKitava","[""Metadata/Effects/Spells/monsters_effects/act5/templar_torturer_kitava/sawblade_projectile/sawblade_kitava.ao""]","[""animate""]","[""end""]",1200,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
460,"Metadata/Projectiles/IncursionFireballChaos","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/projectiles/chaos/vaal_chaosprojectile.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
461,"Metadata/Projectiles/IncursionSwordMortar","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/minion_swords_storm/sword_mortar/sword_mortar.ao""]","[""projectile""]","[""impact_minion""]",1500,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
462,"Metadata/Projectiles/IncursionGrenadeMortar","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/attacks/vaal_grenade/mortar/vaal_grenade.ao""]","[""mortar""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
463,"Metadata/Projectiles/IncursionGrenadeMortarSecondary","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/attacks/vaal_grenade/mortar/vaal_grenade.ao""]","[""mortar""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
464,"Metadata/Projectiles/MagmaOrbShort","[""Metadata/Effects/Spells/fire_rolling_magma/magma_projectile.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
465,"Metadata/Projectiles/ElementalHitArrowFire","[""Metadata/Effects/Spells/elemental_hit_new/fire/arrow/elehit_arrow_fire.ao""]","[""projectile""]","[""impact""]",3260,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,3531,"",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
466,"Metadata/Projectiles/ElementalHitArrowCold","[""Metadata/Effects/Spells/elemental_hit_new/ice/arrow/elehit_arrow_ice.ao""]","[""projectile""]","[""impact""]",3260,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,3533,"",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
467,"Metadata/Projectiles/ElementalHitArrowLightning","[""Metadata/Effects/Spells/elemental_hit_new/light/arrow/elehit_arrow_light.ao""]","[""projectile""]","[""impact""]",3260,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,3532,"",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
468,"Metadata/Projectiles/ElementalHitWandFire","[""Metadata/Effects/Spells/elemental_hit_new/fire/wand/elehit_wand_fire.ao""]","[""projectile""]","[""impact""]",3260,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,3555,"",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
469,"Metadata/Projectiles/ElementalHitWandCold","[""Metadata/Effects/Spells/elemental_hit_new/ice/wand/elehit_wand_ice.ao""]","[""projectile""]","[""impact""]",3260,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,3556,"",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
470,"Metadata/Projectiles/ElementalHitWandLightning","[""Metadata/Effects/Spells/elemental_hit_new/light/wand/elehit_wand_light.ao""]","[""projectile""]","[""impact""]",3260,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,3557,"",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
471,"Metadata/Projectiles/LuminousElementalHitArrowFire","[""Metadata/Effects/Microtransactions/Spells/elemental_hit/rainbow/fire/arrow/elehit_arrow_fire.ao""]","[""projectile""]","[""impact""]",3260,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
472,"Metadata/Projectiles/LuminousElementalHitArrowCold","[""Metadata/Effects/Microtransactions/Spells/elemental_hit/rainbow/ice/arrow/elehit_arrow_ice.ao""]","[""projectile""]","[""impact""]",3260,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
473,"Metadata/Projectiles/LuminousElementalHitArrowLightning","[""Metadata/Effects/Microtransactions/Spells/elemental_hit/rainbow/light/arrow/elehit_arrow_light.ao""]","[""projectile""]","[""impact""]",3260,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
474,"Metadata/Projectiles/LuminousElementalHitWandFire","[""Metadata/Effects/Microtransactions/Spells/elemental_hit/rainbow/fire/wand/elehit_wand_fire.ao""]","[""projectile""]","[""impact""]",3260,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,3555,"",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
475,"Metadata/Projectiles/LuminousElementalHitWandCold","[""Metadata/Effects/Microtransactions/Spells/elemental_hit/rainbow/ice/wand/elehit_wand_ice.ao""]","[""projectile""]","[""impact""]",3260,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,3556,"",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
476,"Metadata/Projectiles/LuminousElementalHitWandLightning","[""Metadata/Effects/Microtransactions/Spells/elemental_hit/rainbow/light/wand/elehit_wand_light.ao""]","[""projectile""]","[""impact""]",3260,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,3557,"",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
477,"Metadata/Projectiles/MagmaOrbConcoctionShort","[""Metadata/Effects/Microtransactions/Spells/magma_orb_02/explosive_concoction/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
478,"Metadata/Projectiles/Trap","[""Metadata/Monsters/trap_02/rig.ao""]","[""throw""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
479,"Metadata/Projectiles/IncursionMapDeviceWaterVortex","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/ultimate_spells/map_device_projectile/projectile/map_device_projectile.ao""]","[""fadein_projectile""]","[""start_portal""]",300,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
480,"Metadata/Projectiles/IncursionPipeSpark","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/spider_cocoon/spiders/spidermern_nomesh.ao""]","[""run""]","[""disappear""]",173,"",1,"","","Metadata/Projectiles/ProjectileGround",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
481,"Metadata/Projectiles/IncursionNovasoulFireMortar","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Saucer_Boss/fire_mortar/fire_mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
482,"Metadata/Projectiles/IncursionNovasoulFireMortarDelayed","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Saucer_Boss/delayed_projectiles/mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
