"rownum","Id","bool_8","i32_9","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","AOFiles","bool_37","rid_38","i32_54","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_58","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_62","i32_66","i32_70","i32_74","i32_78","i32_82","i32_86","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_90","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_94","i32_98","i32_102","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_106","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_110","i32_114","i32_118","i32_122","i32_126","f32_130","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_134","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_138","i32_142","rid_146","i32_162","i32_166","i32_170","i32_174","i32_178","i32_182","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_186","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_190","i32_194","i32_198","i32_202","i32_206","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_210","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_214","rid_218","[rid]_234","string_250","i32_258","i32_262","bool_266","rid_267","rid_283","bool_299","bool_300","[rid]_301","bool_317","[string]_318","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","bool_334","bool_335","bool_336","i32_337","i32_341","rid_345","bool_361"
760,"Metadata/Chests/BetrayalChests/BetrayalChestQualityCurrency4",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-942014464,-848166912,-819724288,-1248329728,-1269301248,-849215488,-845676544,-809762816,-962985984,-1352007680,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-637534208,1912602624,603979776,-1744830464,1476395008,1644167168,-1744830464,-1140850688,-1711276032,1778384896,455,461,463,437,436,461,461,463,454,431,0,0,-369098752,-2113929216,872415232,-1476395008,1744830464,1912602624,-1476395008,-872415232,-1442840576,2046820352,455,461,463,437,436,461,461,463,454,431,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-369098752,-2113929216,872415232,-1476395008,1744830464,1912602624,-1476395008,-872415232,-1442840576,2046820352,455,461,463,437,436,461,461,463,454,431,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
761,"Metadata/Chests/BetrayalChests/BetrayalChestCurrencyShards1",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-932446208,-838598656,-810156032,-1238761472,-1259732992,-839647232,-836108288,-800194560,-953417728,-1342439424,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,33619710,0,1811939328,67108864,-1241513984,704643072,-369098752,-201326592,704643072,1308622848,738197504,-67108864,456,462,463,438,436,461,462,464,455,431,0,0,-1946157056,603979776,-704643072,1241513984,167772160,335544320,1241513984,1845493760,1275068416,469762048,456,462,463,438,437,462,462,464,455,432,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1946157056,603979776,-704643072,1241513984,167772160,335544320,1241513984,1845493760,1275068416,469762048,456,462,463,438,437,462,462,464,455,432,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
762,"Metadata/Chests/BetrayalChests/BetrayalChestCurrencyShards2",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-921829376,-827981824,-799539200,-1228144640,-1249116160,-829030400,-825491456,-789577728,-942800896,-1331822592,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,33619710,0,234881024,-1509949440,1476395008,-872415232,-1946157056,-1778384896,-872415232,-268435456,-838860800,-1644167168,457,462,464,438,437,462,462,464,455,432,0,0,771751936,-973078528,2013265920,-335544320,-1409286144,-1241513984,-335544320,268435456,-301989888,-1107296256,457,462,464,438,437,462,462,465,455,432,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,771751936,-973078528,2013265920,-335544320,-1409286144,-1241513984,-335544320,268435456,-301989888,-1107296256,457,462,464,438,437,462,462,465,455,432,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
763,"Metadata/Chests/BetrayalChests/BetrayalChestCurrencyShards3",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-911212544,-817364992,-788922368,-1217527808,-1238499328,-818413568,-814874624,-778960896,-932184064,-1321205760,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-1342177280,1207959552,-100663296,1845493760,771751936,939524096,1845493760,-1845493760,1879048192,1073741824,457,463,464,439,438,463,463,465,456,433,0,0,-805306368,1744830464,436207616,-1912602624,1308622848,1476395008,-1912602624,-1308622848,-1879048192,1610612736,457,463,465,439,438,463,463,465,456,433,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-805306368,1744830464,436207616,-1912602624,1308622848,1476395008,-1912602624,-1308622848,-1879048192,1610612736,457,463,465,439,438,463,463,465,456,433,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
764,"Metadata/Chests/BetrayalChests/BetrayalChestCurrencyShards4",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-900595712,-806748160,-778305536,-1206910976,-1227882496,-807796736,-804257792,-768344064,-921567232,-1310588928,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,33619710,0,1375731712,-369098752,-1677721600,268435456,-805306368,-637534208,268435456,872415232,301989888,-503316480,458,463,465,440,438,463,464,466,457,433,0,0,1912602624,167772160,-1140850688,805306368,-268435456,-100663296,805306368,1409286144,838860800,33554432,458,464,465,440,438,463,464,466,457,434,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1912602624,167772160,-1140850688,805306368,-268435456,-100663296,805306368,1409286144,838860800,33554432,458,464,465,440,438,463,464,466,457,434,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
765,"Metadata/Chests/BetrayalChests/BetrayalChestExpeditionReroll1",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-889716736,-795869184,-767426560,-1196032000,-1217003520,-796917760,-793378816,-757465088,-910688256,-1299709952,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-134217728,-1879048192,1107296256,-1241513984,1979711488,-2147483648,-1241513984,-637534208,-1207959552,-2013265920,458,464,466,440,439,464,464,466,457,434,0,0,134217728,-1610612736,1375731712,-973078528,-2046820352,-1879048192,-973078528,-369098752,-939524096,-1744830464,459,464,466,440,439,464,464,466,457,434,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,134217728,-1610612736,1375731712,-973078528,-2046820352,-1879048192,-973078528,-369098752,-939524096,-1744830464,459,464,466,440,439,464,464,466,457,434,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
766,"Metadata/Chests/BetrayalChests/BetrayalChestExpeditionReroll2",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-879886336,-786038784,-757596160,-1186201600,-1207173120,-787087360,-783548416,-747634688,-900857856,-1289879552,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1912602624,637534208,-671088640,1275068416,201326592,369098752,1275068416,1879048192,1308622848,503316480,459,465,466,441,440,465,465,467,458,435,0,0,-1644167168,905969664,-402653184,1543503872,469762048,637534208,1543503872,-2147483648,1577058304,771751936,459,465,466,441,440,465,465,467,458,435,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1644167168,905969664,-402653184,1543503872,469762048,637534208,1543503872,-2147483648,1577058304,771751936,459,465,466,441,440,465,465,467,458,435,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
767,"Metadata/Chests/BetrayalChests/BetrayalChestExpeditionReroll3",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-870055936,-776208384,-747765760,-1176371200,-1197342720,-777256960,-773718016,-737804288,-891027456,-1280049152,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,603979776,-1140850688,1845493760,-503316480,-1577058304,-1409286144,-503316480,100663296,-469762048,-1275068416,460,465,467,441,440,465,465,468,458,435,0,0,872415232,-872415232,2113929216,-234881024,-1308622848,-1140850688,-234881024,369098752,-201326592,-1006632960,460,465,467,441,440,465,465,468,458,435,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,872415232,-872415232,2113929216,-234881024,-1308622848,-1140850688,-234881024,369098752,-201326592,-1006632960,460,465,467,441,440,465,465,468,458,435,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
768,"Metadata/Chests/BetrayalChests/BetrayalChestExpeditionReroll4",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-860225536,-766377984,-737935360,-1166540800,-1187512320,-767426560,-763887616,-727973888,-881197056,-1270218752,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1174405120,1375731712,67108864,2013265920,939524096,1107296256,2013265920,-1677721600,2046820352,1241513984,460,466,468,442,441,466,466,468,459,436,0,0,-905969664,1644167168,335544320,-2013265920,1207959552,1375731712,-2013265920,-1409286144,-1979711488,1509949440,460,466,468,442,441,466,466,468,459,436,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-905969664,1644167168,335544320,-2013265920,1207959552,1375731712,-2013265920,-1409286144,-1979711488,1509949440,460,466,468,442,441,466,466,468,459,436,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
769,"Metadata/Chests/BetrayalChests/BetrayalChestRegularCurrency1",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,25,-850526208,-756678656,-728236032,-1156841472,-1177812992,-757727232,-754188288,-718274560,-871497728,-1260519424,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,33619710,0,1308622848,-436207616,-1744830464,201326592,-872415232,-704643072,201326592,805306368,234881024,-570425344,461,466,468,443,441,466,467,469,460,436,0,0,1845493760,100663296,-1207959552,738197504,-335544320,-167772160,738197504,1342177280,771751936,-33554432,461,467,468,443,441,466,467,469,460,436,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1845493760,100663296,-1207959552,738197504,-335544320,-167772160,738197504,1342177280,771751936,-33554432,461,467,468,443,441,466,467,469,460,436,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,2500,"",1
770,"Metadata/Chests/BetrayalChests/BetrayalChestRegularCurrency2",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,25,-839778304,-745930752,-717488128,-1146093568,-1167065088,-746979328,-743440384,-707526656,-860749824,-1249771520,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-234881024,-1979711488,1006632960,-1342177280,1879048192,2046820352,-1342177280,-738197504,-1308622848,-2113929216,461,467,469,443,442,467,467,469,460,437,0,0,301989888,-1442840576,1543503872,-805306368,-1879048192,-1711276032,-805306368,-201326592,-771751936,-1577058304,462,467,469,443,442,467,467,469,460,437,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,301989888,-1442840576,1543503872,-805306368,-1879048192,-1711276032,-805306368,-201326592,-771751936,-1577058304,462,467,469,443,442,467,467,469,460,437,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,2500,"",1
771,"Metadata/Chests/BetrayalChests/BetrayalChestRegularCurrency3",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,25,-829030400,-735182848,-706740224,-1135345664,-1156317184,-736231424,-732692480,-696778752,-850001920,-1239023616,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-1778384896,771751936,-536870912,1409286144,335544320,503316480,1409286144,2013265920,1442840576,637534208,462,468,469,444,443,468,468,470,461,438,0,0,-1241513984,1308622848,0,1946157056,872415232,1040187392,1946157056,-1744830464,1979711488,1174405120,462,468,470,444,443,468,468,470,461,438,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1241513984,1308622848,0,1946157056,872415232,1040187392,1946157056,-1744830464,1979711488,1174405120,462,468,470,444,443,468,468,470,461,438,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,2500,"",1
772,"Metadata/Chests/BetrayalChests/BetrayalChestRegularCurrency4",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,25,-818282496,-724434944,-695992320,-1124597760,-1145569280,-725483520,-721944576,-686030848,-839254016,-1228275712,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,33619710,0,973078528,-771751936,-2080374784,-134217728,-1207959552,-1040187392,-134217728,469762048,-100663296,-905969664,463,468,470,444,443,468,468,471,461,438,0,0,1509949440,-234881024,-1543503872,402653184,-671088640,-503316480,402653184,1006632960,436207616,-369098752,463,468,470,445,443,468,469,471,462,438,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1509949440,-234881024,-1543503872,402653184,-671088640,-503316480,402653184,1006632960,436207616,-369098752,463,468,470,445,443,468,469,471,462,438,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,2500,"",1
773,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBreach1",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-807927808,-714080256,-685637632,-1114243072,-1135214592,-715128832,-711589888,-675676160,-828899328,-1217921024,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-671088640,1879048192,570425344,-1778384896,1442840576,1610612736,-1778384896,-1174405120,-1744830464,1744830464,463,469,471,445,444,469,469,471,462,439,0,0,-402653184,-2147483648,838860800,-1509949440,1711276032,1879048192,-1509949440,-905969664,-1476395008,2013265920,463,469,471,445,444,469,469,471,462,439,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-402653184,-2147483648,838860800,-1509949440,1711276032,1879048192,-1509949440,-905969664,-1476395008,2013265920,463,469,471,445,444,469,469,471,462,439,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
774,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBreach2",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-798621696,-704774144,-676331520,-1104936960,-1125908480,-705822720,-702283776,-666370048,-819593216,-1208614912,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1711276032,-33554432,-1342177280,603979776,-469762048,-301989888,603979776,1207959552,637534208,-167772160,464,469,471,446,444,469,470,472,463,439,0,0,1979711488,234881024,-1073741824,872415232,-201326592,-33554432,872415232,1476395008,905969664,100663296,464,470,471,446,444,469,470,472,463,440,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1979711488,234881024,-1073741824,872415232,-201326592,-33554432,872415232,1476395008,905969664,100663296,464,470,471,446,444,469,470,472,463,440,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
775,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBreach3",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-789315584,-695468032,-667025408,-1095630848,-1116602368,-696516608,-692977664,-657063936,-810287104,-1199308800,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-201326592,-1946157056,1040187392,-1308622848,1912602624,2080374784,-1308622848,-704643072,-1275068416,-2080374784,464,470,472,446,445,470,470,472,463,440,0,0,67108864,-1677721600,1308622848,-1040187392,-2113929216,-1946157056,-1040187392,-436207616,-1006632960,-1811939328,465,470,472,446,445,470,470,472,463,440,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,67108864,-1677721600,1308622848,-1040187392,-2113929216,-1946157056,-1040187392,-436207616,-1006632960,-1811939328,465,470,472,446,445,470,470,472,463,440,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
