"rownum","BaseItemType","StrengthRequirementPercent","DexterityRequirementPercent","IntelligenceRequirementPercent","VaalVariant_BaseItemType","IsVaalVariant","MinionGlobalSkillLevelStat","GemType","bool_65","bool_66","Awakened","GemColour","MinLevelReq","ItemExperienceType","CraftingTypes","MtxSlotTypes","bool_139","GemEffects","bool_156","TutorialVideo","UI_Image","i32_173","CraftingLevel","bool_181","i32_182","bool_186","[rid]_187"
149,479,50,50,0,"","","",0,1,1,"",4,1,0,[],[0],"",[151],"","","",0,0,"",2,"",[]
150,480,0,100,0,"","","",0,1,1,"",2,1,0,[],[0],"",[152],"","","",0,0,"",2,"",[]
151,481,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[153],"","","",0,0,"",2,"",[]
152,482,100,0,0,"","","",0,1,1,"",1,1,17,[],[0],"",[154],"","","",0,0,"",2,"",[]
153,483,100,0,0,"","","",0,1,1,"",1,1,17,[],[0],"",[155],"","","",0,0,"",2,"",[]
154,484,100,0,0,"","","",0,1,1,"",1,1,17,[],[0],"",[156],"","","",0,0,"",2,"",[]
155,485,100,0,0,"","","",0,1,1,"",1,1,17,[],[0],"",[157],"","","",0,0,"",2,"",[]
156,486,100,0,0,"","","",0,1,1,"",1,1,17,[],[0],"",[158],"","","",0,0,"",2,"",[]
157,487,0,50,50,"","","",0,1,1,"",4,1,17,[],[0],"",[159],"","","",0,0,"",2,"",[]
158,488,0,50,50,"","","",0,1,1,"",4,23,0,[10],[0],"",[160],"","Art/Videos/SkillTutorials/WaveofFrost.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageWaveofFrost.dds",0,7,"",2,"",[]
159,489,50,50,0,"","","",0,1,1,"",4,1,17,[],[0],"",[161],"","","",0,0,"",2,"",[]
160,490,50,50,0,"","","",0,1,1,"",4,1,17,[],[0],"",[162],"","","",0,0,"",2,"",[]
161,491,0,50,50,"","","",0,1,1,"",4,15,0,[10],[0],"",[163],"","Art/Videos/SkillTutorials/IceStrike.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageIceStrike.dds",0,5,"",2,"",[]
162,3002,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[164],"","","",0,1,"",0,"","[0,2,3]"
163,3110,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[165],"","","",0,2,"",0,"","[4,2,3]"
164,2990,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[166],"","","",0,1,"",0,"",[0]
165,2996,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[167],"","","",0,1,"",0,"",[0]
166,3008,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[168],"","","",0,1,"",0,"","[0,2,3]"
167,2991,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[169],"","","",0,1,"",0,"","[0,2,3]"
168,2995,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[170],"","","",0,1,"",0,"","[0,2,3]"
169,3004,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[171],"","","",0,1,"",0,"",[0]
170,3113,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[172],"","","",0,3,"",0,"","[4,2,3]"
171,2819,0,50,50,"","","",0,1,1,"",4,1,0,[10],[0],"",[173],"","Art/Videos/SkillTutorials/GlacialCascade.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageGlacialCascade.dds",2,1,"",2,"",[]
172,2820,0,0,100,"","","",0,1,1,"",3,42,0,[7],[0],"",[174],"","Art/Videos/SkillTutorials/Comet.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageComet.dds",1,11,"",2,"",[]
173,2821,0,50,50,"","","",0,1,1,"",4,1,31,[],[0],"",[175],"","","",0,0,"",2,"",[]
174,2822,50,50,0,"","","",0,1,1,"",4,1,31,[],[0],"",[176],"","","",0,0,"",2,"",[]
175,2823,0,50,50,"","","",0,1,1,"",4,1,31,[],[0],"",[177],"","","",0,0,"",2,"",[]
176,2824,0,50,50,"","","",0,1,1,"",4,1,31,[],[0],"",[178],"","","",0,0,"",2,"",[]
177,2825,50,50,0,"","","",0,1,1,"",4,1,31,[],[0],"",[179],"","","",0,0,"",2,"",[]
178,2826,0,50,50,"","","",0,1,1,"",4,1,31,[],[0],"",[180],"","","",0,0,"",2,"",[]
179,2827,0,50,50,"","","",0,1,1,"",4,1,0,[],[0],"",[181],"","","",0,0,"",2,"",[]
180,2828,0,50,50,"","","",0,1,1,"",4,1,31,[],[0],"",[182],"","","",0,0,"",2,"",[]
181,2829,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[183],"","","",0,0,"",2,"",[]
182,2830,50,50,0,"","","",0,1,1,"",4,23,0,[9],[0],"",[184],"","Art/Videos/SkillTutorials/RipwireBallista.bk2","",0,7,"",2,"",[]
183,2831,0,0,100,"","","",0,1,1,"",3,32,0,[7],[0],"",[185],"","Art/Videos/SkillTutorials/ManaTempest.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageManaTempest.dds",2,9,"",2,"",[]
184,2835,0,50,50,"","","",0,1,1,"",4,1,0,[10],[0],"",[186],"","Art/Videos/SkillTutorials/KillingPalm.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageKillingPalm.dds",1,1,"",2,"",[]
185,2836,0,50,50,"","","",0,1,1,"",4,42,0,[10],[0],"",[187],"","Art/Videos/SkillTutorials/ShatteringPalm.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageShatteringPalm.dds",0,11,"",2,"",[]
186,2837,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[188],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageVolcano.dds",0,0,"",2,"",[]
187,2838,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[189],"","","",0,0,"",2,"",[]
188,3092,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[190],"","","",0,1,"",0,"","[4,5,2,3]"
189,3106,0,0,100,"","","",1,1,1,"",3,1,0,[],[0],"",[191],"","","",0,0,"",0,"","[4,2,3]"
190,2839,100,0,0,"","","",0,1,1,"",1,1,0,[],[0],"",[192],"","","",0,0,"",2,"",[]
191,2840,0,100,0,"","","",0,1,1,"",2,53,0,[2],[0],"",[193],"","Art/Videos/SkillTutorials/SpiralVolley.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSpiralVolley.dds",0,13,"",2,"",[]
192,492,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[194],"","","",0,0,"",2,"",[]
193,2841,0,0,0,"","","",0,1,1,"",4,1,31,[],[0],"",[195],"","","",0,0,"",0,"",[]
194,2842,0,50,50,"","","",0,1,1,"",4,1,0,[],[0],"",[196],"","","",0,0,"",2,"",[]
195,2843,100,0,0,"","","",0,1,1,"",1,1,0,[],[0],"",[197],"","","",0,0,"",2,"",[]
196,2844,50,50,0,"","","",0,1,1,"",4,1,0,[],[0],"",[198],"","","",0,0,"",2,"",[]
197,2845,50,50,0,"","","",0,1,1,"",4,1,0,[],[0],"",[199],"","","",0,0,"",2,"",[]
198,2846,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[200],"","","",0,0,"",2,"",[]
199,2847,100,0,0,"","","",0,1,1,"",1,1,31,[],[0],"",[201],"","","",0,0,"",2,"",[]
200,2848,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[202],"","","",0,0,"",2,"",[]
201,2849,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[203],"","","",0,0,"",2,"",[]
202,2850,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[204],"","","",0,0,"",2,"",[]
203,2851,0,40,60,"","","",1,1,1,"",3,5,0,[],[0],"",[205],"","","",0,0,"",0,"",[]
204,3107,0,0,100,"","","",1,1,1,"",3,1,0,[],[0],"",[206],"","","",0,0,"",0,"","[4,2,3]"
205,2852,0,0,100,"","","",0,1,1,"",3,1,31,[],[0],"",[207],"","","",0,0,"",2,"",[]
206,3093,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[208],"","","",0,2,"",0,"","[4,2,3]"
207,3118,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[209],"","","",0,1,"",0,"","[4,2,3]"
208,2884,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[210],"","","",0,0,"",2,"",[]
209,2885,0,60,40,"","","",1,1,1,"",2,1,0,[],[0],"",[211],"","","",0,0,"",0,"",[]
210,2989,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[212],"","","",0,1,"",0,"","[0,2,3]"
211,3000,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[213],"","","",0,3,"",0,"",[0]
212,3016,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[214],"","","",0,1,"",0,"","[0,2,3]"
213,2886,0,0,100,"","","",1,1,1,"",3,1,0,[1],[0],"",[215],"","","",0,1,"",0,"",[4]
214,2887,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[216],"","","",0,0,"",2,"",[]
215,2888,50,0,50,"","","",2,1,1,"",4,18,0,[],[0],"",[217],"","","",0,0,"",2,"",[]
216,2889,0,0,100,"","","",2,1,1,"",3,27,0,[7],[0],"",[218],"","","",2,8,"",2,"",[]
217,2890,0,0,100,"","","",1,1,1,"",3,18,0,[],[0],"",[219],"","","",0,0,"",0,"",[4]
218,2891,0,0,100,"","","",2,1,1,"",3,27,0,[7],[0],"",[220],"","","",1,8,"",2,"",[]
219,2892,0,0,100,"","","",2,1,1,"",3,27,0,[7],[0],"",[221],"","","",0,8,"",2,"",[]
220,2893,50,0,50,"","","",2,1,1,"",4,27,38,[],[0],"",[222],"","","",0,0,"",2,"",[]
221,2894,0,50,50,"","","",2,1,1,"",4,59,44,[],[0],"",[223],"","","",0,0,"",2,"",[]
222,2895,0,0,100,"","","",2,1,1,"",3,59,0,[1],[0],"",[224],"","","",0,14,"",2,"",[]
223,2896,0,0,100,"","","",2,1,1,"",3,61,41,[],[0],"",[225],"","","",0,0,"",2,"",[]
224,2897,50,0,50,"","","",2,1,1,"",4,61,41,[],[0],"",[226],"","","",0,0,"",2,"",[]
225,3003,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[227],"","","",0,2,"",0,"","[0,2,3]"
226,3009,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[228],"","","",0,2,"",0,"","[0,2,3]"
227,2898,0,0,100,"","","",0,1,1,"",3,1,17,"[0,5,11,3,4]",[0],"",[229],"","","",0,1,"",2,"",[]
228,2899,0,0,100,"","","",0,1,1,"",3,1,17,"[0,5,11,3,4]",[0],"",[230],"","","",0,1,"",2,"",[]
229,2900,0,0,100,"","","",0,1,1,"",3,1,17,"[0,5,11,3,4]",[0],"",[231],"","","",0,1,"",2,"",[]
230,2901,33,33,34,"","","",0,1,1,"",4,7,17,"[0,5,11,3,4]",[0],"",[232],"","","",0,3,"",3,"",[]
231,2902,0,0,100,"","","",0,1,1,"",3,7,17,"[0,5,11,3,4]",[0],"",[233],"","","",0,3,"",2,"",[]
232,2903,0,0,100,"","","",0,1,1,"",3,15,17,"[0,5,11,3,4]",[0],"",[234],"","","",0,5,"",2,"",[]
233,2904,0,0,100,"","","",0,1,1,"",3,15,17,"[0,5,11,3,4,6]",[0],"",[235],"","","",5,5,"",2,"",[]
234,2905,0,0,100,"","","",0,1,1,"",3,23,17,"[0,5,11,3,4]",[0],"",[236],"","","",0,7,"",2,"",[]
235,2906,0,0,100,"","","",0,1,1,"",3,23,17,"[0,5,11,3,4]",[0],"",[237],"","","",0,7,"",2,"",[]
236,2907,0,0,100,"","","",0,1,1,"",3,23,17,"[0,5,11,3,4,6,2]",[0],"",[238],"","","",5,7,"",2,"",[]
237,2908,0,0,100,"","","",0,1,1,"",3,32,17,"[0,5,11,3,4]",[0],"",[239],"","","",0,9,"",2,"",[]
238,2909,0,0,100,"","","",0,1,1,"",3,32,17,"[0,5,11,3,4,6,9]",[0],"",[240],"","","",5,9,"",2,"",[]
239,2910,0,0,100,"","","",0,1,1,"",3,42,17,"[0,5,11,3,4]",[0],"",[241],"","","",0,11,"",2,"",[]
240,2911,0,0,100,"","","",0,1,1,"",3,42,17,"[0,5,11,3,4,10,2]",[0],"",[242],"","","",5,11,"",2,"",[]
241,2912,0,0,100,"","","",0,1,1,"",3,53,17,"[0,5,11,3,4]",[0],"",[243],"","","",0,13,"",2,"",[]
242,2913,0,0,100,"","","",0,1,1,"",3,53,17,"[0,5,11,3,4,10,2,9,6]",[0],"",[244],"","","",5,13,"",2,"",[]
243,2914,0,0,100,"","","",0,1,1,"",3,53,17,"[0,5,11,3,4]",[0],"",[245],"","","",0,13,"",2,"",[]
244,2915,0,0,100,"","","",0,1,1,"",3,1,17,[],[0],"",[246],"","","",0,0,"",2,"",[]
245,2916,0,0,100,"","","",0,1,1,"",3,1,17,[],[0],"",[247],"","","",0,0,"",2,"",[]
246,2917,0,0,100,"","","",0,1,1,"",3,1,17,[],[0],"",[248],"","","",0,0,"",2,"",[]
247,2918,0,0,100,"","","",0,1,1,"",3,1,17,[],[0],"",[249],"","","",0,0,"",2,"",[]
248,2919,0,0,100,"","","",0,1,1,"",3,1,17,[],[0],"",[250],"","","",0,0,"",2,"",[]
249,2920,0,0,100,"","","",0,1,1,"",3,1,17,[],[0],"",[251],"","","",0,0,"",2,"",[]
250,2921,0,0,100,"","","",0,1,1,"",3,1,17,[],[0],"",[252],"","","",0,0,"",2,"",[]
251,2922,0,0,100,"","","",0,1,1,"",3,1,17,[],[0],"",[253],"","","",0,0,"",2,"",[]
252,2923,0,0,100,"","","",0,1,1,"",3,1,17,[],[0],"",[254],"","","",0,0,"",2,"",[]
253,2924,0,0,100,"","","",0,1,1,"",3,1,17,[],[0],"",[255],"","","",0,0,"",2,"",[]
254,2925,0,0,0,"","","",0,1,1,"",4,1,17,"[0,5,11,3,4]",[0],"",[256],"","","",0,4,"",0,"",[]
255,2926,0,0,0,"","","",0,1,1,"",4,1,17,"[0,5,11,3,4]",[0],"",[257],"","","",0,4,"",0,"",[]
256,2927,0,0,0,"","","",0,1,1,"",4,1,17,"[0,5,11,3,4]",[0],"",[258],"","","",0,4,"",0,"",[]
257,2928,0,0,0,"","","",0,1,1,"",4,1,17,"[0,5,11,3,4]",[0],"",[259],"","","",0,8,"",0,"",[]
258,2929,0,0,0,"","","",0,1,1,"",4,1,17,"[0,5,11,3,4]",[0],"",[260],"","","",0,8,"",0,"",[]
259,2930,0,0,0,"","","",0,1,1,"",4,1,17,"[0,5,11,3,4,2,6]",[0],"",[261],"","","",5,8,"",0,"",[]
260,2931,0,0,0,"","","",0,1,1,"",4,1,17,"[0,5,11,3,4]",[0],"",[262],"","","",0,14,"",0,"",[]
261,2932,0,0,0,"","","",0,1,1,"",4,1,17,"[0,5,11,3,4]",[0],"",[263],"","","",0,14,"",0,"",[]
262,2933,0,0,0,"","","",0,1,1,"",4,1,17,"[0,5,11,3,4,9,6]",[0],"",[264],"","","",5,14,"",0,"",[]
263,2934,0,0,0,"","","",1,1,1,"",4,1,17,[6],[0],"",[265],"","","",0,1,"",0,"",[]
264,2935,0,0,0,"","","",1,1,1,"",4,1,17,[6],[0],"",[266],"","","",0,1,"",0,"",[]
265,2936,0,0,0,"","","",1,1,1,"",4,1,17,[6],[0],"",[267],"","","",0,1,"",0,"",[]
266,2937,0,0,0,"","","",1,1,1,"",4,1,17,[6],[0],"",[268],"","","",0,2,"",0,"",[]
267,2938,0,0,0,"","","",1,1,1,"",4,1,17,[6],[0],"",[269],"","","",0,2,"",0,"",[]
268,2939,0,0,0,"","","",1,1,1,"",4,1,17,[6],[0],"",[270],"","","",0,2,"",0,"",[]
269,2940,0,0,0,"","","",1,1,1,"",4,1,17,[6],[0],"",[271],"","","",0,3,"",0,"",[]
270,2941,0,0,0,"","","",1,1,1,"",4,1,17,[6],[0],"",[272],"","","",0,3,"",0,"",[]
271,2942,0,0,0,"","","",1,1,1,"",4,1,17,[6],[0],"",[273],"","","",0,3,"",0,"",[]
272,2943,0,50,50,"","","",2,1,1,"",4,27,0,"[1,10]",[0],"",[274],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageBarrierInvocation.dds",0,8,"",2,"",[]
273,2944,0,50,50,"","","",2,1,1,"",4,59,0,[10],[0],"",[275],"","","",0,14,"",2,"",[]
274,2945,0,0,100,"","","",2,1,1,"",3,61,41,[],[0],"",[276],"","","",0,0,"",2,"",[]
275,2946,100,0,0,"","","",2,1,1,"",1,27,38,[],[0],"",[277],"","","",0,0,"",2,"",[]
276,3007,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[278],"","","",0,3,"",0,"",[0]
277,2947,0,50,50,"","","",0,1,1,"",4,27,0,[10],[0],"",[279],"","","",0,8,"",2,"",[]
278,2948,0,50,50,"","","",0,1,1,"",4,11,0,[10],[0],"",[280],"","","",0,4,"",2,"",[]
279,2949,0,0,100,"","","",0,1,1,"",3,23,0,[1],[0],"",[281],"","","",0,7,"",2,"",[]
280,2950,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[282],"","","",0,0,"",0,"",[]
281,2951,0,0,0,"","","",0,1,1,"",4,1,31,[],[0],"",[283],"","","",0,0,"",2,"",[]
282,2952,0,0,0,"","","",2,1,1,"",4,1,0,[],[0],1,[284],1,"","",0,0,"",2,"",[]
283,2953,100,0,0,"","","",2,1,1,"",1,53,0,[6],[0],"",[285],"","Art/Videos/SkillTutorials/AncestralWarriorTotem.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageAncestralWarriorTotem.dds",0,13,"",2,"",[]
284,2954,0,0,0,"","","",2,1,1,"",4,1,31,[],[0],"",[286],"","","",0,0,"",2,"",[]
285,2955,0,0,0,"","","",2,1,1,"",4,1,31,[],[0],"",[287],"","","",0,0,"",2,"",[]
286,3267,50,50,0,"","","",0,1,1,"",4,1,0,[9],[0],"",[288],"","Art/Videos/SkillTutorials/ExplosiveGrenade.bk2","",3,1,"",2,"",[]
287,3268,50,50,0,"","","",0,1,1,"",4,7,0,[9],[0],"",[289],"","Art/Videos/SkillTutorials/FlashGrenade.bk2","",3,3,"",2,"",[]
288,3269,50,50,0,"","","",0,1,1,"",4,32,0,[9],[0],"",[291],"","Art/Videos/SkillTutorials/OilGrenade.bk2","",3,9,"",2,"",[]
289,3270,50,50,0,"","","",0,1,1,"",4,15,0,[9],[0],"",[290],"","Art/Videos/SkillTutorials/GasGrenade.bk2","",3,5,"",2,"",[]
290,3271,50,50,0,"","","",0,1,1,"",4,23,0,[9],[0],"",[292],"","Art/Videos/SkillTutorials/VoltaicGrenade.bk2","",3,7,"",2,"",[]
291,2956,0,0,100,"","","",0,1,1,"",3,15,0,[1],[0],"",[293],"","Art/Videos/SkillTutorials/PainOffering.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImagePainOffering.dds",1,5,"",2,"",[]
292,2958,0,50,50,"","","",0,1,1,"",4,15,0,[10],[0],"",[294],"","Art/Videos/SkillTutorials/TempestFlurry.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageTempestFlurry.dds",0,5,"",2,"",[]
293,2959,0,50,50,"","","",0,1,1,"",4,7,0,[10],[0],"",[295],"","Art/Videos/SkillTutorials/StaggeringPalm.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageStaggeringPalm.dds",0,3,"",2,"",[]
294,2960,0,50,50,"","","",0,1,1,"",4,32,0,[10],[0],"",[296],"","Art/Videos/SkillTutorials/ChargedStaff.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageChargedStaff.dds",0,9,"",2,"",[]
295,2961,0,50,50,"","","",0,1,1,"",4,23,0,[10],[0],"",[297],"","Art/Videos/SkillTutorials/SiphoningStrike.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSiphoningStrike.dds",1,7,"",2,"",[]
296,2962,0,50,50,"","","",0,1,1,"",4,7,0,[10],[0],"",[298],"","Art/Videos/SkillTutorials/TempestBell.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageTempestBell.dds",0,3,"",2,"",[]
297,493,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[299],"","","",0,0,"",2,"",[]
298,2963,0,50,50,"","","",0,1,1,"",4,1,0,[10],[0],"",[300],"","Art/Videos/SkillTutorials/FrozenLocus.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageFrozenLocus.dds",3,1,"",2,"",[]
299,2964,0,0,100,"","","",0,1,1,"",3,15,0,[1],[0],"",[301],"","Art/Videos/SkillTutorials/Bonestorm.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageBonestorm.dds",2,5,"",2,"",[]
300,2965,0,0,100,"","","",0,1,1,"",3,7,0,[1],[0],"",[302],"","Art/Videos/SkillTutorials/BoneCage.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageBoneCage.dds",2,3,"",2,"",[]
301,2966,0,0,100,"","","",1,1,1,"",3,20,17,[],[0],"",[303],"","","",0,0,"",0,"",[4]
302,3056,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[304],"","","",0,3,"",0,"","[1,2,3]"
303,2967,0,0,100,"","","",1,1,1,"",3,15,17,[1],[0],"",[305],"","","",0,2,"",0,"",[4]
304,3050,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[306],"","","",0,1,"",0,"","[1,2,3]"
305,3059,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[307],"","","",0,1,"",0,"",[1]
306,2968,0,0,100,"","","",0,1,1,"",3,1,0,[1],[0],"",[308],"","Art/Videos/SkillTutorials/Unearth.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageUnearth.dds",2,1,"",2,"",[]
307,2969,0,100,0,"","","",0,1,1,"",2,32,0,[2],[0],"",[309],"","Art/Videos/SkillTutorials/DetonatingArrow.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageDetonatingArrow.dds",0,9,"",2,"",[]
308,2970,0,100,0,"","","",0,1,1,"",2,1,0,[2],[0],"",[310],"","Art/Videos/SkillTutorials/PoisonburstArrow.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImagePoisonburstArrow.dds",1,1,"",2,"",[]
309,494,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[0],"","","",0,0,"",2,"",[]
310,2971,0,100,0,"","","",0,1,1,"",2,15,0,[2],[0],"",[311],"","Art/Videos/SkillTutorials/ToxicGrowth.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageToxicGrowth.dds",1,5,"",2,"",[]
311,2972,0,100,0,"","","",0,1,1,"",2,7,0,[2],[0],"",[312],"","Art/Videos/SkillTutorials/StormcallerArrow.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageStormcallerArrow.dds",3,3,"",2,"",[]
312,2973,0,100,0,"","","",0,1,1,"",2,1,0,[2],[0],"",[314],"","Art/Videos/SkillTutorials/LightningRod.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageLightningRod.dds",4,1,"",2,"",[]
313,2974,0,100,0,"","","",0,1,1,"",2,7,0,[2],[0],"",[315],"","Art/Videos/SkillTutorials/Snipe.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSnipe.dds",0,3,"",2,"",[]
314,2975,0,100,0,"","","",0,1,1,"",2,23,0,[2],[0],"",[316],"","Art/Videos/SkillTutorials/GasArrow.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageGasArrow.dds",0,7,"",2,"",[]
315,2976,0,0,100,"","","",0,1,1,"",3,15,0,[7],[0],"",[317],"","Art/Videos/SkillTutorials/SolarOrb.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSolarOrb.dds",0,5,"",2,"",[]
316,2977,0,0,100,"","","",0,1,1,"",3,32,0,[7],[0],"",[318],"","Art/Videos/SkillTutorials/Fireball.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageFireball.dds",0,9,"",2,"",[]
317,2978,0,100,0,"","","",0,1,1,"",2,15,0,[2],[0],"",[319],"","Art/Videos/SkillTutorials/ElectrocutingArrow.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageElectrocutingArrow.dds",4,5,"",2,"",[]
318,2979,0,0,100,"","","",0,1,1,"",3,15,0,[7],[0],"",[320],"","Art/Videos/SkillTutorials/ColdSnap.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageColdSnap.dds",1,5,"",2,"",[]
319,2980,100,0,0,"","","",0,1,1,"",1,15,0,[6],[0],"",[321],"","Art/Videos/SkillTutorials/PerfectStrike.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImagePerfectStrike.dds",0,5,"",2,"",[]
320,2981,0,0,0,"","","",0,1,1,"",4,1,31,[],[0],"",[322],"","","",0,0,"",2,"",[]
321,2982,100,0,0,"","","",0,1,1,"",1,15,0,[6],[0],"",[323],"","Art/Videos/SkillTutorials/ResonatingShield.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageResonatingShield.dds",2,5,"",2,"",[]
322,2983,0,0,100,"","","",0,1,1,"",3,11,0,[7],[0],"",[324],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageEnergyRemnants.dds",2,4,"",2,"",[]
323,2984,100,0,0,"","","",0,1,1,"",1,11,0,[6],[0],"",[325],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageMagmaBarrier.dds",0,4,"",2,"",[]
324,2985,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[326],"","","",0,0,"",2,"",[]
325,2986,0,100,0,"","","",0,1,1,"",2,7,0,[2],[0],"",[327],"","Art/Videos/SkillTutorials/VineArrow.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageVineArrow.dds",1,3,"",2,"",[]
326,2987,0,100,0,"","","",0,1,1,"",2,59,0,"[2,8]",[0],"",[328],"","","",0,14,"",2,"",[]
327,3057,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[329],"","","",0,1,"",0,"","[1,2,3]"
328,2988,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[330],"","","",0,0,"",2,"",[]
