"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","Ascendancy","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","IsAnointmentOnly","i32_162","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","AtlasnodeGroup","i32_228","i32_232","i32_236","i32_240","i32_244","bool_248","[rid]_249","i32_265","[rid]_269","bool_285","KeystoneId","bool_302","IsAttribute","AtlasSubTree","IsRootOfAtlasTree","GrantedSkill","WeaponPointsGranted","bool_341","bool_342"
1187,"armour_and_evasion33","Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.dds",[1075],12,0,0,0,50124,"Armour and Evasion","Armure et Évasion","Rüstung und Ausweichen","アーマーおよび回避力","방어도 및 회피","Armadura e Evasão","Броня и уклонение","Armadura y evasión","ค่าเกราะและการหลบหลีก","護甲和閃避",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1188,"armour_and_evasion34","Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.dds",[1075],12,0,0,0,35743,"Armour and Evasion","Armure et Évasion","Rüstung und Ausweichen","アーマーおよび回避力","방어도 및 회피","Armadura e Evasão","Броня и уклонение","Armadura y evasión","ค่าเกราะและการหลบหลีก","護甲和閃避",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1189,"armour_and_evasion35_","Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.dds",[1075],12,0,0,0,43431,"Armour and Evasion","Armure et Évasion","Rüstung und Ausweichen","アーマーおよび回避力","방어도 및 회피","Armadura e Evasão","Броня и уклонение","Armadura y evasión","ค่าเกราะและการหลบหลีก","護甲和閃避",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1190,"armour_and_evasion36_","Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.dds",[1075],12,0,0,0,20779,"Armour and Evasion","Armure et Évasion","Rüstung und Ausweichen","アーマーおよび回避力","방어도 및 회피","Armadura e Evasão","Броня и уклонение","Armadura y evasión","ค่าเกราะและการหลบหลีก","護甲和閃避",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1191,"armour_and_evasion37","Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.dds",[1075],12,0,0,0,50239,"Armour and Evasion","Armure et Évasion","Rüstung und Ausweichen","アーマーおよび回避力","방어도 및 회피","Armadura e Evasão","Броня и уклонение","Armadura y evasión","ค่าเกราะและการหลบหลีก","護甲和閃避",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1192,"armour_and_evasion38","Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.dds",[1075],12,0,0,0,19224,"Armour and Evasion","Armure et Évasion","Rüstung und Ausweichen","アーマーおよび回避力","방어도 및 회피","Armadura e Evasão","Броня и уклонение","Armadura y evasión","ค่าเกราะและการหลบหลีก","護甲和閃避",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1193,"armour_and_evasion39","Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.dds",[1075],12,0,0,0,32555,"Armour and Evasion","Armure et Évasion","Rüstung und Ausweichen","アーマーおよび回避力","방어도 및 회피","Armadura e Evasão","Броня и уклонение","Armadura y evasión","ค่าเกราะและการหลบหลีก","護甲和閃避",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1194,"armour_and_evasion40","Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.dds",[1075],12,0,0,0,2843,"Armour and Evasion","Armure et Évasion","Rüstung und Ausweichen","アーマーおよび回避力","방어도 및 회피","Armadura e Evasão","Броня и уклонение","Armadura y evasión","ค่าเกราะและการหลบหลีก","護甲和閃避",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1195,"evasion_and_energy_shield1","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[113,127]",8,5,0,0,52980,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1196,"evasion_and_energy_shield2","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,17366,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1197,"evasion_and_energy_shield3","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[113,127]",8,5,0,0,18970,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1198,"evasion_and_energy_shield4","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,29361,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1199,"evasion_and_energy_shield5","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,26034,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1200,"evasion_and_energy_shield6_","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,132]",10,10,0,0,45631,"Evasion and Energy Shield Recharge","Évasion et Recharge du Bouclier d'énergie","Ausweichen und Energieschild-Wiederaufladung","回避力およびエナジーシールドリチャージ","회피 및 에너지 보호막 재충전","Evasão e Recarga do Escudo de Energia","Уклонение и перезарядка энергетического щита","Evasión y recarga de escudo de energía","การหลบหลีกและการรีชาร์จโล่พลังงาน","閃避和能量護盾充能",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1201,"evasion_and_energy_shield7","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[113,127]",30,15,0,0,62624,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1202,"evasion_and_energy_shield8","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,42805,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1203,"evasion_and_energy_shield9_","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,12249,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1204,"evasion_and_energy_shield10","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,12761,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1205,"evasion_and_energy_shield11","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds",[19652],12,0,0,0,34324,"Spectral Ward","Protection spectrale","Spektraler Schutz","霊体の守り","영체 수호","Proteção Espectral","Призрачный барьер","Protección espectral","Spectral Ward","光譜守護",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1206,"evasion_and_energy_shield12_","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128,1275]",20,20,-25,0,30562,"Inner Faith","Foi intérieure","Innerer Glaube","内なる信仰","내면의 믿음","Fé Interior","Внутренняя вера","Fe interior","Inner Faith","內在信仰",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1207,"evasion_and_energy_shield13","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[19641,4488]",60,30,0,0,13457,"Shadow Dancing","Danse de l'ombre","Schattentanz","シャドウダンス","그림자의 춤","Dança das Sombras","Танец с тенями","Baile de sombras","Shadow Dancing","影之舞",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1208,"evasion_and_energy_shield14","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[14502,17786]",30,50,0,0,19156,"Immaterial","Immatériel","Immateriell","非物質化","무형","Imaterial","Нематериальность","Inmaterial","Immaterial","無形",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1209,"evasion_and_energy_shield15","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[14503,7132]",20,3,0,0,53941,"Shimmering","Scintillant","Schimmernd","煌めき","일렁임","Cintilante","Мерцание","Reluciente","Shimmering","閃閃發光",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1210,"evasion_and_energy_shield16","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,17367,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1211,"evasion_and_energy_shield17","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,62841,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1212,"evasion_and_energy_shield18","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,13711,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1213,"evasion_and_energy_shield19","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,3203,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1214,"evasion_and_energy_shield20","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,8908,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1215,"evasion_and_energy_shield21_","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,132]",10,10,0,0,3630,"Evasion and Energy Shield Recharge","Évasion et Recharge du Bouclier d'énergie","Ausweichen und Energieschild-Wiederaufladung","回避力およびエナジーシールドリチャージ","회피 및 에너지 보호막 재충전","Evasão e Recarga do Escudo de Energia","Уклонение и перезарядка энергетического щита","Evasión y recarga de escudo de energía","การหลบหลีกและการรีชาร์จโล่พลังงาน","閃避和能量護盾充能",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1216,"evasion_and_energy_shield22","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,56838,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1217,"evasion_and_energy_shield23","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,10944,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1218,"evasion_and_energy_shield24","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,33366,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1219,"evasion_and_energy_shield25","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds",[7256],2,0,0,0,55193,"Subterfuge Mask","Masque de subterfuge","Maske der Täuschung","偽装の仮面","기만의 가면","Máscara da Lábia","Маска уловки","Máscara de subterfugio","Subterfuge Mask","詭計面具",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1220,"evasion_and_energy_shield26","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,21336,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1221,"evasion_and_energy_shield27","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,15975,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1222,"evasion_and_energy_shield28","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,59657,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1223,"evasion_and_energy_shield29_","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,58692,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1224,"evasion_and_energy_shield30","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,58593,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1225,"evasion_and_energy_shield31","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,49356,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1226,"evasion_and_energy_shield32","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,60239,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1227,"evasion_and_energy_shield33","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,15343,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1228,"evasion_and_energy_shield34","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",12,12,0,0,26556,"Evasion and Energy Shield","Évasion et Bouclier d'énergie","Ausweichen und Energieschild","回避力およびエナジーシールド","회피 및 에너지 보호막","Evasão e Escudo de Energia","Уклонение и энергетический щит","Evasión y escudo de energía","การหลบหลีกและโล่พลังงาน","閃避和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1229,"evasion_and_energy_shield35_","Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.dds","[114,128]",24,24,0,0,62984,"Mindful Awareness","Pleine conscience","Achtsames Gewissen","注意深い気づき","열린 사고의 마음가짐","Consciência Atenta","Осознанность","Conciencia consciente","Mindful Awareness","謹慎意識",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,38,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1230,"energy_shield_and_armour1","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[110,127]",10,5,0,0,50626,"Armour and Energy Shield","Armure et Bouclier d'énergie","Rüstung und Energieschild","アーマーおよびエナジーシールド","방어도 및 에너지 보호막","Armadura e Escudo de Energia","Броня и энергетический щит","Armadura y escudo de energía","ค่าเกราะและโล่พลังงาน","護甲和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1231,"energy_shield_and_armour2","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[111,128]",12,12,0,0,32597,"Armour and Energy Shield","Armure et Bouclier d'énergie","Rüstung und Energieschild","アーマーおよびエナジーシールド","방어도 및 에너지 보호막","Armadura e Escudo de Energia","Броня и энергетический щит","Armadura y escudo de energía","ค่าเกราะและโล่พลังงาน","護甲和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1232,"energy_shield_and_armour3","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[111,128]",12,12,0,0,12777,"Armour and Energy Shield","Armure et Bouclier d'énergie","Rüstung und Energieschild","アーマーおよびエナジーシールド","방어도 및 에너지 보호막","Armadura e Escudo de Energia","Броня и энергетический щит","Armadura y escudo de energía","ค่าเกราะและโล่พลังงาน","護甲和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1233,"energy_shield_and_armour4","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[111,128]",12,12,0,0,6416,"Armour and Energy Shield","Armure et Bouclier d'énergie","Rüstung und Energieschild","アーマーおよびエナジーシールド","방어도 및 에너지 보호막","Armadura e Escudo de Energia","Броня и энергетический щит","Armadura y escudo de energía","ค่าเกราะและโล่พลังงาน","護甲和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1234,"energy_shield_and_armour5","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[111,128]",12,12,0,0,14342,"Armour and Energy Shield","Armure et Bouclier d'énergie","Rüstung und Energieschild","アーマーおよびエナジーシールド","방어도 및 에너지 보호막","Armadura e Escudo de Energia","Броня и энергетический щит","Armadura y escudo de energía","ค่าเกราะและโล่พลังงาน","護甲和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1235,"energy_shield_and_armour6_","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[111,128]",12,12,0,0,49256,"Armour and Energy Shield","Armure et Bouclier d'énergie","Rüstung und Energieschild","アーマーおよびエナジーシールド","방어도 및 에너지 보호막","Armadura e Escudo de Energia","Броня и энергетический щит","Armadura y escudo de energía","ค่าเกราะและโล่พลังงาน","護甲和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
