"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","LifeLeech","CastTime","ActiveSkill","IgnoreMinionTypes","CooldownNotRecoverDuringActive","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool_145","RegularVariant","bool_154","i32_155","i32_159","i32_163","bool_167","StatSet","AdditionalStatSets","Audio","CostTypes","bool_224","[i32]_225","i32_241","SupportWeaponRestrictions"
1618,"BrutusGroundSlam","",[],"",[],[],"",0,"",2,1000,173,"","",[],"","","","","",0,0,0,"",1761,[],"",[],1,[],-1,[]
1619,"Heal","",[],"",[],[],"",0,"",2,1000,175,"","",[],"","","","","",0,0,0,"",1762,[],"",[],1,[],-1,[]
1620,"ArchnemesisConsecrate","",[],"",[],[],"",0,"",2,1000,180,"","",[],"","","","","",0,0,0,"",1763,[],"",[],1,[],-1,[]
1621,"ArchnemesisPoachersMark","",[],"",[],[],"",0,"",2,500,182,"","",[],"","","","","",0,0,0,"",1764,[],"",[],1,[],-1,[]
1622,"TreasureGolemSummonAnimatedWeapon","",[],"",[],[],"",0,"",2,1000,184,"","",[],"","","","","",0,0,0,"",1765,[],"",[],1,[],-1,[]
1623,"BatScreech","",[],"",[],[],"",0,"",2,1000,187,"","",[],"","","","","",0,0,0,"",1766,[],"",[],1,[],-1,[]
1624,"BatScreechGeometrySpell","",[],"",[],[],"",0,"",2,1000,317,"","",[],23,"","","","",398,0,0,"",1767,[],"",[],1,[],-1,[]
1625,"CorpseWheelCharge","",[],"",[],[],"",0,"",2,2750,5,"","",[],"","","","","",2,0,0,"",1768,[],"",[],1,[],-1,[]
1626,"IncursionMapDeviceWaterVortex","",[],"",[],[],"",0,"",2,1250,190,"","",[],"","","","","",0,4,0,"",1769,[],"",[],1,[],-1,[]
1627,"DesertLeaperDodgeLeftShort","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","","","",0,0,0,"",1770,[],"",[],1,[],-1,[]
1628,"DesertLeaperDodgeLeftMedium","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","","","",0,0,0,"",1771,[],"",[],1,[],-1,[]
1629,"DesertLeaperDodgeLeftFar","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","","","",0,0,0,"",1772,[],"",[],1,[],-1,[]
1630,"DesertLeaperDodgeRightShort","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","","","",0,0,0,"",1773,[],"",[],1,[],-1,[]
1631,"DesertLeaperDodgeRightMedium","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","","","",0,0,0,"",1774,[],"",[],1,[],-1,[]
1632,"DesertLeaperDodgeRightFar","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","","","",0,0,0,"",1775,[],"",[],1,[],-1,[]
1633,"KaruiSpiritDodgeLeft","",[],"",[],[],"",0,"",2,1000,191,"","",[],98,"","","","",0,0,0,"",1776,[],"",[],1,[],-1,[]
1634,"KaruiSpiritDodgeRight","",[],"",[],[],"",0,"",2,1000,191,"","",[],99,"","","","",0,0,0,"",1777,[],"",[],1,[],-1,[]
1635,"FallenGodBossDodgeFwd","",[],"",[],[],"",0,"",2,1000,191,"","",[],100,"","","","",0,0,0,"",1778,[],"",[],1,[],-1,[]
1636,"FallenGodBossDodgeBwd","",[],"",[],[],"",0,"",2,1000,191,"","",[],101,"","","","",0,0,0,"",1779,[],"",[],1,[],-1,[]
1637,"FallenGodBossDodgeLeft","",[],"",[],[],"",0,"",2,1000,191,"","",[],98,"","","","",0,0,0,"",1780,[],"",[],1,[],-1,[]
1638,"FallenGodBossDodgeRight","",[],"",[],[],"",0,"",2,1000,191,"","",[],99,"","","","",0,0,0,"",1781,[],"",[],1,[],-1,[]
1639,"EAADemonClawBossDodgeForwards","",[],"",[],[],"",0,"",2,1000,334,"","",[],100,"","","","",0,0,0,"",1782,[],"",[],1,[],-1,[]
1640,"EAADemonClawBossDodgeBackwards","",[],"",[],[],"",0,"",2,1000,334,"","",[],101,"","","","",0,0,0,"",1783,[],"",[],1,[],-1,[]
1641,"EAADemonClawBossDodgeLeft","",[],"",[],[],"",0,"",2,1000,334,"","",[],98,"","","","",0,0,0,"",1784,[],"",[],1,[],-1,[]
1642,"EAADemonClawBossDodgeRight","",[],"",[],[],"",0,"",2,1000,334,"","",[],99,"","","","",0,0,0,"",1785,[],"",[],1,[],-1,[]
1643,"VaalincursionMortar","",[],"",[],[],"",0,"",2,1200,193,"","",[],"","","","","",34,34,0,"",1786,[],"",[],1,[],-1,[]
1644,"IncursionGrenadeMortar","",[],"",[],[],"",0,"",2,1330,193,"","",[],"","","","","",37,0,0,"",1787,[],"",[],1,[],-1,[]
1645,"IncursionGrenadeMortarSecondary","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",38,0,0,"",1788,[],"",[],1,[],-1,[]
1646,"DelveMonkeyAzuriteMortar","",[],"",[],[],"",0,"",2,1100,193,"","",[],"","","","","",49,0,0,"",1789,[],"",[],1,[],-1,[]
1647,"DeliriumDemonPhysWeaponToss","",[],"",[],[],"",0,"",2,1000,194,"","",[],53,"","","","",113,0,0,"",1790,[],"",[],1,[],-1,[]
1648,"DeliriumDemonPhysWeaponTossUnique","",[],"",[],[],"",0,"",2,1000,194,"","",[],53,"","","","",113,0,0,"",1791,[],"",[],1,[],-1,[]
1649,"DeliriumBossPhysMortarSpray","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",115,0,0,"",1792,[],"",[],1,[],-1,[]
1650,"DeliriumMinionVomitMortar","",[],"",[],[],"",0,"",2,1000,44,"","",[],"","","","","",0,0,0,"",1793,[],"",[],1,[],-1,[]
1651,"DeliriumLightningBallBombard","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",118,0,0,"",1794,[],"",[],1,[],-1,[]
1652,"DeliriumLightningBallBombardTriggered","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",118,0,0,"",1795,[],"",[],1,[],-1,[]
1653,"DeliriumLightningBallBombardUnique","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",118,0,0,"",1796,[],"",[],1,[],-1,[]
1654,"DeliriumLightningBallBombardTriggeredUnique","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",118,0,0,"",1797,[],"",[],1,[],-1,[]
1655,"DeliriumCorpseMortar","",[],"",[],[],"",0,"",2,2500,193,"","",[],53,"","","","",119,0,0,"",1798,[],"",[],1,[],-1,[]
1656,"DeliriumSpikerDeathSpike","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",120,0,0,"",1799,[],"",[],1,[],-1,[]
1657,"BlackStriderWebProjectile","",[],"",[],[],"",0,"",2,1000,194,"","",[],"","","","","",1019,0,0,"",1800,[],"",[],1,[],-1,[]
1658,"BlackStriderMassMortar","",[],"",[],[],"",0,"",2,1000,194,"","",[],"","","","","",1018,0,0,"",1801,[],"",[],1,[],-1,[]
1659,"HarvestChieftainVolatileMortar","",[],"",[],[],"",0,"",2,1000,194,"","",[],"","","","","",133,0,0,"",1802,[],"",[],1,[],-1,[]
1660,"MMAHarvestSandspitterMortar","",[],"",[],[],"",0,"",2,1000,194,"","",[],21,"","","","",134,0,0,"",1803,[],"",[],1,[],-1,[]
1661,"MMAHarvestChieftainMoltenStrike","",[],"",[],[],"",0,"",2,1000,194,"","",[],"","","","","",137,0,0,"",1804,[],"",[],1,[],-1,[]
1662,"MMSHeistThugTNTThrow","",[],"",[],[],"",0,"",2,1200,193,"","",[],46,"","","","",146,0,0,"",1805,[],"",[],1,[],-1,[]
1663,"MMSHeistThugTNTThrowSpectre","",[],"",[],[],"",0,"",2,1200,193,"","",[],46,"","","","",146,0,0,"",1806,[],"",[],1,[],-1,[]
1664,"MMSHeistThugTNTThrowTrapper","",[],"",[],[],"",0,"",2,1200,193,"","",[],46,"","","","",146,0,0,"",1807,[],"",[],1,[],-1,[]
1665,"MMSHeistThugTNTThrowTrapperSpectre","",[],"",[],[],"",0,"",2,1200,193,"","",[],46,"","","","",146,0,0,"",1808,[],"",[],1,[],-1,[]
1666,"MMSHeistThugVolatileThrow","",[],"",[],[],"",0,"",2,1870,193,"","",[],28,"","","","",148,0,0,"",1809,[],"",[],1,[],-1,[]
1667,"MMSHeistThugOilVase","",[],"",[],[],"",0,"",2,1500,193,"","",[],25,"","","","",147,0,0,"",1810,[],"",[],1,[],-1,[]
1668,"MMSHeistTrapperEliteTNTThrow","",[],"",[],[],"",0,"",2,1200,193,"","",[],46,"","","","",149,0,0,"",1811,[],"",[],1,[],-1,[]
1669,"MMAHeistThugTrapperLightningGridMine","",[],"",[],[],"",0,"",2,1000,194,"","",[],"","","","","",151,0,0,"",1812,[],"",[],1,[],-1,[]
1670,"MMAHeistThugTrapperEnsnaringTotemMortar","",[],"",[],[],"",0,"",2,1995,194,"","",[],27,"","","","",153,0,0,"",1813,[],"",[],1,[],-1,[]
1671,"MMSHeistRobotClockworkGolemMortarSpectre","",[],"",[],[],"",0,"",2,1000,193,"","",[],30,"","","","",156,0,0,"",1814,[],"",[],1,[],-1,[]
1672,"MMSSwampBehemothProjectile","",[],"",[],[],"",0,"",2,1183,193,"","",[],22,"","","","",169,0,0,"",1815,[],"",[],1,[],-1,[]
1673,"MMSFungusBehemothProjectile","",[],"",[],[],"",0,"",2,1183,193,"","",[],22,"","","","",1079,0,0,"",1816,[],"",[],1,[],-1,[]
1674,"MMSTrialMasterBossFireMortar","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",177,0,0,"",1817,[],"",[],1,[],-1,[]
1675,"MMSTrialMasterBossColdMortar","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",178,0,0,"",1818,[],"",[],1,[],-1,[]
1676,"MMSTrialMasterBossLightningMortar","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",179,0,0,"",1819,[],"",[],1,[],-1,[]
1677,"MMSTrialMasterBossSpikeMortar","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",180,0,0,"",1820,[],"",[],1,[],-1,[]
1678,"MMSExpeditionTujenGrenade","",[],"",[],[],"",0,"",2,2000,193,"","",[],46,"","","","",188,0,0,"",1821,[],"",[],1,[],-1,[]
1679,"MMSMonsterModBombardier","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",200,0,0,"",1822,[],"",[],1,[],-1,[]
1680,"MMSManorGargoyleCandleProjectile","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",204,0,0,"",1823,[],"",[],1,[],-1,[]
1681,"MMSDredgeFiendMortar","",[],"",[],[],"",0,"",2,1000,174,"","",[],21,"","","","",0,0,0,"",1824,[],"",[],1,[],-1,[]
1682,"MMSDredgeFiendShamanBossMortar","",[],"",[],[],"",0,"",2,1000,174,"","",[],21,"","","","",0,0,0,"",1825,[],"",[],1,[],-1,[]
1683,"MMSBaneSapling","",[],"",[],[],"",0,"",2,1770,174,"","",[],21,"","","","",0,0,0,"",1826,[],"",[],1,[],-1,[]
1684,"MMAVaalSavageSpearThrow","",[],"",[],[],"",0,"",2,1000,194,"","",[],21,"","","","",1033,0,0,"",1827,[],"",[],1,[],-1,[]
1685,"MMSCannibalShamanSwapMortar","",[],"",[],[],"",0,"",2,1000,174,"","",[],21,"","","","",0,0,0,"",1828,[],"",[],1,[],-1,[]
1686,"MMSBoneRabbleMortar","",[],"",[],[],"",0,"",2,1000,193,"","",[],27,"","","","",1038,0,0,"",1829,[],"",[],1,[],-1,[]
1687,"MMSUndeadVaalGuardGrenade","",[],"",[],[],"",0,"",2,1500,193,"","",[],46,"","","","",1039,0,0,"",1830,[],"",[],1,[],-1,[]
1688,"MMASpittingSnakeMortar","",[],"",[],[],"",0,"",2,1000,194,"","",[],28,"","","","",1040,0,0,"",1831,[],"",[],1,[],-1,[]
1689,"MMSConstrictorCorpseMortar","",[],"",[],[],"",0,"",2,1400,44,"","",[],21,"","","","",0,0,0,"",1832,[],"",[],1,[],-1,[]
1690,"MMSSnakeLadyFlaskThrow","",[],"",[],[],"",0,"",2,1000,193,"","",[],46,"","","","",1042,0,0,"",1833,[],"",[],1,[],-1,[]
1691,"MMASnakeLadySnakeSpit","",[],"",[],[],"",0,"",2,1000,194,"","",[],21,"","","","",1043,0,0,"",1834,[],"",[],1,[],-1,[]
1692,"MMASnakeLadySnakeChargedSpit","",[],"",[],[],"",0,"",2,1000,194,"","",[],21,"","","","",1044,0,0,"",1835,[],"",[],1,[],-1,[]
1693,"MMASpittingSnakeVomitMortar","",[],"",[],[],"",0,"",2,1000,194,"","",[],28,"","","","",1045,0,0,"",1836,[],"",[],1,[],-1,[]
1694,"MMSVaalGuardGrenade","",[],"",[],[],"",0,"",2,1500,682,"","",[],46,"","","","",0,2,0,"",1837,[],"",[],1,[],-1,[]
1695,"MMSVaalGuardGrenadeDeath","",[],"",[],[],"",0,"",2,1500,683,"","",[],46,"","","","",0,2,0,"",1838,[],"",[],1,[],-1,[]
1696,"MMSVaalGuardOilTrap","",[],"",[],[],"",0,"",2,1500,686,"","",[],46,"","","","",3,1,0,"",1839,[],"",[],1,[],-1,[]
1697,"MMSVaalGuardOilTrapDeath","",[],"",[],[],"",0,"",2,1500,687,"","",[],46,"","","","",3,1,0,"",1840,[],"",[],1,[],-1,[]
1698,"MMSFishParasiteWaterMortar","",[],"",[],[],"",0,"",2,1000,174,"","",[],21,"","","","",0,0,0,"",1841,[],"",[],1,[],-1,[]
1699,"MMSEelBossMortar","",[],"",[],[],"",0,"",2,1000,193,"","",[],21,"","","","",1049,0,0,"",1842,[],"",[],1,[],-1,[]
1700,"MMACenobiteStoneThrow","",[],"",[],[],"",0,"",2,1000,44,"","",[],46,"","","","",1050,0,0,"",1843,[],"",[],1,[],-1,[]
1701,"MMSVaalZealotBloodMortar","",[],"",[],[],"",0,"",2,1200,174,"","",[],21,"","","","",1118,0,0,"",1844,[],"",[],1,[],-1,[]
1702,"MMSVaalZealotChaosMortar","",[],"",[],[],"",0,"",2,1200,174,"","",[],21,"","","","",1119,0,0,"",1845,[],"",[],1,[],-1,[]
1703,"MMSCenobiteMortarPoison","",[],"",[],[],"",0,"",2,2330,174,"","",[],28,"","","","",0,0,0,"",1846,[],"",[],1,[],-1,[]
1704,"MMSCenobiteMortarExplode","",[],"",[],[],"",0,"",2,2330,174,"","",[],25,"","","","",0,0,0,"",1847,[],"",[],1,[],-1,[]
1705,"MMSCenobiteMortarHeal","",[],"",[],[],"",0,"",2,2300,174,"","",[],21,"","","","",0,0,0,"",1848,[],"",[],1,[],-1,[]
1706,"MMSBootyBlasterSoulRelease","",[],"",[],[],"",0,"",2,1000,193,"","",[],21,"","","","",1064,0,0,"",1849,[],"",[],1,[],-1,[]
1707,"MMSBootyBlasterSoulReleaseFlinch","",[],"",[],[],"",0,"",2,1000,193,"","",[],21,"","","","",1064,0,0,"",1850,[],"",[],1,[],-1,[]
1708,"MPWPirateGrenade","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","","","",0,0,0,"",1851,[],"",[],1,[],-1,[]
1709,"MPWPirateGrenadeBounced","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","","","",0,0,0,"",1852,[],"",[],1,[],-1,[]
1710,"MPWPirateGrenadeOnDeath","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","","","",0,0,0,"",1853,[],"",[],1,[],-1,[]
1711,"MMSCaptainRothSoulMortar","",[],"",[],[],"",0,"",2,1000,193,"","",[],26,"","","","",1069,0,1018,"",1854,[],"",[],1,[],-1,[]
1712,"MMSUndeadVaalGuardGrenadeDeath","",[],"",[],[],"",0,"",2,1500,193,"","",[],46,"","","","",1039,0,0,"",1830,[],"",[],1,[],-1,[]
1713,"MMSGargoyleCandleProjectilePoEM","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",1073,0,0,"",1855,[],"",[],1,[],-1,[]
1714,"MMSFountainStatueBossSkullBarrage","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",1074,0,0,"",1856,[],"",[],1,[],-1,[]
1715,"MMSCreepyHagDebuffProjectile","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",1075,0,0,"",1857,[],"",[],1,[],-1,[]
1716,"MMSWifeMonsterSpiritMortar","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",1076,0,0,"",1858,[],"",[],1,[],-1,[]
1717,"MMASpikerDeathSpike","",[],"",[],[],"",0,"",2,1000,44,"","",[],"","","","","",1126,0,0,"",1859,[],"",[],1,[],-1,[]
1718,"MMSMarakethSanctumSentinelsStatueDaemonFireMortar","",[],"",[],[],"",0,"",2,1000,174,"","",[],"","","","","",0,0,0,"",1861,[],"",[],1,[],-1,[]
1719,"MMSRitualRatTornadoRatMortar","",[],"",[],[],"",0,"",2,1000,387,"","",[],"","","","","",1054,0,0,"",1862,[],"",[],1,[],-1,[]
1720,"MMSHellscapeFleshBossMortar","",[],"",[],[],"",0,"",2,1000,174,"","",[],"","","","","",0,0,0,"",1863,[],"",[],1,[],-1,[]
1721,"MMASpikerDeathSpikeSanctum","",[],"",[],[],"",0,"",2,1000,44,"","",[],"","","","","",1153,0,0,"",1864,[],"",[],1,[],-1,[]
1722,"MMAPorcupineAntSpikeballSanctum","",[],"",[],[],"",0,"",2,1200,194,"","",[],53,"","","","",1078,0,0,"",1865,[],"",[],1,[],-1,[]
1723,"MMSMundaneMagiMortarSanctum","",[],"",[],[],"",0,"",2,1000,193,"","",[],26,"","","","",1081,0,0,"",1866,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[]
1724,"MMSStrongboxUnstableProjectile","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",1083,0,0,"",1867,[],"",[],1,[],-1,[]
1725,"MMSqwe_MMAqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",0,0,0,"",1868,[],"",[],1,[],-1,[]
1726,"MonsterClusterBurst","",[],"",[],[],"",0,"",2,1000,195,"","",[],"","","","","",0,0,0,"",1869,[],"",[],1,[],-1,[]
1727,"RisenArbalestMultiShot","",[],"",[],[],"",0,"",2,1000,44,"","",[],"","","","","",0,0,0,"",1870,[],"",[],1,[],-1,[]
1728,"RisenArbalestBasicProjectile","",[],"",[],[],"",0,"",2,1000,44,"","",[],1,"","","","",0,0,0,"",1871,[],"",[],1,[],-1,[]
1729,"IceCrashIceGoblin","",[],"",[],[],"",0,"",2,1000,199,"","",[],"","","","","",0,0,0,"",1872,[],"",[],1,[],-1,[]
1730,"DeathExplodeBloodWorm","",[],"",[],[],"",0,"",2,1000,200,"","",[],"","","","","",0,2,0,"",1873,[],"",[],1,[],-1,[]
1731,"MinerExcavateElemental","",[],"",[],[],"",0,"",2,1000,201,"","",[],"","","","","",0,0,0,"",1874,[],"",[],1,[],-1,[]
1732,"SkeletonCannonMortar","",[],"",[],[],"",0,"",2,1500,193,"","",[],"","","","","",9,0,0,"",1875,[],"",[],1,[],-1,[]
1733,"MonsterWaitShort","",[],"",[],[],"",0,"",2,1000,202,"","",[],"","","","","",0,0,0,"",1876,[],"",[],1,[],-1,[]
1734,"MonsterWaitVeryShort","",[],"",[],[],"",0,"",2,1000,202,"","",[],"","","","","",0,0,0,"",1877,[],"",[],1,[],-1,[]
1735,"MonsterWaitVeryShortWithLongerCooldown","",[],"",[],[],"",0,"",2,1000,202,"","",[],"","","","","",0,0,0,"",1878,[],"",[],1,[],-1,[]
1736,"ExpeditionApparitionColdBeam","",[],"",[],[],"",0,"",2,9000,205,"","",[],23,"",1,"","",0,1,0,"",1879,[],"",[],1,[],-1,[]
1737,"GoatmanWait","",[],"",[],[],"",0,"",2,1000,202,"","",[],"","","","","",0,0,0,"",1880,[],"",[],1,[],-1,[]
1738,"GoatmanWait2","",[],"",[],[],"",0,"",2,1000,202,"","",[],"","","","","",0,0,0,"",1881,[],"",[],1,[],-1,[]
1739,"SkeletonFrostBlades","",[],"",[],[],"",0,"",2,1000,207,"","",[],1,"","","","",0,0,0,"",1882,[],"",[],1,[],-1,[]
1740,"RisenArbalestSnipe","",[],"",[],[],"",0,"",2,2000,44,"","",[],53,"","","","",0,0,0,"",1883,[],"",[],1,[],-1,[]
1741,"RisenArbalestSnipeSanctum","",[],"",[],[],"",0,"",2,2000,44,"","",[],53,"","","","",0,0,0,"",1883,[],"",[],1,[],-1,[]
1742,"LegionKaruiArcherSnipe","",[],"",[],[],"",0,"",2,2500,44,"","",[],53,"","","","",0,0,0,"",1886,[],"",[],1,[],-1,[]
1743,"SanctumRinSnipe","",[],"",[],[],"",0,"",2,2500,44,"","",[],53,"","","","",0,0,0,"",1885,[],"",[],1,[],-1,[]
1744,"SlaveCatcherNetThrow","",[],"",[],[],"",0,"",2,1000,214,"","",[],"","","","","",0,5,0,"",1887,[],"",[],1,[],-1,[]
1745,"GhostPirateBladeVortex","",[],"",[],[],"",0,"",2,500,259,"","",[],"","","","","",0,0,0,"",1888,[],"",[],1,[],-1,[]
1746,"GhostPirateBladeVortexSpectre","",[],"",[],[],"",0,"",2,500,259,"","",[],"","","","","",0,0,0,"",1889,[],"",[],1,[],-1,[]
1747,"LbRetractableTrap","",[],"",[],[],"",0,"",2,1000,222,"","",[],"","","","","",0,0,0,"",1890,[],"",[],1,[],-1,[]
1748,"BoneStalkerEarthquake","",[],"",[],[],"",0,"",2,1000,225,"","",[],"","","","","",0,4,0,"",1891,[],"",[],1,[],-1,[]
1749,"TombStalkerEarthquake","",[],"",[],[],"",0,"",2,1000,225,"","",[],"","","","","",0,4,0,"",1892,[],"",[],1,[],-1,[]
1750,"NessaCrabTriggeredEarthquake","",[],"",[],[],"",0,"",2,1000,228,"","",[],"","","","","",0,0,0,"",1893,[],"",[],1,[],-1,[]
1751,"ReviveAfterDuration","",[],"",[],[],"",0,"",2,1000,233,"","",[],"","","","","",0,0,0,"",1894,[],"",[],1,[],-1,[]
1752,"SummonAnimatedSwordIncursion","",[],"",[],[],"",0,"",2,1270,174,"","",[],"","","","","",0,0,0,"",1895,[],"",[],1,[],-1,[]
1753,"BetrayalOriathSunder","",[],"",[],[],"",0,"",2,2130,236,"","",[],"","","","","",1,4,0,"",1897,[],"",[],1,[],-1,[]
1754,"IncursionPipeCausticGround","",[],"",[],[],"",0,"",2,500,238,"","",[],"","","","","",0,2,0,"",1898,[],"",[],1,[],-1,[]
1755,"BetrayalTotemCastGroundEffect","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","","","",0,5,0,"",1899,[],"",[],1,[],-1,[]
1756,"BarrelCastGroundEffectBurningGroundSmall","",[],"",[],[],"",0,"",2,100,238,"","",[],"","","","","",0,0,0,"",1900,[],"",[],1,[],-1,[]
1757,"DeliriumLightningDemonShockedGroundUnique","",[],"",[],[],"",0,"",2,500,238,"","",[],"","","","","",0,7,0,"",1901,[],"",[],1,[],-1,[]
1758,"HarvestVultureCausticGroundOnSummon","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","","","",0,2,0,"",1902,[],"",[],1,[],-1,[]
1759,"HeistSnipeAttachedPoisonGas","",[],"",[],[],"",0,"",2,1000,239,"","",[],"","","","","",0,2,0,"",1903,[],"",[],1,[],-1,[]
1760,"HeistCultistYellowCanisterGround","",[],"",[],[],"",0,"",2,1000,239,"","",[],"","","","","",0,3,0,"",1904,[],"",[],1,[],-1,[]
1761,"HeistMilitaryMinibossFlameWallGroundInner","",[],"",[],[],"",0,"",2,1000,239,"","",[],"","","","","",0,0,0,"",1905,[],"",[],1,[],-1,[]
1762,"HeistMilitaryMinibossFlameWallGroundOuter","",[],"",[],[],"",0,"",2,1000,239,"","",[],"","","","","",0,0,0,"",1906,[],"",[],1,[],-1,[]
1763,"HeistMilitaryMinibossFlameWallGroundCenter","",[],"",[],[],"",0,"",2,1000,239,"","",[],"","","","","",0,0,0,"",1907,[],"",[],1,[],-1,[]
1764,"CGEHeistThugTarGround","",[],"",[],[],"",0,"",2,1000,239,"","",[],"","","","","",0,27,0,"",1908,[],"",[],1,[],-1,[]
1765,"CGEHeistRobotGolemBurningGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","","","",0,0,0,"",1909,[],"",[],1,[],-1,[]
1766,"CGEExpeditionZombie","",[],"",[],[],"",0,"",2,1000,239,"","",[],"","","","","",0,8,0,"",1910,[],"",[],1,[],-1,[]
1767,"CGEArchnemesisShockedGround","",[],"",[],[],"",0,"",2,100,238,"","",[],"","","","","",0,7,0,"",1911,[],"",[],1,[],-1,[]
1768,"CGEArchnemesisShockedGroundParent","",[],"",[],[],"",0,"",2,100,238,"","",[],"","","","","",0,7,0,"",1912,[],"",[],1,[],-1,[]
1769,"CGEArchnemesisBurningGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","","","",0,0,0,"",1913,[],"",[],1,[],-1,[]
1770,"CGEArchnemesisBurningGroundParent","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","","","",0,0,0,"",1914,[],"",[],1,[],-1,[]
1771,"CGEArchnemesisColdSnapGround","",[],"",[],[],"",0,"",2,100,238,"","",[],"","","","","",0,8,0,"",1915,[],"",[],1,[],-1,[]
1772,"CGEArchnemesisColdSnapGroundParent","",[],"",[],[],"",0,"",2,100,238,"","",[],"","","","","",0,8,0,"",1916,[],"",[],1,[],-1,[]
1773,"CGEArchnemesisCausticGround","",[],"",[],[],"",0,"",2,100,238,"","",[],"","","","","",0,2,0,"",1917,[],"",[],1,[],-1,[]
1774,"CGEArchnemesisFlameWalkerGround","",[],"",[],[],"",0,"",2,100,238,"","",[],"","","","","",0,0,0,"",1918,[],"",[],1,[],-1,[]
1775,"CGEArchnemesisFrostWalkerGround","",[],"",[],[],"",0,"",2,100,238,"","",[],"","","","","",0,1,0,"",1919,[],"",[],1,[],-1,[]
1776,"CGEArchnemesisLightningWalkerGround","",[],"",[],[],"",0,"",2,100,238,"","",[],"","","","","",0,7,0,"",1920,[],"",[],1,[],-1,[]
1777,"CGEMonsterModGlacialPrison","",[],"",[],[],"",0,"",2,1000,239,"","",[],"","","","","",0,1,0,"",1921,[],"",[],1,[],-1,[]
1778,"CGEConsumeBossOrbDrippings","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","","","",0,7,0,"",1922,[],"",[],1,[],-1,[]
1779,"CGEWetaColdSnapGround","",[],"",[],[],"",0,"",2,100,239,"","",[],"","","","","",0,8,0,"",1923,[],"",[],1,[],-1,[]
1780,"CGECannibalShamanSwampGround","",[],"",[],[],"",0,"",2,1000,239,"","",[],"","","","","",0,2,0,"",1924,[],"",[],1,[],-1,[]
1781,"CGESnakeLadySnakeChargedSpit","",[],"",[],[],"",0,"",2,1000,239,"","",[],"","","","","",0,2,0,"",1925,[],"",[],1,[],-1,[]
1782,"CGETrenchHagVortex","",[],"",[],[],"",0,"",2,2000,239,"","",[],34,"","","","",0,8,0,"",1926,[],"",[],1,[],-1,[]
1783,"CGELegionaireSmokeGround","",[],"",[],[],"",0,"",2,1000,239,"","",[],"","","","","",0,4,0,"",1927,[],"",[],1,[],-1,[]
1784,"CGELegionaireCausticGround","",[],"",[],[],"",0,"",2,1000,239,"","",[],"","","","","",0,2,0,"",1928,[],"",[],1,[],-1,[]
1785,"CGEVaalZealotBloodGround","",[],"",[],[],"",0,"",2,2000,239,"","",[],23,"","","","",0,15,0,"",1929,[],"",[],1,[],-1,[]
1786,"CGEViperNapuatziSnakeGroundDegen","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","","","",0,2,0,"",1930,[],"",[],1,[],-1,[]
