"rownum","Id","BuffDefinition","Buff_StatValues","AuraRadius","[i32]_44","[i32]_60","BuffVisual","f32_92","bool_96","Stats","i32_113","i32_117","bool_121","rid_122","bool_138"
250,"BestiaryModTigerSpiritBossMinions",1019,"[0,0,0,0]",50,"[1,2]",[],"",0,1,"[70,84,543,95]",1,0,"","",""
251,"UniqueNearbyAlliesAreLucky",1080,[0],50,"[2,10]",[],"",0,1,[7702],1,0,"","",""
252,"NearbyEnemiesReducedStunRecoveryUnique__1",1103,[0],60,[3],[],"",0,1,[215],1,0,"","",""
253,"NearbyEnemiesGrantIncreasedFlaskChargesUnique__1",1104,[0],60,[3],[],"",0,1,[448],1,0,"","",""
254,"NearbyEnemiesHaveIncreasedChanceToBeCritUnique__1",1106,[0],60,[3],[],"",0,1,[8574],1,0,"","",""
255,"NearbyEnemiesHaveIncreasedChanceToBeCritUnique__2",1105,[0],60,[3],[],"",0,1,[8570],1,0,"","",""
256,"NearbyEnemiesHaveReducedAllResistancesUnique__1",1107,[0],60,[3],[],"",0,1,[7230],1,0,"","",""
257,"DelveHelmetEnemyFireResistanceAura1",1093,[0],60,[3],[],"",0,1,[138],1,0,"","",""
258,"DelveHelmetEnemyColdResistanceAura1",1094,[0],60,[3],[],"",0,1,[140],1,0,"","",""
259,"DelveHelmetEnemyLightningResistanceAura1",1095,[0],60,[3],[],"",0,1,[142],1,0,"","",""
260,"DelveHelmetEnemyPhysicalDamageTakenAura1",1097,[0],60,[3],[],"",0,1,[534],1,0,"","",""
261,"DelveHelmetEnemyChaosResistanceAura1",1096,[0],60,[3],[],"",0,1,[144],1,0,"","",""
262,"HellscapeEnemyFireResistanceAura1",1098,[0],60,[3],[],"",0,1,[138],1,0,"","",""
263,"HellscapeEnemyColdResistanceAura1",1099,[0],60,[3],[],"",0,1,[140],1,0,"","",""
264,"HellscapeEnemyLightningResistanceAura1",1100,[0],60,[3],[],"",0,1,[142],1,0,"","",""
265,"HellscapeEnemyPhysicalDamageTakenAura1",1102,[0],60,[3],[],"",0,1,[534],1,0,"","",""
266,"HellscapeEnemyChaosResistanceAura1",1101,[0],60,[3],[],"",0,1,[144],1,0,"","",""
267,"UniqueEnemyNoChaosResistanceAura1",2057,[0],60,[3],[],"",0,1,[13364],1,0,"","",""
268,"TriggerFeastOfFleshSkillUnique__1_",1137,[0],0,[],[],"",0,1,[4771],1,0,"","",""
269,"TriggerRandomOfferingSkillUnique__1",1137,[0],0,[],[],"",0,1,[4771],1,0,"","",""
270,"BetrayalBannerAuraMod",1161,"[0,0,0]",24,[2],[],0,0,1,"[24,439,466]",1,0,"","",""
271,"NearbyEnemiesCannotCritUnique__1",1198,[0],60,[3],[],"",0,1,[705],1,0,"","",""
272,"NearbyAlliesCannotBeSlowedUnique__1",1199,[0],50,"[2,10]",[],"",0,1,[3282],1,0,"","",""
273,"ElementalAilmentsOnYouInsteadOfAlliesUnique__1",1238,[0],60,[2],[],"",0,1,[9098],1,0,"","",""
274,"RareMonsterPack",390,[],0,[],[],1139,0,1,[],1,0,"","",""
275,"BlightDaemonDeathEPKFireVolatiles_",390,[],0,[],[],1172,0,1,[],1,0,"","",""
276,"BlightDaemonDeathEPKColdSnaps",390,[],0,[],[],1173,0,1,[],1,0,"","",""
277,"BlightDaemonDeathEPKLightningZaps",390,[],0,[],[],1174,0,1,[],1,0,"","",""
278,"BlightDaemonDeathEPKPhysicalBlood_",390,[],0,[],[],1175,0,1,[],1,0,"","",""
279,"BlightDaemonDeathEPKChaosGhosts",390,[],0,[],[],1176,0,1,[],1,0,"","",""
280,"AtlasCrusaderClericAura",1338,"[0,0]",21,[2],[],"",0,1,"[437,648]",1,0,"","",""
281,"AtlasCrusaderClericAuraSpectre",1338,"[0,0]",21,[2],[],"",0,1,"[437,648]",1,0,"","",""
282,"NearbyEnemiesIncreasedFireColdResistUnique__1_",1359,"[0,0]",30,[3],[],"",0,1,"[9696,9697]",1,0,"","",""
283,"EnemyLightningResistanceAuraInfluence1_",1095,[0],60,[3],[],"",0,1,[142],1,0,"","",""
284,"EnemyFireResistanceAuraInfluence1",1093,[0],60,[3],[],"",0,1,[138],1,0,"","",""
285,"EnemyColdResistanceAuraInfluence1__",1094,[0],60,[3],[],"",0,1,[140],1,0,"","",""
286,"EnemyChaosResistanceAuraInfluence1_",1096,[0],60,[3],[],"",0,1,[144],1,0,"","",""
287,"NearbyEnemiesAreBlindedInfluence1_",1409,[],35,[3],[9],"",0,1,[],1,0,"","",""
288,"MonsterAfflictionMagicRandomPackTeleport",390,[],0,[],[],1304,0,1,[],1,0,"","",""
289,"MonsterAfflictionMagicRewardLightningBolt",390,[],0,[],[],1304,0,1,[],1,0,"","",""
290,"MonsterAfflictionMagicRewardFireSnap",390,[],0,[],[],1302,0,1,[],1,0,"","",""
291,"MonsterAfflictionMagicRewardFrostOrbs_",390,[],0,[],[],1303,0,1,[],1,0,"","",""
292,"MonsterAfflictionMagicRewardSlamma",390,[],0,[],[],1305,0,1,[],1,0,"","",""
293,"MonsterAfflictionMagicRewardSoulMortarOnDeath",390,[],0,[],[],1299,0,1,[],1,0,"","",""
294,"MonsterAfflictionMagicRewardSpineCascadeOnDeath",390,[],0,[],[],1300,0,1,[],1,0,"","",""
295,"MonsterAfflictionMagicRewardDebuffRecoveryRate__",390,[],0,[],[],1301,0,1,[],1,0,"","",""
296,"MonsterAfflictionMagicRewardDebuffActionSpeed",390,[],0,[],[],1301,0,1,[],1,0,"","",""
297,"MonsterAfflictionMagicRewardDebuffDamageTaken",390,[],0,[],[],1301,0,1,[],1,0,"","",""
298,"MonsterAfflictionMagicRewardDebuffFlaskEffect_",390,[],0,[],[],1301,0,1,[],1,0,"","",""
299,"MonsterAfflictionHasDestroyCorpseSummonMonsterDaemon",390,[],0,[],[],1306,0,1,[],1,0,"","",""
300,"MonsterAfflictionHasDestroyCorpseProjectileCascadeDaemon",390,[],0,[],[],1306,0,1,[],1,0,"","",""
301,"MonsterAfflictionHasDestroyCorpseDegenZoneDaemon",390,[],0,[],[],1306,0,1,[],1,0,"","",""
302,"MonsterAfflictionHasTeleportAndExplodeOnDeathDaemon",390,[],0,[],[],1298,0,1,[],1,0,"","",""
303,"MonsterAfflictionFlameblastOnDeath",390,[],0,[],[],1297,0,1,[],1,0,"","",""
304,"MonsterAfflictionVolatileOnDeath",390,[],0,[],[],1300,0,1,[],1,0,"","",""
305,"MonsterAfflictionAnomalyOnDeath",390,[],0,[],[],1296,0,1,[],1,0,"","",""
306,"MonsterAfflictionSpawnDemonPackOnDeath__",390,[],0,[],[],1301,0,1,[],1,0,"","",""
307,"MonsterAfflictionSpawnDemonPackOnDeathMagic",390,[],0,[],[],1301,0,1,[],1,0,"","",""
308,"MonsterAfflictionFirestormOnDeath",390,[],0,[],[],1300,0,1,[],1,0,"","",""
309,"NearbyEnemiesAreChilledUnique__1",1409,[],30,[3],[1],"",0,1,[],1,0,"","",""
310,"GainAreaOfEffectPluspercentOnManaSpentUnique__1",1506,[],0,[],[],"",0,1,[],1,0,"","",""
311,"UniqueSecretBladeGrantHiddenBlade",1515,[],0,[],"[500,1]","",0,1,[],1,0,"","",""
312,"ManaRegenerationAuraUnique__1",1538,[0],75,"[1,2,10]",[],"",0,1,[124],1,0,"","",""
313,"FortifyEffectCrushed1",1485,[0],0,[],[],"",0,1,[1039],1,0,"","",""
314,"FortifyEffectCrushed2_",1485,[0],0,[],[],"",0,1,[1039],1,0,"","",""
315,"FortifyEffectCrushed3_",1485,[0],0,[],[],"",0,1,[1039],1,0,"","",""
316,"NearbyEnemiesAreBlindedInfluenceMaven",1409,[],35,[3],[9],"",0,1,[],1,0,"","",""
317,"EnemyPhysicalDamageTakenAuraUberMaven",1097,[0],60,[3],[],"",0,1,[534],1,0,"","",""
318,"EnemyElementalDamageTakenAuraUberMaven_",1417,[0],60,[3],[],"",0,1,[3379],1,0,"","",""
319,"EnemyLightningResistanceAuraInfluenceMaven",1095,[0],60,[3],[],"",0,1,[142],1,0,"","",""
320,"EnemyFireResistanceAuraInfluenceMaven",1093,[0],60,[3],[],"",0,1,[138],1,0,"","",""
321,"EnemyColdResistanceAuraInfluenceMaven",1094,[0],60,[3],[],"",0,1,[140],1,0,"","",""
322,"EnemyChaosResistanceAuraInfluenceMaven",1096,[0],60,[3],[],"",0,1,[144],1,0,"","",""
323,"LocalDisplayYouAndNearbyAlliesHaveIncreasedItemRarityUnique__1",1631,[0],60,"[10,2,1]",[],"",0,1,[147],1,0,"","",""
324,"MonsterSirusInfluenced",1654,"[0,0,0,0,0]",0,[],[],"",0,1,"[728,171,1895,6746,24]",1,0,"","",""
325,"UltimatumAcceleratingMonsters",1691,[0],0,[],[],"",0,1,[20267],1,0,"","",""
326,"UltimatumDaemonGraveyard_",1727,[],28,"[2,11]",[],"",0,1,[],1,0,"","",""
327,"UltimatumDaemonGraveyardRuin",1729,[],28,"[2,11]",[],"",0,1,[],1,0,"","",""
328,"NemesisAlliesTakeNoDamagePulse_",390,[],0,[],[],1597,0,1,[],1,0,"","",""
329,"HearbyEnemiesAreHinderedUltimatum_",1411,[0],28,[3],[],509,0,1,[10885],1,0,"","",""
330,"MonsterChilledAura",1409,[],30,[3],"[15,25]",1639,0,1,[],1,0,"","",""
331,"MonsterChilledAuraSkitterbot",1409,[],20,[3],[1],374,0,1,[],1,0,"","",""
332,"MonsterShockedAuraSkitterbot",1409,[],20,[3],[2],375,0,1,[],1,0,"","",""
333,"ExpeditionDamageTakenLerp",842,"[-98,0,7000]",0,[],[],"",7,"",[],1,0,"","",""
334,"ExpeditionOlrothRighteousFire",16,[975000],16,"[3,5]",[],1654,0,1,[],1,0,"","",""
335,"ExpeditionOlrothBlind",195,"[-30,-30]",16,"[3,5]",[],"",0,1,[],1,0,"","",""
336,"MonsterTotemAuraSlow1",152,[0],50,[3],[],"",0,1,[171],1,0,"","",""
337,"MonsterTotemAuraLifeRegen1",106,[0],60,"[1,2]",[],"",0,1,[439],1,0,"","",""
338,"MonsterTotemAuraDamage1",102,[0],60,"[1,2]",[],"",0,1,[26],1,0,"","",""
339,"MonsterTotemAuraSpeed1",104,"[0,0,0]",60,"[1,2]",[],"",0,1,"[70,210,171]",1,0,"","",""
340,"MonsterTotemAuraResists1",107,[0],60,"[1,2]",[],"",0,1,[135],1,0,"","",""
341,"MonsterTotemAuraEnemyLifeDegen1",112,[0],60,[3],[],"",0,1,[440],1,0,"","",""
342,"MonsterTotemAuraEvasion1",197,[0],60,"[1,2]",[],"",0,1,[113],1,0,"","",""
343,"MonsterTotemAuraAddedFireDamage1",191,[0],60,"[1,2]",[],"",0,1,[435],1,0,"","",""
344,"MonsterTotemAuraAddedColdDamage1",190,[0],60,"[1,2]",[],"",0,1,[436],1,0,"","",""
345,"MonsterTotemAuraAddedLightningDamage1",192,[0],60,"[1,2]",[],"",0,1,[437],1,0,"","",""
346,"CorpseSinkEffect",1794,[],0,[],"[10,1500,1500]","",2.5,"",[],1,0,"","",""
347,"DeathGripAura",1803,[],60,[3],[],"",0,1,[],1,0,"","",""
348,"InjectedLiquid",1807,[],0,[],[],"",0,1,[],1,0,"","",""
349,"TornadoMovement",1832,[200],0,[],"[750,4,20]","",0,1,[],1,0,"","",""
350,"HellscapeTentacleGrab",1851,[-50],0,[],[],"",0,1,[],1,0,"","",""
351,"ArchnemesisBerserker",1880,"[0,0,0,0,0,0]",0,[],[],"",0,1,"[24,171,466,728,70,210]",1,0,"","",""
352,"MonsterPreventRecoveryAura1",111,[0],42,[3],[],"",0,1,[14768],1,0,"","",""
353,"PlayerMonsterPreventRecoveryAura1",111,[0],42,[3],[],"",0,1,[14768],1,0,"","",""
354,"ArchnemesisArcaneEnchanted",1883,[],0,[],[],"",0,1,[],1,0,"","",""
355,"ArchnemesisDamageTakenLerp",841,"[-90,0,6000]",0,[],[],"",6,"",[],1,0,"","",""
356,"ArchnemesisUnionOfSouls",1884,[0],0,[],[],"",0,1,[4771],1,0,"","",""
357,"ArchnemesisSplitting",1885,"[0,0,0]",0,[],[2],"",0,1,"[640,171,728]",1,0,"","",""
358,"ArchnemesisBloodletter",1409,[],30,[3],[10],1733,0,1,[],1,0,"","",""
359,"ArchnemesisOppressor",1894,"[0,0,0]",50,[3],[],"",0,1,"[14579,466,171]",1,0,"","",""
360,"MonsterTemporalAura1",1893,"[0,0,0]",32,[3],[],"",0,1,"[338,6007,3239]",1,0,"","",""
361,"PlayerMonsterTemporalAura1",1893,"[0,0,0]",32,[3],[],"",0,1,"[338,6007,3239]",1,0,"","",""
362,"MonsterFlaskDrainAura1",1891,[0],36,"[3,5]",[],"",0,1,[19794],1,0,"","",""
363,"PlayerMonsterFlaskDrainAura1",1891,[0],36,"[3,5]",[],"",0,1,[19794],1,0,"","",""
364,"ArchnemesisDivineTouchedMinion",1907,[0],0,[],[],"",0,1,[134],1,0,"","",""
365,"MonsterHinderAura1",1409,[],30,[3],"[6,-30]",100,0,1,[],1,0,"","",""
366,"PlayerMonsterHinderAura1",1409,[],30,[3],"[6,-30]",100,0,1,[],1,0,"","",""
367,"acceleration_player",254,"[-50,80,1]",0,[],[],"",0,1,[],1,0,"","",""
368,"acceleration_monster",254,"[-60,100,1]",0,[],[],262,0,1,[],1,0,"","",""
369,"regen_player",257,"[600,400,1]",0,[],[],"",0,1,[],1,0,"","",""
370,"regen_monster",257,"[400,400,1]",0,[],[],262,0,1,[],1,0,"","",""
371,"brutal_player",255,"[50,1,30,1,1]",0,[],[],"",0,1,[],1,0,"","",""
372,"brutal_monster",255,"[50,1,30,1,1]",0,[],[],262,0,1,[],1,0,"","",""
373,"thorns_player",256,"[18,18,1]",0,[],[],"",0,1,[],1,0,"","",""
374,"thorns_monster",256,"[18,18,1]",0,[],[],262,0,1,[],1,0,"","",""
375,"diamond_player",258,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
376,"diamond_monster",258,"[1,1]",0,[],[],262,0,1,[],1,0,"","",""
377,"fire_player",259,[1],0,[],[],"",0,1,[],1,0,"","",""
378,"cold_player",261,[1],0,[],[],"",0,1,[],1,0,"","",""
379,"lightning_player",260,[1],0,[],[],"",0,1,[],1,0,"","",""
380,"arc_player",262,[1],0,[],[],"",0,1,[],1,0,"","",""
381,"skeleton_player",264,[1],0,[],[],"",0,1,[],1,0,"","",""
382,"smoke_player",263,[1],0,[],[],"",0,1,[],1,0,"","",""
383,"shrine_echoing_monster",265,"[100,100,1,1]",0,[],[],262,0,1,[],1,0,"","",""
384,"shrine_echoing_player",265,"[100,100,1,1]",0,[],[],"",0,1,[],1,0,"","",""
385,"curses_monster",266,"[100,1]",0,[],[],262,0,1,[],1,0,"","",""
386,"curses_player",266,"[0,1]",0,[],[],"",0,1,[],1,0,"","",""
387,"massive_player",267,"[30,40,40,1]",0,[],[],"",0,1,[],1,0,"","",""
388,"massive_monster",267,"[20,155,60,1]",0,[],[],262,0,1,[],1,0,"","",""
389,"defence_player",268,"[100,100,100,0,0,0,1]",0,[],[],"",0,1,[],1,0,"","",""
390,"defence_monster",268,"[0,0,0,-20,20,20,1]",0,[],[],262,0,1,[],1,0,"","",""
391,"resistance_player",270,"[50,10,1]",0,[],[],"",0,1,[],1,0,"","",""
392,"resistance_monster",270,"[50,10,1]",0,[],[],262,0,1,[],1,0,"","",""
393,"godmode_player",269,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
394,"godmode_monster",269,"[1,1]",0,[],[],262,0,1,[],1,0,"","",""
395,"rare_monsters_drop_uniques",537,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
396,"acceleration_lesser",254,"[-10,30,1]",0,[],[],"",0,1,[],1,0,"","",""
397,"brutal_lesser",255,"[20,1,20,0,1]",0,[],[],"",0,1,[],1,0,"","",""
398,"regen_lesser",257,"[200,200,1]",0,[],[],"",0,1,[],1,0,"","",""
399,"massive_lesser",267,"[10,20,20,1]",0,[],[],"",0,1,[],1,0,"","",""
400,"resistance_lesser",270,"[25,2,1]",0,[],[],"",0,1,[],1,0,"","",""
401,"defence_lesser",268,"[50,50,50,0,0,0,1]",0,[],[],"",0,1,[],1,0,"","",""
402,"resonating_player",1220,"[20,60,40,4,4,4,4,4,5,1]",0,[],[],"",0,1,[],1,0,"","",""
403,"resonating_monster",1220,"[100,0,0,0,0,0,0,0,0,1]",0,[],[],262,0,1,[],1,0,"","",""
404,"gloom_player",1221,"[10,40,1]",0,[],[],"",0,1,[],1,0,"","",""
405,"gloom_monster",1221,"[10,0,1]",0,[],[],262,0,1,[],1,0,"","",""
406,"RoyaleShrineAccelerating",254,"[-40,50,1]",0,[],[],"",20,"",[],1,0,"","",""
407,"RoyaleShrineBrutal",255,"[40,1,30,1,1]",0,[],[],"",20,"",[],1,0,"","",""
408,"RoyaleShrineBurning",259,[1],0,[],[],"",20,"",[],1,0,"","",""
409,"RoyaleShrineCharged",1220,"[20,60,40,4,4,4,4,4,5,1]",0,[],[],"",20,"",[],1,0,"","",""
410,"RoyaleShrineDiamond",1887,"[500,1]",0,[],[],"",20,"",[],1,0,"","",""
411,"RoyaleShrineEchoing",265,"[100,100,1,1]",0,[],[],"",20,"",[],1,0,"","",""
412,"RoyaleShrineFreezing",261,[1],0,[],[],"",20,"",[],1,0,"","",""
413,"RoyaleShrineGloom",1221,"[10,25,1]",0,[],[],"",20,"",[],1,0,"","",""
414,"RoyaleShrineHexing",266,"[100,1]",0,[],[],"",20,"",[],1,0,"","",""
415,"RoyaleShrineImpenetrable",268,"[100,100,100,0,0,0,1]",0,[],[],"",20,"",[],1,0,"","",""
416,"RoyaleShrineLightning",260,[1],0,[],[],"",20,"",[],1,0,"","",""
417,"RoyaleShrineMassive",267,"[30,40,30,1]",0,[],[],"",20,"",[],1,0,"","",""
418,"RoyaleShrineReplenishing",257,"[300,300,1]",0,[],[],"",20,"",[],1,0,"","",""
419,"RoyaleShrineResistance",270,"[30,0,1]",0,[],[],"",20,"",[],1,0,"","",""
420,"RoyaleShrineShrouded",263,[1],0,[],[],"",20,"",[],1,0,"","",""
421,"RoyaleShrineStatic",262,[1],0,[],[],"",20,"",[],1,0,"","",""
422,"shrine_fire_2_player ",2504,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
423,"shrine_fire_2_monster",2504,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
424,"shrine_lightning_2_player ",2505,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
425,"shrine_lightning_2_monster",2505,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
426,"shrine_cold_2_player ",2506,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
427,"shrine_cold_2_monster",2506,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
428,"shrine_gloom_2_player ",2508,"[50,100,1]",0,[],[],"",0,1,[],1,0,"","",""
429,"shrine_gloom_2_monster",2508,"[35,0,1]",0,[],[],"",0,1,[],1,0,"","",""
430,"shrine_acceleration_2_player ",2509,"[60,40,1]",0,[],[],"",0,1,[],1,0,"","",""
431,"shrine_acceleration_2_monster",2509,"[30,30,1]",0,[],[],"",0,1,[],1,0,"","",""
432,"shrine_godmode_2_player ",2510,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
433,"shrine_godmode_2_monster",2510,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
434,"shrine_magicfind_2_player ",2511,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
435,"shrine_magicfind_2_monster",2512,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
436,"shrine_massive_2_player ",2513,"[100,50,1]",0,[],[],"",0,1,[],1,0,"","",""
437,"shrine_massive_2_monster",2513,"[100,100,1]",0,[],[],"",0,1,[],1,0,"","",""
438,"shrine_regeneration_2_player ",2514,"[600,600,1]",0,[],[],"",0,1,[],1,0,"","",""
439,"shrine_regeneration_2_monster",2514,"[0,900,1]",0,[],[],"",0,1,[],1,0,"","",""
440,"shrine_experience_2_player ",2515,"[100,1]",0,[],[],"",0,1,[],1,0,"","",""
441,"shrine_experience_2_monster",2516,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
442,"shrine_goldfind_2_player ",2517,"[1,1,100]",0,[],[],"",0,1,[],1,0,"","",""
443,"shrine_goldfind_2_monster",2518,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
444,"shrine_resistance_2_player ",2519,"[50,10,1]",0,[],[],"",0,1,[],1,0,"","",""
445,"shrine_resistance_2_monster",2519,"[50,10,1]",0,[],[],"",0,1,[],1,0,"","",""
446,"shrine_critical_2_player ",2520,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
447,"shrine_critical_2_monster",2520,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
448,"shrine_corrupt_2_player",2521,"[1,0,1]",0,[],[],"",0,1,[],1,0,"","",""
449,"shrine_corrupt_2_monster",2522,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
450,"unqiue_guiding_palm_shrine_fire",2504,"[1,0]",0,[],[],2380,0,1,[],1,0,"","",""
451,"unqiue_guiding_palm_shrine_lightning",2505,"[1,0]",0,[],[],2381,0,1,[],1,0,"","",""
452,"unqiue_guiding_palm_shrine_cold",2506,"[1,0]",0,[],[],2382,0,1,[],1,0,"","",""
453,"unique_closed_fist_shrine_chaos",2508,"[0,100,1]",0,[],[],2383,0,1,[],1,0,"","",""
454,"MonsterLivingCrystals",1889,[],0,[],[],"",0,1,[],1,0,"","",""
455,"PlayerMonsterLivingCrystals",1889,[],0,[],[],"",0,1,[],1,0,"","",""
456,"ArchnemesisDefender",1927,[],0,[],[],"",0,1,[],1,0,"","",""
457,"InfiniteHungerSideArenaDebuff",1897,"[6500,3500,-8]",0,[],[],"",0,1,[],1,0,"","",""
458,"shrine_greed_monster",1898,"[100,30,0,0,-70,1]",0,[],[],"",0,1,[],1,0,"","",""
459,"shrine_greed_player",1898,"[0,0,50,15,20,1]",0,[],[],"",0,1,[],1,0,"","",""
460,"NearbyStationaryEnemiesGainGraspingVineUnique",898,[],30,[3],"[1000,1]","",0,1,[],1,0,"","",""
461,"InfiniteHungerDrowningDebuff",1914,[9],0,[],[150],"",0,1,[],1,0,"","",""
462,"InfluenceStatConditionPresenceUniqueMonster",1924,[],0,[],[],"",0,1,[],1,0,1,"",""
463,"InfluenceStatConditionPresenceCelestialBoss",1925,[],0,[],[],"",0,1,[],1,0,1,"",""
464,"TangleDrowning",1409,[],8,"[10,3,11,6]","[17,75,2500]","",0,1,[],1,0,"","",""
465,"InfiniteHungerTeleportImmobilise",1938,[100],0,[],[],"",1.25,"",[],1,0,"","",""
466,"TangleTentacleOrbZapped",1922,"[240,-5]",0,[],[],"",5,"",[],1,0,"","",""
467,"TangleTentacleOrbZappedExplosion",1922,"[240,-5]",0,[],[],"",5,"",[],10,0,"","",""
468,"AltarDownsidePhysToFireConvertAura",1932,[100],40,[3],[],"",0,1,[],1,0,"","",""
469,"AltarDownsidePhysToColdConvertAura",1933,[100],40,[3],[],"",0,1,[],1,0,"","",""
470,"AltarDownsidePhysToLightningConvertAura",1934,[100],40,[3],[],"",0,1,[],1,0,"","",""
471,"AltarDownsidePhysToChaosConvertAura",1935,[100],40,[3],[],"",0,1,[],1,0,"","",""
472,"AltarDownsideNearbyEnemiesAreHindered",1411,[1],28,[3],[],509,0,1,[10885],1,0,"","",""
473,"TangledAltarDownsidePlayerTaintedFrenzy",1942,[-4],0,[],[],"",0,1,[],1,0,"","",""
474,"TangledAltarDownsidePlayerTaintedEndurance",1943,[-4],0,[],[],"",0,1,[],1,0,"","",""
475,"TangledAltarDownsidePlayerTaintedPower",1944,[-4],0,[],[],"",0,1,[],1,0,"","",""
476,"NearbyEnemiesAreScorchedUnique__1",1409,[],30,[3],[16],"",0,1,[],1,0,"","",""
477,"CleansingFireSnakeSecondaryDebuff",1948,"[-5,-50]",0,[],[],"",10,"",[],1,0,"","",""
478,"SentinelTagA",1953,[],0,[],[],"",0,1,[],1,0,"","",""
479,"SentinelTagB",1954,[],0,[],[],"",0,1,[],1,0,"","",""
480,"SentinelTagC",1955,[],0,[],[],"",0,1,[],1,0,"","",""
481,"SentinelPetrify",577,"[1,5]",0,[],[],"",0,"",[],1,0,"",15548,""
482,"SentinelPlayerTailwind",1000,"[1,3,15]",0,[],[],"",0,"",[],1,0,"",15556,""
483,"SentinelDebilatate",1470,"[-10,-10]",0,[],[],"",0,"",[],1,0,"",15555,""
484,"PhylacteralLinkInvulnerable",386,[],0,[],[],"",0,1,[],1,0,"","",""
485,"PhylacteralLinkVulnerable",387,[],0,[],[],"",7,"",[],1,0,"","",""
486,"SentinelAngerAura",166,"[1,109,155,109,155,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
487,"SentinelDeterminationAura",158,"[1,2051,49,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
488,"SentinelFireResistAura",161,[41],60,[2],[],"",0,1,[],1,0,"","",""
489,"SentinelPurityAura",160,[34],60,[2],[],"",0,1,[],1,0,"","",""
490,"SentinelHatredAura",167,"[1,25,18,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
491,"SentinelGraceAura",159,"[1,2575,29,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
492,"SentinelColdResistAura",162,[41],60,[2],[],"",0,1,[],1,0,"","",""
493,"SentinelHasteAura",169,"[1,16,16,9,0,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
494,"SentinelWrathAura",168,"[1,16,248,21,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
495,"SentinelDisciplineAura",165,"[217,30]",60,[2],[],"",0,1,[],1,0,"","",""
496,"SentinelLightningResistAura",163,[41],60,[2],[],"",0,1,[],1,0,"","",""
497,"SentinelZealotryAura",1182,"[1,15,39,10,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
498,"SentinelMalevolenceAura",1184,"[1,20,19,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
499,"SentinelAccelerating",254,"[-50,80,1]",0,[],[],"",0,"",[],1,0,"",15688,""
500,"SentinelResonating",1220,"[20,60,40,4,4,4,4,4,5,1]",0,[],[],"",0,"",[],1,0,"",15689,""
501,"SentinelDiamond",258,"[1,1]",0,[],[],"",0,"",[],1,0,"",15690,""
502,"SentinelGloom",1221,"[10,40,1]",0,[],[],"",0,"",[],1,0,"",15691,""
503,"SentinelResistance",270,"[50,10,1]",0,[],[],"",0,"",[],1,0,"",15692,""
504,"SentinelMassive",267,"[30,40,40,1]",0,[],[],"",0,"",[],1,0,"",15693,""
505,"SentinelEchoing",265,"[100,100,1,1]",0,[],[],"",0,"",[],1,0,"",15694,""
506,"SentinelImpenetrable",268,"[100,100,100,0,0,0,1]",0,[],[],"",0,"",[],1,0,"",15695,""
507,"SentinelAdrenaline",996,"[1,100,25,25,25,10]",0,[],[],"",0,"",[],1,0,"",15696,""
508,"SentinelEnduranceCharge",31,[],0,[],[],"",0,"",[],3,0,"",15697,""
509,"SentinelPowerCharge",32,[],0,[],[],"",0,"",[],3,0,"",15698,""
510,"SentinelFrenzyCharge",30,[],0,[],[],"",0,"",[],3,0,"",15699,""
511,"SentinelMalediction",997,"[-10,10]",0,[],[],"",0,"",[],1,0,"","",""
512,"LoseSoulEaterWhileNoUniqueInPresence",1970,[0],0,[],[],"",0,1,[15776],1,0,"","",""
513,"TouchOfFire",1973,[],0,[],[],"",0,1,[],1,0,"","",""
514,"shrine_brineking_player",1984,"[0,100,100,1,20,0,0,0,1]",0,[],[],"",0,1,[],1,0,"","",""
515,"shrine_brineking_monster",1984,"[50,100,100,0,0,10,50,10,1]",0,[],[],262,0,1,[],1,0,"","",""
