"rownum","BaseItemType","AddedMods","NegativeWeight_Tags","NegativeWeight_Values","ForcedAddMods","ForbiddenDelveCraftingTags","AllowedDelveCraftingTags","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","HasLuckyRolls","bool_119","SellPrice_Mods","CanRollWhiteSockets","Weight_Tags","Weight_Values","DelveCraftingModifierDescriptions","BlockedDelveCraftingModifierDescriptions","bool_201","bool_202","[i32]_203","[i32]_219"
222,1475,[],[581],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,42]","[61,41]","","",[1000],[0]
223,1476,[],[319],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,71]","[62,20,26]","","",[1000],[0]
224,1477,[],[583],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,72]","[63,79,16]","","",[1000],[0]
225,1478,[],[324],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,37]","[43,22]","","",[1000],[0]
226,1479,[],[580],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,64]","[44,73]","","",[1000],[0]
227,1480,[],[313],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,27]","[45,10]","","",[1000],[0]
228,1481,[],[320],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,65]","[46,74]","","",[1000],[0]
229,1482,[],[323],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,36]","[47,21]","","",[1000],[0]
230,1483,[],[311],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,30]","[48,13]","","",[1000],[0]
231,1484,[],[316],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,32]","[49,17]","","",[1000],[0]
232,1485,[],[27],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,66]","[50,75]","","",[1000],[0]
233,1486,[],[309],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,28]","[51,11]","","",[1000],[0]
234,1487,[],[318],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,34]","[52,15]","","",[1000],[0]
235,1488,[],[579],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,67]","[54,76]","","",[1000],[0]
236,1489,[],[587],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,68]","[55,77]","","",[1000],[0]
237,1490,[],[572],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,40]","[56,39]","","",[1000],[0]
238,1491,[],[310],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,29]","[57,12]","","",[1000],[0]
239,1492,[],[312],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,31]","[58,14]","","",[1000],[0]
240,1493,[],[34],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,69]","[59,19,25]","","",[1000],[0]
241,1494,[],[321],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,70]","[60,78]","","",[1000],[0]
242,1495,[],[581],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,42]","[61,41]","","",[1000],[0]
243,1496,[],[319],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,71]","[62,20,26]","","",[1000],[0]
244,1497,[],[583],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,72]","[63,79,16]","","",[1000],[0]
245,1498,[],[324],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,37]","[43,22]","","",[1000],[0]
246,1499,[],[580],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,64]","[44,73]","","",[1000],[0]
247,1500,[],[313],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,27]","[45,10]","","",[1000],[0]
248,1501,[],[320],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,65]","[46,74]","","",[1000],[0]
249,1502,[],[323],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,36]","[47,21]","","",[1000],[0]
250,1503,[],[311],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,30]","[48,13]","","",[1000],[0]
251,1504,[],[316],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,32]","[49,17]","","",[1000],[0]
252,1505,[],[27],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,66]","[50,75]","","",[1000],[0]
253,1506,[],[309],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,28]","[51,11]","","",[1000],[0]
254,1507,[],[318],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,34]","[52,15]","","",[1000],[0]
255,1508,[],[317],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,33]","[53,18]","","",[1000],[0]
256,1509,[],[587],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,68]","[55,77]","","",[1000],[0]
257,1510,[],[572],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,40]","[56,39]","","",[1000],[0]
258,1511,[],[310],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,29]","[57,12]","","",[1000],[0]
259,1512,[],[312],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,31]","[58,14]","","",[1000],[0]
260,1513,[],[34],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,69]","[59,19,25]","","",[1000],[0]
261,1514,[],[321],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,70]","[60,78]","","",[1000],[0]
262,1515,[],[581],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,42]","[61,41]","","",[1000],[0]
263,1516,[],[319],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,71]","[62,20,26]","","",[1000],[0]
264,1517,[],[583],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,72]","[63,79,16]","","",[1000],[0]
265,1518,[],[324],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,37]","[43,22]","","",[1000],[0]
266,1519,[],[580],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,64]","[44,73]","","",[1000],[0]
267,1520,[],[313],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,27]","[45,10]","","",[1000],[0]
268,1521,[],[320],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,65]","[46,74]","","",[1000],[0]
269,1522,[],[323],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,36]","[47,21]","","",[1000],[0]
270,1523,[],[311],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,30]","[48,13]","","",[1000],[0]
271,1524,[],[316],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,32]","[49,17]","","",[1000],[0]
272,1525,[],[27],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,66]","[50,75]","","",[1000],[0]
273,1526,[],[309],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,28]","[51,11]","","",[1000],[0]
274,1527,[],[318],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,34]","[52,15]","","",[1000],[0]
275,1528,[],[317],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,33]","[53,18]","","",[1000],[0]
276,1529,[],[579],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,67]","[54,76]","","",[1000],[0]
277,1530,[],[572],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,40]","[56,39]","","",[1000],[0]
278,1531,[],[310],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,29]","[57,12]","","",[1000],[0]
279,1532,[],[312],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,31]","[58,14]","","",[1000],[0]
280,1533,[],[34],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,69]","[59,19,25]","","",[1000],[0]
281,1534,[],[321],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,70]","[60,78]","","",[1000],[0]
282,1535,[],[581],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,42]","[61,41]","","",[1000],[0]
283,1536,[],[319],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,71]","[62,20,26]","","",[1000],[0]
284,1537,[],[583],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,72]","[63,79,16]","","",[1000],[0]
285,1538,[],[324],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,37]","[43,22]","","",[1000],[0]
286,1539,[],[580],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,64]","[44,73]","","",[1000],[0]
287,1540,[],[313],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,27]","[45,10]","","",[1000],[0]
288,1541,[],[320],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,65]","[46,74]","","",[1000],[0]
289,1542,[],[323],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,36]","[47,21]","","",[1000],[0]
290,1543,[],[311],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,30]","[48,13]","","",[1000],[0]
291,1544,[],[316],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,32]","[49,17]","","",[1000],[0]
292,1545,[],[27],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,66]","[50,75]","","",[1000],[0]
293,1546,[],[309],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,28]","[51,11]","","",[1000],[0]
294,1547,[],[318],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,34]","[52,15]","","",[1000],[0]
295,1548,[],[317],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,33]","[53,18]","","",[1000],[0]
296,1549,[],[579],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,67]","[54,76]","","",[1000],[0]
297,1550,[],[587],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,68]","[55,77]","","",[1000],[0]
298,1551,[],[310],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,29]","[57,12]","","",[1000],[0]
299,1552,[],[312],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,31]","[58,14]","","",[1000],[0]
300,1553,[],[34],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,69]","[59,19,25]","","",[1000],[0]
301,1554,[],[321],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,70]","[60,78]","","",[1000],[0]
302,1555,[],[581],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,42]","[61,41]","","",[1000],[0]
303,1556,[],[319],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,71]","[62,20,26]","","",[1000],[0]
304,1557,[],[583],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,72]","[63,79,16]","","",[1000],[0]
305,1558,[],[324],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,37]","[43,22]","","",[1000],[0]
306,1559,[],[580],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,64]","[44,73]","","",[1000],[0]
307,1560,[],[313],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,27]","[45,10]","","",[1000],[0]
308,1561,[],[320],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,65]","[46,74]","","",[1000],[0]
309,1562,[],[323],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,36]","[47,21]","","",[1000],[0]
310,1563,[],[311],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,30]","[48,13]","","",[1000],[0]
311,1564,[],[316],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,32]","[49,17]","","",[1000],[0]
312,1565,[],[27],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,66]","[50,75]","","",[1000],[0]
313,1566,[],[309],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,28]","[51,11]","","",[1000],[0]
314,1567,[],[318],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,34]","[52,15]","","",[1000],[0]
315,1568,[],[317],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,33]","[53,18]","","",[1000],[0]
316,1569,[],[579],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,67]","[54,76]","","",[1000],[0]
317,1570,[],[587],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,68]","[55,77]","","",[1000],[0]
318,1571,[],[572],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,40]","[56,39]","","",[1000],[0]
319,1572,[],[312],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,31]","[58,14]","","",[1000],[0]
320,1573,[],[34],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,69]","[59,19,25]","","",[1000],[0]
321,1574,[],[321],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,70]","[60,78]","","",[1000],[0]
322,1575,[],[581],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,42]","[61,41]","","",[1000],[0]
323,1576,[],[319],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,71]","[62,20,26]","","",[1000],[0]
324,1577,[],[583],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,72]","[63,79,16]","","",[1000],[0]
325,1578,[],[324],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,37]","[43,22]","","",[1000],[0]
326,1579,[],[580],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,64]","[44,73]","","",[1000],[0]
327,1580,[],[313],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,27]","[45,10]","","",[1000],[0]
328,1581,[],[320],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,65]","[46,74]","","",[1000],[0]
329,1582,[],[323],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,36]","[47,21]","","",[1000],[0]
330,1583,[],[311],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,30]","[48,13]","","",[1000],[0]
331,1584,[],[316],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,32]","[49,17]","","",[1000],[0]
332,1585,[],[27],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,66]","[50,75]","","",[1000],[0]
333,1586,[],[309],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,28]","[51,11]","","",[1000],[0]
334,1587,[],[318],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,34]","[52,15]","","",[1000],[0]
335,1588,[],[317],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,33]","[53,18]","","",[1000],[0]
336,1589,[],[579],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,67]","[54,76]","","",[1000],[0]
337,1590,[],[587],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,68]","[55,77]","","",[1000],[0]
338,1591,[],[572],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,40]","[56,39]","","",[1000],[0]
339,1592,[],[310],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,29]","[57,12]","","",[1000],[0]
340,1593,[],[34],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,69]","[59,19,25]","","",[1000],[0]
341,1594,[],[321],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,70]","[60,78]","","",[1000],[0]
342,1595,[],[581],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,42]","[61,41]","","",[1000],[0]
343,1596,[],[319],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,71]","[62,20,26]","","",[1000],[0]
344,1597,[],[583],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,72]","[63,79,16]","","",[1000],[0]
345,1598,[],[324],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,37]","[43,22]","","",[1000],[0]
346,1599,[],[580],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,64]","[44,73]","","",[1000],[0]
347,1600,[],[313],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,27]","[45,10]","","",[1000],[0]
348,1601,[],[320],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,65]","[46,74]","","",[1000],[0]
349,1602,[],[323],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,36]","[47,21]","","",[1000],[0]
350,1603,[],[311],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,30]","[48,13]","","",[1000],[0]
351,1604,[],[316],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,32]","[49,17]","","",[1000],[0]
352,1605,[],[27],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,66]","[50,75]","","",[1000],[0]
353,1606,[],[309],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,28]","[51,11]","","",[1000],[0]
354,1607,[],[318],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,34]","[52,15]","","",[1000],[0]
355,1608,[],[317],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,33]","[53,18]","","",[1000],[0]
356,1609,[],[579],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,67]","[54,76]","","",[1000],[0]
357,1610,[],[587],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,68]","[55,77]","","",[1000],[0]
358,1611,[],[572],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,40]","[56,39]","","",[1000],[0]
359,1612,[],[310],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,29]","[57,12]","","",[1000],[0]
360,1613,[],[312],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,31]","[58,14]","","",[1000],[0]
361,1614,[],[321],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,70]","[60,78]","","",[1000],[0]
362,1615,[],[581],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,42]","[61,41]","","",[1000],[0]
363,1616,[],[319],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,71]","[62,20,26]","","",[1000],[0]
364,1617,[],[583],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,72]","[63,79,16]","","",[1000],[0]
365,1618,[],[324],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,37]","[43,22]","","",[1000],[0]
366,1619,[],[580],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,64]","[44,73]","","",[1000],[0]
367,1620,[],[313],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,27]","[45,10]","","",[1000],[0]
368,1621,[],[320],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,65]","[46,74]","","",[1000],[0]
369,1622,[],[323],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,36]","[47,21]","","",[1000],[0]
370,1623,[],[311],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,30]","[48,13]","","",[1000],[0]
371,1624,[],[316],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,32]","[49,17]","","",[1000],[0]
372,1625,[],[27],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,66]","[50,75]","","",[1000],[0]
373,1626,[],[309],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,28]","[51,11]","","",[1000],[0]
374,1627,[],[318],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,34]","[52,15]","","",[1000],[0]
375,1628,[],[317],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,33]","[53,18]","","",[1000],[0]
376,1629,[],[579],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,67]","[54,76]","","",[1000],[0]
377,1630,[],[587],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,68]","[55,77]","","",[1000],[0]
378,1631,[],[572],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,40]","[56,39]","","",[1000],[0]
379,1632,[],[310],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,29]","[57,12]","","",[1000],[0]
380,1633,[],[312],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,31]","[58,14]","","",[1000],[0]
381,1634,[],[34],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,69]","[59,19,25]","","",[1000],[0]
382,1635,[],[581],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,42]","[61,41]","","",[1000],[0]
383,1636,[],[319],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,71]","[62,20,26]","","",[1000],[0]
384,1637,[],[583],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,72]","[63,79,16]","","",[1000],[0]
385,1638,[],[324],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,37]","[43,22]","","",[1000],[0]
386,1639,[],[580],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,64]","[44,73]","","",[1000],[0]
387,1640,[],[313],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,27]","[45,10]","","",[1000],[0]
388,1641,[],[320],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,65]","[46,74]","","",[1000],[0]
389,1642,[],[323],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,36]","[47,21]","","",[1000],[0]
390,1643,[],[311],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,30]","[48,13]","","",[1000],[0]
391,1644,[],[316],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,32]","[49,17]","","",[1000],[0]
392,1645,[],[27],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,66]","[50,75]","","",[1000],[0]
393,1646,[],[309],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,28]","[51,11]","","",[1000],[0]
394,1647,[],[318],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,34]","[52,15]","","",[1000],[0]
395,1648,[],[317],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,33]","[53,18]","","",[1000],[0]
396,1649,[],[579],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,67]","[54,76]","","",[1000],[0]
397,1650,[],[587],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,68]","[55,77]","","",[1000],[0]
398,1651,[],[572],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,40]","[56,39]","","",[1000],[0]
399,1652,[],[310],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,29]","[57,12]","","",[1000],[0]
400,1653,[],[312],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,31]","[58,14]","","",[1000],[0]
401,1654,[],[34],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,69]","[59,19,25]","","",[1000],[0]
402,1655,[],[321],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,70]","[60,78]","","",[1000],[0]
403,1656,[],[319],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,71]","[62,20,26]","","",[1000],[0]
404,1657,[],[583],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,72]","[63,79,16]","","",[1000],[0]
405,1658,[],[324],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,37]","[43,22]","","",[1000],[0]
406,1659,[],[580],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,64]","[44,73]","","",[1000],[0]
407,1660,[],[313],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,27]","[45,10]","","",[1000],[0]
408,1661,[],[320],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,65]","[46,74]","","",[1000],[0]
409,1662,[],[323],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,36]","[47,21]","","",[1000],[0]
410,1663,[],[311],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,30]","[48,13]","","",[1000],[0]
411,1664,[],[316],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,32]","[49,17]","","",[1000],[0]
412,1665,[],[27],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,66]","[50,75]","","",[1000],[0]
413,1666,[],[309],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,28]","[51,11]","","",[1000],[0]
414,1667,[],[318],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,34]","[52,15]","","",[1000],[0]
415,1668,[],[317],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,33]","[53,18]","","",[1000],[0]
416,1669,[],[579],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,67]","[54,76]","","",[1000],[0]
417,1670,[],[587],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,68]","[55,77]","","",[1000],[0]
418,1671,[],[572],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,40]","[56,39]","","",[1000],[0]
419,1672,[],[310],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,29]","[57,12]","","",[1000],[0]
420,1673,[],[312],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,31]","[58,14]","","",[1000],[0]
421,1674,[],[34],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,69]","[59,19,25]","","",[1000],[0]
422,1675,[],[321],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,70]","[60,78]","","",[1000],[0]
423,1676,[],[581],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,42]","[61,41]","","",[1000],[0]
424,1677,[],[583],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,72]","[63,79,16]","","",[1000],[0]
425,1678,[],[324],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,37]","[43,22]","","",[1000],[0]
426,1679,[],[580],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,64]","[44,73]","","",[1000],[0]
427,1680,[],[313],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,27]","[45,10]","","",[1000],[0]
428,1681,[],[320],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,65]","[46,74]","","",[1000],[0]
429,1682,[],[323],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,36]","[47,21]","","",[1000],[0]
430,1683,[],[311],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,30]","[48,13]","","",[1000],[0]
431,1684,[],[316],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,32]","[49,17]","","",[1000],[0]
432,1685,[],[27],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,66]","[50,75]","","",[1000],[0]
433,1686,[],[309],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,28]","[51,11]","","",[1000],[0]
434,1687,[],[318],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,34]","[52,15]","","",[1000],[0]
435,1688,[],[317],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,33]","[53,18]","","",[1000],[0]
436,1689,[],[579],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,67]","[54,76]","","",[1000],[0]
437,1690,[],[587],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,68]","[55,77]","","",[1000],[0]
438,1691,[],[572],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,40]","[56,39]","","",[1000],[0]
439,1692,[],[310],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,29]","[57,12]","","",[1000],[0]
440,1693,[],[312],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,31]","[58,14]","","",[1000],[0]
441,1694,[],[34],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,69]","[59,19,25]","","",[1000],[0]
442,1695,[],[321],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,70]","[60,78]","","",[1000],[0]
443,1696,[],[581],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,42]","[61,41]","","",[1000],[0]
444,1697,[],[319],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,71]","[62,20,26]","","",[1000],[0]
