"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","string","i32","i32","i32","i32","i32","bool","[rid]","i32","[rid]","bool","rid","rid"
1073,"mana_flasks1741","Art/2DArt/SkillIcons/passives/flaskint.dds","[128,399]",10,15,0,0,17546,"Mana and Flasks",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1074,"mana_flasks_notable1743","Art/2DArt/SkillIcons/passives/ArcaneChemistry.dds","[128,399,9957]",15,30,1,0,21634,"Arcane Chemistry",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1075,"life_flasks1744","Art/2DArt/SkillIcons/passives/flaskstr.dds","[124,398]",4,10,0,0,8930,"Life and Flasks",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1076,"life_flasks_1745","Art/2DArt/SkillIcons/passives/flaskstr.dds","[124,398]",4,10,0,0,18402,"Life and Flasks",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1077,"life_flasks_notable1747","Art/2DArt/SkillIcons/passives/ProfaneChemistry.dds","[124,398,10954]",7,30,1,0,42041,"Profane Chemistry",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1078,"physical_damage1749","Art/2DArt/SkillIcons/passives/GreenPhysicalDamageNode.dds","[26,18334]",14,10,0,0,19210,"Physical Damage and Ignore Physical Damage Reduction",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1079,"physical_damage1752","Art/2DArt/SkillIcons/passives/GreenPhysicalDamageNode.dds","[26,18334]",14,10,0,0,43316,"Physical Damage and Ignore Physical Damage Reduction",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1080,"physical_damage1753","Art/2DArt/SkillIcons/passives/damage.dds",[26],8,0,0,0,24838,"Physical Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1081,"physical_damage_notable1754","Art/2DArt/SkillIcons/passives/MasterofForce.dds","[26,572,18334]",30,30,30,0,47065,"Master of Blades",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1082,"life_on_kill1755","Art/2DArt/SkillIcons/passives/life1.dds","[104,124]",10,4,0,0,19287,"Life and Life on Kill",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1083,"life_on_kill1756","Art/2DArt/SkillIcons/passives/life1.dds","[104,124]",10,4,0,0,61875,"Life and Life on Kill",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1084,"life_on_kill_notable1757","Art/2DArt/SkillIcons/passives/HiredKiller2.dds","[124,3307]",7,2,0,0,49379,"Hired Killer",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1085,"mana_on_kill1758","Art/2DArt/SkillIcons/passives/mana.dds",[128],8,0,0,0,34907,"Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1086,"mana_on_kill1759","Art/2DArt/SkillIcons/passives/mana.dds","[107,128]",15,10,0,0,28424,"Mana and Mana on Kill",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1087,"mana_on_kill_notable1760","Art/2DArt/SkillIcons/passives/ThrillKiller.dds","[128,6329]",16,2,0,0,45067,"Thrill Killer",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1088,"mana_notable1765","Art/2DArt/SkillIcons/passives/Dreamer.dds","[130,213]",30,10,0,0,10835,"Dreamer",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1089,"life_es1766","Art/2DArt/SkillIcons/passives/LifeAndEnergyShield.dds","[124,134]",3,5,0,0,55247,"Life and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1090,"life_es1767","Art/2DArt/SkillIcons/passives/LifeAndEnergyShield.dds","[124,134]",3,5,0,0,63799,"Life and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1091,"life_es1768","Art/2DArt/SkillIcons/passives/LifeAndEnergyShield.dds","[124,134]",3,5,0,0,61320,"Life and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1092,"life_es_notable1769","Art/2DArt/SkillIcons/passives/melding.dds","[124,4603]",7,3,0,0,18865,"Melding",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1093,"critical_notable1770","Art/2DArt/SkillIcons/passives/TrueStriker.dds","[95,553]",15,45,0,0,30471,"True Strike",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1094,"armour_life_regen1771","Art/2DArt/SkillIcons/passives/lifepercentage.dds","[117,450]",10,36,0,0,7335,"Armour and Life Regeneration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1095,"two_handed_weapon_damage1772","Art/2DArt/SkillIcons/passives/2handeddamage.dds","[332,11535,602]",12,12,60,0,6884,"Two Handed Melee Damage and Life Leech Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1096,"one_handed_attack_speed1773_","Art/2DArt/SkillIcons/passives/attackspeed1h.dds",[338],3,0,0,0,46292,"One Handed Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1097,"claw_damage_and_crit1774","Art/2DArt/SkillIcons/passives/criticalclaw.dds","[559,88]",20,8,0,0,47321,"Claw Critical Strike Chance and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1098,"claw_damage_and_crit1775","Art/2DArt/SkillIcons/passives/criticalclaw.dds",[559],20,0,0,0,265,"Claw Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1099,"staff_damage_and_crit1776","Art/2DArt/SkillIcons/passives/critstrchnc.dds",[1145],20,0,0,0,24229,"Staff Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1100,"staff_damage_and_crit1777","Art/2DArt/SkillIcons/passives/critstrchnc.dds","[1145,1146]",20,10,0,0,4977,"Staff Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1101,"claw_dagger_sword_speed1781","Art/2DArt/SkillIcons/passives/attackspeedclaw.dds",[76],5,0,0,0,45788,"Claw Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1102,"claw_dagger_sword_speed1782","Art/2DArt/SkillIcons/passives/attackspeedclaw.dds",[76],5,0,0,0,2121,"Claw Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1103,"freeze_generic1783","Art/2DArt/SkillIcons/passives/colddamage.dds",[454],15,0,12,12,12831,"Freeze Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1104,"freeze_generic1784","Art/2DArt/SkillIcons/passives/colddamage.dds",[454],15,0,25,0,53005,"Freeze Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1105,"skill_duration_notable1787","Art/2DArt/SkillIcons/passives/potencyofwill.dds",[215],25,0,0,0,1006,"Potency of Will",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1106,"skill_duration1788","Art/2DArt/SkillIcons/passives/skillduration.dds",[215],10,0,0,0,13191,"Skill Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1107,"general_aura_notable1791","Art/2DArt/SkillIcons/passives/Champion.dds","[3834,14670,843]",6,8,12,0,33718,"Champion of the Cause",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1108,"attack_move_speed_notable1792","Art/2DArt/SkillIcons/passives/quickstep.dds","[177,14706]",6,10,0,0,2715,"Quickstep",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1109,"mace_notable1794","Art/2DArt/SkillIcons/passives/BloodyBludgeon.dds","[11546,78,6981]",24,6,15,0,24721,"Ribcage Crusher",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1110,"ignite_duration1796","Art/2DArt/SkillIcons/passives/firedamageint.dds","[610,202]",15,15,0,0,8624,"Ignite Chance and Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1111,"ignite_notable1797","Art/2DArt/SkillIcons/passives/BreathofFlames2.dds","[42,10142]",30,10,0,0,11924,"Breath of Flames",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1112,"shock_notable1798","Art/2DArt/SkillIcons/passives/BreathofLightening2.dds","[56,12385]",30,50,0,0,11645,"Breath of Lightning",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1113,"freeze_notable1799","Art/2DArt/SkillIcons/passives/BreathofRime2.dds","[49,12532]",30,50,0,0,21460,"Breath of Rime",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1114,"wand_damage1800","Art/2DArt/SkillIcons/passives/masterywand.dds",[11547],12,0,0,0,39521,"Wand Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1115,"wand_damage1801","Art/2DArt/SkillIcons/passives/masterywand.dds",[11547],16,0,0,0,40840,"Wand Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1116,"wand_damage1802","Art/2DArt/SkillIcons/passives/masterywand.dds",[11547],16,0,0,0,49779,"Wand Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1117,"wand_damage1803","Art/2DArt/SkillIcons/passives/masterywand.dds",[11547],16,0,0,0,29552,"Wand Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1118,"wand_speed_accuracy1804","Art/2DArt/SkillIcons/passives/WandSpeedAccuracyNode.dds","[81,93]",4,8,0,0,48878,"Wand Attack Speed and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1119,"wand_speed_accuracy1805","Art/2DArt/SkillIcons/passives/WandSpeedAccuracyNode.dds","[81,93]",4,8,0,0,51524,"Wand Attack Speed and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1120,"wand_speed_accuracy1806","Art/2DArt/SkillIcons/passives/WandSpeedAccuracyNode.dds","[81,93]",4,8,0,0,51146,"Wand Attack Speed and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1121,"wand_elemental_notable1807","Art/2DArt/SkillIcons/passives/TempestBlast.dds",[665],20,0,0,0,63207,"Tempest Blast",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1122,"mace_physical_damage1808","Art/2DArt/SkillIcons/passives/macedmg.dds",[11546],14,0,0,0,27134,"Mace Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1123,"claw_damage1809","Art/2DArt/SkillIcons/passives/attackspeedclaw.dds","[11541,76]",8,4,0,0,17908,"Claw Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1124,"claw_damage1810","Art/2DArt/SkillIcons/passives/attackspeedclaw.dds","[11541,76]",8,4,0,0,25775,"Claw Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1125,"claw_attack_speed1811","Art/2DArt/SkillIcons/passives/clawmasterydex.dds","[11525,3361]",15,5,0,0,36801,"Claw Ailment Damage and Poison Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1126,"claw_attack_speed1812","Art/2DArt/SkillIcons/passives/ClawCritStrikeChanceNode.dds","[559,2791]",20,10,0,0,36225,"Claw Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1127,"claw_attack_speed1813","Art/2DArt/SkillIcons/passives/clawmasterydex.dds","[3823,11525]",10,15,0,0,19228,"Claw Ailment Damage and Poison Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1128,"dual_damage_speed1814","Art/2DArt/SkillIcons/passives/damagedualwieldgreen.dds","[73,11558]",3,8,0,0,28084,"Dual Wield Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1129,"dual_damage_speed1815","Art/2DArt/SkillIcons/passives/damagedualwieldgreen.dds","[73,11558,6414]",3,10,10,0,13807,"Dual Wield Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1130,"dual_damage_speed1816","Art/2DArt/SkillIcons/passives/damagedualwieldgreen.dds","[73,11558,6414]",3,10,10,0,33089,"Dual Wield Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1131,"dual_damage_block1817","Art/2DArt/SkillIcons/passives/dualwieldblock.dds","[11558,21]",10,3,0,0,56231,"Dual Wield Damage and Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1132,"dual_damage_block1818","Art/2DArt/SkillIcons/passives/dualwieldblock.dds","[11558,21]",10,3,0,0,2392,"Dual Wield Damage and Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1133,"wand_critical1820","Art/2DArt/SkillIcons/passives/WandCritical.dds","[2413,2414]",30,12,0,0,52848,"Wand Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1134,"wand_critical1821","Art/2DArt/SkillIcons/passives/WandCritical.dds","[2413,2414]",30,12,0,0,2464,"Wand Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1135,"wand_critical1822","Art/2DArt/SkillIcons/passives/WandCritical.dds","[2413,2414]",30,12,0,0,27879,"Wand Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1136,"staff_critical1823","Art/2DArt/SkillIcons/passives/staffspeed.dds","[35,1145,11529]",0,30,0,0,48282,"Staff Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1137,"staff_critical1824","Art/2DArt/SkillIcons/passives/staffspeed.dds","[35,1145,11529]",0,30,0,0,16754,"Staff Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1138,"mace_elemental_damage1825","Art/2DArt/SkillIcons/passives/MaceElemental.dds","[1093,90]",12,8,0,0,24677,"Mace Elemental Damage and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1139,"mace_elemental_damage1826","Art/2DArt/SkillIcons/passives/MaceElemental.dds","[1093,90]",12,8,0,0,61950,"Mace Elemental Damage and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1140,"physical_attack_damage_life1843","Art/2DArt/SkillIcons/passives/damage.dds","[2502,123]",14,14,0,0,47389,"Physical Attack Damage and Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1141,"physical_attack_damage1845","Art/2DArt/SkillIcons/passives/damage.dds",[2502],12,0,0,0,5612,"Physical Attack Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1142,"attack_speed1846","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],5,0,0,0,62694,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1143,"attack_speed1847","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,45227,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1144,"armour_evasion_life1850","Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.dds","[1073,124]",6,4,0,0,35568,"Armour, Evasion and Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1145,"armour_evasion_life1851","Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.dds","[1073,124]",6,4,0,0,59718,"Armour, Evasion and Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1146,"armour_evasion_life1852","Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.dds","[1073,124]",6,4,0,0,50306,"Armour, Evasion and Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1147,"life_armour_evasion_notable1853","Art/2DArt/SkillIcons/passives/LifeArmourAndEvasion.dds","[1073,124]",24,8,0,0,48438,"Bravery",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1148,"melee_physical_damage_with_shield1854","Art/2DArt/SkillIcons/passives/ShieldAttackDamage.dds",[11559],12,0,0,0,12236,"Attack Damage with Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1149,"melee_physical_damage_with_shield1855","Art/2DArt/SkillIcons/passives/ShieldAttackDamage.dds",[11559],12,0,0,0,46730,"Attack Damage with Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1150,"melee_physical_damage_with_shield1856","Art/2DArt/SkillIcons/passives/ShieldAttackDamage.dds",[11559],12,0,0,0,25324,"Attack Damage with Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1151,"defences_with_shield1857","Art/2DArt/SkillIcons/passives/shieldblock.dds",[23],40,0,0,0,19782,"Defences with Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1152,"melee_physical_damage_with_shield_notable1858","Art/2DArt/SkillIcons/passives/shieldwall.dds","[11559,19,23]",24,3,60,0,49538,"Defiance",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1153,"dual_wield_damage1859","Art/2DArt/SkillIcons/passives/dualwieldaccuracy.dds",[85],12,0,0,0,3009,"Dual Wield Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1154,"projectile_damage1860","Art/2DArt/SkillIcons/passives/projectilespeed.dds",[497],12,0,0,0,30155,"Projectile Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1155,"two_hand_damage1861","Art/2DArt/SkillIcons/passives/2handeddamage.dds","[332,11535]",12,12,0,0,43303,"Two Handed Melee Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1156,"two_hand_damage1862","Art/2DArt/SkillIcons/passives/accuracy2h.dds",[335],12,0,0,0,30842,"Two Handed Melee Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1157,"two_hand_attack_speed1864","Art/2DArt/SkillIcons/passives/2handedspeed.dds","[332,334,11535]",12,3,12,0,1909,"Two Handed Melee Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1158,"spell_damage1867","Art/2DArt/SkillIcons/passives/LifeRecoupNode.dds",[9497],6,0,0,0,2474,"Life Recoup",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1159,"spell_damage1868","Art/2DArt/SkillIcons/passives/LifeRecoupNode.dds",[9497],6,0,0,0,55804,"Life Recoup",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1160,"spell_damage1869","Art/2DArt/SkillIcons/passives/damagespells.dds",[25],10,0,0,0,49306,"Spell Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1161,"life_recoup1870","Art/2DArt/SkillIcons/passives/LifeRecoupNode.dds",[9497],6,0,0,0,17749,"Life Recoup",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1162,"life_recoup1871","Art/2DArt/SkillIcons/passives/LifeRecoupNode.dds",[9497],6,0,0,0,18747,"Life Recoup",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1163,"spellcaster_notable1873","Art/2DArt/SkillIcons/passives/Retribution.dds","[3030,24,1902,487]",10,15,5,15,49254,"Retribution",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1164,"melee_notable1874","Art/2DArt/SkillIcons/passives/bodysoul.dds","[3030,117,134,450]",10,20,10,60,26866,"Sanctity",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1165,"spell_elemental_damage_notable1877","Art/2DArt/SkillIcons/passives/LightOfDivinity.dds","[25,3030,555,1209]",20,10,30,10,54694,"Light of Divinity",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1166,"mana_rmc_regen_notable1878","Art/2DArt/SkillIcons/passives/Righteous Decree.dds","[128,213]",22,6,0,0,38516,"Righteous Decree",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1167,"block_notable1881","Art/2DArt/SkillIcons/passives/Robust.dds","[450,125]",72,600,0,0,31033,"Robust",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1168,"weapon_damage1882","Art/2DArt/SkillIcons/passives/WeaponDamage.dds",[1359],10,0,0,0,37980,"Melee Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1169,"weapon_damage1883","Art/2DArt/SkillIcons/passives/damagemelee.dds","[489,11536]",12,12,0,0,38777,"Melee Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1170,"weapon_damage1884","Art/2DArt/SkillIcons/passives/WeaponDamage.dds",[1359],10,0,0,0,52326,"Melee Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1171,"weapon_damage1885","Art/2DArt/SkillIcons/passives/WeaponDamage.dds",[1359],10,0,0,0,19096,"Melee Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1172,"attack_speed1887","Art/2DArt/SkillIcons/passives/meleeattackspeed.dds",[72],5,0,0,0,7828,"Melee Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1173,"attack_speed1889","Art/2DArt/SkillIcons/passives/meleeattackspeed.dds",[72],4,0,0,0,34130,"Melee Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1174,"flat_life_and_life_regen1890","Art/2DArt/SkillIcons/passives/lifemana.dds","[123,130]",14,20,0,0,20228,"Mana Regeneration and Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
1175,"life_and_life_regen1891","Art/2DArt/SkillIcons/passives/lifemana.dds","[124,128]",5,5,0,0,17352,"Mana and Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
