"rownum","Id","Tier","Mod","[i32]","[rid]","Icon","Type","Achievements"
457,"SpellAddedLightningLowSpellCriticalStrikeChance",4,33187,[1],[3],"Art/2DArt/SkillIcons/passives/IntensifyNotable.dds",0,[]
458,"SpellAddedLightningLowSpellCriticalStrikeChance",5,33188,[1],[3],"Art/2DArt/SkillIcons/passives/IntensifyNotable.dds",0,[]
459,"SpellAddedLightning2hLowSpellCriticalStrikeChance",1,33189,[1],[3],"Art/2DArt/SkillIcons/passives/IntensifyNotable.dds",0,[]
460,"SpellAddedLightning2hLowSpellCriticalStrikeChance",2,33190,[1],[3],"Art/2DArt/SkillIcons/passives/IntensifyNotable.dds",0,[]
461,"SpellAddedLightning2hLowSpellCriticalStrikeChance",3,33191,[1],[3],"Art/2DArt/SkillIcons/passives/IntensifyNotable.dds",0,[]
462,"SpellAddedLightning2hLowSpellCriticalStrikeChance",4,33192,[1],[3],"Art/2DArt/SkillIcons/passives/IntensifyNotable.dds",0,[]
463,"SpellAddedLightning2hLowSpellCriticalStrikeChance",5,33193,[1],[3],"Art/2DArt/SkillIcons/passives/IntensifyNotable.dds",0,[]
464,"SpellAddedChaosHighReducedLife",1,33194,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
465,"SpellAddedChaosHighReducedLife",2,33195,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
466,"SpellAddedChaosHighReducedLife",3,33196,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
467,"SpellAddedChaosHighReducedLife",4,33197,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
468,"SpellAddedChaosHighReducedLife",5,33198,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
469,"SpellAddedChaos2hHighReducedLife",1,33199,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
470,"SpellAddedChaos2hHighReducedLife",2,33200,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
471,"SpellAddedChaos2hHighReducedLife",3,33201,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
472,"SpellAddedChaos2hHighReducedLife",4,33202,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
473,"SpellAddedChaos2hHighReducedLife",5,33203,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
474,"SpellAddedChaos",1,33204,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
475,"SpellAddedChaos",2,33205,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
476,"SpellAddedChaos",3,33206,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
477,"SpellAddedChaos",4,33207,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
478,"SpellAddedChaos",5,33208,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
479,"SpellAddedChaos2h",1,33209,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
480,"SpellAddedChaos2h",2,33210,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
481,"SpellAddedChaos2h",3,33211,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
482,"SpellAddedChaos2h",4,33212,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
483,"SpellAddedChaos2h",5,33213,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
484,"SpellAddedChaosLowPoisonChance",1,33214,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
485,"SpellAddedChaosLowPoisonChance",2,33215,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
486,"SpellAddedChaosLowPoisonChance",3,33216,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
487,"SpellAddedChaosLowPoisonChance",4,33217,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
488,"SpellAddedChaosLowPoisonChance",5,33218,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
489,"SpellAddedChaos2hLowPoisonChance",1,33219,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
490,"SpellAddedChaos2hLowPoisonChance",2,33220,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
491,"SpellAddedChaos2hLowPoisonChance",3,33221,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
492,"SpellAddedChaos2hLowPoisonChance",4,33222,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
493,"SpellAddedChaos2hLowPoisonChance",5,33223,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
494,"SpellAddedChaosLowWitheredEffect",1,33224,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
495,"SpellAddedChaosLowWitheredEffect",2,33225,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
496,"SpellAddedChaosLowWitheredEffect",3,33226,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
497,"SpellAddedChaosLowWitheredEffect",4,33227,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
498,"SpellAddedChaosLowWitheredEffect",5,33228,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
499,"SpellAddedChaos2hLowWitheredEffect",1,33229,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
500,"SpellAddedChaos2hLowWitheredEffect",2,33230,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
501,"SpellAddedChaos2hLowWitheredEffect",3,33231,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
502,"SpellAddedChaos2hLowWitheredEffect",4,33232,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
503,"SpellAddedChaos2hLowWitheredEffect",5,33233,[1],[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
504,"SpellDamageHighReducedSpellCriticalStrikeChance",1,33234,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
505,"SpellDamageHighReducedSpellCriticalStrikeChance",2,33235,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
506,"SpellDamageHighReducedSpellCriticalStrikeChance",3,33236,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
507,"SpellDamageHighReducedSpellCriticalStrikeChance",4,33237,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
508,"SpellDamageHighReducedSpellCriticalStrikeChance",5,33238,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
509,"SpellDamage2hHighReducedSpellCriticalStrikeChance",1,33239,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
510,"SpellDamage2hHighReducedSpellCriticalStrikeChance",2,33240,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
511,"SpellDamage2hHighReducedSpellCriticalStrikeChance",3,33241,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
512,"SpellDamage2hHighReducedSpellCriticalStrikeChance",4,33242,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
513,"SpellDamage2hHighReducedSpellCriticalStrikeChance",5,33243,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
514,"SpellDamage",1,2330,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
515,"SpellDamage",2,2331,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
516,"SpellDamage",3,2332,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
517,"SpellDamage",4,2333,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
518,"SpellDamage",5,2334,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
519,"SpellDamage2h",1,33249,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
520,"SpellDamage2h",2,33250,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
521,"SpellDamage2h",3,33251,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
522,"SpellDamage2h",4,33252,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
523,"SpellDamage2h",5,33253,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
524,"SpellDamageLowMana",1,33254,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
525,"SpellDamageLowMana",2,33255,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
526,"SpellDamageLowMana",3,33256,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
527,"SpellDamageLowMana",4,33257,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
528,"SpellDamageLowMana",5,33258,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
529,"SpellDamage2hLowMana",1,33259,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
530,"SpellDamage2hLowMana",2,33260,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
531,"SpellDamage2hLowMana",3,33261,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
532,"SpellDamage2hLowMana",4,33262,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
533,"SpellDamage2hLowMana",5,33263,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
534,"SpellDamageLowEnergyShield",1,33264,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
535,"SpellDamageLowEnergyShield",2,33265,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
536,"SpellDamageLowEnergyShield",3,33266,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
537,"SpellDamageLowEnergyShield",4,33267,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
538,"SpellDamageLowEnergyShield",5,33268,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
539,"SpellDamage2hLowEnergyShield",1,33269,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
540,"SpellDamage2hLowEnergyShield",2,33270,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
541,"SpellDamage2hLowEnergyShield",3,33271,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
542,"SpellDamage2hLowEnergyShield",4,33272,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
543,"SpellDamage2hLowEnergyShield",5,33273,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
544,"DamageOverTimeHighLifeRecoveryRate",1,33274,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
545,"DamageOverTimeHighLifeRecoveryRate",2,33275,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
546,"DamageOverTimeHighLifeRecoveryRate",3,33276,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
547,"DamageOverTimeHighLifeRecoveryRate",4,33277,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
548,"DamageOverTimeHighLifeRecoveryRate",5,33278,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
549,"DamageOverTime2hHighLifeRecoveryRate",1,33279,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
550,"DamageOverTime2hHighLifeRecoveryRate",2,33280,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
551,"DamageOverTime2hHighLifeRecoveryRate",3,33281,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
552,"DamageOverTime2hHighLifeRecoveryRate",4,33282,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
553,"DamageOverTime2hHighLifeRecoveryRate",5,33283,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
554,"DamageOverTime",1,33284,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
555,"DamageOverTime",2,33285,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
556,"DamageOverTime",3,33286,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
557,"DamageOverTime",4,33287,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
558,"DamageOverTime",5,33288,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
559,"DamageOverTime2h",1,33289,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
560,"DamageOverTime2h",2,33290,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
561,"DamageOverTime2h",3,33291,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
562,"DamageOverTime2h",4,33292,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
563,"DamageOverTime2h",5,33293,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
564,"DamageOverTimeLowSkillEffectDuration",1,33294,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
565,"DamageOverTimeLowSkillEffectDuration",2,33295,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
566,"DamageOverTimeLowSkillEffectDuration",3,33296,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
567,"DamageOverTimeLowSkillEffectDuration",4,33297,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
568,"DamageOverTimeLowSkillEffectDuration",5,33298,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
569,"DamageOverTime2hLowSkillEffectDuration",1,33299,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
570,"DamageOverTime2hLowSkillEffectDuration",2,33300,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
571,"DamageOverTime2hLowSkillEffectDuration",3,33301,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
572,"DamageOverTime2hLowSkillEffectDuration",4,33302,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
573,"DamageOverTime2hLowSkillEffectDuration",5,33303,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
574,"DamageOverTimeLowAilmentDurationOnYou",1,33304,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
575,"DamageOverTimeLowAilmentDurationOnYou",2,33305,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
576,"DamageOverTimeLowAilmentDurationOnYou",3,33306,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
577,"DamageOverTimeLowAilmentDurationOnYou",4,33307,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
578,"DamageOverTimeLowAilmentDurationOnYou",5,33308,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
579,"DamageOverTime2hLowAilmentDurationOnYou",1,33309,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
580,"DamageOverTime2hLowAilmentDurationOnYou",2,33310,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
581,"DamageOverTime2hLowAilmentDurationOnYou",3,33311,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
582,"DamageOverTime2hLowAilmentDurationOnYou",4,33312,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
583,"DamageOverTime2hLowAilmentDurationOnYou",5,33313,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
584,"MinionAddedPhysicalHighMinionReducedAttackAndCastSpeed",1,33314,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
585,"MinionAddedPhysicalHighMinionReducedAttackAndCastSpeed",2,33315,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
586,"MinionAddedPhysicalHighMinionReducedAttackAndCastSpeed",3,33316,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
587,"MinionAddedPhysicalHighMinionReducedAttackAndCastSpeed",4,33317,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
588,"MinionAddedPhysicalHighMinionReducedAttackAndCastSpeed",5,33318,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
589,"MinionAddedPhysical2hHighMinionReducedAttackAndCastSpeed",1,33319,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
590,"MinionAddedPhysical2hHighMinionReducedAttackAndCastSpeed",2,33320,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
591,"MinionAddedPhysical2hHighMinionReducedAttackAndCastSpeed",3,33321,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
592,"MinionAddedPhysical2hHighMinionReducedAttackAndCastSpeed",4,33322,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
593,"MinionAddedPhysical2hHighMinionReducedAttackAndCastSpeed",5,33323,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
594,"MinionAddedPhysical",1,33324,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
595,"MinionAddedPhysical",2,33325,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
596,"MinionAddedPhysical",3,33326,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
597,"MinionAddedPhysical",4,33327,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
598,"MinionAddedPhysical",5,33328,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
599,"MinionAddedPhysical2h",1,33329,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
600,"MinionAddedPhysical2h",2,33330,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
601,"MinionAddedPhysical2h",3,33331,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
602,"MinionAddedPhysical2h",4,33332,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
603,"MinionAddedPhysical2h",5,33333,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
604,"MinionAddedPhysicalLowMinionFireConversion",1,33334,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
605,"MinionAddedPhysicalLowMinionFireConversion",2,33335,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
606,"MinionAddedPhysicalLowMinionFireConversion",3,33336,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
607,"MinionAddedPhysicalLowMinionFireConversion",4,33337,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
608,"MinionAddedPhysicalLowMinionFireConversion",5,33338,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
609,"MinionAddedPhysical2hLowMinionFireConversion",1,33339,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
610,"MinionAddedPhysical2hLowMinionFireConversion",2,33340,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
611,"MinionAddedPhysical2hLowMinionFireConversion",3,33341,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
612,"MinionAddedPhysical2hLowMinionFireConversion",4,33342,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
613,"MinionAddedPhysical2hLowMinionFireConversion",5,33343,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
614,"MinionAddedPhysicalLowMinionColdConversion",1,33344,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
615,"MinionAddedPhysicalLowMinionColdConversion",2,33345,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
616,"MinionAddedPhysicalLowMinionColdConversion",3,33346,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
617,"MinionAddedPhysicalLowMinionColdConversion",4,33347,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
618,"MinionAddedPhysicalLowMinionColdConversion",5,33348,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
619,"MinionAddedPhysical2hLowMinionColdConversion",1,33349,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
620,"MinionAddedPhysical2hLowMinionColdConversion",2,33350,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
621,"MinionAddedPhysical2hLowMinionColdConversion",3,33351,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
622,"MinionAddedPhysical2hLowMinionColdConversion",4,33352,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
623,"MinionAddedPhysical2hLowMinionColdConversion",5,33353,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
624,"MinionAddedPhysicalLowMinionLightningConversion",1,33354,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
625,"MinionAddedPhysicalLowMinionLightningConversion",2,33355,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
626,"MinionAddedPhysicalLowMinionLightningConversion",3,33356,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
627,"MinionAddedPhysicalLowMinionLightningConversion",4,33357,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
628,"MinionAddedPhysicalLowMinionLightningConversion",5,33358,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
629,"MinionAddedPhysical2hLowMinionLightningConversion",1,33359,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
630,"MinionAddedPhysical2hLowMinionLightningConversion",2,33360,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
631,"MinionAddedPhysical2hLowMinionLightningConversion",3,33361,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
632,"MinionAddedPhysical2hLowMinionLightningConversion",4,33362,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
633,"MinionAddedPhysical2hLowMinionLightningConversion",5,33363,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
634,"MinionAddedPhysicalLowMinionChaosConversion",1,33364,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
635,"MinionAddedPhysicalLowMinionChaosConversion",2,33365,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
636,"MinionAddedPhysicalLowMinionChaosConversion",3,33366,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
637,"MinionAddedPhysicalLowMinionChaosConversion",4,33367,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
638,"MinionAddedPhysicalLowMinionChaosConversion",5,33368,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
639,"MinionAddedPhysical2hLowMinionChaosConversion",1,33369,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
640,"MinionAddedPhysical2hLowMinionChaosConversion",2,33370,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
641,"MinionAddedPhysical2hLowMinionChaosConversion",3,33371,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
642,"MinionAddedPhysical2hLowMinionChaosConversion",4,33372,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
643,"MinionAddedPhysical2hLowMinionChaosConversion",5,33373,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
644,"MinionAddedPhysicalLowMinionOverwhelm",1,33374,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
645,"MinionAddedPhysicalLowMinionOverwhelm",2,33375,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
646,"MinionAddedPhysicalLowMinionOverwhelm",3,33376,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
647,"MinionAddedPhysicalLowMinionOverwhelm",4,33377,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
648,"MinionAddedPhysicalLowMinionOverwhelm",5,33378,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
649,"MinionAddedPhysical2hLowMinionOverwhelm",1,33379,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
650,"MinionAddedPhysical2hLowMinionOverwhelm",2,33380,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
651,"MinionAddedPhysical2hLowMinionOverwhelm",3,33381,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
652,"MinionAddedPhysical2hLowMinionOverwhelm",4,33382,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
653,"MinionAddedPhysical2hLowMinionOverwhelm",5,33383,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
654,"MinionAddedFireHighMinionReducedAttackAndCastSpeed",1,33384,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
655,"MinionAddedFireHighMinionReducedAttackAndCastSpeed",2,33385,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
656,"MinionAddedFireHighMinionReducedAttackAndCastSpeed",3,33386,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
657,"MinionAddedFireHighMinionReducedAttackAndCastSpeed",4,33387,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
658,"MinionAddedFireHighMinionReducedAttackAndCastSpeed",5,33388,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
659,"MinionAddedFire2hHighMinionReducedAttackAndCastSpeed",1,33389,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
660,"MinionAddedFire2hHighMinionReducedAttackAndCastSpeed",2,33390,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
