"rownum","MonsterVarietiesKey","BestiaryGroupsKey","BestiaryEncountersKey","bool","IconSmall","Icon","Boss_MonsterVarietiesKey","BestiaryGenusKey","bool","BestiaryCapturableMonstersKey","IsDisabled","i32","bool"
338,4197,4,12,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Boulderback","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Boulderback","",27,1,"",1,1464,""
339,5966,6,20,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheBasilisk","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheBasilisk","",14,1,"",1,1464,""
340,3425,3,10,"","","","",0,1,"",1,1464,""
341,3426,5,16,"","","","",6,1,"",1,1464,""
342,3427,1,4,"","","","",28,1,"",1,1464,""
343,3429,1,5,"","","","",5,1,"",1,1464,""
344,3430,1,5,"","","","",5,1,"",1,1464,""
345,3441,11,35,"","","","",13,1,"",1,1464,""
346,3442,11,36,"","","","",40,1,"",1,1464,""
347,3443,1,6,"","","","",1,1,"",1,1464,""
348,3444,1,6,"","","","",2,1,"",1,1464,""
349,3451,6,20,"","","","",14,1,"",1,1464,""
350,3452,7,21,"","","","",15,1,"",1,1464,""
351,3453,5,14,"","","","",17,1,"",1,1464,""
352,3459,8,23,"","","","",19,1,"",1,1464,""
353,3460,10,31,"","","","",7,1,"",1,1464,""
354,3461,9,29,"","","","",8,1,"",1,1464,""
355,3462,10,32,"","","","",9,1,"",1,1464,""
356,3468,6,19,"","","","",10,1,"",1,1464,""
357,3469,9,29,"","","","",11,1,"",1,1464,""
358,3470,8,26,"","","","",12,1,"",1,1464,""
359,3471,4,13,"","","","",18,1,"",1,1464,""
360,3472,9,30,"","","","",20,1,"",1,1464,""
361,3474,5,16,"","","","",6,1,"",1,1464,""
362,138,3,10,"","","",139,0,1,"",1,1464,""
363,109,3,10,"","","","",0,"","",1,1464,""
364,110,3,10,"","","","",0,1,"",1,1464,""
365,368,1,5,"","","","",28,"","",1,1464,""
366,1495,11,35,"","","","",13,"","",1,1464,""
367,4864,11,36,"","","","",41,"","",1,1464,""
368,4866,11,36,"","","","",41,"","",1,1464,""
369,4868,11,36,"","","","",41,"","",1,1464,""
370,1510,6,20,"","","","",14,"","",1,1464,""
371,1578,7,21,"","","","",16,"","",1,1464,""
372,1577,7,21,"","","","",15,"","",1,1464,""
373,379,1,5,"","","","",5,"","",1,1464,""
374,4770,1,5,"","","","",5,"","",1,1464,""
375,5305,7,41,"","","","",29,"",243,1,1464,""
376,4947,7,41,"","","","",29,"",249,1,1464,""
377,5015,2,43,"","","","",31,"",250,1,1464,""
378,5016,2,43,"","","","",31,1,"",1,1464,""
379,5017,2,43,"","","","",31,1,"",1,1464,""
380,459,5,16,"","","","",6,1,"",1,1464,""
381,433,5,16,"","","","",6,"","",1,1464,""
382,2744,8,23,"","","","",19,"","",1,1464,""
383,4842,8,23,"","","","",19,"",180,1,1464,""
384,2738,8,23,"","","","",19,"",180,1,1464,""
385,2732,8,23,"","","","",19,"","",1,1464,""
386,2721,8,23,"","","","",19,"",180,1,1464,""
387,4775,7,22,"","","","",23,"","",1,1464,""
388,464,10,31,"","","","",7,"","",1,1464,""
389,5965,8,27,"","","","",35,1,"",1,1464,""
390,5961,8,27,"","","","",35,1,"",1,1464,""
391,511,9,29,"","","","",8,"","",1,1464,""
392,4771,6,19,"","","","",10,"","",1,1464,""
393,4846,6,18,"","","","",10,"","",1,1464,""
394,921,9,29,"","","","",11,"","",1,1464,""
395,4773,8,26,"","","","",12,"","",1,1464,""
396,973,8,26,"","","","",12,"","","",1464,1
397,4813,8,26,"","","","",12,"","",1,1464,""
398,4814,8,26,"","","","",12,"","",1,1464,""
399,4845,4,13,"","","","",18,"","",1,1464,""
400,2453,1,5,"","","",2454,5,1,"",1,1464,""
401,2451,1,5,"","","",2452,5,1,"",1,1464,""
402,949,8,26,"","","","",12,1,"",1,1464,""
403,4433,0,3,"","","","",36,"","",1,1464,""
404,4777,5,15,"","","","",22,"","",1,1464,""
405,3396,10,31,"","","",3398,7,1,"",1,1464,""
406,3342,9,30,"","","","",20,1,"",1,1464,""
407,3345,1,6,"","","","",1,1,"",1,1464,""
408,3353,1,6,"","","","",2,1,"",1,1464,""
409,3357,8,23,"","","","",19,1,"",1,1464,""
410,3369,1,4,"","","","",28,1,"",1,1464,""
411,3376,8,26,"","","","",12,1,"",1,1464,""
412,3378,6,19,"","","","",10,1,"",1,1464,""
413,3372,7,21,"","","","",15,1,"",1,1464,""
414,3399,9,29,"","","","",8,1,"",1,1464,""
415,3359,5,14,"","","","",17,1,"",1,1464,""
416,3404,7,22,"","","","",23,1,"",1,1464,""
417,3343,9,30,"","","","",20,1,406,1,1464,""
418,3346,1,6,"","","","",1,1,407,1,1464,""
419,3354,1,6,"","","","",2,1,408,1,1464,""
420,3358,7,23,"","","","",19,1,409,1,1464,""
421,3360,5,14,"","","","",17,1,415,1,1464,""
422,3370,1,4,"","","","",28,1,410,1,1464,""
423,3373,7,21,"","","","",15,1,413,1,1464,""
424,3377,8,26,"","","","",12,1,411,1,1464,""
425,3379,6,19,"","","","",10,1,412,1,1464,""
426,3400,9,29,"","","","",8,1,414,1,1464,""
427,3669,1,5,"","","","",28,1,"",1,1464,""
428,3647,1,5,"","","","",28,"","",1,1464,""
429,3649,3,11,"","","","",21,"","",1,1464,""
430,3651,3,11,"","","","",21,1,"",1,1464,""
431,3650,3,11,"","","","",21,"","",1,1464,""
432,3659,11,35,"","","","",13,"","",1,1464,""
433,3672,11,35,"","","","",13,1,"",1,1464,""
434,3664,11,36,"","","","",40,1,"",1,1464,""
435,3648,6,20,"","","","",14,"","",1,1464,""
436,3666,6,20,"","","","",14,1,"",1,1464,""
437,3645,7,21,"","","","",15,"","",1,1464,""
438,3663,7,21,"","","","",15,1,"",1,1464,""
439,3646,7,21,"","","","",15,"","",1,1464,""
440,3653,5,16,"","","","",6,"","",1,1464,""
441,3654,5,16,"","","","",6,"","",1,1464,""
442,3670,5,16,"","","","",6,1,"",1,1464,""
443,3660,10,32,"","","","",9,"","",1,1464,""
444,3668,10,32,"","","","",9,1,"",1,1464,""
445,3671,6,19,"","","","",10,1,"",1,1464,""
446,3656,6,19,"","","","",10,"","",1,1464,""
447,3658,6,19,"","","","",10,"","",1,1464,""
448,3665,8,26,"","","","",12,1,"",1,1464,""
449,3655,8,26,"","","","",12,"","",1,1464,""
450,3638,8,26,"","","","",12,"","",1,1464,""
451,3639,4,13,"","","","",18,"","",1,1464,""
452,3135,9,30,"","","","",20,"","",1,1464,""
453,3662,9,30,"","","","",20,1,"",1,1464,""
454,3640,3,11,"","","","",0,"","",1,1464,""
455,3642,3,11,"","","",3643,0,1,"",1,1464,""
456,3667,0,1,"","","","",3,1,"",1,1464,""
457,3652,0,1,"","","","",3,"","",1,1464,""
458,3455,0,1,"","","","",3,1,"",1,1464,""
459,6877,4,13,"","","","",18,"","",1,1464,""
460,6901,4,13,"","","","",18,"","",1,1464,""
461,6903,4,13,"","","","",18,"","",1,1464,""
462,6882,1,5,"","","","",5,"","",1,1464,""
463,6884,1,5,"","","","",5,"","",1,1464,""
464,6894,4,13,"","","","",18,"","",1,1464,""
465,6865,7,22,"","","","",23,"","",1,1464,""
466,6867,7,22,"","","","",23,"","",1,1464,""
467,6832,8,26,"","","","",12,"","",1,1464,""
468,6837,8,26,"","","","",12,"","",1,1464,""
469,6840,8,26,"","","","",12,"","",1,1464,""
470,8293,3,53,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RedBeastTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RedBeastTier3","",0,"","","",1464,""
471,8296,0,54,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RedHellionTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RedHellionTier3","",3,"","","",1464,""
472,8301,4,55,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RedBrambleHulkTier","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RedBrambleHulkTier3","",28,"","","",1464,""
473,8334,9,56,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GreenSquidTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GreenSquidTier3","",20,"","","",1464,""
474,8337,5,57,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GreenVultureParasiteTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GreenVultureParasiteTier3","",22,"","","",1464,""
475,8341,8,58,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GreenPlatedScorpionTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GreenPlatedScorpionTier3","",33,"","","",1464,""
476,8368,2,59,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlueRhexLargeTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlueRhexLargeTier3","",24,"","","",1464,""
477,8371,10,60,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlueNessaCrabTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlueNessaCrabTier3","",30,"","","",1464,""
478,8376,1,61,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlueGoatmanTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlueGoatmanTier3","",1,"","","",1464,""
479,9841,4,63,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GullGoliath","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GullGoliath","",18,"","","",1464,""
