"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","i32","bool","string","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid","i32","i32","[rid]","[rid]","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","i32","EPKFile","i32","MonsterConditionalEffectPacksKey","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","AddonMonsterTypeIndex","i32","i32","i32","i32","i32","bool","BossHealthBar","bool"
2735,"Metadata/Monsters/RootSpiders/RootSpiderHiddenUntaintedSupporter",406,16,4,6,22,"[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.act""]","[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ao""]","Metadata/Monsters/RootSpiders/RootSpider/RootSpiderHidden","[3999,35719]",1,"","",100,3,6,1,3,0,"[72,175,819,127,808,126,163,75,791,141,796,764,765,32,118,801]",200,[],105,105,700,500,0,"[382,1578,2488,2500,2987]","Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ais",[],"",1,"Ancient Devourer",240,200,1500,[],[],"","","","",0,[],[7197],[],"",1,6,100,0,0,100,7476,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,200,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,2,0,0,"","",""
2736,"Metadata/Monsters/RootSpiders/RootSpiderHiddenNoDrops",406,16,4,6,22,"[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.act""]","[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ao""]","Metadata/Monsters/RootSpiders/RootSpider/RootSpiderHidden",[6629],1,"","",100,3,6,1,3,0,"[72,175,819,127,808,126,163,75,791,141,796,764,765,32,118,801]",200,[],105,105,700,500,0,"[382,1578,2488,2500,2987]","Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ais",[],"",1,"Devourer",240,200,1500,[],[],"","","","",0,[],"[7197,36712]",[745],"",1,6,100,0,0,100,22402,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,200,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2737,"Metadata/Monsters/RootSpiders/RootSpiderHiddenMapBossMinion",410,16,3,6,22,"[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.act""]","[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ao""]","Metadata/Monsters/RootSpiders/RootSpider/RootSpider",[6629],1,"","",60,3,6,1,3,0,"[72,175,819,127,808,126,163,75,791,141,764,765,32,118,794,801]",100,[],105,105,700,500,0,"[1578,390,2488,2500]","Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ais",[],"",1,"Devourer",120,100,1500,[],[],"","","","",0,[],"[7197,36712]",[],"",1,6,100,0,0,100,16594,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2738,"Metadata/Monsters/RootSpiders/RootSpiderHiddenMapBossMinionRare",406,16,4,6,22,"[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.act""]","[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ao""]","Metadata/Monsters/RootSpiders/RootSpider/RootSpider",[],1,"","",100,3,6,1,3,0,"[72,175,819,127,808,126,163,75,791,141,795,764,765,32,118,801]",200,[],105,105,700,500,0,"[1578,390,2488,2500]","Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ais",[],"",1,"Devourer",240,200,1500,[],[],"","","","",0,[],[7197],[],"",1,6,100,0,0,100,6864,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,200,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2739,"Metadata/Monsters/RootSpiders/RootSpiderHiddenBoss",413,16,4,6,22,"[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.act""]","[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ao""]","Metadata/Monsters/RootSpiders/RootSpider/RootSpiderHiddenBoss",[],1,"","",110,4,6,1,3,0,"[72,819,766,808,163,75,791,141,796,764,765,32,118,801]",180,[],105,105,700,500,0,"[390,3640,1578,2488,2500,2987,6996]","Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ais",[],"",1,"The Conqueror Wurm",216,216,1500,[],[],"","","","",0,[909],[7197],[],"",1,6,100,0,0,100,29457,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,216,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2740,"Metadata/Monsters/RootSpiders/RootSpiderHiddenBossEndlessLedge",416,16,4,6,22,"[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.act""]","[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ao""]","Metadata/Monsters/RootSpiders/RootSpider/RootSpiderHiddenBoss",[],1,"","",100,4,6,1,3,0,"[72,819,766,808,163,75,791,141,796,764,765,32,118,801]",180,[],105,105,700,500,0,"[390,3640,1578,2488,2500,2987,6996]","Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ais",[],"",1,"The Conqueror Wurm",216,216,1500,[],[],"","","","",0,[],[7197],[],"",1,6,100,0,0,100,11281,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,216,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2741,"Metadata/Monsters/RootSpiders/RootSpiderHiddenMapBoss",417,16,4,6,22,"[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.act""]","[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ao""]","Metadata/Monsters/RootSpiders/RootSpider/RootSpiderHiddenMapBoss","[3939,22889]",1,"","",110,4,6,1,3,0,"[72,819,766,808,163,75,791,141,796,764,825,765,32,118,801]",200,[],105,105,700,500,0,"[390,3640,1582,2488,2500,2987,6996]","Metadata/Monsters/RootSpiders/RootSpider/RootSpiderMapBoss.ais",[],"",1,"Tunneltrap",224,300,1500,[],[],"","","","",0,[],[7197],[],"",1,6,100,0,0,100,21331,"","",2604,"","","",[],[],[],"",200,0,[],[28],10,"","",[],"",1,1,0,0,0,300,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2742,"Metadata/Monsters/RootSpiders/RootSpiderHiddenMapBossStandalone_",417,16,4,6,22,"[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.act""]","[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ao""]","Metadata/Monsters/RootSpiders/RootSpider/RootSpiderHiddenMapBossStandalone","[3939,22889]",1,"","",110,4,6,1,3,0,"[72,819,766,808,163,75,791,141,796,764,765,32,118,826,801]",200,[],105,105,700,500,0,"[390,3640,1582,2488,2500,2987,6996]","Metadata/Monsters/RootSpiders/RootSpider/RootSpiderMapBoss.ais",[],"",1,"Tunneltrap",224,300,1500,[],[],"","","","",0,[],[7197],[],"",1,6,100,0,0,100,45889,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,300,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2743,"Metadata/Monsters/RootSpiders/RootSpiderHiddenMapBossElder",417,16,4,6,22,"[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.act""]","[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ao""]","Metadata/Monsters/ElderBosses/ElderBossClone","[3939,22889]",1,"","",110,4,3,1,3,0,"[72,819,827,808,163,75,791,141,796,830,118,801]",200,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",1,"Tunneltrap",224,300,1500,[],[],"","","","",0,[],[7197],[],"",1,6,100,0,0,100,5915,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,300,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2744,"Metadata/Monsters/RootSpiders/ProphecyRootSpider",418,16,4,6,22,"[""Metadata/Monsters/RootSpiders/RootSpider/ProphecyRootSpider.act""]","[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ao""]","Metadata/Monsters/RootSpiders/RootSpider/ProphecyRootSpider","[6294,10006]",1,"","",100,3,6,1,3,0,"[72,175,819,127,808,126,163,75,791,141,796,764,765,32,118,801]",180,[],105,105,700,500,0,"[382,1578,2488,2500,2987]","Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ais",[],"",1,"Mystic Devourer",162,270,1500,[],[],"","","","",0,[],[7197],[],"",1,6,100,0,0,100,41670,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,270,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2745,"Metadata/Monsters/RootSpiders/DelveRootSpiderHidden",406,16,4,6,22,"[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.act""]","[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ao""]","Metadata/Monsters/RootSpiders/RootSpider/RootSpiderHiddenDelve",[],1,"","",100,3,6,1,3,0,"[72,175,819,993,127,808,126,163,75,791,141,764,1142,765,32,118,801]",200,[],105,105,700,500,0,"[382,1578,2488,2500,2987]","Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ais",[],"",1,"Devourer",240,200,1500,[],[],"","","","",0,[],[7197],[745],"",1,5,43,1,0,100,23721,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,200,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2746,"Metadata/Monsters/RootSpiders/DelveRootSpiderTurret",406,16,4,6,32,"[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.act""]","[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ao""]","Metadata/Monsters/RootSpiders/RootSpider/RootSpider",[],1,"","",100,3,6,1,3,0,"[72,175,819,993,127,808,126,163,75,791,141,796,1142,765,32,118,801]",200,[],105,105,700,500,0,"[1578,382]","Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ais",[],"",1,"Devourer",240,200,1500,[],[],"","","","",0,[],[7197],[745],"",1,6,100,0,0,100,27717,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,200,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueDelve/DelveMonsterBaseAddon""]",0,0,0,0,0,"","",""
2747,"Metadata/Monsters/RootSpiders/ExpeditionRootSpiderTurret",406,16,4,6,32,"[""Metadata/Monsters/LeagueExpedition/RootSpider/ExpeditionRootSpider.act""]","[""Metadata/Monsters/LeagueExpedition/RootSpider/ExpeditionRootSpiderTurret.ao""]","Metadata/Monsters/RootSpiders/RootSpider/RootSpider",[],1,"","",100,3,6,1,3,0,"[72,175,819,127,808,126,163,75,791,141,765,32,118,801]",200,[],105,105,700,500,0,"[1578,382]","Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ais",[],"",1,"Devourer",240,200,1500,[],[],"","","","",0,[],[7197],[745],"",1,6,100,0,0,100,30004,"","","","","","",[],[],[],"",200,0,[],[],10,"Metadata/Effects/Spells/monsters_effects/League_Delve/general/monster_sink/sinking_med.ao","",[],"",1,"",0,0,5,200,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2748,"Metadata/Monsters/Cannibal/CannibalFemale",1108,38,3,4,6,"[""Metadata/Monsters/Cannibal/FemaleCannibal.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal.ao""]","Metadata/Monsters/Cannibal/Cannibal",[],1,"","",100,3,6,2,2,0,"[804,787,774,71,48,807,796,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,736,11073]","Metadata/Monsters/Cannibal/Cannibal.ais","[6191,6189,6189]","",1,"Cannibal",100,100,1995,[7229],[],"",7,"","",0,[],[],[560],1,3,4,8,0,0,8,33424,"","","",25,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2749,"Metadata/Monsters/Cannibal/CannibalFemaleLedge",1108,38,3,4,6,"[""Metadata/Monsters/Cannibal/FemaleCannibal.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal.ao""]","Metadata/Monsters/Cannibal/Cannibal",[],1,"","",100,3,6,2,2,0,"[804,787,774,71,48,807,796,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,736,11073]","Metadata/Monsters/Cannibal/Cannibal.ais","[6191,6189,6189]","",1,"Cannibal",100,100,1995,[7229],[],"",7,"","",0,[],[],[560],1,9,4,93,0,0,100,11755,"","","",25,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2750,"Metadata/Monsters/Cannibal/CannibalFemaleTorment",1108,38,3,4,6,"[""Metadata/Monsters/Cannibal/FemaleCannibal.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal.ao""]","Metadata/Monsters/Cannibal/Cannibal",[6629],1,"","",100,3,6,2,2,0,"[804,787,774,71,48,807,796,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,736,11073]","Metadata/Monsters/Cannibal/Cannibal.ais","[6191,6189,6189]","",1,"Cannibal's Devoted",100,100,1995,[7229],[],"",7,"","",0,[],[36712],[],"",1,6,100,0,0,100,19489,"","","",25,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2751,"Metadata/Monsters/Cannibal/CannibalFemaleBossWitch",1118,44,3,4,13,"[""Metadata/Monsters/Cannibal/FireFury_Cannibal.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_FireFury.ao""]","Metadata/Monsters/Cannibal/CannibalBossWitch",[],1,"","",117,3,6,3,2,100,"[821,34,804,766,788,776,71,48,807,796,764,31,29,118,772]",180,[],105,105,428,146,42,"[1374,3067,1229,4674,392]","Metadata/Monsters/Cannibal/FireFury.ais",[],"",1,"Fire Fury",126,180,1995,[13294],[],"",14,"","",0,[7987],[],[],"",1,6,100,0,0,100,51043,"","","",26,35,"",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,0,0,0,180,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2752,"Metadata/Monsters/Cannibal/CannibalFemaleBossWitchAtlasUber",1119,44,3,4,13,"[""Metadata/Monsters/Cannibal/FireFury_Cannibal.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_FireFury.ao""]","Metadata/Monsters/Cannibal/CannibalBossWitchAtlasUber",[],1,"","",117,3,6,3,2,100,"[821,34,804,766,788,776,71,48,807,796,764,31,29,118,772]",270,[],105,105,428,146,42,"[1374,3067,1229,4674,392]","Metadata/Monsters/Cannibal/FireFury.ais",[],"",1,"Fire Frenzy",135,176,1995,[13294],[],"",14,"","",0,[7987],[],[],1,1,6,100,0,0,100,48192,"","","",26,35,"",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",-10,10,0,176,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/AtlasUbers/AtlasUberMonsterBase""]",0,0,0,0,0,"","",""
2753,"Metadata/Monsters/Cannibal/CannibalFemaleBossEndlessLedge",1122,49,3,4,13,"[""Metadata/Monsters/Cannibal/FemaleCannibalBossNoStaff.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_FireFury.ao""]","Metadata/Monsters/Cannibal/CannibalBossWitch",[],1,"","",130,3,6,6,2,100,"[34,766,71,48,791,807,796,764,31,29,765,118,772,805]",100,[],105,105,700,500,0,"[1373,390,3067,1229]","Metadata/Monsters/Cannibal/FireFury.ais",[],"",1,"Fire Fury",100,100,1995,[],[],"","","","",0,[7987],[],[],"",1,6,100,0,0,100,30689,"","","",26,35,"",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,0,0,0,100,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2754,"Metadata/Monsters/Cannibal/CannibalFemaleThrowFire",1108,38,3,4,6,"[""Metadata/Monsters/Cannibal/FemaleCannibal.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal.ao""]","Metadata/Monsters/Cannibal/CannibalFireThrower",[],1,"","",100,3,6,2,2,0,"[175,804,766,787,774,71,48,807,796,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,2129,2130,389,11073]","Metadata/Monsters/Cannibal/Cannibal.ais","[6191,6189,6191]","stance3",1,"Cannibal",100,100,1995,[7229],[9401],"",7,36,"",0,[],[],[560],1,1,4,8,0,0,8,19049,"","","",25,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2755,"Metadata/Monsters/Cannibal/CannibalFemaleThrowFireAtlasUber",1109,38,3,4,6,"[""Metadata/Monsters/Cannibal/FemaleCannibal.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal.ao""]","Metadata/Monsters/Cannibal/CannibalFireThrower",[],1,"","",100,3,6,2,2,0,"[175,804,766,787,774,71,48,807,796,764,31,29,765,32,118,820]",150,[3],105,105,700,500,0,"[382,2129,2130,389,11073]","Metadata/Monsters/Cannibal/Cannibal.ais","[6191,6189,6191]","stance3",1,"Arsonist",98,98,1995,[7229],[9401],"",7,36,"",0,[],[],[560],1,1,4,8,0,0,8,959,"","","",25,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",-10,10,0,98,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/AtlasUbers/AtlasUberMonsterBase""]",0,0,0,0,0,"","",""
2756,"Metadata/Monsters/Cannibal/CannibalFemaleThrowFireTorment",1108,38,3,4,6,"[""Metadata/Monsters/Cannibal/FemaleCannibal.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal.ao""]","Metadata/Monsters/Cannibal/CannibalFireThrower",[6629],1,"","",100,3,6,2,2,0,"[804,766,787,774,71,48,807,796,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,2129,2130,389,11073]","Metadata/Monsters/Cannibal/Cannibal.ais","[6191,6189,6191]","stance3",1,"Cannibal's Devoted",100,100,1995,[7229],[9401],"",7,36,"",0,[],[36712],[],"",1,6,100,0,0,100,50175,"","","",25,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2757,"Metadata/Monsters/Cannibal/CannibalFemaleProphecy",1115,38,3,4,6,"[""Metadata/Monsters/Prophecy/FemaleCannibalProphecy.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_ProphecyMask.ao""]","Metadata/Monsters/Cannibal/CannibalProphecy1",[10006],1,"","",100,3,6,2,2,0,"[804,787,774,71,48,807,796,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,736]","Metadata/Monsters/Prophecy/ProphecyCannibalCultist.ais","[6191,6189]","",1,"Bameth Cultist",100,100,1995,"[7229,7230,7233,7234]",[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,11561,"","","",27,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2758,"Metadata/Monsters/Cannibal/CannibalFemaleProphecyStandalone",1115,38,3,4,6,"[""Metadata/Monsters/Prophecy/FemaleCannibalProphecy.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_ProphecyMask.ao""]","Metadata/Monsters/Cannibal/CannibalProphecyStandalone",[10006],1,"","",100,3,6,2,2,0,"[804,787,774,71,48,807,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,736]","Metadata/Monsters/Prophecy/ProphecyCannibalCultist.ais","[6191,6189]","",1,"Bameth Cultist",100,100,1995,"[7229,7230,7233,7234]",[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,10894,"","","",27,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2759,"Metadata/Monsters/Cannibal/CannibalFemaleProphecy2",1115,38,3,4,6,"[""Metadata/Monsters/Prophecy/FemaleCannibalProphecy.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_ProphecyMask.ao""]","Metadata/Monsters/Cannibal/CannibalProphecy2",[10006],1,"","",100,3,6,2,2,0,"[804,787,774,71,48,807,796,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,736]","Metadata/Monsters/Prophecy/ProphecyCannibalCultist.ais","[6191,6189]","",1,"Bameth Cultist",100,100,1995,"[7229,7230,7233,7234]",[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,45532,"","","",27,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2760,"Metadata/Monsters/Cannibal/CannibalFemaleProphecy2Standalone",1115,38,3,4,6,"[""Metadata/Monsters/Prophecy/FemaleCannibalProphecy.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_ProphecyMask.ao""]","Metadata/Monsters/Cannibal/CannibalProphecyStandalone",[10006],1,"","",100,3,6,2,2,0,"[804,787,774,71,48,807,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,736]","Metadata/Monsters/Prophecy/ProphecyCannibalCultist.ais","[6191,6189]","",1,"Bameth Cultist",100,100,1995,"[7229,7230,7233,7234]",[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,43567,"","","",27,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2761,"Metadata/Monsters/Cannibal/CannibalFemaleProphecy3",1115,38,3,4,6,"[""Metadata/Monsters/Prophecy/FemaleCannibalProphecy.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_ProphecyMask.ao""]","Metadata/Monsters/Cannibal/CannibalProphecy3",[10006],1,"","",100,3,6,2,2,0,"[804,787,774,71,48,807,796,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,736]","Metadata/Monsters/Prophecy/ProphecyCannibalCultist.ais","[6191,6189]","",1,"Bameth Cultist",100,100,1995,"[7229,7230,7233,7234]",[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,34402,"","","",27,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2762,"Metadata/Monsters/Cannibal/CannibalFemaleProphecy3Standalone_",1115,38,3,4,6,"[""Metadata/Monsters/Prophecy/FemaleCannibalProphecy.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_ProphecyMask.ao""]","Metadata/Monsters/Cannibal/CannibalProphecyStandalone",[10006],1,"","",100,3,6,2,2,0,"[804,787,774,71,48,807,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,736]","Metadata/Monsters/Prophecy/ProphecyCannibalCultist.ais","[6191,6189]","",1,"Bameth Cultist",100,100,1995,"[7229,7230,7233,7234]",[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,40347,"","","",27,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2763,"Metadata/Monsters/Cannibal/CannibalFemaleProphecy4",1115,38,3,4,6,"[""Metadata/Monsters/Prophecy/FemaleCannibalProphecy.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_ProphecyMask.ao""]","Metadata/Monsters/Cannibal/CannibalProphecy4",[10006],1,"","",100,3,6,2,2,0,"[804,787,774,71,48,807,796,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,736]","Metadata/Monsters/Prophecy/ProphecyCannibalCultist.ais","[6191,6189]","",1,"Bameth Cultist",100,100,1995,"[7229,7230,7233,7234]",[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,45713,"","","",27,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2764,"Metadata/Monsters/Cannibal/CannibalFemaleProphecy4Standalone",1115,38,3,4,6,"[""Metadata/Monsters/Prophecy/FemaleCannibalProphecy.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_ProphecyMask.ao""]","Metadata/Monsters/Cannibal/CannibalProphecyStandalone",[10006],1,"","",100,3,6,2,2,0,"[804,787,774,71,48,807,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,736]","Metadata/Monsters/Prophecy/ProphecyCannibalCultist.ais","[6191,6189]","",1,"Bameth Cultist",100,100,1995,"[7229,7230,7233,7234]",[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,9272,"","","",27,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2765,"Metadata/Monsters/Cannibal/CannibalFemaleProphecyChaos",1115,38,3,4,6,"[""Metadata/Monsters/Prophecy/FemaleCannibalProphecy.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_ProphecyMask.ao""]","Metadata/Monsters/Cannibal/CannibalProphecy1",[10006],1,"","",100,3,6,2,2,0,"[34,769,804,787,774,71,48,807,796,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,2025]","Metadata/Monsters/Prophecy/ProphecyCannibalCultist.ais","[6191,6189]","",1,"Bameth Cultist",100,100,1995,"[7229,7230,7233,7234]",[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,63066,"","","",27,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
