"rownum","Id","XOffset","YOffset","FirstSlotIndex","Width","Height","bool","Tab","SlotSize","HideIfEmpty","Subtab","StoredItems","bool","string","i32","bool"
153,"Metadata/Items/MapFragments/CurrencyUberBossKeySirus",164,831,152,1,1,"",0,66,"",0,[10612],"","",0,""
154,"Metadata/Items/MapFragments/CurrencyUberBossKeyShaper",254,831,153,1,1,"",0,66,"",0,[10610],"","",0,""
155,"Metadata/Items/MapFragments/CurrencyUberBossKeyExarch",344,831,154,1,1,"",0,66,"",0,[10616],"","",0,""
156,"Metadata/Items/MapFragments/CurrencyUberBossKeyMaven",435,831,155,1,1,"",0,66,"",0,[10614],"","",0,""
157,"Metadata/Items/MapFragments/CurrencyUberBossKeyUberElder",526,831,156,1,1,"",0,66,"",0,[10611],"","",0,""
158,"Metadata/Items/MapFragments/CurrencyUberBossKeyEater",616,831,157,1,1,"",0,66,"",0,[10615],"","",0,""
159,"Metadata/Items/MapFragments/CurrencyUberBossKeyCortex",707,831,158,1,1,"",0,66,"",0,[10613],"","",0,""
160,"Metadata/Items/Scarabs/ScarabBreachNew1",295,722,159,1,1,"",2,52,"",0,[10104],"","",0,""
161,"Metadata/Items/Scarabs/ScarabBreachNew2",589,722,160,1,1,"",2,52,"",0,[10105],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachScarabStandardSlot",0,1
162,"Metadata/Items/Scarabs/ScarabBreachNew3",354,722,161,1,1,"",2,52,"",0,[10106],"","",0,""
163,"Metadata/Items/Scarabs/ScarabBreachNew4",412,722,162,1,1,"",2,52,"",0,[10107],"","",0,""
164,"Metadata/Items/Scarabs/ScarabBreachNew5",471,722,163,1,1,"",2,52,"",0,[10108],"","",0,""
165,"Metadata/Items/Scarabs/ScarabMapsNew1",152,397,164,1,1,"",2,52,"",0,[10114],"","",0,""
166,"Metadata/Items/Scarabs/ScarabMapsNew2",210,397,165,1,1,"",2,52,"",0,[10115],"","",0,""
167,"Metadata/Items/Scarabs/ScarabMapsNew3",387,397,166,1,1,"",2,52,"",0,[10116],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/MapsScarabStandardSlot",0,1
168,"Metadata/Items/Scarabs/ScarabMapsNew4",269,397,167,1,1,"",2,52,"",0,[10117],"","",0,""
169,"Metadata/Items/Scarabs/ScarabMapsNew5",328,397,168,1,1,"",2,52,"",0,[10118],"","",0,""
170,"Metadata/Items/Scarabs/ScarabUniquesNew1",178,77,169,1,1,"",2,52,"",0,[10123],"","",0,""
171,"Metadata/Items/Scarabs/ScarabUniquesNew2",236,77,170,1,1,"",2,52,"",0,[10124],"","",0,""
172,"Metadata/Items/Scarabs/ScarabUniquesNew3",293,77,171,1,1,"",2,52,"",0,[10125],"","",0,""
173,"Metadata/Items/Scarabs/ScarabBeastsNew1",81,237,172,1,1,"",2,52,"",0,[10134],"","",0,""
174,"Metadata/Items/Scarabs/ScarabBeastsNew2",138,237,173,1,1,"",2,52,"",0,[10135],"","",0,""
175,"Metadata/Items/Scarabs/ScarabBeastsNew3",195,237,174,1,1,"",2,52,"",0,[10136],"","",0,""
176,"Metadata/Items/Scarabs/ScarabBeastsNew4",252,237,175,1,1,"",2,52,"",0,[10137],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BestiaryScarabStandardSlot",0,1
177,"Metadata/Items/Scarabs/ScarabInfluenceNew1",355,205,176,1,1,"",2,52,"",0,[10146],"","",0,""
178,"Metadata/Items/Scarabs/ScarabInfluenceNew2",412,205,177,1,1,"",2,52,"",0,[10147],"","",0,""
179,"Metadata/Items/Scarabs/ScarabInfluenceNew3",469,205,178,1,1,"",2,52,"",0,[10148],"","",0,""
180,"Metadata/Items/Scarabs/ScarabInfluenceNew4",526,205,179,1,1,"",2,52,"",0,[10149],"","",0,""
181,"Metadata/Items/Scarabs/ScarabSulphiteNew1",382,77,180,1,1,"",2,52,"",0,[10154],"","",0,""
182,"Metadata/Items/Scarabs/ScarabSulphiteNew2",496,77,181,1,1,"",2,52,"",0,[10155],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/DelveScarabStandardSlot",0,1
183,"Metadata/Items/Scarabs/ScarabSulphiteNew3",439,77,182,1,1,"",2,52,"",0,[10156],"","",0,""
184,"Metadata/Items/Scarabs/ScarabDivinationCardsNew1",585,77,183,1,1,"",2,52,"",0,[10161],"","",0,""
185,"Metadata/Items/Scarabs/ScarabDivinationCardsNew2",642,77,184,1,1,"",2,52,"",0,[10162],"","",0,""
186,"Metadata/Items/Scarabs/ScarabDivinationCardsNew3",699,77,185,1,1,"",2,52,"",0,[10163],"","",0,""
187,"Metadata/Items/Scarabs/ScarabTormentNew1",355,334,186,1,1,"",2,52,"",0,[10168],"","",0,""
188,"Metadata/Items/Scarabs/ScarabTormentNew2",412,334,187,1,1,"",2,52,"",0,[10169],"","",0,""
189,"Metadata/Items/Scarabs/ScarabTormentNew3",526,334,188,1,1,"",2,52,"",0,[10170],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/TormentScarabStandardSlot",0,1
190,"Metadata/Items/Scarabs/ScarabStrongboxNew1",152,463,189,1,1,"",2,52,"",0,[10176],"","",0,""
191,"Metadata/Items/Scarabs/ScarabStrongboxNew2",210,463,190,1,1,"",2,52,"",0,[10177],"","",0,""
192,"Metadata/Items/Scarabs/ScarabStrongboxNew3",269,463,191,1,1,"",2,52,"",0,[10178],"","",0,""
193,"Metadata/Items/Scarabs/ScarabStrongboxNew4",328,463,192,1,1,"",2,52,"",0,[10179],"","",0,""
194,"Metadata/Items/Scarabs/ScarabStrongboxNew5",387,463,193,1,1,"",2,52,"",0,[10180],"","",0,""
195,"Metadata/Items/Scarabs/ScarabHarbingerNew1",628,237,194,1,1,"",2,52,"",0,[10185],"","",0,""
196,"Metadata/Items/Scarabs/ScarabHarbingerNew2",685,237,195,1,1,"",2,52,"",0,[10186],"","",0,""
197,"Metadata/Items/Scarabs/ScarabHarbingerNew3",742,237,196,1,1,"",2,52,"",0,[10187],"","",0,""
198,"Metadata/Items/Scarabs/ScarabHarbingerNew4",799,237,197,1,1,"",2,52,"",0,[10188],"","",0,""
199,"Metadata/Items/Scarabs/ScarabExpedition1",152,528,198,1,1,"",2,52,"",0,[10193],"","",0,""
200,"Metadata/Items/Scarabs/ScarabExpedition2",210,528,199,1,1,"",2,52,"",0,[10194],"","",0,""
201,"Metadata/Items/Scarabs/ScarabExpedition3",269,528,200,1,1,"",2,52,"",0,[10195],"","",0,""
202,"Metadata/Items/Scarabs/ScarabExpedition4",387,528,201,1,1,"",2,52,"",0,[10196],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/ExpeditionScarabStandardSlot",0,1
203,"Metadata/Items/Scarabs/ScarabExpedition5",328,528,202,1,1,"",2,52,"",0,[10197],"","",0,""
204,"Metadata/Items/Scarabs/ScarabLegionNew1",152,592,203,1,1,"",2,52,"",0,[10202],"","",0,""
205,"Metadata/Items/Scarabs/ScarabLegionNew2",210,592,204,1,1,"",2,52,"",0,[10203],"","",0,""
206,"Metadata/Items/Scarabs/ScarabLegionNew3",269,592,205,1,1,"",2,52,"",0,[10204],"","",0,""
207,"Metadata/Items/Scarabs/ScarabLegionNew4",387,592,206,1,1,"",2,52,"",0,[10205],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/LegionScarabStandardSlot",0,1
208,"Metadata/Items/Scarabs/ScarabLegionNew5",328,592,207,1,1,"",2,52,"",0,[10206],"","",0,""
209,"Metadata/Items/Scarabs/ScarabAbyssNew1",152,656,208,1,1,"",2,52,"",0,[10219],"","",0,""
210,"Metadata/Items/Scarabs/ScarabAbyssNew2",210,656,209,1,1,"",2,52,"",0,[10220],"","",0,""
211,"Metadata/Items/Scarabs/ScarabAbyssNew3",387,656,210,1,1,"",2,52,"",0,[10222],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/AbyssScarabStandardSlot",0,1
212,"Metadata/Items/Scarabs/ScarabAbyssNew4",269,656,211,1,1,"",2,52,"",0,[10221],"","",0,""
213,"Metadata/Items/Scarabs/ScarabAnarchy1",179,140,212,1,1,"",2,52,"",0,[10224],"","",0,""
214,"Metadata/Items/Scarabs/ScarabAnarchy2",236,140,213,1,1,"",2,52,"",0,[10225],"","",0,""
215,"Metadata/Items/Scarabs/ScarabAnarchy3",293,140,214,1,1,"",2,52,"",0,[10226],"","",0,""
216,"Metadata/Items/Scarabs/ScarabEssence1",496,656,215,1,1,"",2,52,"",0,[10227],"","",0,""
217,"Metadata/Items/Scarabs/ScarabEssence2",555,656,216,1,1,"",2,52,"",0,[10228],"","",0,""
218,"Metadata/Items/Scarabs/ScarabEssence3",613,656,217,1,1,"",2,52,"",0,[10229],"","",0,""
219,"Metadata/Items/Scarabs/ScarabEssence4",672,656,218,1,1,"",2,52,"",0,[10230],"","",0,""
220,"Metadata/Items/Scarabs/ScarabDomination1",628,305,219,1,1,"",2,52,"",0,[10232],"","",0,""
221,"Metadata/Items/Scarabs/ScarabDomination2",685,305,220,1,1,"",2,52,"",0,[10233],"","",0,""
222,"Metadata/Items/Scarabs/ScarabDomination3",742,305,221,1,1,"",2,52,"",0,[10234],"","",0,""
223,"Metadata/Items/Scarabs/ScarabDomination4",799,305,222,1,1,"",2,52,"",0,[10235],"","",0,""
224,"Metadata/Items/Scarabs/ScarabRitual1",382,140,223,1,1,"",2,52,"",0,[10236],"","",0,""
225,"Metadata/Items/Scarabs/ScarabRitual2",439,140,224,1,1,"",2,52,"",0,[10237],"","",0,""
226,"Metadata/Items/Scarabs/ScarabRitual3",496,140,225,1,1,"",2,52,"",0,[10238],"","",0,""
227,"Metadata/Items/Scarabs/ScarabHarvest1",585,140,226,1,1,"",2,52,"",0,[10239],"","",0,""
228,"Metadata/Items/Scarabs/ScarabHarvest2",642,140,227,1,1,"",2,52,"",0,[10240],"","",0,""
229,"Metadata/Items/Scarabs/ScarabHarvest3",699,140,228,1,1,"",2,52,"",0,[10241],"","",0,""
230,"Metadata/Items/Scarabs/ScarabIncursion1",81,305,229,1,1,"",2,52,"",0,[10242],"","",0,""
231,"Metadata/Items/Scarabs/ScarabIncursion2",138,305,230,1,1,"",2,52,"",0,[10243],"","",0,""
232,"Metadata/Items/Scarabs/ScarabIncursion3",195,305,231,1,1,"",2,52,"",0,[10244],"","",0,""
233,"Metadata/Items/Scarabs/ScarabIncursion4",252,305,232,1,1,"",2,52,"",0,[10245],"","",0,""
234,"Metadata/Items/Scarabs/ScarabBetrayal1",355,269,233,1,1,"",2,52,"",0,[10246],"","",0,""
235,"Metadata/Items/Scarabs/ScarabBetrayal2",412,269,234,1,1,"",2,52,"",0,[10247],"","",0,""
236,"Metadata/Items/Scarabs/ScarabBetrayal3",469,269,235,1,1,"",2,52,"",0,[10248],"","",0,""
237,"Metadata/Items/Scarabs/ScarabBetrayal4",526,269,236,1,1,"",2,52,"",0,[10249],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BetrayalScarabStandardSlot",0,1
238,"Metadata/Items/Scarabs/ScarabBeyond1",496,397,237,1,1,"",2,52,"",0,[10250],"","",0,""
239,"Metadata/Items/Scarabs/ScarabBeyond2",555,397,238,1,1,"",2,52,"",0,[10252],"","",0,""
240,"Metadata/Items/Scarabs/ScarabBeyond3",731,397,239,1,1,"",2,52,"",0,[10251],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BeyondScarabStandardSlot",0,1
241,"Metadata/Items/Scarabs/ScarabBeyond4",613,397,240,1,1,"",2,52,"",0,[10253],"","",0,""
242,"Metadata/Items/Scarabs/ScarabBeyond5",672,397,241,1,1,"",2,52,"",0,[10254],"","",0,""
243,"Metadata/Items/Scarabs/ScarabUltimatum1",496,463,242,1,1,"",2,52,"",0,[10255],"","",0,""
244,"Metadata/Items/Scarabs/ScarabUltimatum2",555,463,243,1,1,"",2,52,"",0,[10256],"","",0,""
245,"Metadata/Items/Scarabs/ScarabUltimatum3",613,463,244,1,1,"",2,52,"",0,[10257],"","",0,""
246,"Metadata/Items/Scarabs/ScarabUltimatum4",672,463,245,1,1,"",2,52,"",0,[10258],"","",0,""
247,"Metadata/Items/Scarabs/ScarabUltimatum5",731,463,246,1,1,"",2,52,"",0,[10259],"","",0,""
248,"Metadata/Items/Scarabs/ScarabDelirium1",496,528,247,1,1,"",2,52,"",0,[10260],"","",0,""
249,"Metadata/Items/Scarabs/ScarabDelirium2",555,528,248,1,1,"",2,52,"",0,[10261],"","",0,""
250,"Metadata/Items/Scarabs/ScarabDelirium3",613,528,249,1,1,"",2,52,"",0,[10262],"","",0,""
251,"Metadata/Items/Scarabs/ScarabDelirium4",672,528,250,1,1,"",2,52,"",0,[10263],"","",0,""
252,"Metadata/Items/Scarabs/ScarabDelirium5",731,528,251,1,1,"",2,52,"",0,[10264],"","",0,""
253,"Metadata/Items/Scarabs/ScarabBlightNew1",496,592,252,1,1,"",2,52,"",0,[10265],"","",0,""
254,"Metadata/Items/Scarabs/ScarabBlightNew2",731,592,253,1,1,"",2,52,"",0,[10266],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BlightScarabStandardSlot",0,1
255,"Metadata/Items/Scarabs/ScarabBlightNew3",555,592,254,1,1,"",2,52,"",0,[10267],"","",0,""
256,"Metadata/Items/Scarabs/ScarabBlightNew4",613,592,254,1,1,"",2,52,"",1,[10268],"","",0,""
257,"Metadata/Items/Scarabs/ScarabMisc1",170,786,253,1,1,"",2,52,"",1,[10270],"","",0,""
258,"Metadata/Items/Scarabs/ScarabMisc2",232,786,252,1,1,"",2,52,"",1,[10271],"","",0,""
259,"Metadata/Items/Scarabs/ScarabMisc3",294,786,251,1,1,"",2,52,"",1,[10272],"","",0,""
260,"Metadata/Items/Scarabs/ScarabMisc4",355,786,250,1,1,"",2,52,"",1,[10273],"","",0,""
261,"Metadata/Items/Scarabs/ScarabMisc5",170,850,249,1,1,"",2,52,"",1,[10274],"","",0,""
262,"Metadata/Items/Scarabs/ScarabUber1",496,786,248,1,1,"",2,52,"",1,[10281],"","",0,""
263,"Metadata/Items/Scarabs/ScarabUber2",558,786,247,1,1,"",2,52,"",1,[10282],"","",0,""
264,"Metadata/Items/Scarabs/ScarabUber3",620,786,246,1,1,"",2,52,"",1,[10283],"","",0,""
265,"Metadata/Items/Scarabs/ScarabUber4",682,786,245,1,1,"",2,52,"",1,[10284],"","",0,""
266,"Metadata/Items/Scarabs/ScarabUber5",744,786,244,1,1,"",2,52,"",1,[10285],"","",0,""
267,"Metadata/Items/Scarabs/ScarabUber6",589,850,243,1,1,"",2,52,"",1,[10286],"","",0,""
268,"Metadata/Items/Scarabs/ScarabUber7",650,850,242,1,1,"",2,52,"",1,[10287],"","",0,""
269,"Metadata/Items/Scarabs/ScarabTormentNew4",469,334,188,1,1,"",2,52,"",1,[10171],"","",0,""
270,"Metadata/Items/Scarabs/ScarabMisc8",232,850,239,1,1,"",2,52,"",1,[10277],"","",0,""
271,"Metadata/Items/Scarabs/ScarabMisc11",294,850,236,1,1,"",2,52,"",1,[10280],"","",0,""
272,"Metadata/Items/Scarabs/ScarabBlightNew5",672,592,253,1,1,"",2,52,"",2,[10269],"","",0,""
273,"Metadata/Items/Scarabs/ScarabAbyssNew5",328,656,211,1,1,"",2,52,"",1,[10223],"","",0,""
274,"Metadata/Items/Scarabs/ScarabEssence5",731,656,218,1,1,"",2,52,"",1,[10231],"","",0,""
275,"Metadata/Items/Scarabs/ScarabBreachNew6",530,722,163,1,1,"",2,52,"",1,[10109],"","",0,""
276,"Metadata/Items/MapFragments/RitualBossFragment",147,456,159,1,1,"",0,66,"",1,[11673],"","",0,""
277,"Metadata/Items/Scarabs/ScarabMisc9",355,850,241,1,1,"",2,52,"",1,[10278],"","",0,""
