"rownum","Id","Result_BaseItemTypesKey","Ingredients_BaseItemTypesKeys","BK2File","[i32]","i32","bool"
204,"MicrotransactionApollyonFootprintsEffect",3216,"[3185,3201]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
205,"HasinaPremiumPet",5198,"[5197,335]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
206,"HasinaPremiumPet2",5198,"[5199,335]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
207,"OblivionBodyArmour2",3241,"[3240,347]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
208,"OblivionBodyArmour3",3242,"[3241,347]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
209,"AuspiciousDragonWeaponEffect2",3361,"[3360,348]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
210,"AuspiciousDragonWeaponEffect3",3362,"[3361,348]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
211,"MicrotransactionMidnightPactHood",3347,"[3319,3333]","Art/Videos/MysteryBox_Combine_Midnight_Pact.bk2","[1,1]",0,""
212,"MicrotransactionMidnightPactHelmet",3348,"[3320,3334]","Art/Videos/MysteryBox_Combine_Midnight_Pact.bk2","[1,1]",0,""
213,"MicrotransactionMidnightPactBoots",3349,"[3321,3335]","Art/Videos/MysteryBox_Combine_Midnight_Pact.bk2","[1,1]",0,""
214,"MicrotransactionMidnightPactGloves",3350,"[3322,3336]","Art/Videos/MysteryBox_Combine_Midnight_Pact.bk2","[1,1]",0,""
215,"MicrotransactionMidnightPactBodyArmour",3351,"[3323,3337]","Art/Videos/MysteryBox_Combine_Midnight_Pact.bk2","[1,1]",0,""
216,"MicrotransactionMidnightPactWings",3352,"[3324,3338]","Art/Videos/MysteryBox_Combine_Midnight_Pact.bk2","[1,1]",0,""
217,"MicrotransactionMidnightPactBackAttachment",3353,"[3325,3339]","Art/Videos/MysteryBox_Combine_Midnight_Pact.bk2","[1,1]",0,""
218,"MicrotransactionMidnightPactWeaponEffect",3354,"[3327,3341]","Art/Videos/MysteryBox_Combine_Midnight_Pact.bk2","[1,1]",0,""
219,"MicrotransactionMidnightPactPortalEffect",3355,"[3329,3343]","Art/Videos/MysteryBox_Combine_Midnight_Pact.bk2","[1,1]",0,""
220,"MicrotransactionMidnightPactCharacterEffect",3356,"[3328,3342]","Art/Videos/MysteryBox_Combine_Midnight_Pact.bk2","[1,1]",0,""
221,"MicrotransactionMidnightPactFootprintsEffect",3357,"[3330,3344]","Art/Videos/MysteryBox_Combine_Midnight_Pact.bk2","[1,1]",0,""
222,"AuspiciousDragonPet1",5214,"[5213,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
223,"AuspiciousDragonPet2",5214,"[5215,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
224,"JingweiPremiumPet1",5217,"[5216,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
225,"JingweiPremiumPet2",5217,"[5218,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
226,"MicrotransactionFreyaConvert1",5177,"[5173,325]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
227,"MicrotransactionFreyaConvert2",5177,"[5175,325]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
228,"MicrotransactionFreyaConvertUpgrade1",5176,"[5173,326]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
229,"MicrotransactionFreyaConvertUpgrade2",5176,"[5175,326]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
230,"MicrotransactionFreyaConvertUpgrade3",5176,"[5174,326]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,1
231,"MicrotransactionFreyaConvertToNormal1",5175,"[5177,324]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
232,"MicrotransactionFreyaConvertToNormal2",5174,"[5177,335]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
233,"MicrotransactionFreyaConvertToNormal3",5174,"[5176,335]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,1
234,"MicrotransactionFreyaSummerUpgrade1",5176,"[5177,326]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
235,"MicrotransactionBalefireOblivionWings1",3485,"[3484,349]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
236,"MicrotransactionBalefireOblivionWings2",3486,"[3485,349]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
237,"MicrotransactionAtlantisHood",3519,"[3491,3505]","Art/Videos/MysteryBox_Combine_Atlantis.bk2","[1,1]",0,""
238,"MicrotransactionAtlantisHelmet",3520,"[3492,3506]","Art/Videos/MysteryBox_Combine_Atlantis.bk2","[1,1]",0,""
239,"MicrotransactionAtlantisBoots",3521,"[3493,3507]","Art/Videos/MysteryBox_Combine_Atlantis.bk2","[1,1]",0,""
240,"MicrotransactionAtlantisGloves",3522,"[3494,3508]","Art/Videos/MysteryBox_Combine_Atlantis.bk2","[1,1]",0,""
241,"MicrotransactionAtlantisBodyArmour",3523,"[3495,3509]","Art/Videos/MysteryBox_Combine_Atlantis.bk2","[1,1]",0,""
242,"MicrotransactionAtlantisLargeBackAttachment",3525,"[3496,3510]","Art/Videos/MysteryBox_Combine_Atlantis.bk2","[1,1]",0,""
243,"MicrotransactionAtlantisSmallBackAttachment",3524,"[3497,3511]","Art/Videos/MysteryBox_Combine_Atlantis.bk2","[1,1]",0,""
244,"MicrotransactionAtlantisFootprintsEffect",3527,"[3501,3515]","Art/Videos/MysteryBox_Combine_Atlantis.bk2","[1,1]",0,""
245,"MicrotransactionAtlantisPortalEffect",3526,"[3502,3516]","Art/Videos/MysteryBox_Combine_Atlantis.bk2","[1,1]",0,""
246,"SpectralGryffonPet1",5231,"[5230,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
247,"SpectralGryffonPet2",5231,"[5232,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
248,"SkadiPremium1",5228,"[5227,335]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
249,"SkadiPremium2",5228,"[5229,335]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
250,"MicrotransactionHarmonyHood",3666,"[3676,3691]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
251,"MicrotransactionHarmonyHelmet",3667,"[3677,3692]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
252,"MicrotransactionHarmonyBoots",3668,"[3678,3693]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
253,"MicrotransactionHarmonyGloves",3669,"[3679,3694]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
254,"MicrotransactionHarmonyBodyArmour",3670,"[3680,3695]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
255,"MicrotransactionHarmonyWings",3671,"[3681,3696]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
256,"MicrotransactionHarmonyCloak",3672,"[3682,3697]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
257,"MicrotransactionHarmonyWeaponEffect",3673,"[3683,3699]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
258,"MicrotransactionHarmonyFootprintsEffect",3674,"[3685,3700]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
259,"MicrotransactionHarmonyPortalEffect",3675,"[3687,3702]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
260,"MicrotransactionMercurialCharacterEffect1",3766,"[3765,350]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
261,"MicrotransactionMercurialCharacterEffect2",3767,"[3766,350]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
262,"GodOfThunderPremiumPet1",5243,"[5242,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
263,"GodOfThunderPremiumPet2",5243,"[5244,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
264,"MicrotransactionSpringDaughterConvert1",5147,"[5143,328]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
265,"MicrotransactionSpringDaughterConvert2",5147,"[5145,328]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
266,"MicrotransactionSpringDaughterConvertUpgrade1",5146,"[5143,329]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
267,"MicrotransactionSpringDaughterConvertUpgrade2",5146,"[5145,329]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
268,"MicrotransactionSpringDaughterConvertUpgrade3",5146,"[5144,329]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,1
269,"MicrotransactionSpringDaughterConvertToNormal1",5145,"[5147,327]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
270,"MicrotransactionSpringDaughterConvertToNormal2",5144,"[5147,335]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
271,"MicrotransactionSpringDaughterConvertToNormal3",5144,"[5146,335]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,1
272,"MicrotransactionSpringDaughterUpgrade1",5146,"[5147,329]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
273,"MicrotransactionSpringHasinaConvert1",5201,"[5197,331]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
274,"MicrotransactionSpringHasinaConvert2",5201,"[5199,331]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
275,"MicrotransactionSpringHasinaConvertUpgrade1",5200,"[5197,332]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
276,"MicrotransactionSpringHasinaConvertUpgrade2",5200,"[5199,332]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
277,"MicrotransactionSpringHasinaConvertUpgrade3",5200,"[5198,332]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,1
278,"MicrotransactionSpringHasinaConvertToNormal1",5199,"[5201,330]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
279,"MicrotransactionSpringHasinaConvertToNormal2",5198,"[5201,335]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
280,"MicrotransactionSpringHasinaConvertToNormal3",5198,"[5200,335]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,1
281,"MicrotransactionSpringHasinaUpgrade1",5200,"[5201,332]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
282,"SkadiWolf1",5240,"[5239,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
283,"SkadiWolf2",5240,"[5241,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
284,"MicrotransactionCelestialNovaAuraEffect1",3948,"[3947,351]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
285,"MicrotransactionCelestialNovaAuraEffect2",3949,"[3948,351]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
286,"AristocratCat1",5264,"[5263,323]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
287,"AristocratCat2",5264,"[5265,323]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
288,"BladeSoul1",5261,"[5260,335]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
289,"BladeSoul2",5261,"[5262,335]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
290,"MistWeaponEffect1",4045,"[4044,352]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
291,"MistWeaponEffect2",4046,"[4045,352]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,2]",0,""
292,"PackHound1",5171,"[5170,323]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
293,"PackHound2",5171,"[5172,323]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
294,"AlchemistCompanion1",5285,"[5284,335]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
295,"AlchemistCompanion2",5285,"[5286,335]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
296,"GemcutterWings1",4082,"[4081,353]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
297,"GemcutterWings2",4083,"[4082,353]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,2]",0,""
298,"LunarRabbitPet1",5304,"[5303,323]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
299,"LunarRabbitPet2",5304,"[5305,323]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
300,"RockSlabCharacterEffect1",4276,"[4275,354]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
301,"RockSlabCharacterEffect2",4277,"[4276,354]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,2]",0,""
302,"LunarBodyArmourUpgrade",4263,"[4262,337]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
303,"GhostriderCompanion1",5313,"[5312,335]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
304,"GhostRiderCompanion2",5313,"[5314,335]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
305,"GhostRiderCompanionBlue1",5316,"[5312,333]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
306,"GhostRiderCompanionBlue2",5316,"[5314,333]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
307,"GhostRiderCompanionBlue3",5315,"[5316,335]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
308,"GhostRiderCompanionBlue4",5315,"[5314,334]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
309,"GhostRiderCompanionBlue5",5315,"[5312,334]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
310,"GhostRiderCompanionBlue6",5315,"[5313,334]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,1
311,"CathedralWings1",4380,"[4379,355]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
312,"CathedralWings2",4381,"[4380,355]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,2]",0,""
313,"GoldChiyou1",5102,"[5101,323]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
314,"GoldChiyou2",5102,"[5103,323]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
315,"WaterOrbLifeMana",11403,"[11400,11401]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
316,"WaterOrbLifeES",11404,"[11400,11402]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
317,"WaterOrbManaES",11405,"[11402,11401]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
318,"WaterOrbLifeManaES1",11406,"[11403,11402]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
319,"WaterOrbLifeManaES2",11406,"[11404,11401]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
320,"WaterOrbLifeManaES3",11406,"[11405,11400]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
321,"NecroticCat1",5321,"[5320,323]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
322,"NecroticCat2",5321,"[5322,323]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
323,"SandwraithAssassinCharacterEffect1",4529,"[4528,356]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
324,"SandwraithAssassinCharacterEffect2",4530,"[4529,356]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,2]",0,""
325,"BlueGodOfThunder1",5246,"[5245,323]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
326,"BlueGodOfThunder2",5246,"[5247,323]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
327,"EldritchHungerWings1",4726,"[4725,357]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
328,"EldritchHunterWings2",4727,"[4726,357]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,2]",0,""
329,"DraconicCompanion1",5333,"[5332,335]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
330,"DraconicCompanion2",5333,"[5334,335]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",90,""
331,"WuzhiqiBodyArmour",4838,"[4837,338]","Art/Videos/MysteryBox_Combine_Generic.bk2","[1,1]",0,""
