"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","BinaryStats","[rid]","[rid]","bool","bool","bool","bool","bool","rid","[i32]","string","[rid]","bool"
679,"have_hit_an_enemy_recently","",1,"","",[4863],"",9,"","","",1,30,0,1,"",18,"","","","",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],[4863],[],"","","","","","",[],"",[],""
680,"chronos_statue_life_regen","",1,"","Chronos Statue Life Regen",[450],1,2,"","","",1,30,0,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[450],[],"","","","","","",[],"",[],""
681,"perandus_gold_spectre_buff","",1,"","",[],"",3,"","","","",30,579,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
682,"perandus_chest_protection","",1,"","Protection","[476,24]",1,3,"","","",1,30,591,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[476,24]",[],"","","","","","",[],"",[],""
683,"perandus_chest_fire_empowered","",1,"","Fire Empowered","[476,446]",1,3,"","","",1,30,592,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[476,446]",[],"","","","","","",[],"",[],""
684,"perandus_chest_cold_empowered","",1,"","Cold Empowered","[476,447]",1,3,"","","",1,30,593,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[476,447]",[],"","","","","","",[],"",[],""
685,"perandus_chest_lightning_empowered","",1,"","Lightning Empowered","[476,448]",1,3,"","","",1,30,594,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[476,448]",[],"","","","","","",[],"",[],""
686,"perandus_chest_physical_empowered","",1,"","Physical Empowered","[476,26]",1,3,"","","",1,30,595,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[476,26]",[],"","","","","","",[],"",[],""
687,"bane_of_the_loyal","The next Lieutenant you hit will be killed instantly","",1,"Bane of the Loyal",[3925],1,3,"","","",1,30,583,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[3925],[],"","","","","","",[],"",[],""
688,"heart_of_the_gargoyle","The next Gargoyle you hit will be killed instantly","",1,"Heart of the Gargoyle",[3927],1,3,"","","",1,30,584,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[3927],[],"","","","","","",[],"",[],""
689,"cube_of_absorption","The next Conduit you interact with will be disabled permanently","",1,"Cube of Absorbtion",[3928],1,3,"","","",1,30,585,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[3928],[],"","","","","","",[],"",[],""
690,"orb_of_elemental_essence","The next Essence you hit will be killed instantly","",1,"Orb of Elemental Essence",[3926],1,3,"","","",1,30,586,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[3926],[],"","","","","","",[],"",[],""
691,"rod_of_detonation","The next Font you hit will be killed instantly","",1,"Rod of Detonation",[3924],1,3,"","","",1,30,587,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[3924],[],"","","","","","",[],"",[],""
692,"sand_of_eternity","The next Idol you hit will no longer regenerate life","",1,"Sand of Eternity",[4161],1,3,"","","",1,30,588,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[4161],[],"","","","","","",[],"",[],""
693,"cogs_of_disruption","The next Charge Disruptor you use will reactivate after a short duration","",1,"Cogs of Disruption",[3930],1,3,"","","",1,30,589,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[3930],[],"","","","","","",[],"",[],""
694,"portal_shredder","The next Portal you hit will be killed instantly","",1,"Portal Shredder",[4163],1,3,"","","",1,30,590,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[4163],[],"","","","","","",[],"",[],""
695,"perandus_chest_revive_marker","",1,"","",[],"",3,"","","",1,30,0,1,"",18,"","","","",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
696,"active_offering","You have an active offering",1,"","Active Offering",[],"",1,"","","","",30,0,1,"",18,"",1,1,"",0,"","ActiveOffering","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
697,"ground_maelstrom_chill","You are taking damage from a Vortex","","","Vortex",[1976],1,3,"","","","",30,613,"","",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[1976],[],"","","","","","",[],"",[4542],""
698,"aura_increased_damage_taken","You are taking increased damage from all sources","","","Endless Pain",[476],1,3,"","","",1,30,600,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[476],[],"","","","","","",[],"",[],""
699,"aura_damage_on_movement_skill_use","You take Physical Damage whenever you use a movement skill","","","Endless Hazard","[4627,4628]",1,3,"","","",1,30,601,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[4627,4628]",[],"","","","","","",[],"",[],""
700,"savage_hit_life_regen","Grants Life regeneration","","","Rumblemarch Life Regen",[450],1,3,"","","",1,30,281,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[450],[],"","","","","","",[],"",[],""
701,"overflowing_chalice","You gain increased Flask Charges while this flask is active","","","Overflowing Chalice",[4632],1,3,"","","",1,30,611,1,"",4,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[4632],[],"","","","","","",[],"",[],""
702,"have_killed_a_taunted_enemy_recently","",1,"","",[],"",2,"","","",1,30,0,1,"",18,"","","","",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],[],[4642],"","","","","","",[],"",[],""
703,"shavronne_torment_aura","Allies have Energy Shield that cannot be bypassed by Chaos Damage","","","Shavronne's Aura","[4603,1200]",1,3,"","","",1,30,93,"","",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[4603,1200]",[],"","","","","","",[],"",[],""
704,"flask_bonus_flask_charges_gained","You gain increased Flask Charges while this flask is active",1,"","",[459],1,3,"","","","",30,0,1,"",4,"",1,"","",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[459],[],"","","","","","",[],"",[],""
705,"goddess_slow","You are slowed","","","Slow",[345],1,3,"","","",1,30,605,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[345],[],"","","","","","",[],"",[],""
706,"have_pierced_recently","",1,"","",[4674],"",2,"","","",1,30,0,1,"",18,"","","","",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],[4674],[],"","","","","","",[],"",[],""
707,"goddess_beam","You are taking Burning Damage","","","Goddess Beam",[1974],1,3,"","","",1,30,608,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[1974],[],"","","","","","",[],"",[],""
708,"have_killed_a_maimed_enemy_recently","",1,"","",[4688],"",2,"","","",1,30,0,1,"",18,"","","","",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],[4688],[],"","","","","","",[],"",[],""
709,"have_taunted_an_enemy_recently","",1,"","",[],"",2,"","","",1,30,0,1,"",18,"","","","",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],[],[4691],"","","","","","",[],"",[],""
710,"guardian_additional_block_chance","",1,"","Ascendancy Effect (Invisible)",[1080],1,3,"","","",1,30,0,1,"",18,"",1,1,"",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],[1080],[],"","","","","","",[],"",[],""
711,"guardian_block_cooldown","",1,"","Ascendancy Effect (Invisible)",[],1,3,"","","",1,30,0,1,"",18,"","","","",0,"","GuardianBlockBuff","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
712,"blocked_unique_enemy_hit_recently","",1,"","",[26],"",2,"","","",1,30,0,1,"",18,"","","","",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],[26],[],"","","","","","",[],"",[],""
713,"elementalist_increased_area_of_effect","",1,"","",[433],1,3,"","","",1,30,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[433],[],"","","","","","",[],"",[],""
714,"pale_court_invulnerability","",1,"","","[140,700,864,744,3188,977,619,177,397]",1,2,"","","","",30,612,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[140,700,864,744,3188,977,619,177,397]",[],"","","","","","",[],"",[],""
715,"pale_court_ghost_invulnerability","",1,"","","[140,700,864,744,3188,977,619,859,397]",1,2,"","","","",30,612,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[140,700,864,744,3188,977,619,859,397]",[],"","","","","","",[],"",[],""
716,"intimidated","You are Intimidated, increasing Attack Damage taken.","","","Intimidated",[5677],1,2,"","","","",30,1211,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[5677],[],"","","","","","",[],"",[],""
717,"number_of_corpses_consumed_recently","",1,"","",[],1,3,"","","",1,30,0,1,"",18,"",1,1,"",0,1,"ActionRecentlyCounterBuff","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
718,"flask_cannot_be_stunned","",1,"","",[700],1,3,"","","",1,30,0,1,"",4,"",1,1,"",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],[700],[],"","","","","","",[],"",[],""
719,"ascendancy_life_leech","",1,"","",[105],1,3,"","","",1,30,0,1,"",18,"",1,1,"",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],[105],[],"","","","","","",[],"",[],""
720,"kiaras_determination","You are immune to Freeze, Chill, Curses and Stun while this flask is active.","","","Kiara's Determination","[700,4916,4915,744]",1,3,"","","",1,30,614,1,"",4,"",1,1,"",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],"[700,4916,4915,744]",[],"","","","","","",[],"",[],""
721,"prophecy_stolen_mods_buff","You have taken the mods of a slain Rare Monster for yourself","","","Hunter's Lesson",[],1,1,1,"","","",30,280,1,"",15,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
722,"summon_specific_monsters_cannot_die","",1,"","Cannot Die",[397],1,3,"","","","",30,0,1,"",18,"","","","",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[397],[],"","","","","","",[],"",[],""
723,"phoenix_firebomb","You have reduced Fire Resistance.","","","Phoenix Fire Bomb",[144],1,3,"","","",1,30,632,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[144],[],"","","","","","",[],"",[],""
724,"repeated_pulse_cold","You have reduced Cold Resistance.","","","Essence of Hatred",[146],1,3,"","","",1,30,615,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[146],[],"","","","","","",[],"",[],""
725,"repeated_pulse_lightning","You have reduced Lightning Resistance.","","","Essence of Wrath",[148],1,3,"","","",1,30,616,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[148],[],"","","","","","",[],"",[],""
726,"repeated_pulse_fire","You have reduced Fire Resistance.","","","Essence of Anger",[144],1,3,"","","",1,30,617,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[144],[],"","","","","","",[],"",[],""
727,"repeated_pulse_chaos","You are taking Chaos Damage over time.","","","Essence of Misery",[452],1,1,1,"","",1,30,618,1,1,2,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[452],[],"","","","","","",[],"",[],""
728,"flask_elemental_penetration","Your damage penetrates enemy Elemental Resistances.",1,"","","[592,593,594]",1,3,"","","",1,30,0,1,"",4,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[592,593,594]",[],"","","","","","",[],"",[],""
729,"essence_elemental_damage_taken","",1,"","",[4817],1,3,"","","","",30,0,1,"",18,"",1,1,"",0,"","ElementalDamageTakenEssence","","","","",5,"","",0,[],"","",[],"",[],[],[4817],[],"","","","","","",[],"",[],""
730,"essence_burning_ground","",1,"","",[],1,3,"","","","",30,0,1,"",18,"",1,1,"",0,"","BurningGroundEssence","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
731,"essence_elemental_damage_taken_granted","",1,"","",[3488],1,3,"","","","",30,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[3488],[],"","","","","","",[],"",[],""
732,"curse_immunity","","","","Curse Immunity",[],1,13,"","","",1,30,619,1,"",1,"",1,"","",0,"","","","","","",5,"","",0,[],"","",[],"",[],[744],[],[],"","","","","","",[],"",[],""
733,"essence_alternating_buffs_speed_dodge_alternator","",1,"","","[177,216,70,7385]",1,10,"","","","",30,0,1,"",18,"",1,1,"",0,"","GenericAlternatingBuff","","","","",5,"","",0,[],"","",[],"",[],[],"[177,216,70,7385]",[],"","","","","","",[],"",[],""
734,"essence_alternating_buffs_speed_dodge_1","",1,"","","[177,216,70]",1,3,"","","","",30,621,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[177,216,70]",[],"","","","","","",[],"",[],""
735,"essence_alternating_buffs_speed_dodge_2","",1,"","",[7385],1,3,"","","","",30,622,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[7385],[],"","","","","","",[],"",[],""
736,"essence_alternating_buffs_damage_alternator","",1,"","","[633,476]",1,10,"","","","",30,0,1,"",18,"",1,1,"",0,"","GenericAlternatingBuff","","","","",5,"","",0,[],"","",[],"",[],[],"[633,476]",[],"","","","","","",[],"",[],""
737,"essence_alternating_buffs_damage_1","",1,"","",[633],1,3,"","","","",30,623,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[633],[],"","","","","","",[],"",[],""
738,"essence_alternating_buffs_damage_2","",1,"","",[476],1,3,"","","","",30,620,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[476],[],"","","","","","",[],"",[],""
739,"essence_alternating_buffs_crit_alternator","",1,"","","[97,347]",1,10,"","","","",30,0,1,"",18,"",1,1,"",0,"","GenericAlternatingBuff","","","","",5,"","",0,[],"","",[],"",[],[],"[97,347]",[],"","","","","","",[],"",[],""
740,"essence_alternating_buffs_crit_1","",1,"","",[97],1,3,"","","","",30,624,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[97],[],"","","","","","",[],"",[],""
741,"essence_alternating_buffs_crit_2","",1,"","",[347],1,3,"","","","",30,625,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[347],[],"","","","","","",[],"",[],""
742,"permanent_debuff_on_minion_death","",1,"","","[476,716,11,10]",1,1,"","","","",30,0,1,"",2,"",1,1,"",20,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[476,716,11,10]",[],"","","","","","",[],"",[],""
743,"have_blocked_attack_recently","",1,"","",[4838],"",9,"","","",1,30,0,1,"",18,"","","","",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],[4838],[],"","","","","","",[],"",[],""
744,"phoenix_stacking_debuff","You have reduced maximum Fire Resistance.","","","Heat",[941],1,3,1,"","","",30,629,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[941],[],"","","","","","",[],"",[],""
745,"fire_beam_damage_stacks","You are burning, taking fire damage over time from a Scorching Ray.","","","Scorching Ray",[4930],1,1,"","","",1,30,654,1,"",2,"",1,1,"",0,"","FireBeamBuff","","","","",5,"","",0,[],"","",[],"",[],[],[4930],[],"","","","","","",[],"",[],""
746,"brain_scrambler_shock_effects","",1,"","Brain Scrambler","[216,177]",1,3,"","","","",30,0,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[216,177]",[],"","","","","","",[],"",[],""
747,"shaper_immune","","","","","[397,140,700,744,864]","",3,"","","","",30,630,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[397,140,700,744,864]",[],"","","","","","",[],"",[],""
748,"shaper_beam","DESCRIBE ME",1,"","RENAME ME","[1974,1976,1978]",1,3,"","","","",30,640,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","","[165,177]","",[],[],"[1974,1976,1978]",[],"","","","","","","[0,0]","",[],""
749,"decay","You are taking Chaos Damage over time","","","Decay",[452],1,3,"","","",1,30,642,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[452],[],"","","","","","",[],"",[],""
750,"endurance_frenzy_charge_essence","Gains Endurance and Frenzy Charges",1,"","",[],"",3,"","","","",30,0,1,"",18,"",1,1,"",0,"","EnduranceFrenzyChargeEssence","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
751,"remnant_of_corruption_aura","You are slowed and taking Physical Damage over time","","","Remnant of Corruption","[177,2561,3054]",1,3,"","","","",30,635,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[177,2561,3054]",[],"","","","","","",[],"",[],""
752,"chieftain_enrage_aura","","","","","[70,24,177,140]",1,3,"","","","",30,637,1,"",18,"",1,1,"",0,"","BeatChest","","","","",5,"","",0,[],"","",[],"",[],[],"[70,24,177,140]",[],"","","","","","",[],"",[],""
753,"chieftain_enrage_buff","","","","",[476],1,3,"","","","",30,636,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[476],[],"","","","","","",[],"",[],""
754,"rhoa_map_boss_enrage_buff","","","","Rhoa Boss Enrage","[70,24,177,476,11,10,716,4204,3335]",1,1,"","","","",30,13,1,"",18,"",1,1,"",3,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[70,24,177,476,11,10,716,4204,3335]",[],"","","","","","",[],"",[],""
755,"monolith_monster_freedom","",1,"","",[476],1,2,"","","",1,30,638,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[476],[],"","","","","","",[],"",[],""
756,"essence_random_charge","",1,"","",[],"",3,"","","","",30,0,1,"",18,1,1,1,"",0,"","EssenceRandomCharge","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
757,"essence_charge_max_and_duration","",1,"","","[2685,180,179,181]","",3,"","","","",30,0,1,"",18,1,1,1,"",0,"","EssenceHorrorChargesMaxAndDuration","","","","",5,"","",0,[],"","",[],"",[],[],"[2685,180,179,181]",[],"","","","","","",[],"",[],""
758,"minotaur_arctrap_debuff","You are slowed","","","Arc Trap",[345],1,3,"","","",1,30,6,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[345],[],"","","","","","",[],"",[],""
759,"new_blade_vortex","You have blades in a Blade Vortex around you",1,"","Blade Vortex",[4930],1,1,1,"",5056,"",30,527,1,"",6,"",1,1,"",0,"","BladeVortexBuff",1,"","","",2,"","",0,[],"","",[],"",[],[],[4930],[],"","","","","","",[],"",[],""
760,"new_blade_vortex_effect","",1,"","","[3889,4930]",1,2,"","","","",30,0,1,"",18,"",1,1,"",0,"","BladeVortexBuffEffect",1,"","","",5,"","",0,[],"","",[],"",[],[],"[3889,4930]",[],"","","","","","",[],"",[],""
761,"zana_immune_buff","","","","TEMP","[2082,140,397]","",2,"","","","",30,641,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[2082,140,397]",[],"","","","","","",[],"",[],""
762,"hidden_monster_disable_minions","",1,"","","[140,700,859,1852,1302]","",2,"","","","",30,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],"[1001,1407]","[140,700,859,1852,1302]",[],"","","","","","",[],"",[],""
763,"aura_movement_speed_for_spiders","",1,"","","[4939,5007,5815]","",3,"","","","",30,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[4939,5007,5815]",[],"","","","","","",[],"",[],""
764,"covered_in_spiders","You are covered in spiders! Burn them off! You move faster but Attack and Cast slower and deal less Damage.","","","Covered in Spiders","[177,4942,4943]",1,3,"","","","",30,646,1,"",2,"",1,1,"",0,"","CoveredInSpiders","","","","",5,"","",0,[],"","",[],"",[],[],"[177,4942,4943]",[],"","","","","","",[],"",[],""
765,"remove_covered_in_spiders","You are burning spiders and taking Fire Damage over time","","","Fire","[4620,4622,4624,4619,4621,4623,4846]",1,3,"","","","",30,499,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[4620,4622,4624,4619,4621,4623,4846]",[],"","","","","","",[],"",[],""
766,"restore","You are regenerating Life, Mana or Energy Shield","","","Restore","[450,129,1408]",1,3,"","","","",30,647,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[450,129,1408]",[],"","","","","","",[],"",[],""
767,"statue_alternating_buffs_item_rarity_alternator","",1,"","","[24,10,476,11]",1,10,"","","","",30,0,1,"",18,"",1,1,"",0,"","GenericAlternatingBuff","","","","",5,"","",0,[],"","",[],"",[],[],"[24,10,476,11]",[],"","","","","","",[],"",[],""
768,"statue_alternating_buffs_item_rarity","",1,"","","[24,10]",1,3,"","","","",30,626,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[24,10]",[],"","","","","","",[],"",[],""
769,"statue_alternating_buffs_item_quantity","",1,"","","[476,11]",1,3,"","","","",30,628,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[476,11]",[],"","","","","","",[],"",[],""
770,"unique_flask_witchfire_brew","You are dealing increased Damage over Time","","","Witchfire Brew",[1972],1,3,"","","",1,30,648,1,"",4,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[1972],[],"","","","","","",[],"",[],""
771,"unique_flask_dying_sun","You have increased Area of Effect, and fire additional Projectiles","","","Dying Sun","[433,173,15521]",1,3,"","","",1,30,652,1,"",4,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[433,173,15521]",[],"","","","","","",[],"",[],""
772,"atlas_lightning_golem_buff","","","","","[476,70,216]",1,3,"","","",1,30,651,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[476,70,216]",[],"","","","","","",[],"",[],""
773,"aura_atlas_gold_pile","You are dealing increased damage","","","Treasure Pile",[5020],1,3,"","","","",30,627,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[5020],[],"","","","","","",[],"",[],""
774,"hallowed_ground_boss_invulnerability","",1,"","","[140,397,700]","",3,"","","","",30,649,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[140,397,700]",[],"","","","","","",[],"",[],""
775,"elementalist_all_damage_chills","All of your damage Chills.","","","Chilling Conflux",[4985],1,3,"","","",1,30,576,1,"",18,"",1,1,"",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],[4985],[],"","","","","","",[],"",[],""
776,"elementalist_all_damage_shocks","All of your damage Shocks.","","","Shocking Conflux","[4986,658]",1,3,"","","",1,30,577,1,"",18,"",1,1,"",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],"[4986,658]",[],"","","","","","",[],"",[],""
777,"elementalist_all_damage_ignites","All of your damage Ignites.","","","Igniting Conflux","[4987,610]",1,3,"","","",1,30,578,1,"",18,"",1,1,"",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],"[4987,610]",[],"","","","","","",[],"",[],""
778,"elementalist_all_damage_chills_shocks_ignites","All of your damage Shocks, Chills, and Ignites.","","","Elemental Conflux","[3959,658,610]",1,3,"","","",1,30,575,1,"",18,"",1,1,"",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],"[3959,658,610]",[],"","","","","","",[],"",[],""
779,"shaper_minions_buff","",1,"","",[476],"",3,"","","","",30,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[476],[],"","","","","","",[],"",[],""
780,"map_poisoned_while_moving","",1,"","",[5003],"",3,"","","","",30,0,1,"",18,"",1,1,"",0,"","PoisonedWhileMoving","","","","",5,"","",0,[],"","",[],"",[],[],[5003],[],"","","","","","",[],"",[],""
781,"map_damage_taken_while_stationary","",1,"","",[5032],"",3,"","","","",30,0,1,"",18,"",1,1,"",0,"","DamageTakenWhileStationary","","","","",5,"","",0,[],"","",[],"",[],[],[5032],[],"","","","","","",[],"",[],""
782,"map_damage_taken","",1,"","",[476],1,3,"","","","",30,0,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[476],[],"","","","","","",[],"",[],""
783,"ground_haste","You have increased Action Speed from the Slipstream.","","","Slipstream",[345],1,3,"","","","",30,653,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[345],[],"","","","","","",[],"",[],""
784,"damage_taken_on_200_mana_spent","",1,"","",[476],"",3,"","","","",30,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[476],[],"","","","","","",[],"",[],""
785,"mass_summon_ravens","",1,"","",[476],"",3,"","","","",30,662,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[476],[],"","","","","","",[],"",[],""
786,"damage_and_damage_taken","",1,"","","[24,476]","",3,"","","","",30,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[24,476]",[],"","","","","","",[],"",[],""
787,"map_damage_and_damage_taken_while_stationary","",1,"","","[5129,5130]","",3,"","","","",30,0,1,"",18,"",1,1,"",0,"","DamageAndDamageTakenWhileStationary",1,"","","",5,"","",0,[],"","",[],"",[],[],"[5129,5130]",[],"","","","","","",[],"",[],""
788,"ground_tar_gold","Your movement speed is reduced while standing in liquid gold","","","Liquid Gold",[177],1,3,"","","","",30,663,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[177],[],"","","","","","",[],"",[],""
789,"strongbox_enrage","","","","","[716,11,177,70,24,124]",1,3,"","","","",30,636,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[716,11,177,70,24,124]",[],"","","","","","",[],"",[],""
790,"cover_in_ash","You are slowed and you take Increased Fire Damage.","","","Covered In Ash","[5232,2037]","",3,"","","","",30,664,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[5232,2037]",[],"","","","","","",[],"",[],""
791,"empowering_howl","","","","Empowering Howl",[446],"",3,"","","","",30,665,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[446],[],"","","","","","",[],"",[],""
792,"new_new_blade_vortex","You have blades in a Blade Vortex around you",1,"","Blade Vortex",[4930],1,1,1,"",5056,"",30,527,1,"",6,"",1,1,"",0,"","NewBladeVortexBuff",1,"","","",2,"","",0,[],"","",[],"",[],[],[4930],[],"","","","","","",[],"",[],""
793,"have_summoned_golem_in_past_8_seconds","",1,"","",[5116],"",3,"","","","",30,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[5116],[],"","","","","","",[],"",[],""
794,"golem_summoned_in_past_8_seconds","",1,"","",[24],"",3,"","","","",30,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[],"",[],""
