"rownum","rid","rid","rid","bool","bool","i32","bool"
832,204,37,43,1,1,600,""
833,7927,45,46,1,1,50,""
834,7928,45,48,1,1,75,""
835,7929,45,47,1,1,50,""
836,7930,45,49,1,1,75,""
837,7931,45,50,1,1,50,""
838,7932,45,46,1,1,500,""
839,7933,45,48,1,1,750,""
840,7934,45,47,1,1,500,""
841,7935,45,49,1,1,750,""
842,7936,45,50,1,1,500,""
843,205,45,46,1,1,2,1
844,206,45,48,1,1,1,1
845,207,45,47,1,1,2,""
846,208,45,49,1,1,1,""
847,209,45,50,1,1,2,1
848,7869,6,7,1,1,15,""
849,7868,6,7,1,1,30,""
850,7866,6,7,1,1,75,""
851,7867,6,7,1,1,20,""
852,7874,6,7,1,1,40,""
853,7873,6,7,1,1,75,""
854,7871,6,7,1,1,190,""
855,7872,6,7,1,1,50,""
856,7881,6,8,1,1,250,""
857,7882,6,8,1,1,250,""
858,7883,6,8,1,1,250,""
859,7884,6,8,1,1,250,""
860,7886,6,9,1,1,250,""
861,7887,6,9,1,1,250,""
862,7888,6,9,1,1,250,""
863,7889,6,9,1,1,250,""
864,7891,6,9,1,1,500,""
865,7892,6,9,1,1,500,""
866,7893,6,9,1,1,500,""
867,7894,6,9,1,1,500,""
868,7896,6,10,1,1,250,""
869,7897,6,10,1,1,250,""
870,7898,6,10,1,1,250,""
871,7899,6,10,1,1,250,""
872,7938,6,11,1,1,30,""
873,7939,6,11,"",1,180,""
874,7940,6,11,"",1,180,""
875,7941,6,11,"",1,180,""
876,10608,6,12,1,1,1000,""
877,10609,6,12,1,1,100,""
878,310,6,13,1,1,2,""
879,311,6,13,1,1,250,""
880,11673,6,13,1,1,250,""
881,10291,93,93,1,1,25,""
882,10292,93,93,1,1,25,""
883,10293,93,93,1,1,25,""
884,10294,93,93,1,1,50,""
885,10295,93,93,1,1,50,""
886,10296,93,93,1,1,50,""
887,10297,93,93,1,1,75,""
888,10298,93,93,1,1,75,""
889,10299,93,93,1,1,75,""
890,10300,93,93,1,1,100,""
891,10301,93,93,1,1,125,""
892,10302,93,93,1,1,125,""
893,10303,93,93,1,1,125,""
894,10288,93,93,1,1,500,""
895,10289,93,93,1,1,500,""
896,10290,93,93,1,1,500,""
897,297,94,94,1,1,25,""
898,291,94,94,1,1,25,""
899,292,94,94,1,1,25,""
900,293,94,94,1,1,25,""
901,298,94,94,1,1,25,""
902,294,94,94,1,1,50,""
903,295,94,94,1,1,50,""
904,296,94,94,1,1,50,""
905,299,94,94,1,1,50,""
906,300,94,94,1,1,50,""
907,301,94,94,1,1,150,""
908,11123,96,96,1,1,25,""
909,11118,96,96,1,1,30,""
910,11115,96,96,1,1,35,""
911,11116,96,96,"",1,35,""
912,11119,96,96,"",1,35,""
913,11122,96,96,"",1,50,""
914,11117,96,96,"",1,50,""
915,11120,96,96,"",1,50,""
916,11253,98,98,1,1,25,""
917,11254,98,98,1,1,25,""
918,11255,98,98,1,1,25,""
919,11256,98,98,1,1,25,""
920,11265,98,98,1,1,25,""
921,11266,98,98,1,1,50,""
922,11267,98,98,1,1,50,""
923,11252,98,98,1,1,50,""
924,11259,98,98,1,1,50,""
925,11261,98,98,1,1,50,""
926,11260,98,98,1,1,125,""
927,11258,98,98,1,1,125,""
928,11303,99,100,1,1,25,""
929,11304,99,100,1,1,25,""
930,11305,99,100,1,1,25,""
931,11306,99,102,1,1,50,""
932,11307,99,102,1,1,50,""
933,11310,99,100,1,1,25,""
934,11311,99,100,1,1,25,""
935,11312,99,100,1,1,25,""
936,11313,99,100,1,1,50,""
937,11314,99,100,1,1,50,""
938,11317,99,102,1,1,25,""
939,11318,99,102,1,1,25,""
940,11319,99,102,1,1,25,""
941,11320,99,102,1,1,50,""
942,11321,99,102,1,1,50,""
943,11324,99,100,1,1,25,""
944,11325,99,100,1,1,25,""
945,11326,99,102,1,1,25,""
946,11327,99,100,1,1,50,""
947,11328,99,102,1,1,50,""
948,11268,99,101,1,1,25,""
949,11269,99,101,1,1,25,""
950,11270,99,101,1,1,25,""
951,11271,99,101,1,1,50,""
952,11272,99,101,1,1,50,""
953,11289,99,101,1,1,25,""
954,11290,99,101,1,1,25,""
955,11291,99,101,1,1,25,""
956,11292,99,102,1,1,50,""
957,11293,99,101,1,1,50,""
958,11296,99,101,1,1,25,""
959,11297,99,100,1,1,25,""
960,11298,99,102,1,1,25,""
961,11299,99,100,1,1,50,""
962,11300,99,100,1,1,50,""
963,11275,99,101,1,1,25,""
964,11276,99,101,1,1,25,""
965,11277,99,101,1,1,25,""
966,11278,99,102,1,1,50,""
967,11279,99,101,1,1,50,""
968,11282,99,101,1,1,25,""
969,11283,99,101,1,1,25,""
970,11284,99,101,1,1,25,""
971,11285,99,101,1,1,50,""
972,11286,99,101,1,1,50,""
973,11331,99,102,1,1,25,""
974,11332,99,102,1,1,25,""
975,11333,99,102,1,1,25,""
976,11334,99,101,1,1,50,""
977,11335,99,102,1,1,50,""
978,11357,99,101,1,1,125,""
979,11358,99,100,1,1,125,""
980,11359,99,102,1,1,125,""
981,10652,95,95,1,1,25,""
982,10653,95,95,1,1,25,""
983,10654,95,95,1,1,25,""
984,10655,95,95,1,1,50,""
985,11180,97,97,1,1,4,1
986,11181,97,97,1,1,4,1
987,11182,97,97,1,1,4,1
988,11183,97,97,1,1,125,""
