"rownum","BetrayalDialogueCueKey","i32","i32","i32","i32","i32","[i32]","rid","i32","rid","[rid]","rid","bool","[i32]","[rid]","bool","[i32]","rid","[rid]"
319,10,0,0,0,5,8,"[2,4]","",300,"",[],"","",[],[],"",[],2623,[]
320,10,0,0,0,5,9,[],"",100,"","[1,2]","","",[],[],"",[],2624,[]
321,10,0,0,0,5,10,[],"",100,"",[0],"","",[],[],"",[],2625,[]
322,10,0,0,0,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],2626,[]
323,10,0,0,0,8,1,[],"",300,"",[],"","",[],"[3,13,15,14]","",[],2627,[]
324,10,0,0,0,8,2,[],"",300,"",[],"","",[],[7],"",[],2628,[]
325,10,0,0,0,8,3,[],"",300,"",[],"","",[],[4],"",[],2629,[]
326,10,0,0,0,8,4,[],"",300,"",[],"","",[],[10],"",[],2630,[]
327,10,0,0,0,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],2631,[]
328,10,0,0,0,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],2632,[]
329,10,0,0,0,9,0,[],"",100,"",[],"","",[],[3],"",[],2633,[]
330,10,0,0,0,9,1,[],"",100,"",[],"","",[],[7],"",[],2634,[]
331,10,0,0,0,9,2,[],"",100,"",[],"","",[],"[4,13,14,15]","",[],2635,[]
332,10,0,0,0,9,3,[],"",100,"",[],"","",[],[10],"",[],2636,[]
333,10,0,0,0,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],2637,[]
334,10,0,0,0,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],2638,[]
335,10,0,0,0,6,0,[],"",300,"",[],"","",[],[5],"",[],2639,[]
336,10,0,0,0,6,1,[],"",300,"",[],"","",[],[11],"",[],2640,[]
337,10,0,0,0,6,2,[],"",300,"",[],"","",[],[6],"",[],2641,[]
338,10,0,0,0,6,3,[],"",300,"",[],"","",[],[12],"",[],2642,[]
339,10,0,0,0,6,4,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],2643,[]
340,10,0,0,0,6,5,[],2,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2644,[]
341,10,0,0,0,6,6,[],12,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2645,[]
342,10,0,0,0,6,7,[],14,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2646,[]
343,10,0,0,0,6,8,[],15,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2647,[]
344,10,0,0,0,6,9,[],16,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2648,[]
345,10,0,0,0,10,0,[],"",100,"",[],"","",[],[2],"",[],2649,[]
346,10,0,0,0,10,1,[],"",100,"",[],"","",[7],[2],"",[],2650,[]
347,10,0,0,0,10,2,[],"",100,"",[2],"","",[],[2],"",[],2651,[]
348,10,0,0,0,10,3,[1],"",300,"",[],"","",[],[2],"",[],2652,[]
349,10,0,0,0,7,0,[],"",100,"",[],"","",[],[],"",[],2653,[]
350,10,0,0,0,7,1,[],"",100,"",[],"","",[],[],"",[],2654,[]
351,10,0,0,0,7,2,[],1,1000,"",[],"","",[],[],1,[],2655,[]
352,10,0,0,0,7,3,[],2,1000,"",[],"","",[],[],1,[],2656,[]
353,10,0,0,0,7,4,[],4,1000,"",[],"","",[],[],1,[],2657,[]
354,10,0,0,0,7,5,[],15,1000,"",[],"","",[],[],1,[],2658,[]
355,10,0,0,0,7,6,[],16,1000,"",[],"","",[],[],1,[],2659,[]
356,10,0,0,0,11,0,[],"",100,"",[],"","",[],[],"",[],2660,[]
357,10,0,0,0,11,1,[1],"",300,"",[],"","",[],[],"",[],2661,[]
358,10,0,0,0,11,2,[3],"",300,"",[],"","",[],[],"",[],2662,[]
359,10,0,0,0,12,0,[],"",100,"",[1],"","",[],[],"",[],2663,[]
360,10,0,0,0,12,1,[],"",100,"",[2],"","",[],[],"",[],2664,[]
361,10,0,0,0,12,2,[],"",100,"",[0],"","",[],[],"",[],2665,[]
362,10,0,0,0,14,0,[],"",100,"",[],"","",[],[],"",[],2666,[]
363,10,0,0,0,0,18,[9],"",100,"",[],"",1,[],[],"",[],2667,[]
364,10,0,0,0,5,11,[],"",100,"",[],"",1,[],[],"",[],2668,[]
365,10,0,0,0,9,6,[],"",100,"",[],"",1,[],[],"",[],2669,[]
366,10,0,0,0,11,3,[],"",100,"",[],"",1,[],[],"",[],2670,[]
367,10,0,0,0,12,3,[],"",100,"",[],"",1,[],[],"",[],2671,[]
368,12,0,0,0,0,0,[],"",10,"",[],"","",[],[],1,[9],2678,[]
369,12,0,0,0,0,1,[],"",100,1,[],"","",[],[],"",[],2679,[]
370,12,0,0,0,0,2,[],"",100,2,[],"","",[],[],"",[],2680,[]
371,12,0,0,0,0,3,[],"",100,4,[],"","",[],[],"",[],2681,[]
372,12,0,0,0,0,4,[],"",100,3,[],"","",[],[],"",[],2682,[]
373,12,0,0,0,0,5,[1],"",300,"",[],"","",[],[],"",[],2683,[]
374,12,0,0,0,0,6,[3],"",300,"",[],"","",[],[],"",[],2684,[]
375,12,0,0,0,0,7,[5],"",300,"",[],"","",[],[],"",[],2685,[]
376,12,0,0,0,0,8,[6],"",300,"",[],"","",[],[],"",[],2686,[]
377,12,0,0,0,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],2687,[]
378,12,0,0,0,0,10,[],"",100,"",[],49,"",[],[],"",[],2688,[]
379,12,0,0,0,0,11,[],"",100,"",[],4,"",[],[],"",[],2689,[]
380,12,0,0,0,0,12,[],"",100,"",[],48,"",[],[],"",[],2690,[]
381,12,0,0,0,0,13,[],"",100,"",[],10,"",[],[],"",[],2691,[]
382,12,0,0,0,0,14,[],"",100,"",[],1,"",[],[],"",[],2692,[]
383,12,0,0,0,13,0,[],"",10,"",[],"","",[],[],1,[],2693,[]
384,12,0,0,0,1,0,[],"",100,1,"[1,2]","","",[],[],"",[],2694,[]
385,12,0,0,0,1,1,[],"",100,2,"[1,2]","","",[],[],"",[],2695,[]
386,12,0,0,0,1,2,[],"",100,4,"[1,2]","","",[],[],"",[],2696,[]
387,12,0,0,0,1,3,[],"",100,3,"[1,2]","","",[],[],"",[],2697,[]
388,12,0,0,0,1,4,[],"",100,"","[1,2]","","",[],[],"",[],2698,[]
389,12,0,0,0,1,5,[],"",100,"","[1,2]","","",[],[],"",[],2699,[]
390,12,0,0,0,1,6,[],3,1000,"","[1,2]","","",[],[],1,[],2700,[]
391,12,0,0,0,1,7,[],8,1000,"","[1,2]","","",[],[],1,[],2701,[]
392,12,0,0,0,1,8,[],9,1000,"","[1,2]","","",[],[],1,[],2702,[]
393,12,0,0,0,1,9,[],"",100,"","[1,2]","","",[],[],"",[],2703,[]
394,12,0,0,0,1,10,[],17,1000,"","[1,2]","","",[],[],1,[],2704,[]
395,12,0,0,0,1,11,[],"",100,1,[0],"","",[],[],"",[],2705,[]
396,12,0,0,0,1,12,[],"",100,2,[0],"","",[],[],"",[],2706,[]
397,12,0,0,0,1,13,[],"",100,4,[0],"","",[],[],"",[],2707,[]
398,12,0,0,0,1,14,[],"",100,3,[0],"","",[],[],"",[],2708,[]
399,12,0,0,0,1,15,[],9,1000,"",[0],"","",[],[],1,[],2709,[]
400,12,0,0,0,1,16,[],10,1000,"",[0],"","",[],[],1,[],2710,[]
401,12,0,0,0,1,17,[],6,1000,"",[0],"","",[],[],1,[],2711,[]
402,12,0,0,0,1,18,[],11,1000,"",[0],"","",[],[],1,[],2712,[]
403,12,0,0,0,1,19,[],15,1000,"",[0],"","",[],[],1,[],2713,[]
404,12,0,0,0,1,20,[],"",100,"",[0],"","",[],[],"",[],2714,[]
405,12,0,0,0,2,0,[],"",100,1,[0],"","",[],[],"",[],2715,[]
406,12,0,0,0,2,1,[],"",100,2,[0],"","",[],[],"",[],2716,[]
407,12,0,0,0,2,2,[],"",100,4,[0],"","",[],[],"",[],2717,[]
408,12,0,0,0,2,3,[],"",100,3,[0],"","",[],[],"",[],2718,[]
409,12,0,0,0,2,4,[],8,1000,"",[0],"","",[],[],1,[],2719,[]
410,12,0,0,0,2,5,[],9,1000,"",[0],"","",[],[],1,[],2720,[]
411,12,0,0,0,2,6,[],10,1000,"",[0],"","",[],[],1,[],2721,[]
412,12,0,0,0,2,7,[],13,1000,"",[0],"","",[],[],1,[],2722,[]
413,12,0,0,0,2,8,[],14,1000,"",[0],"","",[],[],1,[],2723,[]
414,12,0,0,0,2,9,[],"",100,"",[0],"","",[],[],"",[],2724,[]
415,12,0,0,0,1,21,[7],"",100,1,[],"","",[],[],"",[],2725,[]
416,12,0,0,0,1,22,[7],"",100,2,[],"","",[],[],"",[],2726,[]
417,12,0,0,0,1,23,[7],"",100,4,[],"","",[],[],"",[],2727,[]
418,12,0,0,0,1,24,[7],"",100,3,[],"","",[],[],"",[],2728,[]
419,12,0,0,0,1,25,[7],3,1000,"",[],"","",[],[],1,[],2729,[]
420,12,0,0,0,1,26,[7],9,1000,"",[],"","",[],[],1,[],2730,[]
421,12,0,0,0,1,27,[7],13,1000,"",[],"","",[],[],1,[],2731,[]
422,12,0,0,0,1,28,[7],14,1000,"",[],"","",[],[],1,[],2732,[]
423,12,0,0,0,1,29,[7],15,1000,"",[],"","",[],[],1,[],2733,[]
424,12,0,0,0,1,30,[7],"",100,"",[],"","",[],[],"",[],2734,[]
425,12,0,0,0,3,0,[],"",100,1,[],"","",[],[],"",[],2735,[]
426,12,0,0,0,3,1,[],"",100,2,[],"","",[],[],"",[],2736,[]
427,12,0,0,0,3,2,[],"",100,4,[],"","",[],[],"",[],2737,[]
428,12,0,0,0,3,3,[],"",100,3,[],"","",[],[],"",[],2738,[]
429,12,0,0,0,4,0,[],"",100,"",[0],"","",[],[],"",[],2739,[]
430,12,0,0,0,4,1,[],"",100,2,[],"","",[],[],"",[],2740,[]
431,12,0,0,0,4,2,[],"",100,4,[],"","",[],[],"",[],2741,[]
432,12,0,0,0,5,0,[],"",100,1,[],"","",[],[],"",[],2742,[]
433,12,0,0,0,5,1,[],"",100,2,[],"","",[],[],"",[],2743,[]
434,12,0,0,0,5,2,[],"",100,4,[],"","",[],[],"",[],2744,[]
435,12,0,0,0,5,3,[],"",100,3,[],"","",[],[],"",[],2745,[]
436,12,0,0,0,5,4,[1],"",300,"",[],"","",[],[],"",[],2746,[]
437,12,0,0,0,5,5,[3],"",300,"",[],"","",[],[],"",[],2747,[]
438,12,0,0,0,5,6,[5],"",300,"",[],"","",[],[],"",[],2748,[]
439,12,0,0,0,5,7,[6],"",300,"",[],"","",[],[],"",[],2749,[]
440,12,0,0,0,5,8,"[2,4]","",300,"",[],"","",[],[],"",[],2750,[]
441,12,0,0,0,5,9,[],"",100,"","[1,2]","","",[],[],"",[],2751,[]
442,12,0,0,0,5,10,[],"",100,"",[0],"","",[],[],"",[],2752,[]
443,12,0,0,0,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],2753,[]
444,12,0,0,0,8,1,[],"",300,"",[],"","",[],[3],"",[],2754,[]
445,12,0,0,0,8,2,[],"",300,"",[],"","",[],[7],"",[],2755,[]
446,12,0,0,0,8,3,[],"",300,"",[],"","",[],[4],"",[],2756,[]
447,12,0,0,0,8,4,[],"",300,"",[],"","",[],[10],"",[],2757,[]
448,12,0,0,0,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],2758,[]
449,12,0,0,0,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22,13,14,15]","",[],2759,[]
450,12,0,0,0,9,0,[],"",100,"",[],"","",[],[3],"",[],2760,[]
451,12,0,0,0,9,1,[],"",100,"",[],"","",[],[7],"",[],2761,[]
452,12,0,0,0,9,2,[],"",100,"",[],"","",[],[4],"",[],2762,[]
453,12,0,0,0,9,3,[],"",100,"",[],"","",[],[10],"",[],2763,[]
454,12,0,0,0,9,4,[],"",100,"",[],"","",[],"[9,8,13,14,15]","",[],2764,[]
455,12,0,0,0,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],2765,[]
456,12,0,0,0,6,0,[],"",300,"",[],"","",[],[5],"",[],2766,[]
457,12,0,0,0,6,1,[],"",300,"",[],"","",[],[11],"",[],2767,[]
458,12,0,0,0,6,2,[],"",300,"",[],"","",[],[6],"",[],2768,[]
459,12,0,0,0,6,3,[],"",300,"",[],"","",[],[12],"",[],2769,[]
460,12,0,0,0,6,4,[],3,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2770,[]
461,12,0,0,0,6,5,[],5,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2771,[]
462,12,0,0,0,6,6,[],9,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2772,[]
463,12,0,0,0,6,7,[],11,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2773,[]
464,12,0,0,0,6,8,[],14,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2774,[]
465,12,0,0,0,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],2775,[]
466,12,0,0,0,10,0,[],"",100,"",[],"","",[],[2],"",[],2776,[]
467,12,0,0,0,10,1,[],"",100,"",[],"","",[7],[2],"",[],2777,[]
468,12,0,0,0,10,2,[],"",100,"",[2],"","",[],[2],"",[],2778,[]
469,12,0,0,0,10,3,[1],"",300,"",[],"","",[],[2],"",[],2779,[]
470,12,0,0,0,7,0,[],"",100,"",[],"","",[],[],"",[],2780,[]
471,12,0,0,0,7,1,[],9,1000,"",[],"","",[],[],1,[],2781,[]
472,12,0,0,0,7,2,[],10,1000,"",[],"","",[],[],1,[],2782,[]
473,12,0,0,0,7,3,[],11,1000,"",[],"","",[],[],1,[],2783,[]
474,12,0,0,0,7,4,[],13,1000,"",[],"","",[],[],1,[],2784,[]
475,12,0,0,0,7,5,[],14,1000,"",[],"","",[],[],1,[],2785,[]
476,12,0,0,0,7,6,[],"",100,"",[],"","",[],[],"",[],2786,[]
477,12,0,0,0,11,0,[],"",100,"",[],"","",[],[],"",[],2787,[]
478,12,0,0,0,11,1,[1],"",300,"",[],"","",[],[],"",[],2788,[]
479,12,0,0,0,11,2,[3],"",300,"",[],"","",[],[],"",[],2789,[]
480,12,0,0,0,12,0,[],"",100,"",[1],"","",[],[],"",[],2790,[]
481,12,0,0,0,12,1,[],"",100,"",[2],"","",[],[],"",[],2791,[]
482,12,0,0,0,12,2,[],"",100,"",[0],"","",[],[],"",[],2792,[]
483,12,0,0,0,14,0,[],"",100,"",[],"","",[],[],"",[],2793,[]
484,12,0,0,0,0,18,[9],"",100,"",[],"",1,[],[],"",[],2852,[]
485,12,0,0,0,5,11,[],"",100,"",[],"",1,[],[],"",[],2853,[]
486,12,0,0,0,4,3,[],"",100,"",[],"",1,[],[],"",[],2854,[]
487,12,0,0,0,11,3,[],"",100,"",[],"",1,[],[],"",[],2855,[]
488,12,0,0,0,5,12,[7],"",100,"",[],"",1,[],[],"",[],2856,[]
489,16,0,0,0,0,0,[],"",10,"",[],"","",[],[],1,[9],2863,[]
490,16,0,0,0,0,1,[],"",100,1,[],"","",[],[],"",[],2864,[]
491,16,0,0,0,0,2,[],"",100,2,[],"","",[],[],"",[],2865,[]
492,16,0,0,0,0,3,[],"",100,4,[],"","",[],[],"",[],2866,[]
493,16,0,0,0,0,4,[],"",100,3,[],"","",[],[],"",[],2867,[]
494,16,0,0,0,0,5,[1],"",300,"",[],"","",[],[],"",[],2868,[]
495,16,0,0,0,0,6,[3],"",300,"",[],"","",[],[],"",[],2869,[]
496,16,0,0,0,0,7,[5],"",300,"",[],"","",[],[],"",[],2870,[]
497,16,0,0,0,0,8,[6],"",300,"",[],"","",[],[],"",[],2871,[]
498,16,0,0,0,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],2872,[]
499,16,0,0,0,0,10,[],"",100,"",[],8,"",[],[],"",[],2873,[]
500,16,0,0,0,0,11,[],"",100,"",[],13,"",[],[],"",[],2874,[]
501,16,0,0,0,0,12,[],"",100,"",[],30,"",[],[],"",[],2875,[]
502,16,0,0,0,0,13,[],"",100,"",[],47,"",[],[],"",[],2876,[]
503,16,0,0,0,0,14,[],"",100,"",[],23,"",[],[],"",[],2877,[]
504,16,0,0,0,13,0,[],"",10,"",[],"","",[],[],1,[],2878,[]
505,16,0,0,0,1,0,[],"",100,1,"[1,2]","","",[],[],"",[],2879,[]
506,16,0,0,0,1,1,[],"",100,2,"[1,2]","","",[],[],"",[],2880,[]
507,16,0,0,0,1,2,[],"",100,4,"[1,2]","","",[],[],"",[],2881,[]
508,16,0,0,0,1,3,[],"",100,3,"[1,2]","","",[],[],"",[],2882,[]
509,16,0,0,0,1,4,[],"",100,"","[1,2]","","",[],[],"",[],2883,[]
510,16,0,0,0,1,5,[],5,1000,"","[1,2]","","",[],[],1,[],2884,[]
511,16,0,0,0,1,6,[],10,1000,"","[1,2]","","",[],[],1,[],2885,[]
512,16,0,0,0,1,7,[],11,1000,"","[1,2]","","",[],[],1,[],2886,[]
513,16,0,0,0,1,8,[],13,1000,"","[1,2]","","",[],[],1,[],2887,[]
514,16,0,0,0,1,9,[],15,1000,"","[1,2]","","",[],[],1,[],2888,[]
515,16,0,0,0,1,10,[],"",100,"","[1,2]","","",[],[],"",[],2889,[]
516,16,0,0,0,1,11,[],"",100,"","[1,2]","","",[],[],"",[],2890,[]
517,16,0,0,0,1,12,[],"",100,1,[0],"","",[],[],"",[],2891,[]
518,16,0,0,0,1,13,[],"",100,2,[0],"","",[],[],"",[],2892,[]
519,16,0,0,0,1,14,[],"",100,4,[0],"","",[],[],"",[],2893,[]
520,16,0,0,0,1,15,[],"",100,3,[0],"","",[],[],"",[],2894,[]
521,16,0,0,0,1,16,[],1,1000,"",[0],"","",[],[],1,[],2895,[]
522,16,0,0,0,1,17,[],7,1000,"",[0],"","",[],[],1,[],2896,[]
523,16,0,0,0,1,18,[],10,1000,"",[0],"","",[],[],1,[],2897,[]
524,16,0,0,0,1,19,[],6,1000,"",[0],"","",[],[],1,[],2898,[]
525,16,0,0,0,1,20,[],15,1000,"",[0],"","",[],[],1,[],2899,[]
526,16,0,0,0,1,21,[],"",100,"",[0],"","",[],[],"",[],2900,[]
527,16,0,0,0,2,0,[],"",100,1,[0],"","",[],[],"",[],2901,[]
528,16,0,0,0,2,1,[],"",100,2,[0],"","",[],[],"",[],2902,[]
529,16,0,0,0,2,2,[],"",100,4,[0],"","",[],[],"",[],2903,[]
530,16,0,0,0,2,3,[],"",100,3,[0],"","",[],[],"",[],2904,[]
531,16,0,0,0,2,4,[],5,1000,"",[0],"","",[],[],1,[],2905,[]
532,16,0,0,0,2,5,[],6,1000,"",[0],"","",[],[],1,[],2906,[]
533,16,0,0,0,2,6,[],13,1000,"",[0],"","",[],[],1,[],2907,[]
534,16,0,0,0,2,7,[],14,1000,"",[0],"","",[],[],1,[],2908,[]
535,16,0,0,0,2,8,[],15,1000,"",[0],"","",[],[],1,[],2909,[]
536,16,0,0,0,2,9,[],"",100,"",[0],"","",[],[],"",[],2910,[]
537,16,0,0,0,1,22,[7],"",100,1,[],"","",[],[],"",[],2911,[]
538,16,0,0,0,1,23,[7],"",100,2,[],"","",[],[],"",[],2912,[]
539,16,0,0,0,1,24,[7],"",100,4,[],"","",[],[],"",[],2913,[]
540,16,0,0,0,1,25,[7],"",100,3,[],"","",[],[],"",[],2914,[]
541,16,0,0,0,1,26,[7],5,1000,"",[],"","",[],[],1,[],2915,[]
542,16,0,0,0,1,27,[7],10,1000,"",[],"","",[],[],1,[],2916,[]
543,16,0,0,0,1,28,[7],11,1000,"",[],"","",[],[],1,[],2917,[]
544,16,0,0,0,1,29,[7],13,1000,"",[],"","",[],[],1,[],2918,[]
545,16,0,0,0,1,30,[7],15,1000,"",[],"","",[],[],1,[],2919,[]
546,16,0,0,0,1,31,[7],"",100,"",[],"","",[],[],"",[],2920,[]
547,16,0,0,0,3,0,[],"",100,1,[],"","",[],[],"",[],2921,[]
548,16,0,0,0,3,1,[],"",100,2,[],"","",[],[],"",[],2922,[]
549,16,0,0,0,3,2,[],"",100,4,[],"","",[],[],"",[],2923,[]
550,16,0,0,0,3,3,[],"",100,3,[],"","",[],[],"",[],2924,[]
551,16,0,0,0,4,0,[],"",100,"",[0],"","",[],[],"",[],2925,[]
552,16,0,0,0,4,1,[],"",100,2,[],"","",[],[],"",[],2926,[]
553,16,0,0,0,4,2,[],"",100,4,[],"","",[],[],"",[],2927,[]
554,16,0,0,0,5,0,[],"",100,1,[],"","",[],[],"",[],2928,[]
555,16,0,0,0,5,1,[],"",100,2,[],"","",[],[],"",[],2929,[]
556,16,0,0,0,5,2,[],"",100,4,[],"","",[],[],"",[],2930,[]
557,16,0,0,0,5,3,[],"",100,3,[],"","",[],[],"",[],2931,[]
558,16,0,0,0,5,4,[1],"",300,"",[],"","",[],[],"",[],2932,[]
559,16,0,0,0,5,5,[3],"",300,"",[],"","",[],[],"",[],2933,[]
560,16,0,0,0,5,6,[5],"",300,"",[],"","",[],[],"",[],2934,[]
561,16,0,0,0,5,7,[6],"",300,"",[],"","",[],[],"",[],2935,[]
562,16,0,0,0,5,8,"[2,4]","",300,"",[],"","",[],[],"",[],2936,[]
563,16,0,0,0,5,9,[],"",100,"","[1,2]","","",[],[],"",[],2937,[]
564,16,0,0,0,5,10,[],"",100,"",[0],"","",[],[],"",[],2938,[]
565,16,0,0,0,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],2939,[]
566,16,0,0,0,8,1,[],"",300,"",[],"","",[],"[3,13,14,15]","",[],2940,[]
567,16,0,0,0,8,2,[],"",300,"",[],"","",[],[7],"",[],2941,[]
568,16,0,0,0,8,3,[],"",300,"",[],"","",[],[4],"",[],2942,[]
569,16,0,0,0,8,4,[],"",300,"",[],"","",[],[10],"",[],2943,[]
570,16,0,0,0,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],2944,[]
571,16,0,0,0,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],2945,[]
572,16,0,0,0,9,0,[],"",100,"",[],"","",[],"[3,13,14,15]","",[],2946,[]
573,16,0,0,0,9,1,[],"",100,"",[],"","",[],[7],"",[],2947,[]
574,16,0,0,0,9,2,[],"",100,"",[],"","",[],[4],"",[],2948,[]
575,16,0,0,0,9,3,[],"",100,"",[],"","",[],[10],"",[],2949,[]
576,16,0,0,0,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],2950,[]
577,16,0,0,0,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],2951,[]
578,16,0,0,0,6,0,[],"",300,"",[],"","",[],[5],"",[],2952,[]
579,16,0,0,0,6,1,[],"",300,"",[],"","",[],[11],"",[],2953,[]
580,16,0,0,0,6,2,[],"",300,"",[],"","",[],[6],"",[],2954,[]
581,16,0,0,0,6,3,[],"",300,"",[],"","",[],[12],"",[],2955,[]
582,16,0,0,0,6,4,[],7,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2956,[]
583,16,0,0,0,6,5,[],3,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2957,[]
584,16,0,0,0,6,6,[],4,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2958,[]
585,16,0,0,0,6,7,[],10,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2959,[]
586,16,0,0,0,6,8,[],6,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2960,[]
587,16,0,0,0,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],2961,[]
588,16,0,0,0,10,0,[],"",100,"",[],"","",[],[2],"",[],2962,[]
589,16,0,0,0,10,1,[],"",100,"",[],"","",[7],[2],"",[],2963,[]
590,16,0,0,0,10,2,[],"",100,"",[2],"","",[],[2],"",[],2964,[]
591,16,0,0,0,10,3,[1],"",300,"",[],"","",[],[2],"",[],2965,[]
592,16,0,0,0,7,0,[],"",100,"",[],"","",[],[],"",[],2966,[]
593,16,0,0,0,7,1,[],1,1000,"",[],"","",[],[],1,[],2967,[]
594,16,0,0,0,7,2,[],7,1000,"",[],"","",[],[],1,[],2968,[]
595,16,0,0,0,7,3,[],5,1000,"",[],"","",[],[],1,[],2969,[]
596,16,0,0,0,7,4,[],10,1000,"",[],"","",[],[],1,[],2970,[]
597,16,0,0,0,7,5,[],"",100,"",[],"","",[],[],"",[],2971,[]
598,16,0,0,0,7,6,[],17,1000,"",[],"","",[],[],1,[],2972,[]
599,16,0,0,0,11,0,[],"",100,"",[],"","",[],[],"",[],2973,[]
600,16,0,0,0,11,1,[1],"",300,"",[],"","",[],[],"",[],2974,[]
601,16,0,0,0,11,2,[3],"",300,"",[],"","",[],[],"",[],2975,[]
602,16,0,0,0,12,0,[],"",100,"",[1],"","",[],[],"",[],2976,[]
603,16,0,0,0,12,1,[],"",100,"",[2],"","",[],[],"",[],2977,[]
604,16,0,0,0,12,2,[],"",100,"",[0],"","",[],[],"",[],2978,[]
605,16,0,0,0,14,0,[],"",100,"",[],"","",[],[],"",[],2979,[]
606,16,0,0,0,0,18,[6],"",300,"",[],"",1,[],[],"",[],2980,[]
607,16,0,0,0,5,11,[],"",100,"",[],"",1,[],[],"",[],2981,[]
608,16,0,0,0,11,3,[],"",100,"",[],"",1,[],[],"",[],2982,[]
609,16,0,0,0,5,12,[7],"",100,"",[],"",1,[],[],"",[],2983,[]
610,15,0,0,0,0,0,[],"",10,"",[],"","",[],[],1,[9],2990,[]
611,15,0,0,0,0,1,[],"",100,1,[],"","",[],[],"",[],2991,[]
612,15,0,0,0,0,2,[],"",100,2,[],"","",[],[],"",[],2992,[]
613,15,0,0,0,0,3,[],"",100,4,[],"","",[],[],"",[],2993,[]
614,15,0,0,0,0,4,[],"",100,3,[],"","",[],[],"",[],2994,[]
615,15,0,0,0,0,5,[1],"",300,"",[],"","",[],[],"",[],2995,[]
616,15,0,0,0,0,6,[3],"",300,"",[],"","",[],[],"",[],2996,[]
617,15,0,0,0,0,7,[5],"",300,"",[],"","",[],[],"",[],2997,[]
618,15,0,0,0,0,8,[6],"",300,"",[],"","",[],[],"",[],2998,[]
619,15,0,0,0,0,9,[2],"",300,"",[],"","",[],[],"",[],2999,[]
620,15,0,0,0,0,10,[],"",100,"",[],41,"",[],[],"",[],3000,[]
621,15,0,0,0,0,11,[],"",100,"",[],30,"",[],[],"",[],3001,[]
622,15,0,0,0,0,12,[],"",100,"",[],26,"",[],[],"",[],3002,[]
623,15,0,0,0,0,13,[],"",100,"",[],19,"",[],[],"",[],3003,[]
624,15,0,0,0,0,14,[],"",100,"",[],25,"",[],[],"",[],3004,[]
625,15,0,0,0,13,0,[],"",10,"",[],"","",[],[],1,[],3005,[]
626,15,0,0,0,1,0,[],"",100,1,"[1,2]","","",[],[],"",[],3006,[]
627,15,0,0,0,1,1,[],"",100,2,"[1,2]","","",[],[],"",[],3007,[]
628,15,0,0,0,1,2,[],"",100,4,"[1,2]","","",[],[],"",[],3008,[]
629,15,0,0,0,1,3,[],"",100,3,"[1,2]","","",[],[],"",[],3009,[]
630,15,0,0,0,1,4,[],"",100,"","[1,2]","","",[],[],"",[],3010,[]
631,15,0,0,0,1,5,[],"",100,"","[1,2]","","",[],[],"",[],3011,[]
632,15,0,0,0,1,6,[],7,1000,"","[1,2]","","",[],[],1,[],3012,[]
633,15,0,0,0,1,7,[],6,1000,"","[1,2]","","",[],[],1,[],3013,[]
634,15,0,0,0,1,8,[],11,1000,"","[1,2]","","",[],[],1,[],3014,[]
635,15,0,0,0,1,9,[],14,1000,"","[1,2]","","",[],[],1,[],3015,[]
636,15,0,0,0,1,10,[],16,1000,"","[1,2]","","",[],[],1,[],3016,[]
