"rownum","Id","i32","Text"
568,"UniqueOneHandSword13",54825,"\""May the Blessed Lakishu watch our backs and our wives.\""\r\n- Legionnaire Battle Blessing"
569,"UniqueOneHandMace6",12721,"Sure, there's many a hard man out there.\r\nBut this'll soften them up."
570,"UniqueOneHandMace7",36211,"\""The painful memories are the easiest to recall.\""\r\n- Lavianga, Advisor to Kaom"
571,"UniqueOneHandMace8",34496,"I suffer, I long, with thirst to slake.\r\nThough countless corpses lie in wake."
572,"UniqueStaff14",22941,"When the storm comes,\r\nthe safest place to be is the centre."
573,"UniqueMap2_13",32377,"To the east, \r\nit cannot be seen.\r\nTo the west, \r\nit cannot be touched.\r\nTo the south, \r\nit cannot be remembered.\r\nAnd to the north, \r\nit cannot be contained."
574,"ThreeFacesInTheDark",25667,"For every threat you spy in the shadows, there are two others you don't."
575,"LantadorsLostLove",11890,"<smaller>{They fought the storm together as one, \r\nUntil the longest of days was done. \r\nTheir love grew stronger\r\nwith every breath, \r\nUntil it was broken apart in death.}"
576,"TheHermit",25293,"The hermit's only friend is the greenery he can find."
577,"TheDoctor",41163,"\""They said I needed my head examined, but I'd rather just take yours.\"" - Klopek the Cannibal"
578,"TheMetalsmithsGift_",6010,"<size:31>{A month's work, a year's wages, a foolish shortcut through a Rhoa's nest, and a grieving bride-to-be, who never received her betrothed's great gift.}"
579,"TheBattleBorn",36527,"\""No man can best me, no demon can fell me. For I vanquish all with my axe!\"""
580,"TheGladiator",38459,"The thumb turns down\r\nand the crowd roars, \r\nthey want death \r\nand the blood is yours."
581,"TheScholar",37478,"It is with the smallest of words that we find the largest of truths."
582,"TheBrittleEmperor",33655,"<size:31>{\""When Voll spared Malachai, accepting his aid in pursuit of Purity, the strongest faith was infected by Corruption and made brittle as glass.\""\r\n- Victario, the People's Poet}"
583,"ThePoet",13049,"<size:27>{God had forsaken the land \r\nAnd Victario wept.\r\nCorruption consumed the land \r\nAnd Victario's tears turned to blood.}"
584,"TheCarrionCrow",38303,"From death, life. \r\nFrom life, death. \r\nThe wheel turns, \r\nand the corbies wheel overhead."
585,"Hope",1378,"<size:31>{The others succumbed to madness and depravity, but Lori fought on. Alone in the darkness, she could still see the dull light of hope's distant dawn.}"
586,"TheFiend",49371,"<size:31>{Your era is now,\r\nyour power unwavered, \r\nsoon we will see\r\nwho the gods truly favoured.}"
587,"BirthOfTheThree",46909,"A small token of Her affliction."
588,"ViniasToken",48147,"You can change your name, but you cannot change your history."
589,"TheSummoner",46299,"To own a piece of the Nightmare, you must first belong to the Nightmare."
590,"TheCataclysm",47777,"<size:27>{The mighty warriors traded in blows, the nimble archers in arrows, yet it was the brazen thaumaturgists who would bring catastrophe to all.}"
591,"TheHunger",15797,"\""How many lives have you consumed?\"" \r\n\""How many times have you blinked?\"""
592,"TheHoarder",61811,"\""More! I want more!\"" - Faendris, the Insatiable"
593,"TheDrunkenAristocrat",13271,"The finer the brew, the harder it is to remember drinking it."
594,"TheSun",13590,"<size:31>{Each night, the light dies, and each morning she is born anew, embracing the land in her golden wings.}"
595,"TheWarden",749,"<size:31>{Brutus' first innovation as Lord Incarcerator was a weighted chain around every neck so that his prisoners would forever bow to him.}"
596,"TheScarredMeadow",26851,"The earth offers nourishment, growth and healing. Unless, of course, the sky has other plans."
597,"TheDarkMage",45410,"With staff in hand\r\nand wrath in heart,\r\nyour soul and corpse\r\nshall surely part."
598,"TheGemcutter",65145,"In the hands of a master craftsman, a worthless pebble can adorn the crown of a king."
599,"TheGambler",61492,"\""I don't believe in karma. If it were real, I would never win.\"""
600,"TheLover",3493,"<size:26>{\""I wanted to give you three things. I've given you my eternal love. I've sung to you my most beautiful song. I'd have given you the moon last, but it couldn't be found. I hope you'll accept this instead.\""}"
601,"ChaoticDisposition",48160,"Life isn't what you make of it, it's already been made for you."
602,"TheRoadToPower",55618,"A beacon on the horizon; a guiding light, a call for help, or a warning to turn back."
603,"TheAvenger",55392,"Justice comes swift \r\nEqual to the crime \r\nRevenge is a gift \r\nLife for a life \r\nEye for an eye"
604,"EmperorsLuck",57480,"The house always wins."
605,"UniqueRing35",33759,"Each time, it is granted to the most senior captain of the fleet,\r\nand each time, the ring soon washes ashore once more, \r\nstill wrapped around a severed finger."
606,"UniqueRing36",59691,"To ascend to leadership, the child of a Redblade warlord\r\nmust pull the band from the still-hot\r\nashes of their father."
607,"UniqueRing37",38239,"When a fallen leader's body is taken to the funeral peak,\r\nthose who seek power must ascend together.\r\nOne returns with the seal. \r\nThe rest do not return at all."
608,"UniqueShieldInt5",51918,"The lords of the sea bow to no one."
609,"UniqueShieldStr4",37727,"Blood shed is blood shared."
610,"UniqueShieldDex7",50382,"Embrace the snow or be buried."
611,"UniqueShieldDemigods",48769,"The light of victory burns eternally."
612,"TimeLostRelic",17240,"Time cannot wash away that which cannot be forgotten."
613,"LuckyConnections",15336,"Luck is a fool's game, and I know plenty of rich fools."
614,"TheFeast",42342,"Shame what happened to my husband. He had such good taste."
615,"RainOfChaos",4915,"<size:27>{Fire filled the sky that night \r\nChaos reigned \r\nWhere the shards fell \r\nAll was destroyed \r\n-Jozen Kasigi, retelling an urban legend of the Cataclysm}"
616,"TheWatcher",20716,"<size:31>{Strange eyes on top of spines \r\nGaze beyond the veil of time \r\nDeep down below the mines \r\nA dream of crimson and of grime}"
617,"TheIncantation",59357,"When there is no other choice, even the meekest whisper can bring about the greatest storm."
618,"CovetedPossession",24732,"A taste of power brings a hunger for more."
619,"TheKingsHeart",24415,"<size:31>{500 times Kaom's axe fell, 500 times Kaom's Heart splintered. Finally, all that remained was a terrible, heartless Fury.}"
620,"AbandonedWealth",44122,"When the world burned, the greedy burned with it, while the clever left as paupers."
621,"TheWind",57461,"<size:33>{Weaving through the cracks, searching for weaknesses, silent, indiscriminate, leaving sorrow in its wake.}"
622,"ThePact",60272,"\""On this day I mark the first of many agreements that I will have with this land and its people.\"""
623,"GemcuttersPromise",42337,"<size:29>{\""I swore to use my position to help the people. What good is power when it just accumulates on the already-powerful?\"" - Erasmus, Imperial Gemcutter}"
624,"TheCelestialJusticar",21101,"Wrapped in the glory of the heavens, she comes to mete out justice for the fallen."
625,"TheChainsThatBind",41087,"Scarier than any criminal is an innocent man in chains, for when he breaks free, his revenge will be justified."
626,"TheArtist",64384,"\""Paint, metal, flesh... A true artist does not limit himself.\"" - Malachai the Soulless"
627,"TheInventor",27325,"Jump right in, \r\nBut beware \r\nOf things broken \r\nOr beyond compare."
628,"ThePackLeader",65235,"Become the leader you were born to be."
629,"JackInTheBox",52905,"Turn the crank, \r\nclose your eyes, \r\nand pray to the gods \r\nfor a pleasant surprise."
630,"TheUnion",39393,"On the 21st of Eterni, \r\ntwo become one, \r\ntheir light outshines \r\nthe setting sun."
631,"TheQueen",56268,"The power of the world, \r\nlies upon your hands."
632,"Humility",22285," "
633,"TheExplorer",59391,"A map is only useful if you know where you stand."
634,"TheSpoiledPrince",4868,"A boy who grows up with everything learns to appreciate nothing."
635,"TheBetrayal",18747,"It's sad times we live in when a friendship has a price people are willing to pay."
636,"TheFlorasGift",21441,"Sturdy and strong,\r\ngrown from the stream.\r\nThe Flora that live here,\r\nA combatant's dream."
637,"TheSiren",36834,"<size:26>{At the beck and call\r\nof The Siren's hand,\r\nwinter ravages\r\nthe trembling land,\r\nand the weight of ice that binds\r\nwill break the strongest of minds.}"
638,"TheOneWithAll",42512,"<size:26>{Embrace death to honour the lost,\r\nno fear in life no matter the cost. \r\nWith one of all we are, \r\nand all of one we trust, \r\nthroughout past, present and future... be just.}"
639,"TheLastOneStanding",6807,"The strongest emerge from suffering. The toughest bear the most scars. The sole survivor claims the greatest of rewards."
640,"DoedresMadness",30607,"\""Hold your tongue before I claim it.\"" - Doedre Darktongue"
641,"TheEncroachingDarkness",48121,"No matter where your dreams take you, Nightmare follows close behind."
642,"TheWrath",15975,"<size:31>{\""Daughter of catastrophe, mother of pain. Amongst the filth of Wraeclast, she wanders, and her wrath follows.\"" - Quintoon the Returned}"
643,"TheKingsBlade",12685,"<size:25>{\""To know for what you fight. To get up again when you've been struck down. To outmanoeuvre someone faster, trick someone smarter, crush someone stronger. That's what it takes to claim the crown.\""\r\n- Daresso, the King of Swords}"
644,"UniqueBootsDexInt4",19162,"Those Theopolis fatcats put a price on our heads.\r\nLet's see what they'll pay for their own. "
645,"UniqueBootsStrDex5",5748,"Corruption sweeps across this land,\r\nbut our bloodline is clear.\r\nIt is our duty to keep it so."
646,"UniqueBootsStr3",46250,"Our home was swallowed beneath \r\nthe great mountain for our complacency. \r\nNow we must prove our value to the Molten One \r\nby sating his hunger for life."
647,"UniqueShieldStr5",19816,"The problem with working fresh trolltimber:\r\nby the time you've carved out one end, \r\nthe other has sprouted fresh roots!"
648,"UniqueTwoHandMace8",4447,"His flesh had long turned to dust,\r\nbut his vengeance lived on\r\nin every scrap of iron he touched."
649,"UniqueHelmetDexInt6",40502,"A lightless world\r\na silent reign\r\ntwo sightless eyes\r\nfeed on your pain."
650,"QuestMalachaisHeart",65464,"My heart forces blood through my veins.\r\nBut one who may bleed may die, and\r\ndeath is no fitting end to genius."
651,"QuestMalachaisLungs",62638,"My lungs breathe the same air as\r\nthe foolish and the weak. May I be\r\nyet another step removed from them."
652,"QuestMalachaisEntrails",57768,"My organs tether me to mortality\r\nlike a chain. This chain holds me\r\nfrom my true potential."
653,"QuestTukohamasTooth",56797,"\""The belly cannot hunger for what the eyes cannot see.\""\r\n - Karui Proverb"
654,"QuestValakosJaw",26856,"\""One day you eat the fish. One day you feed the fish.\""\r\n - Karui Proverb"
655,"QuestHinekorasHair",12870,"\""What we steal in life we repay in death.\""\r\n - Karui Proverb"
656,"UniqueHelmetInt10",40909,"An angry god is one thing, \r\nbut you should really fear a god \r\nwith an unpredictable sense of humour."
657,"UniqueRing38",24634,"Leave the world in flames behind you."
658,"UniqueRing38x_",56303,"\""The flames raced through Lab Five with incredible speed, but were extinguished\r\njust as quickly. This could have been much worse.\"" \r\n- Lead Researcher Ksaret"
659,"UniqueClaw10",27463,"What drives us to kill, to carve and to shred?\r\nWhat drives us to drink the seething souls of the dead?\r\nWhat drives us to love and to hold, but still go amiss?\r\nWhat drives us to leave this world for the Abyss?"
660,"UniqueClaw10x",39755,"\""Test subject was able to survive the entire process simply by shouting epithets at\r\nthe researcher. Researcher's feelings were slightly injured.\"" \r\n- Researcher Graven"
661,"WIP",23785,"Work in progress"
662,"UniqueBootsInt6",56911,"To fight an enemy on their lands is a tactical mistake. \r\nMake those lands your own, and the mistake becomes theirs."
663,"UniqueShieldStrInt8",15190,"Be not blinded by the light."
664,"UniqueRing39",36302,"A man who changes his loyalties often,\r\nsoon finds he has none."
665,"UniqueFlask10",16205,"Let blood sear in your veins, \r\nLet the pain push outwards and turn away your enemy's blows."
666,"Talisman1_1",56498,"The First Ones stalk with us\r\nupon this lifelong hunt,\r\nand cast their contempt\r\nupon those that would make us their prey.\r\n- The Wolven King"
667,"Talisman1_2",18372,"The civilised man must wrestle\r\nwith the demands of heart and mind.\r\nThe First Ones share no such struggle.\r\nFor their Spirit is swift and deadly certain.\r\n- The Wolven King\r\n"
668,"Talisman1_3",47069,"The fire of the hearth is a docile dog,\r\nleashed and tamed.\r\nThe fire of the First Ones is a ravening wolf,\r\nwild and free.\r\n- The Wolven King\r\n"
669,"Talisman1_4",29877,"The First Ones thundered over Ezomyr\r\nupon hooves of grey and black.\r\nThe people felt their stamping rage\r\nand cowered as the fury rained down.\r\n- The Wolven King"
670,"Talisman1_5",12744,"We have basked in the cloying warmth of servitude.\r\nNow the First Ones harden us\r\nagainst the numbing chill of despair\r\nso that freedom will not slip through our trembling fingers.\r\n- The Wolven King"
671,"Talisman1_6",12113,"I stood among the stones\r\nAnd called out to the First Ones;\r\nThat with tooth and mighty claw,\r\nThey should tear our enemies asunder.\r\n- The Wolven King"
672,"Talisman1_7",19909,"The Empire poisons our blood with sweet wine.\r\nPoisons our flesh with silk.\r\nPoisons our minds with civil lies.\r\nPoisons our children with servitude.\r\n- The Wolven King "
673,"Talisman1_8",49474,"'Sleep when you are weary,' our mothers told us.\r\n'Sleep when you are dead,' our fathers told us.\r\nTo the First Ones, the slumbering and the corpse\r\nare one and the same.\r\n- The Wolven King"
674,"Talisman1_9",26690,"To catch a big fish you need tempting bait. \r\nAnd there is no fish bigger than the Empire,\r\nand no bait as tempting as Ezomyr.\r\n- The Wolven King"
675,"UniqueAmulet24",34418,"Shackled fires dance about;\r\nMight within from force without."
676,"UniqueJewel56",11697,"The prisoners of the empire raised their shackled hands.\r\nBegging to be delivered from Corruption.\r\nThe rebellion smote their chains,\r\nAnd gave them the freedom to choose corruption for themselves."
677,"UniqueJewel57",36238,"Ondar not only betrayed his emperor,\r\nHe betrayed his friend.\r\nAnd in his dying moments, Chitus ensured,\r\nThat Ondar felt the full weight of his guilt."
678,"UniqueJewel58",16337,"With a fire burning brash in his golden eye,\r\nMarceus fired his arrow into the pitch-dark sky,\r\nAnd seared the hope of surprise,\r\nFrom Kaom's skulking horde."
679,"UniqueJewel59",18770,"The Sekhema rode to the mountain,\r\nWith her tribe, devoted and strong.\r\nAnd sewed shut the mouth of nightmare,\r\nSo that it would not consume her world."
680,"UniqueJewel60",48661,"Maligaro understood that devotion to science,\r\nMeans devotion to trial and error.\r\nFor Maligaro's errors, death was slow,\r\nAnd very painful."
681,"UniqueBelt15",61538,"Our forefathers danced and drank and ate their fill\r\nand did not honour the First Ones for their gifts.\r\nSo the First Ones filled the sky with fire."
682,"UniqueBelt16",26702,"After the Great Fire, the land lay barren\r\nand our forefathers grew weak.\r\nMother Gull took pity on them\r\nand gave them grain and water."
683,"UniqueBelt17",27090,"But the grain grew twisted and the water turned dark\r\nand those who partook of Mother Gull's gift\r\nbirthed monsters that fed \r\non the flesh of one another."
684,"TheTrial",64281,"You cannot journey to new lands until you have the courage to leave the safety of home."
685,"TheGentleman",62224,"\""Axes and mauls are so uncivilised. A good clean cut to the neck with a sharp blade, that's the Sarn way!\"""
686,"HouseOfMirrors",27434,"What do you see in the mirror?"
687,"WealthAndPower",53256,"<size:31>{The greatness of a man is not in how much wealth or power he acquires, but in his integrity and his ability to positively affect those around him.}"
688,"TheCatalyst",30262,"Simple actions can lead the world to an early grave."
689,"TheVast",5216,"<size:30>{Can you hear the siren's calls,\r\nJust beyond the sea?\r\nA voice which hearts\r\nof men enthralls,\r\nI too am hooked to thee.}"
690,"GiftOfTheGemlingQueen",10986,"Our Lady Dialla,\r\nas a symbol of our progress,\r\nshines greater than all the gems."
691,"TheDragonsHeart",6232,"They say when a dragon dies, the flesh smoulders and burns until all that remains is the still, white-hot, heart."
692,"TheFox",55576,"\""Masters of wit, strength and cunning. To survive the harsh winters, you must be like the fox.\""\r\n- Ezomyte Proverb"
693,"TheDoppelganger",11827,"Upon seeing her face, I am terrified—the moon shows me my own form!"
694,"TheSurvivalist",11157,"A lucky number \r\nFor us all \r\nTo help us through \r\nThe perils told."
695,"Death",26309,"<size:31>{The end of the old,\r\nthe beginning of the new.\r\nA unique opportunity for transformation,\r\nfor those with the power\r\nto grasp it.}"
696,"GraveKnowledge",14463,"The dead tell me great insights. They've had nothing but time to sit and think."
697,"TheJester",53978,"<size:25>{Summoned for the King's desire,\r\nsoon applause came from the court.\r\nHowever insanity was his only sire,\r\nso the King's reign was cut short.}"
698,"TheMercenary",37053,"Loyalty can be bought. Just make sure you know who the buyer is."
699,"TheInoculated",42531,"Chaos spread, wreaking havoc and death. They said none would be spared, and yet here I stand."
700,"Loyalty",37046,"Bound by fate,\r\ninseparable by choice."
701,"PrideBeforeTheFall",18997,"<size:27>{As Kaom slew the last of his kin,\r\nsomething deep inside him broke.\r\nAnd through the cracks, corruption,\r\npure and black, spread forth.}"
702,"Audacity",14610,"<size:27>{A jolt, and it moves. Or smolders.\r\nA current, and it lives. Or dies.\r\nA surge, and it transcends.\r\nOr... not.\r\nOnly one way to find out.}"
703,"AssassinsFavor",27808,"By the time their eyes meet, \r\nthe dark deal has long since been made, \r\nand his fate long since sealed."
704,"HuntersResolve",778,"Primed, curved and sleek.\r\nDecisive and final.\r\nFor malice and righteousness.\r\nThere's but one solution."
705,"ScholarOfTheSeas",30924,"I've never come upon a ship I could not command. I have however met sailors that were not willing to be led."
706,"TheConduit",37833,"The path to godhood is guided by the hand of sacrifice."
707,"TheTower",34707,"A tower built of the strongest stone is not eternal; a towering intellect is not enlightened."
708,"UniqueAmulet25",8917,"Combat is simple.\r\nKeep your blood in.\r\nTake theirs out."
709,"UniqueTwoHandAxe10",40973,"When a craving cannot be sated, any source will do."
710,"UniqueFlask11",38589,"The great city of storms, washed away by Vinktar's thirst for power."
711,"UniqueShieldInt6",23580,"Those who are skilled in combat do not become angered.\r\nThose who are skilled at winning do not become afraid. \r\nThus the wise win before they fight, \r\nwhile the ignorant fight to win."
712,"UniqueBootsInt7",41366,"The quick die young, the brilliant go mad,\r\nand the powerful stand alone in a wasteland of their own creation."
713,"UniqueJewel61",61141,"There's no motivation for genius\r\nquite like desperation."
714,"UniqueJewel61x",9590,"\""Prototype #298 must be contained in a non-conductive glass box at all times.\"""
715,"UniqueBow13",60509,"\""Exiled to the sea; what a joke. \r\nI'm more free than I've ever been.\""\r\n- Captain Weylam \""Rot-tooth\"" Roth of the Black Crest"
716,"UniqueGlovesStr6",21665,"Izaro was slow to see the treachery growing in his own court\r\nand powerless to stop it once he had;\r\na captain sailing his own ship into rocks."
717,"UniqueFlask12",15718,"Rancid, rotten, and wicked are those that dare to taste my serum."
718,"UniqueJewel62",39723,"When Voll took the throne,\r\nHe swore to care for the empire with eyes open.\r\nAnd so he looked to the salvation of his people,\r\nBlind to the damnation in his hands."
719,"UniqueJewel63",18689,"From north to south the sea of fire swept,\r\nRolling waves of gorging flame,\r\nGrowing taller and hungrier,\r\nWith every land they consumed."
720,"UniqueJewel64",57661,"As a boy, Rigwald was taught to hunt,\r\nThrough the first snows of winter,\r\nWhen beasts have gorged their fill,\r\nAnd see nothing but the long slumber ahead."
721,"UniqueJewel65",59481,"The Purity Rebels fought with heart and soul,\r\nTo free their empire from corruption.\r\nAnd the fires of war did merely serve,\r\nTo temper the steel of their spirits."
722,"UniqueStaff15",39746,"\""They spent a lifetime in the service of God, \r\nonly to spend eternity in the service of me.\"" \r\n- Kadavrus, Surgeon to the Umbra"
723,"TestingRing1_",48367,"546"
724,"TestingAxe1",12841,"547"
725,"TestingRing2",36914,"548"
726,"TestingRing3",24216,"549"
727,"TestingRing4",8441,"550"
728,"UniqueWand11",27340,"We forge order from the world around us\r\nWielding anarchy and destruction as our tools of genesis."
729,"UniqueGlovesStrDex7",50193,"Those who witness the shimmering scales of the wyrm\r\nknow only fear for the rest of their lives.\r\nFortunately, the rest of their lives\r\ncan be measured in seconds."
730,"UniqueSceptre11",45482,"Thousands gazed upon the doors of the great labyrinth,\r\nat an Eternal Champion in steel and gold, \r\nThe first to challenge its treacherous traps. \r\nTo mark the occasion, Izaro had the Champion's remains gilded."
731,"UniqueJewel66",40594,"The once-glorious emperor spent his final days\r\nimprisoned in his greatest creation;\r\na tool to filter out the unworthy\r\nthat pushed a monster to power."
732,"TheTwins",19020,"Two sides of a coin;\r\nHeads for a friend,\r\ntails a foe;\r\nGemini toss up"
733,"AnarchysPrice",6666,"<size:31>{Born of relentless fury and abhorrence, warped by turmoil and anguish, tainted through desire and carnality, I thirst for bloodshed once more.}"
734,"TheLich",59306,"When the dead raise and master their own, the land is truly lost."
735,"TheThaumaturgist",47884,"<size:31>{\""Mastery of thaumaturgy is like any other pursuit; it requires dedication and sacrifice. Sometimes several sacrifices.\""\r\n- Shavronne of Umbra}"
736,"TheAesthete",7200,"\""Some see our mortal flesh as a limitation. I see it as an opportunity for vast, miraculous improvements.\""\r\n- Shavronne of Umbra"
737,"TheEnlightended",2367,"Weaving the six,\r\na serpent stands tall.\r\nWearing a crown,\r\nthe thousand petals call."
738,"HuntersReward",7735,"To tame a beast, you first must subdue its heart."
739,"TheFletcher",18779,"Let these fine arrows pack a punch."
740,"TheSurveyor",56405,"Exploring lands made of flesh and sorrow, we'll reap and plunder like there's no tomorrow."
741,"BowyersDream",60536,"If this is my dream, I don't wish to wake."
742,"TheSurgeon",33308,"\""He might be lacking in vision, but his virtuosity is undeniable.\""\r\n- Malachai, on Maligaro"
743,"VolatilePower",62918,"Unlimited power is apt to corrupt the minds of those who possess it."
744,"LastHope",5956,"<size:31>{As their civilisation crumbled, the Vaal looked to their queen. In her, they saw a way out. In them, she saw a burden she was happy to free herself from.}"
745,"Hubris",22241,"\""This one? It is NOT for sale. You would sooner pry it from my lifeless hand.\""\r\n- Jonfé Darontos, Ringmaker"
746,"BlindVenture",47037,"\""It's risky not knowing where your wares come from. That's why I source my own.\""\r\n- Klayver, the Antiquarian"
747,"MercilessArmament",57599,"\""Through thick and thin,\r\nblood and bone,\r\na peaceful life\r\nis one I can't condone.\""\r\n- Tukohama, Father Of War"
748,"TheCartographer",56198,"<size:31>{It's always easier to find your way if you draw a map of the progress you've made.}"
749,"UniqueOneHandSword14",33378,"\""With this, I will weave the threads of fate \r\ninto a noose for our 'glorious' emperor.\""\r\n- Chitus Perandus"
750,"UniqueOneHandClaw11",57696,"Izaro saw himself not as a man,\r\nbut as a divine saviour trapped in a man's body."
751,"UniqueAmulet26",33621,"When slaughtered flesh falls silent,\r\nthe soul may yet scream on."
752,"UniqueTwoHandSword9",52778,"Take your partner by the hand,\r\nKeep your steps in time.\r\nSwing together, spin apart,\r\nAnd dance with death sublime."
753,"UniqueJewel67",27439,"A mage from the coast rode up on a broken nag, legs burnt to his bones.\r\nBefore he collapsed, he uttered:\r\n\""I watched the world we know end yesterday.\"""
754,"UniqueJewel68",406,"Chitus began to aggressively expand his empire\r\ninto neighbouring nations at great human cost. \r\nBut for absolute power, there is no price \r\nthat a Perandus won't pay."
755,"UniqueJewel69",37106,"Lioneye's men stood at the walls,\r\neyeing the savages that walked the beach below.\r\nWith a single word,\r\na thousand bodies, and ten thousand arrows,\r\nwould litter the sands."
756,"UniqueJewel70",19327,"Long after the Karui passed through,\r\nthe whispers of those who stood their ground\r\nat Lioneye's Watch could be heard amongst the rubble."
757,"UniqueBow14",25139,"The Eternals commanded an army that need not eat, sleep, or breathe\r\nwithout the usual depravities of necromancy."
758,"UniqueBow14x",39936,"\""Admittedly lacking the finesse of the fabled original,\r\nPrototype #4 achieved identical results through brute force alone.\"""
759,"UniqueWand12",286,"You can never truly tame the tempest.\r\nYou can barely even leash it."
760,"UniqueWand13",56478,"Every decade, Lunaris devours Solaris\r\nEach time, Solaris emerges from Lunaris, born anew."
761,"UniqueSceptre12",44453,"When God forged the rules of reality,\r\nhe stated that some forces cannot co-exist.\r\nHe then made made man with an unequivocal\r\ndesire to disobey."
762,"UniqueSceptre13",63114,"In time, all becomes nothing.\r\nWe just expedite the process."
763,"UniqueSceptre14",28706,"Fight not the cold\r\nForsake hope\r\nBe still."
764,"UniqueSceptre14x",22695,"\""Attempt #2520: Been slaving away at this one for longer than I can remember.\r\nConvinced this assignment is retribution from my superior...\"""
765,"UniqueBelt18",47219,"\""They say a draught of fine spirits will ward off\r\nthe elements and promote a longer, merrier life.\r\nI have found this to be true on all counts.\"" \r\n- Zerphi of the Vaal"
766,"TheWarlord",25037,"To cure the Goddess,\r\nand break the chains of corruption,\r\nyou must shatter the world."
767,"TheDemoness",36516,"Wherever she went, death was sure to follow."
768,"TheTraitor",29749,"<size:31>{Sometimes an apprentice becomes a master through countless hours of hard work and practice.\r\nSometimes it happens by force.}"
769,"TheOffering",42933,"Eternal beauty has a cost, one which Shavronne was happy to pay with the lives of others."
770,"LostWorlds",11139,"<size:27>{\""There are worlds that lie beyond the edge of my page, the edge of my understanding. Worlds of wonder. Worlds of terror.\""\r\nAramil - Cartographer to Emperor Chitus}"
771,"TheLordInBlack",14911,"<size:27>{Thy knee shall bend\r\nin shifting dark,\r\nthy blade shall serve his vigil.\r\nThy oath shall bind thee\r\nto his mark,\r\nthy flesh shall bear his sigil.}"
772,"AMothersPartingGift",63306,"Nature was her domain,\r\nLove was her song,\r\nFamily was her devotion,\r\nKnowledge was her gift."
773,"TheBody",11616,"They say it is the head that leads, but all must flow through the body at some point."
774,"TurnTheOtherCheek",40804,"\""Only after one forsakes rage, can true power be found.\""\r\n- Sekhema Asenath"
775,"GlimmerOfHope",29192,"When you dwell in total darkness, even the faintest light may guide you out."
776,"TheEthereal",54359,"<size:30>{\""Long ago, people looked to the stars, believing they influenced us. Soon, it will be us who influence the stars.\""\r\n- Doryani, Queen's Thaumaturge}"
777,"UniqueTalisman1",40944,"In the light of Solaris, the shadows cower and hide.\r\nBut every night they gather and grow,\r\nand all but the strong and the stupid\r\nseek shelter from their grasp until daybreak."
778,"Talisman2_3",11269,"It's said to be noble to stand one's ground.\r\nTo soak the earth in stalwart blood.\r\nWhile the First Ones chose to laugh and run\r\nand caper with untamed glee.\r\n- The Wolven King"
779,"Talisman3_1",59950,"We Ezomytes are beasts of burden\r\nbearing wealth of an empire on our backs,\r\ngrowing lean and strong\r\nwhile our masters grow fat and weak.\r\n- The Wolven King"
780,"Talisman2_5",8087,"Fear the children of the First Ones.\r\nLet fear shield your back.\r\nAnd let the dullard speak of bravery\r\nwhen the First Ones come for him.\r\n- The Wolven King"
781,"Talisman2_6",57425,"The first ones live where they can, where they must.\r\nThey embrace the frost, the storm, the drought.\r\nWaxing and waning, breaking and mending,\r\nliving with time and happenstance, as must we.\r\n- The Wolven King"
782,"UniqueRing40",61582,"\""This thing is not a pet. It is a parasite that feeds on the very will of its host.\r\nLike any part of nightmare, it has found a way to make its price... acceptable.\""\r\n- Malachai the Soulless"
783,"UniqueAmulet27",32492,"\""I offer to you an eternal oath \r\nthat binds your heart to mine;\r\na bond that not even death will break.\r\nWill you accept?\""\r\n- Daresso, to his beloved"
784,"UniqueTalisman2",15609,"Long ago, the ocean was a puddle where a golden fish dwelt,\r\nwho lit the ocean from within and kept the water fresh.\r\nWhen the sky burned, the  fish dived deep,\r\nnever to return, and the waters turned sour."
785,"UniqueTalisman3",58965,"Just as the rat cowers before the dog\r\nand the dog cowers before Man,\r\nso too should we cower before the First Ones\r\nand pray we never learn of what comes next."
786,"UniqueTalisman4",58644,"I once thought the First Ones were just\r\nstories made to scare children.\r\nBut I've seen what they can do. I've felt it.\r\nAnd now I must live with that terrible knowledge."
787,"UniqueTalisman5",58282,"I am but a vessel for a greater force.\r\nIt acts through me. Speaks through me.\r\nDecides what lives and dies through me.\r\nAnd will change the world through me."
788,"Talisman2_1",58165,"The Hunter faced the First One\r\nand notched his final arrow.\r\nThe First One bared its fangs\r\nand savoured its final breath.\r\n- The Wolven King"
789,"Talisman2_2",59885,"With the will of the first ones in our sinews\r\nwe shall tear down the walls of Sarn.\r\nYet as is the way of the wildlands,\r\nOnly the strong may grow stronger.\r\n- The Wolven King"
790,"Talisman2_4",11655,"From flesh and ferocity,\r\nthe First Ones roamed\r\nthrough the realm of Spirit,\r\nand into the darkness beyond. \r\n- The Wolven King"
791,"Talisman2_7",4545,"The First Ones are the forever ones.\r\nThere is no dust of the hourglass in their blood.\r\nNo fissures of weariness in their faces.\r\nTo drink of their blood is to drink of time itself.\r\n- The Wolven King"
792,"Talisman3_2",40294,"When we free ourselves from the shackles\r\nof civilised existence\r\nwe learn to feed and run and breathe\r\nas the First Ones have always done.\r\n- The Wolven King"
793,"Talisman3_3",17221,"The first ones marked their hunting grounds\r\nwith blood and piss.\r\nWe have tried to paint our future in words.\r\nNow we shall paint with inks of savagery.\r\n- The Wolven King"
794,"Talisman3_4",30220,"We grew contemptuous of our past.\r\nDismissed the first ones as ignorant and wild.\r\nWe were fools and naive children\r\nto turn our backs on our inheritance.\r\n- The Wolven King"
