"rownum","Id","IsSupport","AllowedActiveSkillTypes","BaseEffectiveness","IncrementalEffectiveness","SupportGemLetter","i32","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","bool","i32","CastTime","ActiveSkillsKey","bool","bool","[i32]","rid","MultiPartAchievement","bool","ItemClasses","GrantedEffectsKey"
3001,"BlightTowerSummonAirSupport","",[],1,0,"",4,[],[],"",0,[],"",2,1500,352,"","",[],22,"","",[],""
3002,"BlightTowerSummonAirSupport_buff1","",[],1,0,"",4,[],[],"",0,[],"",2,1500,352,"","",[],22,"","",[],""
3003,"BlightTowerSummonAirSupport_buff2","",[],1,0,"",4,[],[],"",0,[],"",2,1500,352,"","",[],22,"","",[],""
3004,"BlightTowerSummonAirSupport_buff3","",[],1,0,"",4,[],[],"",0,[],"",2,1500,352,"","",[],22,"","",[],""
3005,"BlightTowerSummonTank","",[],1,0,"",4,[],[],"",0,[],"",2,1500,352,"","",[],22,"","",[],""
3006,"BlightTowerSummonTank_buff1","",[],1,0,"",4,[],[],"",0,[],"",2,1500,352,"","",[],22,"","",[],""
3007,"BlightTowerSummonTank_buff2","",[],1,0,"",4,[],[],"",0,[],"",2,1500,352,"","",[],22,"","",[],""
3008,"BlightTowerSummonTank_buff3","",[],1,0,"",4,[],[],"",0,[],"",2,1500,352,"","",[],22,"","",[],""
3009,"BlightNecromancerBossSummonLargeSkeleton","",[],1,0,"",4,[],[],"",0,[],"",2,1100,352,"","",[],22,"","",[],""
3010,"BlightZombieBossMinions","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],22,"","",[],""
3011,"BlightCannibalBossFlameTotem","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3012,"BlightChaosModOnDeathPhantasms","",[],1,0,"",4,[],[],"",0,[],"",2,250,351,"","",[],"","","",[],""
3013,"BlightNecrobossSummonedSkeletons","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3014,"BlightPyromaniacSummonedFireElementals","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3015,"BlightSeawitchSummonSpawn","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],91,"","",[],""
3016,"BlightExperimenterRaiseZombie","",[],1,0,"",4,[],[],"",0,[],"",2,1050,352,"","",[],45,"","",[],""
3017,"BlightRhoaSummonRhoas","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3018,"BlightSpiderBossSummonSpiders","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3019,"AtlasExile1ApparitionSummonDaemon","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3020,"MetamorphSummonScreechingSeawitches","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3021,"AtlasEyrieTotemSummonBirds","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],23,"","",[],""
3022,"AtlasBasiliskViperSummon","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3023,"AfflictionDemonInvisibleCold","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3024,"AfflictionDemonInvisibleColdUnique","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3025,"AfflictionDaemonSummonDemonMinion1","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3026,"AfflictionDaemonSummonDemonMinion2","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3027,"AfflictionDaemonSummonDemonMinion3","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3028,"AfflictionDaemonSummonDemonMinionMagic1","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3029,"AfflictionDaemonSummonDemonMinionMagic2","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3030,"AfflictionDaemonSummonDemonMinionMagic3","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3031,"AfflictionDoodadSummonPack1","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3032,"AfflictionDoodadSummonPack2","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3033,"AfflictionDoodadSummonPack3","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3034,"AfflictionDoodadSummonPackMagic1","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3035,"AfflictionDoodadSummonPackMagic2","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3036,"AfflictionDoodadSummonPackMagic3","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3037,"AfflictionDoodadSummonPackRare1","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3038,"AfflictionDoodadSummonPackRare2","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3039,"AfflictionDoodadSummonPackRare3","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3040,"AfflictionDoodadSummonVolatileSingle","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3041,"AfflictionDoodadSummonVolatileFew","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3042,"AfflictionDoodadSummonVolatilePack","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3043,"AfflictionDoodadSummonFodderSome","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3044,"AfflictionDoodadSummonFodderSomeMagic","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3045,"AfflictionDoodadSummonFodderMany","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3046,"AfflictionDoodadSummonFodderManyMagic","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3047,"AfflictionDaemonSummonVolatile","",[],1,0,"",4,[],[],"",0,[],"",2,50,351,"","",[],"","","",[],""
3048,"AfflictionMinionVomitile","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3049,"SSMHarvestChieftainVolatile","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3050,"SSMHarvestWetaSpawnling","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3051,"SSMHarvestDevourerShroom","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3052,"SSMHarvestDevourerMegaShroom","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3053,"SSMHarvestVultureParasite","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3054,"SSMHarvestInsectSpawnerInsectling","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3055,"ThaumaturgistSummonCorpse","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3056,"SSMHeistCultistArcingMachinery","",[],1,0,"",4,[],[],"",0,[],"",2,2000,352,"","",[],34,"","",[],""
3057,"SSMHeistRobotArgusItsRainingMannequins","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3058,"SSMTolmanStandaloneDDDaemon","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3059,"SSMTolmanStandaloneZombies","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3060,"SSMPietyStandalonePortals","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3061,"SSMStandaloneTukohamaBeamTotem","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3062,"SSMStandaloneTukohamaShieldTotems","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3063,"SSMStandaloneFrogGodTurret","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3064,"SSMStandaloneKiraMummySpawn","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3065,"SSMStandaloneDoedreSoulCurseTotem","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3066,"SSMStandaloneLunarisBallSummon","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3067,"SSMStandaloneSolarisBallSummon","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3068,"SSMStandaloneCrimsonPriestClone","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3069,"SSMBeehiveBehemothVine","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3070,"SSMStandaloneShaperAnomaly","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3071,"SSMStandaloneElderMadnessPropagator","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3072,"SSMStandaloneVenariusHumanoid","",[],1,0,"",4,[],[],"",0,[],"",2,3000,352,"","",[],35,"","",[],""
3073,"SSMMavenMapChillOrbs","",[],1,0,"",4,[],[],"",0,[],"",2,2500,352,"","",[],36,"","",[],""
3074,"SSMMavenMapDegenOrbs","",[],1,0,"",4,[],[],"",0,[],"",2,2500,352,"","",[],37,"","",[],""
3075,"SSMMavenMapVolatileOrbs","",[],1,0,"",4,[],[],"",0,[],"",2,2500,352,"","",[],38,"","",[],""
3076,"SSMMavenMapBeamOrbs","",[],1,0,"",4,[],[],"",0,[],"",2,2500,352,"","",[],39,"","",[],""
3077,"SSMStandaloneBurnBossCoffins","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3078,"SSMMavenMapBeamOrbsSmall","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3079,"SSMSeawitchSpawn","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],91,"","",[],""
3080,"SSMSeawitchSpawnKamikaze","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],91,"","",[],""
3081,"SSMSeawitchSeawitch","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3082,"SSMExpeditionVaalWraith","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
3083,"WaterDjinnSummonTornado","",[],1,0,"",4,[],[],"",0,[],"",2,2670,351,"","",[],19,"","",[],""
3084,"SSMTrialmasterFirecrackerDaemon","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3085,"SSMExpeditionMedvedHeal","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3086,"SSMExpeditionMedvedEnrage","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3087,"SSMExpeditionMedvedExplode","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3088,"SSMExpeditionVoranaVolatile","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
3089,"SynthesisSoulstealerDrones","",[],1,0,"",4,[],[],"",0,[],"",2,1670,1151,"","",[],22,"","",[],""
3090,"LegionVaalViperSummonSnakes","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1151,"","",[],"","","",[],""
3091,"LegionTemplarSummonStatues","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1151,"","",[],"","","",[],""
3092,"ChestSummonFireWarband","",[],1,0,"",4,[],[],"",0,[],"",2,500,301,"","",[],"","","",[],""
3093,"ChestSummonColdWarband","",[],1,0,"",4,[],[],"",0,[],"",2,500,301,"","",[],"","","",[],""
3094,"ChestSummonLightningWarband","",[],1,0,"",4,[],[],"",0,[],"",2,500,301,"","",[],"","","",[],""
3095,"ChestSummonChaosWarband","",[],1,0,"",4,[],[],"",0,[],"",2,500,301,"","",[],"","","",[],""
3096,"StrMissionSummonMonsters","",[],1,0,"",4,[],[],"",0,[],"",2,500,300,"","",[],"","","",[],""
3097,"ChestDetonateDead","",[],1.5111,0.04,"",4,[],[],"",0,[],"",2,800,28,"","",[],"","","",[],""
3098,"ChestExplode","",[],4.1556,0.06,"",4,[],[],"",0,[],"",2,1000,179,"","",[],"","","",[],""
3099,"TempestDaemonExplode","",[],4.4444,0.061,"",4,[],[],"",0,[],"",2,1000,180,"","",[],"","","",[],""
3100,"DaemonExplode","",[],2.2222,0.06,"",4,[],[],"",0,[],"",2,1000,180,"","",[],"","","",[],""
3101,"ChestSummonCamoMonsters","",[],1,0,"",4,[],[],"",0,[],"",2,500,300,"","",[],"","","",[],""
3102,"ChestIgnite","",[],5.5556,0.052,"",4,[],[],"",0,[],"",2,700,43,"","",[],"","","",[],""
3103,"ChestFirestorm","",[],1.8,0.058,"",4,[],[],"",0,[],"",2,900,124,"","",[],"","","",[],""
3104,"ChestLightningStorm","",[],1.2656,0.058,"",4,[],[],"",0,[],"",2,900,124,"","",[],"","","",[],""
3105,"ChestCausticCloud","",[],1.2,0.056,"",4,[],[],"",0,[],"",2,1000,173,"","",[],"","","",[],""
3106,"BirdmanConsumeSideArea","",[],1,0,"",4,[],[],"",0,[],"",2,2670,304,"","",[],"","","",[],""
3107,"VaalFireballTotemInvasion","",[],1.3,0.0406,"",3,[],[],"",0,[],"",2,850,44,"","",[],"","","",[],""
3108,"VaalFireballTotemGoatman","",[],2.9384,0.0412,"",3,[],[],"",0,[],"",2,1170,44,"","",[],"","","",[],""
3109,"VaalFireballTotemGoatmanTwo","",[],2.9384,0.0412,"",3,[],[],"",0,[],"",2,1170,44,"","",[],"","","",[],""
3110,"AtziriDemonVaalCloudDaemon","",[],1,0,"",4,[],[],"",0,[],"",2,200,306,"","",[],"","","",[],""
3111,"SummonGhostMonkeysSideArea","",[],1,0,"",4,[],[],"",0,[],"",2,2175,65,"","",[],"","","",[],""
3112,"TormentSummonAnimateWeaponOnDeath","",[],1,0,"",4,[],[],"",0,[],"",2,1000,307,"","",[],"","","",[],""
3113,"SummonAnimateWeaponsSideArea","",[],1,0,"",4,[],[],"",0,[],"",2,1000,307,"","",[],"","","",[],""
3114,"SummonAnimateWeaponsDarkExile","",[],1,0,"",4,[],[],"",0,[],"",2,1000,307,"","",[],"","","",[],""
3115,"SummonSandSpittersSideArea","",[],1,0,"",4,[],[],"",0,[],"",2,1000,308,"","",[],"","","",[],""
3116,"SummonSandSpittersDweller","",[],1,0,"",4,[],[],"",0,[],"",2,1000,308,"","",[],"","","",[],""
3117,"SummonSandSpittersOnDamageTakenSideArea","",[],1,0,"",4,[],[],"",0,[],"",2,1000,308,"","",[],"","","",[],""
3118,"SummonSandSpittersDexMission","",[],1,0,"",4,[],[],"",0,[],"",2,1000,308,"","",[],"","","",[],""
3119,"GroundSlamSkeletonBossSideArea","",[],1,0,"",4,[],[],"",0,[],"",2,1000,309,"","",[],"","","",[],""
3120,"GroundSlamSkeletonBossGeofri","",[],1,0,"",4,[],[],"",0,[],"",2,1000,309,"","",[],"","","",[],""
3121,"GroundSlamSkeletonBossVaalSummonedSkeletons","",[],1,0,"",4,[],[],"",0,[],"",2,1000,309,"","",[],"","","",[],""
3122,"SupportBlockReduction",1,"[7,1]",1,0,"B",2,[9],[],"",-1033516718,[],"",2,1000,"","","",[],"","","",[],""
3123,"MoltenStrike","",[],0.67,0.0233,"",1,[],[],"",2122794127,[],"",2,1000,310,"","",[],"","","",[],""
3124,"MoltenStrikeRoyale","",[],0.67,0.0233,"",1,[],[],"",-296364762,[],"",2,1000,310,"","",[],"","","",[],""
3125,"ExileMoltenStrike","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],"","","",[],""
3126,"GemlingMoltenStrike","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],"","","",[],""
3127,"WbMoltenStrike","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],"","","",[],""
3128,"WbMoltenStrikeLeader","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],"","","",[],""
3129,"ProphecyMoltenStrike","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],"","","",[],""
3130,"MonsterMoltenStrikeHatebeat","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],"","","",[],""
3131,"MonsterMoltenStrike","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],"","","",[],""
3132,"BeyondDemonMoltenStrike","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],"","","",[],""
3133,"BeyondDemonMoltenStrikeUltimate","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],"","","",[],""
3134,"MerveilDaughterMoltenStrike","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],"","","",[],""
3135,"KaomWarriorMoltenStrike","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],"","","",[],""
3136,"MapKaomWarriorMoltenStrike","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],"","","",[],""
3137,"ChurchStatueMoltenStrike","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],"","","",[],""
3138,"ChurchStatueMoltenStrikeMassive","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],"","","",[],""
3139,"SolarisGuardMoltenStrike","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],"","","",[],""
3140,"SolarisGuardMoltenStrikeMassive","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],"","","",[],""
3141,"TalismanMonkeyMoltenStrike","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],"","","",[],""
3142,"PerandusMoltenStrikeDaemon","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],"","","",[],""
3143,"EssenceFleshmonsterMoltenStrike","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],"","","",[],""
3144,"GANavaliGoatmanLeapDamage","",[],1,0,"",1,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
3145,"WickerManMoltenStrike","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],"","","",[],""
3146,"HarvestChieftainMoltenStrike","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],51,"","",[],""
3147,"HeistSkeletonMoltenStrike","",[],0.7,0,"",1,[],[],"",0,[],"",2,1000,310,"","",[],51,"","",[],""
3148,"KaomMelee","",[],1,0,"",1,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],""
3149,"Convocation","",[],1,0,"",3,[],[],"",234218186,[],"",2,0,311,"","",[],"","","",[],""
3150,"PerandusConvocation","",[],1,0,"",3,[],[],"",0,[],"",2,800,311,"","",[],"","","",[],""
3151,"AvatarConvocation","",[],1,0,"",3,[],[],"",0,[],"",2,800,311,"","",[],"","","",[],""
3152,"SummonKaomTotems","",[],1,0,"",4,[],[],"",0,[],"",2,1000,312,"","",[],"","","",[],""
3153,"ComboStrike","",[],1,0,"",1,[],[],"",1517870730,[],"",2,1000,313,"","",[],"","","",[],""
3154,"DropBearAmbush","",[],1,0,"",4,[],[],"",0,[],"",2,1170,314,"","",[],"","","",[],""
3155,"DropBearAmbushMaps","",[],1,0,"",4,[],[],"",0,[],"",2,1170,314,"","",[],"","","",[],""
3156,"DropBearAmbushNoTargeting","",[],1,0,"",4,[],[],"",0,[],"",2,1170,314,"","",[],"","","",[],""
3157,"KiteWestBossUsePortal","",[],1,0,"",4,[],[],"",0,[],"",2,1000,315,"","",[],"","","",[],""
3158,"FireNovaMine","",[],0.8195,0.0315,"",3,[],[],"",145330177,[],"",2,400,321,"","",[],"","","",[],""
3159,"PopUpTotemFireNova","",[],1.4444,0.05,"",3,[],[],"",0,[],"",2,400,321,"","",[],"","","",[],""
3160,"VaalMechanicalTotemFireNova","",[],1.2,0.05,"",3,[],[],"",0,[],"",2,400,321,"","",[],"","","",[],""
3161,"EssenceDaemonFireNovaRepeat","",[],1.4444,0.05,"",3,[],[],"",0,[],"",2,400,321,"","",[],"","","",[],""
3162,"SolarisGuardDaemonFireNovaRepeat","",[],2.5556,0.05,"",3,[],[],"",0,[],"",2,400,321,"","",[],"","","",[],""
3163,"CityStalkerFireNova","",[],1.0111,0.05,"",3,[],[],"",0,[],"",2,1000,321,"","",[],"","","",[],""
3164,"MerveilIceSpear","",[],1.824,0.032,"",4,[],[],"",0,[],"",2,1770,316,"","",[],"","","",[],""
3165,"MapMerveilIceSpear","",[],2.8636,0.032,"",4,[],[],"",0,[],"",2,1770,316,"","",[],"","","",[],""
3166,"GuardianReefArenaIceSpear","",[],1.3636,0.032,"",4,[],[],"",0,[],"",2,1770,316,"","",[],"","","",[],""
3167,"MerveilGeyser","",[],1.3535,0.029,"",4,[],[],"",0,[],"",2,1000,317,"","",[],91,"","",[],""
3168,"MerveilGeyserMetamorphosis","",[],1.3535,0.029,"",4,[],[],"",0,[],"",2,600,318,"","",[],"","","",[],""
3169,"MerveilGeyserDescent","",[],0.8673,0.029,"",4,[],[],"",0,[],"",2,1000,317,"","",[],91,"","",[],""
3170,"MapMerveilGeyser","",[],3.6364,0.031,"",4,[],[],"",0,[],"",2,1000,317,"","",[],91,"","",[],""
3171,"MapMerveilMultiGeyserStandaloneTriggered","",[],1.3535,0.029,"",4,[],[],"",0,[],"",2,1000,318,"","",[],91,"","",[],""
3172,"MerveilMultiGeyser","",[],1.3535,0.029,"",4,[],[],"",0,[],"",2,600,336,"","",[],91,"","",[],""
3173,"ElderMultiGeyser","",[],4.4444,0.038,"",4,[],[],"",0,[],"",2,1000,336,"","",[],"","","",[],""
3174,"ElderReefMultiGeyser","",[],3.6364,0.04,"",4,[],[],"",0,[],"",2,1000,336,"","",[],"","","",[],""
3175,"MapMerveilMultiGeyser","",[],3.6364,0.031,"",4,[],[],"",0,[],"",2,1000,336,"","",[],91,"","",[],""
3176,"ElderArenaHydroPump","",[],0.9091,0.03,"",4,[],[],"",0,[],"",2,1000,318,"","",[],"","","",[],""
3177,"LeagueDelveLavaGeyser","",[],3.6364,0.04,"",4,[],[],"",0,[],"",2,1000,317,"","",[],"","","",[],""
3178,"TheFaunDaemonLavaGeyser","",[],3.6364,0.04,"",4,[],[],"",0,[],"",2,1000,317,"","",[],"","","",[],""
3179,"StranglecharmDaemonWaterGeyser","",[],3.6364,0.04,"",4,[],[],"",0,[],"",2,1000,317,"","",[],"","","",[],""
3180,"BlightWaterElementalGeyser","",[],4,0.04,"",4,[],[],"",0,[],"",2,1000,318,"","",[],"","","",[],""
3181,"RampageDaemonExplodeNova","",[],2.5,0.053,"",4,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
3182,"RampageDaemonStunNova","",[],0.3,0.053,"",4,[],[],"",0,[],"",2,1000,326,"","",[],"","","",[],""
3183,"WbPoisonNova","",[],0.2,0.053,"",4,[],[],"",0,[],"",2,1000,326,"","",[],"","","",[],""
3184,"ParasitePoisonProjectile","",[],1,0,"",4,[],[],"",0,[],"",2,1000,61,"","",[],"","","",[],""
3185,"ParasitePoisonProjectileSingle","",[],1,0,"",4,[],[],"",0,[],"",2,1000,61,"","",[],"","","",[],""
3186,"TormentDaemonPoisonNova","",[],0.8667,0.043,"",4,[],[],"",0,[],"",2,1000,326,"","",[],"","","",[],""
3187,"SpiderBossBarrelPoisonNova","",[],0.8667,0.043,"",4,[],[],"",0,[],"",2,1000,326,"","",[],"","","",[],""
3188,"SpiderPoisonProjectile","",[],0.8667,0.043,"",4,[],[],"",0,[],"",2,1000,326,"","",[],"","","",[],""
3189,"SpiderPoisonProjectileChampion","",[],0.7367,0.043,"",4,[],[],"",0,[],"",2,1000,326,"","",[],"","","",[],""
3190,"SpiderPoisonProjectileChampionBlight","",[],1.1,0.043,"",4,[],[],"",0,[],"",2,1000,326,"","",[],"","","",[],""
3191,"SpiderPoisonProjectileCausticGround","",[],1.1527,0.043,"",4,[],[],"",0,[],"",2,1000,326,"","",[],"","","",[],""
3192,"SpiderBossTalismanPoisonNova","",[],0.8667,0.043,"",4,[],[],"",0,[],"",2,1000,326,"","",[],"","","",[],""
3193,"TalismanPoisonProjectiles","",[],0.8667,0.043,"",4,[],[],"",0,[],"",2,1000,326,"","",[],"","","",[],""
3194,"ShavronneSpellProjectile","",[],2.125,0.053,"",4,[],[],"",0,[],"",2,1000,326,"","",[],"","","",[],""
3195,"ShavronneSpellProjectileTower","",[],2.375,0.053,"",4,[],[],"",0,[],"",2,1500,326,"","",[],"",76,"",[],""
3196,"LunarisWhipperProjectile","",[],2,0.04,"",4,[],[],"",0,[],"",2,1630,326,"","",[],"","","",[],""
3197,"HarvestParasitePoisonProjectileTriple","",[],1,0,"",4,[],[],"",0,[],"",2,1000,61,"","",[],"","","",[],""
3198,"HarvestParasitePoisonProjectileSingle","",[],1,0,"",4,[],[],"",0,[],"",2,1000,61,"","",[],"","","",[],""
3199,"HarvestIguanaIceSpikeProjectile","",[],1,0,"",4,[],[],"",0,[],"",2,1170,61,"","",[],40,"","",[],""
3200,"MPWHarvestDevourerSnakeSpit","",[],1,0,"",4,[],[],"",0,[],"",2,2800,61,"","",[],40,"","",[],""
3201,"MPSHarvestGoatmanProjectile","",[],1.6,0.04,"",4,[],[],"",0,[],"",2,1330,326,"","",[],20,"","",[],""
3202,"MPWHeistLockpickerDaggerToss","",[],1,0,"",4,[],[],"",0,[],"",2,1333,61,"","",[],60,"","",[],""
3203,"MPWHeistLockpickerDaggerTossFan","",[],1,0,"",4,[],[],"",0,[],"",2,1333,61,"","",[],58,"","",[],""
3204,"MPWHeistTemplarRangedSnipe","",[],1,0,"",4,[],[],"",0,[],"",2,3500,61,"","",[],45,"","",[],""
3205,"MPSHeistTemplarCasterProjectile","",[],3.5,0.04,"",4,[],[],"",0,[],"",2,1333,326,"","",[],26,"","",[],""
3206,"MPSHeistTemplarCasterProjectilePhys","",[],2.5,0.04,"",4,[],[],"",0,[],"",2,1333,326,"","",[],26,"","",[],""
3207,"MPSHeistTemplarCasterProjectileCombined","",[],3.5,0.04,"",4,[],[],"",0,[],"",2,1333,326,"","",[],26,"","",[],""
3208,"MPSHeistGiannaSpellProjectile","",[],5,0.06,"",4,[],[],"",0,[],"",2,1333,326,"","",[],26,"","",[],""
3209,"MPSHeistGiannaSpellProjectile2","",[],5,0.06,"",4,[],[],"",0,[],"",2,1333,326,"","",[],26,"","",[],""
3210,"MPSHeistNilesSpellProjectile","",[],2.5,0.06,"",4,[],[],"",0,[],"",2,1500,326,"","",[],26,"","",[],""
3211,"MPWHeistMilitaryMinibossProjCleave","",[],1,0,"",4,[],[],"",0,[],"",2,2500,61,"","",[],9,"","",[],""
3212,"MPWHeistThugRangedBurningArrow","",[],1,0,"",4,[],[],"",0,[],"",2,1000,61,"","",[],1,"","",[],""
3213,"MPWHeistThugRangedExplosiveArrow","",[],1,0,"",4,[],[],"",0,[],"",2,1000,61,"","",[],"","","",[],""
3214,"MPWHeistThugFlamingShield","",[],1,0,"",4,[],[],"",0,[],"",2,1500,61,"","",[],40,"","",[],""
