"rownum","Id","Name","Metadata","i32","NPCMasterKey","ShortName","i32","NPCShopKey","NPCAudioKeys1","NPCAudioKeys2","i32","i32","rid","rid","i32"
168,"Metadata/NPC/League/Prophecy/NavaliHideout","Navali","Metadata/NPC/NPC",2565,0,"",-1,"",[57],[58],16710,-16843010,"","",-16843010
169,"Metadata/NPC/League/Bestiary/EinharHideout","Einhar, Beastmaster","Metadata/NPC/NPC",2565,1,"Einhar",0,24,[75],[76],56882,-16843010,"","",-16843010
170,"Metadata/Monsters/Masters/Einhar","Einhar, Beastmaster","Metadata/NPC/NPC",2565,1,"Einhar",2,"",[],[],62051,-16843010,"","",-16843010
171,"Metadata/NPC/League/Bestiary/Einhar","Einhar, Beastmaster","Metadata/NPC/NPC",2565,1,"Einhar",2,24,[75],[76],37679,-16843010,"","",-16843010
172,"Metadata/NPC/League/Bestiary/EinharWild","Einhar, Beastmaster","Metadata/NPC/NPC",2565,1,"Einhar",2,24,[75],[76],51623,-16843010,"","",-16843010
173,"Metadata/NPC/League/Bestiary/EinharMenagerie","Einhar, Beastmaster","Metadata/NPC/NPC",2565,1,"Einhar",2,24,[75],[76],8793,-16843010,"","",-16843010
174,"Metadata/NPC/Epilogue/ZanaElderMid","Zana, Master Cartographer","Metadata/NPC/NPC",2565,6,"Zana",11,"",[],[],17719,-16843010,"","",-16843010
175,"Metadata/NPC/Epilogue/ZanaElder","Zana, Master Cartographer","Metadata/NPC/NPC",2565,6,"Zana",11,"",[],[],32890,-16843010,"","",-16843010
176,"Metadata/NPC/Epilogue/ZanaSecret","Zana, Master Cartographer","Metadata/NPC/NPC",2565,6,"Zana",11,"",[],[],61707,-16843010,"","",-16843010
177,"Metadata/NPC/Epilogue/ZanaShaper","Zana, Master Cartographer","Metadata/NPC/NPC",2565,6,"Zana",11,"",[],[],11034,-16843010,"","",-16843010
178,"Metadata/NPC/Shaper","The Shaper","Metadata/NPC/NPC",2565,"","",0,"",[],[],9075,-16843010,"","",-16843010
179,"Metadata/NPC/Act5/Lani","Lani","Metadata/NPC/NPC",2565,"","",5,15,[68],[69],30873,-16843010,"","",-16843010
180,"Metadata/NPC/Act5/Vilenta","Vilenta","Metadata/NPC/NPC",2565,"","",5,"",[64],[65],3842,-16843010,"","",-16843010
181,"Metadata/NPC/Act5/Utula","Utula","Metadata/NPC/NPC",2565,"","",5,4,[66],[67],42791,-16843010,"","",-16843010
182,"Metadata/NPC/Act5/BannonTown","Bannon","Metadata/NPC/NPC",2565,"","",5,4,[62],[63],24257,-16843010,"","",-16843010
183,"Metadata/NPC/Act5/BannonInnocence","Bannon","Metadata/NPC/NPC",2565,"","",5,"",[],[],18118,-16843010,"","",-16843010
184,"Metadata/NPC/Act5/SinInnocence","Sin","Metadata/NPC/NPC",2565,"","",5,"",[],[],6956,-16843010,"","",-16843010
185,"Metadata/NPC/Act5/SinKitava","Sin","Metadata/NPC/NPC",2565,"","",5,"",[],[],37457,-16843010,"","",-16843010
186,"Metadata/NPC/Act5/Lilly","Lilly Roth","Metadata/NPC/NPC",2565,"","Lilly",5,"",[],[],4507,-16843010,"","",-16843010
187,"Metadata/NPC/Act6/Tarkleigh","Tarkleigh","Metadata/NPC/Act1/Tarkleigh",2565,"","",6,5,[0],[1],27149,-16843010,"","",-16843010
188,"Metadata/NPC/Act6/Bestel","Bestel","Metadata/NPC/Act1/Bestel",2565,"","",6,16,[4],[],25512,-16843010,"","",-16843010
189,"Metadata/NPC/Act6/Lilly","Lilly Roth","Metadata/NPC/NPC",2565,"","Lilly",6,22,[],[],46727,-16843010,"","",-16843010
190,"Metadata/NPC/Act6/WeylamBeacon","Weylam Roth","Metadata/NPC/NPC",2565,"","Weylam",6,"",[],[],186,-16843010,"","",-16843010
191,"Metadata/NPC/Act6/WeylamReef1","Weylam Roth","Metadata/NPC/NPC",2565,"","Weylam",6,"",[],[],64416,-16843010,"","",-16843010
192,"Metadata/NPC/Act6/WeylamReef2","Weylam Roth","Metadata/NPC/NPC",2565,"","Weylam",6,"",[],[],3681,-16843010,"","",-16843010
193,"Metadata/NPC/Act6/SinTown","Sin","Metadata/NPC/NPC",2391,"","",6,"",[72],[73],48413,-16843010,"","",-16843010
194,"Metadata/NPC/Act6/SinTukohama","Sin","Metadata/NPC/NPC",2396,"","",6,"",[72],[73],51274,-16843010,"","",-16843010
195,"Metadata/NPC/Act6/SinAbberath","Sin","Metadata/NPC/NPC",2538,"","",6,"",[72],[73],60453,-16843010,"","",-16843010
196,"Metadata/NPC/Act6/SinShavronne","Sin","Metadata/NPC/NPC",2565,"","",6,"",[72],[73],12794,-16843010,"","",-16843010
197,"Metadata/NPC/Act6/SinRyslatha","Sin","Metadata/NPC/NPC",2539,"","",6,"",[72],[73],64219,-16843010,"","",-16843010
198,"Metadata/NPC/Act6/SinBrineKing","Sin","Metadata/NPC/NPC",2393,"","",6,"",[72],[73],23106,-16843010,"","",-16843010
199,"Metadata/NPC/Act6/NessaMudFlats","Nessa","Metadata/NPC/NPC",2565,"","",6,"",[],[],33881,-16843010,"","",-16843010
200,"Metadata/NPC/Act6/NessaPrisonersGate","Nessa","Metadata/NPC/NPC",2565,"","",6,"",[],[],38959,-16843010,"","",-16843010
201,"Metadata/NPC/Act6/NessaMerveilsCaverns","Nessa","Metadata/NPC/NPC",2565,"","",6,"",[],[],8054,-16843010,"","",-16843010
202,"Metadata/NPC/Act6/NessaBrineKing","Nessa","Metadata/NPC/NPC",2565,"","",6,"",[],[],28218,-16843010,"","",-16843010
203,"Metadata/NPC/League/Prophecy/NavaliMonkey","Yama the White","Metadata/NPC/NPC",2565,"","",0,"",[],[],48677,-16843010,"","",-16843010
204,"Metadata/NPC/Act6/Tukohama","Tukohama","Metadata/NPC/NPC",2565,"","",6,"",[],[],58512,-16843010,"","",-16843010
205,"Metadata/NPC/Info/VaalLetters/VaalLetter_01","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],41100,-16843010,"","",-16843010
206,"Metadata/NPC/Info/VaalLetters/VaalLetter_02","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],56842,-16843010,"","",-16843010
207,"Metadata/NPC/Info/VaalLetters/VaalLetter_03","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],1852,-16843010,"","",-16843010
208,"Metadata/NPC/Info/VaalLetters/VaalLetter_04","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],20062,-16843010,"","",-16843010
209,"Metadata/NPC/Info/VaalLetters/VaalLetter_05","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],34131,-16843010,"","",-16843010
210,"Metadata/NPC/Info/VaalLetters/VaalLetter_06","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],14526,-16843010,"","",-16843010
211,"Metadata/NPC/Info/VaalLetters/VaalLetter_07","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],33021,-16843010,"","",-16843010
212,"Metadata/NPC/Info/VaalLetters/VaalLetter_08","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],21848,-16843010,"","",-16843010
213,"Metadata/NPC/Info/VaalLetters/VaalLetter_09","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],32777,-16843010,"","",-16843010
214,"Metadata/NPC/Info/VaalLetters/VaalLetter_10","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],56977,-16843010,"","",-16843010
215,"Metadata/NPC/Info/VaalLetters/VaalLetter_11","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],23168,-16843010,"","",-16843010
216,"Metadata/NPC/Info/VaalLetters/VaalLetter_12","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],56017,-16843010,"","",-16843010
217,"Metadata/NPC/Act7/SinTown","Sin","Metadata/NPC/NPC",2565,"","",7,"",[72],[73],4086,-16843010,"","",-16843010
218,"Metadata/NPC/Act7/SinRalakesh","Sin","Metadata/NPC/NPC",2395,"","",7,"",[72],[73],52249,-16843010,"","",-16843010
219,"Metadata/NPC/Act7/SinGruthkul","Sin","Metadata/NPC/NPC",2397,"","",7,"",[72],[73],27715,-16843010,"","",-16843010
220,"Metadata/NPC/Act7/SinArakaali","Sin","Metadata/NPC/NPC",2399,"","",7,"",[72],[73],58093,-16843010,"","",-16843010
221,"Metadata/NPC/Act7/SinMaligaro","Sin","Metadata/NPC/NPC",2565,"","",7,"",[72],[73],61728,-16843010,"","",-16843010
222,"Metadata/NPC/Act7/Weylam","Weylam Roth","Metadata/NPC/NPC",2565,"","Weylam",7,"",[70],[71],64647,-16843010,"","",-16843010
223,"Metadata/NPC/Act7/YeenaTown","Yeena","Metadata/NPC/NPC",2565,"","",7,17,[8],[9],51857,-16843010,"","",-16843010
224,"Metadata/NPC/Act7/YeenaVaalCity","Yeena","Metadata/NPC/NPC",2565,"","",7,"",[],[],9841,-16843010,"","",-16843010
225,"Metadata/NPC/Act7/Eramir","Eramir","Metadata/NPC/NPC",2565,"","",7,"",[6],[7],54404,-16843010,"","",-16843010
226,"Metadata/NPC/Act7/Helena","Helena","Metadata/NPC/NPC",2565,3,"",7,6,[24],[25],36447,-16843010,"","",-16843010
227,"Metadata/NPC/Act7/SilkSins","Silk","Metadata/NPC/NPC",2565,"","",7,"",[13],[],38693,-16843010,"","",-16843010
228,"Metadata/NPC/Act7/SilkArakaali","Silk","Metadata/NPC/NPC",2565,"","",7,"",[],[],37962,-16843010,"","",-16843010
229,"Metadata/NPC/Act8/Hargan","Hargan","Metadata/NPC/Act3/Hargan",2565,"","",8,7,[14],[15],44632,-16843010,"","",-16843010
230,"Metadata/NPC/Act8/Maramoa","Maramoa","Metadata/NPC/Act3/Maramoa",2565,"","",8,"",[18],[19],30830,-16843010,"","",-16843010
231,"Metadata/NPC/Act8/ClarissaTown","Clarissa","Metadata/NPC/NPC",2565,"","",8,18,[22],[23],61734,-16843010,"","",-16843010
232,"Metadata/NPC/Act8/ClarissaQuay","Clarissa","Metadata/NPC/NPC",2565,"","",8,"",[],[],42366,-16843010,"","",-16843010
233,"Metadata/NPC/Act8/Tolman","Tolman","Metadata/NPC/NPC",2565,"","",8,"",[],[],16048,-16843010,"","",-16843010
234,"Metadata/NPC/Act8/SinTown","Sin","Metadata/NPC/NPC",2565,"","",8,"",[72],[73],5435,-16843010,"","",-16843010
235,"Metadata/NPC/Act8/SinDoedre","Sin","Metadata/NPC/NPC",2565,"","",8,"",[72],[73],55808,-16843010,"","",-16843010
236,"Metadata/NPC/Act8/SinYugul","Sin","Metadata/NPC/NPC",2400,"","",8,"",[72],[73],4470,-16843010,"","",-16843010
237,"Metadata/NPC/Act8/SinSolarisLunaris","Sin","Metadata/NPC/NPC",2401,"","",8,"",[72],[73],13230,-16843010,"","",-16843010
238,"Metadata/NPC/Act5/Avarius","Avarius","Metadata/NPC/NPC",2565,"","",5,"",[],[],1892,-16843010,"","",-16843010
239,"Metadata/NPC/Act5/Innocence","Innocence","Metadata/NPC/NPC",2565,"","",5,"",[],[],41798,-16843010,"","",-16843010
240,"Metadata/NPC/Info/RalakeshGlyph","Ode to Ralakesh","Metadata/NPC/Info/StoryGlyphBase",2565,"","",7,"",[],[],7989,-16843010,"","",-16843010
241,"Metadata/NPC/Info/SilkLetter","Love Letter","Metadata/NPC/Info/StoryGlyphBase",2565,"","",7,"",[],[],19213,-16843010,"","",-16843010
242,"Metadata/NPC/Info/MaligaroTome","Maligaro's Manifesto","Metadata/NPC/Info/StoryGlyphBase",2565,"","",7,"",[],[],13083,-16843010,"","",-16843010
243,"Metadata/NPC/Info/ArakaaliGlyph1","Shrine to Arakaali","Metadata/NPC/Info/StoryGlyphBase",2565,"","",7,"",[],[],13158,-16843010,"","",-16843010
244,"Metadata/NPC/Info/ArakaaliGlyph2","Shrine to Arakaali","Metadata/NPC/Info/StoryGlyphBase",2565,"","",7,"",[],[],36692,-16843010,"","",-16843010
245,"Metadata/NPC/Info/ArakaaliGlyph3","Shrine to Arakaali","Metadata/NPC/Info/StoryGlyphBase",2565,"","",7,"",[],[],40103,-16843010,"","",-16843010
246,"Metadata/NPC/Info/ArakaaliGlyph4","Shrine to Arakaali","Metadata/NPC/Info/StoryGlyphBase",2565,"","",7,"",[],[],7503,-16843010,"","",-16843010
247,"Metadata/NPC/Info/ArakaaliGlyph5","Shrine to Arakaali","Metadata/NPC/Info/StoryGlyphBase",2565,"","",7,"",[],[],34321,-16843010,"","",-16843010
248,"Metadata/NPC/Info/UtulaGlyph1","Kitava's Hunger I","Metadata/NPC/Info/StoryGlyphBase",2565,"","",5,"",[],[],47725,-16843010,"","",-16843010
249,"Metadata/NPC/Info/UtulaGlyph2","Kitava's Hunger II","Metadata/NPC/Info/StoryGlyphBase",2565,"","",5,"",[],[],23233,-16843010,"","",-16843010
250,"Metadata/NPC/Info/UtulaGlyph3","Kitava's Hunger III","Metadata/NPC/Info/StoryGlyphBase",2565,"","",5,"",[],[],43323,-16843010,"","",-16843010
251,"Metadata/NPC/Info/DominusPrisonOrders","Order of Protection","Metadata/NPC/Info/StoryGlyphBase",2565,"","",1,"",[],[],281,-16843010,"","",-16843010
252,"Metadata/NPC/Info/ShavronneManifesto","Shavronne's Manifesto","Metadata/NPC/Info/StoryGlyphBase",2565,"","",6,"",[],[],42351,-16843010,"","",-16843010
253,"Metadata/NPC/Info/AbberathGlyph","Primitive Carving","Metadata/NPC/Info/StoryGlyphBase",2565,"","",6,"",[],[],18511,-16843010,"","",-16843010
254,"Metadata/NPC/Info/RyslathaGlyph","Worn Carving","Metadata/NPC/Info/StoryGlyphBase",2565,"","",6,"",[],[],13014,-16843010,"","",-16843010
255,"Metadata/NPC/Info/TukohamaGlyph","Karui Carving","Metadata/NPC/Info/StoryGlyphBase",2565,"","",6,"",[],[],63605,-16843010,"","",-16843010
256,"Metadata/NPC/Info/BrineKingGlyph1","Message in a Bottle","Metadata/NPC/Info/StoryGlyphBase",2565,"","",6,"",[],[],56963,-16843010,"","",-16843010
257,"Metadata/NPC/Info/BrineKingGlyph2","Leatherbound Logbook","Metadata/NPC/Info/StoryGlyphBase",2392,"","",6,"",[],[],29311,-16843010,"","",-16843010
258,"Metadata/NPC/Info/BrineKingGlyph3","Letter Fragment","Metadata/NPC/Info/StoryGlyphBase",2565,"","",6,"",[],[],38111,-16843010,"","",-16843010
259,"Metadata/NPC/Info/BrineKingGlyph4","Templar Report","Metadata/NPC/Info/StoryGlyphBase",2565,"","",6,"",[],[],50410,-16843010,"","",-16843010
260,"Metadata/NPC/Info/BrineKingGlyph5","Shrine to the Brine King","Metadata/NPC/Info/StoryGlyphBase",2565,"","",6,"",[],[],32312,-16843010,"","",-16843010
261,"Metadata/NPC/Info/DoedreManifesto","Doedre's Manifesto","Metadata/NPC/Info/StoryGlyphBase",2565,"","",8,"",[],[],5960,-16843010,"","",-16843010
262,"Metadata/NPC/Info/YugulGlyph","Primitive Carving","Metadata/NPC/Info/StoryGlyphBase",2565,"","",8,"",[],[],53133,-16843010,"","",-16843010
263,"Metadata/NPC/Info/SolarisGlyph1","Solaris Statue","Metadata/NPC/Info/StoryGlyphBase",2565,"","",8,"",[],[],29919,-16843010,"","",-16843010
264,"Metadata/NPC/Info/SolarisGlyph2","Solaris Statue","Metadata/NPC/Info/StoryGlyphBase",2565,"","",8,"",[],[],12014,-16843010,"","",-16843010
265,"Metadata/NPC/Info/SolarisGlyph3","Solaris Statue","Metadata/NPC/Info/StoryGlyphBase",2565,"","",8,"",[],[],8839,-16843010,"","",-16843010
266,"Metadata/NPC/Info/LunarisGlyph1","Lunaris Statue","Metadata/NPC/Info/StoryGlyphBase",2565,"","",8,"",[],[],39172,-16843010,"","",-16843010
267,"Metadata/NPC/Info/LunarisGlyph2","Lunaris Statue","Metadata/NPC/Info/StoryGlyphBase",2565,"","",8,"",[],[],55984,-16843010,"","",-16843010
268,"Metadata/NPC/Info/LunarisGlyph3","Lunaris Statue","Metadata/NPC/Info/StoryGlyphBase",2565,"","",8,"",[],[],43849,-16843010,"","",-16843010
269,"Metadata/NPC/Info/VaalLetters/VaalLetter_13","Research Journal","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],53353,-16843010,"","",-16843010
270,"Metadata/NPC/Info/VaalLetters/VaalLetter_14","Research Journal","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],14926,-16843010,"","",-16843010
271,"Metadata/NPC/Info/VaalLetters/VaalLetter_15","Research Journal","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],3123,-16843010,"","",-16843010
272,"Metadata/NPC/Info/VaalLetters/VaalLetter_16","Research Journal","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],26685,-16843010,"","",-16843010
273,"Metadata/NPC/Info/TriumphOfInnocence","Triumph of Innocence","Metadata/NPC/Info/StoryGlyphBase",2565,"","",5,"",[],[],38405,-16843010,"","",-16843010
274,"Metadata/NPC/Info/StainedGlassWindow1","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass",2565,"","",5,"",[],[],18899,-16843010,"","",-16843010
275,"Metadata/NPC/Info/StainedGlassWindow2","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass",2565,"","",5,"",[],[],36629,-16843010,"","",-16843010
276,"Metadata/NPC/Info/StainedGlassWindow3","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass",2565,"","",5,"",[],[],55801,-16843010,"","",-16843010
277,"Metadata/NPC/Info/StainedGlassWindow4","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass",2565,"","",5,"",[],[],12093,-16843010,"","",-16843010
278,"Metadata/NPC/Info/StainedGlassWindow5","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass",2565,"","",5,"",[],[],13987,-16843010,"","",-16843010
279,"Metadata/NPC/Info/StainedGlassWindow6","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass",2565,"","",5,"",[],[],33247,-16843010,"","",-16843010
280,"Metadata/NPC/Info/StainedGlassWindow7","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass",2565,"","",5,"",[],[],50466,-16843010,"","",-16843010
281,"Metadata/NPC/Info/StainedGlassWindow8","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass",2565,"","",5,"",[],[],36654,-16843010,"","",-16843010
282,"Metadata/NPC/Act9/PetarusVanja","Petarus and Vanja","Metadata/NPC/Act4/PetarusVanja",2565,"","",9,19,[33],[34],58036,-16843010,"","",-16843010
283,"Metadata/NPC/Act9/Tasuni","Tasuni","Metadata/NPC/Act4/Tasuni",2565,"","",9,"",[41],[42],2130,-16843010,"","",-16843010
284,"Metadata/NPC/Act9/Irasha","Irasha","Metadata/NPC/NPC",2565,"","",9,8,[],[],38025,-16843010,"","",-16843010
285,"Metadata/NPC/Act9/SinTown","Sin","Metadata/NPC/NPC",2565,"","",9,"",[72],[73],9680,-16843010,"","",-16843010
286,"Metadata/NPC/Act9/SinQuarry","Sin","Metadata/NPC/NPC",2565,"","",9,"",[72],[73],52925,-16843010,"","",-16843010
287,"Metadata/NPC/Act9/SinGarukhan","Sin","Metadata/NPC/NPC",2403,"","",9,"",[72],[73],46765,-16843010,"","",-16843010
288,"Metadata/NPC/Act9/SinShakari","Sin","Metadata/NPC/NPC",2402,"","",9,"",[72],[73],52347,-16843010,"","",-16843010
289,"Metadata/NPC/Act9/SinCore","Sin","Metadata/NPC/NPC",2565,"","",9,"",[],[],49084,-16843010,"","",-16843010
290,"Metadata/NPC/Act9/Lilly","Lilly Roth","Metadata/NPC/Act10/Lilly",2565,"","Lilly",9,"",[],[],9634,-16843010,"","",-16843010
291,"Metadata/NPC/Act9/Weylam","Weylam Roth","Metadata/NPC/Act7/Weylam",2565,"","Weylam",9,"",[70],[71],63947,-16843010,"","",-16843010
292,"Metadata/NPC/Act10/Lani","Lani","Metadata/NPC/Act5/Lani",2565,"","",10,20,[68],[69],54343,-16843010,"","",-16843010
293,"Metadata/NPC/Act10/BannonTown","Bannon","Metadata/NPC/NPC",2565,"","",10,"",[62],[63],37178,-16843010,"","",-16843010
294,"Metadata/NPC/Act10/BannonRooftop","Bannon","Metadata/NPC/NPC",2565,"","",10,"",[],[],62904,-16843010,"","",-16843010
295,"Metadata/NPC/Act10/Lilly","Lilly Roth","Metadata/NPC/NPC",2565,"","Lilly",10,22,[],[],36898,-16843010,"","",-16843010
296,"Metadata/NPC/Act10/Weylam","Weylam Roth","Metadata/NPC/Act7/Weylam",2565,"","Weylam",10,9,[70],[71],8497,-16843010,"","",-16843010
297,"Metadata/NPC/Act10/SinTown","Sin","Metadata/NPC/NPC",2565,"","",10,"",[72],[73],58567,-16843010,"","",-16843010
298,"Metadata/NPC/Act10/InnocenceTown","Innocence","Metadata/NPC/NPC",2565,"","",10,"",[],[],48066,-16843010,"","",-16843010
299,"Metadata/NPC/Act10/InnocenceSquare","Innocence","Metadata/NPC/NPC",2565,"","",10,"",[],[],1699,-16843010,"","",-16843010
300,"Metadata/NPC/Act10/SinTrough","Sin","Metadata/NPC/NPC",2565,"","",10,"",[],[],37811,-16843010,"","",-16843010
301,"Metadata/NPC/Act10/InnocenceTrough","Innocence","Metadata/NPC/NPC",2565,"","",10,"",[],[],21972,-16843010,"","",-16843010
302,"Metadata/NPC/Act5/SinOssuary","Sin","Metadata/NPC/NPC",2565,"","",5,"",[],[],10984,-16843010,"","",-16843010
303,"Metadata/NPC/Epilogue/Zana","Zana, Master Cartographer","Metadata/NPC/NPC",2565,6,"Zana",11,"",[49],[50],49082,-16843010,"","",-16843010
304,"Metadata/NPC/Epilogue/Zana2","Zana, Master Cartographer","Metadata/NPC/NPC",2565,6,"Zana",11,"",[49],[50],36233,-16843010,"","",-16843010
305,"Metadata/NPC/Epilogue/ZanaMap","Zana, Master Cartographer","Metadata/NPC/NPC",2565,6,"Zana",11,"",[],[],12323,-16843010,"","",-16843010
306,"Metadata/NPC/Epilogue/ZanaCitadel","Zana, Master Cartographer","Metadata/NPC/NPC",2565,6,"Zana",11,"",[],[],63534,-16843010,"","",-16843010
307,"Metadata/NPC/Epilogue/Lani","Lani","Metadata/NPC/Act10/Lani",2565,"","",11,21,[68],[69],42750,-16843010,"","",-16843010
308,"Metadata/NPC/Epilogue/Weylam","Weylam Roth","Metadata/NPC/Act7/Weylam",2565,"","Weylam",11,10,[70],[71],37348,-16843010,"","",-16843010
309,"Metadata/NPC/Epilogue/Weylam2","Weylam Roth","Metadata/NPC/Act7/Weylam",2565,"","Weylam",11,10,[70],[71],22236,-16843010,"","",-16843010
310,"Metadata/NPC/Epilogue/Lilly","Lilly Roth","Metadata/NPC/Act10/Lilly",2565,"","Lilly",11,22,[],[],62070,-16843010,"","",-16843010
311,"Metadata/NPC/Epilogue/Lilly2","Lilly Roth","Metadata/NPC/Act10/Lilly",2565,"","Lilly",11,22,[],[],31322,-16843010,"","",-16843010
312,"Metadata/NPC/Epilogue/Sin","Sin","Metadata/NPC/Act10/SinTown",2404,"","",11,"",[72],[73],29339,-16843010,"","",-16843010
313,"Metadata/NPC/Epilogue/Innocence","Innocence","Metadata/NPC/NPC",2404,"","",11,"",[],[],58141,-16843010,"","",-16843010
314,"Metadata/NPC/Act7/YeenaArakaali","Yeena","Metadata/NPC/NPC",2565,"","",7,"",[],[],22777,-16843010,"","",-16843010
315,"Metadata/NPC/Info/KitavaCultistGlyph1","Cultist Tract","Metadata/NPC/Info/StoryGlyphBase",2565,"","",10,"",[],[],75,-16843010,"","",-16843010
316,"Metadata/NPC/Info/KitavaCultistGlyph2","Cultist Tract","Metadata/NPC/Info/StoryGlyphBase",2565,"","",10,"",[],[],6000,-16843010,"","",-16843010
317,"Metadata/NPC/Info/KitavaCultistGlyph3","Cultist Tract","Metadata/NPC/Info/StoryGlyphBase",2565,"","",10,"",[],[],1214,-16843010,"","",-16843010
318,"Metadata/NPC/Info/ShaperMemoryFragmentBook","Book of Memories","Metadata/NPC/Info/StoryGlyphBase",2565,"","",11,"",[],[],38147,-16843010,"","",-16843010
319,"Metadata/NPC/Info/ShaperFinalMemoryFragment","Memory Fragment","Metadata/NPC/Info/StoryGlyphBase",2565,"","",11,"",[],[],35083,-16843010,"","",-16843010
320,"Metadata/Monsters/AtlasBosses/AtlasBossZana","Zana, Master Cartographer","Metadata/NPC/NPC",2565,6,"Zana",11,"",[],[],46594,-16843010,"","",-16843010
321,"Metadata/Monsters/AtlasBosses/AtlasBossZanaElderUber","Zana, Master Cartographer","Metadata/NPC/NPC",2565,6,"Zana",11,"",[],[],57169,-16843010,"","",-16843010
322,"Metadata/Monsters/KitavaBoss/InnocenceSin/Sin","Sin","Metadata/NPC/NPC",2565,"","",11,"",[72],[73],18752,-16843010,"","",-16843010
323,"Metadata/NPC/League/Betrayal/CadiroBetrayal","Cadiro Perandus","Metadata/NPC/NPC",2565,"","Cadiro",0,23,[55],[56],34902,-16843010,"","",-16843010
324,"Metadata/NPC/Info/TutorialNPC","Tutorial NPC","Metadata/NPC/NPC",2565,"","",0,"",[],[],48445,-16843010,"","",-16843010
325,"Metadata/NPC/League/Incursion/TreasureHunterWild","Alva, Master Explorer","Metadata/NPC/NPC",2565,2,"Alva",0,"",[77],[78],23273,-16843010,"","",-16843010
326,"Metadata/NPC/League/Incursion/TreasureHunterHideout","Alva, Master Explorer","Metadata/NPC/NPC",2565,2,"Alva",0,"",[77],[78],62719,-16843010,"","",-16843010
327,"Metadata/Monsters/LeagueIncursion/Alva","Alva, Master Explorer","Metadata/NPC/NPC",2565,2,"Alva",0,"",[],[],42745,-16843010,"","",-16843010
328,"Metadata/NPC/League/Delve/DelveMiner","Niko, Master of the Depths","Metadata/NPC/NPC",2565,4,"Niko",0,"","[79,81,83,85,87]","[80,82,84,86,88]",10695,-16843010,"","",-16843010
329,"Metadata/NPC/League/Delve/DelveMinerWildVein","Niko, Master of the Depths","Metadata/NPC/NPC",2565,4,"Niko",0,"","[79,81,83,85,87]","[80,82,84,86,88]",4175,-16843010,"","",-16843010
330,"Metadata/NPC/League/Delve/DelveMinerWildChest","Niko, Master of the Depths","Metadata/NPC/NPC",2565,4,"Niko",0,"","[79,81,83,85,87]","[80,82,84,86,88]",13335,-16843010,"","",-16843010
331,"Metadata/NPC/League/Delve/DelveMinerHub","Niko, Master of the Depths","Metadata/NPC/NPC",2565,4,"Niko",0,"","[79,81,83,85,87]","[80,82,84,86,88]",25055,-16843010,"","",-16843010
332,"Metadata/NPC/League/Delve/DelveMinerMine","Niko, Master of the Depths","Metadata/NPC/NPC",2565,4,"Niko",0,"","[79,81,83,85,87]","[80,82,84,86,88]",42683,-16843010,"","",-16843010
333,"Metadata/NPC/League/Delve/DelveMinerHideout","Niko, Master of the Depths","Metadata/NPC/NPC",2565,4,"Niko",0,"","[79,81,83,85,87]","[80,82,84,86,88]",18545,-16843010,"","",-16843010
334,"Metadata/NPC/League/Betrayal/BetrayalNinjaCop","Jun, Veiled Master","Metadata/NPC/NPC",2565,5,"Jun",0,"",[89],[90],19427,-16843010,"","",-16843010
335,"Metadata/NPC/League/Betrayal/BetrayalNinjaCopRaid","Jun, Veiled Master","Metadata/NPC/NPC",2565,5,"Jun",0,"",[89],[90],47887,-16843010,"","",-16843010
336,"Metadata/NPC/League/Betrayal/BetrayalNinjaCopHideout","Jun, Veiled Master","Metadata/NPC/NPC",2565,5,"Jun",0,"",[89],[90],39513,-16843010,"","",-16843010
