"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","AchievementItemsKeys","[rid]","[rid]"
1366,1011,1,1,"grant_micro","","","Your Blink or Mirror Arrow becomes infused with a divine glow.",[],"","Blink and Mirror Arrow Skin","",[],[],0,"",0,"",2,[],[],[]
1367,1012,1,1,"grant_micro","","","Your Cyclone gains a dark effect.",[],"","Cyclone Skin","",[],[],0,"",0,"",2,[],[],[]
1368,1013,1,1,"grant_micro","","","Adds the Dusk Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[]
1369,1014,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Stormcaller shield.",[],"","Shield Skin","",[],[],0,"",0,"",0,[],[],[]
1370,1015,1,1,"grant_micro","","","Adds the Pure Light Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1371,1016,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Harbinger Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1372,1017,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Harbinger Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
1373,1018,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Harbinger Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
1374,1019,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Harbinger Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
1375,1020,1,1,"grant_micro","","","Adds the Harbinger Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1376,1021,1,1,"grant_micro","","","Changes the appearance of any equipped shield to Arctic shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[]
1377,1023,1,1,"grant_micro","","","Attaches the Bone Aura Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[]
1378,1022,1,1,"grant_micro","","","Adds the Harbinger Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
1379,1024,1,1,"grant_micro","","","Attaches the Harbinger Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[]
1380,1025,1,1,"grant_micro","","","Adds the Portent Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
1381,1026,1,1,"grant_micro","","","Adds the Harbinger Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
1382,1027,1,2,"apply_cosmetic","","","Adds the Blackguard Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[]
1383,1028,1,2,"apply_cosmetic","","","Adds the Jaeger Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[]
1384,1029,1,2,"apply_cosmetic","","","Adds the Templar Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[]
1385,1030,1,2,"apply_cosmetic","","","Bleeding Eyes replace or attach to any equipped helmet or headdress.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
1386,1031,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Steam-powered Skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
1387,1032,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Thorned Skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
1388,1033,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Rose Skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
1389,1034,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Snake Skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
1390,1035,1,2,"apply_cosmetic","","","Adds the Reptilian Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[]
1391,1036,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Executioner Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
1392,1037,1,2,"apply_cosmetic","","","Changes the appearance of any equipped boots to the Executioner Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[]
1393,1038,1,2,"apply_cosmetic","","","Changes the appearance of any equipped gloves to the Executioner Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[]
1394,1039,1,2,"apply_cosmetic","","","Changes the appearance of any equipped body armour to the Executioner Body.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[]
1395,1040,1,2,"apply_cosmetic","","","Attaches the Gore Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"","",[],[],[]
1396,1041,1,2,"apply_cosmetic","","","An Eye Patch replaces or attaches to any equipped helmet or headdress.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
1397,1042,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Black Pirate Bandana.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
1398,1043,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Red Pirate Bandana.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[]
1399,1044,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Black Headband.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
1400,1045,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Red Headband.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[]
1401,1046,1,1,"modify_portal_variation","","","This character's portals use the Arcane Voidgate Portal Effect .",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[]
1402,1047,1,2,"apply_cosmetic","","","Adds the Stormcaller Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
1403,1048,1,2,"apply_cosmetic","","","Adds the Spider Web Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1404,1049,1,2,"apply_cosmetic","","","Adds a pair of Devil Horns to any equipped headdress.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1405,1050,1,1,"grant_micro","","","Your Immortal Call gains a dark effect.",[],"","Immortal Call Skin","",[],[],0,"",0,"",0,[],[],[]
1406,1051,1,1,"grant_micro","","","Your Flame Dash gains a draconic effect.",[],"","Flame Dash Skin","",[],[],0,"",0,"",2,[],[],[]
1407,1052,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Polar Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
1408,1053,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Polar Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[]
1409,1054,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Polar Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[]
1410,1055,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Polar Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[]
1411,1056,1,1,"grant_micro","","","Adds the Polar Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[]
1412,1057,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Abyssal Lich Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1413,1058,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Abyssal Lich Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
1414,1059,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Abyssal Lich Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
1415,1060,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Abyssal Lich Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
1416,1061,1,1,"grant_micro","","","Adds the Abyssal Lich Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1417,1062,1,1,"grant_micro","","","Changes the appearance of any equipped Two Hand Sword to the Lich Sword.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[]
1418,1063,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Green Lich Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1419,1064,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Green Lich Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[]
1420,1065,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Green Lich Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[]
1421,1066,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Green Lich Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[]
1422,1067,1,1,"grant_micro","","","Adds the Green Lich Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
1423,1068,1,1,"grant_micro","","","Changes the appearance of any equipped Two Hand Sword to the Green Lich Sword.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[]
1424,1069,1,1,"grant_micro","","","Adds the Fire and Ice Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1425,1070,1,1,"grant_micro","","","Adds the Fire Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1426,1071,1,1,"grant_micro","","","Adds the Ice Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1427,1072,1,1,"grant_micro","","","Adds the Abyss Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1428,1073,1,1,"grant_micro","","","Adds the Bone Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
1429,1074,1,1,"grant_micro","","","Adds the Arcane Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1430,1075,1,1,"grant_micro","","","Your Summoned Skeletons become animated mannequins.",[],"","Summon Skeletons Skin","",[],[],0,"",0,"","",[],[],[]
1431,1076,1,1,"grant_micro","","","Your Ethereal Knives becomes a volley of ebony knives.",[],"","Ethereal Knives Skin","",[],[],0,"",0,"",1,[],[],[]
1432,1077,1,1,"grant_micro","","","Your Summoned Ice Golem becomes imbued with arctic energy.",[],"","Summon Ice Golem Skin","",[],[],0,"",0,"",2,[],[],[]
1433,1078,1,1,"grant_micro","","","Your Rolling Magma becomes a blue harbinger effect.",[],"","Rolling Magma Skin","",[],[],0,"",0,"","",[],[],[]
1434,1079,1,1,"grant_micro","","","Your Flameblast becomes a blue harbinger effect.",[],"","Flameblast Skin","",[],[],0,"",0,"","",[],[],[]
1435,1080,1,1,"grant_micro","","","Your Storm Call becomes a blue harbinger effect.",[],"","Storm Call Skin","",[],[],0,"",0,"","",[],[],[]
1436,1081,1,1,"grant_micro","","","Your Flame Dash becomes a blue harbinger effect.",[],"","Flame Dash Skin","",[],[],0,"",0,"","",[],[],[]
1437,1082,1,1,"grant_micro","","","Your Convocation becomes a blue harbinger effect.",[],"","Convocation Skin","",[],[],0,"",0,"","",[],[],[]
1438,1083,1,1,"grant_micro","","","Your Righteous Fire becomes a blue harbinger effect.",[],"","Righteous Fire Skin","",[],[],0,"",0,"","",[],[],[]
1439,1084,1,1,"grant_micro","","","Attaches the Seraph Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",1,[],[],[]
1440,1085,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Dragon Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[]
1441,1086,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Magma Shield.",[],"","Shield Skin","",[],[],0,"",0,"",0,[],[],[]
1442,1087,1,1,"grant_micro","","","Your Raised Spectres gain a demonic effect.",[],"","Raise Spectre Skin","",[],[],0,"",0,"","",[],[],[]
1443,1088,1,1,"grant_micro","","","Abyss Eyes replace or attach to any equipped helmet or headdress.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[]
1444,1089,1,1,"grant_micro","","","Your Summoned Elemental, Chaos or Stone Golem becomes a clockwork creation.",[],"","Summon Golem Skin","",[],[],0,"",0,"","",[],[],[]
1445,1090,1,1,"grant_micro","","","Your Orb of Storms becomes a celestial effect.",[],"","Orb of Storms Skin","",[],[],0,"",0,"",1,[],[],[]
1446,1091,1,1,"grant_micro","","","Your Ball Lightning becomes a divine effect.",[],"","Ball Lightning Skin","",[],[],0,"",0,"","",[],[],[]
1447,1092,1,1,"grant_micro","","","Your Storm Call becomes a divine effect.",[],"","Storm Call Skin","",[],[],0,"",0,"","",[],[],[]
1448,1093,1,1,"grant_micro","","","Your Earthquake becomes a crystal effect.",[],"","Crystal Earthquake","",[],[],0,"",0,"","",[],[],[]
1449,1094,1,1,"grant_micro","","","Your Glacial Cacade becomes an arctic effect.",[],"","Arctic Glacial Cascade","",[],[],0,"",0,"","",[],[],[]
1450,1095,1,1,"grant_micro","","","Your Leap Slam becomes a demonic effect.",[],"","Cultist Leap Slam Skin","",[],[],0,"",0,"","",[],[],[]
1451,1096,1,1,"grant_micro","","","Your Blink or Mirror Arrow becomes infused with a spiritual glow.",[],"","Blink and Mirror Arrow Skin","",[],[],0,"",0,"","",[],[],[]
1452,1097,1,1,"grant_micro","","","Your Flicker Strike becomes a bloody mist.",[],"","Flicker Strike Skin","",[],[],0,"",0,"","",[],[],[]
1453,1098,1,1,"grant_micro","","","Your Shield Charge becomes a demonic effect.",[],"","Shield Charge Skin","",[],[],0,"",0,"","",[],[],[]
1454,1099,1,1,"grant_micro","","","Your Storm Call becomes a demonic effect.",[],"","Storm Call Skin","",[],[],0,"",0,"","",[],[],[]
1455,1100,1,1,"grant_micro","","","Your Spectral Throw becomes a demonic effect.",[],"","Spectral Throw Skin","",[],[],0,"",0,"","",[],[],[]
1456,1101,1,1,"grant_micro","","","Your Spectral Throw becomes a triple blade effect.",[],"","Spectral Throw Skin","",[],[],0,"",0,"",1,[],[],[]
1457,1102,1,1,"grant_micro","","","Adds Fire Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
1458,1103,1,1,"grant_micro","","","Adds Ice Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
1459,1104,1,1,"grant_micro","","","Your Righteous Fire becomes a celestial effect.",[],"","Righteous Fire Skin","",[],[],0,"",0,"",1,[],[],[]
1460,1105,1,1,"grant_micro","","","Adds the Fire Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
1461,1106,1,1,"grant_micro","","","Adds the Ice Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
1462,1107,1,1,"grant_micro","","","Your Summoned Flame Golem becomes imbued with infernal energy.",[],"","Summon Flame Golem Skin","",[],[],0,"",0,"",2,[],[],[]
1463,1108,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Warlock Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
1464,1109,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Warlock Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[]
1465,1110,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Warlock Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[]
1466,1111,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Warlock Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[]
1467,1112,1,1,"grant_micro","","","Changes the appearance of any equipped Dagger, Wand or Claw to the Warlock Dagger.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[]
1468,1113,1,1,"grant_micro","","","Changes the appearance of any equipped Staff to the Warlock Staff.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[]
1469,1114,1,1,"grant_micro","","","Your Frost Bomb becomes a celestial effect.",[],"","Frost Bomb Skin","",[],[],0,"",0,"",1,[],[],[]
1470,1115,1,1,"grant_micro","","","Your Flameblast becomes a celestial effect.",[],"","Flameblast Skin","",[],[],0,"",0,"",1,[],[],[]
1471,1116,1,1,"grant_micro","","","Your Ball Lightning becomes a celestial effect.",[],"","Ball Lightning Skin","",[],[],0,"",0,"",1,[],[],[]
1472,1117,1,1,"grant_micro","","","Attaches the Fire Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[]
1473,1118,1,1,"grant_micro","","","Attaches the Ice Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[]
1474,1119,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Chaos Orb Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
1475,1120,1,1,"grant_micro","","","Your Storm Call becomes an arcane effect.",[],"","Storm Call Skin","",[],[],0,"",0,"","",[],[],[]
1476,1121,1,1,"grant_micro","","","Your Whirling Blades becomes a purple effect.",[],"","Whirling Blades Skin","",[],[],0,"",0,"","",[],[],[]
1477,1122,20,1,"grant_micro","","","Adds the Vagabond effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
1478,1123,1,1,"grant_micro","","","Adds the Vagabond Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
1479,1124,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Seeker helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1480,1125,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Seeker boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
1481,1126,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Seeker gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
1482,1127,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Seeker body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
1483,1128,1,1,"grant_micro","","","Adds the Seeker Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1484,1129,20,1,"grant_micro","","","Adds the Seeker effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
1485,1130,1,1,"grant_micro","","","Adds the Seeker Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
1486,1131,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Scholar helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1487,1132,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Scholar boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
1488,1133,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Scholar gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
1489,1134,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Scholar body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
1490,1135,1,1,"grant_micro","","","Adds the Scholar Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1491,1136,20,1,"grant_micro","","","Adds the Scholar effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
1492,1137,1,1,"grant_micro","","","Adds the Scholar Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
1493,1138,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Redeemer helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1494,1139,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Redeemer boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
1495,1140,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Redeemer gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
1496,1141,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Redeemer body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
1497,1142,1,1,"grant_micro","","","Adds the Redeemer Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1498,1143,20,1,"grant_micro","","","Adds the Redeemer effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
1499,1144,1,1,"modify_portal_variation","","","This character's portals use the Redeemer effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
1500,1145,1,1,"grant_micro","","","Adds the Redeemer Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
1501,1146,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Subjugator helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1502,1147,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Subjugator boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
1503,1148,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Subjugator gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
1504,1149,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Subjugator body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
1505,1150,1,1,"grant_micro","","","Adds the Subjugator Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1506,1151,20,1,"grant_micro","","","Adds the Subjugator effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
1507,1152,1,1,"modify_portal_variation","","","This character's portals use the Subjugator effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
1508,1153,1,1,"grant_micro","","","Adds the Subjugator Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
1509,1154,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Dominator helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1510,1155,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Dominator boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
1511,1156,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Dominator gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
1512,1157,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Dominator body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
1513,1158,1,1,"grant_micro","","","Adds the Dominator Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1514,1159,20,1,"grant_micro","","","Adds the Dominator effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
1515,1160,1,1,"modify_portal_variation","","","This character's portals use the Dominator effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
1516,1161,1,1,"grant_micro","","","Adds the Dominator Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
1517,1162,1,1,"grant_micro","","","Changes the appearance of any equipped Staff to the Plague Scribe Staff.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[]
1518,1163,1,1,"modify_portal_variation","","","This character's portals use the Fire Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
1519,1164,1,1,"modify_portal_variation","","","This character's portals use the Ice Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
1520,1165,1,1,"modify_portal_variation","","","This character's portals use the Fire and Ice Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
1521,1166,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Fire Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1522,1167,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Fire Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
1523,1168,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Fire Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
1524,1169,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Fire Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
1525,1170,1,1,"grant_micro","","","Adds the Fire Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1526,1171,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Ice Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1527,1172,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Ice Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
1528,1173,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Ice Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
1529,1174,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Ice Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
1530,1175,1,1,"grant_micro","","","Adds the Ice Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1531,1176,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Fire and Ice Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1532,1177,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Fire and Ice Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
1533,1178,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Fire and Ice Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
1534,1179,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Fire and Ice Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
1535,1180,1,1,"grant_micro","","","Adds the Fire and Ice Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1536,1181,1,1,"grant_micro","","","Adds the Abyssal Imp Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
1537,1182,1,1,"grant_micro","","","Adds the Abyssal Lich Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
1538,1183,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Fire Shield.",[],"","Shield Skin","",[],[],0,"",0,"",2,[],[],[]
1539,1184,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Ice Shield.",[],"","Shield Skin","",[],[],0,"",0,"",2,[],[],[]
1540,1185,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Fire and Ice Shield.",[],"","Shield Skin","",[],[],0,"",0,"",2,[],[],[]
