"rownum","Id","Text"
437,"InstanceExpiredError","Cannot connect to instance. That subarea has expired because it is no longer the most recent child instance for this area."
438,"InstanceTerminatedError","Cannot connect to instance. That subarea no longer exists."
439,"FailedToLoadDelveMap","Failed to load Delve map data: {0}"
440,"DelveInProgressError","You cannot join a Delve that is currently in progress."
441,"LoginRequiresUnlockCodeStrict","Your account has been locked until you can provide an unlock code from your email (strict)."
442,"DelveSocketableCurrencySameFossilError","You cannot socket identical Fossils into the same Resonator"
443,"GenericSocketError","You cannot socket the current item"
444,"OfferNotYetReadyForAccept","The offer is in a state where it is waiting for a previous submit to be resolved. Try again later."
445,"InteractErrorEssence","Something else is keeping this Essence imprisoned."
446,"NotEnoughIngredients","You don't have enough ingredients for this action."
447,"ConsoleDisconnectedBecauseActiveUserSignedOut","Disconnected because the active user signed out"
448,"PS4LoginErrorNoPSNAccess","Cannot log in because \""PlayStation Network\"" cannot be reached."
449,"PS4LoginErrorOutOfMemory","Cannot log in because we are out of memory."
450,"PS4LoginErrorSignedOut","Cannot log in because you are signed out."
451,"PS4LoginErrorNotSignedUp","Cannot log in because you are not signed up."
452,"PS4LoginErrorAgeRestriction","Cannot log in because of an age restriction."
453,"PS4LoginErrorLoggedOut","Cannot log in because you are logged out."
454,"PS4LoginErrorLatestSystemSoftwareExist","Cannot log in because a new version of the system software update file exists."
455,"PS4LoginErrorLatestSystemSoftwareExistForTitle","Cannot log in because a required new version of the system software update file exists for this application."
456,"PS4LoginErrorLatestPatchPackageExists","Cannot log in because a new version of the patch package exists."
457,"PS4LoginErrorLatestPatchPackageDownloaded","Cannot log in because a new version of the downloaded patch package exists."
458,"PS4LoginErrorPatchNotChecked","Cannot log in because could not check if a new version update file is available.  Please try again."
459,"HideoutExportFailed","You must be in a Hideout to export a Hideout template."
460,"HideoutImportSuccess","Hideout template imported successfully."
461,"HideoutImportFailed","Failed to import Hideout template."
462,"HideoutImportFailedMustBeInHideout","You must be in your Hideout to import a Hideout template."
463,"HideoutImportFailedWrongHideout","You must first set your Hideout to {0} in order to import this Hideout template."
464,"TencentTradeMarketNotExactPrice","Your offer does not match the exact price for this item."
465,"TencentTradeMarketTooManyCompletedOffers","You have too many completed trades in your Trade Market to make this offer."
466,"IncursionRecipeUnlockRejected","Crafting recipe already unlocked"
467,"FailedToReclaimSomeHideoutDoodads","Failed to reclaim one or more Hideout doodads. Please create a new Hideout instance and try again."
468,"HideoutImportWarningGeneric","Warning: {0} doodads could not be imported."
469,"HideoutImportWarningUnowned","Warning: {0} doodads could not be imported because you do not own any spare ones."
470,"HideoutImportWarningBlocked","Warning: {0} doodads could not be imported because the specified location was blocked."
471,"HideoutReclaimAllSuccess","All Hideout doodads have been reclaimed."
472,"AreaTransitionPartyError","You must be in a party with the area owner to access this area."
473,"AreaTransitionOwnerError","The area owner must be present to access this area."
474,"BestiaryErrorNoData","Failed to retrieve Bestiary data."
475,"BestiaryErrorFailedToCaptureMonster","Failed to save captured monster: {0}"
476,"PS4BadRedeemToken","Bad redeem token"
477,"CurrencyTradingPrevented2","You cannot trade currency or unique items to other players until you have verified your account."
478,"PublicListingLockedDueToVerified","You cannot publicly list items for sale until you have verified your account."
479,"OffersLockedDueToVerified","You cannot make offers on items until you have verified your account."
480,"SynthesisPortalFullyDecayed","This area has decayed."
481,"SynthesisTooManyMemories","You have placed too many memories, please remove some before attempting to place more."
482,"SynthesisOtherMemoryInstance","You cannot place memories in another persons Memory Nexus or Memory Expanse."
483,"ConsoleDisconnectedBecauseNoInternetConnection","Disconnected because there is no Internet connection."
484,"PS4DisconnectedBecauseNoPSNAccess","Disconnected because \""PlayStation Network\"" cannot be reached."
485,"XboxDisconnectedBecauseNoXboxLiveAccess","Disconnected because Xbox Live cannot be accessed."
486,"PS4CannotLogInUGMRestriction","Cannot log in due to parental controls."
487,"SynthesisMaxGlobalModsReached","You have reached the maximum number of Memory Modifiers on your Synthesis Map."
488,"BetrayalCannotAccessLab","You have another Betrayal Job in progress. Complete the other encounter or make any remaining choices to enable this entrance."
489,"SynthesisCannotApplyGlobalMod","The selected Memory and the Memories placed next to it cannot apply any more Memory Modifiers."
490,"KakaoAPIError","Failed to authorise with Kakao authentication server."
491,"KakaoRequireLogin","You must log in to your Kakao account again."
492,"KakaoIdAlreadyInUse","This kakao account is already associated with another Path of Exile account"
493,"NoAssociatedKakaoId","There is no kakao account associated with this Path of Exile account"
494,"AccountAlreadyHasKakao","There is already a Kakao account associated wtih this Path of Exile account"
495,"MapDeviceCannotUseFragmentWithMap","Activation failed. {0} cannot be used with a Map."
496,"MapDeviceFragmentNeedsRecipe","Activation failed. {0} must be used with other Map Fragments from the same set."
497,"MapDeviceFragmentNeedsRecipeOrMap","Activation failed. {0} must be used with a Map, or with other Map Fragments from the same set."
498,"MapDeviceDuplicateFragments","Activation failed. You cannot use multiple Map Fragments of the same type."
499,"EmailLoginDisabledKakao","This login method has been disabled for this account. Please login via http://poe.game.daum.net"
500,"EmailLoginDisabled","This login method has been disabled for this account."
501,"GatewayDisallowedForThisLoginType","This login gateway is not available for this login method."
502,"UnacceptableChatMessage","Unacceptable message contents."
503,"ChannelOnlyAllowsASCII","Unacceptable message contents. Please use only standard ASCII characters in this channel."
504,"ActionRejectedDueToPerPlayerFreeze","You have died recently and cannot perform actions for {0}."
505,"PerPlayerDeathFreezeRemoved","You can now perform actions."
506,"LeagueDisallowsManualMigration","You cannot migrate from this league at the moment."
507,"RecycleMicroItemNotFound","Microtransaction can not be found."
508,"RecycleMicroCannotRemoveMicro","Microtransaction can not be removed."
509,"RecycleMicroNoValue","Microtransaction has no value."
510,"RecycleMicroGeneric","Cannot complete action at this time."
511,"TradeBanError","You cannot do that at this time. Your account is banned from trade actions."
512,"InteractErrorCoreTransitionMap","You must kill all three of Eater of Souls' guardians to access the Black Core."
513,"CombineMTXTimeLimitedError","Cannot combine time-limited Microtransactions."
514,"SalvageMTXTimeLimitedError","Cannot salvage time-limited Microtransactions"
515,"ItemIsInLeagueInventory","You can't do this operation on an item in a league inventory"
516,"MetamorphosisCannotOpenUIError","Metamorph samples can only be combined by the instance owner."
517,"HarvestSeedCacheLockedError","The Seed Cache can only be opened by the area owner."
518,"AccountAlreadyHasEpic","This account already has an Epic account associated with it."
519,"EpicAssociateEmailSent","An email has been sent to confirm that you own this account. Please click the link in your email to continue."
520,"EpicIdAlreadyInUse","This Epic account already has a Path of Exile account associated with it."
521,"NoAssociatedEpicId","This account does not have an Epic account associated with it."
522,"DestroyHarvestInfrastructure","You cannot destroy Harvest Infrastructure items."
523,"CharacterActionDeniedHarvestItems","You must remove all Harvest Infrastructure items from your character before performing this action."
524,"HarvestOshabiFightOnlyInMaps","The Encounter can only be started from a Map"
525,"ConsoleGuildTagProfanityError","The guild tag you are trying to set contains a restricted phrase. Please retry with a different tag."
526,"ConsoleGuildNameProfanityError","The guild name you are trying to set contains a restricted phrase. Please retry with a different name."
527,"ConsoleGuildStashTabProfanityError","The stash tab name you are trying to set contains a restricted phrase. Please retry with a different name."
528,"TradeErrorItemStolenFromHeist","Item cannot be traded."
529,"HeistAlarmError","Error: cannot join Heist area that is Lockdown"
530,"HeistHubAccessError","You must use a Rogue's Marker to access the Rogues' Harbour."
531,"NotHeistOwner","Error: You are not the owner of this Heist"
532,"ReceivedAtlasRespecPoint1","You have received an Atlas Passive Respec Point."
533,"ReceivedAtlasRespecPointN","You have received {0} Atlas Passive Respec Points."
534,"ReceivedAtlasPassivePointN","You have received {1} Atlas Skill Points for {0}."
535,"MavenNotEnoughBosses","Activation failed. You have not collected enough bosses from this Atlas Region."
536,"MavenCitadelNotUnlocked","Activation failed. You have not unlocked the Citadel for this Atlas Region."
537,"StashAffinityFailedNoRoom","Your Stash Tab with the {0} Affinity does not have enough space for this item."
538,"FailedToAddMavenToMap","Failed to add the Maven to Map because: {0}"
539,"RitualFragmentNotValidForUse","Activation failed. Blood-Soaked Effigies can only be used in Ritual League."
540,"MapDeviceInvalidQuestState","Activation failed. You do not have the required quest state."
541,"MapDeviceFull","Your Map Device is full."
542,"AccountNotVerified","Account is not verified."
543,"UltimatumTrialStarted","You cannot join a trial that has already begun."
544,"RoyaleMatchEndedWonReward","Winner winner, Rhoa Dinner!\n Tier {0} Rhoa Dinner has been added to your Hideout Decorations."
545,"RoyaleMatchEndedWon","Winner winner, Rhoa Dinner!\n Next Hideout Decoration reward in {0} victories."
546,"RoyaleMatchEndedWonMax","Winner winner, Rhoa Dinner!"
547,"RoyaleMatchEnded","{0} has won the match!"
548,"RoyaleMatchEndedTeam","{0} and {1} have won the match!"
549,"TradeNoteBlacklistedCharactersError","Your Trade Note contains illegal characters, please try again."
550,"ExpeditionDetonatorNotInstanceOwner","Only the player who is the instance owner can interact with explosives or the detonator."
551,"ActionTemporarilyDisabled","This action has been temporarily disabled."
