"rownum","Id","MonsterVarietiesKey","i32","rid","bool","bool","i32","i32","bool","rid","rid","i32","bool","i32","string","bool","bool"
410,410,7062,125,"",1,1,0,0,"","","",0,"",0,"","",1
411,411,"",88,"",1,1,0,0,"","","",0,"",0,"","",1
412,412,6989,125,"",1,1,0,0,"","","",0,"",0,"","",1
413,413,7087,125,"",1,1,0,0,"","","",0,"",0,"","",1
414,414,7142,125,"",1,1,0,0,"","","",0,"",0,"","",1
415,415,7052,125,330,1,1,0,0,"","","",0,"",0,"","",1
416,416,7173,125,"",1,1,0,0,"","","",0,"",0,"","",1
417,417,7151,125,"",1,1,0,0,"","","",0,"",0,"","",1
418,418,7163,125,"",1,1,0,0,"","","",0,"",0,"","",1
419,419,7062,125,1868,1,1,0,0,"","","",0,"",0,"","",1
420,420,7260,125,"",1,1,0,0,"","","",0,"",0,"","",1
421,421,2810,125,"",1,1,0,0,"","","",0,"",0,"","",1
422,422,7419,125,"",1,1,0,0,"","","",0,"",0,"","",1
423,423,7419,125,"",1,1,0,0,"","","",0,"",0,"","",1
424,424,7431,125,3598,1,1,0,0,"","","",0,"",0,"","",1
425,425,470,125,3167,1,1,0,0,"","","",0,"",0,"","",1
426,426,7431,125,"",1,1,0,0,"","","",0,"",0,"","",1
427,427,7312,125,"","",1,0,0,"","","",0,"",0,"","",1
428,428,7420,125,"",1,1,0,0,"","","",0,"",0,"","",1
429,429,7421,125,"",1,1,0,0,"","","",0,"",0,"","",1
430,430,2813,125,3598,1,1,0,0,"","","",0,"",0,"","",1
431,431,7422,125,"",1,1,0,0,"","","",0,"",0,"","",1
432,432,7423,125,"",1,1,0,0,"","","",0,"",0,"","",1
433,433,7424,125,"",1,1,0,0,"","","",0,"",0,"","",1
434,434,7425,125,"",1,1,0,0,"","","",0,"",0,"","",1
435,435,7426,125,"",1,1,0,0,"","","",0,"",0,"","",1
436,436,7427,125,"",1,1,0,0,"","","",0,"",0,"","",1
437,437,7428,125,"",1,1,0,0,"","","",0,"",0,"","",1
438,438,7429,125,"",1,1,0,0,"","","",0,"",0,"","",1
439,439,7430,125,"",1,1,0,0,"","","",0,"",0,"","",1
440,440,"",89,"",1,1,0,0,"","","",0,"",0,"","",1
441,441,"",90,"",1,1,0,0,"","","",0,"",0,"","",1
442,442,"",91,"",1,1,0,0,"","","",0,"",0,"","",1
443,443,7291,125,"",1,1,0,0,"","","",0,"",0,"","",1
444,444,2790,125,"",1,1,0,0,"","","",0,"",0,"","",1
445,445,2811,125,"",1,1,0,0,"","","",0,"",0,"","",1
446,446,6781,125,"",1,1,0,0,"","","",0,"",0,"","",1
447,447,4201,125,"",1,1,0,0,"","","",0,"",0,"","",1
448,448,"",93,"",1,1,0,0,"","","",0,"",0,"","",1
449,449,7439,125,"","",1,0,0,"","","",0,"",0,"","",1
450,450,2814,125,"","",1,0,0,"","","",0,"",0,"","",1
451,451,7482,125,"",1,1,0,0,"","","",0,"",0,"","",1
452,452,7483,125,"",1,1,0,0,"","","",0,"",0,"","",1
453,453,7484,125,"",1,1,0,0,"","","",0,"",0,"","",1
454,454,1370,125,"",1,1,0,0,"","","",0,"",0,"","",1
455,455,1370,125,"",1,1,0,0,"","","",0,"",0,"","",1
456,456,1370,125,"",1,1,0,0,"","","",0,"",0,"","",1
457,457,1370,125,"",1,1,0,0,"","","",0,"",0,"","",1
458,458,7489,125,"","",1,0,0,"","","",0,"",0,"","",1
459,459,1370,125,"","",1,0,0,"","","",0,"",0,"","",1
460,460,1370,125,"","",1,0,0,"","","",0,"",0,"","",1
461,461,1370,125,"","",1,0,0,"","","",0,"",0,"","",1
462,462,7491,125,"","",1,0,0,"","","",0,"",0,"","",1
463,463,7485,125,"",1,1,0,0,"","","",0,"",0,"","",1
464,464,1370,125,"","",1,0,0,"","","",0,"",0,"","",1
465,465,1370,125,"","",1,0,0,"","","",0,"",0,"","",1
466,466,1370,125,"","",1,0,0,"","","",0,"",0,"","",1
467,467,1370,125,"","",1,0,0,"","","",0,"",0,"","",1
468,468,1370,125,"","",1,0,0,"","","",0,"",0,"","",1
469,469,1370,125,"","",1,0,0,"","","",0,"",0,"","",1
470,470,1370,125,"","",1,0,0,"","","",0,"",0,"","",1
471,471,1370,125,"","",1,0,0,"","","",0,"",0,"","",1
472,472,1370,125,"","",1,0,0,"","","",0,"",0,"","",1
473,473,"",95,"","",1,0,0,"","","",0,"",0,"","",1
474,474,7493,125,"","",1,0,0,"","","",0,"",0,"","",1
475,475,7515,125,"","",1,0,0,"","","",0,"",0,"","",1
476,476,7486,125,"",1,1,0,0,"","","",0,"",0,"","",1
477,477,7504,125,"","",1,0,0,"","","",0,"",0,"","",1
478,478,7505,125,"","",1,0,0,"","","",0,"",0,"","",1
479,479,7506,125,"","",1,0,0,"","","",0,"",0,"","",1
480,480,7494,125,"",1,"",0,0,"","","",0,"",0,"","",1
481,481,"",96,"","",1,0,0,"","","",0,"",0,"","",1
482,482,"",97,"","",1,0,0,"","","",0,"",0,"","",1
483,483,"",98,"","",1,0,0,"","","",0,"",0,"","",1
484,484,7468,125,"",1,1,0,0,"","","",0,"",0,"","",1
485,485,7469,125,"",1,1,0,0,"","","",0,"",0,"","",1
486,486,2815,125,"","",1,0,0,"","","",0,"",0,"","",1
487,487,7490,125,"","",1,0,0,"","","",0,"",0,"","",1
488,488,7467,125,"",1,1,0,0,"","","",0,"",0,"","",1
489,489,4822,125,"","",1,0,0,"","","",0,"",0,"","",1
490,490,7541,125,"",1,1,0,0,"","","",0,"",0,"","",1
491,491,7668,125,"","","",0,0,"","","",0,"",0,"","",1
492,492,7578,125,"",1,"",0,0,"","","",0,"",0,"","",1
493,493,7638,125,"","",1,0,0,"","","",0,"",0,"","",1
494,494,"",105,"",1,"",0,0,"","","",0,"",0,"","",1
495,495,"",99,"",1,"",0,0,"","","",0,"",0,"","",1
496,496,"",102,"",1,"",0,0,"","","",0,"",0,"","",1
497,497,"",106,"",1,"",0,0,"","","",0,"",0,"","",1
498,498,"",100,"",1,"",0,0,"","","",0,"",0,"","",1
499,499,"",103,"",1,"",0,0,"","","",0,"",0,"","",1
500,500,"",107,"",1,"",0,0,"","","",0,"",0,"","",1
501,501,"",101,"",1,"",0,0,"","","",0,"",0,"","",1
502,502,"",104,"",1,"",0,0,"","","",0,"",0,"","",1
503,503,7651,125,"","",1,0,15,1,"","",0,"",0,"","",1
504,504,7669,125,"","","",0,0,"","","",0,"",0,"","",1
505,505,7671,125,"","",1,0,0,"","","",0,"",0,"","",1
506,507,7602,125,"",1,"",0,0,"","","",0,"",0,"","",1
507,508,7573,125,"","","",0,0,"","","",0,"",0,"","",1
508,509,7652,125,"","",1,0,0,"","","",0,"",0,"","",1
509,510,7656,125,"","",1,0,0,"","","",0,"",0,"","",1
510,511,7657,125,"","",1,0,0,1,"","",0,1,0,"","",1
511,512,7654,125,"","","",0,0,"","","",0,"",0,"","",1
512,513,7662,125,"","",1,0,0,"","","",0,"",0,"","",1
513,514,7652,125,"","",1,15,0,"","","",0,"",0,"","",1
514,515,7652,125,"","",1,-15,0,"","","",0,"",0,"","",1
515,516,7670,125,"","","",0,0,"","","",0,"",0,"","",1
516,517,7651,125,"","",1,0,-30,1,"","",0,"",0,"","",1
517,518,7655,125,"","","",0,0,1,"","",0,"",0,"","",1
518,519,7653,125,"","",1,0,0,1,"","",0,"",0,"","",1
519,520,1093,125,"","",1,0,0,"","","",0,"",0,"","",1
520,521,7695,125,"","",1,0,0,"","","",0,"",0,"","",1
521,522,7841,125,"",1,1,0,0,"","","",0,"",0,"","",1
522,523,7890,125,"","","",0,0,"","","",0,"",12,"","",1
523,524,7777,125,"",1,1,0,0,"","","",0,"",12,"","",1
524,525,7778,125,"",1,1,0,0,"","","",0,"",12,"","",1
525,526,2798,125,"","",1,0,0,"","","",0,"",30,"","",1
526,527,"",120,"",1,"",0,0,"","","",0,"",10,"","",1
527,528,7739,125,"","","",0,0,1,"","",0,1,0,"","",1
528,529,"",121,"",1,"",0,0,"","","",0,"",15,"","",1
529,530,7952,125,"","",1,0,0,"","","",0,"",0,"","",1
530,531,5082,125,"",1,1,8,8,"","","",0,"",0,"","",1
531,532,5085,125,"",1,1,0,0,"","","",0,"",45,"","",1
532,533,5322,125,"",1,1,0,0,"","","",0,"",0,"","",1
533,534,5377,125,"","",1,0,0,"","","",0,"",0,"","",1
534,535,"",122,"",1,1,0,0,"","","",0,"",40,"","",1
535,536,4961,125,"",1,1,0,0,"","","",0,"",0,"","",1
536,537,4984,125,"",1,1,0,0,"","","",0,"",0,"","",1
537,538,7718,125,5032,"",1,0,0,"","","",0,"",0,"","",1
538,539,7740,125,"","","",0,0,1,"","",0,1,40,"","",1
539,540,7700,125,"","",1,0,0,1,"","",0,"",0,"","",1
540,541,4664,125,"","","",0,0,1,"","",0,"",0,"","",1
541,542,5663,125,"","","",0,0,"","","",0,"",0,"","",1
542,543,6668,125,"","",1,0,0,"","","",0,1,0,"","",1
543,544,7966,125,"","","",0,0,"","","",0,"",0,"","",1
544,545,7967,125,"","","",0,0,"","","",0,"",0,"","",1
545,546,7968,125,"","","",0,0,"","","",0,"",0,"","",1
546,547,7969,125,"","","",0,0,"","","",0,"",0,"","",1
547,548,7713,125,"","","",0,0,"","","",0,"",0,"","",1
548,549,7970,125,"","","",0,0,"","","",0,"",20,"","",1
549,550,8087,125,"","",1,0,0,"","","",0,"",0,"","",1
550,551,8088,125,"","",1,0,0,"","","",0,"",0,"","",1
551,552,8102,125,"","",1,0,0,"","","",0,"",0,"","",1
552,553,8091,125,"","",1,0,0,"","","",0,"",0,"","",1
553,554,8092,125,"","",1,0,0,"","","",0,"",0,"","",1
554,555,8103,125,"","",1,0,0,"","","",0,"",0,"","",1
555,556,8023,125,"","",1,0,0,1,"","",0,"",0,"clones",1,1
556,557,8024,125,"","",1,0,0,1,"","",0,"",0,"clones",1,1
557,558,8105,125,"","","",0,0,1,"","",0,"",0,"","",""
558,559,8106,125,"","","",0,0,1,"","",0,"",0,"","",""
559,560,8107,125,"","","",0,0,1,"","",0,"",0,"","",""
560,561,"",123,"",1,1,0,12,1,"","",0,"",0,"squad",1,1
561,562,7986,125,"","",1,0,0,"","","",0,1,0,"","",1
562,563,8202,125,"","",1,0,0,"","","",0,1,0,"voidzone",1,1
563,564,8158,125,"","",1,0,0,"","","",0,"",0,"","",1
564,565,2012,125,"",1,1,0,0,"","","",0,"",0,"","",1
565,566,788,125,"",1,1,0,0,"","","",0,"",0,"","",1
566,567,"",124,"",1,1,0,0,1,"","",0,1,0,"temp_minion","",1
567,568,468,125,"",1,1,0,0,"","","",0,"",0,"","",1
568,569,8192,125,"",1,1,0,0,"","","",0,"",0,"","",1
569,570,8193,125,"",1,1,0,0,"","","",0,"",0,"","",1
570,571,8194,125,"",1,1,0,0,"","","",0,"",0,"","",1
571,572,8224,125,"","",1,0,8,1,"","",0,"",0,"","",1
572,573,8144,125,"","",1,0,0,1,"","",0,1,0,"","",1
573,574,8232,125,"",1,1,0,0,"","","",0,1,0,"","",1
