"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","i32","DropLevelMinimum","DropLevelMaximum","Monster_ModsKeys","EssenceTypeKey","Level","i32","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence"
87,156,"","","","","","","","","","","","","",2628,"","",18816,2620,2011,8777,19646,3289,1492393166,0,0,[11511],15,7,0,"",2512,"","","",3289,2516,19646,8777,2011,2620,2516,2516,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,11405,0,18816,2624,2624,2624,3289,"",""
88,157,"","","","","","","","","","","","","",2339,"","",4284,"","","","",2749,-760080401,68,100,[11509],16,5,586,"","",2433,2441,"",507,"",507,507,507,507,2441,2433,2441,2441,2441,2441,2433,2433,2433,2433,2433,2433,2433,11371,0,4284,2749,2749,2749,2749,"",1
89,158,"","","","","","","","","","","","","",2340,"","",4285,"","","","",2750,557934500,0,0,[11510],16,6,0,"","",2434,2442,"",509,"",509,509,509,509,2442,2434,2442,2442,2442,2442,2434,2434,2434,2434,2434,2434,2434,11372,0,4285,2750,2750,2750,2750,"",""
90,159,"","","","","","","","","","","","","",2341,"","",4286,"","","","",2751,-1973061961,0,0,[11511],16,7,0,"","",2436,2444,"",512,"",512,512,512,512,2444,2436,2444,2444,2444,2444,2436,2436,2436,2436,2436,2436,2436,11373,0,4286,2751,2751,2751,2751,"",""
91,160,"","","","","","","","","","","",3344,3930,3344,1846,1930,1926,1955,1955,1949,1952,1949,2086905859,68,100,[11509],17,5,586,"","",22083,"",22086,1955,"",1952,1949,1955,1955,3930,3344,22086,22086,22086,22086,22083,22083,22083,22083,22083,22083,22083,11441,0,1926,1846,1930,"",1949,"",1
92,161,"","","","","","","","","","","",3345,3931,3345,1847,1931,1927,1956,1956,1950,1953,1950,330229883,0,0,[11510],17,6,0,"","",22084,"",22087,1956,"",1953,1950,1956,1956,3931,3345,22087,22087,22087,22087,22084,22084,22084,22084,22084,22084,22084,11442,0,1927,1847,1931,"",1950,"",""
93,162,"","","","","","","","","","","",3346,3931,3346,1848,1932,1929,1957,1957,1951,1954,1951,1669260288,0,0,[11511],17,7,0,"","",22085,"",22088,1957,"",1954,1951,1957,1957,3931,3346,22088,22088,22088,22088,22085,22085,22085,22085,22085,22085,22085,11443,0,1929,1848,1932,"",1951,"",""
94,163,"","","","","","","","","","","","","",3249,3249,3259,2797,8791,6453,6453,8791,3328,122642368,68,100,[11509],18,5,586,3328,"","","","",6453,"",8791,6453,6453,8791,3328,3328,3328,3328,3328,3328,3328,3328,3328,3328,3328,3328,3328,11410,0,2797,3249,3259,"",3328,"",1
95,164,"","","","","","","","","","","","","",3250,3250,3260,2798,8792,6454,6454,8792,3329,-1016206409,0,0,[11510],18,6,0,3329,"","","","",6454,"",8792,6454,6454,8792,3329,3329,3329,3329,3329,3329,3329,3329,3329,3329,3329,3329,3329,11411,0,2798,3250,3260,"",3329,"",""
96,165,"","","","","","","","","","","","","",3258,3258,3261,2799,8793,6455,6455,8793,3330,1247641969,0,0,[11511],18,7,0,3330,"","","","",6455,"",8793,6455,6455,8793,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,11412,0,2799,3258,3261,"",3330,"",""
97,166,"","","","","","","","","","","","","",11228,"","",3112,"","","","","",-1691201624,68,100,"[11509,3572]",19,5,586,"","",8889,8893,"",3112,"",3112,3112,3112,3112,8893,8889,8893,8893,8893,8893,8889,8889,8889,8889,8889,8889,8889,11399,0,3112,7371,7371,7371,3112,"",1
98,167,"","","","","","","","","","","","","",11229,"","",3113,"","","","","",-718463325,0,0,"[11510,3572]",19,6,0,"","",8890,8894,"",3113,"",3113,3113,3113,3113,8894,8890,8894,8894,8894,8894,8890,8890,8890,8890,8890,8890,8890,11400,0,3113,7372,7372,7372,3113,"",""
99,168,"","","","","","","","","","","","","",11230,"","",3114,"","","","","",692127728,0,0,"[11511,3572]",19,7,0,"","",8891,8895,"",3114,"",3114,3114,3114,3114,8895,8891,8895,8895,8895,8895,8891,8891,8891,8891,8891,8891,8891,11401,0,3114,7373,7373,7373,3114,"",""
100,169,"","","","","","","","","","","","","",11490,7380,11489,11516,11480,11486,11542,11504,11502,-306989797,0,0,[11512],20,8,0,11533,"","","","","","",11504,11542,11486,11480,11533,11533,11533,11533,11533,11533,11533,11533,11533,11533,11533,11533,11533,11469,0,11516,7380,11489,"",11502,"",""
101,170,"","","","","","","","","","","","","",9133,11522,11518,11500,11482,11552,11544,11483,11519,-1454947071,0,0,"[11512,11541]",21,8,0,11540,"","","","","","",11483,11544,11552,11482,11540,11540,11540,11540,11540,11540,11540,11540,11540,11540,11540,11540,11540,11470,0,11500,11522,11518,"",11519,"",""
102,171,"","","","","","","","","","","","","",11501,11524,11501,11517,11498,11485,11487,11484,11520,-2010504687,0,0,"[11512,11474]",22,8,0,11529,"","","","","","",11484,11487,11485,11498,11529,11529,11529,11529,11529,11529,11529,11529,11529,11529,11529,11529,11529,11471,0,11517,11524,11501,"",11520,"",""
103,172,"","","","","","","","","","","","","",11548,16756,11547,6502,11545,10969,11496,11532,11546,-1499847665,0,0,"[11512,11435,11550]",23,8,0,11549,"","","","","","",11532,11496,10969,11545,11549,11549,11549,11549,11549,11549,11549,11549,11549,11549,11549,11549,11549,11472,0,6502,16756,11547,"",11546,"",""
104,173,"","","","","","","","","","","","","","","","","","","","","","",411361590,32,100,"[11535,11536,11537]",24,0,0,"","","","","","","","","","","","","","","","","","","","","","","","",11376,0,"","","","","","",""
