"rownum","WorldAreasKey","ItemVisualIdentityKey","bool","MapsKey","FlavourTextKey","AtlasRegionsKey","AtlasNodeKeys0","AtlasNodeKeys1","AtlasNodeKeys2","AtlasNodeKeys3","AtlasNodeKeys4","Tier0","Tier1","Tier2","Tier3","Tier4","X0","X1","X2","X3","X4","Y0","Y1","Y2","Y3","Y4","f32","f32","f32","f32","f32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","DDSFile"
92,1134,5982,"",388,1789,7,"[99,13]","[105,83,99,13]","[83,99,55]","[83,99,55]","[83,99,55]",3,7,10,11,14,726.917,703.015,717.772,716.389,719.122,361.226,393.395,372.878,374.284,374.907,141,177,111,94,94,6,13,-10,-11,-10,13,5,8,5,6,""
93,1133,6035,"",387,1788,4,[],[],[],"[143,118,157]","[144,29,27]",0,0,0,14,16,105.503,105.503,105.503,174.687,177.145,510.753,510.753,510.753,481.227,480.361,20,20,20,153,110,0,0,0,28,18,0,0,0,-28,-17,""
94,1132,6030,"",386,1787,3,[],[],[],"[62,54,39]","[160,62,54,39]",0,0,0,14,16,938.043,938.043,938.043,831.144,832.764,97.38,97.38,97.38,126.398,136.823,20,20,20,149,171,0,0,0,-11,-18,0,0,0,30,17,""
95,1131,6074,"",385,1786,7,[],[],"[83,67,64,14]","[83,67,64,14]","[83,67,64,14]",0,0,11,13,15,744.919,744.919,737.741,738.087,740.622,528.785,528.785,471.386,474.331,472.884,20,20,227,234,233,0,0,-9,-13,-12,0,0,-16,-20,-16,""
96,1092,5991,"",345,1747,0,[],[],[],[],"[141,70,4]",0,0,0,0,16,502.582,487.136,497.818,478.778,166.174,253.61,184.024,181.259,176.71,108.11,20,20,20,20,126,0,0,0,0,18,0,0,0,0,-2,""
97,1129,6027,"",383,1784,6,[21],[21],[21],[21],"[108,75,21]",0,0,0,0,16,552.537,552.537,552.537,552.537,544.751,538.146,538.146,538.146,538.146,460.535,65,65,65,65,75,20,20,20,20,-10,-5,-5,-5,-5,0,""
98,1168,7082,"",413,1822,2,[99],[99],[99],[99],[99],3,7,10,11,14,696.855,696.855,696.855,696.855,696.855,336.941,336.941,336.941,336.941,336.941,69,69,69,69,69,-7,-7,-7,-7,-7,22,22,22,22,22,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/PoorjoysAsylum.dds"
99,1167,6013,"",413,1821,2,"[112,152,92,83,76,98]","[112,152,92,83,76,98]","[112,152,92,83,76,98]","[112,152,92,83,76,98]","[112,152,92,83,76,98]",3,7,10,11,14,681.082,681.082,681.082,681.082,681.082,381.43,381.43,381.43,381.43,381.43,196,194,194,194,194,2,2,2,2,2,-4,-3,-3,-3,-3,""
100,1126,6987,"",381,1781,1,[102],[102],[102],[102],[102],0,5,9,11,14,522.408,376.519,379.347,422.777,372.267,245.193,212.396,213.961,203.798,221.78,52,45,48,67,66,-10,-7,-10,-18,21,11,9,9,13,6,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/MaelstromOfChaos.dds"
101,1124,5993,"",380,1779,2,"[127,39,37]","[127,39,37]","[127,39,15]","[127,39,163]","[133,127,39,163]",4,7,11,13,16,750.47,735.692,755.525,755.525,767.435,246.835,257.724,259.668,259.668,261.311,211,197,209,194,207,19,34,17,24,3,-20,-28,-25,-24,-25,""
102,1125,6001,"",381,1780,1,[100],"[100,47,25,22,16]","[100,47,25,22,18,16]","[139,100,25,22,10]","[139,100,22,10]",0,5,9,11,14,500.63,361.019,358.739,386.199,415.166,268.158,230.825,232.414,230.747,235.442,52,230,249,182,149,10,-8,-16,-10,-25,-11,-23,-19,-20,-10,""
103,1122,5985,"",378,1777,7,[],"[105,64,12,13]","[82,51,12,13]","[105,82,51,12,5,13]","[105,82,51,12,5,13,154]",0,8,11,13,15,814.966,801.671,797.449,784.6,786.213,528.431,395.363,368.494,375.095,375.498,20,182,139,171,157,0,-10,0,9,7,0,6,-21,-5,0,""
104,1116,5999,"",372,1771,4,"[145,138,115,58]","[145,138,115,58]","[145,138,115,58]","[145,138,115,58]","[145,138,115,58]",3,6,9,11,14,370.643,374.921,374.921,384.892,389.814,473.684,479.128,479.128,482.452,486.319,171,182,190,199,169,32,26,25,16,17,-43,-48,-49,-51,-53,""
105,1115,5975,"",371,1770,7,"[83,67,12]","[103,92,67,64,14]","[83,82,64,13]","[103,83,5]","[103,85,83]",4,8,11,13,15,798.466,767.625,783.358,775.576,771.305,457.628,455.304,423.977,433.703,434.755,234,209,180,176,134,-32,-21,-2,-3,-18,-30,-19,-13,-20,-15,""
106,1117,6079,"",373,1772,5,[],[],[],"[123,162,50,1]","[123,162,50,23,36]",0,0,0,13,15,207.561,207.561,207.561,281.482,310.977,258.073,258.073,258.073,289.445,288.737,20,20,20,177,186,0,0,0,15,-9,0,0,0,7,11,""
107,1114,6034,"",370,1769,3,"[34,26]","[34,26]","[34,26,155]","[34,26,155]","[26,155]",3,6,10,12,14,661.661,643.232,661.255,666.311,652.501,79.23,85.751,79.071,75.358,75.831,143,140,206,208,162,-12,3,17,12,3,22,12,17,18,17,""
108,1113,5986,"",369,1768,6,"[43,11]","[131,43]","[131,28]","[131,75,43,28]","[131,97,75,43,28]",3,7,10,12,15,507.139,505.118,525.798,521.644,523.036,448.164,442.989,449.483,433.02,440.162,115,147,139,146,125,42,27,4,0,2,9,-2,8,9,8,""
109,1112,5959,"",368,1767,0,"[142,141,69,47,25]","[69,47,25,7]","[141,126,69,47,41,25]","[141,69,47,41,25]","[69,47,2,25]",4,7,11,12,14,254.393,291.115,270.156,282.404,307.372,88.383,132.994,102.58,108.883,135.218,237,195,220,188,128,21,15,5,12,10,52,12,27,24,17,""
110,1110,9905,"",366,1765,2,[111],[111],[111],[111],[111],3,7,10,11,14,661.25,676.596,673.746,673.746,673.746,188.017,213.603,199.297,199.297,199.297,48,45,36,36,36,-1,0,0,0,0,13,-12,-8,-8,-8,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/DoryanisMachinarium.dds"
111,1109,6047,"",366,1764,2,"[135,110,79]","[135,110,79,37]","[135,110,79]","[135,110,79,37]","[135,110,79]",3,7,10,11,14,658.409,677.972,672.585,672.585,672.585,215.645,189.278,183.041,183.041,183.041,178,162,136,135,134,-2,5,4,11,6,-23,15,3,7,3,""
112,1108,6078,"",365,1763,2,"[136,156,63,99,37]","[136,156,63,99,37]","[136,156,63,99,15]","[136,156,63,99,15]","[136,156,63,99,15]",2,6,9,11,14,656.024,656.297,656.297,656.297,656.297,310.902,319.09,319.09,319.09,319.09,187,196,173,162,164,0,4,1,-2,-4,8,2,5,9,8,""
113,1111,5956,"",367,1766,6,"[136,59,17]","[136,59,17]","[136,134,146,59]","[136,134,146,59]","[136,134,116,59]",1,4,8,10,14,549.161,549.161,549.161,549.161,549.161,330.915,330.915,330.915,330.915,330.915,145,138,150,148,142,14,18,16,15,15,8,7,13,12,7,""
114,1107,6086,"",364,1762,5,[],[],[],[],"[147,138,30]",0,0,0,0,14,200.583,200.583,200.583,200.583,438.15,247.019,247.019,247.019,247.019,373.044,20,20,20,20,124,0,0,0,0,-9,0,0,0,0,3,""
115,1118,6085,"",374,1773,5,"[104,43,153]","[104,43,153]","[104,43,153]","[104,43,153]","[104,43,153]",2,6,9,11,14,467.659,463.338,468.702,466.856,467.027,407.654,412.251,406.884,414.847,414.326,236,233,239,242,242,-4,-1,-6,-2,-2,17,14,14,6,7,""
116,1106,6091,"",363,1761,6,[],[],[],[],"[113,65]",0,0,0,0,14,537.917,518.541,529.537,546.44,549.677,528.659,516.668,515.556,524.438,361.872,20,20,20,20,78,0,0,0,0,3,0,0,0,0,-3,""
117,1105,5977,"",356,1760,5,"[145,58,56,3]","[145,58,56,3]","[145,58,56,3]","[145,58,56,3]","[145,58,56,3]",3,6,10,11,14,358.138,364.36,364.36,370.721,359.784,412.225,416.503,416.503,418.576,424.033,139,137,129,143,131,-8,-17,-17,-19,-8,0,1,6,0,1,""
118,1104,6039,"",355,1759,4,"[58,56,6]","[157,58,6]","[157,58,6]","[157,93,58,6]","[130,58,6]",4,8,11,13,15,293.001,263.282,267.015,263.803,303.652,468.162,475.85,475.143,475.107,460.853,137,199,180,178,122,5,0,1,-16,-6,-6,-10,-10,-16,-3,""
119,1103,6053,"",354,1758,5,[],"[147,145,45,1]","[147,30,1]","[147,50,30,1]","[147,30,1]",0,5,9,11,14,200.983,389.148,380.662,393.392,405.957,276.92,356.663,361.957,346.706,336.097,20,179,183,163,124,0,-9,1,-10,-2,0,-16,-7,-8,14,""
120,1102,6040,"",353,1757,2,[],[],[],[],"[137,87,35,19]",0,0,0,0,14,569.416,569.416,569.416,569.416,571.568,51.091,51.091,51.091,51.091,206.831,20,20,20,20,129,0,0,0,0,-5,0,0,0,0,-1,""
121,1100,9356,"",351,1755,0,[125],[125],[125],[125],[125],5,9,12,14,16,168.168,168.168,168.168,168.168,168.168,194.382,194.382,194.382,194.382,194.382,61,59,63,50,47,2,1,1,6,-1,-19,-19,-20,-13,-13,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/ThePerandusManor.dds"
122,1098,7468,"",350,1753,5,[124],[124],[124],[124],[124],4,7,11,13,15,275.609,275.609,263.288,245.788,238.395,298.706,298.706,291.724,320.113,320.934,58,58,58,56,42,0,0,5,14,6,18,18,17,10,8,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/WhakawairuaTuahu.dds"
123,1096,6093,"",349,1751,5,"[132,124,73]","[132,124,73]","[132,124,73]","[132,106,73]","[132,106,73]",4,8,12,13,16,221.781,221.781,221.781,221.781,221.781,295.636,295.636,295.636,295.636,295.636,194,194,187,208,214,15,15,6,8,15,23,23,19,8,10,""
124,1097,5984,"",350,1752,5,"[123,122,89,81,73,45,3]","[123,122,89,81,73,1]","[123,122,162,89,81,73,1]","[122,89,81,73,1]","[122,89,81,73,23,36]",4,7,11,13,15,275.066,275.066,274.677,274.288,250.878,335.513,335.513,326.569,341.347,338.061,259,225,252,203,214,-11,-28,-23,-27,-4,8,15,11,25,20,""
125,1099,6023,"",351,1754,0,"[142,141,121,149]","[141,121,149]","[142,141,121,149]","[142,126,121,149,70]","[121,149,70,38]",5,9,12,14,16,172.369,171.07,170.308,181.041,165.196,154.674,156.342,153.04,168.207,167.614,201,164,163,156,158,21,17,22,17,21,13,17,19,5,11,""
126,1095,6088,"",348,1750,0,[],[],"[142,141,109]","[142,141,125]","[141,70,38]",0,0,11,13,15,109.009,109.009,211.034,221.789,219.306,55.369,55.369,134.346,141.107,138.736,20,20,135,99,112,0,0,10,-9,-11,0,0,-5,7,-4,""
127,1094,6092,"",347,1749,3,"[101,39,12]","[101,62,12]","[101,62,12]","[101,62,12]","[101,62,12]",5,8,12,14,16,822.351,822.351,822.351,822.351,822.351,249.409,249.409,249.409,249.409,249.409,209,199,195,182,182,-22,-21,-22,-21,-22,2,5,5,10,10,""
128,1093,5945,"",346,1748,0,[],[],[],[],"[141,69,41,7]",0,0,0,0,15,114.111,114.111,114.111,114.111,282.865,36.797,36.797,36.797,36.797,99.359,20,20,20,20,155,0,0,0,0,-12,0,0,0,0,-6,""
129,1130,6080,"",384,1785,1,[],[],[],[],"[139,161,25,10]",0,0,0,0,14,483.93,483.93,483.93,483.93,321.585,233.606,233.606,233.606,233.606,198.745,20,20,20,20,118,0,0,0,0,5,0,0,0,0,0,""
130,1091,5968,"",344,1746,4,[],[],[],[],"[118,6,27]",0,0,0,0,15,140.48,139.868,138.607,138.225,268.26,506.027,505.13,507.188,504.846,472.324,20,20,20,20,103,0,0,0,0,1,0,0,0,0,-11,""
131,1090,6018,"",343,1745,6,[],"[108,151,43,11]","[108,151,43,11]","[108,151,43,11]","[108,151,43,11]",0,7,9,11,14,523.928,582.106,584.103,578.39,575.218,530.904,477.516,476.435,465.458,459.739,20,168,153,161,161,0,-22,-21,-15,-14,0,-32,-27,-22,-17,""
132,1089,5969,"",342,1744,5,"[123,149,45]","[123,149,45,1]","[123,162,149]","[123,162,149]","[123,162,149]",4,7,11,13,16,278.422,278.422,244.272,246.903,244.272,273.09,273.09,265.614,256.404,265.614,175,183,126,147,151,-12,-2,2,4,6,-1,10,0,6,0,""
133,1088,6045,"",341,1743,2,[],[],[],[],"[101,37]",0,0,0,0,15,514.206,487.42,484.343,480.883,734.607,255.028,182.607,179.418,177.236,236.137,20,20,20,20,104,0,0,0,0,1,0,0,0,0,0,""
134,1087,6024,"",340,1742,6,[],[],"[113,17]","[113,17]","[113,17]",0,0,9,11,14,472.35,472.35,525.295,527.88,526.964,540.309,540.309,352.675,348.243,345.821,20,20,78,77,87,0,0,6,2,-1,0,0,0,2,2,""
135,1086,6052,"",339,1741,3,"[111,84,49,44,34,37]","[111,84,49,44,34,37]","[111,84,49,44,34,37]","[111,150,49,44,34,37]","[111,150,84,49,44,37]",4,7,10,12,14,698.387,693.436,711.675,713.859,711.806,142.924,139.944,150.578,143.481,153.338,244,245,201,193,194,-6,1,-16,-26,-21,12,14,20,17,20,""
136,1085,6081,"",338,1740,2,"[112,113,59,35,37]","[112,113,79,59,35]","[112,113,59,35,15]","[112,113,59,42]","[112,113,59,42]",2,5,9,11,14,595.581,604.256,594.569,591.214,591.214,293.531,295.248,295.302,315.094,315.094,213,187,208,141,141,5,-5,7,6,6,0,0,3,1,1,""
137,1084,6095,"",337,1739,2,"[77,71,35]","[77,71,35]","[77,71,35]","[77,71,35]","[120,87,77,71,35]",2,5,9,11,14,531.944,540.675,530.175,535.207,524.89,185.899,181.022,184.133,193.526,200.802,150,147,142,139,178,-6,-17,-10,-14,14,8,4,2,1,-7,""
138,1083,5958,"",336,1738,5,"[145,104,153]","[145,104,153]","[145,104,153]","[145,104,153]","[145,114,104,30,153]",2,6,9,11,14,432.858,422.516,429.292,435.072,434.633,411.154,417.695,415.455,406.584,419.677,175,168,170,186,197,-16,-8,-14,-14,-16,5,1,3,7,-13,""
139,1082,5955,"",335,1737,1,[],[],[],"[102,25,18,16]","[148,102,129]",0,0,0,12,14,474.745,474.745,474.745,343.65,359.879,264.808,264.808,264.808,227.511,233.396,20,20,20,169,150,0,0,0,-27,-7,0,0,0,-13,-5,""
140,1081,5954,"",334,1736,1,"[69,47,32,22]","[158,69,47,32]","[158,69,47,32]","[158,69,47,32]","[158,69,47,32]",2,6,9,11,14,430.517,387.104,367.543,392.51,393.316,146.249,126.827,131.227,138.689,141.511,225,176,154,152,158,-37,0,9,-12,-11,4,19,8,-5,-6,""
141,1080,5948,"",333,1735,0,"[142,125,109,53]","[142,125,7]","[126,125,109,7]","[126,109,70,4,7]","[96,128,126,4,2,7]",5,8,12,13,15,191.007,193.545,184.625,220.674,236.069,80.516,109.89,104.645,111.182,99.982,190,146,148,160,150,34,15,24,-5,-9,33,21,8,-3,3,""
142,1079,6089,"",332,1734,0,"[141,125,109,149,25,16]","[141,149,25,16,7]","[126,125,149,25,16]","[126,125,149,25,16]","[149,38,25,16]",4,7,11,13,15,213.789,222.025,220.045,226.425,239.452,175.747,175.399,175.051,174.086,175.817,222,196,188,176,152,27,31,23,21,20,-11,-5,9,14,22,""
143,1078,6087,"",331,1733,4,[],[],"[157,89,73]","[157,93,89,73]","[157,89,73,29]",0,0,12,14,16,94.014,94.014,172.841,172.882,166.931,497.599,497.599,419.626,403.747,385.254,20,20,168,168,128,0,0,21,19,23,0,0,-7,9,8,""
144,1077,5963,"",329,1732,4,[],[],[],[],"[157,93,27]",0,0,0,0,15,502.582,486.853,484.889,481.673,201.8,253.61,183.174,177.507,175.657,456.487,20,20,20,20,97,0,0,0,0,2,0,0,0,0,3,""
145,1076,5964,"",328,1731,5,"[147,138,117,104,3]","[147,138,119,117,104,3]","[147,138,117,104,3,30]","[147,138,117,104,3,30]","[138,117,104,3,30]",2,5,9,11,14,399.289,400.129,398.929,410.106,404.315,395.464,399.679,415.862,411.258,418.814,202,203,213,201,157,-2,-7,-5,-11,-15,3,-1,-10,-11,1,""
146,1101,5957,"",352,1756,6,[],[],"[113,63,11]","[113,63,11]","[17,11]",0,0,8,10,14,573.698,550.046,558.345,554.962,534.82,516.606,515.197,384.036,383.277,390.029,20,20,145,142,109,0,0,15,18,-3,0,0,2,1,5,""
147,1075,5950,"",327,1730,5,"[145,24,153]","[145,119,24,153]","[145,119,24,153]","[145,119,30,24,153]","[119,114,30,24,153]",1,4,8,10,14,450.832,450.832,450.832,450.832,450.832,331.677,331.677,331.677,331.677,331.677,139,149,149,141,126,-25,-32,-34,-28,-22,21,21,24,22,16,""
148,1074,6097,"",326,1729,1,[],[],[],[],"[139,18]",0,0,0,0,15,472.258,472.258,472.258,472.258,314.843,245.112,245.112,245.112,245.112,242.771,20,20,20,20,123,0,0,0,0,-2,0,0,0,0,-6,""
149,1119,5949,"",375,1774,5,"[142,132,125,18]","[142,132,125,18]","[142,132,125,18]","[142,132,125,18]","[142,132,125,18]",4,8,11,13,16,222.792,222.792,222.792,222.792,222.792,234.598,234.598,234.598,234.598,234.598,207,207,195,193,195,14,14,7,8,7,-20,-20,-22,-24,-22,""
150,1120,5965,"",376,1775,3,[],[],[],"[135,34,155]","[135,34,155]",0,0,0,12,14,947.236,947.236,947.236,718.286,697.422,111.194,111.194,111.194,103.234,128.746,20,20,20,136,108,0,0,0,3,1,0,0,0,3,-10,""
151,1121,5961,"",377,1776,6,"[152,67,43,14,11]","[131,152,67,14,11]","[131,152,67,14,11]","[131,152,67,14,11]","[131,152,67,14,11]",3,7,10,11,14,635.758,629.255,622.54,625.455,623.391,477.341,459.13,467.239,469.932,469.072,193,185,184,185,192,0,8,14,12,11,-19,-5,-12,-17,-19,""
152,1123,5987,"",379,1778,6,"[151,83,76,63,99,43]","[151,83,76,63,99,11]","[151,83,76,63,99,11]","[159,151,83,76,99]","[159,151,83,76,99]",3,6,10,11,14,635.806,641.145,646.978,646.978,646.978,431.625,425.825,426.214,426.214,423.05,222,221,217,186,186,7,4,0,13,14,-13,-10,-8,-3,-2,""
153,1240,5946,"",437,1882,5,"[147,138,115,17]","[147,138,115,17]","[147,138,115,17]","[147,138,115,17]","[147,138,115,17]",2,5,9,11,14,458.293,458.293,456.077,463.463,465.689,380.596,380.596,364.717,357.701,362.081,144,151,146,140,141,8,5,10,5,3,0,1,12,18,17,""
154,1242,5978,"",468,1883,7,[],[],[],[],"[103,64]",0,0,0,0,15,782.582,782.582,782.582,782.582,789.559,528.642,528.642,528.642,528.642,417.52,20,20,20,20,146,0,0,0,0,11,0,0,0,0,6,""
155,1243,6000,"",469,1884,3,[],[],"[107,54,34]","[107,150,54]","[107,150,84,80,48]",0,0,11,13,15,902.271,902.271,766.59,766.56,721.187,64.389,64.389,76.86,73.08,82.137,20,20,196,179,167,0,0,-32,-24,-7,0,0,21,13,19,""
156,1244,6028,"",357,1885,2,"[112,51,13]","[112,51,13]","[112,51,13]","[112,51,13,163]","[112,51,13,163]",3,7,10,12,14,718.357,718.357,718.357,718.357,718.357,307.725,307.725,307.725,307.725,307.725,191,188,188,200,203,18,18,18,14,11,21,23,23,10,10,""
157,1246,6022,"",358,1886,4,[],"[118,89,73,6]","[143,118,89,6]","[143,118,93,89]","[144,143,89,29]",0,9,12,13,15,84.49,176.943,193.65,201.903,203.088,482.235,466.491,483.529,451.974,422.861,20,203,147,158,111,0,51,35,5,-10,0,-36,-40,-12,-6,""
158,1247,6049,"",359,1887,1,[],"[140,66]","[140,66,32]","[140,66,32]","[140,66,32]",0,6,9,11,14,498.462,440.656,430.795,431.164,433.818,239.017,179.441,148.406,151.487,155.616,20,132,144,109,138,0,-28,-18,-10,-13,0,-4,0,-5,-1,""
159,1248,6044,"",360,1888,6,[],[],[],"[152,63,11]","[152,63]",0,0,0,11,14,567.566,567.566,567.566,623.851,627.582,542.89,542.89,542.89,438.819,431.977,20,20,20,116,96,0,0,0,-8,0,0,0,0,-16,-20,""
160,1249,6009,"",330,1889,3,[],[],[],[],"[94,80,54]",0,0,0,0,16,926.74,926.74,926.74,926.74,830.657,85.832,85.832,85.832,85.832,83.506,20,20,20,20,117,0,0,0,0,-22,0,0,0,0,29,""
161,1250,5973,"",361,1890,1,[],[],[],[],"[129,16]",0,0,0,0,15,502.582,487.136,484.889,476.147,293.121,253.61,182.607,180.237,179.867,202.69,20,20,20,20,78,0,0,0,0,0,0,0,0,0,-4,""
162,1251,5981,"",362,1891,5,[],[],"[132,124,50,45]","[132,106,45]","[132,106,45]",0,0,10,13,15,209.412,209.412,297.623,312.382,314.191,240.725,240.725,264.561,263.422,264.663,20,20,155,151,155,0,0,4,-11,-5,0,0,14,4,7,""
163,1252,6057,"",470,1892,2,[],[],[],"[156,101,37,15]","[156,101,37,15]",0,0,0,12,15,554.68,554.68,554.68,716.028,703.791,49.751,49.751,49.751,266.46,266.574,20,20,20,120,138,0,0,0,-2,6,0,0,0,-2,-4,""
