"rownum","Id","DisplayedName","Description","string","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","i32","i32","i32","i32","bool","bool"
156,"hatred","Hatred","Casts an aura that grants extra cold damage based on physical damage to you and your allies.","CastAuraColdDamage","Art/2DArt/SkillIcons/auracold.dds",[4],"[2,8,5,12,23,15,39,30,64,72,81,85,86,90]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/hatred.jpg","","Hatred","",21,1,"[4337,7896,8306,13193]","[14052,1941,14073,13194]",[],1,1,[],8,"","","",0,0,159638,0,"",""
157,"monster_hatred","","","CastAuraColdDamage","Art/2DArt/SkillIcons/auracold.dds",[4],"[2,8,5,12,23,15,39,30,32,72,90]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/hatred.jpg","","Hatred","",21,1,[4337],[14052],[],1,1,[],8,"","","",0,0,159750,0,"",""
158,"wrath","Wrath","Casts an aura that adds lightning damage to the attacks of you and your allies, and makes your spells deal more lightning damage.","CastAuraLightningDamage","Art/2DArt/SkillIcons/auralightning.dds",[4],"[2,8,5,12,23,15,39,31,64,72,81,85,86,90]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/wrath.jpg","","Wrath","",21,1,"[4345,7895,8312]","[14052,1941,14073]",[],1,1,[],8,"","","",0,0,160472,0,"",""
159,"burning_arrow","Burning Arrow","Fires a burning arrow that deals fire damage. If it ignites an enemy, it will also inflict an additional debuff for a duration, dealing burning damage based on the magnitude of the ignite. This damage is not affected by your damage modifiers. Up to five of these debuffs can apply simultaneously to an enemy.","BurningArrow","Art/2DArt/SkillIcons/firearrow.dds","[1,2]","[1,41,58,3,57,15,14,16,29,44,9,32]",[13],"","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/burning_arrow.jpg","","BurningArrow","",21,1,"[4274,3998,4275,5396,3642,3641,10781,10792]","[611,24,447,6144,3855,3856,10780,4548]",[],1,1,[],8,"","","",13,0,161736,0,"",""
160,"vaal_burning_arrow","Vaal Burning Arrow","Fires an arrow that explodes, dealing fire damage to its target and other nearby enemies, with an increased chance of igniting them.","BurningArrow","Art/2DArt/SkillIcons/firearrow.dds","[1,2]","[1,41,3,57,15,14,16,8,38,29,46]",[13],"","",1,"","",21,1,"[4274,3998,4275,5396,3642,3641,10781,10792]","[611,24,447,6144,3855,3856,10780,4548]",[],1,1,[],8,"","","",13,0,162616,0,"",""
161,"clarity","Clarity","Casts an aura that grants mana regeneration to you and your allies.","CastAuraManaRegen","Art/2DArt/SkillIcons/auramana.dds",[4],"[2,8,5,12,23,15,39,64,72,81,85,86,90]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/clarity.jpg","","Clarity","",21,1,"[4336,8301]","[14052,14073]",[],1,1,[],8,"","","",0,0,163376,0,"",""
162,"vaal_clarity","Vaal Clarity","Casts a temporary aura that lets you and your allies cast skills without paying their mana costs.","VaalAuraNoManaCost","Art/2DArt/SkillIcons/auramana.dds",[4],"[2,5,8,15,23,9,38,39,72,64,85,86,90]",[],"","",1,"","",21,1,[4336],[14052],[],1,1,[],8,"","","",0,0,163758,0,"",""
163,"insectspawnerspawn","","","SpawnInsect","",[4],"[2,6,77]",[],"","",1,"InsectSpawnerSpawn","",21,1,[],[],"[1,20,21,24]",1,1,[],8,"","","",0,0,163896,0,"",""
164,"detonate_mines","Detonate Mines","Detonates a Mine, starting a Detonation Sequence which will detonate other Mines around it.","DetonateMines","Art/2DArt/SkillIcons/detonatemines.dds","[1,22]","[2,14,15,32,64,90]",[],"","",1,"DetonateMines","",21,1,[],[],[],1,1,[],8,"","","",0,0,164288,0,"",""
165,"totem_earthquake","Shockwave Totem","Summons a totem that shakes the earth around it, knocking back and damaging nearby enemies","TotemEarthquake","Art/2DArt/SkillIcons/earthquaketotem.dds","[4,20,22]","[2,7,8,14,16,26,22,72,28,84]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/strength/totem_earthquake.jpg","","ShockwaveTotem","",5,1,"[4313,4220,4055]","[216,434,24]",[],1,1,[],8,"","","",12,0,165000,0,"",""
166,"totem_life_regen","Rejuvenation Totem","Summons a totem that has an aura which regenerates life for you and your nearby allies.","TotemAuraLifeRegen","Art/2DArt/SkillIcons/liferegentotem.dds","[4,20]","[2,5,8,23,14,16,26,39,72,27]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/strength/totem_life_regen.jpg","","RejuvenationTotem","",4,1,[4310],[1941],[],1,1,[],8,"","","",0,0,165846,0,"",""
167,"trap_convert","Conversion Trap","Throws a trap that, when triggered by an enemy, converts that enemy to your side for a short duration. Does not affect unique monsters or players.","TrapConvert","Art/2DArt/SkillIcons/conversiontrap.dds",[2],"[2,9,16,33,90]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/trap_convert.jpg","","ConversionTrap","",21,1,[4387],[3351],[],1,1,[],8,"","","",0,0,166560,0,"",""
168,"trap_beartrap","Bear Trap","Throws a trap that damages and immobilises a single enemy for a duration based on how much damage was dealt. After the immobilise expires, a debuff remains on the enemy for a duration, lowering their movement speed by an amount which lessens over time. The affected enemy will take increased damage from traps and mines until the debuff expires. Modifiers to spell damage do not affect this skill's damage.","TrapBeartrap","Art/2DArt/SkillIcons/beartrap.dds",[2],"[2,9,16,33,7,28,90]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/trap_beartrap.jpg","","BearTrap","",21,1,"[4376,4065,7787]","[3351,24,7786]",[],1,1,[],8,"","","",9,0,167830,0,"",""
169,"mine_freeze","Freeze Mine","Lays a remote mine that you can detonate to freeze all enemies in the area.","MineFreeze","Art/2DArt/SkillIcons/iconicetrap.dds","[1,2]","[2,7,8,36,30,72,12]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/mine_freeze.jpg","","FreezeMine",1,21,1,"[4392,4072]","[434,24]",[],1,1,[],8,2,"","",12,0,168556,0,"",""
170,"trap_ground_fire","Fire Trap","Throws a trap that explodes when triggered, dealing fire damage to surrounding enemies and leaving an area of burning ground that damages enemies who walk through it.","TrapGroundFire","Art/2DArt/SkillIcons/groundfire.dds","[2,1]","[2,9,7,16,8,25,33,35,29,72]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/trap_ground_fire.jpg","","FireTrap",1,21,1,"[4238,4277,4002,6312,7790]","[3351,209,24,1781,215]",[],1,1,[],8,"","","",12,0,169638,0,"",""
171,"ground_fire_self","Fire Trap","Throws a trap that explodes when triggered, dealing fire damage to surrounding enemies and leaving an area of burning ground that damages enemies who walk through it.","TrapGroundFire","Art/2DArt/SkillIcons/groundfire.dds",[4],"[2,9,7,8,25,35,29,72]",[],"","",1,"FireTrap",1,21,1,[],[],[],1,1,[],8,"","","",12,0,169902,0,"",""
172,"vaal_fire_trap","Vaal Fire Trap","Throws multiple traps that explode when triggered, dealing fire damage to surrounding enemies and leaving areas of burning ground that damages enemies who walk through them.","TrapGroundFire","Art/2DArt/SkillIcons/groundfire.dds","[2,1]","[2,9,7,16,8,25,33,35,38,29,72]",[],"","",1,"",1,21,1,[4238],[3351],[],1,1,[],8,"","","",12,0,170592,0,"",""
173,"trap_ground_caustic_cloud","","","TrapGroundCausticCloud","","[2,1]","[2,9,7,16,8,33,35,42,72]",[],"","",1,"MonsterCausticBomb",1,21,1,[],[],[],1,1,[],8,"","","",12,0,170970,0,"",""
174,"ground_caustic_cloud","","","TrapGroundCausticCloud","","[2,1]","[2,9,7,8,35,32,42,72]",[],"","",1,"",1,21,1,[],[],[],1,1,[],8,"","","",12,0,171246,0,"",""
175,"trap_ground_ice","","","TrapGroundIce","","[2,1]","[2,9,7,16,8,33,35,30,72]",[],"","",1,"",1,21,1,[],[],[],1,1,[],8,"","","",12,0,171546,0,"",""
176,"totem_taunt","Decoy Totem","Summons a totem that taunts nearby monsters to attack it.","TotemTaunt","Art/2DArt/SkillIcons/taunttotem.dds",[4],"[2,14,16,8,26,22,72,90]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/strength/totem_taunt.jpg","","DecoyTotem","",6,1,"[4218,4307]","[434,166]",[],1,1,[],8,"","","",0,0,172280,0,"",""
177,"totem_consume_corpse","Devouring Totem","Summons a totem that can consume nearby corpses. If you are hurt, it will destroy a corpse to leech life to you.","TotemConsumeCorpse","Art/2DArt/SkillIcons/devouringtotem.dds","[6,20]","[2,14,16,26]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/strength/totem-consume-corpse.png","","DevouringTotem","",7,1,[],[],[],1,1,[],8,"","","",0,0,172932,0,"",""
178,"necromancer_revive_skeleton","","","ReviveSkeleton","",[6],[2],[],"","",1,"NecromancerReviveSkeleton","",21,1,[],[],[],1,1,[],8,"","","",0,0,173084,0,"",""
179,"suicide_explosion","","","SuicideExplosion","","[2,1]","[2,8,7,72,32]",[],"","",1,"SpawnSuicideExplosion",1,21,1,[],[],[],1,1,[],8,"","","",13,0,173232,0,"",""
180,"suicide_explosion_self","","","SuicideExplosionSelf","",[4],"[2,7,8,72]",[],"","",1,"DominusDemonSuicideExplosionSelf",1,21,1,[],[],[],1,1,[],8,"","","",13,0,173620,0,"",""
181,"summon_spawn","","","SummonSpawn","",[4],"[2,22,32]",[],"","",1,"SummonSpawn","",21,1,[],[],[],1,1,[],8,"","","",0,0,173898,0,"",""
182,"shadow_projectiles","Ethereal Knives","Fires an arc of knives in front of the caster which deals physical damage.","ShadowProjectiles","Art/2DArt/SkillIcons/shadowprojectiles.dds","[2,1]","[2,7,3,57,15,14,16,22,32,70,28,9]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/shadow_projectiles.jpg","","EtherealKnives","",21,1,"[4018,4245,5423,5419,5417,7994,5421]","[24,175,352,173,1783,6268,1404]",[],1,1,[],8,"","","",12,0,174728,0,"",""
183,"shadow_projectiles_no_los","Ethereal Knives","Fires an arc of knives in front of the caster which deals physical damage.","ShadowProjectiles","Art/2DArt/SkillIcons/shadowprojectiles.dds","[2,1,8]","[2,7,3,57,15,14,16,22,32,70,28]",[],"","",1,"EtherealKnives","",21,1,[],[],[],1,1,[],8,"","","",12,0,175030,0,"",""
184,"insect_spawner_spit","","","InsectSpawnerSpit","","[2,1]","[3,57]",[],"","",1,"InsectSpawnerSpit","",21,1,[],[],[],1,1,[],8,"","","",13,0,175318,0,"",""
185,"scavenger_throw_fire","","","ScavengerThrowFire","","[2,1]","[3,57]",[],"","",1,"ScavengerThrowFire","",21,1,[],[],[],1,1,[],8,"","","",13,0,175626,0,"",""
186,"ice_shot","Ice Shot","Fires an arrow that converts some physical damage to cold on its target and converts all physical damage to cold in a cone behind that target.","IceShot","Art/2DArt/SkillIcons/iceshot.dds","[1,2]","[1,41,58,3,57,8,15,14,16,30,32]",[13],"","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/iceshot.jpg","","IceShot","",21,1,"[4019,4256,4198,5407,6316,6331,10798]","[24,215,434,5533,6282,6268,10797]",[],1,1,[],8,"","","",13,0,176684,0,"",""
187,"piety_ice_shot","","","IceShot","Art/2DArt/SkillIcons/iceshot.dds","[1,2,8]","[1,41,58,3,57,8,15,14,16,30,68]",[13],"","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/iceshot.jpg",1,"IceShot","",21,1,[],[],[],1,1,[],8,"","","",13,0,176996,0,"",""
188,"arctic_breath","Creeping Frost","Fire an icy projectile that bursts on impact or when reaching the targeted area, dealing area damage and creating a chilling area that deals cold damage over time. This area will creep across the ground towards nearby enemies until its duration expires.","ArcticBreath","Art/2DArt/SkillIcons/arcticbreath.dds","[1,2]","[2,3,57,7,14,15,16,9,8,22,32,30,68,70,72]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/arcticbreath.jpg","","ArcticBreath","",21,1,"[4048,4254,4207,8786]","[24,215,434,8787]",[],1,1,[],8,"","","",12,0,178238,0,"",""
189,"arctic_armour","Arctic Armour","Summons an icy shield that protects against physical and fire damage. It drains your mana while active and at a faster rate while you are moving. When you have no mana left, the skill turns off. While active, it leaves a trail of ground ice which lasts for a short duration.","IceShield","Art/2DArt/SkillIcons/Iceshield.dds",[4],"[2,5,15,9,12,23,32,30,68,72]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/ice-shield.jpg","","ArcticArmour","",21,1,[4409],[4548],[],1,1,[],8,"","","",0,0,179390,0,"",""
190,"totem_fire_spray","Holy Flame Totem","Summons a totem that fires a stream of flame at nearby enemies.","TotemFireSpray","Art/2DArt/SkillIcons/flametotem.dds","[1,2,20]","[2,3,57,7,14,16,26,29]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/strength/flametotem.jpg",1,"FlameTotem","",8,1,"[4273,4246,4063]","[173,175,24]",[],1,1,[],8,"","","",12,0,180010,0,"",""
191,"totem_fire_spray_triggerable","Holy Flame Totem","Summons a totem that fires a stream of flame at nearby enemies.","TotemFireSpray","Art/2DArt/SkillIcons/flametotem.dds","[1,2,20]","[2,3,57,7,14,16,26,29,32]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/strength/flametotem.jpg",1,"FlameTotem","",8,1,"[4273,4246,4063]","[173,175,24]",[],1,1,[],8,"","","",12,0,180406,0,"",""
192,"brutus_hook","","","BrutusHook","",[2],[32],[],"","",1,"BrutusHook","",21,1,[],[],[],1,1,[],8,"","","",13,0,180656,0,"",""
193,"fire_weakness","Flammability","Curses all targets in an area, lowering their fire resistance and giving them a chance to be ignited when hit.","FireWeakness","Art/2DArt/SkillIcons/Flammability.dds","[1,2,22]","[2,8,9,14,15,16,22,32,29,56,69,70,72,85,86,97]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/fireweakness.jpg","","Flammability",1,21,1,"[4325,4361,6951]","[1390,215,11605]",[],1,1,[],8,"","","",0,0,181584,0,"",""
194,"cold_weakness","Frostbite","Curses all targets in an area, lowering their cold resistance and giving them a chance to be frozen when hit.","ColdWeakness","Art/2DArt/SkillIcons/Frostbite.dds","[1,2,22]","[2,8,9,14,15,16,22,32,30,56,69,70,72,85,86,97]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/coldweakness.jpg","","Frostbite",1,21,1,"[4326,4360,6952]","[1390,215,11605]",[],1,1,[],8,"","","",0,0,182290,0,"",""
195,"lightning_weakness","Conductivity","Curses all targets in an area, lowering their lightning resistance and giving them a chance to be shocked when hit.","LightningWeakness","Art/2DArt/SkillIcons/Conductivity.dds","[1,2,22]","[2,8,9,14,15,16,22,32,31,56,69,70,72,85,86,97]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/lightningweakness.jpg","","Conductivity",1,21,1,"[4322,4364,6953]","[1390,215,11605]",[],1,1,[],8,"","","",0,0,183050,0,"",""
196,"lightning_thorns","","","LightningThorns","",[3],"[2,5,9,31,32]",[],"","",1,"MonsterLightningThorns","",21,1,[],[],[],1,1,[],8,"","","",0,0,183192,0,"",""
197,"demon_female_ranged_projectile","","","RangedDemonFemaleProjectile","","[1,2]","[1,41,3,82]",[],"","",1,"DemonFemaleRangedProjectile","",21,1,[],[],[],1,1,[],8,"","","",13,0,183396,0,"",""
198,"statue_spear_throw","","","StatueSpearThrow","","[1,2]","[1,41,3,82]",[],"","",1,"StatueSpearThrow","",21,1,[],[],[],1,1,[],8,"","","",13,0,183704,0,"",""
199,"summon_water_elementals","","","SummonWaterElementals","","[1,2]","[6,22,77]",[],"","",1,"StatueSummonWaterElementals","",21,1,[],[],"[1,20,21,24]",1,1,[],8,"","","",0,0,184102,0,"",""
200,"ball_lightning","Ball Lightning","Fires a slow-moving projectile that periodically damages enemies in an area around it with bolts of lightning.","BallLightning","Art/2DArt/SkillIcons/balllightning.dds","[1,2]","[2,7,3,57,8,15,14,16,22,32,31,70,72]",[],"","",1,"PietyBallLightning","",21,1,"[4241,4208,3335,7992]","[175,434,24,173]",[],1,1,[],8,3,"","",12,0,184728,0,"",""
201,"ball_lightning_self_location","","","BallLightning","",[10],"[2,7,3,57,8,15,14,16,22,32,23,31,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,185036,0,"",""
202,"piety_fire_form","","","PietyFireForm","",[3],"[2,5,9,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,185312,0,"",""
203,"piety_ice_form","","","PietyIceForm","",[3],"[2,5,9,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,185584,0,"",""
204,"piety_summon_blood_elementals","","","PietySummonBloodElementals","",[3],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,185898,0,"",""
205,"axis_claim_soldier_minions","","","AxisClaimSoldierMinions","",[4],"[2,6,8,72,77]",[],"","",1,"","",21,1,[],[],"[1,20,21,24]",1,1,[],8,"","","",0,0,186044,0,"",""
206,"incinerate","Incinerate","Launches a torrent of fire from your hand. The longer you repeatedly cast the spell from the same location, the larger and more damaging the flames become.","Flamethrower","Art/2DArt/SkillIcons/flamethrower.dds","[1,2]","[2,3,57,7,15,29]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/incinerate.jpg",1,"Incinerate","",21,1,"[4037,4247]","[24,175]",[],1,1,[],8,"","","",12,0,186764,0,"",""
207,"incinerate_channel","Incinerate","Continuously launches a torrent of fire from your hand. The longer you channel this spell, the larger and more damaging the flames become.","FlamethrowerChannelled","Art/2DArt/SkillIcons/flamethrower.dds","[1,11,22]","[2,3,57,7,15,29,48]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/incinerate.jpg","","Incinerate","",21,1,"[4037,4247]","[24,175]",[],1,1,[],8,"","","",12,0,187428,0,"",""
208,"expanding_fire_cone","Incinerate","Continuously launches a torrent of fire from your hand, repeatedly damaging enemies. As you channel this spell longer, the flames spread wider close to you and spread longer directly in front of you. When you stop channelling you release a wave of fire damage over a wide and long area that will apply a powerful Ignite.","ExpandingFireCone","Art/2DArt/SkillIcons/flamethrower.dds",[1],"[2,7,15,29,48,8,72]",[],"","",1,"ExpandingFireCone","",21,1,"[4037,7951,7950]","[24,434,7811]",[],1,1,[],8,"","","",12,0,188472,0,"",""
209,"cyclone","Cyclone","Damage enemies around you, then perform a spinning series of attacks as you travel to a target location. Cannot be supported by Ruthless or Multistrike.","Cyclone","Art/2DArt/SkillIcons/cyclone.dds",[1],"[1,8,20,34]","[6,7,9,10,11,12,32,14,15,16,17,36,57,56]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/cyclone.jpg",1,"Cyclone","",21,1,"[4231,4046]","[70,24]",[],1,1,[],8,0,"","",13,0,189528,0,"",""
210,"vaal_cyclone","Vaal Cyclone","Spin and attack in place, damaging nearby enemies and pulling others towards you. While using this skill, you cannot be stunned or knocked back. Cannot be supported by Ruthless.","VaalCyclone","Art/2DArt/SkillIcons/cyclone.dds","[1,2]","[1,8,20,9,38]","[6,7,9,10,11,12,32,14,15,16,17,36,57,56]","","",1,"","",21,1,"[4231,4046]","[70,24]",[],1,1,[],8,"","","",13,0,190492,0,"",""
211,"cyclone_channelled","Cyclone","Channel this skill to move towards a targeted location while spinning, building up stages while constantly attacking enemies in an area around you. While channelling this skill, you cannot be knocked back.","CycloneChannelled","Art/2DArt/SkillIcons/cyclone.dds","[1,23]","[1,8,20,34,48,28]","[6,7,9,10,11,12,32,14,15,16,17,36,57,56]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/cyclone.jpg","","Cyclone","",21,1,"[4231,4046]","[70,24]",[],1,1,[],8,0,"","",13,0,191512,0,"",""
212,"mass_revive_undead","","","MassReviveUndead","",[4],"[2,8,72]",[],"","",1,"MassReviveUndead","",21,1,[],[],[],1,1,[],8,"","","",0,0,191812,0,"",""
213,"searing_bond","Searing Bond","Summons a totem that casts a beam of fire at you and each other totem you control, dealing burning damage to enemies caught in the beam. Enemies near either end of a beam also suffer burning damage.","SearingBond","Art/2DArt/SkillIcons/SearingBond.dds","[4,20]","[2,35,14,16,23,25,26,32,29,49]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/strength/SearingBond.jpg","","SearingBond",1,9,1,"[4039,4291,4517]","[24,1345,1839]",[],1,1,[],8,"","","",8,0,192664,0,"",""
214,"zombie_boss_extract","","","ZombieBossExtract","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,192876,0,"",""
215,"birdman_consume_corpse","","","BirdmanConsumeCorpse","",[6],[2],[],"","",1,"BirdmanConsumeCorpse","",21,1,[],[],[],1,1,[],8,"","","",0,0,192976,0,"",""
216,"birdman_blood_projectile","","","BirdmanBloodProjectile","",[2],"[1,41,3,57,32]",[],"","",1,"BirdmanBloodProjectile","",21,1,[],[],[],1,1,[],8,"","","",13,0,193100,0,"",""
217,"root_spider_burrow","","","RootSpiderBurrow","",[2],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,193388,0,"",""
218,"root_spider_emerge","","","RootSpiderEmerge","",[2],[1],[],"","",1,"RootSpiderEmerge","",21,1,[],[],[],1,1,[],8,"","","",13,0,193472,0,"",""
219,"minion_taunt","","","MinionTaunt","",[2],[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,193742,0,"",""
220,"reave","Reave","Attacks a small area in front of you. Each Reave that hits an enemy grants stages, which you will begin to lose after a short period without hitting anything. Only works with Daggers, Claws, and One-Handed Swords.","Reave","Art/2DArt/SkillIcons/Reave.dds","[1,2]","[1,8,24,20]","[6,7,9,10,56]","","http://webcdn.pathofexile.com/public/chris/reave.jpg","","Reave","",21,1,"[4014,4196]","[24,434]",[],1,1,[],8,"","","",13,0,194540,0,"",""
221,"vaal_reave","Vaal Reave","Repeatedly attacks a large area in different directions. Each Vaal Reave that hits an enemy grants stages, which you will begin to lose after a short period without hitting anything. Only works with Daggers, Claws, and One-Handed Swords.","Reave","Art/2DArt/SkillIcons/Reave.dds","[1,2]","[1,8,20,38]","[6,7,9,10,56]","","",1,"","",21,1,"[4014,4196]","[24,434]",[],1,1,[],8,"","","",13,0,195442,0,"",""
222,"dominus_chilling_bond","","","DominusChillingBond","",[2],"[2,23,26,35,67,17]",[],"","",1,"DominusChillingBond",1,10,1,[],[],[],1,1,[],8,"","","",0,0,195766,0,"",""
223,"dominus_lightning_souls","","","DominusLightningSouls","",[2],"[2,3,57,7]",[],"","",1,"DominusLightningSouls","",21,1,[],[],[],1,1,[],8,"","","",12,0,195882,0,"",""
224,"dominus_lightning_slam","Touch Of God","THE LIGHT OF DIVINITY","DominusLightningSlam","Art/2DArt/SkillIcons/stormcall.dds","[1,2]","[1,7,8,31]",[],"","",1,"DominusLightningSlam","",21,1,[],[],[],1,1,[],8,"","","",13,0,196336,0,"",""
225,"dominus_mark","","","DominusMark","",[4],[2],[],"","",1,"DominusMark","",21,1,[],[],[],1,1,[],8,"","","",0,0,196606,0,"",""
226,"chaos_degen_aura","","","CastAuraChaosDegeneration","",[4],"[2,5,8,12,35,39,42,72]",[],"","",1,"ChaosDegenAura","",21,1,[],[],[],1,1,[],8,"","","",5,0,196764,0,"",""
227,"hide","","","Hide","","[2,15]",[9],[],"","",1,"WeaverHide","",21,1,[],[],[],1,1,[],8,"","","",0,0,196904,0,"",""
228,"dominus_demon_cleave","","","DominusDemonCleave","",[2],"[1,8,20,35]",[],"","",1,"DominusDemonCleave","",21,1,[],[],[],1,1,[],8,"","","",13,0,197008,0,"",""
229,"dominus_demon_projectile","","","DominusDemonProjectile","",[2],"[1,41,3,57]",[],"","",1,"DominusDemonProjectile","",21,1,[],[],[],1,1,[],8,"","","",13,0,197336,0,"",""
230,"delayed_blast","","","DelayedBlast","",[2],"[2,7,8,32,72]",[],"","",1,"DelayedBlast","",21,1,[],[],[],1,1,[],8,"","","",12,0,197626,0,"",""
231,"delayed_blast_location","","","DelayedBlast","","[2,1]","[2,7,8,32,72]",[],"","",1,"DelayedBlast","",21,1,[],[],[],1,1,[],8,"","","",12,0,197894,0,"",""
232,"dominus_demon_charge","","","DominusDemonCharge","",[2],[1],[],"","",1,"DominusDemonCharge","",21,1,[],[],[],1,1,[],8,"","","",13,0,198178,0,"",""
233,"dominus_dash","","","DominusDash","",[2],[1],[],"","",1,"DominusDash","",21,1,[],[],[],1,1,[],8,"","","",13,0,198448,0,"",""
234,"lightning_projectile_trap","Lightning Trap","Throws a trap that launches a ring of projectiles through the enemy that set it off, dealing lightning damage to them and subsequent targets.","LightningProjectileTrap","Art/2DArt/SkillIcons/LightningProjectileTrap.dds",[2],"[2,7,3,57,33,16,31]",[],"","http://webcdn.pathofexile.com/public/chris/LightningTrap.jpg","","LightningTrap",1,21,1,"[3621,3622,3620,6289,6290,7789,7788]","[172,3351,24,6282,6268,12481,595]",[],1,1,[],8,"","","",12,0,199588,0,"",""
235,"vaal_lightning_projectile_trap","Vaal Lightning Trap","Throws a trap that launches a ring of projectiles through the enemy that set it off, dealing lightning damage to them and subsequent targets and leaving a trail of shocked ground.","LightningProjectileTrap","Art/2DArt/SkillIcons/LightningProjectileTrap.dds",[2],"[2,7,3,57,33,16,9,38,31]",[],"","",1,"VaalLightningTrap",1,21,1,"[3621,3620,6289,6290,7789,7788]","[172,24,6282,6268,12481,595]",[],1,1,[],8,"","","",12,0,200518,0,"",""
236,"smoke_mine","Smoke Mine","Throws a mine that will teleport you to it when detonated. It covers both your escape and arrival with a cloud of smoke that blinds enemies, and gives you a temporary buff to movement speed. Shares a cooldown with other Blink skills.","SmokeMine","Art/2DArt/SkillIcons/SmokeBomb.dds","[1,2,3]","[2,8,9,34,36,72,79,12,80,90]",[],"","http://webcdn.pathofexile.com/public/chris/SmokeBomb.jpg","","SmokeMine",1,21,1,"[4351,4519]","[215,177]",[],1,1,[],1,0,"","",0,0,201554,0,"",""
237,"proximity_shield","","","ProximityShield","",[14],"[2,8,9,32,72]",[],"","",1,"MonsterProximityShield","",21,1,[],[],[],1,1,[],8,"","","",0,0,201696,0,"",""
238,"proximity_shield_self","","","ProximityShield","",[4],"[2,8,9,32,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,201766,0,"",""
239,"animate_armour","Animate Guardian","Animates a melee weapon or armour, attaching it to an invisible Guardian that fights by your side. Animating multiple items attaches them to the same Guardian. You cannot animate unidentified items. Cannot be used by Traps or Mines.","AnimateArmour","Art/2DArt/SkillIcons/animatearmour.dds","[5,1]","[2,6,18,15,32,77,28]",[],"","http://webcdn.pathofexile.com/public/chris/animatearmor.jpg","","AnimateArmour","",21,1,[],[],"[1,20,21,24]",1,1,[],8,"","","",0,0,202586,0,"",""
240,"dominus_blood_rain","","","DominusBloodRain","",[10],"[2,35]",[],"","",1,"DominusBloodRain","",21,1,[],[],[],1,1,[],8,"","","",5,0,202674,0,"",""
241,"spectral_throw","Spectral Throw","Throws a spectral copy of your melee weapon. It flies out and then returns to you, in a spinning attack that damages enemies in its path.","ThrownWeaponProjectile","Art/2DArt/SkillIcons/ghostlythrow.dds","[1,2]","[1,41,3,57]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"ThrownWeapon","",21,1,"[4016,4244]","[24,175]",[],1,1,[],8,"","","",13,0,203546,0,"",""
242,"vaal_spectral_throw","Vaal Spectral Throw","Throws several spectral copies of your melee weapon. They fly out and then return to you, in a spinning attack that damages enemies in their path.","ThrownWeaponProjectile","Art/2DArt/SkillIcons/ghostlythrow.dds","[1,2]","[1,41,3,57,38]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",21,1,"[4016,4244]","[24,175]",[],1,1,[],8,"","","",13,0,204434,0,"",""
