"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","i32","i32","i32","i32","i32","rid","i32","[rid]","string","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","[rid]","rid","bool","bool","string","rid","rid","string","i32","i32","i32","i32"
751,130,51,"Watchstones",[718],[],[],"",2565,3,0,0,0,"",2565,[5733],"","","",[422],[607],422,[],1155,"",[],"","","","","","","",0,35272,0,41
752,130,52,"Corruption",[718],[],[],"",2565,3,0,0,0,"",2565,[1893],"","","",[423],[],423,[347],1155,"",[],"","","","","","","",0,35324,0,41
753,130,53,"Oriath",[718],[],[],"",2565,3,0,0,0,"",2565,[1892],"","","",[424],[],424,[347],1155,"",[],"","","","","","","",0,35368,0,41
754,130,54,"Oriath",[718],[],[],"",2565,3,0,0,0,"",2565,[5377],"","","",[417],[347],417,[],417,"",[],"","","","","","","",0,35396,0,41
755,130,55,"Citadel Moved",[718],[],[],"triggerer.ClearLeagueQuestFlag(CitadelFailed);",2009,3,0,0,0,"",72,[5380],"","","",[],[279],1155,[],1155,"",[],"","","","","","","",0,35546,0,41
756,130,56,"Citadel Occupied",[718],[],[],"triggerer.ClearLeagueQuestFlag(CitadelConquered);",2009,3,0,0,0,"",72,[5734],"","","",[],[280],1155,[],1155,"",[],"","","","","","","",0,35708,0,41
757,130,57,"Crafting",[718],[],[],"triggerer.ClearLeagueQuestFlag(MapDeviceFreeCraftNotitication);",2009,3,0,0,0,"",72,[5388],"","","",[],[224],1155,[],1155,"",[],"","","","","","","",0,35882,0,41
758,130,58,"Take Watchstone",[718],[],[],"",2565,6,0,0,0,78,2565,[],"","","",[],[],1,[],1155,"",[],"","","","","","","",0,35920,0,41
759,123,0,"Introduction",[],[],[717],"",717,3,0,0,0,"",717,[734],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,35940,0,41
760,123,1,"Captain Fairgraves",[],[],[],"",2565,3,0,0,0,"",2565,[736],"","","",[233],[],233,[],1155,"",[],"","","","","","","",0,35960,0,41
761,123,2,"Zana, Master Cartographer",[],[],[],"",2565,3,0,0,0,"",2565,[743],"","","",[232],[],232,[],1155,"",[],"","","","","","","",0,36034,0,41
762,123,3,"Fishing",[717],[],[],"triggerer.DoFishingTalk();",715,5,0,0,0,"",712,[],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,36112,0,41
763,123,4,"_no_rod",[72],[],[],"",2565,5,0,0,0,"",72,[732],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,36150,0,41
764,123,5,"_have_rod",[72],[],[],"triggerer.ActivateFishingQuest();",2565,5,0,0,0,"",72,[733],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,36262,0,41
765,123,6,"Claim Fish Reward",[72],[],[],"",2565,5,0,0,0,"",72,[735],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,36320,0,41
766,133,0,"Read",[],[],[907],"",72,3,0,0,0,"",72,[929],"","",1,[],[],1155,[],1155,1,[],"","","","","","","",0,36340,0,41
767,134,0,"Read",[],[],[908],"",72,3,0,0,0,"",72,[930],"","",1,[],[],1155,[],1155,1,[],"","","","","","","",0,36360,0,41
768,135,0,"Read",[],[],[909],"",72,3,0,0,0,"",72,[931],"","",1,[],[],1155,[],1155,1,[],"","","","","","","",0,36380,0,41
769,136,0,"Read",[],[],[911],"",72,3,0,0,0,"",72,[932],"","",1,[],[],1155,[],1155,1,[],"","","","","","","",0,36400,0,41
770,137,0,"Read",[],[],[913],"",72,3,0,0,0,"",72,[933],"","",1,[],[],1155,[],1155,1,[],"","","","","","","",0,36420,0,41
771,138,0,"Read",[],[],[914],"",72,3,0,0,0,"",72,[934],"","",1,[],[],1155,[],1155,1,[],"","","","","","","",0,36440,0,41
772,139,0,"Read",[],[],[902],"",72,3,0,0,0,"",72,[924],"","",1,[],[],1155,[],1155,1,[],"","","","","","","",0,36460,0,41
773,140,0,"Read",[],[],[903],"",72,3,0,0,0,"",72,[925],"","",1,[],[],1155,[],1155,1,[],"","","","","","","",0,36480,0,41
774,141,0,"Read",[],[],[904],"",72,3,0,0,0,"",72,[926],"","",1,[],[],1155,[],1155,1,[],"","","","","","","",0,36500,0,41
775,142,0,"Read",[],[],[905],"",72,3,0,0,0,"",72,[927],"","",1,[],[],1155,[],1155,1,[],"","","","","","","",0,36520,0,41
776,143,0,"Read",[],[],[906],"",72,3,0,0,0,"",72,[928],"","",1,[],[],1155,[],1155,1,[],"","","","","","","",0,36540,0,41
777,145,0,"Read",[],[],[918],"",72,3,0,0,0,"",72,[1038],"","",1,[],[],1155,[],1155,1,[],"","","","","","","",0,36560,0,41
778,146,0,"Read",[],[],[919],"",72,3,0,0,0,"",72,[1039],"","",1,[],[],1155,[],1155,1,[],"","","","","","","",0,36580,0,41
779,147,0,"Read",[],[],[920],"",72,3,0,0,0,"",72,[1040],"","",1,[],[],1155,[],1155,1,[],"","","","","","","",0,36600,0,41
780,148,0,"Read",[],[],[921],"",72,3,0,0,0,"",72,[1041],"","",1,[],[],1155,[],1155,1,[],"","","","","","","",0,36620,0,41
781,149,0,"Read",[],[],[922],"",72,3,0,0,0,"",72,[1042],"","",1,[],[],1155,[],1155,1,[],"","","","","","","",0,36640,0,41
782,156,0,"Read",[],[],[928],"triggerer.FinishNPCChat();",72,3,0,0,0,"",72,[1066],"","","",[],[],1155,[],1155,1,[],"","","","","","","",0,36660,0,41
783,157,0,"Read",[],[],[929],"triggerer.FinishNPCChat();",72,3,0,0,0,"",72,[1067],"","","",[],[],1155,[],1155,1,[],"","","","","","","",0,36680,0,41
784,158,0,"Read",[],[],[930],"triggerer.FinishNPCChat();",72,3,0,0,0,"",72,[1068],"","","",[],[],1155,[],1155,1,[],"","","","","","","",0,36700,0,41
785,159,0,"Read",[],[],[931],"triggerer.FinishNPCChat();",72,3,0,0,0,"",72,[1069],"","","",[],[],1155,[],1155,1,[],"","","","","","","",0,36720,0,41
786,160,0,"Read",[],[],[932],"triggerer.FinishNPCChat();",72,3,0,0,0,"",72,[1070],"","","",[],[],1155,[],1155,1,[],"","","","","","","",0,36740,0,41
787,161,0,"Read",[],[],[933],"triggerer.FinishNPCChat();",72,3,0,0,0,"",72,[1071],"","","",[],[],1155,[],1155,1,[],"","","","","","","",0,36760,0,41
788,162,0,"Introduction",[],[],[934],"",934,3,0,0,0,"",934,[1080],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,36780,0,41
789,162,1,"Perandus Coins",[],[],[910],"",2565,3,0,0,0,"",910,[1081],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,36832,0,41
790,162,2,"Chitus Perandus",[],[],[912],"",2565,3,0,0,0,"",912,[1082],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,36886,0,41
791,162,3,"The Perandus Family",[912],[],[893],"",2565,3,0,0,0,"",893,[1083],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,36952,0,41
792,162,4,"Cataclysm",[],[],[935],"",2565,3,0,0,0,"",935,[1085],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,36972,0,41
793,162,5,"Prospero",[935],[],[936],"",2565,3,0,0,0,"",936,[1086],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,37016,0,41
794,162,6,"Izaro",[938],[900],[937],"",2565,3,0,0,0,"",937,[1087],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,37058,0,41
795,162,7,"Izaro",[900],[],[937],"",2565,3,0,0,0,"",937,[1088],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,37082,0,41
796,162,8,"Cadiro's Offer",[],[],[939],"",939,33,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"",1,"","",5,"","",0,37118,0,41
797,162,9,"_trade_complete_",[72],[],[],"triggerer.FinishNPCChat(); Transition();",2565,3,0,0,0,"",72,"[1089,1090,1091,1092,1093,1094,1095,1096]","","","",[],[],1155,[],1155,"",[],"","","","","","","",0,37286,0,41
798,323,0,"Introduction",[],[],[934],"",934,3,0,0,0,"",934,[1080],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,37306,0,41
799,323,1,"Perandus Coins",[],[],[910],"",2565,3,0,0,0,"",910,[1081],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,37326,0,41
800,323,2,"Chitus Perandus",[],[],[912],"",2565,3,0,0,0,"",912,[1082],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,37346,0,41
801,323,3,"The Perandus Family",[912],[],[893],"",2565,3,0,0,0,"",893,[1083],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,37370,0,41
802,323,4,"Cataclysm",[],[],[935],"",2565,3,0,0,0,"",935,[1085],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,37390,0,41
803,323,5,"Prospero",[935],[],[936],"",2565,3,0,0,0,"",936,[1086],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,37414,0,41
804,323,6,"Izaro",[938],[900],[937],"",2565,3,0,0,0,"",937,[1087],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,37442,0,41
805,323,7,"Izaro",[900],[],[937],"",2565,3,0,0,0,"",937,[1088],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,37466,0,41
806,323,8,"Cadiro's Offer",[],[],[939],"",939,33,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"",1,"","",5,"","",0,37470,0,41
807,323,9,"_trade_complete_",[72],[],[],"triggerer.FinishNPCChat(); Transition();",2565,3,0,0,0,"",72,"[1089,1090,1091,1092,1093,1094,1095,1096]","","","",[],[],1155,[],1155,"",[],"","","","","","","",0,37602,0,41
808,163,0,"Introduction",[],[954],[954],"",954,3,0,0,0,"",954,[1101],"",1,"",[288],[287],1155,[],1155,"",[],"","","","","","","",0,37634,0,41
809,163,1,"Introduction",[],"[134,151,673,1041]",[954],"",2565,3,0,0,0,"",954,[1101],"",1,"",[],[287],1155,[],1155,"",[],"","","","","","","",0,37674,0,41
810,163,2,"Introduction",[134],"[151,673,1041]",[955],"",955,3,0,0,0,"",955,[1102],"",1,"",[],[287],1155,[],1155,"",[],"","","","","","","",0,37714,0,41
811,163,3,"Introduction",[151],"[673,1041]",[956],"",956,3,0,0,0,"",956,[1103],"",1,"",[],[287],1155,[],1155,"",[],"","","","","","","",0,37750,0,41
812,163,4,"Introduction",[673],[1041],[957],"",957,3,0,0,0,"",957,[1104],"",1,"",[],[287],1155,[],1155,"",[],"","","","","","","",0,37782,0,41
813,163,5,"Introduction",[1041],[],[1514],"",1514,3,0,0,0,"",1514,[1105],"",1,"",[],[287],1155,[],1155,"",[],"","","","","","","",0,37810,0,41
814,163,6,"Wraeclast",[],[],[958],"",2565,3,0,0,0,"",958,[1131],"",1,"",[],[287],1155,[],1155,"",[],"","","","","","","",0,37834,0,41
815,163,7,"Yama the White",[],[],[959],"",2565,3,0,0,0,"",959,[1132],"",1,"",[],[287],1155,[],1155,"",[],"","","","","","","",0,37890,0,41
816,163,8,"Karui Gods",[],[],[973],"",2565,3,0,0,0,"",973,[1143],"",1,"",[],[287],1155,[],1155,"",[],"","","","","","","",0,37938,0,41
817,163,9,"Anarchy's End",[],[],[1515],"",2565,5,0,0,0,"",1515,[1142],"",1,"",[],[287],1155,[],1155,"",[144],"","","","","","","",0,38008,0,41
818,163,10,"The Black Stone",[],[],[1516],"",2565,5,0,0,0,"",1516,[1149],"","","",[],[287],1155,[],1155,"",[71],"","","","","","","",0,38082,0,41
819,163,11,"Day of Sacrifice",[],[],[1517],"",2565,5,0,0,0,"",1517,[1150],"",1,"",[],[287],1155,[],1155,"",[156],"","","","","","","",0,38158,0,41
820,163,12,"The Pale Court",[],[953],[1518],"",2565,5,0,0,0,"",1518,[1130],"",1,"",[],[287],1155,[],1155,"","[125,142,218,223]","","","","","","","",0,38282,0,41
821,163,13,"Beyond Sight",[],[],[1519],"",2565,5,0,0,0,"",1519,[1139],"",1,"",[],[287],1155,[],1155,"",[236],"","","","","","","",0,38350,0,41
822,163,14,"The Warmongers",[],[],[1520],"",2565,5,0,0,0,"",1520,[1140],"",1,"",[],[287],1155,[],1155,"",[232],"","","","","","","",0,38422,0,41
823,163,15,"Deadly Rivalry",[],[],[1521],"",2565,5,0,0,0,"",1521,[1141],"",1,"",[],[287],1155,[],1155,"",[227],"","","","","","","",0,38494,0,41
824,163,16,"Eber, the Plaguemaw",[],[],[1522],"",2565,5,0,0,0,"",1522,[1133],"",1,"",[],[287],1155,[],1155,"",[121],"","","","","","","",0,38576,0,41
825,163,17,"Yriel, Feral Lord",[],[],[1523],"",2565,5,0,0,0,"",1523,[1134],"",1,"",[],[287],1155,[],1155,"",[138],"","","","","","","",0,38654,0,41
826,163,18,"Inya, the Unbearable Whispers",[],[],[1524],"",2565,5,0,0,0,"",1524,[1135],"",1,"",[],[287],1155,[],1155,"",[214],"","","","","","","",0,38756,0,41
827,163,19,"Volkuur, the Unbreathing Queen",[],[],[1525],"",2565,5,0,0,0,"",1525,[1136],"",1,"",[],[287],1155,[],1155,"",[219],"","","","","","","",0,38860,0,41
828,163,20,"Ancient Rivalries",[],[],[1526],"",2565,5,0,0,0,"",1526,[1137],"","","",[],[287],1155,[],1155,"",[134],"","","","","","","",0,38938,0,41
829,163,21,"Path of the Thaumaturgist",[],[],[1527],"",2565,5,0,0,0,"",1527,[1138],"",1,"",[],[287],1155,[],1155,"",[126],"","","","","","","",0,39032,0,41
830,163,22,"The Ambitious Bandit",[],[],[1528],"",2565,5,0,0,0,"",1528,[1167],"",1,"",[],[287],1155,[],1155,"",[224],"","","","","","","",0,39116,0,41
831,163,23,"Invite to Hideout",[],[],[],"",2565,37,0,0,0,"",72,[1099],"","","",[],"[287,200]",1155,[],1155,"",[],"","","","","","","",0,39140,0,41
832,163,24,"_no_room_for_prophecies_",[72],[],[],"",2565,5,0,0,0,"",72,[1144],"","","",[],[287],1155,[],1155,"",[],"","","","","","","",0,39216,0,41
833,163,25,"_not_enough_silver_coins_",[72],[],[],"",2565,5,0,0,0,"",72,"[1146,1147,1148]","","","",[],[287],1155,[],1155,"",[],"","","","","","","",0,39326,0,41
834,163,26,"_unknown_error_",[72],[],[],"",2565,5,0,0,0,"",72,"[1145,1151]","","","",[],[287],1155,[],1155,"",[],"","","","","","","",0,39400,0,41
835,163,27,"View Your Prophecies",[],[],[],"",2565,24,0,0,0,"",72,[],"","","",[],[287],1155,[],1155,"",[],"",1,"","",4,"","",0,39448,0,41
836,163,28,"Seek Prophecy",[],[],[],"",2565,23,0,0,0,"",72,[],"","","",[],[287],1155,[],1155,"",[],"","","","","","","",0,39482,0,41
837,163,29,"Sell Items",[],[],[],"",2565,26,0,0,0,"",72,[],"","","",[],[287],1155,[],1155,"",[],"","","","",0,"","",0,39486,0,41
838,163,30,"Trade Divination Cards",[],[],[],"",2565,32,0,0,0,"",72,[],"","","",[],[287],1155,[],1155,"",[],"","","","",5,"","",0,39490,0,41
839,168,0,"Talk to Navali",[],[718],[],"triggerer.SetSessionQuestFlag( BanditAfterFightTalk );",2565,3,0,0,0,"",59,[1100],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,39542,0,41
840,168,1,"Introduction",[718],[954],[954],"",954,3,0,0,0,"",954,[1101],"",1,"",[],[287],1155,[],1155,"",[],"","","","","","","",0,39574,0,41
841,168,2,"Introduction",[718],"[134,151,673,1041]",[954],"",2565,3,0,0,0,"",954,[1101],"",1,"",[],[287],1155,[],1155,"",[],"","","","","","","",0,39618,0,41
842,168,3,"Introduction","[718,134]","[151,673,1041]",[955],"",955,3,0,0,0,"",955,[1102],"",1,"",[],[287],1155,[],1155,"",[],"","","","","","","",0,39662,0,41
843,168,4,"Introduction","[718,151]","[673,1041]",[956],"",956,3,0,0,0,"",956,[1103],"",1,"",[],[287],1155,[],1155,"",[],"","","","","","","",0,39702,0,41
844,168,5,"Introduction","[718,673]",[1041],[957],"",957,3,0,0,0,"",957,[1104],"",1,"",[],[287],1155,[],1155,"",[],"","","","","","","",0,39738,0,41
845,168,6,"Introduction","[718,1041]",[],[1514],"",1514,3,0,0,0,"",1514,[1105],"",1,"",[],[287],1155,[],1155,"",[],"","","","","","","",0,39770,0,41
846,168,7,"Wraeclast",[718],[],[958],"",2565,3,0,0,0,"",958,[1131],"",1,"",[],[287],1155,[],1155,"",[],"","","","","","","",0,39798,0,41
847,168,8,"Yama the White",[718],[],[959],"",2565,3,0,0,0,"",959,[1132],"",1,"",[],[287],1155,[],1155,"",[],"","","","","","","",0,39826,0,41
848,168,9,"Karui Gods",[718],[],[973],"",2565,3,0,0,0,"",973,[1143],"",1,"",[],[287],1155,[],1155,"",[],"","","","","","","",0,39854,0,41
849,168,10,"Anarchy's End",[718],[],[1515],"",2565,5,0,0,0,"",1515,[1142],"",1,"",[],[287],1155,[],1155,"",[144],"","","","","","","",0,39898,0,41
850,168,11,"The Black Stone",[718],[],[1516],"",2565,5,0,0,0,"",1516,[1149],"","","",[],[287],1155,[],1155,"",[71],"","","","","","","",0,39942,0,41
851,168,12,"Day of Sacrifice",[718],[],[1517],"",2565,5,0,0,0,"",1517,[1150],"",1,"",[],[287],1155,[],1155,"",[156],"","","","","","","",0,39986,0,41
852,168,13,"The Pale Court",[718],[953],[1518],"",2565,5,0,0,0,"",1518,[1130],"",1,"",[],[287],1155,[],1155,"","[125,142,218,223]","","","","","","","",0,40082,0,41
853,168,14,"Beyond Sight",[718],[],[1519],"",2565,5,0,0,0,"",1519,[1139],"",1,"",[],[287],1155,[],1155,"",[236],"","","","","","","",0,40126,0,41
854,168,15,"The Warmongers",[718],[],[1520],"",2565,5,0,0,0,"",1520,[1140],"",1,"",[],[287],1155,[],1155,"",[232],"","","","","","","",0,40170,0,41
855,168,16,"Deadly Rivalry",[718],[],[1521],"",2565,5,0,0,0,"",1521,[1141],"",1,"",[],[287],1155,[],1155,"",[227],"","","","","","","",0,40214,0,41
856,168,17,"Eber, the Plaguemaw",[718],[],[1522],"",2565,5,0,0,0,"",1522,[1133],"",1,"",[],[287],1155,[],1155,"",[121],"","","","","","","",0,40258,0,41
857,168,18,"Yriel, Feral Lord",[718],[],[1523],"",2565,5,0,0,0,"",1523,[1134],"",1,"",[],[287],1155,[],1155,"",[138],"","","","","","","",0,40302,0,41
858,168,19,"Inya, the Unbearable Whispers",[718],[],[1524],"",2565,5,0,0,0,"",1524,[1135],"",1,"",[],[287],1155,[],1155,"",[214],"","","","","","","",0,40346,0,41
859,168,20,"Volkuur, the Unbreathing Queen",[718],[],[1525],"",2565,5,0,0,0,"",1525,[1136],"",1,"",[],[287],1155,[],1155,"",[219],"","","","","","","",0,40390,0,41
860,168,21,"Ancient Rivalries",[718],[],[1526],"",2565,5,0,0,0,"",1526,[1137],"","","",[],[287],1155,[],1155,"",[134],"","","","","","","",0,40434,0,41
861,168,22,"Path of the Thaumaturgist",[718],[],[1527],"",2565,5,0,0,0,"",1527,[1138],"",1,"",[],[287],1155,[],1155,"",[126],"","","","","","","",0,40478,0,41
862,168,23,"The Ambitious Bandit",[718],[],[1528],"",2565,5,0,0,0,"",1528,[1167],"",1,"",[],[287],1155,[],1155,"",[224],"","","","","","","",0,40522,0,41
863,168,24,"_no_room_for_prophecies_",[72],[],[],"",2565,5,0,0,0,"",72,[1144],"","","",[],[287],1155,[],1155,"",[],"","","","","","","",0,40546,0,41
864,168,25,"_not_enough_silver_coins_",[72],[],[],"",2565,5,0,0,0,"",72,"[1146,1147,1148]","","","",[],[287],1155,[],1155,"",[],"","","","","","","",0,40602,0,41
865,168,26,"_unknown_error_",[72],[],[],"",2565,5,0,0,0,"",72,"[1145,1151]","","","",[],[287],1155,[],1155,"",[],"","","","","","","",0,40642,0,41
866,168,27,"View Your Prophecies",[],[],[],"",2565,24,0,0,0,"",72,[],"","","",[],[287],1155,[],1155,"",[],"",1,"","",4,"","",0,40646,0,41
867,168,28,"Seek Prophecy",[],[],[],"",2565,23,0,0,0,"",72,[],"","","",[],[287],1155,[],1155,"",[],"","","","","","","",0,40650,0,41
868,168,29,"Sell Items",[],[],[],"",2565,26,0,0,0,"",72,[],"","","",[],[287],1155,[],1155,"",[],"","","","",0,"","",0,40654,0,41
869,168,30,"Trade Divination Cards",[],[],[],"",2565,32,0,0,0,"",72,[],"","","",[],[287],1155,[],1155,"",[],"","","","",5,"","",0,40658,0,41
870,167,0,"Introduction",[],[56],[56],"triggerer.FinishNPCChat();",56,5,0,0,0,"",72,[1097],"","","",[287],[],1155,[],1155,"",[],"","","","","","","",0,40686,0,41
871,167,1,"Introduction",[56],[],[],"triggerer.FinishNPCChat();",72,5,0,0,0,"",72,[1097],"","","",[287],[],1155,[],1155,"",[],"","","","","","","",0,40710,0,41
872,164,0,"Letter to the Council",[],[],[],"triggerer.FinishNPCChat();",72,3,0,0,0,"",72,[1174],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,40772,0,41
873,177,0,"The Shaper",[],[],[],"triggerer.FinishNPCChat();",72,5,0,0,0,"",72,[1881],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,40812,0,41
874,94,0,"Read",[],[],[1249],"",72,3,0,0,0,"",72,[1375],"","",1,[],[],1155,[],1155,"",[],"","","","","","","",0,40832,0,41
875,179,0,"Introduction",[],[],[1095],"",1095,3,0,0,0,"",1095,"[1376,1377,1378]","",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,40884,0,41
876,179,1,"Overseer Krow",[1052],[1055],[1053],"",1053,5,0,0,0,"",72,[1379],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,40942,0,41
877,179,2,"Overseer Reward",[1053],[1055],[1054],"",1054,6,0,0,0,41,72,[],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,40988,0,41
878,179,3,"Justicar Casticus",[1058],[1063],[1061],"",1061,5,0,0,0,"",72,[1380],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,41054,0,41
879,179,4,"Casticus Reward",[1061],[1063],[1062],"",1062,6,0,0,0,42,72,[],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,41100,0,41
880,179,5,"Uprising",[],[],[1096],"",2565,3,0,0,0,"",1096,[1381],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,41140,0,41
881,179,6,"Utula",[1120],[1072],[1097],"",2565,3,0,0,0,"",1097,[1382],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,41182,0,41
882,179,7,"Utula",[1072],[1078],[1098],"",2565,3,0,0,0,"",1098,[1383],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,41210,0,41
883,179,8,"Utula",[1078],[1086],[1099],"",2565,3,0,0,0,"",1099,[1384],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,41238,0,41
884,179,9,"Vilenta",[1106],[],[1100],"",2565,3,0,0,0,"",1100,[1385],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,41280,0,41
885,179,10,"Bannon",[1131],[],[1101],"",2565,3,0,0,0,"",1101,[1386],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,41320,0,41
886,179,11,"Oriath Square",[1045],[],[1103],"",2565,3,0,0,0,"",1103,[1387],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,41374,0,41
887,179,12,"High Templar Avarius",[1072],[1075],[1073],"",1073,5,0,0,0,"",72,[1388],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,41446,0,41
888,179,13,"Avarius Reward",[1073],[1075],[1074],"",1074,6,0,0,0,44,72,[],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,41490,0,41
889,179,14,"The King's Feast",[1076],[],[1102],"",2565,3,0,0,0,"",1102,[1389],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,41550,0,41
890,179,15,"Cult of Kitava",[1076],[],[1104],"",2565,3,0,0,0,"",1104,[1390],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,41606,0,41
891,179,16,"Kitava's Torments",[1072],[1091],[1087],"",1087,5,0,0,0,"",72,[1391],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,41672,0,41
892,179,17,"Kitava's Torments","[1088,1089,1090]",[],[1091],"",1091,5,0,0,0,"",72,[1392],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,41704,0,41
893,179,18,"Torments Reward",[1091],"[1093,1094]",[1092],"",1092,6,0,0,0,46,72,[],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,41754,0,41
894,179,19,"Kitava",[1086],[],[1376],"",1376,3,0,0,0,"",1376,[1393],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,41794,0,41
895,179,20,"Purchase Items",[],[],[],"",2565,25,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",1,"","",0,41794,0,41
896,179,21,"Sell Items",[],[],[],"",2565,26,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",0,"","",0,41794,0,41
897,180,0,"Introduction",[],[],[1106],"",1106,3,0,0,0,"",1106,[1394],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,41814,0,41
898,180,1,"Lani",[1095],[],[1107],"",2565,3,0,0,0,"",1107,[1395],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,41850,0,41
899,180,2,"Utula",[1120],[1072],[1108],"",2565,3,0,0,0,"",1108,[1396],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,41878,0,41
900,180,3,"Utula",[1072],[1078],[1109],"",2565,3,0,0,0,"",1109,[1397],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,41906,0,41
901,180,4,"Bannon",[1131],[],[1110],"",2565,3,0,0,0,"",1110,[1398],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,41930,0,41
902,180,5,"Justicar Casticus",[1056],[],[1111],"",2565,3,0,0,0,"",1111,[1399],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,41954,0,41
903,180,6,"High Templar Avarius",[1070],[],[1112],"",2565,3,0,0,0,"",1112,[1400],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,41978,0,41
904,180,7,"The Sign of Purity",[1082],[1084],[1113],"",2565,3,0,0,0,"",1113,[1405],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42046,0,41
905,180,8,"Piety",[],[],[1114],"",2565,3,0,0,0,"",1114,[1401],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42066,0,41
906,180,9,"Research",[1114],[],[1115],"",2565,3,0,0,0,"",1115,[1402],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42090,0,41
907,180,10,"Gods",[1072],[],[1116],"",2565,3,0,0,0,"",1116,[1403],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42126,0,41
908,180,11,"Innocence",[1072],[],[1117],"",2565,3,0,0,0,"",1117,[1404],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42172,0,41
909,180,12,"Chitus Cathedral",[1072],[],[1118],"",2565,3,0,0,0,"",1118,[1406],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42232,0,41
910,180,13,"Kitava",[1086],[],[1119],"",1119,3,0,0,0,"",1119,[1407],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42256,0,41
911,180,14,"Miasmeter",[],[1066],[1064],"",1064,5,0,0,0,"",72,[1408],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,42302,0,41
912,180,15,"Miasmeter",[1065],[],[1066],"",1066,5,0,0,0,"",72,[1409],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,42326,0,41
913,180,16,"Miasmeter Reward",[1066],"[1068,1069]",[1067],"",1067,6,0,0,0,43,72,[],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,42378,0,41
