"rownum","WordsKey","ItemVisualIdentityKey","UniqueStashTypesKey","i32","i32","i32","i32","bool","bool","RenamedVersion","BaseVersion","bool"
534,712,9496,1,32,0,0,0,1,1,"","",""
535,713,9497,16,74,0,0,0,1,1,"","",""
536,714,9498,6,56,0,2,3,1,1,"","",""
537,683,9499,0,15,0,0,0,1,1,"","",""
538,715,9500,11,20,0,0,0,1,1,"","",""
539,716,9501,13,58,0,0,0,1,1,"","",""
540,717,9502,15,84,0,0,0,1,1,"","",""
541,720,9505,3,24,0,0,0,1,1,"","",""
542,722,9507,6,58,0,2,3,1,1,"","",""
543,723,9682,6,60,0,1,4,1,1,"","",""
544,724,9508,17,64,0,0,0,1,1,"","",""
545,792,9683,19,84,0,0,0,1,1,"","",""
546,725,9665,16,76,0,0,0,1,1,"","",""
547,726,9666,16,78,0,0,0,1,1,"","",""
548,731,9509,15,86,0,0,0,1,1,"","",""
549,732,9514,1,33,0,0,0,1,1,"","",""
550,733,9515,11,22,0,0,0,1,1,"","",""
551,735,9517,13,60,0,0,0,1,1,"","",""
552,737,9519,0,16,0,0,0,1,1,"","",""
553,738,9520,15,88,0,0,0,1,1,"","",""
554,739,9521,14,60,0,0,0,1,1,"","",""
555,740,9522,9,30,0,0,0,1,1,"","",""
556,741,9523,8,64,0,2,3,1,1,"","",""
557,764,9527,2,40,0,0,0,1,1,"","",""
558,765,9537,6,62,0,0,0,1,1,"","",""
559,766,9538,2,41,0,0,0,1,1,"","",""
560,767,9539,15,90,0,0,0,1,1,"","",""
561,768,9540,8,66,0,0,0,1,1,"","",""
562,769,9541,6,64,0,2,3,1,1,"","",""
563,770,9542,1,34,0,0,0,1,1,"","",""
564,152,7006,18,12,0,0,0,1,1,"","",""
565,771,9655,9,32,0,0,0,1,1,"","",""
566,772,9656,16,80,0,0,0,1,1,"","",""
567,773,9657,2,42,0,0,0,1,1,"","",""
568,774,9658,3,26,0,0,0,1,1,"","",""
569,775,9659,6,66,0,1,4,1,1,"","",""
570,776,9663,6,68,0,2,4,1,1,"","",""
571,777,9664,19,85,0,0,0,1,1,"","",""
572,778,9667,14,62,0,0,0,1,1,"","",""
573,780,9669,13,62,0,0,0,1,1,"","",""
574,781,9670,2,43,0,0,0,1,1,"","",""
575,782,9671,0,17,0,0,0,1,1,"","",""
576,783,9672,0,18,0,0,0,1,1,"","",""
577,786,9674,18,13,0,0,0,1,1,"","",""
578,788,9687,19,86,0,0,0,1,1,"","",""
579,789,9684,19,87,0,0,0,1,1,"","",""
580,791,9686,19,88,0,0,0,1,1,"","",""
581,793,9688,15,92,0,0,0,1,1,"","",""
582,794,9543,1,35,0,0,0,1,1,"","",""
583,795,9700,15,94,0,0,0,1,1,"","",""
584,797,9701,9,34,0,0,0,1,1,"","",""
585,796,9702,9,36,0,0,0,1,1,"","",""
586,798,9703,16,82,0,0,0,1,1,"","",""
587,799,9704,16,84,0,0,0,1,1,"","",""
588,800,9705,1,36,0,0,0,1,1,"","",""
589,801,9706,1,37,0,0,0,1,1,"",588,""
590,802,9707,5,13,0,0,0,1,1,"","",""
591,803,9708,5,14,0,0,0,1,1,"","",""
592,805,9710,15,96,0,0,0,1,1,"","",""
593,806,9711,15,98,0,0,0,1,1,"",592,""
594,808,9713,1,38,0,0,0,1,1,"","",""
595,809,9714,1,39,0,0,0,1,1,"",594,""
596,810,9715,3,28,0,0,0,1,1,"","",""
597,811,9716,3,30,0,0,0,1,1,"","",""
598,812,9717,17,66,0,0,0,1,1,"","",""
599,813,9718,17,68,0,0,0,1,1,"","",""
600,814,9719,1,40,0,0,0,1,1,"","",""
601,815,9720,1,41,0,0,0,1,1,"",600,""
602,816,9721,14,64,0,0,0,1,1,"","",""
603,817,9722,14,66,0,0,0,1,1,"","",""
604,819,9724,7,38,0,0,0,1,1,"","",""
605,820,9725,7,40,0,0,0,1,1,"",604,""
606,821,9726,17,70,0,0,0,1,1,"","",""
607,822,9727,17,72,0,0,0,1,1,"",606,""
608,823,9728,6,70,0,1,3,1,1,"","",""
609,824,9729,6,72,0,1,3,1,1,"",608,""
610,825,9730,15,100,0,0,0,1,1,"","",""
611,826,9731,15,102,0,0,0,1,1,"",610,""
612,827,9732,19,89,0,0,0,1,1,"","",""
613,828,9733,19,90,0,0,0,1,1,"","",""
614,829,9734,19,91,0,0,0,1,1,"","",""
615,830,9735,19,92,0,0,0,1,1,"","",""
616,831,9736,19,93,0,0,0,1,1,"","",""
617,832,9737,19,94,0,0,0,1,1,"","",""
618,835,9738,12,42,0,0,0,1,1,"","",""
619,833,9740,17,74,0,0,0,1,1,"","",""
620,837,9742,2,44,0,0,0,"","","","",""
621,838,9743,13,64,0,0,0,1,1,"","",""
622,839,9744,16,86,0,0,0,1,1,"","",""
623,840,9745,17,76,0,0,0,1,1,"","",""
624,841,9748,5,15,0,0,0,1,1,"","",""
625,843,9755,16,88,0,0,0,1,1,"","",""
626,844,9756,0,19,0,0,0,1,1,"","",""
627,845,9765,17,78,0,0,0,1,1,"","",""
628,846,9766,7,42,0,0,0,1,1,"","",""
629,847,9785,10,36,0,0,0,1,1,"","",""
630,849,9787,12,44,0,0,0,1,1,"","",""
631,850,9788,4,10,0,0,0,1,1,"","",""
632,851,9789,15,104,0,0,0,1,1,"","",""
633,852,9791,1,42,0,0,0,1,1,"",24,""
634,867,9798,12,46,0,0,0,1,1,"","",""
635,854,9806,19,95,0,0,0,"","","","",""
636,855,9807,19,96,0,0,0,"","","","",""
637,856,9808,19,97,0,0,0,1,1,"","",""
638,857,9809,19,98,0,0,0,1,1,"","",""
639,858,9810,19,99,0,0,0,1,1,"","",""
640,859,9811,19,100,0,0,0,1,1,"","",""
641,860,9812,19,101,0,0,0,1,1,"","",""
642,861,9813,19,102,0,0,0,1,1,"","",""
643,862,9814,19,103,0,0,0,1,1,"","",""
644,863,9815,19,104,0,0,0,1,1,"","",""
645,865,9817,19,105,0,0,0,1,1,"","",""
646,866,9818,19,106,0,0,0,1,1,"","",""
647,868,9819,19,107,0,0,0,1,1,"","",""
648,873,9820,19,108,0,0,0,"","","","",""
649,874,9821,19,109,0,0,0,1,1,"","",""
650,869,9799,14,68,0,0,0,1,1,"","",""
651,871,9801,7,44,0,0,0,1,1,"","",""
652,872,9802,0,20,0,0,0,1,1,"","",""
653,875,9805,8,68,0,0,0,1,1,"","",""
654,876,9826,10,38,0,0,0,1,1,"","",""
655,877,9828,15,106,0,0,0,1,1,"","",""
656,881,9837,12,48,0,0,0,1,1,"","",""
657,34,5543,10,40,0,0,0,1,1,"","",""
658,882,9858,16,90,0,0,0,1,1,"","",""
659,883,9859,16,92,0,0,0,1,1,"","",""
660,884,9860,6,74,0,2,3,1,1,"","",""
661,885,9885,14,70,0,0,0,1,1,"","",""
662,887,9887,13,66,0,0,0,1,1,"","",""
663,887,9888,13,68,0,0,0,1,1,"","",""
664,887,9889,13,70,0,0,0,1,1,"","",""
665,319,7235,8,0,0,1,4,"","",216,"",""
666,889,9891,15,108,0,0,0,1,1,"","",""
667,890,9892,16,94,0,0,0,1,1,"","",""
668,904,10020,19,110,0,0,0,1,1,"","",""
669,894,10015,8,70,0,2,3,1,1,"","",""
670,895,9861,6,76,0,2,3,1,1,"","",""
671,896,9862,12,50,0,0,0,1,1,"","",""
672,897,9863,17,80,0,0,0,1,1,"","",""
673,902,9882,11,24,0,0,0,1,1,"","",""
674,903,9883,16,96,0,0,0,1,1,"","",""
675,913,9884,10,42,0,0,0,1,1,"","",""
676,906,9893,3,32,0,0,0,1,1,"","",""
677,907,9894,4,11,0,0,0,1,1,"","",""
678,908,9895,1,43,0,0,0,1,1,"","",""
679,909,9896,15,110,0,0,0,1,1,"","",""
680,910,9897,13,72,0,0,0,1,1,"","",""
681,911,9898,13,74,0,0,0,1,1,"","",""
682,928,9900,18,14,0,0,0,1,1,"","",""
683,928,9901,18,15,0,0,0,1,1,"","",""
684,928,9902,18,16,0,0,0,1,1,"","",""
685,929,9908,15,112,0,0,0,1,1,"","",""
686,931,9909,17,82,0,0,0,1,1,"","",""
687,932,9910,17,84,0,0,0,1,1,"","",""
688,948,9824,19,111,0,0,0,1,1,"","",""
689,933,10139,14,72,0,0,0,1,1,"","",""
690,933,10140,14,74,0,0,0,1,1,"","",""
691,933,10141,14,76,0,0,0,1,1,"","",""
692,935,9911,15,114,0,0,0,1,1,"","",""
693,936,9912,13,76,0,0,0,1,1,"","",""
694,940,9913,14,78,0,0,0,1,1,"","",""
695,941,9914,13,78,0,0,0,1,1,"","",""
696,942,9915,16,98,0,0,0,1,1,"","",""
697,943,9916,10,44,0,0,0,1,1,"","",""
698,944,10026,14,80,0,0,0,1,1,"","",""
699,97,6103,18,17,0,0,0,1,1,"","",""
700,784,9673,18,18,0,0,0,1,1,"","",""
701,930,9904,18,19,0,0,0,1,1,"","",""
702,934,9905,18,20,0,0,0,1,1,"","",""
703,938,9906,18,21,0,0,0,1,1,"","",""
704,945,10030,2,45,0,0,0,1,1,"","",""
705,946,10027,5,16,0,0,0,1,1,"","",""
706,947,10028,0,21,0,0,0,1,1,"","",""
707,949,10059,19,112,0,0,0,1,1,"","",""
708,951,9917,13,80,0,0,0,1,1,"","",""
709,952,10062,19,113,0,0,0,1,1,"","",""
710,954,10063,19,114,0,0,0,1,1,"","",""
711,955,9825,19,115,0,0,0,1,1,"","",""
712,956,8608,6,78,0,2,3,1,1,"","",""
713,957,10029,16,100,0,0,0,1,1,"","",""
714,958,10035,12,52,0,0,0,1,1,"","",""
715,959,10036,17,86,0,0,0,1,1,"","",""
716,960,10037,17,88,0,0,0,1,1,"","",""
717,961,10038,1,44,0,0,0,1,1,"","",""
718,961,10039,1,45,0,0,0,1,1,"","",""
719,961,10040,1,46,0,0,0,1,1,"","",""
720,961,10041,1,47,0,0,0,1,1,"","",""
721,961,10042,1,48,0,0,0,1,1,"","",""
722,962,10044,15,116,0,0,0,1,1,"","",""
723,963,10045,14,82,0,0,0,1,1,"","",""
724,963,10046,14,0,0,0,0,1,1,723,"",""
725,964,10047,4,12,0,0,0,1,1,"","",""
726,965,10048,9,38,0,0,0,1,1,"","",""
727,966,10049,1,49,0,0,0,1,1,"","",""
728,967,10050,16,102,0,0,0,1,1,"","",""
729,968,10051,13,82,0,0,0,1,1,"","",""
730,968,10052,13,0,0,0,0,1,1,729,"",""
731,969,10053,12,54,0,0,0,1,1,"","",""
732,970,10054,16,104,0,0,0,1,1,"","",""
733,970,10055,16,0,0,0,0,1,1,732,"",""
734,971,10056,15,118,0,0,0,1,1,"","",""
735,971,10057,15,0,0,0,0,"","",734,"",""
736,973,10064,19,116,0,0,0,1,1,"","",""
737,974,10065,13,84,0,0,0,1,1,"","",""
738,975,10066,8,72,0,2,3,1,1,"","",""
739,976,10067,9,40,0,0,0,1,1,"","",""
740,977,10068,5,17,0,0,0,1,1,"","",""
741,978,10069,6,80,0,2,3,1,1,"","",""
742,979,10070,6,82,0,2,3,1,1,"","",""
743,980,10071,4,13,0,0,0,1,1,"","",""
744,981,10072,8,74,0,2,3,1,1,"","",""
745,982,10073,1,50,0,0,0,1,1,"","",""
746,983,10079,2,46,0,0,0,1,1,"","",""
747,984,10080,2,47,0,0,0,1,1,"","",""
748,985,10081,16,106,0,0,0,1,1,"","",""
749,986,10082,10,46,0,0,0,1,1,"","",""
750,987,9663,6,84,0,2,4,1,1,"","",""
751,988,10083,11,26,0,0,0,1,1,"","",""
752,989,10085,16,108,0,0,0,1,1,"","",""
753,990,10086,10,48,0,0,0,1,1,"","",""
754,991,10087,7,46,0,0,0,1,1,"","",""
755,992,10088,13,86,0,0,0,1,1,"","",""
756,993,10089,15,120,0,0,0,1,1,"","",""
757,994,10090,14,84,0,0,0,1,1,"","",""
758,995,10091,16,110,0,0,0,1,1,"","",""
759,996,10092,15,122,0,0,0,1,1,"","",""
760,997,10093,16,112,0,0,0,1,1,"","",""
761,998,10094,13,88,0,0,0,1,1,"","",""
762,999,10095,14,86,0,0,0,1,1,"","",""
763,1000,10096,15,124,0,0,0,1,1,"","",""
764,1002,10098,16,114,0,0,0,1,1,"","",""
765,1003,10099,13,90,0,0,0,1,1,"","",""
766,1004,10100,14,88,0,0,0,1,1,"","",""
767,1005,10101,15,126,0,0,0,1,1,"","",""
768,1006,10102,16,116,0,0,0,1,1,"","",""
769,1007,10103,13,92,0,0,0,1,1,"","",""
770,1008,10104,14,90,0,0,0,1,1,"","",""
771,1009,10105,15,128,0,0,0,1,1,"","",""
772,1011,10107,17,90,0,0,0,1,1,"","",""
773,1012,10108,2,48,0,0,0,1,1,"","",""
774,1013,10109,12,56,0,0,0,1,1,"","",""
775,1046,10110,15,130,0,0,0,1,1,"","",""
776,1047,10112,13,94,0,0,0,1,1,"","",""
777,1048,10113,13,96,0,0,0,1,1,"",776,""
778,1049,10114,16,118,0,0,0,1,1,"","",""
779,1050,10115,16,120,0,0,0,1,1,"","",""
780,1051,10116,17,92,0,0,0,1,1,"","",""
781,1052,10117,17,94,0,0,0,1,1,"","",""
782,1053,10118,15,132,0,0,0,1,1,"","",""
783,1054,10119,1,51,0,0,0,1,1,"","",""
784,1055,10120,1,52,0,0,0,1,1,"",783,""
785,1056,10121,19,117,0,0,0,1,1,"","",""
786,1057,10122,19,118,0,0,0,1,1,"","",""
787,1058,10123,19,119,0,0,0,1,1,"","",""
788,1059,10124,19,120,0,0,0,1,1,"",785,""
789,1060,10125,19,121,0,0,0,1,1,"",786,""
790,1061,10126,19,122,0,0,0,1,1,"",787,""
791,1062,10127,0,22,0,0,0,1,1,"","",""
792,1063,10128,0,23,0,0,0,1,1,"","",""
793,1064,10129,12,58,0,0,0,1,1,"","",""
794,1065,10130,14,92,0,0,0,1,1,"","",""
795,1066,10131,14,94,0,0,0,1,1,"",794,""
796,1067,10132,12,60,0,0,0,1,1,"","",""
797,1068,10133,12,62,0,0,0,1,1,"","",""
798,1069,10134,6,86,0,1,3,1,1,"","",""
799,1070,10135,6,88,0,1,3,1,1,"",798,""
800,1071,10136,17,96,0,0,0,1,1,"","",""
801,1072,10137,8,76,0,2,3,1,1,"","",""
802,1074,10142,19,123,0,0,0,1,1,"","",""
803,1074,10143,19,124,0,0,0,1,1,"","",""
804,1074,10144,19,125,0,0,0,1,1,"","",""
805,1076,10200,19,126,0,0,0,1,1,"","",""
806,1078,10202,2,49,0,0,0,1,1,"","",""
807,1079,10203,10,50,0,0,0,1,1,"","",""
808,1080,10204,1,53,0,0,0,1,1,"","",""
809,1082,10206,17,98,0,0,0,1,1,"","",""
810,1083,10207,1,54,0,0,0,1,1,"","",""
811,1084,10208,13,98,0,0,0,1,1,"","",""
812,1085,10209,13,100,0,0,0,1,1,"","",""
813,1086,10210,16,122,0,0,0,1,1,"","",""
814,1087,10211,8,78,0,2,3,1,1,"","",""
815,1088,10212,16,124,0,0,0,1,1,"","",""
816,1089,10213,16,126,0,0,0,1,1,"","",""
817,1090,10214,2,50,0,0,0,1,1,"","",""
818,1091,10215,2,51,0,0,0,1,1,"","",""
819,1092,10216,2,52,0,0,0,1,1,"","",""
820,1093,10217,2,53,0,0,0,1,1,"","",""
821,1094,10218,2,54,0,0,0,1,1,"","",""
822,1095,10219,2,55,0,0,0,1,1,"","",""
823,1096,10220,2,56,0,0,0,1,1,"","",""
824,1097,10221,2,57,0,0,0,1,1,"","",""
825,1098,10222,2,58,0,0,0,1,1,"","",""
826,1099,10223,2,59,0,0,0,1,1,"","",""
827,1099,10224,2,60,0,0,0,1,1,"","",""
828,1099,10225,2,61,0,0,0,1,1,"","",""
829,1099,10226,2,62,0,0,0,1,1,"","",""
830,1099,10227,2,63,0,0,0,1,1,"","",""
831,1099,10228,2,64,0,0,0,1,1,"","",""
832,1099,10229,2,65,0,0,0,1,1,"","",""
833,1100,10230,1,55,0,0,0,1,1,"","",""
834,1107,10247,13,102,0,0,0,1,1,"","",""
835,1109,10249,16,128,0,0,0,1,1,"","",""
836,1110,10250,16,130,0,0,0,1,1,"","",""
837,1111,10251,16,132,0,0,0,1,1,"","",""
838,1114,10254,1,56,0,0,0,1,1,"","",""
839,1115,10255,2,66,0,0,0,1,1,"","",""
840,1116,10256,9,42,0,0,0,1,1,"","",""
841,1117,10257,6,90,0,1,4,1,1,"","",""
842,1119,10259,12,64,0,0,0,1,1,"","",""
843,1120,10260,15,134,0,0,0,1,1,"","",""
844,1121,10261,0,24,0,0,0,1,1,"","",""
845,1122,10262,16,134,0,0,0,1,1,"","",""
846,1123,10263,17,100,0,0,0,1,1,"","",""
847,1112,10252,15,136,0,0,0,1,1,"","",""
848,1081,10205,13,104,0,0,0,1,1,"","",""
849,1132,10379,2,67,0,0,0,1,1,"","",""
850,1133,10380,2,68,0,0,0,1,1,"","",""
851,1134,10381,2,69,0,0,0,1,1,"","",""
852,1135,10382,2,70,0,0,0,1,1,"","",""
853,1136,10383,2,71,0,0,0,1,1,"","",""
854,1125,10372,8,80,0,0,0,1,1,"","",""
855,1127,10374,0,25,0,0,0,1,1,"","",""
856,1128,10375,13,106,0,0,0,1,1,"","",""
857,1129,10376,15,138,0,0,0,1,1,"","",""
858,1130,10377,13,108,0,0,0,1,1,"","",""
859,1131,10378,16,136,0,0,0,1,1,"","",""
860,1137,10384,1,57,0,0,0,1,1,"","",""
861,1139,10386,17,102,0,0,0,1,1,"","",""
862,1140,10387,14,96,0,0,0,1,1,"","",""
863,1141,10388,11,28,0,0,0,1,1,"","",""
864,759,8097,5,18,0,0,0,1,1,"",282,""
865,1029,5564,16,138,0,0,0,1,1,"",30,""
866,1024,6469,17,104,0,0,0,1,1,"",108,""
867,1041,8605,8,82,0,0,0,1,1,"",316,""
868,1101,7052,8,84,0,0,0,1,1,"",120,""
869,1044,9256,5,19,0,0,0,1,1,"",472,""
870,743,8072,11,30,0,0,0,1,1,"",269,""
871,1014,7062,15,140,0,0,0,1,1,"",129,""
872,730,5542,9,44,0,0,0,1,1,"",14,""
873,749,7084,16,140,0,0,0,1,1,"",139,""
874,1021,5585,13,110,0,0,0,1,1,"",50,""
875,755,7459,9,46,0,0,0,1,1,"",244,""
876,1042,5529,6,92,0,0,0,1,1,"",1,""
877,1038,8774,7,48,0,0,0,1,1,"",405,""
878,1019,7202,14,98,0,0,0,1,1,"",178,""
879,748,5541,16,142,0,0,0,1,1,"",13,""
880,1028,6460,15,142,0,0,0,1,1,"",99,""
881,1022,5562,16,144,0,0,0,1,1,"",28,""
882,1040,5545,8,86,0,0,0,1,1,"",16,""
883,1103,5569,16,146,0,0,0,1,1,"",35,""
884,1015,5571,14,100,0,0,0,1,1,"",37,""
885,746,5580,13,112,0,0,0,1,1,"",45,""
886,758,5544,8,88,0,0,0,1,1,"",15,""
887,1037,7456,11,32,0,0,0,1,1,"",243,""
888,752,6120,17,106,0,0,0,1,1,"",61,""
889,763,5532,2,72,0,0,0,1,1,"",4,""
890,727,5555,1,58,0,0,0,1,1,"",23,""
891,1031,5540,16,148,0,0,0,1,1,"",12,""
892,747,5563,16,150,0,0,0,1,1,"",29,""
893,1026,7332,10,52,0,0,0,1,1,"",213,""
894,745,5570,1,59,0,0,0,1,1,"",36,""
895,1025,7205,8,90,0,0,0,1,1,"",180,""
896,761,6468,6,94,0,0,0,1,1,"",107,""
897,760,8771,10,54,0,0,0,1,1,"",402,""
898,1039,8767,4,14,0,0,0,1,1,"",399,""
899,729,5577,14,102,0,0,0,1,1,"",42,""
900,756,5538,9,48,0,0,0,1,1,"",10,""
901,1017,5578,14,104,0,0,0,1,1,"",43,""
902,754,6446,7,50,0,0,0,1,1,"",87,""
903,1043,9249,6,96,0,0,0,1,1,"",465,""
904,1033,6112,1,60,0,0,0,1,1,"",53,""
905,753,7328,7,52,0,0,0,1,1,"",212,""
906,1045,10044,15,144,0,0,0,1,1,"",722,""
907,1035,6115,12,66,0,0,0,1,1,"",56,""
908,751,6430,17,108,0,0,0,1,1,"",74,""
909,744,5552,11,34,0,0,0,1,1,"",238,""
910,1027,8781,10,56,0,0,0,1,1,"",412,""
911,1034,6115,12,68,0,0,0,1,1,"",56,""
912,757,6897,9,50,0,0,0,1,1,"",110,""
913,750,7322,17,110,0,0,0,1,1,"",210,""
914,1023,8549,2,73,0,0,0,1,1,"",290,""
915,742,5531,2,74,0,0,0,1,1,"",3,""
916,728,6452,15,146,0,0,0,1,1,"",92,""
917,1124,6984,17,112,0,0,0,1,1,"",112,""
918,1016,7232,15,148,0,0,0,1,1,"",184,""
919,1018,5579,14,106,0,0,0,1,1,"",44,""
920,1036,8550,2,75,0,0,0,1,1,"",291,""
921,398,5139,1,61,0,0,0,"","","","",1
922,19,6990,6,98,0,0,0,"","","","",1
923,134,6991,16,152,0,0,0,"","","","",1
924,104,6992,13,114,0,0,0,"","","","",1
925,66,6993,14,108,0,0,0,"","","","",1
926,74,6994,13,116,0,0,0,"","","","",1
927,141,6995,17,114,0,0,0,"","","","",1
928,24,6996,2,76,0,0,0,"","","","",1
929,45,6997,1,62,0,0,0,"","","","",1
930,38,6998,6,100,0,0,0,"","","","",1
931,114,6999,9,52,0,0,0,"","","","",1
932,33,7001,9,54,0,0,0,"","","","",1
933,101,7002,1,63,0,0,0,"","","","",1
934,164,7003,15,150,0,0,0,"","","","",1
935,79,7004,1,64,0,0,0,"","","","",1
936,21,7186,2,77,0,0,0,"","","","",1
937,105,7187,14,110,0,0,0,"","","","",1
938,67,7188,14,112,0,0,0,"","","","",1
939,47,7190,1,65,0,0,0,"","","","",1
940,68,7191,14,114,0,0,0,"","","","",1
941,89,7192,7,54,0,0,0,"","","","",1
942,69,7193,14,116,0,0,0,"","","","",1
943,163,7194,14,118,0,0,0,"","","","",1
944,133,7195,10,58,0,0,0,"","","","",1
945,192,7241,1,66,0,0,0,"","","","",1
946,78,7242,1,67,0,0,0,"","","","",1
947,149,7243,15,152,0,0,0,"","","","",1
948,126,7244,15,154,0,0,0,"","","","",1
949,52,7245,16,154,0,0,0,"","","","",1
950,56,7246,16,156,0,0,0,"","","","",1
951,112,7248,8,92,0,0,0,"","","","",1
952,34,7249,10,60,0,0,0,"","","","",1
953,28,7250,4,15,0,0,0,"","","","",1
954,22,7297,2,78,0,0,0,"","","","",1
955,143,7298,9,56,0,0,0,"","","","",1
956,51,7299,16,158,0,0,0,"","","","",1
957,219,7301,2,79,0,0,0,"","","","",1
958,232,7302,0,26,0,0,0,"","","","",1
959,150,7303,2,80,0,0,0,"","","","",1
960,140,7304,6,102,0,2,4,"","","","",1
961,230,7305,2,81,0,0,0,"","","","",1
962,222,7306,12,70,0,0,0,"","","","",1
963,216,7309,1,68,0,0,0,"","","","",1
964,228,7310,1,69,0,0,0,"","","","",1
965,242,7311,16,160,0,0,0,"","","","",1
966,41,7313,2,82,0,0,0,"","","","",1
967,107,7314,4,16,0,0,0,"","","","",1
968,82,7338,12,72,0,0,0,"","","","",1
969,182,7339,6,104,0,0,0,"","","","",1
970,109,7340,14,120,0,0,0,"","","","",1
971,220,7342,2,83,0,0,0,"","","","",1
972,24,7343,2,84,0,0,0,"","","","",1
973,83,7344,12,74,0,0,0,"","","","",1
974,44,7345,1,70,0,0,0,"","","","",1
975,269,7346,2,85,0,0,0,"","","","",1
976,199,7347,5,20,0,0,0,"","","","",1
977,299,7349,13,118,0,0,0,"","","","",1
978,80,7438,12,76,0,0,0,"","","","",1
979,42,7439,11,36,0,0,0,"","","","",1
980,161,7440,15,156,0,0,0,"","","","",1
981,266,7442,6,106,0,0,0,"","","","",1
982,280,7443,0,27,0,0,0,"","","","",1
983,183,7444,2,86,0,0,0,"","","","",1
984,20,7445,1,71,0,0,0,"","","","",1
985,155,7446,16,162,0,0,0,"","","","",1
986,283,7447,12,78,0,0,0,"","","","",1
987,345,7448,12,80,0,0,0,"","","","",1
988,298,7471,5,21,0,0,0,"","","","",1
989,166,7472,10,62,0,0,0,"","","","",1
990,275,7473,2,87,0,0,0,"","","","",1
991,320,7475,16,164,0,0,0,"","","","",1
992,286,7476,12,82,0,0,0,"","","","",1
993,41,7477,2,88,0,0,0,"","","","",1
994,276,7478,2,89,0,0,0,"","","","",1
995,94,7479,17,116,0,0,0,"","","","",1
996,277,7480,2,90,0,0,0,"","","","",1
997,278,7481,2,91,0,0,0,"","","","",1
998,314,8083,10,64,0,0,0,"","","","",1
999,231,8085,2,92,0,0,0,"","","","",1
1000,369,8086,0,28,0,0,0,"","","","",1
1001,195,8087,16,166,0,0,0,"","","","",1
1002,217,8088,1,72,0,0,0,"","","","",1
1003,395,8089,2,93,0,0,0,"","","","",1
1004,20,8561,1,73,0,0,0,"","","","",1
1005,265,8563,3,34,0,0,0,"","","","",1
1006,39,8564,2,94,0,0,0,"","","","",1
1007,158,8565,16,168,0,0,0,"","","","",1
1008,426,8566,0,29,0,0,0,"","","","",1
1009,367,8578,2,95,0,0,0,"","","","",1
1010,71,8580,13,120,0,0,0,"","","","",1
1011,387,8581,2,96,0,0,0,"","","","",1
1012,316,8582,4,17,0,0,0,"","","","",1
1013,428,8583,1,74,0,0,0,"","","","",1
1014,66,8592,14,122,0,0,0,"","","","",1
1015,36,8594,8,94,0,0,0,"","","","",1
1016,406,8595,2,97,0,0,0,"","","","",1
1017,83,8596,12,84,0,0,0,"","","","",1
1018,192,8597,1,75,0,0,0,"","","","",1
1019,563,8677,17,118,0,0,0,"","","","",1
1020,408,8678,1,76,0,0,0,"","","","",1
1021,383,8680,6,108,0,0,0,"","","","",1
1022,418,8681,1,77,0,0,0,"","","","",1
1023,85,8682,17,120,0,0,0,"","","","",1
1024,571,8683,2,98,0,0,0,"","","","",1
1025,646,8764,15,158,0,0,0,"","","","",1
1026,399,9219,10,66,0,0,0,"","","","",1
1027,220,9221,2,99,0,0,0,"","","","",1
1028,224,9222,14,124,0,0,0,"","","","",1
1029,380,9223,13,122,0,0,0,"","","","",1
1030,591,9224,1,78,0,0,0,"","","","",1
1031,551,9263,6,110,0,0,0,"","","","",1
1032,87,9265,17,122,0,0,0,"","","","",1
1033,280,9266,0,30,0,0,0,"","","","",1
1034,212,9267,7,56,0,0,0,"","","","",1
1035,631,9268,12,86,0,0,0,"","","","",1
1036,347,9292,11,38,0,0,0,"","","","",1
1037,462,9294,10,68,0,0,0,"","","","",1
1038,443,9295,12,88,0,0,0,"","","","",1
1039,531,9296,2,100,0,0,0,"","","","",1
1040,644,9297,1,79,0,0,0,"","","","",1
1041,745,9529,1,80,0,0,0,"","","",36,1
1042,632,9530,1,81,0,0,0,"","","","",1
1043,463,9531,1,82,0,0,0,"","","","",1
1044,218,9532,1,83,0,0,0,"","","","",1
1045,636,9533,1,84,0,0,0,"","","","",1
1046,217,9534,1,85,0,0,0,"","","","",1
1047,1149,5256,16,170,0,0,0,"","","","",""
1048,1149,5257,16,172,0,0,0,"","","","",1
1049,1143,10390,13,124,0,0,0,1,1,"","",""
1050,1144,10391,16,174,0,0,0,1,1,"","",""
1051,1145,10392,1,86,0,0,0,1,1,"","",""
1052,1151,10395,8,96,0,0,0,1,1,"","",""
1053,1150,10394,16,176,0,0,0,1,1,"","",""
1054,1152,10397,19,127,0,0,0,1,1,"","",""
1055,1153,10398,19,128,0,0,0,1,1,"","",""
1056,1154,10399,19,129,0,0,0,1,1,"","",""
1057,1155,10400,19,130,0,0,0,1,1,"","",""
1058,1156,10401,19,131,0,0,0,1,1,"","",""
1059,1146,10393,16,178,0,0,0,1,1,"","",""
1060,1157,10402,19,132,0,0,0,1,1,"","",""
1061,1164,10443,13,126,0,0,0,1,1,"","",""
1062,1165,10444,2,101,0,0,0,1,1,"","",""
1063,1166,10445,2,102,0,0,0,1,1,"","",""
1064,1167,10446,15,160,0,0,0,1,1,"","",""
1065,1168,10447,1,87,0,0,0,1,1,"","",""
1066,1169,10448,12,90,0,0,0,1,1,"","",""
1067,1171,10450,14,126,0,0,0,1,1,"","",""
