"rownum","Id","Name","Metadata","rid","NPCMasterKey","ShortName","i32","NPCAudios1","NPCAudios2","i32","row","Portrait","DialogueStyle","bool","rid","Gender","bool"
181,"Metadata/NPC/Act5/Utula","Utula","Metadata/NPC/NPC","","","",5,[66],[67],42791,"","","",1,4,"M",""
182,"Metadata/NPC/Act5/BannonTown","Bannon","Metadata/NPC/NPC","","","",5,[62],[63],24257,"","","",1,4,"M",""
183,"Metadata/NPC/Act5/BannonInnocence","Bannon","Metadata/NPC/NPC","","","",5,[],[],18118,"","","",1,"","M",""
184,"Metadata/NPC/Act5/SinInnocence","Sin","Metadata/NPC/NPC",3057,"","",5,[],[],6956,"","","",1,"","M",""
185,"Metadata/NPC/Act5/SinKitava","Sin","Metadata/NPC/NPC","","","",5,[],[],37457,"","","",1,"","M",""
186,"Metadata/NPC/Act5/Lilly","Lilly Roth","Metadata/NPC/NPC","","","Lilly",5,[153],[154],4507,"","","",1,"","F",""
187,"Metadata/NPC/Act6/Tarkleigh","Tarkleigh","Metadata/NPC/Act1/Tarkleigh","","","",6,[0],[1],27149,"","","",1,5,"M",""
188,"Metadata/NPC/Act6/Bestel","Bestel","Metadata/NPC/Act1/Bestel","","","",6,[4],[],25512,"","","",1,16,"M",""
189,"Metadata/NPC/Act6/Lilly","Lilly Roth","Metadata/NPC/NPC","","","Lilly",6,[153],[154],46727,"","","",1,44,"F",""
190,"Metadata/NPC/Act6/WeylamBeacon","Weylam Roth","Metadata/NPC/NPC","","","Weylam",6,[],[],186,"","","",1,"","M",""
191,"Metadata/NPC/Act6/WeylamReef1","Weylam Roth","Metadata/NPC/NPC","","","Weylam",6,[],[],64416,"","","",1,"","M",""
192,"Metadata/NPC/Act6/WeylamReef2","Weylam Roth","Metadata/NPC/NPC","","","Weylam",6,[],[],3681,"","","",1,"","M",""
193,"Metadata/NPC/Act6/SinTown","Sin","Metadata/NPC/NPC",2390,"","",6,[72],[73],48413,"","","",1,"","M",""
194,"Metadata/NPC/Act6/SinTukohama","Sin","Metadata/NPC/NPC",2395,"","",6,[72],[73],51274,"","","",1,"","M",""
195,"Metadata/NPC/Act6/SinAbberath","Sin","Metadata/NPC/NPC",2537,"","",6,[72],[73],60453,"","","",1,"","M",""
196,"Metadata/NPC/Act6/SinShavronne","Sin","Metadata/NPC/NPC","","","",6,[72],[73],12794,"","","",1,"","M",""
197,"Metadata/NPC/Act6/SinRyslatha","Sin","Metadata/NPC/NPC",2538,"","",6,[72],[73],64219,"","","",1,"","M",""
198,"Metadata/NPC/Act6/SinBrineKing","Sin","Metadata/NPC/NPC",2392,"","",6,[72],[73],23106,"","","",1,"","M",""
199,"Metadata/NPC/Act6/NessaMudFlats","Nessa","Metadata/NPC/NPC","","","",6,[],[],33881,"","","",1,"","F",""
200,"Metadata/NPC/Act6/NessaPrisonersGate","Nessa","Metadata/NPC/NPC","","","",6,[],[],38959,"","","",1,"","F",""
201,"Metadata/NPC/Act6/NessaMerveilsCaverns","Nessa","Metadata/NPC/NPC","","","",6,[],[],8054,"","","",1,"","F",""
202,"Metadata/NPC/Act6/NessaBrineKing","Nessa","Metadata/NPC/NPC","","","",6,[],[],28218,"","","",1,"","F",""
203,"Metadata/NPC/League/Prophecy/NavaliMonkey","Yama the White","Metadata/NPC/NPC","","","",0,[],[],48677,"","","",1,"","",""
204,"Metadata/NPC/Act6/Tukohama","Tukohama","Metadata/NPC/NPC","","","",6,[],[],58512,"","","",1,"","M",""
205,"Metadata/NPC/Info/VaalLetters/VaalLetter_01","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],41100,"","","",1,"","",""
206,"Metadata/NPC/Info/VaalLetters/VaalLetter_02","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],56842,"","","",1,"","",""
207,"Metadata/NPC/Info/VaalLetters/VaalLetter_03","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],1852,"","","",1,"","",""
208,"Metadata/NPC/Info/VaalLetters/VaalLetter_04","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],20062,"","","",1,"","",""
209,"Metadata/NPC/Info/VaalLetters/VaalLetter_05","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],34131,"","","",1,"","",""
210,"Metadata/NPC/Info/VaalLetters/VaalLetter_06","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],14526,"","","",1,"","",""
211,"Metadata/NPC/Info/VaalLetters/VaalLetter_07","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],33021,"","","",1,"","",""
212,"Metadata/NPC/Info/VaalLetters/VaalLetter_08","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],21848,"","","",1,"","",""
213,"Metadata/NPC/Info/VaalLetters/VaalLetter_09","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],32777,"","","",1,"","",""
214,"Metadata/NPC/Info/VaalLetters/VaalLetter_10","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],56977,"","","",1,"","",""
215,"Metadata/NPC/Info/VaalLetters/VaalLetter_11","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],23168,"","","",1,"","",""
216,"Metadata/NPC/Info/VaalLetters/VaalLetter_12","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],56017,"","","",1,"","",""
217,"Metadata/NPC/Act7/SinTown","Sin","Metadata/NPC/NPC","","","",7,[72],[73],4086,"","","",1,"","M",""
218,"Metadata/NPC/Act7/SinRalakesh","Sin","Metadata/NPC/NPC",2394,"","",7,[72],[73],52249,"","","",1,"","M",""
219,"Metadata/NPC/Act7/SinGruthkul","Sin","Metadata/NPC/NPC",2396,"","",7,[72],[73],27715,"","","",1,"","M",""
220,"Metadata/NPC/Act7/SinArakaali","Sin","Metadata/NPC/NPC",2398,"","",7,[72],[73],58093,"","","",1,"","M",""
221,"Metadata/NPC/Act7/SinMaligaro","Sin","Metadata/NPC/NPC","","","",7,[72],[73],61728,"","","",1,"","M",""
222,"Metadata/NPC/Act7/Weylam","Weylam Roth","Metadata/NPC/NPC","","","Weylam",7,[70],[71],64647,"","","",1,39,"M",""
223,"Metadata/NPC/Act7/YeenaTown","Yeena","Metadata/NPC/NPC","","","",7,[8],[9],51857,"","","",1,17,"F",""
224,"Metadata/NPC/Act7/YeenaVaalCity","Yeena","Metadata/NPC/NPC","","","",7,[],[],9841,"","","",1,"","F",""
225,"Metadata/NPC/Act7/Eramir","Eramir","Metadata/NPC/NPC","","","",7,[6],[7],54404,"","","",1,"","M",""
226,"Metadata/NPC/Act7/Helena","Helena","Metadata/NPC/NPC","",3,"",7,[24],[25],36447,"","","",1,6,"F",""
227,"Metadata/NPC/Act7/SilkSins","Silk","Metadata/NPC/NPC","","","",7,[13],[],38693,"","","",1,"","M",""
228,"Metadata/NPC/Act7/SilkArakaali","Silk","Metadata/NPC/NPC","","","",7,[],[],37962,"","","",1,"","M",""
229,"Metadata/NPC/Act8/Hargan","Hargan","Metadata/NPC/Act3/Hargan","","","",8,[14],[15],44632,"","","",1,7,"M",""
230,"Metadata/NPC/Act8/Maramoa","Maramoa","Metadata/NPC/Act3/Maramoa","","","",8,[18],[19],30830,"","","",1,40,"F",""
231,"Metadata/NPC/Act8/ClarissaTown","Clarissa","Metadata/NPC/NPC","","","",8,[22],[23],61734,"","","",1,18,"F",""
232,"Metadata/NPC/Act8/ClarissaQuay","Clarissa","Metadata/NPC/NPC","","","",8,[],[],42366,"","","",1,"","F",""
233,"Metadata/NPC/Act8/Tolman","Tolman","Metadata/NPC/NPC","","","",8,[],[],16048,"","","",1,"","M",""
234,"Metadata/NPC/Act8/SinTown","Sin","Metadata/NPC/NPC","","","",8,[72],[73],5435,"","","",1,"","M",""
235,"Metadata/NPC/Act8/SinDoedre","Sin","Metadata/NPC/NPC","","","",8,[72],[73],55808,"","","",1,"","M",""
236,"Metadata/NPC/Act8/SinYugul","Sin","Metadata/NPC/NPC",2399,"","",8,[72],[73],4470,"","","",1,"","M",""
237,"Metadata/NPC/Act8/SinSolarisLunaris","Sin","Metadata/NPC/NPC",2400,"","",8,[72],[73],13230,"","","",1,"","M",""
238,"Metadata/NPC/Act5/Avarius","Avarius","Metadata/NPC/NPC","","","",5,[],[],1892,"","","",1,"","M",""
239,"Metadata/NPC/Act5/Innocence","Innocence","Metadata/NPC/NPC","","","",5,[],[],41798,"","","",1,"","M",""
240,"Metadata/NPC/Info/RalakeshGlyph","Ode to Ralakesh","Metadata/NPC/Info/StoryGlyphBase","","","",7,[],[],7989,"","","",1,"","",""
241,"Metadata/NPC/Info/SilkLetter","Love Letter","Metadata/NPC/Info/StoryGlyphBase","","","",7,[],[],19213,"","","",1,"","",""
242,"Metadata/NPC/Info/MaligaroTome","Maligaro's Manifesto","Metadata/NPC/Info/StoryGlyphBase","","","",7,[],[],13083,"","","",1,"","",""
243,"Metadata/NPC/Info/ArakaaliGlyph1","Shrine to Arakaali","Metadata/NPC/Info/StoryGlyphBase",3058,"","",7,[],[],13158,"","","",1,"","",""
244,"Metadata/NPC/Info/ArakaaliGlyph2","Shrine to Arakaali","Metadata/NPC/Info/StoryGlyphBase",3058,"","",7,[],[],36692,"","","",1,"","",""
245,"Metadata/NPC/Info/ArakaaliGlyph3","Shrine to Arakaali","Metadata/NPC/Info/StoryGlyphBase",3058,"","",7,[],[],40103,"","","",1,"","",""
246,"Metadata/NPC/Info/ArakaaliGlyph4","Shrine to Arakaali","Metadata/NPC/Info/StoryGlyphBase",3058,"","",7,[],[],7503,"","","",1,"","",""
247,"Metadata/NPC/Info/ArakaaliGlyph5","Shrine to Arakaali","Metadata/NPC/Info/StoryGlyphBase",3058,"","",7,[],[],34321,"","","",1,"","",""
248,"Metadata/NPC/Info/UtulaGlyph1","Kitava's Hunger I","Metadata/NPC/Info/StoryGlyphBase","","","",5,[],[],47725,"","","",1,"","",""
249,"Metadata/NPC/Info/UtulaGlyph2","Kitava's Hunger II","Metadata/NPC/Info/StoryGlyphBase","","","",5,[],[],23233,"","","",1,"","",""
250,"Metadata/NPC/Info/UtulaGlyph3","Kitava's Hunger III","Metadata/NPC/Info/StoryGlyphBase","","","",5,[],[],43323,"","","",1,"","",""
251,"Metadata/NPC/Info/DominusPrisonOrders","Order of Protection","Metadata/NPC/Info/StoryGlyphBase","","","",1,[],[],281,"","","",1,"","",""
252,"Metadata/NPC/Info/ShavronneManifesto","Shavronne's Manifesto","Metadata/NPC/Info/StoryGlyphBase","","","",6,[],[],42351,"","","",1,"","",""
253,"Metadata/NPC/Info/AbberathGlyph","Primitive Carving","Metadata/NPC/Info/StoryGlyphBase","","","",6,[],[],18511,"","","",1,"","",""
254,"Metadata/NPC/Info/RyslathaGlyph","Worn Carving","Metadata/NPC/Info/StoryGlyphBase","","","",6,[],[],13014,"","","",1,"","",""
255,"Metadata/NPC/Info/TukohamaGlyph","Karui Carving","Metadata/NPC/Info/StoryGlyphBase","","","",6,[],[],63605,"","","",1,"","",""
256,"Metadata/NPC/Info/BrineKingGlyph1","Message in a Bottle","Metadata/NPC/Info/StoryGlyphBase","","","",6,[],[],56963,"","","",1,"","",""
257,"Metadata/NPC/Info/BrineKingGlyph2","Leatherbound Logbook","Metadata/NPC/Info/StoryGlyphBase",2391,"","",6,[],[],29311,"","","",1,"","",""
258,"Metadata/NPC/Info/BrineKingGlyph3","Letter Fragment","Metadata/NPC/Info/StoryGlyphBase","","","",6,[],[],38111,"","","",1,"","",""
259,"Metadata/NPC/Info/BrineKingGlyph4","Templar Report","Metadata/NPC/Info/StoryGlyphBase","","","",6,[],[],50410,"","","",1,"","",""
260,"Metadata/NPC/Info/BrineKingGlyph5","Shrine to the Brine King","Metadata/NPC/Info/StoryGlyphBase","","","",6,[],[],32312,"","","",1,"","",""
261,"Metadata/NPC/Info/DoedreManifesto","Doedre's Manifesto","Metadata/NPC/Info/StoryGlyphBase","","","",8,[],[],5960,"","","",1,"","",""
262,"Metadata/NPC/Info/YugulGlyph","Primitive Carving","Metadata/NPC/Info/StoryGlyphBase","","","",8,[],[],53133,"","","",1,"","",""
263,"Metadata/NPC/Info/SolarisGlyph1","Solaris Statue","Metadata/NPC/Info/StoryGlyphBase","","","",8,[],[],29919,"","","",1,"","",""
264,"Metadata/NPC/Info/SolarisGlyph2","Solaris Statue","Metadata/NPC/Info/StoryGlyphBase","","","",8,[],[],12014,"","","",1,"","",""
265,"Metadata/NPC/Info/SolarisGlyph3","Solaris Statue","Metadata/NPC/Info/StoryGlyphBase","","","",8,[],[],8839,"","","",1,"","",""
266,"Metadata/NPC/Info/LunarisGlyph1","Lunaris Statue","Metadata/NPC/Info/StoryGlyphBase","","","",8,[],[],39172,"","","",1,"","",""
267,"Metadata/NPC/Info/LunarisGlyph2","Lunaris Statue","Metadata/NPC/Info/StoryGlyphBase","","","",8,[],[],55984,"","","",1,"","",""
268,"Metadata/NPC/Info/LunarisGlyph3","Lunaris Statue","Metadata/NPC/Info/StoryGlyphBase","","","",8,[],[],43849,"","","",1,"","",""
269,"Metadata/NPC/Info/VaalLetters/VaalLetter_13","Research Journal","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],53353,"","","",1,"","",""
270,"Metadata/NPC/Info/VaalLetters/VaalLetter_14","Research Journal","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],14926,"","","",1,"","",""
271,"Metadata/NPC/Info/VaalLetters/VaalLetter_15","Research Journal","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],3123,"","","",1,"","",""
272,"Metadata/NPC/Info/VaalLetters/VaalLetter_16","Research Journal","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],26685,"","","",1,"","",""
273,"Metadata/NPC/Info/TriumphOfInnocence","Triumph of Innocence","Metadata/NPC/Info/StoryGlyphBase","","","",5,[],[],38405,"","","",1,"","",""
274,"Metadata/NPC/Info/StainedGlassWindow1","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,[],[],18899,"","","",1,"","",""
275,"Metadata/NPC/Info/StainedGlassWindow2","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,[],[],36629,"","","",1,"","",""
276,"Metadata/NPC/Info/StainedGlassWindow3","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,[],[],55801,"","","",1,"","",""
277,"Metadata/NPC/Info/StainedGlassWindow4","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,[],[],12093,"","","",1,"","",""
278,"Metadata/NPC/Info/StainedGlassWindow5","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,[],[],13987,"","","",1,"","",""
279,"Metadata/NPC/Info/StainedGlassWindow6","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,[],[],33247,"","","",1,"","",""
280,"Metadata/NPC/Info/StainedGlassWindow7","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,[],[],50466,"","","",1,"","",""
281,"Metadata/NPC/Info/StainedGlassWindow8","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,[],[],36654,"","","",1,"","",""
282,"Metadata/NPC/Act9/PetarusVanja","Petarus and Vanja","Metadata/NPC/Act4/PetarusVanja","","","",9,[33],[34],58036,"","","",1,19,"MP",""
283,"Metadata/NPC/Act9/Tasuni","Tasuni","Metadata/NPC/Act4/Tasuni","","","",9,[41],[42],2130,"","","",1,41,"M",""
284,"Metadata/NPC/Act9/Irasha","Irasha","Metadata/NPC/NPC","","","",9,[],[],38025,"","","",1,8,"F",""
285,"Metadata/NPC/Act9/SinTown","Sin","Metadata/NPC/NPC","","","",9,[72],[73],9680,"","","",1,"","M",""
286,"Metadata/NPC/Act9/SinQuarry","Sin","Metadata/NPC/NPC","","","",9,[72],[73],52925,"","","",1,"","M",""
287,"Metadata/NPC/Act9/SinGarukhan","Sin","Metadata/NPC/NPC",2402,"","",9,[72],[73],46765,"","","",1,"","M",""
288,"Metadata/NPC/Act9/SinShakari","Sin","Metadata/NPC/NPC",2401,"","",9,[72],[73],52347,"","","",1,"","M",""
289,"Metadata/NPC/Act9/SinCore","Sin","Metadata/NPC/NPC","","","",9,[],[],49084,"","","",1,"","M",""
290,"Metadata/NPC/Act9/Lilly","Lilly Roth","Metadata/NPC/Act10/Lilly","","","Lilly",9,[153],[154],9634,"","","",1,"","F",""
291,"Metadata/NPC/Act9/Weylam","Weylam Roth","Metadata/NPC/Act7/Weylam","","","Weylam",9,[70],[71],63947,"","","",1,"","M",""
292,"Metadata/NPC/Act10/Lani","Lani","Metadata/NPC/Act5/Lani","","","",10,[68],[69],54343,"","","",1,20,"F",""
293,"Metadata/NPC/Act10/BannonTown","Bannon","Metadata/NPC/NPC","","","",10,[62],[63],37178,"","","",1,"","M",""
294,"Metadata/NPC/Act10/BannonRooftop","Bannon","Metadata/NPC/NPC","","","",10,[],[],62904,"","","",1,"","M",""
295,"Metadata/NPC/Act10/Lilly","Lilly Roth","Metadata/NPC/NPC","","","Lilly",10,[153],[154],36898,"","","",1,45,"F",""
296,"Metadata/NPC/Act10/Weylam","Weylam Roth","Metadata/NPC/Act7/Weylam","","","Weylam",10,[70],[71],8497,"","","",1,9,"M",""
297,"Metadata/NPC/Act10/SinTown","Sin","Metadata/NPC/NPC","","","",10,[72],[73],58567,"","","",1,"","M",""
298,"Metadata/NPC/Act10/InnocenceTown","Innocence","Metadata/NPC/NPC","","","",10,[],[],48066,"","","",1,"","M",""
299,"Metadata/NPC/Act10/InnocenceSquare","Innocence","Metadata/NPC/NPC","","","",10,[],[],1699,"","","",1,"","M",""
300,"Metadata/NPC/Act10/SinTrough","Sin","Metadata/NPC/NPC","","","",10,[],[],37811,"","","",1,"","M",""
301,"Metadata/NPC/Act10/InnocenceTrough","Innocence","Metadata/NPC/NPC","","","",10,[],[],21972,"","","",1,"","M",""
302,"Metadata/NPC/Act5/SinOssuary","Sin","Metadata/NPC/NPC","","","",5,[],[],10984,"","","",1,"","M",""
303,"Metadata/NPC/Epilogue/Zana","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[49],[50],49082,"","","",1,"","F",""
304,"Metadata/NPC/Epilogue/Zana2","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[49],[50],36233,"","","",1,"","F",""
305,"Metadata/NPC/Epilogue/ZanaMap","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[],[],12323,"","","",1,"","F",""
306,"Metadata/NPC/Epilogue/ZanaCitadel","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[],[],63534,"","","",1,"","F",""
307,"Metadata/NPC/Epilogue/Lani","Lani","Metadata/NPC/Act10/Lani","","","",11,[68],[69],42750,"","","",1,21,"F",""
308,"Metadata/NPC/Epilogue/Weylam","Weylam Roth","Metadata/NPC/Act7/Weylam","","","Weylam",11,[70],[71],37348,"","","",1,10,"M",""
309,"Metadata/NPC/Epilogue/Weylam2","Weylam Roth","Metadata/NPC/Act7/Weylam","","","Weylam",11,[70],[71],22236,"","","",1,10,"M",""
310,"Metadata/NPC/Epilogue/Lilly","Lilly Roth","Metadata/NPC/Act10/Lilly","","","Lilly",11,[152],[154],62070,"","",1,1,46,"F",""
311,"Metadata/NPC/Epilogue/Lilly2","Lilly Roth","Metadata/NPC/Act10/Lilly","","","Lilly",11,[152],[154],31322,"","",1,1,46,"F",""
312,"Metadata/NPC/Epilogue/Sin","Sin","Metadata/NPC/Act10/SinTown",2403,"","",11,[72],[73],29339,"","","",1,"","M",""
313,"Metadata/NPC/Epilogue/Innocence","Innocence","Metadata/NPC/NPC",2403,"","",11,[],[],58141,"","","",1,"","M",""
314,"Metadata/NPC/Act7/YeenaArakaali","Yeena","Metadata/NPC/NPC","","","",7,[],[],22777,"","","",1,"","F",""
315,"Metadata/NPC/Info/KitavaCultistGlyph1","Cultist Tract","Metadata/NPC/Info/StoryGlyphBase","","","",10,[],[],75,"","","",1,"","",""
316,"Metadata/NPC/Info/KitavaCultistGlyph2","Cultist Tract","Metadata/NPC/Info/StoryGlyphBase","","","",10,[],[],6000,"","","",1,"","",""
317,"Metadata/NPC/Info/KitavaCultistGlyph3","Cultist Tract","Metadata/NPC/Info/StoryGlyphBase","","","",10,[],[],1214,"","","",1,"","",""
318,"Metadata/NPC/Info/ShaperMemoryFragmentBook","Book of Memories","Metadata/NPC/Info/StoryGlyphBase","","","",11,[],[],38147,"","","",1,"","",""
319,"Metadata/NPC/Info/ShaperFinalMemoryFragment","Memory Fragment","Metadata/NPC/Info/StoryGlyphBase","","","",11,[],[],35083,"","","",1,"","",""
320,"Metadata/Monsters/AtlasBosses/Zana","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[],[],35582,"","","",1,"","F",""
321,"Metadata/Monsters/AtlasBosses/ZanaUberElder","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[],[],14628,"","","",1,"","F",""
322,"Metadata/Monsters/KitavaBoss/InnocenceSin/Sin","Sin","Metadata/NPC/NPC","","","",11,[72],[73],18752,"","","",1,"","M",""
323,"Metadata/NPC/League/Betrayal/CadiroBetrayal","Cadiro Perandus","Metadata/NPC/NPC","","","Cadiro",0,[55],[56],34902,"","","",1,22,"M",""
324,"Metadata/NPC/Info/TutorialNPC","Tutorial NPC","Metadata/NPC/NPC","","","",0,[],[],48445,"","","",1,"","F",""
325,"Metadata/NPC/League/Incursion/TreasureHunterWild","Alva, Master Explorer","Metadata/NPC/NPC","",2,"Alva",0,[77],[78],23273,"","","",1,"","F",""
326,"Metadata/NPC/League/Incursion/TreasureHunterHideout","Alva, Master Explorer","Metadata/NPC/NPC","",2,"Alva",0,[77],[78],62719,"","",1,1,"","F",""
327,"Metadata/Terrain/Leagues/Incursion/Objects/TreasureHunterSpawnMemoryLine","Alva, Master Explorer","Metadata/Terrain/Leagues/Incursion/Objects/TreasureHunterSpawnMemoryLine","","","Alva",0,[],[],53693,"","","",1,"","F",""
328,"Metadata/Monsters/LeagueIncursion/Alva","Alva, Master Explorer","Metadata/NPC/NPC","",2,"Alva",0,[],[],42745,"","","",1,"","F",""
329,"Metadata/NPC/League/Delve/DelveMiner","Niko, Master of the Depths","Metadata/NPC/NPC","",4,"Niko",0,"[79,81,83,85,87]","[80,82,84,86,88]",10695,"","",1,1,"","M",""
330,"Metadata/NPC/League/Delve/DelveMinerWildVein","Niko, Master of the Depths","Metadata/NPC/NPC","",4,"Niko",0,"[79,81,83,85,87]","[80,82,84,86,88]",4175,"","","",1,"","M",""
331,"Metadata/NPC/League/Delve/DelveMinerWildChest","Niko, Master of the Depths","Metadata/NPC/NPC","",4,"Niko",0,"[79,81,83,85,87]","[80,82,84,86,88]",13335,"","","",1,"","M",""
332,"Metadata/NPC/League/Delve/DelveMinerHub","Niko, Master of the Depths","Metadata/NPC/NPC","",4,"Niko",0,"[79,81,83,85,87]","[80,82,84,86,88]",25055,"","","",1,"","M",""
333,"Metadata/NPC/League/Delve/DelveMinerMine","Niko, Master of the Depths","Metadata/NPC/NPC","",4,"Niko",0,"[79,81,83,85,87]","[80,82,84,86,88]",42683,"","","",1,"","M",""
334,"Metadata/NPC/League/Delve/DelveMinerHideout","Niko, Master of the Depths","Metadata/NPC/NPC","",4,"Niko",0,"[79,81,83,85,87]","[80,82,84,86,88]",18545,"","",1,1,"","M",""
335,"Metadata/NPC/League/Betrayal/BetrayalNinjaCop","Jun, Veiled Master","Metadata/NPC/NPC",3156,5,"Jun",0,[89],[90],19427,"","",1,1,"","F",""
336,"Metadata/NPC/League/Betrayal/BetrayalNinjaCopRaid","Jun, Veiled Master","Metadata/NPC/NPC",3156,5,"Jun",0,[89],[90],47887,"","","",1,"","F",""
337,"Metadata/NPC/League/Betrayal/BetrayalNinjaCopHideout","Jun, Veiled Master","Metadata/NPC/NPC",3156,5,"Jun",0,[89],[90],39513,"","",1,1,"","F",""
338,"Metadata/NPC/Missions/HelenaClaim","Helena","Metadata/NPC/NPC","",3,"Helena",0,[24],[25],230,"","","",1,"","F",""
339,"Metadata/NPC/Missions/Hideout/Helena","Helena","Metadata/NPC/NPC","",3,"Helena",0,[24],[25],31707,"","",1,1,"","F",""
340,"Metadata/Monsters/LeagueBetrayal/MasterNinjaCop","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",0,[89],[90],39471,"","","",1,"","F",""
341,"Metadata/NPC/League/Incursion/TreasureHunter","Alva, Master Explorer","Metadata/NPC/NPC","",2,"Alva",0,[77],[78],40874,"","",1,1,"","F",""
342,"Metadata/Monsters/LeagueBetrayal/BetrayalCatarina1","Catarina, Master of Undeath","Metadata/Monsters/LeagueBetrayal/BetrayalCatarina","","","Catarina",0,[],[],23361,"","","",1,"","F",""
343,"Metadata/Monsters/LeagueBetrayal/BetrayalHaku","Haku, Warmaster","Metadata/Monsters/LeagueBetrayal/BetrayalHaku","","","Haku",0,[],[],6012,"","","",1,"","M",""
344,"Metadata/Monsters/LeagueBetrayal/BetrayalElreon","Elreon, Light's Judge","Metadata/Monsters/LeagueBetrayal/BetrayalElreon","","","Elreon",0,[],[],11699,"","","",1,"","M",""
345,"Metadata/Monsters/LeagueBetrayal/BetrayalTora","Tora, the Culler","Metadata/Monsters/LeagueBetrayal/BetrayalTora","","","Tora",0,[],[],39557,"","","",1,"","F",""
346,"Metadata/Monsters/LeagueBetrayal/BetrayalVagan","Vagan, Victory's Herald","Metadata/Monsters/LeagueBetrayal/BetrayalVagan","","","Vagan",0,[],[],63134,"","","",1,"","M",""
347,"Metadata/Monsters/LeagueBetrayal/BetrayalVorici","Vorici, Silent Brother","Metadata/Monsters/LeagueBetrayal/BetrayalVorici","","","Vorici",0,[],[],38575,"","","",1,"","M",""
348,"Metadata/Monsters/LeagueBetrayal/BetrayalHillock_","Hillock, the Blacksmith","Metadata/Monsters/LeagueBetrayal/BetrayalHillock","","","Hillock",0,[],[],5225,"","","",1,"","M",""
349,"Metadata/Monsters/LeagueBetrayal/BetrayalLeo","Leo, Wolf of the Pits","Metadata/Monsters/LeagueBetrayal/BetrayalLeo","","","Leo",0,[],[],2887,"","","",1,"","M",""
350,"Metadata/Monsters/LeagueBetrayal/BetrayalGrenn","Guff \""Tiny\"" Grenn","Metadata/Monsters/LeagueBetrayal/BetrayalGrenn","","","Guff",0,[],[],18061,"","","",1,"","M",""
351,"Metadata/Monsters/LeagueBetrayal/BetrayalJanus","Janus Perandus","Metadata/Monsters/LeagueBetrayal/BetrayalJanus","","","Janus",0,[],[],40672,"","","",1,"","M",""
352,"Metadata/Monsters/LeagueBetrayal/BetrayalBreach","It That Fled","Metadata/Monsters/LeagueBetrayal/BetrayalBreach","","","It That Fled",0,[],[],54412,"","","",1,"","N",""
353,"Metadata/Monsters/LeagueBetrayal/BetrayalGravicius","Gravicius Reborn","Metadata/Monsters/LeagueBetrayal/BetrayalGravicius","","","Gravicius",0,[],[],44443,"","","",1,"","M",""
354,"Metadata/Monsters/LeagueBetrayal/BetrayalThane","Thane Jorgin the Banished","Metadata/Monsters/LeagueBetrayal/BetrayalThane","","","Jorgin",0,[],[],11053,"","","",1,"","M",""
355,"Metadata/Monsters/LeagueBetrayal/BetrayalKeema","Korell Goya, Son of Stone","Metadata/Monsters/LeagueBetrayal/BetrayalKeema","","","Korell",0,[],[],2070,"","","",1,"","M",""
356,"Metadata/Monsters/LeagueBetrayal/BetrayalRin","Rin Yuushu","Metadata/Monsters/LeagueBetrayal/BetrayalRin","","","Rin",0,[],[],57950,"","","",1,"","M",""
