"rownum","GrantedEffectsKey","StatsKeys","StatsValuesPermille","[rid]_48","[rid]_64"
812,11526,[3335],[2000],[],[]
813,11527,[461],[0],[],[]
814,11543,[14197],[500],[],[]
815,11544,[14197],[500],[],[]
816,11545,[14197],[500],[],[]
817,11540,[14182],[100],[],[]
818,11541,[14182],[100],[],[]
819,11542,[14182],[100],[],[]
820,11531,[12848],[2000],[],[]
821,11532,[19254],[2500],[],[]
822,11533,[12848],[2000],[],[]
823,11818,[12848],[2000],[],[]
824,11518,[15164],[50],[],[]
825,11519,[15164],[50],[],[]
826,11520,[15164],[50],[],[]
827,11560,[19188],[500],[],[]
828,11561,[19188],[500],[],[]
829,11562,[19188],[500],[],[]
830,11547,"[867,14255]","[50000,5000]",[],[]
831,11548,[356],[25000],[],[]
832,11549,[9056],[500],[],[]
833,11585,[737],[-750],[],[]
834,11586,[737],[-750],[],[]
835,11587,[737],[-750],[],[]
836,11619,[14335],[100],[],[]
837,11620,[12991],[1000],[],[]
838,11621,[12991],[750],[],[]
839,11569,[2611],[1000],[],[]
840,11516,[356],[100000],[],[]
841,11521,[14160],[250],[],[]
842,11522,[18295],[100],[],[]
843,11523,[14160],[250],[],[]
844,11551,[14373],[50],[],[]
845,11552,[14373],[50],[],[]
846,11553,[14373],[100],[],[]
847,11555,[19544],[500],[],[]
848,11556,[14588],[2000],[],[]
849,11557,[19544],[500],[],[]
850,11571,[14252],[50],[],[]
851,11572,[20402],[250],[],[]
852,11573,[21335],[1000],[],[]
853,11563,[1786],[500],[],[]
854,11528,[1786],[500],[],[]
855,11564,[3625],[1000],[],[]
856,11565,[616],[2000],[],[]
857,11566,[21330],[2000],[],[]
858,11538,[14230],[50000],[],[]
859,11656,[9733],[1000],[],[]
860,11657,[9733],[1000],[],[]
861,11658,[9733],[1000],[],[]
862,11660,[6331],[1000],[],[]
863,11663,[14924],[1000],[],[]
864,11664,[14924],[1000],[],[]
865,11665,[14924],[2000],[],[]
866,11668,[14776],[250],[],[]
867,11670,[356],[75000],[],[]
868,11672,[356],[75000],[],[]
869,11675,[356],[75000],[],[]
870,11676,[461],[0],[],[]
871,11674,[356],[75000],[],[]
872,11677,[356],[75000],[],[]
873,11673,[356],[75000],[],[]
874,10167,[1931],[250],[],[]
875,11678,[13291],[250],[],[]
876,11679,[1931],[250],[],[]
877,2687,[231],[5000],[],[]
878,3190,[231],[5000],[],[]
879,2953,[231],[5000],[],[]
880,11738,[200],[1000],[],[]
881,11747,[13291],[500],[],[]
882,11743,[8082],[1000],[],[]
883,11744,[8082],[1000],[],[]
884,11745,[8082],[1000],[],[]
885,11739,[16452],[200],[],[]
886,11740,[19071],[200],[],[]
887,11741,[16452],[200],[],[]
888,11767,[461],[0],[],[]
889,11764,[3335],[1000],[],[]
890,11765,[3335],[1000],[],[]
891,11766,[3335],[1000],[],[]
892,11771,[18999],[100],[],[]
893,11772,[17309],[50],[],[]
894,11773,[18999],[100],[],[]
895,11775,[18999],[100],[],[]
896,11781,[2071],[500],[],[]
897,11782,[17398],[200],[],[]
898,8103,[18158],[25000],[],[]
899,11839,[461],[0],[],[]
900,11840,[485],[1000],[],[]
901,10629,[10910],[50],[],[]
902,10630,[461],[0],[],[]
903,11838,[3335],[500],[],[]
904,11841,[18469],[1],[],[]
905,11793,[18522],[100000],[],[]
906,11787,[166],[500],[],[]
907,11848,[461],[0],[],[]
908,11795,[1972],[500],[],[]
909,11785,[4751],[4000],[],[]
910,11794,[1837],[500],[],[]
911,11796,[610],[500],[],[]
912,11797,[24],[500],[],[]
913,11789,[610],[500],[],[]
914,11786,[11713],[1000],[],[]
915,11792,[63],[500],[],[]
916,11790,[1931],[250],[],[]
917,11791,[461],[250],[],[]
918,11784,[25],[500],[],[]
919,11783,[108],[500],[],[]
920,11788,[433],[500],[],[]
921,11798,[3335],[250],[],[]
922,11800,[3335],[500],[],[]
923,11802,[2602],[500],[],[]
924,11803,[12037],[1000],[],[]
925,11804,[20511],[500],[],[]
926,11805,[553],[1000],[],[]
927,11941,[24],[500],[],[]
928,11942,[3335],[1000],[],[]
929,11943,[3335],[1000],[],[]
930,11945,[3335],[1000],[],[]
931,11946,[3335],[2000],[],[]
932,11947,[3335],[1000],[],[]
933,11948,[3335],[1000],[],[]
934,12133,[216],[500],[],[]
