"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","GenerationType","Families","Stat1Value","i32","Stat2Value","i32","Stat3Value","i32","Stat4Value","i32","SpawnWeight_Tags","SpawnWeight_Values","Tags","GrantedEffectsPerLevel","AuraFlags","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Value","i32","Stat5","FullAreaClear_AchievementItems","AchievementItems","GenerationWeight_Tags","GenerationWeight_Values","ModifyMapsAchievements","Stat6Value","i32","Stat6","MaxLevel","bool","CraftingItemClassRestrictions","MonsterOnDeath","i32","HeistAchievements","Heist_SubStatValue1","Heist_SubStatValue2","Heist_Stat0","Heist_Stat1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceType","ImplicitTags","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BuffTemplate","ArchnemesisMinionMod","HASH32","[rid]","i32","[rid]","RadiusJewelType","IsEssenceOnlyModifier"
1684,"JewelManaonKill",45364,2775,1,2893,"","","",11,"of Osmosis",2,[1480],1,2,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3453199807,[],0,[],3,""
1685,"JewelManaRegeneration",63104,128,1,124,"","","",11,"of Energy",2,[39],5,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",695176430,[],0,[],3,""
1686,"JewelMarkCastSpeed",9793,8032,1,12370,"","","",11,"of Targeting",2,[1375],5,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[324,587]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3251911562,[],0,[],3,""
1687,"JewelMarkDuration",9763,1161,1,12372,"","","",11,"of Tracking",2,[5440],18,32,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4248134416,[],0,[],3,""
1688,"JewelMarkEffect",10159,8939,1,12626,"","","",11,"Marking",1,[1404],4,8,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,587]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3524201065,[],0,[],3,""
1689,"JewelMaximumColdResistance",57998,592,1,948,"","","",11,"of the Kraken",2,[225],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2541551126,[],0,[],3,""
1690,"JewelMaximumFireResistance",58755,1220,1,947,"","","",11,"of the Phoenix",2,[533],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1881440175,[],0,[],3,""
1691,"JewelMaximumLightningResistance",40680,2371,1,949,"","","",11,"of the Leviathan",2,[1290],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",755534570,[],0,[],3,""
1692,"JewelMaximumRage",15409,7829,1,7053,"","","",11,"Angry",1,[3732],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",805073591,[],0,[],3,""
1693,"JewelMeleeDamage",9733,1431,1,1357,"","","",11,"Clashing",1,[696],5,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3419243328,[],0,[],3,""
1694,"JewelMinionAccuracy",18621,2672,1,7737,"","","",11,"Training",1,[2157],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,320]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3628237590,[],0,[],3,""
1695,"JewelMinionArea",41544,2381,1,2620,"","","",11,"Companion",1,[1300],5,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[320],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2410715117,[],0,[],3,""
1696,"JewelMinionAttackandCastSpeed",53642,498,1,11005,"","","",11,"of Orchestration",2,[2702],2,4,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,34,324,320]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2540435633,[],0,[],3,""
1697,"JewelMinionChaosResistance",58184,486,1,2082,"","","",11,"of Righteousness",2,[165],7,13,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[312,580,320]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",884217752,[],0,[],3,""
1698,"JewelMinionCriticalChance",23997,8898,1,11104,"","","",11,"of Marshalling",2,[4166],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3687783751,[],0,[],3,""
1699,"JewelMinionCriticalMultiplier",60070,9182,1,11363,"","","",11,"of Gripping",2,[4488],15,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,320,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4131643278,[],0,[],3,""
1700,"JewelMinionDamage",60362,485,1,477,"","","",11,"Authoritative",1,[164],5,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,320]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",488831332,[],0,[],3,""
1701,"JewelMinionLife",23283,483,1,153,"","","",11,"Fortuitous",1,[163],5,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316,320]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1480617241,[],0,[],3,""
1702,"JewelMinionPhysicalDamageReduction",36719,492,1,3586,"","","",11,"of Confidence",2,[2160],6,16,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[313,320]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3080997956,[],0,[],3,""
1703,"JewelMinionResistances",42516,487,1,2081,"","","",11,"of Acclimatisation",2,[1396],5,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,580,320]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1600866715,[],0,[],3,""
1704,"JewelMinionReviveSpeed",25091,10872,1,18412,"","","",11,"of Revival",2,[5298],5,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2774011169,[],0,[],3,""
1705,"JewelMovementSpeed",45619,155,1,171,"","","",11,"of Speed",2,[59],1,2,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2105999675,[],0,[],3,""
1706,"JewelOfferingDuration",17446,7484,1,9966,"","","",11,"of Offering",2,[3544],15,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3247277402,[],0,[],3,""
1707,"JewelOfferingLife",51198,1162,1,19832,"","","",11,"Sacrificial",1,[5441],15,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1972745104,[],0,[],3,""
1708,"JewelPhysicalDamage",20606,236,1,26,"","","",11,"Sharpened",1,[84],5,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1736236031,[],0,[],3,""
1709,"JewelPiercingProjectiles",61089,10814,1,18902,"","","",11,"of Piercing",2,[43],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2662835995,[],0,[],3,""
1710,"JewelPinBuildup",36857,1163,1,19400,"","","",11,"of Pinning",2,[5442],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2954317526,[],0,[],3,""
1711,"JewelPoisonChance",65072,10856,1,3266,"","","",11,"of Poisoning",2,[5290],5,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3527289447,[],0,[],3,""
1712,"JewelPoisonDamage",34479,1164,1,9615,"","","",11,"Venomous",1,[5443],5,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3975654453,[],0,[],3,""
1713,"JewelPoisonDuration",12464,4291,1,3263,"","","",11,"of Infection",2,[1983],5,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[314,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",125834854,[],0,[],3,""
1714,"JewelProjectileDamage",47689,1318,1,487,"","","",11,"Archer's",1,[611],5,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4139430295,[],0,[],3,""
1715,"JewelProjectileSpeed",51943,263,1,169,"","","",11,"Soaring",1,[93],4,8,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4271366942,[],0,[],3,""
1716,"JewelQuarterstaffDamage",58977,2482,1,9074,"","","",11,"Monk's",1,[1361],6,16,0,0,0,0,0,0,[],[],"[10,142,143,147]",[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",271260634,[],0,[],3,""
1717,"JewelQuarterstaffFreezeBuildup",39660,1165,1,19661,"","","",11,"of Glaciers",2,[5444],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",582580309,[],0,[],3,""
1718,"JewelQuarterstaffSpeed",19423,2511,1,75,"","","",11,"of Sequencing",2,[1365],2,4,0,0,0,0,0,0,[],[],"[10,142,143,147]",[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3374746349,[],0,[],3,""
1719,"JewelQuiverEffect",27594,10601,1,17062,"","","",11,"Fletching",1,[5247],4,6,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3730217334,[],0,[],3,""
1720,"JewelRageonHit",41185,10790,1,19540,"","","",11,"of Raging",2,[4577],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4291876308,[],0,[],3,""
1721,"JewelRagewhenHit",44780,10825,1,19551,"","","",11,"of Retribution",2,[5302],1,3,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1981278899,[],0,[],3,""
1722,"JewelShieldDefences",8930,33,1,23,"","","",11,"Shielding",1,[15],18,32,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[317],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1509568394,[],0,[],3,""
1723,"JewelShockChance",33716,10806,1,18229,"","","",11,"of Shocking",2,[5288],10,20,0,0,0,0,0,0,[],[],"[1048,1049,1051]",[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1773795878,[],0,[],3,""
1724,"JewelShockDuration",1721,1255,1,194,"","","",11,"of Paralyzing",2,[565],15,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",134492047,[],0,[],3,""
1725,"JewelShockEffect",41303,5037,1,3436,"","","",11,"Jolting",1,[2628],10,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2852041001,[],0,[],3,""
1726,"JewelSlowEffectOnSelf",48859,10905,1,18672,"","","",11,"of Hastening",2,[5322],-10,-5,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",162693352,[],0,[],3,""
1727,"JewelSpearAttackSpeed",14784,1167,1,12698,"","","",11,"of Spearing",2,[5446],2,4,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",758761586,[],0,[],3,""
1728,"JewelSpearCriticalDamage",14361,1168,1,12700,"","","",11,"of Hunting",2,[5447],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",351338812,[],0,[],3,""
1729,"JewelSpearDamage",52795,1169,1,12695,"","","",11,"Spearheaded",1,[5448],6,16,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3036085764,[],0,[],3,""
1730,"JewelSpellCriticalChance",33215,252,1,545,"","","",11,"of Annihilating",2,[91],5,15,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2606701209,[],0,[],3,""
1731,"JewelSpellDamage",27224,96,1,25,"","","",11,"Mystic",1,[2557],5,15,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[608,579,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4088226626,[],0,[],3,""
1732,"JewelStunBuildup",41610,10810,1,17893,"","","",11,"of Stunning",2,[5292],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1723021844,[],0,[],3,""
1733,"JewelStunThreshold",61720,3831,1,3356,"","","",11,"of Withstanding",2,[1635],6,16,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1418075756,[],0,[],3,""
1734,"JewelStunThresholdfromEnergyShield",10609,1181,1,19348,"","","",11,"of Barriers",2,[5449],5,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2450731336,[],0,[],3,""
1735,"JewelAilmentThresholdfromEnergyShield",48693,1182,1,22595,"","","",11,"of Inuring",2,[5450],5,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[583],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2802361020,[],0,[],3,""
1736,"JewelStunThresholdIfNotStunnedRecently",8212,3832,1,18658,"","","",11,"of Stoutness",2,[1636],15,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2437270814,[],0,[],3,""
1737,"JewelBleedingEffect",56489,7759,1,9613,"","","",11,"Haemorrhaging",1,[2560],5,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,315,579,313,319,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3825161680,[],0,[],3,""
1738,"JewelSwordDamage",20661,2477,1,9078,"","","",11,"Vicious",1,[1361],6,16,0,0,0,0,0,0,[],[],"[12,142,147]",[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3807721358,[],0,[],3,""
1739,"JewelSwordSpeed",17194,2506,1,80,"","","",11,"of Fencing",2,[1365],2,4,0,0,0,0,0,0,[],[],"[12,142,147]",[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3666080249,[],0,[],3,""
1740,"JewelThorns",43102,1183,1,20410,"","","",11,"Retaliating",1,[5451],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",210487867,[],0,[],3,""
1741,"JewelTotemDamage",3386,2675,1,1782,"","","",11,"Shaman's",1,[1397],10,18,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",669822338,[],0,[],3,""
1742,"JewelTotemLife",6950,1247,1,160,"","","",11,"Carved",1,[556],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2791630156,[],0,[],3,""
1743,"JewelTotemPlacementSpeed",37031,2800,1,1339,"","","",11,"of Ancestry",2,[1492],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2910378618,[],0,[],3,""
1744,"JewelTrapDamage",44120,1502,1,1781,"","","",11,"Trapping",1,[757],6,16,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2888406352,[],0,[],3,""
1745,"JewelTrapThrowSpeed",12878,1497,1,305,"","","",11,"of Preparation",2,[753],4,8,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",809492609,[],0,[],3,""
1746,"JewelTriggeredSpellDamage",34390,6891,1,2428,"","","",11,"Triggered",1,[3359],10,18,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[608,579,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3318838019,[],0,[],3,""
1747,"JewelUnarmedDamage",9228,1184,1,3715,"","","",11,"Punching",1,[5455],6,16,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3920003337,[],0,[],3,""
1748,"JewelWarcryBuffEffect",42460,4689,1,5322,"","","",11,"of Warcries",1,[2312],5,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2229338716,[],0,[],3,""
1749,"JewelWarcryCooldown",50927,4688,1,3451,"","","",11,"of Rallying",2,[2311],5,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3019459919,[],0,[],3,""
1750,"JewelWarcryDamage",46734,1185,1,19576,"","","",11,"Yelling",1,[5456],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1807971352,[],0,[],3,""
1751,"JewelWarcrySpeed",39260,7819,1,3368,"","","",11,"of Lungs",2,[3725],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2086358019,[],0,[],3,""
1752,"JewelWeaponSwapSpeed",37814,1186,1,19936,"","","",11,"of Swapping",2,[5457],15,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2829532256,[],0,[],3,""
1753,"JewelWitheredEffect",30667,1187,1,11354,"","","",11,"Withering",1,[5458],5,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[312],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",660528796,[],0,[],3,""
1754,"JewelUnarmedAttackSpeed",54085,1188,1,19915,"","","",11,"of Jabbing",2,[5463],2,4,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2095970511,[],0,[],3,""
1755,"JewelProjectileDamageIfMeleeHitRecently",51076,1170,1,22136,"","","",11,"Retreating",1,[5496],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",718576676,[],0,[],3,""
1756,"JewelMeleeDamageIfProjectileHitRecently",26897,1171,1,22140,"","","",11,"Engaging",1,[5497],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",955937492,[],0,[],3,""
1757,"JewelParryDamage",22368,11099,1,21887,"","","",11,"Parrying",1,[508],15,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2391864798,[],0,[],3,""
