"rownum","Id","DGRFile","i32","i32","i32","[i32]"
632,"CityEbonyTemple1f2_1","Metadata/Terrain/Act3/Area14Level1/Graphs/templeclean_2_1.dgr",105,100,50,[0]
633,"CityEbonyTemple1f2_2","Metadata/Terrain/Act3/Area14Level1/Graphs/templeclean_2_2.dgr",105,100,50,[0]
634,"CityEbonyTemple3f1_1","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_1_1.dgr",105,100,50,[0]
635,"CityEbonyTemple3f1_2","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_1_2.dgr",105,100,50,[0]
636,"CityEbonyTemple3f1_3","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_1_3.dgr",105,100,50,[0]
637,"CityEbonyTemple3f1_4","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_1_4.dgr",105,100,50,[0]
638,"CityEbonyTemple3f2_1","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_2_1.dgr",105,100,50,[0]
639,"CityEbonyTemple3f2_2","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_2_2.dgr",105,100,50,[0]
640,"CityEbonyTemple3f2_4","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_2_4.dgr",105,100,50,[0]
641,"CityEbonyTemple3f3_1","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_3_1.dgr",105,100,50,[0]
642,"CityEbonyTemple3f3_4","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_3_4.dgr",105,100,50,[0]
643,"CityEbonyTemple3f4_1","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_4_1.dgr",105,100,50,[0]
644,"CityEbonyTemple3f4_3","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_4_3.dgr",105,100,50,[0]
645,"CityEbonyTemple3f4_4","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_4_4.dgr",105,100,50,[0]
646,"CityTower1_1","Metadata/Terrain/Act3/Area18Level1/Graphs/tower_main.dgr",105,100,50,[0]
647,"CityTower2_1","Metadata/Terrain/Act3/Area18Level2/Graphs/tower_main.dgr",105,100,50,[0]
648,"CityJail1f1","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_1_1.dgr",105,100,50,[0]
649,"CityJail1f2","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_1_2.dgr",105,100,50,[0]
650,"CityJail1f3","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_1_3.dgr",105,100,50,[0]
651,"CityJail1f4","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_1_4.dgr",105,100,50,[0]
652,"CityJail1f5","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_2_1.dgr",105,100,50,[0]
653,"CityJail1f6","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_2_2.dgr",105,100,50,[0]
654,"CityJail1f7","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_2_3.dgr",105,100,50,[0]
655,"CityJail1f8","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_2_4.dgr",105,100,50,[0]
656,"CityJail1f9","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_2_5.dgr",105,100,50,[0]
657,"CityGardens1","Metadata/Terrain/Act3/Area15/Graphs/gardens_1_1.dgr",100,100,100,[0]
658,"CityGardens2","Metadata/Terrain/Act3/Area15/Graphs/gardens_1_2.dgr",100,100,100,[0]
659,"CityGardens3","Metadata/Terrain/Act3/Area15/Graphs/gardens_1_3.dgr",100,100,100,[0]
660,"CityGardens4","Metadata/Terrain/Act3/Area15/Graphs/gardens_2_1.dgr",100,100,100,[0]
661,"CityGardens5","Metadata/Terrain/Act3/Area15/Graphs/gardens_3_1.dgr",100,100,100,[0]
662,"CityGardens6","Metadata/Terrain/Act3/Area15/Graphs/gardens_3_2.dgr",100,100,100,[0]
663,"CityGardens7","Metadata/Terrain/Act3/Area15/Graphs/gardens_3_3.dgr",100,100,100,[0]
664,"CityLibrary_1","Metadata/Terrain/Act3/Area17Level1/Graphs/city_library_1.dgr",100,50,50,[0]
665,"CityLibrary_2","Metadata/Terrain/Act3/Area17Level1/Graphs/city_library_2.dgr",100,50,50,[0]
666,"CityLibrary_3","Metadata/Terrain/Act3/Area17Level1/Graphs/city_library_3.dgr",100,50,50,[0]
667,"CityArchives_1","Metadata/Terrain/Act3/Area17Level2/Graphs/city_archives_1.dgr",100,50,50,[0]
668,"MountAqueduct1","Metadata/Terrain/Act4/Area1/Graphs/intro_1_1.dgr",100,50,30,[0]
669,"MountDriedLake1","Metadata/Terrain/Act4/Area2/Graphs/driedlake.dgr",100,50,100,[0]
670,"MountDriedLake2","Metadata/Terrain/Act4/Area2/Graphs/driedlake2.dgr",100,50,100,[0]
671,"MountDriedLake3","Metadata/Terrain/Act4/Area2/Graphs/driedlake3.dgr",100,50,100,[0]
672,"MountDriedLake4","Metadata/Terrain/Act4/Area2/Graphs/driedlake4.dgr",100,50,100,[0]
673,"MountDriedLake5","Metadata/Terrain/Act4/Area2/Graphs/driedlake5.dgr",100,50,100,[0]
674,"MountDriedLake6","Metadata/Terrain/Act4/Area2/Graphs/driedlake6.dgr",100,50,100,[0]
675,"MountDriedLake7","Metadata/Terrain/Act4/Area2/Graphs/driedlake7.dgr",100,50,100,[0]
676,"MountDriedLake8","Metadata/Terrain/Act4/Area2/Graphs/driedlake8.dgr",100,50,100,[0]
677,"MountTown1","Metadata/Terrain/Act4/Town/Graphs/town.dgr",100,50,100,[0]
678,"MountMine1_1","Metadata/Terrain/Act4/Area3Level1/Graphs/mines_1_1_1.dgr",100,50,50,[0]
679,"MountMine1_2","Metadata/Terrain/Act4/Area3Level1/Graphs/mines_1_1_2.dgr",100,50,50,[0]
680,"MountMine1_3","Metadata/Terrain/Act4/Area3Level1/Graphs/mines_1_2_1.dgr",100,50,50,[0]
681,"MountMine1_4","Metadata/Terrain/Act4/Area3Level1/Graphs/mines_1_2_2.dgr",100,50,50,[0]
682,"MountMine1_5","Metadata/Terrain/Act4/Area3Level1/Graphs/mines_1_3_1.dgr",100,50,50,[0]
683,"MountMine1_6","Metadata/Terrain/Act4/Area3Level1/Graphs/mines_1_3_2.dgr",100,50,50,[0]
684,"MountMine2_1","Metadata/Terrain/Act4/Area3Level2/Graphs/mines_2_1_1.dgr",100,50,50,[0]
685,"MountMine2_2","Metadata/Terrain/Act4/Area3Level2/Graphs/mines_2_1_2.dgr",100,50,50,[0]
686,"MountMine2_3","Metadata/Terrain/Act4/Area3Level2/Graphs/mines_2_2_1.dgr",100,50,50,[0]
687,"MountMine2_4","Metadata/Terrain/Act4/Area3Level2/Graphs/mines_2_2_2.dgr",100,50,50,[0]
688,"MountMine2_5","Metadata/Terrain/Act4/Area3Level2/Graphs/mines_2_3_1.dgr",100,50,50,[0]
689,"MountMine2_6","Metadata/Terrain/Act4/Area3Level2/Graphs/mines_2_3_2.dgr",100,50,50,[0]
690,"MountMine3_1","Metadata/Terrain/Act4/Area3Level3/Graphs/mines_3_1_1.dgr",100,50,50,[0]
691,"MountMine3_2","Metadata/Terrain/Act4/Area3Level3/Graphs/mines_3_1_2.dgr",100,50,50,[0]
692,"MountMine3_3","Metadata/Terrain/Act4/Area3Level3/Graphs/mines_3_2_1.dgr",100,50,50,[0]
693,"MountMine3_4","Metadata/Terrain/Act4/Area3Level3/Graphs/mines_3_2_2.dgr",100,50,50,[0]
694,"MountMine3_5","Metadata/Terrain/Act4/Area3Level3/Graphs/mines_3_3_1.dgr",100,50,50,[0]
695,"MountMine3_6","Metadata/Terrain/Act4/Area3Level3/Graphs/mines_3_3_2.dgr",100,50,50,[0]
696,"MountKaom1_1","Metadata/Terrain/Act4/Area4Level1/Graphs/Kaom1_1.tgr",90,50,100,[0]
697,"MountKaom1_2","Metadata/Terrain/Act4/Area4Level1/Graphs/Kaom1_2.tgr",90,50,100,[0]
698,"MountKaom1_3","Metadata/Terrain/Act4/Area4Level1/Graphs/Kaom1_3.tgr",90,50,100,[0]
699,"MountKaom1_4","Metadata/Terrain/Act4/Area4Level1/Graphs/Kaom1_4.tgr",90,50,100,[0]
700,"MountKaom3_1","Metadata/Terrain/Act4/Area4Level3/Graphs/Kaom3_1.tgr",90,50,100,[0]
701,"MountKaom3_2","Metadata/Terrain/Act4/Area4Level3/Graphs/Kaom3_2.tgr",90,50,100,[0]
702,"MountKaom3_3","Metadata/Terrain/Act4/Area4Level3/Graphs/Kaom3_3.tgr",90,50,100,[0]
703,"MountKaom3_4","Metadata/Terrain/Act4/Area4Level3/Graphs/Kaom3_4.tgr",90,50,100,[0]
704,"MountArena1_1","Metadata/Terrain/Act4/Area5Level1/Graphs/daresso.dgr",100,50,50,[0]
705,"MountArena1_2","Metadata/Terrain/Act4/Area5Level1/Graphs/daresso2.dgr",100,50,50,[0]
706,"MountArena1_3","Metadata/Terrain/Act4/Area5Level1/Graphs/daresso3.dgr",100,50,50,[0]
707,"MountArena1_4","Metadata/Terrain/Act4/Area5Level1/Graphs/daresso4.dgr",100,50,50,[0]
708,"MountArena1_5","Metadata/Terrain/Act4/Area5Level1/Graphs/daresso5.dgr",100,50,50,[0]
709,"MountArena2_1","Metadata/Terrain/Act4/Area5Level2/Graphs/daresso.dgr",100,50,50,[0]
710,"MountArena2_2","Metadata/Terrain/Act4/Area5Level2/Graphs/daresso2.dgr",100,50,50,[0]
711,"MountArena2_3","Metadata/Terrain/Act4/Area5Level2/Graphs/daresso3.dgr",100,50,50,[0]
712,"MountBelly1_1","Metadata/Terrain/Act4/Area6Level1/Graphs/belly.dgr",100,50,50,[0]
713,"MountBelly1_2","Metadata/Terrain/Act4/Area6Level1/Graphs/belly2.dgr",100,50,50,[0]
714,"MountBelly1_3","Metadata/Terrain/Act4/Area6Level1/Graphs/belly3.dgr",100,50,50,[0]
715,"MountBelly1_4","Metadata/Terrain/Act4/Area6Level1/Graphs/belly4.dgr",100,50,50,[0]
716,"MountBelly1_5","Metadata/Terrain/Act4/Area6Level1/Graphs/belly5.dgr",100,50,50,[0]
717,"MountBelly1_6","Metadata/Terrain/Act4/Area6Level1/Graphs/belly6.dgr",100,50,50,[0]
718,"MountBelly2_1","Metadata/Terrain/Act4/Area6Level2/Graphs/belly1.dgr",100,50,50,[0]
719,"MountBelly2_2","Metadata/Terrain/Act4/Area6Level2/Graphs/belly2.dgr",100,50,50,[0]
720,"MountBelly2_3","Metadata/Terrain/Act4/Area6Level2/Graphs/belly3.dgr",100,50,50,[0]
721,"MountBelly2_4","Metadata/Terrain/Act4/Area6Level2/Graphs/belly4.dgr",100,50,50,[0]
722,"MountBelly2_5","Metadata/Terrain/Act4/Area6Level2/Graphs/belly5.dgr",100,50,50,[0]
723,"MountBelly3_1","Metadata/Terrain/Act4/Area6Level3/Graphs/harvest1.dgr",100,50,50,[0]
724,"MountBelly3_2","Metadata/Terrain/Act4/Area6Level3/Graphs/harvest2.dgr",100,50,50,[0]
725,"MountBelly3_3","Metadata/Terrain/Act4/Area6Level3/Graphs/harvest3.dgr",100,50,50,[0]
726,"MountAscent1_1","Metadata/Terrain/Act4/Area7/Graphs/ascent1.tgr",100,50,100,[0]
727,"MountAscent1_2","Metadata/Terrain/Act4/Area7/Graphs/ascent2.tgr",100,50,100,[0]
728,"Act5_town","Metadata/Terrain/Act5/Town/Graphs/1_5_town.dgr",100,50,100,[0]
729,"Act5_Area1_1","Metadata/Terrain/Act5/Area1/Graphs/1_5_1_v1.dgr",100,50,50,[0]
730,"Act5_Area1_2","Metadata/Terrain/Act5/Area1/Graphs/1_5_1_v2.dgr",100,50,50,[0]
731,"Act5_Area1_3","Metadata/Terrain/Act5/Area1/Graphs/1_5_1_v3.dgr",100,50,50,[0]
732,"Act5_Area1_4","Metadata/Terrain/Act5/Area1/Graphs/1_5_1_v4.dgr",100,50,50,[0]
733,"Act5_Area2_1","Metadata/Terrain/Act5/Area2/Graphs/1_5_2_v1.dgr",100,50,50,[0]
734,"Act5_Area2_2","Metadata/Terrain/Act5/Area2/Graphs/1_5_2_v2.dgr",100,50,50,[0]
735,"Act5_Area2_3","Metadata/Terrain/Act5/Area2/Graphs/1_5_2_v3.dgr",100,50,50,[0]
736,"Act5_Area2_4","Metadata/Terrain/Act5/Area2/Graphs/1_5_2_v4.dgr",100,50,50,[0]
737,"Act5_Area3_1","Metadata/Terrain/Act5/Area3/Graphs/1_5_3_v1.dgr",100,50,60,[0]
738,"Act5_Area4_1","Metadata/Terrain/Act5/Area4/Graphs/1_5_4_v1.dgr",100,50,50,[0]
739,"Act5_Area4_2","Metadata/Terrain/Act5/Area4/Graphs/1_5_4_v2.dgr",100,50,50,[0]
740,"Act5_Area4_3","Metadata/Terrain/Act5/Area4/Graphs/1_5_4_v3.dgr",100,50,50,[0]
741,"Act5_Area4_4","Metadata/Terrain/Act5/Area4/Graphs/1_5_4_v4.dgr",100,50,50,[0]
742,"Act5_Area4b_1","Metadata/Terrain/Act5/Area4b/Graphs/1_5_4b_v1.dgr",100,50,50,[0]
743,"Act5_Area4b_2","Metadata/Terrain/Act5/Area4b/Graphs/1_5_4b_v2.dgr",100,50,50,[0]
744,"Act5_Area4b_3","Metadata/Terrain/Act5/Area4b/Graphs/1_5_4b_v3.dgr",100,50,50,[0]
745,"Act5_Area4b_4","Metadata/Terrain/Act5/Area4b/Graphs/1_5_4b_v4.dgr",100,50,50,[0]
746,"Act5_Area5_1","Metadata/Terrain/Act5/Area5/Graphs/1_5_5_v1.dgr",100,50,50,[0]
747,"Act5_Area5_2","Metadata/Terrain/Act5/Area5/Graphs/1_5_5_v2.dgr",100,50,50,[0]
748,"Act5_Area5_3","Metadata/Terrain/Act5/Area5/Graphs/1_5_5_v3.dgr",100,50,50,[0]
749,"Act5_Area5_4","Metadata/Terrain/Act5/Area5/Graphs/1_5_5_v4.dgr",100,50,50,[0]
750,"Act5_Area3b_1","Metadata/Terrain/Act5/Area3b/Graphs/1_5_3b_v1.dgr",100,50,50,[0]
751,"Act5_Area6_1","Metadata/Terrain/Act5/Area6/Graphs/1_5_6_v1.dgr",100,50,50,[0]
752,"Act5_Area6_2","Metadata/Terrain/Act5/Area6/Graphs/1_5_6_v2.dgr",100,50,50,[0]
753,"Act5_Area6_3","Metadata/Terrain/Act5/Area6/Graphs/1_5_6_v3.dgr",100,50,50,[0]
754,"Act5_Area6_4","Metadata/Terrain/Act5/Area6/Graphs/1_5_6_v4.dgr",100,50,50,[0]
755,"Act5_Area7_1","Metadata/Terrain/Act5/Area7/Graphs/1_5_7_v1.dgr",100,50,50,[0]
756,"Act5_Area7_2","Metadata/Terrain/Act5/Area7/Graphs/1_5_7_v2.dgr",100,50,50,[0]
757,"Act5_Area7_3","Metadata/Terrain/Act5/Area7/Graphs/1_5_7_v3.dgr",100,50,50,[0]
758,"Act5_Area7_4","Metadata/Terrain/Act5/Area7/Graphs/1_5_7_v4.dgr",100,50,50,[0]
759,"Act5_Area8_1","Metadata/Terrain/Act5/Area8/Graphs/1_5_8_v1.dgr",100,50,50,[0]
760,"Epilogue_Town","Metadata/Terrain/Act11/Town/Graphs/epilogue.dgr",100,50,100,[0]
761,"Epilogue_Lab","Metadata/Terrain/Act11/ShaperLab/Graphs/shaper_lab.dgr",100,50,100,[0]
762,"Epilogue_Lab_Trailer","Metadata/Terrain/Act11/ShaperLabTrailer/Graphs/shaper_lab.dgr",100,50,100,[0]
763,"Epilogue_Square_Courts","Metadata/Terrain/Act11/Area1/OriathSquare/Graphs/ravaged_square_1.dgr",100,50,100,[0]
764,"Epilogue_Courts_1","Metadata/Terrain/Act11/Area1/TemplarCourts/Graphs/courts_v1.dgr",100,50,100,[0]
765,"Epilogue_Courts_2","Metadata/Terrain/Act11/Area1/TemplarCourts/Graphs/courts_v2.dgr",100,50,100,[0]
766,"Epilogue_Courts_3","Metadata/Terrain/Act11/Area1/TemplarCourts/Graphs/courts_v3.dgr",100,50,100,[0]
767,"Epilogue_Courts_4","Metadata/Terrain/Act11/Area1/TemplarCourts/Graphs/courts_v4.dgr",100,50,100,[0]
768,"Epilogue_Square_Reliquary","Metadata/Terrain/Act11/Area2/OriathSquare/Graphs/ravaged_square_1.dgr",100,50,100,[0]
769,"Epilogue_Reliquary_1","Metadata/Terrain/Act11/Area2/Reliquary/Graphs/reliquary_1.dgr",100,50,100,[0]
770,"Epilogue_Reliquary_2","Metadata/Terrain/Act11/Area2/Reliquary/Graphs/reliquary_2.dgr",100,50,100,[0]
771,"Epilogue_Karui_Island","Metadata/Terrain/Act11/Camp/Graphs/island_camp.dgr",100,50,100,[0]
772,"SideBeach1_1","Metadata/Terrain/Act1/SideBeach1/Graphs/beach1.tgr",100,50,100,[0]
773,"SideBeach1_2","Metadata/Terrain/Act1/SideBeach1/Graphs/beach2.tgr",100,50,100,[0]
774,"SideBeach1_3","Metadata/Terrain/Act1/SideBeach1/Graphs/beach3.tgr",100,50,100,[0]
775,"SideBeach1_4","Metadata/Terrain/Act1/SideBeach1/Graphs/beach4.tgr",100,50,100,[0]
776,"SideCaves1_1","Metadata/Terrain/Act1/SideCave1/Graphs/cave.dgr",100,50,50,[0]
777,"SideCaves1_2","Metadata/Terrain/Act1/SideCave1/Graphs/cave2.dgr",100,50,50,[0]
778,"SideCaves1_3","Metadata/Terrain/Act1/SideCave1/Graphs/cave3.dgr",100,50,50,[0]
779,"SideCaves1_4","Metadata/Terrain/Act1/SideCave1/Graphs/cave4.dgr",100,50,50,[0]
780,"SideCaves2_1","Metadata/Terrain/Act1/SideCave2/Graphs/cave.dgr",100,50,50,[0]
781,"SideCaves2_2","Metadata/Terrain/Act1/SideCave2/Graphs/cave2.dgr",100,50,50,[0]
782,"SideCaves2_3","Metadata/Terrain/Act1/SideCave2/Graphs/cave3.dgr",100,50,50,[0]
783,"SideCaves2_4","Metadata/Terrain/Act1/SideCave2/Graphs/cave4.dgr",100,50,50,[0]
784,"SideBeachCliff1_1","Metadata/Terrain/Act1/SideCliff1/Graphs/cliff1.tgr",90,50,100,[0]
785,"SideBeachCliff1_2","Metadata/Terrain/Act1/SideCliff1/Graphs/cliff2.tgr",90,50,100,[0]
786,"SideLedge1_1","Metadata/Terrain/Act1/SideLedge1/Graphs/ledge1.tgr",90,50,100,[0]
787,"SideLedge1_2","Metadata/Terrain/Act1/SideLedge1/Graphs/ledge2.tgr",90,50,100,[0]
788,"SidePrison1_1","Metadata/Terrain/Act1/SidePrison1/Graphs/prison1.dgr",100,50,50,[0]
789,"SidePrison1_2","Metadata/Terrain/Act1/SidePrison1/Graphs/prison2.dgr",100,50,50,[0]
790,"SidePrison1_3","Metadata/Terrain/Act1/SidePrison1/Graphs/prison3.dgr",100,50,50,[0]
791,"SidePrison1_4","Metadata/Terrain/Act1/SidePrison1/Graphs/prison4.dgr",100,50,50,[0]
792,"SideForestCliff1_1","Metadata/Terrain/Act2/SideCliff1/Graphs/cliff1.tgr",90,50,100,[0]
793,"SideForestCliff1_2","Metadata/Terrain/Act2/SideCliff1/Graphs/cliff2.tgr",90,50,100,[0]
794,"SideThickforest1_1","Metadata/Terrain/Act2/SideForest1/Graphs/forest1.tgr",100,50,100,[0]
795,"SideThickforest1_2","Metadata/Terrain/Act2/SideForest1/Graphs/forest2.tgr",100,50,100,[0]
796,"SideThickforest1_3","Metadata/Terrain/Act2/SideForest1/Graphs/forest3.tgr",100,50,100,[0]
797,"SideThickforest1_4","Metadata/Terrain/Act2/SideForest1/Graphs/forest4.tgr",100,50,100,[0]
798,"SideForestCave1_1","Metadata/Terrain/Act2/SideDen1/Graphs/field_caves_1_1.dgr",100,50,50,[0]
799,"SideForestCave1_2","Metadata/Terrain/Act2/SideDen1/Graphs/field_caves_2_1.dgr",100,50,50,[0]
800,"SideForestCave1_3","Metadata/Terrain/Act2/SideDen1/Graphs/field_caves_3_1.dgr",100,50,50,[0]
801,"SideForestCave1_4","Metadata/Terrain/Act2/SideDen1/Graphs/field_caves_4_1.dgr",100,50,50,[0]
802,"SideForestCliff2_1","Metadata/Terrain/Act2/SideCliff2/Graphs/cliff1.tgr",100,50,100,[0]
803,"SideForestCliff2_2","Metadata/Terrain/Act2/SideCliff2/Graphs/cliff2.tgr",100,50,100,[0]
804,"SideForestCliff2_3","Metadata/Terrain/Act2/SideCliff2/Graphs/cliff3.tgr",100,50,100,[0]
805,"SideForestCliff2_4","Metadata/Terrain/Act2/SideCliff2/Graphs/cliff4.tgr",100,50,100,[0]
806,"SideChurch1_1","Metadata/Terrain/Act2/SideChurch1/Graphs/church1.dgr",100,50,50,[0]
807,"SideChurch1_2","Metadata/Terrain/Act2/SideChurch1/Graphs/church2.dgr",100,50,50,[0]
808,"SideChurch1_3","Metadata/Terrain/Act2/SideChurch1/Graphs/church3.dgr",100,50,50,[0]
809,"SideChurch1_4","Metadata/Terrain/Act2/SideChurch1/Graphs/church4.dgr",100,50,50,[0]
810,"SideChamber1_1","Metadata/Terrain/Act2/SideChamber1/Graphs/chamber1.dgr",100,50,50,[0]
811,"SideChamber1_2","Metadata/Terrain/Act2/SideChamber1/Graphs/chamber2.dgr",100,50,50,[0]
812,"SideChamber1_3","Metadata/Terrain/Act2/SideChamber1/Graphs/chamber3.dgr",100,50,50,[0]
813,"SideChamber1_4","Metadata/Terrain/Act2/SideChamber1/Graphs/chamber4.dgr",100,50,50,[0]
814,"SideThicket1_1","Metadata/Terrain/Act2/SideThicket1/Graphs/thicket1.dgr",100,50,50,[0]
815,"SideThicket1_2","Metadata/Terrain/Act2/SideThicket1/Graphs/thicket2.dgr",100,50,50,[0]
816,"SideThicket1_3","Metadata/Terrain/Act2/SideThicket1/Graphs/thicket3.dgr",100,50,50,[0]
817,"SideThicket1_4","Metadata/Terrain/Act2/SideThicket1/Graphs/thicket4.dgr",100,50,50,[0]
818,"SideInca1_1","Metadata/Terrain/Act2/SideInca1/Graphs/inca1.dgr",100,50,50,[0]
819,"SideInca1_2","Metadata/Terrain/Act2/SideInca1/Graphs/inca2.dgr",100,50,50,[0]
820,"SideInca1_3","Metadata/Terrain/Act2/SideInca1/Graphs/inca3.dgr",100,50,50,[0]
821,"SideInca1_4","Metadata/Terrain/Act2/SideInca1/Graphs/inca4.dgr",100,50,50,[0]
822,"SideChurch2_1","Metadata/Terrain/Act3/SideChurch1/Graphs/church1.dgr",100,50,50,[0]
823,"SideChurch2_2","Metadata/Terrain/Act3/SideChurch1/Graphs/church2.dgr",100,50,50,[0]
824,"SideChurch2_3","Metadata/Terrain/Act3/SideChurch1/Graphs/church3.dgr",100,50,50,[0]
825,"SideChurch2_4","Metadata/Terrain/Act3/SideChurch1/Graphs/church4.dgr",100,50,50,[0]
826,"SideDock1_1","Metadata/Terrain/Act3/SideDock1/Graphs/dock1.dgr",100,50,50,[0]
827,"SideDock1_2","Metadata/Terrain/Act3/SideDock1/Graphs/dock2.dgr",100,50,50,[0]
828,"SideGarden1_1","Metadata/Terrain/Act3/SideGarden1/Graphs/garden1.dgr",100,50,100,[0]
829,"SideGarden1_2","Metadata/Terrain/Act3/SideGarden1/Graphs/garden2.dgr",100,50,100,[0]
830,"SideGarden1_3","Metadata/Terrain/Act3/SideGarden1/Graphs/garden3.dgr",100,50,100,[0]
831,"SideGarden1_4","Metadata/Terrain/Act3/SideGarden1/Graphs/garden4.dgr",100,50,100,[0]
832,"SideJail1_1","Metadata/Terrain/Act3/SideJail1/Graphs/jail1.dgr",100,50,50,[0]
833,"SideJail1_2","Metadata/Terrain/Act3/SideJail1/Graphs/jail2.dgr",100,50,50,[0]
834,"SideJail1_3","Metadata/Terrain/Act3/SideJail1/Graphs/jail3.dgr",100,50,50,[0]
835,"SideJail1_4","Metadata/Terrain/Act3/SideJail1/Graphs/jail4.dgr",100,50,50,[0]
836,"SideLibrary1_1","Metadata/Terrain/Act3/SideLibrary1/Graphs/library1.dgr",100,50,50,[0]
837,"SideLibrary1_2","Metadata/Terrain/Act3/SideLibrary1/Graphs/library2.dgr",100,50,50,[0]
838,"SideLibrary1_3","Metadata/Terrain/Act3/SideLibrary1/Graphs/library3.dgr",100,50,50,[0]
839,"SideLibrary1_4","Metadata/Terrain/Act3/SideLibrary1/Graphs/library4.dgr",100,50,50,[0]
840,"SideScepter1_1","Metadata/Terrain/Act3/SideScepter1/Graphs/scepter1.dgr",100,50,50,[0]
841,"SideScepter1_2","Metadata/Terrain/Act3/SideScepter1/Graphs/scepter2.dgr",100,50,50,[0]
842,"SideScepter1_3","Metadata/Terrain/Act3/SideScepter1/Graphs/scepter3.dgr",100,50,50,[0]
843,"SideScepter1_4","Metadata/Terrain/Act3/SideScepter1/Graphs/scepter4.dgr",100,50,50,[0]
844,"SideSewer1_1","Metadata/Terrain/Act3/SideSewer1/Graphs/sewers_1.dgr",100,50,50,[0]
845,"SideSewer1_2","Metadata/Terrain/Act3/SideSewer1/Graphs/sewers_2.dgr",100,50,50,[0]
846,"SideSewer1_3","Metadata/Terrain/Act3/SideSewer1/Graphs/sewers_3.dgr",100,50,50,[0]
847,"SideSewer1_4","Metadata/Terrain/Act3/SideSewer1/Graphs/sewers_4.dgr",100,50,50,[0]
848,"SideTemple1_1","Metadata/Terrain/Act3/SideTemple1/Graphs/temple1.dgr",100,50,50,[0]
849,"SideTemple1_2","Metadata/Terrain/Act3/SideTemple1/Graphs/temple2.dgr",100,50,50,[0]
850,"SideTemple1_3","Metadata/Terrain/Act3/SideTemple1/Graphs/temple3.dgr",100,50,50,[0]
851,"SideTemple1_4","Metadata/Terrain/Act3/SideTemple1/Graphs/temple4.dgr",100,50,50,[0]
852,"SideTemple2_1","Metadata/Terrain/Act3/SideTemple2/Graphs/temple1.dgr",100,50,50,[0]
853,"SideTemple2_2","Metadata/Terrain/Act3/SideTemple2/Graphs/temple2.dgr",100,50,50,[0]
854,"SideTemple2_3","Metadata/Terrain/Act3/SideTemple2/Graphs/temple3.dgr",100,50,50,[0]
855,"SideTemple2_4","Metadata/Terrain/Act3/SideTemple2/Graphs/temple4.dgr",100,50,50,[0]
856,"SideLunarisPart2_1","Metadata/Terrain/Act8/SideLunarisTemple/Graphs/temple1.dgr",100,50,50,[0]
857,"SideLunarisPart2_2","Metadata/Terrain/Act8/SideLunarisTemple/Graphs/temple2.dgr",100,50,50,[0]
858,"SideLunarisPart2_3","Metadata/Terrain/Act8/SideLunarisTemple/Graphs/temple3.dgr",100,50,50,[0]
859,"SideLunarisPart2_4","Metadata/Terrain/Act8/SideLunarisTemple/Graphs/temple4.dgr",100,50,50,[0]
860,"SideWarehouse1_1","Metadata/Terrain/Act3/SideWarehouse1/Graphs/warehouses1.dgr",80,50,50,[0]
861,"SideWarehouse1_2","Metadata/Terrain/Act3/SideWarehouse1/Graphs/warehouses2.dgr",80,50,50,[0]
862,"SideWarehouse1_3","Metadata/Terrain/Act3/SideWarehouse1/Graphs/warehouses3.dgr",80,50,50,[0]
863,"SideWarehouse2_1","Metadata/Terrain/Act3/SideWarehouse2/Graphs/warehouses1.dgr",100,50,50,[0]
864,"SideWarehouse2_2","Metadata/Terrain/Act3/SideWarehouse2/Graphs/warehouses2.dgr",100,50,50,[0]
865,"SideWarehouse2_3","Metadata/Terrain/Act3/SideWarehouse2/Graphs/warehouses3.dgr",100,50,50,[0]
866,"SideWarehouse2_4","Metadata/Terrain/Act3/SideWarehouse2/Graphs/warehouses4.dgr",100,50,50,[0]
867,"SideWarehouse3_1","Metadata/Terrain/Act3/SideWarehouse3/Graphs/warehouse1.dgr",100,50,50,[0]
868,"SideWarehouse3_2","Metadata/Terrain/Act3/SideWarehouse3/Graphs/warehouse2.dgr",100,50,50,[0]
869,"SideWarehouse3_3","Metadata/Terrain/Act3/SideWarehouse3/Graphs/warehouse3.dgr",100,50,50,[0]
