"rownum","Id","MonsterVarietiesKeys","AchievementItemsKeys","bool","PlayerConditionsKeys","MonsterDeathConditionsKeys","[rid]","i32","i32","bool","bool","[rid]","[rid]","[string]","[rid]","rid","i32","NearbyMonsterConditionsKeys","bool","MultiPartAchievementConditionsKeys","[i32]","bool","[rid]","[rid]","bool"
175,"KillIncursionOmnitect",[6514],"[10211,4204]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
176,"KillPossessedUniqueMonster",[0],[9326],"",[],"[13,3]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
177,"KillHallowedHuskAfter3BloodRainsAndWithoutStandingInProximityShield",[1638],[7418],"",[],[],[1242],1,1,1,"",[],[],[],[],"",0,[],"","[34,35]",[],"",[],[],""
178,"KillVaalTempleBossesInReverse",[3311],[7419],"",[],[],[1253],1,1,1,"",[],[],[],[],"",0,[],"",[36],[],"",[],[],""
179,"KillAulenGreychainWhileHimAndYouHaveImmortalCall",[2466],[7420],"",[33],[37],[1104],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
180,"KillChayulaWithoutBeingHitByChaosCycloneProjectilesAndAfter3Cyclones",[5283],[9112],"",[],[],[],81,81,1,"",[],[],[],[],"",0,[],"",[37],[],"",[],[],""
181,"KillMerveilWithSapphireRingEquipped",[155],[7201],"",[34],[],[20],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
182,"KillVaalOversoulWithTopazRingEquipped",[152],[7202],"",[35],[],[39],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
183,"KillPietyWithSapphireRingAndTopazRingEquipped",[1377],[7203],"",[36],[],[54],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
184,"KillLeifTheSwiftHandedWhileBlinded",[2438],[7272],"",[37],[],[1219],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
185,"KillHighTemplarWithoutBeingAffectedByColdBeam",[1628],[7273],"",[],[],[1221],1,1,"","",[],[],[],[],"",0,[],"",[39],[],"",[],[],""
186,"KillOakTheMightyWhileTaunted",[2463],[7274],"",[38],[],[1212],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
187,"KillJorusWhileHeIsChannellingScorchingRay",[5518],[7275],"",[],[38],[1185],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
188,"KillAdmiralDarnawWithoutBeingHitByOceansWave",[8532],[7423],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[40],[],"",[],[],""
189,"KillUnbreakableMk1WithoutBeingAffectedByMagneticStorm",[8520],[7424],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[41],[],"",[],[],""
190,"KillNashtaTheUsurperWithoutDetonatingVolatileEmberstormsAndWhileAffectedByEmberstorm",[8525],[7425],"",[39],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[42],[],"",[],[],""
191,"KillVoxTwinsWithoutBecomingImmobilised","[8537,8538]",[7426],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[43,44]",[],"",[],[],""
192,"KillVoxTwinsWithoutTwinsSwappingPositions","[8537,8538]",[7427],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[45,44]",[],"",[],[],""
193,"KillVoxTwinsByKillingVixVoxFirst",[8538],[7428],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[44],[],"",[],[],""
194,"KillVoxTwinsByKillingVinnyVoxFirst",[8537],[7429],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[44],[],"",[],[],""
195,"KillWarband","[4415,4418,4420,4443,4446,4449,4469,4472,4474,4476,4482,4485,4494,4496,4499,4501,4503,4505]",[7542],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
196,"KillBeyondBoss",[0],"[7547,9922]","",[],[15],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
197,"KillHeistBossNoTwins","[8532,8520,8525,8527]",[7561],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
198,"KillHeistBossTwins83","[8537,8538]","[9703,10242]","",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[44],[],"",[],[],""
199,"KillMavenBuffedBoss",[0],"[9464,9528,10537,10523]","",[],"[7,39]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
200,"KillAbaxoth",[3532],[7665],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
201,"KillShaper",[5120],[8351],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
202,"KillSirusAwakeningLevel8",[8126],[8223],"",[],[],[],1,1,"","",[10668],[],[],[],"",0,[],"",[],[8],"",[],[],""
203,"KillOshabi",[8401],"[10165,10236]","",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
204,"KillTheMaven",[8760],"[8222,7630]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
205,"KillCaptainClayborneWithoutDefeatingDrownedCrew",[8492],[7491],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[46],[],"",[],[],""
206,"KillOrmudFiendOfTheFloodWithoutBeingHitByWaterVortexOrCollapsingOrb",[8724],[7492],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[47],[],"",[],[],""
207,"KillLyciusMidnightsHowlWhileHeIsUsingWolfBarrage",[4760],[7493],"",[],[40],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
208,"KillBramblefallBossesWithoutBeingHitBySlamScreechSpikes","[8424,8428,8432]",[7632],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[48,49]",[],"",[],[],""
209,"KillBurtokConjurerOfBonesWhileAffectedByBoneRoilAndWhileHeIsBleeding",[3481],[7633],"",[40],[36],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
210,"KillDoedreTheDefilerWhileYouHave5StacksOfDoedresSufferingTormentWithering","[5977,5981]",[7634],"","[41,42,43]",[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
211,"KillFoundryMapBossesWithinThreeSecondsOfOneAnotherAndWithoutBeingHitByCorpseRain","[8752,8484]",[7631],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[50,51]",[],"",[],[],""
212,"DefeatTheMavenWithoutMoreThan16VolatilesEver",[8760],[7660],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[52],[],"",[],[],""
213,"DefeatTheMavenWithoutFailingMemoryGame",[8760],"[7662,9723]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[53],[],"",[],[],""
214,"DefeatTheMavenWithoutBeingHitByElasticBeams",[8760],[7663],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[54],[],"",[],[],""
215,"KillLegionGeneral","[7468,7487,7518,7547,7579]",[7730],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
216,"KillBaranTheCrusaderWith80QuantityInArea","[7988,7989]","[8016,8580]","",[],[],[],1,1,"","",[1036],[],[],[],"",0,[],"",[],[80],"",[],[],""
217,"KillVeritaniaTheRedeemerWith80QuantityInArea","[8013,8014]","[8017,8581]","",[],[],[],1,1,"","",[1036],[],[],[],"",0,[],"",[],[80],"",[],[],""
218,"KillAlHezminTheHunterWith80QuantityInArea","[8036,8037]","[8018,8582]","",[],[],[],1,1,"","",[1036],[],[],[],"",0,[],"",[],[80],"",[],[],""
219,"KillDroxTheWarlordWith80QuantityInArea","[8065,8066]","[8019,8583]","",[],[],[],1,1,"","",[1036],[],[],[],"",0,[],"",[],[80],"",[],[],""
220,"KillTrialmaster",[8792],"[7906,9699]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
221,"KillSanguineSirenWhileAffectedByTemporalChains",[5845],[7744],"",[46],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],1,[],[],""
222,"KillPromenadeBossRanged",[2505],[],"",[],[],[],1,1,"","",[],[],[],[],127,1,[],"",[],[],"",[],[],""
223,"KillPromenadeBossMelee",[2502],[],"",[],[],[],1,1,"","",[],[],[],[],127,1,[],"",[],[],"",[],[],""
224,"KillPromenadeBossesWhileAffectedByConductivity","[2502,2505]",[7745],"",[47],[],[],1,1,"","",[],[],[],[],"",0,[],"",[55],[],1,[],[],""
225,"KillOlofSonOfTheHeadsmansWhileBothHeAndAllPlayersAreTaunted",[4179],[7902],"",[38],[41],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
226,"KillTyrantWhileBotheAndAllPlayersAreAffectedByMoltenShell",[2529],[7903],"",[48],[42],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],1,[],[],""
227,"KillThePrimalOneWhileHeIsChannellingSunderAndWithoutBeingHitBySunder",[2484],[7904],"",[],[43],[],1,1,1,"",[],[],[],[],"",0,[],"",[58],[],"",[],[],""
228,"KillUulNetolLevel81OrHigherAfterActivatingAll4Portals",[5280],[7905],"",[],[],[],81,81,1,"",[],[],[],[],"",0,[],"",[59],[],"",[],[],""
229,"KillTrialmasterWithoutBeingHitByBloodOrb",[8792],[7921],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[60],[],"",[],[],""
230,"KillTrialmasterWithoutBeingHitBySpearPulse",[8792],[7922],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[61],[],"",[],[],""
231,"KillTrialmasterAfterCollectingAllCurrencyFromShrines",[8792],[9449],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[62],[],"",[],[],""
232,"KillTrialmasterWhileAffectedByTetherAndWithoutBeingHitByHeart",[8792],[7924],"",[49],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[63],[],1,[],[],""
233,"KillTheReaverWhileAffectedByBearTrap",[2499],[8006],"",[50],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
234,"KillStonebeakAfterGnarAndWithoutDamagingGnarBeforeStonebeakDeath",[4164],[8007],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[64,65]",[],"",[],[],""
235,"KillStoneOfTheCurrentsWhileVolatileSurgeIsActiveAnd15FloodOrbsAreAlive",[4350],[8008],"",[],[44],[],1,1,1,"",[],[],[],[],"",0,[],"",[79],[],"",[],[],""
236,"KillMurgethBogsongWhileAffectedByToxicSwamp",[8452],[8194],"",[51],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
237,"DefeatMerveilUndergroundSeaMapWhileAffectedByFourStacksOfScreech",[2428],[8195],"",[52],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
238,"DefeatTrioCrystalOreMapWhileAffectedByRighteousFire","[4033,4054,4076]",[8197],"",[53],[],[],1,1,"","",[],[],[],[],"",0,[],"",[66],[],"",[],[],""
239,"KillUhtredWithoutBeingAffectedByGlimpseOfInfinityOrIndifferenceOfTheCosmos",[8973],[8206],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[67],[],"",[],[],""
240,"KillUthredWhileAffectedByGlimpseOfInfinity",[8973],[8207],"",[54],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
241,"KillUhtredWhileAffectedByIndifferenceOfTheCosmos",[8973],[8208],"",[55],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
242,"KillUhtredWithoutTriggeringSeekingStar",[8973],[8209],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[68],[],"",[],[],""
243,"KillMedvedWhilePoisoned",[9041],[8198],"",[56],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
244,"KillMedvedAfterFiveArachnidFamiliarSummons",[9041],[8199],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[69],[],"",[],[],""
245,"KillMedvedAfterKilling3CultistsWithin5Seconds",[9041],[8200],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[70],[],"",[],[],""
246,"KillMedvedWithoutKillingAnyCultists",[9041],[8201],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[71],[],"",[],[],""
247,"KillVoranaWhileAffectedByTheBlackReaping",[8976],[8202],"",[57],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
248,"KillVoranaWithoutCausingAnyOrbitingStarsToCollapse",[8976],[8203],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[72],[],"",[],[],""
249,"KillVoranaAfterCausingAtLeast25OrbitingStarsToCollapse",[8976],[8204],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[73],[],"",[],[],""
250,"KillVoranaWithoutBeingHitByCollapsingOrbitingStarsOrTheirProjectiles",[8976],[8205],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[74],[],"",[],[],""
251,"KillOlrothWhileBothRunicGatewaysAreActive",[9047],[8210],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[75],[],"",[],[],""
252,"KillOlrothWhileBothCrystalStarsAreActive",[9047],[8211],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[76],[],"",[],[],""
253,"KillOlrothWithoutBeingHitByCageOfLightOrAffectedByExterminatingFlames",[9047],[8212],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[77,78]",[],"",[],[],""
254,"KillOlrothWhileAffectedByEnervation",[9047],[8213],"",[58],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
255,"KillAul",[6863],"[4205,8842]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
256,"KillFarrul","[6357,6358]",[4206],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
257,"FlawlessBreachstoneBreachlord","[5280,5283,5271,5274,5277]","[9577,10016]","",[],[],[],84,84,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
258,"KillAulWithoutBeingHitByAbyssSlam81plus",[6863],[9109],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[80],[],"",[],[],""
259,"KillUberElderWithoutBeingHitByBeamOrTentacles",[6186],[8404],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[81],[],"",[],[],""
260,"KillUberAtziriWithoutBeingHitByStormCall",[3486],[9450],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[82],[],"",[],[],""
261,"KillSirus8WithoutBeingHitByEndlessFire",[8126],[8406],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[83],[],"",[],[],""
262,"KillMavenWithoutBeingHitByCascade",[8761],[8407],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[84],[],"",[],[],""
263,"KillCrusaderWithoutBeingHitBySlam","[7988,7989]",[8343],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[85],[],"",[],[],""
264,"KillHunterWithoutBeingHitByStabSlam","[8036,8037]",[8344],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[86],[],"",[],[],""
265,"KillRedeemerWithoutBeingHitByTornadoes","[8013,8014]",[8345],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[87],[],"",[],[],""
266,"KillWarlordWithoutBeingHitByBanners","[8065,8066]",[8346],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[88],[],"",[],[],""
267,"KillTheBlackStar",[9315],"[8422,8518]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
268,"KillTheInfiniteHunger",[9325],"[8423,8519]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
269,"KillTheSearingExarch",[9318],"[8424,8568]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
270,"KillTheEaterOfWorlds",[9319],"[8425,8567]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
271,"KillOlroth83OrHigher",[9047],[9702],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
272,"KillKurgal81OrHigher",[6172],[8573],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
273,"KillUulNetol81OrHigher",[5280],[8572],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
274,"DefeatAmanamu81OrHigher",[6170],[8571],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
275,"DefeatMastermind83OrHigher",[7145],"[10235,9227]","",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
276,"KillBlackStarWithoutBeingHitByMeteors",[9315],[8629],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[89],[],"",[],[],""
277,"KillBlackStarWithMonsterFleet",[9315],[8630],"",[],[],[],1,1,"","",[989],[],[],[],"",0,[],"",[],[],"",[],[],""
278,"KillInfiniteHungerWithoutBeingTeleported",[9325],[8631],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[90],[],"",[],[],""
279,"KillInfiniteHungerWithMonsterLife",[9325],[8632],"",[],[],[],1,1,"","",[987],[],[],[],"",0,[],"",[],[],"",[],[],""
280,"KillEaterOfWorldsWithoutDrowning",[9319],[10267],"",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[91],[],"",[],[],""
281,"KillEaterOfWorldsWithChilledGround",[9319],[8634],"",[],[],[],1,1,"","",[10761],[],[],[],"",0,[],"",[],[],"",[],[],""
282,"KillSearingExarchWithoutBeingHitByRollingMeteors",[9318],[8635],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[92],[],"",[],[],""
283,"KillSearingExarchWithPhysicalAsFire",[9318],[8636],"",[],[],[],1,1,"","",[1029],[],[],[],"",0,[],"",[],[],"",[],[],""
284,"KillMapBossWhileAffectedByCovetousShrine",[0],[8766],"",[45],[7],[],1,1,"",1,[],[],[],[],"",0,[],"",[],[],"",[],[],""
285,"KillEssenceBossWhileAffectedByCovetousShrine",[0],[8768],"",[45],[21],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
286,"KillDeliriumBossWhileAffectedByCovetousShrine","[8189,8191]",[8770],"",[45],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
287,"KillShaperOrElderGuardianWhileAffectedByCovetousShrine","[5031,5022,5027,5034,6174,6176,6178,6181]",[8771],"",[45],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
288,"KillHarvestBoss81","[8380,8397,8399]",[10430],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
289,"DefeatRareMonsterTaggedBySentinel",[0],[8653],"",[],"[2,45]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
290,"DefeatRogueExileTaggedBySentinel","[2603,2608,2611,2631,2633,2638,2641,2587,2592,2597,2682,2686,2688,2665,2670,2673,2652,2656,2659,2618,2620,2625,2600,2613,2643,2677,2661,2627,2648,2629,2663,2679,2616,2650,2690,2691,2692,2693,2694,2695]",[8654],"",[],[45],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
291,"DefeatActBossTaggedBySentinel","[155,152,1636,4271,5579,5332,5573,5477,5501,6008,5586]",[8655],"",[],[45],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
292,"KillMapBossInRareMapAfterActivating6SearingExarchAltarsWithWrathOfTheCosmosAllocated",[0],[8790],"",[59],[7],[],83,83,"",1,[1943],[],[],[],"",0,[],"",[],[2],"",[],[],""
293,"KillUberShaper",[5120],"[10520,9465,10026,10273]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
294,"KillUberSirus",[8126],"[10514,9465,10020,10273]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
295,"KillUberUberElder",[6186],"[10515,9465,10021,10273]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
296,"KillUberMaven",[8760],"[10516,9465,10022,10273]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
297,"KillUberSearingExarch",[9318],"[10517,9465,10023,10273]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
298,"KillUberEaterOfWorlds",[9319],"[10518,9465,10024,10273]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
299,"DefeatEssenceBossWithAtLeast5RareModifiers",[0],[8759],"",[],[47],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
300,"DefeatAnEssenceBossWhichHasACorruptOnlyEssences",[0],[9352],"",[],"[21,49]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
301,"KillShaperWithMavenWitness",[5120],[8835],"",[],[39],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
302,"KillShaperWithoutBeingAffectedByShaperBeam",[5120],[10262],"",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[93],[],"",[],[],""
303,"KillShaperWithoutDetonatingAnomaly",[5120],[8837],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[94],[],"",[],[],""
304,"KillShaperWhileHimAndYouAreChilled",[5120],[8838],"",[60],[50],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
305,"KillBlackStarWith80ItemQuantity",[9315],[8843],"",[],[],[],1,1,1,"",[1036],[],[],[],"",0,[],"",[],[80],"",[],[],""
306,"KillBlackStarWithoutGainingMoreThan5StacksOfCrushingDarknessOrAnnihilatingLight",[9315],[8844],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[97],[],"",[],[],""
307,"KillBlackStarWith30StacksOfAnnihilatingLightAndWithoutGainingStacksOfCrushingDarkness",[9315],[8845],"",[61],[],[],1,1,"","",[],[],[],[],"",0,[],"",[95],[],"",[],[],""
308,"KillBlackStarWith30StacksOfCrushingDarknessAndWithoutGainingStacksOfAnnihilatingLight",[9315],[8846],"",[62],[],[],1,1,"","",[],[],[],[],"",0,[],"",[96],[],"",[],[],""
309,"KillInfiniteHungerWith80ItemQuantity",[9325],[8847],"",[],[],[],1,1,1,"",[1036],[],[],[],"",0,[],"",[],[80],"",[],[],""
310,"KillInfiniteHungerWithoutBeingHitByVomit",[9325],[8848],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[98],[],"",[],[],""
311,"KillInfiniteHungerWith50StacksOfCorrosiveHunger",[9325],[8849],"",[63],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
312,"KillInfiniteHungerWithoutGainingMoreThan20StacksOfCorrosiveHungerAndAfterBeingPulledUnder3Times",[9325],[8850],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[99,100]",[],"",[],[],""
313,"KillSearingExarchWith80ItemQuantity",[9318],[8851],"",[],[],[],1,1,1,"",[1036],[],[],[],"",0,[],"",[],[80],"",[],[],""
314,"KillSearingExarchWithoutBeingAffectedByCauterisedFlesh",[9318],[10266],"",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[101],[],"",[],[],""
315,"KillSearingExarchWithoutBeingHitByAnnihilation",[9318],[8854],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[102],[],"",[],[],""
316,"KillEaterOfWorldsWith80ItemQuantity",[9319],[8855],"",[],[],[],1,1,1,"",[1036],[],[],[],"",0,[],"",[],[80],"",[],[],""
317,"KillEaterOfWorldsAfterBeginningToDrownAtLeast10Times",[9319],[8856],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[103],[],"",[],[],""
318,"KillEaterOfWorldsWithoutBeingAffectedByMoreThan10StacksOfInescapableDoom",[9319],[8857],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[104],[],"",[],[],""
319,"KillUberElderAfterDefeating3MadnessPropagatorsWithin5Seconds",[6186],[8863],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[105],[],"",[],[],""
320,"KillUberElderWithoutTakingDamageFromShaperBeam",[6186],[8864],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[106],[],"",[],[],""
321,"KillUberElderWithoutDetonatingVolatileAnomalies",[6186],[8865],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[107],[],"",[],[],""
322,"KillUberElderAfterDetonatingAtLeast20VolatileAnomalies",[6186],[8866],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[108],[],"",[],[],""
323,"KillMavenWithoutBeingHitByCascadeOfPain",[8760],[8867],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[109],[],"",[],[],""
324,"KillMavenAfterCompleting5MemoryGames",[8760],[10268],"",[],[],[],85,85,1,"",[],[],[],[],"",0,[],"",[110],[],"",[],[],""
325,"KillMavenWhileAffectedByMavensPunishment",[8760],"[8869,9251]","",[64],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
326,"KillMavenWithoutBeingAffectedByGravityWell",[8760],[8870],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[111],[],"",[],[],""
327,"KillRareMonsterInT16MapWith5ArchnemesisMods",[0],[9466],"",[],"[2,48]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
328,"KillMapBossT16With50Empowerment",[0],[8876],"",[],"[7,52]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
329,"KillMapBossLevel80With50Empowerment",[0],[8826],"",[],"[7,52]",[],80,80,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
330,"KillDeliriumBossLevel80With50Empowerment","[8189,8191]",[8827],"",[],[52],[],80,80,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
331,"KillBreachBossInDomainLevel80With50Empowerment","[5280,5283,5271,5274,5277]",[8828],"",[],[52],[],80,80,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
332,"KillSuncallerAshaIn8ModT16MapWhileEmpoweredByUniqueSentinel",[1017],[8859],"",[],[46],[],83,83,"","",[4488],[],[],[],"",0,[],"",[],[8],"",[],[],""
333,"KillMaligaroTheMutilatorIn8ModT16MapWhileEmpoweredByUniqueSentinel",[5993],[8860],"",[],[46],[],83,83,"","",[4488],[],[],[],"",0,[],"",[],[8],"",[],[],""
334,"KillAmalgamOfNightmaresIn8ModT16MapWhileEmpoweredByUniqueSentinel",[6010],[8861],"",[],[46],[],83,83,"","",[4488],[],[],[],"",0,[],"",[],[8],"",[],[],""
335,"KillStoneOfTheCurrentsIn8ModT16MapWhileEmpoweredByUniqueSentinel",[4350],[8862],"",[],[46],[],83,83,"","",[4488],[],[],[],"",0,[],"",[],[8],"",[],[],""
336,"KillShavronneTheSickeningIn8ModT16MapWhileEmpoweredByUniqueSentinel",[5987],[8877],"",[],[46],[],83,83,"","",[4488],[],[],[],"",0,[],"",[],[8],"",[],[],""
337,"KillDoedreTheDefilerIn8ModT16MapWhileEmpoweredByUniqueSentinel",[5375],[8878],"",[],[46],[],83,83,"","",[4488],[],[],[],"",0,[],"",[],[8],"",[],[],""
338,"KillFireAndFuryIn8ModT16MapWhileEmpoweredByUniqueSentinel",[2353],[8879],"",[],[46],[],83,83,"","",[4488],[],[],[],"",0,[],"",[],[8],"",[],[],""
339,"KillTheRestlessShadeIn8ModT16MapWhileEmpoweredByUniqueSentinel",[8462],[8880],"",[],[46],[],83,83,"","",[4488],[],[],[],"",0,[],"",[],[8],"",[],[],""
340,"KillExpeditionBoss","[8973,9041,8976,9047]",[8952],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
