"rownum","GrantedEffectsKey","StatsKeys","StatsValuesPermille","[rid]","[rid]"
815,10959,[14214],[100],[],[]
816,10960,[14214],[100],[],[]
817,10961,[14214],[100],[],[]
818,10951,[12878],[2000],[],[]
819,10952,[19289],[2500],[],[]
820,10953,[12878],[2000],[],[]
821,11208,[12878],[2000],[],[]
822,10942,[15197],[50],[],[]
823,10943,[15197],[50],[],[]
824,10944,[15197],[50],[],[]
825,10974,[19223],[500],[],[]
826,10975,[19223],[500],[],[]
827,10976,[19223],[500],[],[]
828,10965,"[867,14288]","[50000,5000]",[],[]
829,10966,[356],[25000],[],[]
830,10967,[6033],[1000],[],[]
831,10997,[737],[-750],[],[]
832,10998,[737],[-750],[],[]
833,10999,[737],[-750],[],[]
834,11030,[14368],[100],[],[]
835,11031,[14368],[100],[],[]
836,11032,[13021],[750],[],[]
837,10983,[2611],[1000],[],[]
838,10941,[1931],[500],[],[]
839,10945,[14191],[250],[],[]
840,10946,[18327],[100],[],[]
841,10947,[14191],[250],[],[]
842,10968,[14406],[50],[],[]
843,10969,[14406],[50],[],[]
844,10970,[14406],[100],[],[]
845,10971,[19579],[500],[],[]
846,10972,[19579],[500],[],[]
847,10973,[19579],[500],[],[]
848,10984,[14285],[50],[],[]
849,10985,[14285],[250],[],[]
850,10986,[14282],[250],[],[]
851,10977,[1786],[500],[],[]
852,10950,[1786],[500],[],[]
853,10978,[3624],[1000],[],[]
854,10979,[616],[2000],[],[]
855,10980,[3624],[1000],[],[]
856,10958,[14263],[50000],[],[]
857,11067,[9758],[1000],[],[]
858,11068,[9758],[1000],[],[]
859,11069,[9758],[1000],[],[]
860,11071,[6330],[1000],[],[]
861,11073,[14957],[1000],[],[]
862,11074,[14957],[1000],[],[]
863,11075,[14957],[1000],[],[]
864,11078,[14809],[250],[],[]
865,11080,[356],[75000],[],[]
866,11081,[356],[75000],[],[]
867,11084,[356],[75000],[],[]
868,11085,[461],[0],[],[]
869,11083,[356],[75000],[],[]
870,11086,[356],[75000],[],[]
871,11082,[356],[75000],[],[]
872,9642,[1931],[250],[],[]
873,11087,[13321],[250],[],[]
874,11088,[1931],[250],[],[]
875,2570,[231],[5000],[],[]
876,3052,[231],[5000],[],[]
877,2831,[231],[5000],[],[]
878,11147,[200],[1000],[],[]
879,11155,[13321],[500],[],[]
880,11152,[8081],[1000],[],[]
881,11153,[8081],[1000],[],[]
882,11154,[8081],[1000],[],[]
883,11148,[16485],[200],[],[]
884,11149,[19106],[200],[],[]
885,11150,[16485],[200],[],[]
886,11173,[461],[0],[],[]
887,11170,[3334],[1000],[],[]
888,11171,[3334],[1000],[],[]
889,11172,[3334],[1000],[],[]
890,11175,[19034],[100],[],[]
891,11176,[17342],[50],[],[]
892,11177,[19034],[100],[],[]
893,11178,[19034],[100],[],[]
894,11182,[2071],[500],[],[]
895,11183,[17431],[200],[],[]
896,7703,[18190],[25000],[],[]
897,11227,[461],[0],[],[]
898,11228,[485],[1000],[],[]
899,10087,[10937],[50],[],[]
900,10088,[461],[0],[],[]
901,11226,[3334],[500],[],[]
902,11229,[18501],[1],[],[]
903,11194,[18556],[100000],[],[]
904,11188,[166],[500],[],[]
905,11236,[461],[0],[],[]
906,11196,[1972],[500],[],[]
907,11186,[4750],[4000],[],[]
908,11195,[1837],[500],[],[]
909,11197,[610],[500],[],[]
910,11198,[24],[500],[],[]
911,11190,[610],[500],[],[]
912,11187,[11740],[1000],[],[]
913,11193,[63],[500],[],[]
914,11191,[1931],[250],[],[]
915,11192,[461],[250],[],[]
916,11185,[25],[500],[],[]
917,11184,[108],[500],[],[]
918,11189,[433],[500],[],[]
