"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","i32","DropLevelMinimum","DropLevelMaximum","Monster_ModsKeys","EssenceTypeKey","Level","i32","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence","[rid]","i32","i32","i32"
79,153,"","","","","","","","","","","","","",3029,3029,3033,3554,3033,9240,"","",5921,-417900903,0,0,[12599],13,7,0,3995,"","","","",6503,"",6503,6503,9240,3033,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,12496,0,3554,3029,3033,"",5921,"","",[12607],0,0,0
80,154,"","","","","","","","","","","","","",174,"","","","","","","","",-2072698540,48,100,"[12596,12610]",14,4,612,"","",8792,8796,"",174,"",174,174,174,174,8796,8792,8796,8796,8796,8796,8792,8792,8792,8792,8792,8792,8792,12550,75,174,174,174,174,174,174,"","[12604,12610]",553,48,100
81,155,"","","","","","","","","","","","","",175,"","","","","","","","",-19953861,68,100,"[12597,12610]",14,5,673,"","",8793,8797,"",175,"",175,175,175,175,8797,8793,8797,8797,8797,8797,8793,8793,8793,8793,8793,8793,8793,12551,0,175,175,175,175,175,175,1,"[12605,12610]",37,68,100
82,156,"","","","","","","","","","","","","",177,"","","","","","","","",-1542366365,0,0,"[12598,12610]",14,6,0,"","",8794,8798,"",177,"",177,177,177,177,8798,8794,8798,8798,8798,8798,8794,8794,8794,8794,8794,8794,8794,12552,0,177,177,177,177,177,177,"","[12606,12610]",0,0,0
83,157,"","","","","","","","","","","","","",180,"","","","","","","","",473094408,0,0,"[12599,12610]",14,7,0,"","",8795,8799,"",180,"",180,180,180,180,8799,8795,8799,8799,8799,8799,8795,8795,8795,8795,8795,8795,8795,12553,0,180,180,180,180,180,180,"","[12607,12610]",0,0,0
84,158,"","","","","","","","","","","","","",2813,2608,2608,20285,2804,2175,9713,21154,3526,-355385139,48,100,[12596],15,4,612,"",2694,"","","",3526,2698,21154,9713,2175,2804,2698,2698,2694,2694,2694,2694,2694,2694,2694,2694,2694,2694,2694,12489,75,20285,2608,2608,"",3526,"","",[12604],553,48,100
85,159,"","","","","","","","","","","","","",2814,2609,2609,20286,2806,2176,9714,21155,3527,839378797,68,100,[12597],15,5,673,"",2695,"","","",3527,2699,21155,9714,2176,2806,2699,2699,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,12490,0,20286,2609,2609,"",3527,"",1,[12605],37,68,100
86,160,"","","","","","","","","","","","","",2815,2611,2627,20287,2807,2177,9715,21156,3528,-1822562206,0,0,[12598],15,6,0,"",2696,"","","",3528,2700,21156,9715,2177,2807,2700,2700,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,12491,0,20287,2611,2627,"",3528,"","",[12606],0,0,0
87,161,"","","","","","","","","","","","","",2816,2612,2628,20288,2808,2179,9716,21157,3529,1492393166,0,0,[12599],15,7,0,"",2697,"","","",3529,2701,21157,9716,2179,2808,2701,2701,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,12492,0,20288,2612,2628,"",3529,"","",[12607],0,0,0
88,162,"","","","","","","","","","","","","",2517,"","",4722,"","","","",2946,-760080401,68,100,[12597],16,5,586,"","",2613,2621,"",543,"",543,543,543,543,2621,2613,2621,2621,2621,2621,2613,2613,2613,2613,2613,2613,2613,12458,0,4722,2946,2946,2946,2946,"",1,[12605],32,68,100
89,163,"","","","","","","","","","","","","",2518,"","",4723,"","","","",2947,557934500,0,0,[12598],16,6,0,"","",2614,2622,"",545,"",545,545,545,545,2622,2614,2622,2622,2622,2622,2614,2614,2614,2614,2614,2614,2614,12459,0,4723,2947,2947,2947,2947,"","",[12606],0,0,0
90,164,"","","","","","","","","","","","","",2519,"","",4724,"","","","",2948,-1973061961,0,0,[12599],16,7,0,"","",2615,2623,"",548,"",548,548,548,548,2623,2615,2623,2623,2623,2623,2615,2615,2615,2615,2615,2615,2615,12460,0,4724,2948,2948,2948,2948,"","",[12607],0,0,0
91,165,"","","","","","","","","","","",3590,4319,3590,1983,2081,2077,"","",2106,2111,2117,2086905859,68,100,[12597],17,5,586,"","",23666,"",23669,2114,"",2111,2106,2114,2114,4319,3590,23669,23669,23669,23669,23666,23666,23666,23666,23666,23666,23666,12528,0,2077,1983,2081,"",2117,"",1,[12605],32,68,100
92,166,"","","","","","","","","","","",3591,4320,3591,1986,2082,2078,"","",2108,2112,2118,330229883,0,0,[12598],17,6,0,"","",23667,"",23670,2115,"",2112,2108,2115,2115,4320,3591,23670,23670,23670,23670,23667,23667,23667,23667,23667,23667,23667,12529,0,2078,1986,2082,"",2118,"","",[12606],0,0,0
93,167,"","","","","","","","","","","",3592,4320,3592,1987,2083,2080,"","",2110,2113,2119,1669260288,0,0,[12599],17,7,0,"","",23668,"",23671,2116,"",2113,2110,2116,2116,4320,3592,23671,23671,23671,23671,23668,23668,23668,23668,23668,23668,23668,12530,0,2080,1987,2083,"",2119,"","",[12607],0,0,0
94,168,"","","","","","","","","","","","","",3486,3486,3496,2995,"","",9733,"",3573,122642368,68,100,[12597],18,5,586,3573,"","","","",9730,"",9730,9733,9730,9730,3573,3573,3573,3573,3573,3573,3573,3573,3573,3573,3573,3573,3573,12497,0,2995,3486,3496,"",3573,"",1,[12605],32,68,100
95,169,"","","","","","","","","","","","","",3487,3487,3497,2996,"","",9734,"",3574,-1016206409,0,0,[12598],18,6,0,3574,"","","","",9731,"",9731,9734,9731,9731,3574,3574,3574,3574,3574,3574,3574,3574,3574,3574,3574,3574,3574,12498,0,2996,3487,3497,"",3574,"","",[12606],0,0,0
96,170,"","","","","","","","","","","","","",3495,3495,3498,2997,"","",9735,"",3575,1247641969,0,0,[12599],18,7,0,3575,"","","","",9732,"",9732,9735,9732,9732,3575,3575,3575,3575,3575,3575,3575,3575,3575,3575,3575,3575,3575,12499,0,2997,3495,3498,"",3575,"","",[12607],0,0,0
97,171,"","","","","","","","","","","","","",12314,"","",3336,"","","","","",-1691201624,68,100,"[12597,3824]",19,5,586,"","",9835,9839,"",3336,"",3336,3336,3336,3336,9839,9835,9839,9839,9839,9839,9835,9835,9835,9835,9835,9835,9835,12486,0,3336,8275,8275,8275,3336,"",1,"[12605,3824]",32,68,100
98,172,"","","","","","","","","","","","","",12315,"","",3337,"","","","","",-718463325,0,0,"[12598,3824]",19,6,0,"","",9836,9840,"",3337,"",3337,3337,3337,3337,9840,9836,9840,9840,9840,9840,9836,9836,9836,9836,9836,9836,9836,12487,0,3337,8276,8276,8276,3337,"","","[12606,3824]",0,0,0
99,173,"","","","","","","","","","","","","",12316,"","",3338,"","","","","",692127728,0,0,"[12599,3824]",19,7,0,"","",9837,9841,"",3338,"",3338,3338,3338,3338,9841,9837,9841,9841,9841,9841,9837,9837,9837,9837,9837,9837,9837,12488,0,3338,8277,8277,8277,3338,"","","[12607,3824]",0,0,0
100,174,"","","","","","","","","","","","","",12577,8285,12576,12612,12567,12573,12640,12592,12590,-306989797,0,0,[12600],20,8,0,12631,"","","","","","",12592,12640,12573,12567,12631,12631,12631,12631,12631,12631,12631,12631,12631,12631,12631,12631,12631,12556,0,12612,8285,12576,"",12590,"","",[12608],0,0,0
101,175,"","","","","","","","","","","","","",10083,12618,12614,12587,12569,12652,12642,12570,12615,-1454947071,0,0,"[12600,12639]",21,8,0,12638,"","","","","","",12570,12642,12652,12569,12638,12638,12638,12638,12638,12638,12638,12638,12638,12638,12638,12638,12638,12557,0,12587,12618,12614,"",12615,"","","[12608,12639]",0,0,0
102,176,"","","","","","","","","","","","","",12589,12620,12588,12621,12585,12572,12574,12571,12616,-2010504687,0,0,"[12600,12561]",22,8,0,12627,"","","","","","",12571,12574,12572,12585,12627,12627,12627,12627,12627,12627,12627,12627,12627,12627,12627,12627,12627,12558,0,12621,12620,12588,"",12616,"","","[12608,12561]",0,0,0
103,177,"","","","","","","","","","","","","",12647,12649,18155,7341,12643,12039,12583,12630,12644,-1499847665,0,0,"[12600,12522,12650]",23,8,0,12648,"","","","","","",12630,12583,12039,12643,12648,12648,12648,12648,12648,12648,12648,12648,12648,12648,12648,12648,12648,12559,0,7341,12649,18155,"",12644,"","","[12608,12522,12650]",0,0,0
104,178,"","","","","","","","","","","","","","","","","","","","","","",411361590,32,100,"[12633,12634,12635]",24,0,0,"","","","","","","","","","","","","","","","","","","","","","","","",12463,0,"","","","","","","","[12633,12634,12635]",0,32,100
