"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","BinaryStats","[rid]","[rid]","bool","bool","bool","bool","bool","rid","[i32]","string","[rid]","bool"
367,"monster_aura_shock","You take increased damage while standing in the shocking aura","","","Shocking Aura",[16483],1,3,"","","","",2,354,"","",2,"",1,1,"",0,"","",1,"","","",4,"","",0,[],"","",[],"",[],[],[16483],[14541],"","",1,1,"","",[],"",[],1
368,"static_weapon_buff","Static Strike deals damage around you as each stack expires.","","","Static Strike",[],"",1,1,"","",1,30,368,1,1,6,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
369,"hidden_player","You are hidden. ",1,"","","[140,700,859]","",2,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[140,700,859]",[],"","","","","","",[],"",[],""
370,"monster_bloodlines_damage_reduction","",1,"","",[476],"",3,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[476],[],"","","","","","",[],"",[],""
371,"bloodlines_invulnerable","",1,"","",[],1,2,"","","","",22,357,1,"",17,"",1,1,"",0,"","PhylacteralLink","","","","",4,"","",0,[],"","",[],"",[],"[140,700,977]",[],[],"","","","","","",[],"",[],""
372,"bloodlines_vulnerable","",1,"","",[],1,2,"","","","",22,358,1,"",17,"",1,1,"",0,"","PhylacteralLink","","","","",4,"","",0,[],"","",[],"",[],[2547],[],[],"","","","","","",[],"",[],""
373,"torment_touched","",1,"","",[],1,3,"","","","",30,359,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
374,"torment_possessed","",1,"","",[],1,3,"","","","",30,360,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
375,"visual_display_buff_not_hidden","",1,"","",[],1,1,"","","","",30,0,1,"",17,1,1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
376,"torment_cutthroat","You have Physical Damage and Attack Speed",1,"","Brutality","[26,70]",1,3,"","","","",30,364,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[26,70]",[],"","","","","","",[],"",[],""
377,"unique_flask_taste_of_hate","You deal extra cold damage, you take a portion of physical damage as cold and have chance to avoid freeze and chill ailments.","","","Taste of Hate","[1048,447,190,191]",1,3,"","","","",30,365,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1048,447,190,191]",[],"","","","","","",[],"",[],""
378,"torment_embezzler","You recover Life, Mana and Energy Shield more slowly.","","","Smothered","[1009,1010,1011]",1,3,"","","","",30,367,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1009,1010,1011]",[],"","","","","","",[],"",[],""
379,"sandstorm_chaos","You are taking chaos damage over time.","","","Chaos Sandstorm",[452],"",3,"","","","",30,345,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[452],[],"","","","","","",[],"",[],""
380,"sandstorm_water","You are taking cold damage over time.","","","Vortex",[1976],"",3,"","","","",30,346,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1976],[],"","","","","","",[],"",[],""
381,"bull_thorns","You reflect Physical and Elemental damage when hit. ","","","The Bull's Horns","[563,564]",1,2,"","","",1,30,371,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[563,564]",[],"","","","","","",[],"",[],""
382,"damage_aura_skeleton_elite","Grants increased Damage","","","Damage Aura",[24],1,1,"","","","",30,217,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[],"",[],""
383,"trap_nonplayer_immunity","",1,"","",[2682],"",3,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[2682],[],"","","","","","",[],"",[],""
384,"inspiring_cry","You deal increased Damage and have additional Mana Regeneration.","","","Rallying Cry","[24,131]",1,3,"","","",1,30,380,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[17884],"[24,131]",[],"","","","","","",[],"",[],""
385,"kaom_archer_effect","",1,"","",[],1,3,"","","","",30,381,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
386,"lb_kaom_archer_effect","",1,"","",[],1,3,"","","","",30,382,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
387,"abyssal_cry","Your movement speed is reduced.","","","Abyssal Cry",[1996],1,3,"","","",1,30,383,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1996],[],"","","","","","",[],"",[],""
388,"unique_shapers_seed_regeneration","Grants Life Regeneration and increased Mana Regeneration","","","Shaper's Seed","[450,130]",1,3,"","","","",30,392,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[450,130]",[],"","","","","","",[],"",[],""
389,"vaal_aura_elemental_damage_healing","Taking Elemental Damage instead heals you. You cannot gain Vaal souls. You are Immune to Curses.","","","Gluttony of Elements","[2724,7784,744,1033,24,1902,450,18550]","",3,"","","","",30,398,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[2724,7784,744,1033,24,1902,450,18550]",[],"","","","","","",[],"",[],""
390,"kaom_warrior2_effect","",1,"","",[],1,3,"","","","",30,393,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
391,"kaom_warrior3_effect","",1,"","",[],1,3,"","","","",30,394,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
392,"fortify","You take less damage when hit","","","Fortify",[10592],1,3,"","","","",14,397,1,"",1,"",1,1,"",0,"","","","","",1,4,"","",0,[],"","",[],"",[],[],[10592],[3033],"","","","","","",[],"",[],""
393,"taunted","You deal less damage to enemies which have not taunted you.","","","Taunted",[4757],1,2,"","","","",30,596,1,"",2,"",1,1,"",0,"","TauntBuff",1,"","","",4,"","",0,[],"","",[],"","[2758,3416]",[],"[4757,2758,3416]",[],"","","","","","",[],"",[],""
394,"blackguardzombie_speedbuff","",1,"","",[],1,3,"","","","",30,395,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
395,"kaom_fire","",1,"","",[],1,3,"","","","",30,396,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
396,"taunt_immunity","",1,"","",[],1,2,"","","",1,30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[2808],"","","","","","",[],"",[],""
397,"stacking_ignite","You're on fire","","","Ignited",[8065],"",1,"","","",1,30,2,"","",2,"",1,1,"",300,"","","","","","",2,"","",0,[],"","",[],"",[],[],[8065],[14538],"","","","","","",[],"",[],""
398,"stolen_mod_buff","You have taken a random mod of a slain Rare Monster for yourself","","","Jewel Mod Thief",[],1,1,"","","","",30,274,1,"",15,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
399,"ice_elemental_buff","Your Ice Golem is granting you increased Accuracy and Critical Strike Chance","","","Ice Golem","[84,553]",1,3,"","","","",30,399,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[84,553]",[],"","","","","","",[],"",[],""
400,"fire_elemental_buff","Your Flame Golem is granting you increased Damage","","","Flame Golem",[24],1,3,"","","","",30,400,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[],"",[],""
401,"chaos_elemental_buff","Your Chaos Golem is granting you additional Physical Damage Reduction","","","Chaos Golem",[1033],1,3,"","","","",30,402,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1033],[],"","","","","","",[],"",[],""
402,"lightning_elemental_buff","Your Lightning Golem is granting you increased Attack and Cast Speed","","","Lightning Golem",[1902],1,3,"","","","",30,401,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1902],[],"","","","","","",[],"",[],""
403,"culling_strike_aura","You have culling strike while near allies using Kingmaker",1,"","Kingmaker's Presence",[588],1,3,"","","","",30,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[588],[],"","","","","","",[],"",[],""
404,"increased_item_rarity_aura","You have Culling Strike, increased item rarity, and additional critical strike multiplier and fortification while near allies using Kingmaker","","","Kingmaker's Presence",[153],1,3,"","","","",30,457,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[153],[],"","","","","","",[],"",[],""
405,"piety_fire_form_stacking_damage_taken","You take increased damage for each stack of Piety's Rage","","","Piety's Rage",[476],1,1,1,"","","",30,403,1,1,2,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[476],[],"","","","","","",[],"",[],""
406,"enduring_cry_life_regeneration","Grants Life regeneration",1,"","Enduring Cry",[450],1,3,"","","","",30,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[450],[],"","","","","","",[],"",[],""
407,"flame_golem_effects","",1,"","",[],1,3,"","","","",30,405,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
408,"flame_golem_summoned_effects","",1,"","",[],1,3,"","","","",30,406,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
409,"flame_golem_runic_effects","",1,"","",[],"",3,"","","","",30,407,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
410,"new_punishment_buff","You deal more Melee Damage and have increased Attack Speed","","","Punisher","[3021,70]",1,3,"","","",1,30,408,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[3021,70]",[],"","","","","","",[],"",[],""
411,"totem_placement_buff","",1,"","",[553],"",3,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[553],[],"","","","","","",[],"",[],""
412,"new_arctic_armour","You are immune to being Frozen. While stationary, you take less fire and physical damage. ","",1,"Arctic Armour",[4914],1,2,"","","",1,30,412,1,"",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[],[4914],[],"","","","","","",[],"",[],""
413,"new_arctic_armour_stationary","",1,"","","[3059,3060]",1,3,"","","","",30,0,1,"",1,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[3059,3060]",[],"","","","","","",[],"",[],""
414,"unique_flask_lions_roar","You deal more Melee Physical Damage and Knock enemies back","","","Lion's Roar",[2747],"",3,"","","","",30,411,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[2747],[],"","","","","","",[],"",[],""
415,"revenant_revive_possessed","",1,"","",[],"",3,"","","","",30,409,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
416,"revenant_revive_explode","",1,"","",[],"",3,"","","","",30,410,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
417,"unique_flask_chaos_damage_damages_es","Chaos damage does not bypass Energy Shield","","","Coruscating Elixir",[1200],1,3,"","","",1,30,366,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1200],[],"","","","","","",[],"",[],""
418,"unique_flask_es_regen","",1,"","Coruscating Elixir",[1051],1,3,"","","",1,30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1051],[],"","","","","","",[],"",[],""
419,"blood_rage_xandro","Life degeneration, life leech, increased rate of attack. You gain Frenzy charges for killing enemies","","","Blood Rage","[70,3087,2561,3053,351]",1,2,"","","",1,30,13,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[70,3087,2561,3053,351]",[],"","","","","","",[],"",[],""
420,"malachai_invulnerable","",1,"","Invulnerable","[140,700,864,744]",1,2,"","","","",30,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[140,700,864,744]",[],"","","","","","",[],"",[],""
421,"piety_ally_beam","You are taking Lightning Damage from a Lightning Beam skill.","","","Piety Beam",[1978],1,1,"","","",1,30,277,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1978],[],"","","","","","",[],"",[],""
422,"exploding_storm_buff","",1,"","",[],1,3,"","","",1,30,416,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
423,"diamond_storm","You always deal Critical Strikes.","","","Stinging Tempest","[347,11]",1,3,"","","",1,30,417,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[347,11]",[],"","","","","","",[],"",[],""
424,"uber_diamond_storm","You always deal Critical Strikes.","","","Scathing Tempest","[347,1060,11]",1,3,"","","",1,30,417,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[347,1060,11]",[],"","","","","","",[],"",[],""
425,"replenishing_storm","You are regenerating Life and Mana.","","","Restorative Tempest","[129,450]",1,3,"","","",1,30,418,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[129,450]",[],"","","","","","",[],"",[],""
426,"echoing_storm","Your skills are repeated.","","","Echoing Tempest","[1882,1883,214]",1,3,"","","",1,30,419,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[1882,1883,214]",[],"","","","","","",[],"",[],""
427,"divine_storm","You cannot be Damaged.","","","Divine Tempest",[140],1,3,"","","",1,30,108,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],[140],[],"","","","","","",[],"",[],""
428,"rarity_storm","You have increased Item Rarity and Quantity.","","","Shining Tempest","[10,11,153,151]",1,3,"","","",1,30,420,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[10,11,153,151]",[],"","","","","","",[],"",[],""
429,"uber_rarity_storm","You have increased Item Rarity and Quantity.","","","Radiating Tempest","[10,11,153,151]",1,3,"","","",1,30,420,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[10,11,153,151]",[],"","","","","","",[],"",[],""
430,"massive_storm","Your Damage and Size are increased, and you take reduced Damage.","","","Enlarging Tempest","[716,476,24,11]",1,3,"","","",1,30,421,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[716,476,24,11]",[],"","","","","","",[],"",[],""
431,"tiny_storm","Your Damage and Size are reduced, and you take increased Damage.","","","Shrinking Tempest","[716,476,24]",1,3,"","","",1,30,422,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[716,476,24]",[],"","","","","","",[],"",[],""
432,"fire_damage_storm","A portion of your Physical Damage is gained as Fire Damage, you always Ignite, and you deal increased Fire Damage.","","","Seething Tempest","[446,42,610,151]",1,3,"","","",1,30,423,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[446,42,610,151]",[],"","","","","","",[],"",[],""
433,"cold_damage_storm","A portion of your Physical Damage is gained as Cold Damage, you always Freeze, and you deal increased Cold Damage.","","","Shivering Tempest","[447,49,454,201,151]",1,3,"","","",1,30,424,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[447,49,454,201,151]",[],"","","","","","",[],"",[],""
434,"lightning_damage_storm","A portion of your Physical Damage is gained as Lightning Damage, you always Shock, and you deal increased Lightning Damage.","","","Galvanizing Tempest","[448,56,658,151]",1,3,"","","",1,30,425,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[448,56,658,151]",[],"","","","","","",[],"",[],""
435,"smoke_trail_storm","Smoke shrouds you.","","","Obscuring Tempest",[],1,3,"","","",1,30,426,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],[],[],"","","","","","",[],"",[],""
436,"corpse_devour_storm","Nearby corpses are devoured to heal you.","","","Devouring Tempest",[],1,3,"","","",1,30,427,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],[],[],"","","","","","",[],"",[],""
437,"projectile_nova_storm","You gain four additional projectiles, and you fire your projectiles in a nova. You have increased area of effect.","","","Sharding Tempest","[1776,173,433]",1,3,"","","",1,30,428,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[1776,173,433]",[],"","","","","","",[],"",[],""
438,"veil_storm","Your Elemental Resistances are Zero, and your Light radius is reduced.","","","Veiling Tempest","[2001,1209]",1,3,"","","",1,30,429,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[2001,1209]",[],"","","","","","",[],"",[],""
439,"voltaxic_storm","A portion of your Damage is Converted to Chaos Damage.","","","Abyssal Tempest","[1480,1481,1482,484,151]",1,3,"","","",1,30,430,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[1480,1481,1482,484,151]",[],"","","","","","",[],"",[],""
440,"phasing_storm","You have Phasing, allowing you to move through enemies. You have a chance to avoid damage.","","","Ethereal Tempest","[1851,7384]",1,3,"","","",1,30,431,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[1851,7384]",[],"","","","","","",[],"",[],""
441,"corrupted_drops_storm","Items you find are Corrupted.","","","Corrupting Tempest","[3144,3147]",1,3,"","","",1,30,432,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[3144,3147]",[],"","","","","","",[],"",[],""
442,"drop_as_sell_price_storm","Non-Unique Items you find, excluding Currency, Gems and Maps drop as their sell price.","","","Transmogrifying Tempest","[3145,3148,151]",1,3,"","","",1,30,433,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[3145,3148,151]",[],"","","","","","",[],"",[],""
443,"quality_drops_storm","Items you find have Quality.","","","Refining Tempest","[3146,3149]",1,3,"","","",1,30,434,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[3146,3149]",[],"","","","","","",[],"",[],""
444,"identify_items_storm","Items you find are Identified.","","","Revealing Tempest","[3269,3268]",1,3,"","","",1,30,435,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[3269,3268]",[],"","","","","","",[],"",[],""
445,"arcane_storm","You have increased Elemental Damage and Cast Speed. You gain 10 life over one second when you cast a spell.","","","Arcane Tempest","[485,216,2013]",1,3,"","","",1,30,436,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[485,216,2013]",[],"","","","","","",[],"",[],""
446,"status_immunity_storm","You cannot be Chilled, Frozen, Ignited or Shocked. You have additional Elemental Resistances and maximum Elemental Resistances.","","","Resisting Tempest","[191,190,192,193,141,946]",1,3,"","","",1,30,437,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],"[191,190,192,193,141,946]",[],"","","","","","",[],"",[],""
447,"ground_spore_damage","","","","Malachai Spores",[353],1,3,"","","","",30,3,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[353],[],"","","","","","",[],"",[],""
448,"flask_bonus_item_rarity","You have increased Rarity of Items Found while this flask is in effect",1,"","Item Rarity",[153],1,3,"","","","",30,0,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[153],[],"","","","","","",[],"",[],""
449,"map_boss_duet_enrage","",1,"","","[476,70,216,24,716]",1,3,"","","","",30,454,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[476,70,216,24,716]",[],"","","","","","",[],"",[],""
450,"ground_spores","You are taking Physical Damage while standing in Ground Spores","","","Ground Spores",[353],1,3,"","","","",30,455,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[353],[],"","","","","","",[],"",[],""
451,"new_phase_run","You have Phasing, allowing you to move through enemies, move faster, are less visible to enemies and deal more Melee Physical Damage. ","","","Phase Run","[1851,177,634,12376,5814]",1,2,"","","","",30,458,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1851,177,634,12376,5814]",[],"","","","","","",[],"",[],""
452,"new_phase_run_damage","You deal more Melee Physical Damage. ","","","Phase Run Damage",[634],1,2,"","","","",30,459,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[634],[],"","","","","","",[],"",[],""
453,"tempest_soul_eater","You have Soul Eater.","","","Consuming Tempest",[],1,1,"","","",1,30,438,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[19453],[],[],"","","","","","",[],"",[],""
454,"static_tether","","","","Static Tether",[],1,1,"","","",1,30,461,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
455,"flask_bonus_mana_regeneration_rate","",1,"","",[130],1,3,"","","","",30,0,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[130],[],"","","","","","",[],"",[],""
456,"flask_bonus_flask_charge_recovery","",1,"","",[400],1,3,"","","","",30,0,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[400],[],"","","","","","",[],"",[],""
457,"frost_bomb","You have reduced regeneration of life","","","Frost Bomb","[2398,8131,138]",1,3,"","","",1,30,465,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[2398,8131,138]",[],"","","","","","",[],"",[],""
458,"lightning_bomb","You have reduced resistances to lightning damage and life regeneration.","","","Lightning Bomb","[2398,8131,138]",1,3,"","","",1,30,466,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[2398,8131,138]",[],"","","","","","",[],"",[],""
459,"borrowed_power_lightning_aura","","","","Borrowed Power",[4088],"",3,"","","","",30,5,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[4088],[],"","","","","","",[],"",[],""
460,"disable_weapons_buff","Your weapons are disabled.","","","Dancing Dervish",[],1,3,"","","","",30,554,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],"[3312,1748]",[],[],"","","","","","",[],"",[],""
461,"sawblade_damage","",1,"","Death Rhoomba","[2561,3053]",1,3,"","","","",30,478,"","",11,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[2561,3053]",[],"","","","","","",[],"",[],""
462,"usemax_mana_regen","You are Regenerating Mana","","","Mana Regeneration",[131],1,3,"","","",1,30,165,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[131],[],"","","","","","",[],"",[],""
463,"righteous_lightning","You deal lightning damage to those around you, while draining your mana.","","","Righteous Lightning","[3338,1075,553]",1,2,"","","",1,30,475,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[3338,1075,553]",[],"","","","","","",[],"",[],""
464,"righteous_lightning_aura","You are taking lightning damage from being near an enemy using Righteous Lightning","","","Righteous Lightning",[1978],"",3,"","","","",30,476,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1978],[],"","","","","","",[],"",[],""
465,"life_leech_damage","You are taking chaos damage from your opponent's Life Leech",1,"","Life Leech Damage",[452],1,1,"","","",1,30,0,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[452],[],"","","","","","",[],"",[],""
466,"enchantment_added_fire_damage","",1,"","","[43,44]","",3,"","","",1,30,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[43,44]",[],"","","","","","",[],"",[],""
467,"talisman_monster","",1,"","Talisman",[],"",3,"","","","",30,477,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
468,"caustic_cloud","You are taking Chaos Damage from standing in Caustic Ground","","","Caustic Ground","[452,6511]",1,3,"","","","",30,12,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[452,6511]",[],"","","","","","",[],"",[],""
469,"caustic_cloud_sanctum","You are taking Chaos Damage from standing in Caustic Ground","","","Caustic Ground","[452,17033]",1,3,"","","","",30,12,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[6511],"[452,17033]",[],"","","","","","",[],"",[],""
470,"enchantment_reduced_mana_cost","",1,"","",[213],"",3,"","","",1,30,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[213],[],"","","","","","",[],"",[],""
471,"enchantment_stun_avoid","",1,"","",[6074],"",3,"","","",1,30,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[6074],[],"","","","","","",[],"",[],""
472,"enchantment_attack_and_cast_speed","",1,"","","[70,216]","",3,"","","",1,30,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[70,216]",[],"","","","","","",[],"",[],""
473,"enchantment_added_cold_damage","",1,"","","[50,51]","",3,"","","",1,30,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[50,51]",[],"","","","","","",[],"",[],""
474,"enchantment_life_leech","",1,"","",[105],"",3,"","","",1,30,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[105],[],"","","","","","",[],"",[],""
475,"enchantment_life_regen","",1,"","",[450],"",3,"","","",1,30,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[450],[],"","","","","","",[],"",[],""
476,"attack_speed_when_hit","",1,"","",[70],1,3,"","","",1,30,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[70],[],"","","","","","",[],"",[],""
477,"negate_move_speed_increase","",1,"","",[177],1,3,"","","",1,30,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[177],[],"","","","","","",[],"",[],""
478,"berserker_life_and_mana_leech","",1,"","","[105,106]",1,3,"","","",1,30,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[105,106]",[],"","","","","","",[],"",[],""
479,"added_fire_damage","You deal a percentage of your Physical Damage as additional Fire Damage",1,"","Fire Damage",[446],1,3,"","","","",30,333,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[446],[],"","","","","","",[],"",[],""
