"rownum","Mod","Value","i32","i32","i32","Tags","SpawnWeight","CraftableType","[rid]"
310,310,820,40,5663,28312,"[16,25,22,43,0]","[0,0,0,1,0]",37,[5]
311,311,1438,40,29064,174384,"[16,25,22,43,0]","[0,0,0,1,0]",37,[5]
312,312,2583,40,155823,1246584,"[16,25,22,43,0]","[0,0,0,1,0]",37,[5]
313,313,173,40,102,306,"[4,1,38,0]","[0,0,1,0]",38,[0]
314,314,305,40,306,1223,"[4,1,38,0]","[0,0,1,0]",38,[0]
315,315,490,40,1309,5234,"[4,1,38,0]","[0,0,1,0]",38,[0]
316,316,841,40,5663,28312,"[4,1,38,0]","[0,0,1,0]",38,[0]
317,317,1474,40,29064,174384,"[4,1,38,0]","[0,0,1,0]",38,[0]
318,318,2646,40,155823,1246584,"[4,1,38,0]","[0,0,1,0]",38,[0]
319,319,173,40,102,306,"[4,1,39,0]","[0,0,1,0]",39,[1]
320,320,305,40,306,1223,"[4,1,39,0]","[0,0,1,0]",39,[1]
321,321,490,40,1309,5234,"[4,1,39,0]","[0,0,1,0]",39,[1]
322,322,841,40,5663,28312,"[4,1,39,0]","[0,0,1,0]",39,[1]
323,323,1474,40,29064,174384,"[4,1,39,0]","[0,0,1,0]",39,[1]
324,324,2646,40,155823,1246584,"[4,1,39,0]","[0,0,1,0]",39,[1]
325,325,173,40,102,306,"[4,1,45,40,0]","[0,0,0,1,0]",40,[2]
326,326,305,40,306,1223,"[4,1,45,40,0]","[0,0,0,1,0]",40,[2]
327,327,490,40,1309,5234,"[4,1,45,40,0]","[0,0,0,1,0]",40,[2]
328,328,841,40,5663,28312,"[4,1,45,40,0]","[0,0,0,1,0]",40,[2]
329,329,1474,40,29064,174384,"[4,1,45,40,0]","[0,0,0,1,0]",40,[2]
330,330,2646,40,155823,1246584,"[4,1,45,40,0]","[0,0,0,1,0]",40,[2]
331,331,173,40,102,306,"[4,1,41,0]","[0,0,1,0]",41,[3]
332,332,305,40,306,1223,"[4,1,41,0]","[0,0,1,0]",41,[3]
333,333,490,40,1309,5234,"[4,1,41,0]","[0,0,1,0]",41,[3]
334,334,841,40,5663,28312,"[4,1,41,0]","[0,0,1,0]",41,[3]
335,335,1474,40,29064,174384,"[4,1,41,0]","[0,0,1,0]",41,[3]
336,336,2646,40,155823,1246584,"[4,1,41,0]","[0,0,1,0]",41,[3]
337,337,173,40,102,306,"[4,1,42,0]","[0,0,1,0]",42,[4]
338,338,305,40,306,1223,"[4,1,42,0]","[0,0,1,0]",42,[4]
339,339,490,40,1309,5234,"[4,1,42,0]","[0,0,1,0]",42,[4]
340,340,841,40,5663,28312,"[4,1,42,0]","[0,0,1,0]",42,[4]
341,341,1474,40,29064,174384,"[4,1,42,0]","[0,0,1,0]",42,[4]
342,342,2646,40,155823,1246584,"[4,1,42,0]","[0,0,1,0]",42,[4]
343,343,173,40,102,306,"[4,1,43,0]","[0,0,1,0]",43,[5]
344,344,305,40,306,1223,"[4,1,43,0]","[0,0,1,0]",43,[5]
345,345,490,40,1309,5234,"[4,1,43,0]","[0,0,1,0]",43,[5]
346,346,841,40,5663,28312,"[4,1,43,0]","[0,0,1,0]",43,[5]
347,347,1474,40,29064,174384,"[4,1,43,0]","[0,0,1,0]",43,[5]
348,348,2646,40,155823,1246584,"[4,1,43,0]","[0,0,1,0]",43,[5]
349,349,180,40,102,306,"[16,1,22,4,38,0]","[0,0,0,0,1,0]",44,[0]
350,350,314,40,306,1223,"[16,1,22,4,38,0]","[0,0,0,0,1,0]",44,[0]
351,351,504,40,1309,5234,"[16,1,22,4,38,0]","[0,0,0,0,1,0]",44,[0]
352,352,863,40,5663,28312,"[16,1,22,4,38,0]","[0,0,0,0,1,0]",44,[0]
353,353,1510,40,29064,174384,"[16,1,22,4,38,0]","[0,0,0,0,1,0]",44,[0]
354,354,2709,40,155823,1246584,"[16,1,22,4,38,0]","[0,0,0,0,1,0]",44,[0]
355,355,180,40,102,306,"[16,1,22,4,39,0]","[0,0,0,0,1,0]",45,[1]
356,356,314,40,306,1223,"[16,1,22,4,39,0]","[0,0,0,0,1,0]",45,[1]
357,357,504,40,1309,5234,"[16,1,22,4,39,0]","[0,0,0,0,1,0]",45,[1]
358,358,863,40,5663,28312,"[16,1,22,4,39,0]","[0,0,0,0,1,0]",45,[1]
359,359,1510,40,29064,174384,"[16,1,22,4,39,0]","[0,0,0,0,1,0]",45,[1]
360,360,2709,40,155823,1246584,"[16,1,22,4,39,0]","[0,0,0,0,1,0]",45,[1]
361,361,180,40,102,306,"[16,1,22,4,40,0]","[0,0,0,0,1,0]",46,[2]
362,362,314,40,306,1223,"[16,1,22,4,40,0]","[0,0,0,0,1,0]",46,[2]
363,363,504,40,1309,5234,"[16,1,22,4,40,0]","[0,0,0,0,1,0]",46,[2]
364,364,863,40,5663,28312,"[16,1,22,4,40,0]","[0,0,0,0,1,0]",46,[2]
365,365,1510,40,29064,174384,"[16,1,22,4,40,0]","[0,0,0,0,1,0]",46,[2]
366,366,2709,40,155823,1246584,"[16,1,22,4,40,0]","[0,0,0,0,1,0]",46,[2]
367,367,180,40,102,306,"[16,1,22,4,41,0]","[0,0,0,0,1,0]",47,[3]
368,368,314,40,306,1223,"[16,1,22,4,41,0]","[0,0,0,0,1,0]",47,[3]
369,369,504,40,1309,5234,"[16,1,22,4,41,0]","[0,0,0,0,1,0]",47,[3]
370,370,863,40,5663,28312,"[16,1,22,4,41,0]","[0,0,0,0,1,0]",47,[3]
371,371,1510,40,29064,174384,"[16,1,22,4,41,0]","[0,0,0,0,1,0]",47,[3]
372,372,2709,40,155823,1246584,"[16,1,22,4,41,0]","[0,0,0,0,1,0]",47,[3]
373,373,180,40,102,306,"[16,1,22,4,42,0]","[0,0,0,0,1,0]",48,[4]
374,374,314,40,306,1223,"[16,1,22,4,42,0]","[0,0,0,0,1,0]",48,[4]
375,375,504,40,1309,5234,"[16,1,22,4,42,0]","[0,0,0,0,1,0]",48,[4]
376,376,863,40,5663,28312,"[16,1,22,4,42,0]","[0,0,0,0,1,0]",48,[4]
377,377,1510,40,29064,174384,"[16,1,22,4,42,0]","[0,0,0,0,1,0]",48,[4]
378,378,2709,40,155823,1246584,"[16,1,22,4,42,0]","[0,0,0,0,1,0]",48,[4]
379,379,180,40,102,306,"[16,1,22,4,43,0]","[0,0,0,0,1,0]",49,[5]
380,380,314,40,306,1223,"[16,1,22,4,43,0]","[0,0,0,0,1,0]",49,[5]
381,381,504,40,1309,5234,"[16,1,22,4,43,0]","[0,0,0,0,1,0]",49,[5]
382,382,863,40,5663,28312,"[16,1,22,4,43,0]","[0,0,0,0,1,0]",49,[5]
383,383,1510,40,29064,174384,"[16,1,22,4,43,0]","[0,0,0,0,1,0]",49,[5]
384,384,2709,40,155823,1246584,"[16,1,22,4,43,0]","[0,0,0,0,1,0]",49,[5]
385,385,165,40,102,306,"[25,22,4,1,38,0]","[0,0,0,0,1,0]",50,[0]
386,386,295,40,306,1223,"[25,22,4,1,38,0]","[0,0,0,0,1,0]",50,[0]
387,387,477,40,1309,5234,"[25,22,4,1,38,0]","[0,0,0,0,1,0]",50,[0]
388,388,820,40,5663,28312,"[25,22,4,1,38,0]","[0,0,0,0,1,0]",50,[0]
389,389,1438,40,29064,174384,"[25,22,4,1,38,0]","[0,0,0,0,1,0]",50,[0]
390,390,2583,40,155823,1246584,"[25,22,4,1,38,0]","[0,0,0,0,1,0]",50,[0]
391,391,165,40,102,306,"[25,22,4,1,39,0]","[0,0,0,0,1,0]",51,[1]
392,392,295,40,306,1223,"[25,22,4,1,39,0]","[0,0,0,0,1,0]",51,[1]
393,393,477,40,1309,5234,"[25,22,4,1,39,0]","[0,0,0,0,1,0]",51,[1]
394,394,820,40,5663,28312,"[25,22,4,1,39,0]","[0,0,0,0,1,0]",51,[1]
395,395,1438,40,29064,174384,"[25,22,4,1,39,0]","[0,0,0,0,1,0]",51,[1]
396,396,2583,40,155823,1246584,"[25,22,4,1,39,0]","[0,0,0,0,1,0]",51,[1]
397,397,165,40,102,306,"[25,22,4,1,45,40,0]","[0,0,0,0,0,1,0]",52,[2]
398,398,295,40,306,1223,"[25,22,4,1,45,40,0]","[0,0,0,0,0,1,0]",52,[2]
399,399,477,40,1309,5234,"[25,22,4,1,45,40,0]","[0,0,0,0,0,1,0]",52,[2]
400,400,820,40,5663,28312,"[25,22,4,1,45,40,0]","[0,0,0,0,0,1,0]",52,[2]
401,401,1438,40,29064,174384,"[25,22,4,1,45,40,0]","[0,0,0,0,0,1,0]",52,[2]
402,402,2583,40,155823,1246584,"[25,22,4,1,45,40,0]","[0,0,0,0,0,1,0]",52,[2]
403,403,165,40,102,306,"[25,22,4,1,41,0]","[0,0,0,0,1,0]",53,[3]
404,404,295,40,306,1223,"[25,22,4,1,41,0]","[0,0,0,0,1,0]",53,[3]
405,405,477,40,1309,5234,"[25,22,4,1,41,0]","[0,0,0,0,1,0]",53,[3]
406,406,820,40,5663,28312,"[25,22,4,1,41,0]","[0,0,0,0,1,0]",53,[3]
407,407,1438,40,29064,174384,"[25,22,4,1,41,0]","[0,0,0,0,1,0]",53,[3]
408,408,2583,40,155823,1246584,"[25,22,4,1,41,0]","[0,0,0,0,1,0]",53,[3]
409,409,165,40,102,306,"[25,22,4,1,42,0]","[0,0,0,0,1,0]",54,[4]
410,410,295,40,306,1223,"[25,22,4,1,42,0]","[0,0,0,0,1,0]",54,[4]
411,411,477,40,1309,5234,"[25,22,4,1,42,0]","[0,0,0,0,1,0]",54,[4]
412,412,820,40,5663,28312,"[25,22,4,1,42,0]","[0,0,0,0,1,0]",54,[4]
413,413,1438,40,29064,174384,"[25,22,4,1,42,0]","[0,0,0,0,1,0]",54,[4]
414,414,2583,40,155823,1246584,"[25,22,4,1,42,0]","[0,0,0,0,1,0]",54,[4]
415,415,165,40,102,306,"[25,22,4,1,43,0]","[0,0,0,0,1,0]",55,[5]
416,416,295,40,306,1223,"[25,22,4,1,43,0]","[0,0,0,0,1,0]",55,[5]
417,417,477,40,1309,5234,"[25,22,4,1,43,0]","[0,0,0,0,1,0]",55,[5]
418,418,820,40,5663,28312,"[25,22,4,1,43,0]","[0,0,0,0,1,0]",55,[5]
419,419,1438,40,29064,174384,"[25,22,4,1,43,0]","[0,0,0,0,1,0]",55,[5]
420,420,2583,40,155823,1246584,"[25,22,4,1,43,0]","[0,0,0,0,1,0]",55,[5]
421,421,468,75,605,2417,"[8,9,10,37,16,25,1,45,22,4,0]","[1,1,1,1,1,1,1,1,1,1,0]",56,[]
422,422,685,75,1344,6718,"[8,9,10,37,16,25,1,45,22,4,0]","[1,1,1,1,1,1,1,1,1,1,0]",56,[]
423,423,969,75,3539,17692,"[8,9,10,37,16,25,1,45,22,4,0]","[1,1,1,1,1,1,1,1,1,1,0]",56,[]
424,424,1550,75,11837,71021,"[8,9,10,37,16,25,1,45,22,4,0]","[1,1,1,1,1,1,1,1,1,1,0]",56,[]
425,425,2075,75,29064,174384,"[8,9,10,37,16,25,1,45,22,4,0]","[1,1,1,1,1,1,1,1,1,1,0]",56,[]
426,426,93,40,19,37,"[16,4,1,26,0]","[1,1,1,1,0]",57,[]
427,427,151,40,100,200,"[16,4,1,26,0]","[1,1,1,1,0]",57,[]
428,428,240,40,320,640,"[16,4,1,26,0]","[1,1,1,1,0]",57,[]
429,429,344,40,578,1734,"[16,4,1,26,0]","[1,1,1,1,0]",57,[]
430,430,460,40,1442,4326,"[16,4,1,26,0]","[1,1,1,1,0]",57,[]
431,431,606,40,3425,10274,"[16,4,1,26,0]","[1,1,1,1,0]",57,[]
432,432,846,40,7455,29818,"[16,4,1,26,0]","[1,1,1,1,0]",57,[]
433,433,1158,40,20874,83494,"[16,4,1,26,0]","[1,1,1,1,0]",57,[]
434,434,1563,40,56991,227961,"[16,4,1,26,0]","[1,1,1,1,0]",57,[]
435,435,2087,40,122164,610819,"[16,4,1,26,0]","[1,1,1,1,0]",57,[]
436,436,2678,40,289802,1449010,"[4,0]","[1,0]",57,[]
437,437,195,40,13,50,"[4,0]","[1,0]",58,[]
438,438,403,40,171,854,"[4,0]","[1,0]",58,[]
439,439,748,40,1091,6543,"[4,0]","[1,0]",58,[]
440,440,1179,40,8838,70701,"[4,0]","[1,0]",58,[]
441,441,1966,40,65513,655130,"[4,0]","[1,0]",58,[]
442,442,4906,40,217643,2394067,"[4,0]","[1,0]",58,[]
443,443,42,40,15,30,"[16,1,26,0]","[1,1,1,0]",59,[]
444,444,105,40,115,229,"[16,1,26,0]","[1,1,1,0]",59,[]
445,445,225,40,352,1054,"[16,1,26,0]","[1,1,1,0]",59,[]
446,446,449,40,2427,7281,"[16,1,26,0]","[1,1,1,0]",59,[]
447,447,747,40,8434,33735,"[16,1,26,0]","[1,1,1,0]",59,[]
448,448,1184,40,36538,146151,"[16,1,26,0]","[1,1,1,0]",59,[]
449,449,1877,40,135284,676417,"[16,1,26,0]","[1,1,1,0]",59,[]
450,450,122,25,37,146,"[2,22,21,0]","[1,1,1,0]",61,[]
451,451,204,25,126,627,"[2,22,21,0]","[1,1,1,0]",61,[]
452,452,286,25,306,1528,"[2,22,21,0]","[1,1,1,0]",61,[]
453,453,433,25,847,5080,"[2,22,21,0]","[1,1,1,0]",61,[]
454,454,585,25,2023,12135,"[2,22,21,0]","[1,1,1,0]",61,[]
455,455,847,25,5056,35391,"[2,22,21,0]","[1,1,1,0]",61,[]
456,456,1168,25,13872,110971,"[2,22,21,0]","[1,1,1,0]",61,[]
457,457,1866,25,62854,565682,"[2,22,21,0]","[1,1,1,0]",61,[]
458,458,2950,25,627999,6279983,"[2,22,21,0]","[1,1,1,0]",61,[]
459,459,102,25,25,100,"[2,22,21,0]","[1,1,1,0]",62,[]
460,460,200,25,214,1069,"[2,22,21,0]","[1,1,1,0]",62,[]
461,461,311,25,704,3516,"[2,22,21,0]","[1,1,1,0]",62,[]
462,462,449,25,1694,10160,"[2,22,21,0]","[1,1,1,0]",62,[]
463,463,607,25,4045,24270,"[2,22,21,0]","[1,1,1,0]",62,[]
464,464,879,25,10112,70782,"[2,22,21,0]","[1,1,1,0]",62,[]
465,465,1214,25,27743,221942,"[2,22,21,0]","[1,1,1,0]",62,[]
466,466,1940,25,125708,1131364,"[2,22,21,0]","[1,1,1,0]",62,[]
467,467,3072,25,627999,6279983,"[2,22,21,0]","[1,1,1,0]",62,[]
468,468,106,25,25,100,"[2,22,21,0]","[1,1,1,0]",63,[]
469,469,213,25,251,1255,"[2,22,21,0]","[1,1,1,0]",63,[]
470,470,327,25,808,4036,"[2,22,21,0]","[1,1,1,0]",63,[]
471,471,468,25,1923,11536,"[2,22,21,0]","[1,1,1,0]",63,[]
472,472,633,25,4567,27399,"[2,22,21,0]","[1,1,1,0]",63,[]
473,473,917,25,11360,79516,"[2,22,21,0]","[1,1,1,0]",63,[]
474,474,1262,25,31072,248575,"[2,22,21,0]","[1,1,1,0]",63,[]
475,475,2016,25,140342,1263076,"[2,22,21,0]","[1,1,1,0]",63,[]
476,476,3191,25,699543,6995424,"[2,22,21,0]","[1,1,1,0]",63,[]
477,477,110,25,25,100,"[2,22,21,0]","[1,1,1,0]",64,[]
478,478,213,25,251,1255,"[2,22,21,0]","[1,1,1,0]",64,[]
479,479,342,25,925,4625,"[2,22,21,0]","[1,1,1,0]",64,[]
480,480,449,25,1694,10160,"[2,22,21,0]","[1,1,1,0]",64,[]
481,481,607,25,4045,24270,"[2,22,21,0]","[1,1,1,0]",64,[]
482,482,879,25,10112,70782,"[2,22,21,0]","[1,1,1,0]",64,[]
483,483,1214,25,27743,221942,"[2,22,21,0]","[1,1,1,0]",64,[]
484,484,1940,25,125708,1131364,"[2,22,21,0]","[1,1,1,0]",64,[]
485,485,3072,25,627999,6279983,"[2,22,21,0]","[1,1,1,0]",64,[]
486,486,69,20,21,41,"[1012,5,81,0]","[1,1,1,0]",65,"[9,7]"
487,487,145,20,188,376,"[1012,5,81,0]","[1,1,1,0]",65,"[9,7]"
488,488,227,20,404,1210,"[1012,5,81,0]","[1,1,1,0]",65,"[9,7]"
489,489,327,20,1154,3461,"[1012,5,81,0]","[1,1,1,0]",65,"[9,7]"
490,490,441,20,2740,8219,"[1012,5,81,0]","[1,1,1,0]",65,"[9,7]"
491,491,667,20,11162,44645,"[1012,5,81,0]","[1,1,1,0]",65,"[9,7]"
492,492,915,20,41748,166989,"[1012,5,81,0]","[1,1,1,0]",65,"[9,7]"
493,493,1399,20,227354,1136768,"[1012,5,81,0]","[1,1,1,0]",65,"[9,7]"
494,494,2204,20,1678902,8394509,"[1012,5,81,0]","[1,1,1,0]",65,"[9,7]"
495,495,69,20,21,41,"[1012,5,82,0]","[0,0,1,0]",65,"[9,8]"
496,496,145,20,188,376,"[1012,5,82,0]","[0,0,1,0]",65,"[9,8]"
497,497,227,20,404,1210,"[1012,5,82,0]","[0,0,1,0]",65,"[9,8]"
498,498,327,20,1154,3461,"[1012,5,82,0]","[0,0,1,0]",65,"[9,8]"
499,499,441,20,2740,8219,"[1012,5,82,0]","[0,0,1,0]",65,"[9,8]"
500,500,667,20,11162,44645,"[1012,5,82,0]","[0,0,1,0]",65,"[9,8]"
501,501,915,20,41748,166989,"[1012,5,82,0]","[0,0,1,0]",65,"[9,8]"
502,502,1399,20,227354,1136768,"[1012,5,82,0]","[0,0,1,0]",65,"[9,8]"
503,503,2204,20,1678902,8394509,"[1012,5,82,0]","[0,0,1,0]",65,"[9,8]"
504,504,71,20,15,30,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",67,"[9,7]"
505,505,136,20,136,272,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",67,"[9,7]"
506,506,208,20,266,796,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",67,"[9,7]"
507,507,302,20,786,2356,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",67,"[9,7]"
508,508,409,20,1900,5700,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",67,"[9,7]"
509,509,597,20,5601,16802,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",67,"[9,7]"
510,510,857,20,19810,79238,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",67,"[9,7]"
511,511,1317,20,102049,408195,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",67,"[9,7]"
512,512,2082,20,485633,2428163,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",67,"[9,7]"
513,513,2816,20,2580985,12904921,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",67,"[9,7]"
514,514,71,20,15,30,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",67,"[9,8]"
515,515,136,20,136,272,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",67,"[9,8]"
516,516,208,20,266,796,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",67,"[9,8]"
517,517,302,20,786,2356,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",67,"[9,8]"
518,518,409,20,1900,5700,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",67,"[9,8]"
519,519,597,20,5601,16802,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",67,"[9,8]"
520,520,857,20,19810,79238,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",67,"[9,8]"
521,521,1317,20,102049,408195,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",67,"[9,8]"
522,522,2082,20,485633,2428163,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",67,"[9,8]"
523,523,2816,20,2580985,12904921,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",67,"[9,8]"
524,524,71,20,15,30,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",69,"[9,7]"
525,525,141,20,160,320,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",69,"[9,7]"
526,526,213,20,306,917,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",69,"[9,7]"
527,527,308,20,894,2681,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",69,"[9,7]"
528,528,417,20,2148,6444,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",69,"[9,7]"
529,529,607,20,4724,18893,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",69,"[9,7]"
530,530,871,20,22194,88776,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",69,"[9,7]"
531,531,1337,20,113981,455923,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",69,"[9,7]"
532,532,2109,20,541134,2705668,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",69,"[9,7]"
533,533,2816,20,2580985,12904921,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",69,"[9,7]"
534,534,71,20,15,30,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",69,"[9,8]"
535,535,141,20,160,320,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",69,"[9,8]"
536,536,213,20,306,917,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",69,"[9,8]"
537,537,308,20,894,2681,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",69,"[9,8]"
538,538,417,20,2148,6444,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",69,"[9,8]"
539,539,607,20,4724,18893,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",69,"[9,8]"
540,540,871,20,22194,88776,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",69,"[9,8]"
541,541,1337,20,113981,455923,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",69,"[9,8]"
542,542,2109,20,541134,2705668,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",69,"[9,8]"
543,543,2816,20,2580985,12904921,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",69,"[9,8]"
544,544,71,20,15,30,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",71,"[9,7]"
545,545,146,20,188,376,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",71,"[9,7]"
546,546,213,20,306,917,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",71,"[9,7]"
547,547,337,20,1483,4449,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",71,"[9,7]"
548,548,417,20,2148,6444,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",71,"[9,7]"
549,549,597,20,5601,16802,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",71,"[9,7]"
550,550,857,20,19810,79238,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",71,"[9,7]"
551,551,1337,20,113981,455923,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",71,"[9,7]"
552,552,2082,20,485633,2428163,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",71,"[9,7]"
553,553,2816,20,2580985,12904921,"[1012,5,82,12,15,11,1010,14,13,1014,0]","[1,1,0,1,1,1,1,1,1,1,0]",71,"[9,7]"
554,554,71,20,15,30,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",71,"[9,8]"
555,555,146,20,188,376,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",71,"[9,8]"
556,556,213,20,306,917,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",71,"[9,8]"
557,557,337,20,1483,4449,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",71,"[9,8]"
558,558,417,20,2148,6444,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",71,"[9,8]"
559,559,597,20,5601,16802,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",71,"[9,8]"
560,560,857,20,19810,79238,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",71,"[9,8]"
561,561,1337,20,113981,455923,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",71,"[9,8]"
562,562,2082,20,485633,2428163,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",71,"[9,8]"
563,563,2816,20,2580985,12904921,"[81,12,15,11,566,0]","[0,1,1,1,1,0]",71,"[9,8]"
564,564,84,20,88,175,"[37,0]","[1,0]",73,[]
565,565,145,20,377,753,"[37,0]","[1,0]",73,[]
566,566,207,20,612,1834,"[37,0]","[1,0]",73,[]
567,567,313,20,2032,6096,"[37,0]","[1,0]",73,[]
568,568,423,20,4854,14562,"[37,0]","[1,0]",73,[]
569,569,615,20,10618,42469,"[37,0]","[1,0]",73,[]
570,570,846,20,33292,133165,"[37,0]","[1,0]",73,[]
571,571,1348,20,169705,678818,"[37,0]","[1,0]",73,[]
572,572,2123,20,753598,3767990,"[37,0]","[1,0]",73,[]
573,573,71,20,30,60,"[37,0]","[1,0]",74,[]
574,574,145,20,321,641,"[37,0]","[1,0]",74,[]
575,575,229,20,703,2109,"[37,0]","[1,0]",74,[]
576,576,329,20,2032,6096,"[37,0]","[1,0]",74,[]
577,577,446,20,4854,14562,"[37,0]","[1,0]",74,[]
578,578,647,20,10618,42469,"[37,0]","[1,0]",74,[]
579,579,892,20,33292,133165,"[37,0]","[1,0]",74,[]
580,580,1422,20,169705,678818,"[37,0]","[1,0]",74,[]
581,581,2245,20,753598,3767990,"[37,0]","[1,0]",74,[]
582,582,74,20,30,60,"[37,0]","[1,0]",75,[]
583,583,154,20,377,753,"[37,0]","[1,0]",75,[]
584,584,240,20,807,2421,"[37,0]","[1,0]",75,[]
585,585,345,20,2308,6922,"[37,0]","[1,0]",75,[]
586,586,465,20,5480,16439,"[37,0]","[1,0]",75,[]
587,587,674,20,11928,47710,"[37,0]","[1,0]",75,[]
588,588,928,20,37287,149145,"[37,0]","[1,0]",75,[]
589,589,1477,20,151569,757845,"[37,0]","[1,0]",75,[]
590,590,2332,20,839451,4197254,"[37,0]","[1,0]",75,[]
591,591,76,20,30,60,"[37,0]","[1,0]",76,[]
592,592,154,20,377,753,"[37,0]","[1,0]",76,[]
593,593,251,20,925,2775,"[37,0]","[1,0]",76,[]
594,594,329,20,2032,6096,"[37,0]","[1,0]",76,[]
595,595,446,20,4854,14562,"[37,0]","[1,0]",76,[]
596,596,647,20,10618,42469,"[37,0]","[1,0]",76,[]
597,597,892,20,33292,133165,"[37,0]","[1,0]",76,[]
598,598,1422,20,169705,678818,"[37,0]","[1,0]",76,[]
599,599,2245,20,753598,3767990,"[37,0]","[1,0]",76,[]
600,600,62,75,15,30,"[8,0]","[1,0]",77,[9]
601,601,206,75,136,272,"[8,0]","[1,0]",77,[9]
602,602,499,75,529,1587,"[8,0]","[1,0]",77,[9]
603,603,894,75,6068,18202,"[8,0]","[1,0]",77,[9]
604,604,1441,75,33484,133936,"[8,0]","[1,0]",77,[9]
605,605,2542,75,326972,1307887,"[8,0]","[1,0]",77,[9]
