"rownum","Id","bool","bool","bool","Mainhand_AnimationKey","Offhand_AnimationKey","bool","rid","row","bool","row","[i32]"
507,"DoryaniHumanBossSoulCoresRight","","","","","",1,"","","","",[]
508,"SuperchargedSlam",1,"","","","","","","",1,509,[]
509,"SuperchargedSlamEnd","","","","","","","","","","",[]
510,"FloatIdle",1,"","","","",1,"","","","",[]
511,"FixedFloat",1,"",1,"","","","","",1,"",[]
512,"FloatRun",1,"",1,"","","","","",1,"",[]
513,"SpearLightningWarp","","","",391,"",1,"","","","",[]
514,"SpearWindVortex","","","","","","","","","","",[]
515,"SpearInfusingStrike","","","","","","","","","","",[]
516,"Earthquake","","","","","","","","","","",[]
517,"RitualOfPower","","","","","",1,"","","","",[]
518,"SpellProjectileAimUp","","","","","",1,"","","","",[]
519,"SpellProjectileAimDown","","","","","",1,"","","","",[]
520,"CartIdle","","","","","","","","","","",[]
521,"CartJump","","","","","","","","","","",[]
522,"CommandSkeletalReavers","","","","","",1,"","","","",[]
523,"CommandSkeletalSniper","","","","","",1,"","","","",[]
524,"CommandSkeletalFrostMage","","","","","",1,"","","","",[]
525,"CommandSkeletalStormMage","","","","","",1,"","","","",[]
526,"CommandSkeletalArsonist","","","","","",1,"","","","",[]
527,"PlaceTotemSummon","","","","","",1,"","","","",[]
528,"WarcryAdditive","","","","","",1,"","","","",[]
529,"Flammability","","","",329,"",1,"","","","",[]
530,"Frostbite","","","",329,"",1,"","","","",[]
531,"Conductivity","","","",329,"",1,"","","","",[]
532,"TeleportForward","","","","","","","","","","","[533,0,534]"
533,"TeleportBackward","","","","","","","","","","",[]
534,"TeleportLeft","","","","","","","","","","",[]
535,"TeleportRight","","","","","","","","","","",[]
536,"BoneBlast","","","","","",1,"","","","",[]
537,"ManaDrain","","","","","",1,"","","","",[]
538,"VolatileDead","","","","","",1,"","","","",[]
539,"GalvanicField","","","","","",1,"","","","",[]
540,"Exsanguinate","","","","","",1,"","","","",[]
541,"ArcticBurst","","","","","",1,"","","","",[]
542,"EmpowerWand","","","","","",1,"","","","",[]
543,"Wither",1,"","","","",1,"",544,1,545,[]
544,"WitherStart","","","","","",1,"","","","",[]
545,"WitherEnd","","","","","",1,"","","","",[]
546,"Spellslinger","","","","","",1,"","","","",[]
547,"LivingBomb","","","","","",1,"","","","",[]
548,"SigilOfPower","","","","","",1,"","","","",[]
549,"Soulrend","","","","","",1,"","","","",[]
550,"Reap","","","","","",1,"","","","",[]
551,"IceStorm","","","","","",1,"","","","",[]
552,"ShockNova","","","","","",1,"","","","",[]
553,"ConsecratedGround","","","","","",1,"","","","",[]
554,"DarkPact","","","","","",1,"","","","",[555]
555,"DarkPactSelf","","","","","",1,"","","","",[]
556,"SpinningInferno","","","","","","","","","","",[557]
557,"SpinningInfernoMoving","","","","","","","","","","",[]
558,"MoltenBlast","","","","","","","","","","",[]
559,"AncestralCry","","","",528,"",1,"","","","",[]
560,"ShieldingCry","","","",528,"",1,"","","","",[]
561,"HammerOfTheGods","","","","","",1,"","","","",[]
562,"ShieldBarricade","","","","","","","","","","",[]
563,"StampedeStart","","","","","","","","","","",[]
564,"StampedeStartMoving","","","","","","","","","","",[]
565,"Stampede","","","","","","","","","","","[563,0,564]"
566,"StampedeEnd","","","","","","","","","","",[]
567,"BallLightning","","","","","",1,"","","","",[]
568,"IncinerateStart","","","","","",1,"","","","",[]
569,"Incinerate",1,"","","","",1,"",568,1,570,[]
570,"IncinerateEnd","","","","","",1,"","","","",[]
571,"EyeOfWinter","","","","","",1,"","","","",[]
572,"SeismicCry","","","",528,"",1,"","","","",[]
573,"InfernalCry","","","",528,"",1,"","","","",[]
574,"InteractPlaceTempleDoorKey","","","","","","","","","","",[]
575,"ArmourBreaker","","","","","","","","","","","[576,0]"
576,"ArmourBreakerMoving","","","","","","","","","","",[]
577,"ArmourBreakerShort","","","","","","","","","","",[]
578,"InteractWaterwaysFinalLever","","","","","","","","","","",[]
579,"InteractSacrificialHeartPlacement","","","","","","","","","","",[]
580,"InteractSacrificialHeartDestroy","","","","","","","","","","",[]
581,"MoltenSlam","","","","","","","","","","",[]
582,"FreezingMark","","","","","",1,"","","","",[]
583,"ToxicDomain","","","","","",1,"","","","",[]
584,"TornadoShot","","","","","",1,"","","","",[]
585,"LightningWall","","","","","",1,"","","","",[]
586,"IceShot","","","","","",1,"","","","",[]
587,"TrickShot","","","","","",1,"","","","",[]
588,"MagneticSalvo","","","","","","","","","","",[]
589,"FreezingSalvo","","","","","",1,"","","","",[]
590,"ChangeAmmoAfterFireDefault","","","","","",1,"","","","",[]
591,"ChangeAmmoAfterFireDefaultMoving","","","","","",1,"","","","",[]
592,"ChangeAmmoAfterFirePiercing","","","","","",1,"","","","",[]
593,"ChangeAmmoAfterFireFire","","","","","",1,"","","","",[]
594,"ChangeAmmoAfterFireLightning","","","","","",1,"","","","",[]
595,"ChangeAmmoAfterFireIce","","","","","",1,"","","","",[]
596,"ChangeAmmoAfterFirePiercingMoving","","","","","",1,"","","","",[]
597,"ChangeAmmoAfterFireFireMoving","","","","","",1,"","","","",[]
598,"ChangeAmmoAfterFireLightningMoving","","","","","",1,"","","","",[]
599,"ChangeAmmoAfterFireIceMoving","","","","","",1,"","","","",[]
600,"DoryaniHumanBossActivateMechanism","","","","","",1,"","","","",[]
601,"DoryaniHumanBossBeamBlast","","","","","",1,"","","","",[]
602,"BlazingCluster","","","","","",1,"","","","",[]
603,"VaultingImpact","","","","","","","","","","","[604,0,605]"
604,"VaultingImpactMoving","","","","","","","","","","",[]
605,"VaultingImpactShort","","","",603,"","","","","","",[]
606,"VaultingImpactMovingShort","","","",604,"","","","","","",[]
607,"StormWave","","","","","",1,"","","","",[]
608,"MantraOfDestruction","","","","","",1,"","","","",[]
609,"DodgeRollMoveCancel","","","","","",1,"","","","",[]
610,"DodgeRollBackMoveCancel","","","","","",1,"","","","",[]
611,"WarBanner","","","","","",1,"","","","",[]
612,"BreakingWave","","","","","","","","","","",[]
613,"FreezingWord","","","","","",1,"","","","",[]
614,"IceSpikes","","","","","","","","","","",[]
615,"ThrowFlask","","","","","","","","","","",[]
616,"VoltaicMark","","","","","",1,"","","","",[]
617,"HandOfChayula","","","","","","","","","","",[]
618,"DefianceBanner","","","","","",1,"","","","",[]
619,"TemporalChains","","","","","",1,"","","","",[]
620,"PlayerBedIdle",1,"","","","","","","","","",[]
621,"PlayerBedGetup","","","","","","","","","","",[]
622,"TimeSnap","","","","","",1,"","","","",[]
623,"SpellAreaOfEffectMoving","","","","","",1,"","","","",[]
624,"DreadBanner","","","","","",1,"","","","",[]
625,"PowerShotLightningCharge","","","","","",1,"","","","",[]
626,"ShapeshiftHumanToDemon","","","","","","","","","","",[627]
627,"ShapeshiftDemonToHuman","","","","","","","","","","",[]
628,"ClusterGrenade","","","","","",1,"","","","",[]
629,"ThroneIdle",1,"","","","","","",630,"",631,[]
630,"ThroneSitDown","","","","","","","","","","",[]
631,"ThroneGetUp","","","","","","","","","","",[]
632,"ExplosiveConcoction","","","","","",1,"","","","",[]
633,"FulminatingConcoction","","","","","",1,"","","","",[]
634,"ShatteringConcoction","","","","","",1,"","","","",[]
635,"PoisonousConcoction","","","","","",1,"","","","",[]
636,"BleedingConcoction","","","","","",1,"","","","",[]
637,"ThrowFlaskAimUpMainHand","","","","","",1,"","","","",[]
638,"ThrowFlaskAimUpOffHand","","","","","",1,"","","","",[]
639,"ThrowFlaskAimDownMainHand","","","","","",1,"","","","",[]
640,"ThrowFlaskAimDownOffHand","","","","","",1,"","","","",[]
641,"InteractSanctumHonourShrine","","","","","","","","","","",[]
642,"BoatIdle",1,"","","","","","","","","",[]
643,"PersistentIdleFemale",1,"","","","",1,"","","","",[]
644,"PersistentIdleDemonSkill",1,"","",643,"",1,"","","","",[]
645,"PersistentIdleDemonEmerge",1,"","",643,"",1,"","","","",[]
646,"GatheringStorm",1,"","","","","","","","",647,[648]
647,"GatheringStormEnd","","","","","","","","","","",[]
648,"GatheringStormPerfectEnd","","","","","","","","","","",[]
649,"ShockwaveTotem","","","","","","","","","","",[650]
650,"ShockwaveTotemFOW","","","",649,"","","","","","",[]
651,"FixedRunLayerBaseChannelBuff",1,"",1,"","","","","","","",[]
652,"Ascend",1,"","",83,"","","","",1,653,[]
653,"AscendEnd","","","",106,"","","","","","",[]
654,"DeliriumBossFireStart","","","","","","","","","","",[]
655,"DeliriumBossFireLoop",1,"","","","","","",654,"",656,[]
656,"DeliriumBossFireEnd","","","","","","","","","","",[]
657,"DeliriumBossLightningStart","","","","","","","","","","",[]
658,"DeliriumBossLightningLoop",1,"","","","","","",657,"",659,[]
659,"DeliriumBossLightningEnd","","","","","","","","","","",[]
660,"JadeArmour","","","","","","","","","","",[661]
661,"JadeArmourEnd","","","","","","","","","","",[]
662,"InteractUltimatumPlaceSoulCore","","","","","","","","","","",[]
663,"TeleportStationary","","","","","",1,"","","","",[]
664,"TeleportBackStationary","","","","","",1,"","","","",[]
665,"Cataclysm","","","","","","","","","","",[]
666,"CataclysmLoop",1,"","","","","","","","","",[]
667,"IntroZombieStab","","","","","","","","","","",[]
668,"IdleLayerBaseStaticChannelBuff",1,"","","","","","","","","",[]
669,"SanctumDeath",1,"","",6,"","","","","","",[]
670,"FloatIdleLayer",1,"","","","",1,"","","","",[]
671,"FloatHeightLayer",1,"","","","",1,"","","","",[]
672,"FloatDodgeRoll","","","","","","","","","","",[]
673,"FloatDodgeRollBack","","","","","","","","","","",[]
