"rownum","HideoutNPCsKey","Order","AddMod","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","[rid]","i32","i32","rid","AddEnchantment","SortCategory","rid","bool","i32","rid","rid","rid","MapDevice","[rid]","Tags"
124,3,33,18020,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[144],1,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[10412],1470,1470,"","",2,380,"",0,"","","","",[],[]
125,3,34,18021,[7],[6],0,"",7,[],0,"",0,0,[],"","","",[145],2,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[10412],1470,1470,"","",2,380,"",0,"","","","",[],[]
126,3,35,18022,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[146],1,[8],1,"",0,0,[],[10410],1470,1470,"","",1,128,1,0,"","","","",[],[]
127,3,36,18023,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[147],2,[8],1,"",0,0,[],[10420],1470,1470,"","",1,128,1,0,"","","","",[],[1178]
128,3,37,18024,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[148],3,[8],1,"",0,0,[],[10420],1470,1470,"","",1,128,1,0,"","","","",[],[1178]
129,3,38,18026,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,"[6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[10409],1470,1470,"","",1,0,1,0,"","","","",[],[]
130,3,39,18027,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,"[6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[10413],1470,1470,"","",1,0,1,0,"","","","",[],[]
131,3,40,18028,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,"[6,7,8,5,4]",1,"",0,0,[],[10413],1470,1470,"","",1,0,1,0,"","","","",[],[]
132,3,41,18029,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[153],5,[6],1,"",0,0,[],[10420],1470,1470,"","",1,0,1,0,"","","","",[],[1178]
133,3,42,18030,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[154],1,"[9,10,7,13]",1,"",0,0,[],[10412],1470,1470,"","",1,21,1,0,"","","","",[],[]
134,3,43,18031,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[155],2,[10],1,"",0,0,[],[10412],1470,1470,"","",1,21,1,0,"","","","",[],[]
135,3,44,18034,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[154],1,"[0,1,2,3]",1,"",0,0,[],[10412],1470,1470,"","",1,22,1,0,"","","","",[],[]
136,3,45,18035,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[155],2,"[0,1]",1,"",0,0,[],[10412],1470,1470,"","",1,22,1,0,"","","","",[],[]
137,3,46,18037,[14],[1],0,"",7,[],0,"",0,0,[],"","","",[155],0,"[0,1,2,3]",1,"",0,0,[],[10419],1470,1470,"","",1,28,1,0,"","","","",[],[]
138,3,47,18045,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,"",0,0,[],[10410],1470,1470,"","",1,11,1,0,"","","","",[],[]
139,3,48,18046,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,[1],1,"",0,0,[],[10410],1470,1470,"","",1,11,1,0,"","","","",[],[]
140,3,49,18047,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,[1],1,"",0,0,[],[10420],1470,1470,"","",1,11,1,0,"","","","",[],[1178]
141,3,50,18048,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,[1],1,"",0,0,[],[10420],1470,1470,"","",1,11,1,0,"","","","",[],[1178]
142,3,51,18041,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,3]",0,"",0,0,[],[10410],1470,1470,"","",1,11,1,0,"","","","",[],[]
143,3,52,18042,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,"[0,2,3]",1,"",0,0,[],[10410],1470,1470,"","",1,11,1,0,"","","","",[],[]
144,3,53,18043,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,"[0,2,3]",1,"",0,0,[],[10420],1470,1470,"","",1,11,1,0,"","","","",[],[1178]
145,3,54,18044,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,"[0,2,3]",1,"",0,0,[],[10420],1470,1470,"","",1,11,1,0,"","","","",[],[1178]
146,3,55,18038,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,7,8,5,4,9,10,13,11]",0,"",0,0,[],[10410],1470,1470,"","",1,11,1,0,"","","","",[],[]
147,3,56,18039,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,"[6,7,8,5,4,9,10,13,11]",1,"",0,0,[],[10410],1470,1470,"","",1,11,1,0,"","","","",[],[]
148,3,57,18040,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,"[6,7,8,5,4,9,10,13,11]",1,"",0,0,[],[10420],1470,1470,"","",1,11,1,0,"","","","",[],[1178]
149,3,58,18049,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[156],1,"[0,1,2,3,9,10,4]",1,"",0,0,[],[10411],1470,1470,"","",2,107,1,0,"","","","",[],[]
150,3,59,18050,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[157],2,"[0,1,2,3,9,10,4]",1,"",0,0,[],[10413],1470,1470,"","",2,107,1,0,"","","","",[],[]
151,3,60,18051,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[0,1,2,3]",1,"",0,0,[],[10411],1470,1470,"","",1,208,1,0,"","","","",[],[]
152,3,61,18052,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[0,1,2,3]",1,"",0,0,[],[10411],1470,1470,"","",1,208,1,0,"","","","",[],[]
153,3,62,18053,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[160],3,"[0,1,2,3]",1,"",0,0,[],[10420],1470,1470,"","",1,208,1,0,"","","","",[],[1178]
154,3,63,18054,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[261],4,"[0,1,2,3]",1,"",0,0,[],[10421],1470,1470,"","",1,208,1,0,"","","","",[],[1177]
155,3,64,18059,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[161],1,[1],1,"",0,0,[],[10411],1470,1470,"","",1,75,1,0,"","","","",[],[]
156,3,65,18060,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[162],2,[1],1,"",0,0,[],[10411],1470,1470,"","",1,75,1,0,"","","","",[],[]
157,3,66,18061,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[163],3,[1],1,"",0,0,[],[10420],1470,1470,"","",1,75,1,0,"","","","",[],[1178]
158,3,67,18062,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[262],4,[1],1,"",0,0,[],[10421],1470,1470,"","",1,75,1,0,"","","","",[],[1177]
159,3,68,18055,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[161],1,"[0,2]",1,"",0,0,[],[10411],1470,1470,"","",1,75,1,0,"","","","",[],[]
160,3,69,18056,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[162],2,"[0,2]",1,"",0,0,[],[10411],1470,1470,"","",1,75,1,0,"","","","",[],[]
161,3,70,18057,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[163],3,"[0,2]",1,"",0,0,[],[10420],1470,1470,"","",1,75,1,0,"","","","",[],[1178]
162,3,71,18058,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[262],4,"[0,2]",1,"",0,0,[],[10421],1470,1470,"","",1,75,1,0,"","","","",[],[1177]
163,3,72,18063,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[164],1,"[0,1,2,3]",1,"",0,0,[],[10411],1470,1470,"","",1,1608,1,0,"","","","",[],[]
164,3,73,18064,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[165],2,"[0,1,2,3]",1,"",0,0,[],[10420],1470,1470,"","",1,1608,1,0,"","","","",[],[1178]
165,3,74,18065,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[166],1,"[0,1,2,3,9,10,11,13]",1,"",0,0,[],[10411],1470,1470,"","",1,240,1,0,"","","","",[],[]
166,3,75,18066,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[167],2,"[0,1,2,3,13,11]",1,"",0,0,[],[10413],1470,1470,"","",1,240,1,0,"","","","",[],[]
167,3,76,18067,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,"[0,1,2,3]",1,"",0,0,[],[10411],1470,1470,"","",2,211,1,0,"","","","",[],[]
168,3,77,18068,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,"[0,1]",1,"",0,0,[],[10420],1470,1470,"","",2,211,1,0,"","","","",[],[1178]
169,3,78,18069,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[0,1]",1,"",0,0,[],[10421],1470,1470,"","",2,211,1,0,"","","","",[],[1177]
170,3,79,18070,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[2,3]",1,"",0,0,[],[10421],1470,1470,"","",2,211,1,0,"","","","",[],[1177]
171,3,80,18071,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[168],0,"[7,13,4]",1,"",0,0,[],[10420],1470,1470,"","",2,99,1,0,"","","","",[],[]
172,3,81,18077,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,[1],1,"",0,0,[],[10411],1470,1470,"","",2,96,1,0,"","","","",[],[]
173,3,82,18078,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,[1],1,"",0,0,[],[10420],1470,1470,"","",2,96,1,0,"","","","",[],[]
174,3,83,18079,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,[1],1,"",0,0,[],[10421],1470,1470,"","",2,96,1,0,"","","","",[],[1177]
175,3,84,18073,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,"[0,2]",1,"",0,0,[],[10411],1470,1470,"","",2,96,1,0,"","","","",[],[]
176,3,85,18075,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,"[0,2]",1,"",0,0,[],[10420],1470,1470,"","",2,96,1,0,"","","","",[],[]
177,3,86,18076,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[0,2]",1,"",0,0,[],[10421],1470,1470,"","",2,96,1,0,"","","","",[],[1177]
178,3,87,18084,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,[1],1,"",0,0,[],[10411],1470,1470,"","",1,136,1,0,"","","","",[],[1190]
179,3,88,18085,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[171],2,[1],1,"",0,0,[],[10411],1470,1470,"","",1,136,1,0,"","","","",[],[1190]
180,3,89,18086,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,[1],1,"",0,0,[],[10420],1470,1470,"","",1,136,1,0,"","","","",[],[1190]
181,3,90,18081,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[0,2]",1,"",0,0,[],[10411],1470,1470,"","",1,136,1,0,"","","","",[],[1190]
182,3,91,18082,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[0,2]",1,"",0,0,[],[10411],1470,1470,"","",1,136,1,0,"","","","",[],[1190]
183,3,92,18083,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[0,2]",1,"",0,0,[],[10420],1470,1470,"","",1,136,1,0,"","","","",[],[1190]
184,3,93,18087,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[9,10,0,1,2,3]",1,"",0,0,[],[10409],1470,1470,"","",2,134,1,0,"","","","",[],[1190]
185,3,94,18088,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[9,10,0,1,2,3]",1,"",0,0,[],[10413],1470,1470,"","",2,134,1,0,"","","","",[],[1190]
186,3,95,18092,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,[1],1,"",0,0,[],[10411],1470,1470,"","",1,142,1,0,"","","","",[],[1191]
187,3,96,18093,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[174],2,[1],1,"",0,0,[],[10411],1470,1470,"","",1,142,1,0,"","","","",[],[1191]
188,3,97,18094,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,[1],1,"",0,0,[],[10420],1470,1470,"","",1,142,1,0,"","","","",[],[1191]
189,3,98,18089,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[0,2]",1,"",0,0,[],[10411],1470,1470,"","",1,142,1,0,"","","","",[],[1191]
190,3,99,18090,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[0,2]",1,"",0,0,[],[10411],1470,1470,"","",1,142,1,0,"","","","",[],[1191]
191,3,100,18091,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[0,2]",1,"",0,0,[],[10420],1470,1470,"","",1,142,1,0,"","","","",[],"[1178,1191]"
192,3,101,18095,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[9,10,0,1,2,3]",1,"",0,0,[],[10409],1470,1470,"","",2,140,1,0,"","","","",[],[1191]
193,3,102,18096,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[9,10,0,1,2,3]",1,"",0,0,[],[10413],1470,1470,"","",2,140,1,0,"","","","",[],[1191]
194,3,103,18100,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,[1],1,"",0,0,[],[10411],1470,1470,"","",1,148,1,0,"","","","",[],[1189]
195,3,104,18101,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[178],2,[1],1,"",0,0,[],[10411],1470,1470,"","",1,148,1,0,"","","","",[],[1189]
196,3,105,18102,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,[1],1,"",0,0,[],[10420],1470,1470,"","",1,148,1,0,"","","","",[],"[1178,1189]"
197,3,106,18097,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[0,2]",1,"",0,0,[],[10411],1470,1470,"","",1,148,1,0,"","","","",[],[1189]
198,3,107,18098,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[0,2]",1,"",0,0,[],[10411],1470,1470,"","",1,148,1,0,"","","","",[],[1189]
199,3,108,18099,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,"[0,2]",1,"",0,0,[],[10420],1470,1470,"","",1,148,1,0,"","","","",[],"[1178,1189]"
200,3,109,18103,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[9,10,0,1,2,3]",1,"",0,0,[],[10409],1470,1470,"","",2,146,1,0,"","","","",[],[1189]
201,3,110,18104,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[9,10,0,1,2,3]",1,"",0,0,[],[10413],1470,1470,"","",2,146,1,0,"","","","",[],[1189]
202,3,111,18108,[7],[2],0,"",7,[],0,"",0,0,[],"","","",[180],1,[1],1,"",0,0,[],[10412],1470,1470,"","",1,152,1,0,"","","","",[],[1192]
203,3,112,18109,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[181],2,[1],1,"",0,0,[],[10412],1470,1470,"","",1,152,1,0,"","","","",[],[1192]
204,3,113,18110,[14],[3],0,"",7,[],0,"",0,0,[],"","","",[182],3,[1],1,"",0,0,[],[10419],1470,1470,"","",1,152,1,0,"","","","",[],[1192]
205,3,114,18105,[7],[2],0,"",7,[],0,"",0,0,[],"","","",[180],1,"[0,2]",1,"",0,0,[],[10412],1470,1470,"","",1,152,1,0,"","","","",[],[1192]
206,3,115,18106,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[181],2,"[0,2]",1,"",0,0,[],[10412],1470,1470,"","",1,152,1,0,"","","","",[],[1192]
207,3,116,18107,[14],[3],0,"",7,[],0,"",0,0,[],"","","",[182],3,"[0,2]",1,"",0,0,[],[10419],1470,1470,"","",1,152,1,0,"","","","",[],[1192]
208,3,117,18111,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[180],1,"[9,10,0,1,2,3]",1,"",0,0,[],[10412],1470,1470,"","",2,1914,1,0,"","","","",[],[1192]
209,3,118,18112,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[181],2,"[9,10,0,1,2,3]",1,"",0,0,[],[10413],1470,1470,"","",2,1914,1,0,"","","","",[],[1192]
210,3,119,18113,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[183],1,"[0,1,2,3]",1,"",0,0,[],[10409],1470,1470,"","",2,366,1,0,"","","","",[],[]
211,3,120,18114,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[185],2,"[0,1,2,3]",1,"",0,0,[],[10413],1470,1470,"","",2,366,1,0,"","","","",[],[]
212,3,121,18115,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[186],3,"[0,1,2,3]",1,"",0,0,[],[10420],1470,1470,"","",2,366,1,0,"","","","",[],[1178]
213,3,122,18116,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[183],1,"[7,5,9,10,13,4]",1,"",0,0,[],[10409],1470,1470,"","",2,104,1,0,"","","","",[],[]
214,3,123,18117,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[185],2,"[7,5,9,10,13,4]",1,"",0,0,[],[10413],1470,1470,"","",2,104,1,0,"","","","",[],[]
215,3,124,18118,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[186],3,"[7,5,9,10,13,4]",1,"",0,0,[],[10420],1470,1470,"","",2,104,1,0,"","","","",[],[1178]
216,3,125,18119,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[4,10]",1,"",0,0,[],[10412],1470,1470,"","",2,209,1,0,"","","","",[],[]
217,3,126,18120,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[4,10]",1,"",0,0,[],[10413],1470,1470,"","",2,209,1,0,"","","","",[],[]
218,3,127,18121,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10409],1470,1470,"","",1,54,1,0,"","","","",[],[]
219,3,128,18122,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[10413],1470,1470,"","",1,54,1,0,"","","","",[],[]
220,3,129,18123,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[10420],1470,1470,"","",1,54,1,0,"","","","",[],[1178]
221,3,130,18124,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10409],1470,1470,"","",1,50,1,0,"","","","",[],[]
222,3,131,18125,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[10413],1470,1470,"","",1,50,1,0,"","","","",[],[]
223,3,132,18126,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[10420],1470,1470,"","",1,50,1,0,"","","","",[],[1178]
224,3,133,18127,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10409],1470,1470,"","",1,36,1,0,"","","","",[],[]
225,3,134,18128,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[10413],1470,1470,"","",1,36,1,0,"","","","",[],[]
226,3,135,18129,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[10420],1470,1470,"","",1,36,1,0,"","","","",[],[1178]
227,3,136,18130,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10409],1470,1470,"","",1,48,1,0,"","","","",[],[]
228,3,137,18131,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[10413],1470,1470,"","",1,48,1,0,"","","","",[],[]
229,3,138,18132,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[10420],1470,1470,"","",1,48,1,0,"","","","",[],[1178]
230,3,139,18133,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10409],1470,1470,"","",1,9,1,0,"","","","",[],[]
231,3,140,18134,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[10413],1470,1470,"","",1,9,1,0,"","","","",[],[]
232,3,141,18135,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[10420],1470,1470,"","",1,9,1,0,"","","","",[],[1178]
233,3,142,18136,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10409],1470,1470,"","",1,8,1,0,"","","","",[],[]
234,3,143,18137,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[10413],1470,1470,"","",1,8,1,0,"","","","",[],[]
235,3,144,18138,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[10420],1470,1470,"","",1,8,1,0,"","","","",[],[1178]
236,3,145,18141,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[252],1,[10],1,"",0,0,[],[10420],1470,1470,"","",1,56,1,0,"","","","",[],[1178]
237,3,146,18142,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[253],2,[10],1,"",0,0,[],[10420],1470,1470,"","",1,56,1,0,"","","","",[],[1178]
238,3,147,18139,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[252],1,"[10,9]",1,"",0,0,[],[10413],1470,1470,"","",1,6,1,0,"","","","",[],[]
239,3,148,18140,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[253],2,"[10,9]",1,"",0,0,[],[10420],1470,1470,"","",1,6,1,0,"","","","",[],[1178]
240,3,149,18143,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10409],1470,1470,"","",1,462,1,0,"","","","",[],[]
241,3,150,18144,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[10413],1470,1470,"","",1,462,1,0,"","","","",[],[]
242,3,151,18145,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[10420],1470,1470,"","",1,462,1,0,"","","","",[],[1178]
243,3,152,18146,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10409],1470,1470,"","",1,460,1,0,"","","","",[],[]
244,3,153,18147,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[10413],1470,1470,"","",1,460,1,0,"","","","",[],[]
245,3,154,18148,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[10420],1470,1470,"","",1,460,1,0,"","","","",[],[1178]
246,3,155,18149,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10409],1470,1470,"","",1,464,1,0,"","","","",[],[]
247,3,156,18150,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[10413],1470,1470,"","",1,464,1,0,"","","","",[],[]
248,3,157,18151,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[10420],1470,1470,"","",1,464,1,0,"","","","",[],[1178]
249,3,158,18155,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[1,3]",1,"",0,0,[],[10409],1470,1470,"","",1,157,1,0,"","","","",[],[1190]
250,3,159,18156,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[1,3]",1,"",0,0,[],[10413],1470,1470,"","",1,157,1,0,"","","","",[],[1190]
251,3,160,18157,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[1,3]",1,"",0,0,[],[10420],1470,1470,"","",1,157,1,0,"","","","",[],"[1178,1190]"
252,3,161,18152,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[0,2]",1,"",0,0,[],[10409],1470,1470,"","",1,157,1,0,"","","","",[],[1190]
253,3,162,18153,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[0,2]",1,"",0,0,[],[10413],1470,1470,"","",1,157,1,0,"","","","",[],[1190]
254,3,163,18154,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[0,2]",1,"",0,0,[],[10420],1470,1470,"","",1,157,1,0,"","","","",[],"[1178,1190]"
255,3,164,18158,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[9,10,7]",1,"",0,0,[],[10409],1470,1470,"","",1,1,1,0,"","","","",[],[1190]
256,3,165,18159,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[9,10]",1,"",0,0,[],[10413],1470,1470,"","",1,1,1,0,"","","","",[],[1190]
257,3,166,18165,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[1,3]",1,"",0,0,[],[10409],1470,1470,"","",1,13,1,0,"","","","",[],[1191]
258,3,167,18166,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[1,3]",1,"",0,0,[],[10413],1470,1470,"","",1,13,1,0,"","","","",[],[1191]
259,3,168,18167,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[1,3]",1,"",0,0,[],[10420],1470,1470,"","",1,13,1,0,"","","","",[],"[1178,1191]"
260,3,169,18162,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[0,2]",1,"",0,0,[],[10409],1470,1470,"","",1,13,1,0,"","","","",[],[1191]
261,3,170,18163,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[0,2]",1,"",0,0,[],[10413],1470,1470,"","",1,13,1,0,"","","","",[],[1191]
262,3,171,18164,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[0,2]",1,"",0,0,[],[10420],1470,1470,"","",1,13,1,0,"","","","",[],"[1178,1191]"
263,3,172,18168,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[9,10,7]",1,"",0,0,[],[10409],1470,1470,"","",1,4,1,0,"","","","",[],[1191]
264,3,173,18169,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[9,10]",1,"",0,0,[],[10413],1470,1470,"","",1,4,1,0,"","","","",[],[1191]
265,3,174,18175,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[1,3]",1,"",0,0,[],[10409],1470,1470,"","",1,154,1,0,"","","","",[],[1189]
266,3,175,18176,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[1,3]",1,"",0,0,[],[10413],1470,1470,"","",1,154,1,0,"","","","",[],[1189]
267,3,176,18177,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,"[1,3]",1,"",0,0,[],[10420],1470,1470,"","",1,154,1,0,"","","","",[],"[1178,1189]"
268,3,177,18172,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[0,2]",1,"",0,0,[],[10409],1470,1470,"","",1,154,1,0,"","","","",[],[1189]
269,3,178,18173,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[0,2]",1,"",0,0,[],[10413],1470,1470,"","",1,154,1,0,"","","","",[],[1189]
