"rownum","BaseMetadata","i32","[rid]","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","bool","bool","bool","bool","bool","bool","bool","i32","i32","i32","i32","rid","bool","bool","i32","Script","bool"
206,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Spider1",52,[6908],40,1000,0,3,1680,3360,0,0,"",1,"","","",1,"","","","",2,8,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
207,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Spider1",92,[6908],40,1000,0,3,1300,2700,0,0,"",1,"","","",1,"","","","",2,8,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
208,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Spider1",173,[6908],40,1000,0,3,1100,2200,0,0,"",1,"","","",1,"","","","",2,8,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
209,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Spider1",239,[6908],40,1000,0,3,1000,1800,0,0,"",1,"","","",1,"","","","",2,8,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
210,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Spider2",1,[6912],20,1000,0,3,3700,7300,0,0,"",1,"","","",1,"","","","",1,5,20,0,"","","",1,"triggerer.DoAction( Emerge );",""
211,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Spider2",9,[6912],20,1000,0,3,3200,6300,0,0,"",1,"","","",1,"","","","",1,5,25,0,"","","",1,"triggerer.DoAction( Emerge );",""
212,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Spider2",29,[6912],20,1000,0,3,2700,5500,0,0,"",1,"","","",1,"","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
213,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Spider2",52,[6912],20,1000,0,3,2300,4800,0,0,"",1,"","","",1,"","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
214,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Spider2",92,[6912],20,1000,0,3,2000,4200,0,0,"",1,"","","",1,"","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
215,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Spider2",173,[6912],20,1000,0,3,1800,3700,0,0,"",1,"","","",1,"","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
216,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Spider2",239,[6912],20,1000,0,3,1700,3300,0,0,"",1,"","","",1,"","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
217,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Spider3",1,[6915],1,3000,0,3,3700,7300,0,0,"",1,"","","",1,"","","","",1,3,0,10,"","","",1,"triggerer.DoAction( Emerge );",""
218,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Spider3",9,[6915],1,3000,0,3,3200,6300,0,0,"",1,"","","",1,"","","","",1,3,0,15,"","","",1,"triggerer.DoAction( Emerge );",""
219,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Spider3",29,[6915],1,3000,0,3,2700,5500,0,0,"",1,"","","",1,"","","","",1,3,0,20,"","","",1,"triggerer.DoAction( Emerge );",""
220,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Spider3",52,[6915],1,3000,0,3,2300,4800,0,0,"",1,"","","",1,"","","","",1,3,0,25,"","","",1,"triggerer.DoAction( Emerge );",""
221,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Spider3",92,[6915],1,3000,0,3,2000,4200,0,0,"",1,"","","",1,"","","","",1,3,0,25,"","","",1,"triggerer.DoAction( Emerge );",""
222,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Spider3",173,[6915],1,3000,0,3,1800,3700,0,0,"",1,"","","",1,"","","","",1,3,0,25,"","","",1,"triggerer.DoAction( Emerge );",""
223,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Spider3",239,[6915],1,3000,0,3,1700,3300,0,0,"",1,"","","",1,"","","","",1,3,0,25,"","","",1,"triggerer.DoAction( Emerge );",""
224,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_DefenceCrystal",1,[6973],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,1,0,10,"","","",1,"",""
225,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_DefenceCrystal",9,[6973],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,1,0,15,"","","",1,"",""
226,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_DefenceCrystal",29,[6973],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,1,0,20,"","","",1,"",""
227,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_DefenceCrystal",52,[6973],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,1,0,25,"","","",1,"",""
228,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_DefenceCrystal",92,[6973],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,1,0,25,"","","",1,"",""
229,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_DefenceCrystal",173,[6973],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,1,0,25,"","","",1,"",""
230,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_DefenceCrystal",239,[6973],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,1,0,25,"","","",1,"",""
231,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier3_CaveDwellerBoss",1,[6953],1,0,0,0,800,1200,0,0,"",1,"","","",1,"","","","",0,0,0,0,3,"","",1,"triggerer.DoAction( Emerge );",""
232,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier3_QiongqiBoss",1,[6971],1,0,0,0,800,1200,0,0,"",1,"","","",1,"","","","",0,0,0,0,3,"","",1,"triggerer.DoAction( Emerge2 );",""
233,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier3_TaowuBoss",1,[6947],1,0,0,0,800,1200,0,0,"",1,"","","",1,"","","","",0,0,0,0,3,"","",1,"triggerer.DoAction( Emerge );",""
234,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_1",1,"[7098,7099]",10,1000,0,15,2760,5520,0,0,"",1,"","","","","","","","",2,10,20,0,"","","",2,"triggerer.Transition();",1
235,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_1",9,"[7098,7099]",10,1000,0,15,2400,4800,0,0,"",1,"","","","","","","","",2,10,25,0,"","","",2,"triggerer.Transition();",1
236,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_1",29,"[7098,7099]",10,1000,0,15,2040,4080,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",2,"triggerer.Transition();",1
237,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_1",52,"[7098,7099]",10,1000,0,15,1680,3360,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",2,"triggerer.Transition();",1
238,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_1",92,"[7098,7099]",10,1000,0,15,1300,2700,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",2,"triggerer.Transition();",1
239,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_1",173,"[7098,7099]",10,1000,0,15,1100,2200,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",2,"triggerer.Transition();",1
240,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_1",239,"[7098,7099]",10,1000,0,15,1000,1800,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",2,"triggerer.Transition();",1
241,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_2",1,"[7100,7101]",5,1000,0,15,2760,5520,0,0,"",1,"","","","","","","","",2,5,20,0,"","","",1,"triggerer.Transition();",""
242,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_2",9,"[7100,7101]",5,1000,0,15,2400,4800,0,0,"",1,"","","","","","","","",2,5,25,0,"","","",1,"triggerer.Transition();",""
243,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_2",29,"[7100,7101]",5,1000,0,15,2040,4080,0,0,"",1,"","","","","","","","",2,5,30,0,"","","",1,"triggerer.Transition();",""
244,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_2",52,"[7100,7101]",5,1000,0,15,1680,3360,0,0,"",1,"","","","","","","","",2,5,30,0,"","","",1,"triggerer.Transition();",""
245,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_2",92,"[7100,7101]",5,1000,0,15,1300,2700,0,0,"",1,"","","","","","","","",2,5,30,0,"","","",1,"triggerer.Transition();",""
246,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_2",173,"[7100,7101]",5,1000,0,15,1100,2200,0,0,"",1,"","","","","","","","",2,5,30,0,"","","",1,"triggerer.Transition();",""
247,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_2",239,"[7100,7101]",5,1000,0,15,1000,1800,0,0,"",1,"","","","","","","","",2,5,30,0,"","","",1,"triggerer.Transition();",""
248,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_3",1,[7102],2,1000,0,15,2760,5520,0,0,"",1,"","","","","","","","",1,2,0,5,"","","",1,"triggerer.Transition();",""
249,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_3",9,[7102],2,1000,0,15,2400,4800,0,0,"",1,"","","","","","","","",1,2,0,10,"","","",1,"triggerer.Transition();",""
250,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_3",29,[7102],2,1000,0,15,2040,4080,0,0,"",1,"","","","","","","","",1,2,0,15,"","","",1,"triggerer.Transition();",""
251,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_3",52,[7102],2,1000,0,15,1680,3360,0,0,"",1,"","","","","","","","",1,2,0,15,"","","",1,"triggerer.Transition();",""
252,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_3",92,[7102],2,1000,0,15,1300,2700,0,0,"",1,"","","","","","","","",1,2,0,15,"","","",1,"triggerer.Transition();",""
253,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_3",173,[7102],2,1000,0,15,1100,2200,0,0,"",1,"","","","","","","","",1,2,0,15,"","","",1,"triggerer.Transition();",""
254,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_3",239,[7102],2,1000,0,15,1000,1800,0,0,"",1,"","","","","","","","",1,2,0,15,"","","",1,"triggerer.Transition();",""
255,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_4",1,[7103],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,1,0,0,3,"","",1,"triggerer.SpawnServerEffect( Metadata/Effects/Spells/animate_armour/animatearmourdeath.ao );",""
256,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AnimatedWeaponEncounter/AnimatedEncounterTier1_5",1,[7104],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,1,0,0,3,"","",1,"triggerer.SpawnServerEffect( Metadata/Effects/Spells/animate_armour/animatearmourdeath.ao );",""
257,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SandsEncounter/SandsEncounterTier1_1",1,[7105],20,1000,0,0,2760,5520,0,0,"",1,"","","","","","","","",2,10,20,0,"","","",1,"SpawnServerEffect( Metadata/Effects/Spells/monsters_effects/act9/Garukhan/minions/normal/normalEmergeNoScreenshake.ao );",1
258,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SandsEncounter/SandsEncounterTier1_1",9,[7105],20,1000,0,0,2400,4800,0,0,"",1,"","","","","","","","",2,10,25,0,"","","",1,"SpawnServerEffect( Metadata/Effects/Spells/monsters_effects/act9/Garukhan/minions/normal/normalEmergeNoScreenshake.ao );",1
259,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SandsEncounter/SandsEncounterTier1_1",29,[7105],20,1000,0,0,2040,4080,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"SpawnServerEffect( Metadata/Effects/Spells/monsters_effects/act9/Garukhan/minions/normal/normalEmergeNoScreenshake.ao );",1
260,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SandsEncounter/SandsEncounterTier1_1",52,[7105],20,1000,0,0,1680,3360,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"SpawnServerEffect( Metadata/Effects/Spells/monsters_effects/act9/Garukhan/minions/normal/normalEmergeNoScreenshake.ao );",1
261,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SandsEncounter/SandsEncounterTier1_1",92,[7105],20,1000,0,0,1300,2700,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"SpawnServerEffect( Metadata/Effects/Spells/monsters_effects/act9/Garukhan/minions/normal/normalEmergeNoScreenshake.ao );",1
262,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SandsEncounter/SandsEncounterTier1_1",173,[7105],20,1000,0,0,1100,2200,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"SpawnServerEffect( Metadata/Effects/Spells/monsters_effects/act9/Garukhan/minions/normal/normalEmergeNoScreenshake.ao );",1
263,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SandsEncounter/SandsEncounterTier1_1",239,[7105],20,1000,0,0,1000,1800,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"SpawnServerEffect( Metadata/Effects/Spells/monsters_effects/act9/Garukhan/minions/normal/normalEmergeNoScreenshake.ao );",1
264,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SandsEncounter/SandsEncounterTier1_2",1,[7106],1,0,0,0,0,0,0,0,"",1,"","","","","","","","",1,1,20,5,"","","",1,"SpawnServerEffect( Metadata/Effects/Spells/monsters_effects/act9/Garukhan/minions/big/bigEmerge.ao );",""
265,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SandsEncounter/SandsEncounterTier1_2",9,[7106],1,0,0,0,0,0,0,0,"",1,"","","","","","","","",1,1,25,10,"","","",1,"SpawnServerEffect( Metadata/Effects/Spells/monsters_effects/act9/Garukhan/minions/big/bigEmerge.ao );",""
266,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SandsEncounter/SandsEncounterTier1_2",29,[7106],1,0,0,0,0,0,0,0,"",1,"","","","","","","","",1,1,30,15,"","","",1,"SpawnServerEffect( Metadata/Effects/Spells/monsters_effects/act9/Garukhan/minions/big/bigEmerge.ao );",""
267,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SandsEncounter/SandsEncounterTier1_2",52,[7106],1,0,0,0,0,0,0,0,"",1,"","","","","","","","",1,1,30,15,"","","",1,"SpawnServerEffect( Metadata/Effects/Spells/monsters_effects/act9/Garukhan/minions/big/bigEmerge.ao );",""
268,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SandsEncounter/SandsEncounterTier1_2",92,[7106],1,0,0,0,0,0,0,0,"",1,"","","","","","","","",1,1,30,15,"","","",1,"SpawnServerEffect( Metadata/Effects/Spells/monsters_effects/act9/Garukhan/minions/big/bigEmerge.ao );",""
269,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SandsEncounter/SandsEncounterTier1_2",173,[7106],1,0,0,0,0,0,0,0,"",1,"","","","","","","","",1,1,30,15,"","","",1,"SpawnServerEffect( Metadata/Effects/Spells/monsters_effects/act9/Garukhan/minions/big/bigEmerge.ao );",""
270,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SandsEncounter/SandsEncounterTier1_2",239,[7106],1,0,0,0,0,0,0,0,"",1,"","","","","","","","",1,1,30,15,"","","",1,"SpawnServerEffect( Metadata/Effects/Spells/monsters_effects/act9/Garukhan/minions/big/bigEmerge.ao );",""
271,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SandsEncounter/SandsEncounterTier1_3",1,[7107],1,0,0,0,1000,1000,0,0,1,1,"","","",1,"","","","",1,0,0,0,"","","",1,"",""
272,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SandsEncounter/SandsEncounterTier1_4",1,[7107],1,0,0,0,1000,1000,0,0,1,1,"","","",1,"","","","",1,0,0,0,"","","",1,"",""
273,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_1",1,[7111],20,1000,0,0,2760,5520,0,0,"",1,"","","","","","","","",2,10,20,0,"","","",1,"triggerer.DoAction( Emerge );",1
274,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_1",9,[7111],20,1000,0,0,2400,4800,0,0,"",1,"","","","","","","","",2,10,25,0,"","","",1,"triggerer.DoAction( Emerge );",1
275,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_1",29,[7111],20,1000,0,0,2040,4080,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",1
276,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_1",52,[7111],20,1000,0,0,1680,3360,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",1
277,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_1",92,[7111],20,1000,0,0,1300,2700,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",1
278,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_1",173,[7111],20,1000,0,0,1100,2200,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",1
279,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_1",239,[7111],20,1000,0,0,1000,1800,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",1
280,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_2",1,[7110],10,1000,0,0,3700,7300,0,0,"",1,"","","","","","","","",1,5,20,0,"","","",1,"triggerer.DoAction( Emerge );",""
281,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_2",9,[7110],10,1000,0,0,3200,6300,0,0,"",1,"","","","","","","","",1,5,25,0,"","","",1,"triggerer.DoAction( Emerge );",""
282,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_2",29,[7110],10,1000,0,0,2700,5500,0,0,"",1,"","","","","","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
283,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_2",52,[7110],10,1000,0,0,2300,4800,0,0,"",1,"","","","","","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
284,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_2",92,[7110],10,1000,0,0,2000,4200,0,0,"",1,"","","","","","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
285,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_2",173,[7110],10,1000,0,0,1800,3700,0,0,"",1,"","","","","","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
286,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_2",239,[7110],10,1000,0,0,1700,3300,0,0,"",1,"","","","","","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
287,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_3",1,[7112],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,0,0,5,"","","",1,"triggerer.DoAction( Emerge );",""
288,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_3",9,[7112],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,0,0,10,"","","",1,"triggerer.DoAction( Emerge );",""
289,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_3",29,[7112],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,0,0,15,"","","",1,"triggerer.DoAction( Emerge );",""
290,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_3",52,[7112],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,0,0,15,"","","",1,"triggerer.DoAction( Emerge );",""
291,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_3",92,[7112],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,0,0,15,"","","",1,"triggerer.DoAction( Emerge );",""
292,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_3",173,[7112],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,0,0,15,"","","",1,"triggerer.DoAction( Emerge );",""
293,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_3",239,[7112],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,0,0,15,"","","",1,"triggerer.DoAction( Emerge );",""
294,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_1",1,[7137],10,1000,0,0,3700,7300,0,0,"",1,"","","","","","","","",1,5,20,0,"","","",1,"triggerer.DoAction( Emerge );",""
295,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_1",9,[7137],10,1000,0,0,3200,6300,0,0,"",1,"","","","","","","","",1,5,25,0,"","","",1,"triggerer.DoAction( Emerge );",""
296,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_1",29,[7137],10,1000,0,0,2700,5500,0,0,"",1,"","","","","","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
297,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_1",52,[7137],10,1000,0,0,2300,4800,0,0,"",1,"","","","","","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
298,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_1",92,[7137],10,1000,0,0,2000,4200,0,0,"",1,"","","","","","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
299,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_1",173,[7137],10,1000,0,0,1800,3700,0,0,"",1,"","","","","","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
300,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_1",239,[7137],10,1000,0,0,1700,3300,0,0,"",1,"","","","","","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
301,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_2",1,[7138],20,1000,0,0,2760,5520,0,0,"",1,"","","","","","","","",2,10,20,0,"","","",1,"triggerer.DoAction( Emerge );",1
302,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_2",9,[7138],20,1000,0,0,2400,4800,0,0,"",1,"","","","","","","","",2,10,25,0,"","","",1,"triggerer.DoAction( Emerge );",1
303,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_2",29,[7138],20,1000,0,0,2040,4080,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",1
304,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_2",52,[7138],20,1000,0,0,1680,3360,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",1
