"rownum","BaseItemTypesKey","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","Scroll","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","ChangedForHardmode","DescriptionHardmode","IsGold","bool"
2079,1537,1,1,"grant_micro","","","Invoke the Season 18 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],387,"","","",""
2080,1538,1,1,"grant_micro","","","Invoke the Season 19 Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],387,"","","",""
2081,1539,1,1,"grant_micro","","","Invoke the Season 19 Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],387,"","","",""
2082,1540,1,1,"grant_micro","","","Invoke the Season 19 Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],387,"","","",""
2083,1541,1,1,"grant_micro","","","Invoke the Season 19 Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],387,"","","",""
2084,1542,1,1,"grant_micro","","","Invoke the Season 19 Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],387,"","","",""
2085,1543,1,1,"grant_micro","","","Invoke the Season 19 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],387,"","","",""
2086,1544,1,1,"grant_micro","","","Invoke the Season 19 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],387,"","","",""
2087,1545,1,1,"grant_micro","","","Invoke the Season 20 Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],387,"","","",""
2088,1546,1,1,"grant_micro","","","Invoke the Season 20 Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],387,"","","",""
2089,1547,1,1,"grant_micro","","","Invoke the Season 20 Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],387,"","","",""
2090,1548,1,1,"grant_micro","","","Invoke the Season 20 Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],387,"","","",""
2091,1549,1,1,"grant_micro","","","Invoke the Season 20 Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],387,"","","",""
2092,1550,1,1,"grant_micro","","","Invoke the Season 20 Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],387,"","","",""
2093,1551,1,1,"grant_micro","","","Invoke the Season 20 Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],387,"","","",""
2094,1552,1,1,"grant_micro","","","Invoke the Tier 1 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],"","","","",""
2095,1553,1,1,"grant_micro","","","Invoke the Tier 2 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],"","","","",""
2096,1554,1,1,"grant_micro","","","Invoke the Tier 3 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],"","","","",""
2097,1555,1,1,"grant_micro","","","Invoke the Tier 4 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],"","","","",""
2098,1556,1,1,"grant_micro","","","Invoke the Tier 5 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],"","","","",""
2099,1557,1,1,"grant_micro","","","Invoke the Tier 6 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],"","","","",""
2100,1558,1,1,"grant_micro","","","Invoke the Tier 7 Badge from your Amulet",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],"","","","",""
2101,1559,20,1,"grant_micro","","","Your Summon Raging Spirit now creates swarms of bees.",[],"","Summon Raging Spirits Skin","",[],[],0,"",0,"","",[],[],[],17,[37],406,"","","",""
2102,1560,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Celestial Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],371,"","","",""
2103,1561,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Celestial Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],371,"","","",""
2104,1562,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Celestial Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],371,"","","",""
2105,1563,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Celestial Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],371,"","","",""
2106,1564,1,1,"grant_micro","","","Adds the Gothic Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],407,"","","",""
2107,1565,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Gothic Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],407,"","","",""
2108,1566,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Gothic Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],407,"","","",""
2109,1567,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Gothic Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],407,"","","",""
2110,1568,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Gothic Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],407,"","","",""
2111,1569,1,1,"modify_portal_variation","","","This character's portals use the Arcane Portal.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],359,"","","",""
2112,1570,1,1,"grant_micro","","","Adds the Sin Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],408,"","","",""
2113,1571,1,1,"grant_micro","","","Adds the Sin Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],408,"","","",""
2114,1572,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Sin Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],408,"","","",""
2115,1573,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Sin Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],408,"","","",""
2116,1574,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Sin Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],408,"","","",""
2117,1575,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Sin Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],408,"","","",""
2118,1576,1,1,"grant_micro","","","Adds the Sin Talon Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",408,"","","",""
2119,1577,1,1,"grant_micro","","","Attaches the Sin Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],408,"","","",""
2120,1578,1,1,"grant_micro","","","Adds the Sin Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",408,"","","",""
2121,1581,1,1,"grant_micro","","","Adds Sin Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],408,"","","",""
2122,1582,1,1,"grant_micro","","","Your Leap Slam becomes a sin effect.",[],"","Leap Slam Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],408,"","","",""
2123,1583,1,1,"grant_micro","","","Your Herald of Ash, Thunder or Ice becomes a sin effect.",[],"","Herald Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],408,"","","",""
2124,1584,1,1,"modify_portal_variation","","","This character's portals use the Sin Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],408,"","","",""
2125,1579,1,1,"grant_micro","","","Changes the appearance of any equipped One Hand Sword, Axe or Mace to a Sin Sword.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",408,"","","",""
2126,1580,1,1,"grant_micro","","","Changes the appearance of any equipped Two Hand Sword, Axe or Mace to a Sin LongSword.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],408,"","","",""
2127,1585,1,1,"grant_micro","","","Adds the Innocence Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],408,"","","",""
2128,1586,1,1,"grant_micro","","","Adds the Innocence Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],408,"","","",""
2129,1587,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Innocence Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],408,"","","",""
2130,1588,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Innocence Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],408,"","","",""
2131,1589,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Innocence Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],408,"","","",""
2132,1590,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Innocence Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],408,"","","",""
2133,1591,1,1,"grant_micro","","","Adds the Innocence Laurel Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",408,"","","",""
2134,1592,1,1,"grant_micro","","","Attaches the Innocence Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],408,"","","",""
2135,1593,1,1,"grant_micro","","","Adds the Innocence Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",408,"","","",""
2136,1596,1,1,"grant_micro","","","Adds Innocence footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],408,"","","",""
2137,1597,1,1,"grant_micro","","","Your Lightning Warp becomes an innocence effect.",[],"","Lightning Warp Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],408,"","","",""
2138,1598,1,1,"grant_micro","","","Your Herald of Ash, Thunder or Ice becomes an innocence effect.",[],"","Herald Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],408,"","","",""
2139,1599,1,1,"modify_portal_variation","","","This character's portals use the Innocence Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],408,"","","",""
2140,1594,1,1,"grant_micro","","","Changes the appearance of any equipped One Hand Sword, Axe or Mace to an Innocence Sword.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",408,"","","",""
2141,1595,1,1,"grant_micro","","","Changes the appearance of any equipped Two Hand Sword, Axe or Mace to an Innocence LongSword.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],408,"","","",""
2142,1600,1,1,"grant_micro","","","Adds the Sin and Innocence Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],408,"","","",""
2143,1601,1,1,"grant_micro","","","Adds the Sin and Innocence Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],408,"","","",""
2144,1602,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Sin and Innocence Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],408,"","","",""
2145,1603,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Sin and Innocence Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],408,"","","",""
2146,1604,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Sin and Innocence Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],408,"","","",""
2147,1605,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Sin and Innocence Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],408,"","","",""
2148,1606,1,1,"grant_micro","","","Adds the Sin and Innocence Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",408,"","","",""
2149,1607,1,1,"grant_micro","","","Adds Sin and Innocence Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],408,"","","",""
2150,1608,1,1,"modify_portal_variation","","","This character's portals use the Sin and Innocence Portal Effect .",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],408,"","","",""
2151,1609,1,1,"grant_micro","","","Changes the appearance of any equipped One Hand Sword, Axe or Mace to a Sin and Innocence ShortSword.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",408,"","","",""
2152,1610,1,1,"grant_micro","","","Changes the appearance of any equipped Two Hand Sword, Axe or Mace to a Sin and Innocence LongSword.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],408,"","","",""
2153,1611,1,1,"grant_micro","","","Your Scorching Ray becomes a Stygian Effect.",[],"","Scorching Ray Skin","",[],[],0,"",0,"","",[],[],[],17,[37],410,"","","",""
2154,1612,1,1,"grant_micro","","","Adds the Harpy Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",409,"","","",""
2155,1613,1,1,"grant_micro","","","Adds the Kraken Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",0,[],[],[],2,"[2,5]",376,"","","",""
2156,1614,1,1,"grant_micro","","","Adds the Bestiary Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],409,"","","",""
2157,1615,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Harpy Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],409,"","","",""
2158,1616,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Harpy Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],409,"","","",""
2159,1617,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Harpy Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],409,"","","",""
2160,1618,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Harpy Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],409,"","","",""
2161,1619,1,1,"grant_micro","","","Adds the Harpy Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],409,"","","",""
2162,1620,1,1,"grant_micro","","","Adds the Oil Drenched Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],387,"","","",""
2163,1621,1,1,"grant_micro","","","Your Molten Strike becomes a Stygian Effect.",[],"","Molten Strike Skin","",[],[],0,"",0,"","",[],[],[],17,[37],410,"","","",""
2164,1622,1,1,"grant_micro","","","Adds the Manticore Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",409,"","","",""
2165,1623,1,1,"grant_micro","","","Attaches the Red Lantern Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],387,"","","",""
2166,1624,1,1,"grant_micro","","","Attaches the Manticore Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],409,"","","",""
2167,1625,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Manticore Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],409,"","","",""
2168,1626,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Manticore Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],409,"","","",""
2169,1627,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Manticore Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],409,"","","",""
2170,1628,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Manticore Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],409,"","","",""
2171,1629,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Kraken Shield.",[],"","Shield Skin","",[],[],0,"",0,"",0,[],[],[],0,[4],376,"","","",""
2172,1630,1,1,"grant_micro","","","Adds the Harpy Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],409,"","","",""
2173,1631,1,1,"grant_micro","","","Adds the Alpha Harpy Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],409,"","","",""
2174,1632,1,1,"grant_micro","","","Adds the Manticore Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],409,"","","",""
2175,1633,1,1,"grant_micro","","","Adds the Alpha Manticore Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],409,"","","",""
2176,1634,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Bestiary Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],409,"","","",""
2177,1635,1,1,"modify_portal_variation","","","This character's portals use the Bestiary Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],409,"","","",""
2178,1636,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Bestiary Brimmed Hat.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],409,"","","",""
2179,1637,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Manticore Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[],0,[4],411,"","","",""
2180,1638,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Seawitch Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],412,"","","",""
2181,1639,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Seawitch Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],412,"","","",""
2182,1640,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Seawitch Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],412,"","","",""
2183,1641,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Seawitch Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],412,"","","",""
2184,1642,1,1,"grant_micro","","","Your Freezing Pulse becomes an Arctic Effect.",[],"","Freezing Pulse Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],358,"","","",""
2185,1643,1,1,"modify_portal_variation","","","This character's portals use the Spirit Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],387,"","","",""
2186,1644,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Ghostflame Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[],0,[4],353,"","","",""
2187,1645,1,1,"grant_micro","","","Your Charged Dash becomes a Desert Effect.",[],"","Charged Dash Skin","",[],[],0,"",0,"","",[],[],[],17,[37],393,"","","",""
2188,1646,1,1,"grant_micro","","","Your Spell or Ballista totem becomes a Pylon of Pain.",[],"","Totem Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],387,"","","",""
2189,1647,1,1,"grant_micro","","","Your Spectral Shield Throw becomes a Stygian Effect.",[],"","Spectral Shield Throw Skin","",[],[],0,"",0,"","",[],[],[],17,[37],410,"","","",""
2190,1648,1,1,"grant_micro","","","Your Blade Flurry becomes a Ghostflame Effect.",[],"","Blade Flurry Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],353,"","","",""
2191,1649,1,1,"grant_micro","","","Your Blade Flurry becomes a Demonic Effect.",[],"","Blade Flurry Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],356,"","","",""
2192,1650,1,1,"grant_micro","","","Your Volatile Dead becomes a Stygian Effect.",[],"","Volatile Dead Skin","",[],[],0,"",0,"","",[],[],[],17,[37],410,"","","",""
2193,1651,1,1,"grant_micro","","","Your Whirling Blades become a Phantasmal Effect.",[],"","Whirling Blades Skin","",[],[],0,"",0,"","",[],[],[],17,[37],413,"","","",""
2194,1652,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Fallen Angel Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],414,"","","",""
2195,1653,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Fallen Angel Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],414,"","","",""
2196,1654,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Fallen Angel Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],414,"","","",""
2197,1655,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Fallen Angel Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],414,"","","",""
2198,1656,1,1,"grant_micro","","","Adds the Fallen Angel Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],414,"","","",""
2199,1657,1,1,"modify_portal_variation","","","This character's portals use the Kraken Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],376,"","","",""
2200,1658,1,1,"grant_micro","","","Your Kinetic Blast becomes a Celestial Effect.",[],"","Kinetic Blast Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],371,"","","",""
2201,1659,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Malachai Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],415,"","","",""
2202,1660,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Malachai Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],415,"","","",""
2203,1661,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Malachai Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],415,"","","",""
2204,1662,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Malachai Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],415,"","","",""
2205,1663,1,1,"grant_micro","","","Adds the Malachai Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],415,"","","",""
2206,1664,1,1,"grant_micro","","","Your Ancestral Call becomes a Celestial Effect.",[],"","Ancestral Call Skin","",[],[],0,"",0,"","",[],[],[],17,[37],371,"","","",""
2207,1665,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Crystal Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],416,"","","",""
2208,1666,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Crystal Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],416,"","","",""
2209,1667,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Crystal Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],416,"","","",""
2210,1668,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Crystal Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],416,"","","",""
2211,1669,1,1,"grant_micro","","","Adds the Crystal Back Attachment Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],416,"","","",""
2212,1670,1,1,"grant_micro","","","Your Ancestral Call becomes a Stygian Effect.",[],"","Ancestral Call Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],410,"","","",""
2213,1671,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Incursion Bandana.",[],"","Helmet Skin and Attachment","",[],[],0,"",0,"",2,[],[],[],22,"[7,8,21]",417,"","","",""
2214,1672,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Incursion Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[],6,[7],417,"","","",""
2215,1673,1,1,"grant_micro","","","Adds the Incursion Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],417,"","","",""
2216,1674,1,1,"modify_portal_variation","","","This character's portals use the Incursion Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],417,"","","",""
2217,1675,1,1,"grant_micro","","","Adds the Carnage Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],418,"","","",""
2218,1676,1,1,"grant_micro","","","Adds the Hand Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],387,"","","",""
2219,1677,1,1,"grant_micro","","","Adds the Council Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",417,"","","",""
2220,1678,1,1,"grant_micro","","","Adds the Council Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],417,"","","",""
2221,1679,1,1,"grant_micro","","","Adds the High Council Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],417,"","","",""
2222,1680,1,1,"modify_portal_variation","","","This character's portals use the Council Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],417,"","","",""
2223,1681,1,1,"grant_micro","","","Attaches the Council Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],417,"","","",""
2224,1682,1,1,"grant_micro","","","Adds the Conquest Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",417,"","","",""
2225,1683,1,1,"grant_micro","","","Adds the Conquest Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],417,"","","",""
2226,1684,1,1,"grant_micro","","","Adds the Grand Conquest Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],417,"","","",""
2227,1685,1,1,"modify_portal_variation","","","This character's portals use the Conquest Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],417,"","","",""
2228,1686,1,1,"grant_micro","","","Adds the Spider Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],614,"","","",""
