"rownum","Id","DisplayedName","Description","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","[rid]","bool","bool","bool","TransfigureBase"
56,"backstab","Backstab","A dagger skill that deals a critical strike and additional damage to an enemy if the attack is made from behind the enemy. Has high mana cost and cooldown",24,"Art/2DArt/SkillIcons/backstab.dds","[1,2]","[0,20,23,19]","[7,56]","","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
57,"detonate_dead_old_monster","","",25,"Art/2DArt/SkillIcons/iconcorpseexplosion.dds","[6,20]","[1,6,7,13,14,15,21,31,28,71]",[],"To a skilled practitioner of the occult, the corpses of slain foes are a tool to bend to their dark purpose. While most seek to animate the very souls of fallen enemies, a crafty handful have discovered an even more potent use. Infusing the enzymes and acids of the target's body with magical energy, the caster creates a volatile mixture that detonates violently when a final word is spoken. The explosion blasts outwards in every direction, showering nearby enemies with flame and toxic liquid. At higher levels of skill, the detonation will damage and stun foes in a wide area.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/detonate_dead_new.jpg",1,"DetonateDead","",22,1,"[4034,4189]","[24,433]",[],1,1,[],8,"","","","[4,18,29,10,11,16,17,19,26]","","",1,""
58,"detonate_dead","Detonate Dead","Targets a corpse, and deals spell damage to enemies around the corpse, as well as causing the corpse to explode, dealing fire damage. The explosion is not affected by modifiers to spell damage and cannot be reflected.",26,"Art/2DArt/SkillIcons/iconcorpseexplosion.dds","[6,20]","[1,6,7,13,14,15,21,31,28,55,65,69,71]",[],"To a skilled practitioner of the occult, the corpses of slain foes are a tool to bend to their dark purpose. While most seek to animate the very souls of fallen enemies, a crafty handful have discovered an even more potent use. Infusing the enzymes and acids of the target's body with magical energy, the caster creates a volatile mixture that detonates violently when a final word is spoken. The explosion blasts outwards in every direction, showering nearby enemies with flame and toxic liquid. At higher levels of skill, the detonation will damage and stun foes in a wide area.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/detonate_dead_new.jpg","","DetonateDead","",22,1,"[4034,4189]","[24,433]",[],1,1,[],8,3,"","Metadata/Monsters/Totems/DetonateDeadTotem.ais","[3,18,29,10,11,16,17,19,26,27,12,13,4]","","",1,""
59,"detonate_dead_alt_x","Detonate Dead of Scavenging","Targets a corpse, causing it to explode, dealing fire damage. The explosion is not affected by modifiers to spell damage and cannot be reflected. Cannot target corpses that have been created by skills.",26,"Art/2DArt/SkillIcons/iconcorpseexplosion.dds","[6,20]","[1,6,7,13,14,15,21,31,28,55,65,69,71]",[],"To a skilled practitioner of the occult, the corpses of slain foes are a tool to bend to their dark purpose. While most seek to animate the very souls of fallen enemies, a crafty handful have discovered an even more potent use. Infusing the enzymes and acids of the target's body with magical energy, the caster creates a volatile mixture that detonates violently when a final word is spoken. The explosion blasts outwards in every direction, showering nearby enemies with flame and toxic liquid. At higher levels of skill, the detonation will damage and stun foes in a wide area.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/detonate_dead_new.jpg","","DetonateDead","",22,1,"[4034,4189]","[24,433]",[],1,1,[],8,3,"","Metadata/Monsters/Totems/DetonateDeadTotem.ais","[3,18,29,10,11,16,17,19,26,27,12,13,4]","","",1,58
60,"detonate_dead_alt_y","Detonate Dead of Chain Reaction","Targets a corpse, and deals spell damage to enemies around the corpse, as well as causing the corpse to explode, dealing fire damage. The explosion is not affected by modifiers to spell damage and cannot be reflected. This will continue to target other corpses in the area, with a shorter delay between each one, until it runs out of corpses or has destroyed 8 corpses. Cannot be supported by Spell Cascade.",27,"Art/2DArt/SkillIcons/iconcorpseexplosion.dds","[6,20]","[1,6,7,13,14,15,21,31,28,65,69,71]",[],"To a skilled practitioner of the occult, the corpses of slain foes are a tool to bend to their dark purpose. While most seek to animate the very souls of fallen enemies, a crafty handful have discovered an even more potent use. Infusing the enzymes and acids of the target's body with magical energy, the caster creates a volatile mixture that detonates violently when a final word is spoken. The explosion blasts outwards in every direction, showering nearby enemies with flame and toxic liquid. At higher levels of skill, the detonation will damage and stun foes in a wide area.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/detonate_dead_new.jpg","","DetonateDead","",22,1,"[4034,4189]","[24,433]",[],1,1,[],8,3,"","Metadata/Monsters/Totems/DetonateDeadTotemRepeating.ais","[3,18,29,10,11,16,17,19,26,27,12,13,4]","","",1,58
61,"vaal_detonate_dead","Vaal Detonate Dead","Targets a corpse, and deals spell damage to enemies around the corpse, as well as causing the corpse to explode, dealing fire damage. The explosion is not affected by modifiers to spell damage and cannot be reflected. This will continue to target other corpses in the area, with an increasing delay between each one, until it runs out of corpses or has destroyed 22 corpses.",27,"Art/2DArt/SkillIcons/iconcorpseexplosion.dds",[1],"[1,6,7,13,14,15,37,28,71]",[],"","",1,"","",22,1,"[4034,4189]","[24,433]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13,4]","","",1,""
62,"vaal_detonate_dead_old","Vaal Detonate Dead","Explodes an unused corpse, dealing fire damage to nearby enemies. Nearby corpses will also explode in a chain reaction. The explosions are not affected by modifiers to spell damage.",25,"Art/2DArt/SkillIcons/iconcorpseexplosion.dds","[6,20]","[1,6,7,13,14,15,37,28,71]",[],"","",1,"","",22,1,"[4034,4189]","[24,433]",[],1,1,[],8,"","","","[4,18,29,10,11,16,17,19,26]","","",1,""
63,"flicker_strike","Flicker Strike","Teleports the character to a nearby monster and attacks with a melee weapon. If no specific monster is targeted, one is picked at random. Grants a buff that increases movement speed for a duration. The cooldown can be bypassed by expending a Frenzy Charge.",28,"Art/2DArt/SkillIcons/iconblinkstrike.dds","[1,2]","[0,19,20,23,33,8,89]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","They should have known the rule: never corner a Duelist. He was surrounded by four hulking brutes, each one uglier than the one before. They had come for the fine mail tunic he wore, but he had given them nothing but insults and injury. As the Duelist fought, his speed grew more frenetic, until he was a blur of whirling steel. After a time though, superior numbers took their toll, and the attackers began to find openings. With blood oozing from a dozen wounds, the Duelist gathered himself for one final assault. He waited until just the right moment, right as his foes rushed in for the kill.__BREAK__ __BREAK__ There was a flash, and in the blink of an eye, he suddenly appeared behind the first assailant, plunging his sword to the hilt in the exposed neck. Then he was beheading the second in one quick swipe. Then the third fell with a shriek, his bowels spilling onto the cobblestones. The fourth turned to run, and found himself facing the Duelist, who met his momentum with a stab through the heart. Spent, panting on the ground, the victor wiped his blade clean, and recorded four more kills with Flicker Strike.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/flicker_strike.jpg","","FlickerStrike","",22,1,"[4215,4000,4259,17980]","[3335,24,3483,7986]",[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
64,"flicker_strike_alt_x","Flicker Strike of Power","Teleports the character to a nearby monster and attacks with a melee weapon. If no specific monster is targeted, one is picked at random. Grants a buff that increases movement speed for a duration. The cooldown can be bypassed by expending a Power Charge.",28,"Art/2DArt/SkillIcons/iconblinkstrike.dds","[1,2]","[0,19,20,23,33,8,89]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","They should have known the rule: never corner a Duelist. He was surrounded by four hulking brutes, each one uglier than the one before. They had come for the fine mail tunic he wore, but he had given them nothing but insults and injury. As the Duelist fought, his speed grew more frenetic, until he was a blur of whirling steel. After a time though, superior numbers took their toll, and the attackers began to find openings. With blood oozing from a dozen wounds, the Duelist gathered himself for one final assault. He waited until just the right moment, right as his foes rushed in for the kill.__BREAK__ __BREAK__ There was a flash, and in the blink of an eye, he suddenly appeared behind the first assailant, plunging his sword to the hilt in the exposed neck. Then he was beheading the second in one quick swipe. Then the third fell with a shriek, his bowels spilling onto the cobblestones. The fourth turned to run, and found himself facing the Duelist, who met his momentum with a stab through the heart. Spent, panting on the ground, the victor wiped his blade clean, and recorded four more kills with Flicker Strike.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/flicker_strike.jpg","","FlickerStrike","",22,1,"[4215,4000,4259,17980]","[3335,24,3483,7986]",[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,63
65,"flicker_strike_alt_y","[DNT] FlickerStrikeAltY","Teleports the character to a nearby monster and attacks with a melee weapon. If no specific monster is targeted, one is picked at random. Grants a buff that increases movement speed for a duration. The cooldown can be bypassed by expending a Frenzy Charge.",28,"Art/2DArt/SkillIcons/iconblinkstrike.dds","[1,2]","[0,19,20,23,33,8,89]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","They should have known the rule: never corner a Duelist. He was surrounded by four hulking brutes, each one uglier than the one before. They had come for the fine mail tunic he wore, but he had given them nothing but insults and injury. As the Duelist fought, his speed grew more frenetic, until he was a blur of whirling steel. After a time though, superior numbers took their toll, and the attackers began to find openings. With blood oozing from a dozen wounds, the Duelist gathered himself for one final assault. He waited until just the right moment, right as his foes rushed in for the kill.__BREAK__ __BREAK__ There was a flash, and in the blink of an eye, he suddenly appeared behind the first assailant, plunging his sword to the hilt in the exposed neck. Then he was beheading the second in one quick swipe. Then the third fell with a shriek, his bowels spilling onto the cobblestones. The fourth turned to run, and found himself facing the Duelist, who met his momentum with a stab through the heart. Spent, panting on the ground, the victor wiped his blade clean, and recorded four more kills with Flicker Strike.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/flicker_strike.jpg","","FlickerStrike","",22,1,"[4215,4000,4259,17980]","[3335,24,3483,7986]",[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,63
66,"vaal_flicker_strike","Vaal Flicker Strike","Repeatedly teleports to enemies and hits them, inflicting a wound but dealing no damage. After the repeating finishes, each enemy is hit by the total damage of their wounds, which are removed.",28,"Art/2DArt/SkillIcons/iconblinkstrike.dds","[1,2]","[0,19,20,33,37,121]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",22,1,"[4215,4000,4259]","[3335,24,3483]",[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
67,"blood_rage","Blood Rage","Adds a buff that deals Physical Damage over time, while increasing Attack Speed and Life Leech. Killing an enemy while this buff is active refreshes the buff duration, and can grant a Frenzy Charge.",29,"Art/2DArt/SkillIcons/bloodrage.dds",[4],"[1,4,8,14,31,63,27,89]",[],"Centuries ago, ravaging bands of Marauders swept across Oriath, and nearly toppled the monarchy in the capital. Before they met the order's Templars on the battlefield, they chewed the sacred root, and entered the 'Blood Rage'. Under the influence of the Rage, the Marauders knew no fear or pain, and every blow they struck on their enemies rejuvenated their depleted life. The root also drove the Marauders half-crazy with blood lust, causing them to attack with blinding speed as long as there was flesh nearby to hack. The only consequence of the Blood Rage state was a gradual loss of the Marauder's blood, but the magical invigoration from attacking was usually enough to compensate.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/blood_rage.jpg","","BloodRage","",22,1,"[4465,4466]","[8432,1350]",[],1,1,[],8,"","","",[],"","",1,""
68,"split_arrow","Split Arrow","Fires multiple arrows at different targets.",30,"Art/2DArt/SkillIcons/iconsplitarrow.dds","[1,2]","[0,40,57,2,56,14,13,15,31]",[13],"The Ranger paused. She was surrounded. The enemy from the front was merely a diversion, the real threats now flanked her from the left and right. They closed silently in the shadows, believing themselves unseen. Seconds ticked slowly by as she waited, wanting them to be complacent, wanting them to believe her vulnerable. As they drew nearer, her bowstring hand slid gently back, the arrow cocked and waiting. Then, in a blur, her weapon came up, the missile rocketing forth, a streak of hissing death. There was a brief pause, and then if by magic, all three foes fell as one, apparently struck by copies of the same arrow. Lowering her bow, the Ranger smirked, and silently thanked her teacher for the hours spent mastering Split Arrow.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/split_arrow.jpg","","SplitArrow","",22,1,"[4236,3994,4244,6274,6276,17797]","[553,24,173,8619,6196,17796]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
69,"split_arrow_alt_x","Split Arrow of Splitting","Fires an arrow that splits to hit different targets.",30,"Art/2DArt/SkillIcons/iconsplitarrow.dds","[1,2]","[0,40,57,2,56,14,13,15,31,59]",[13],"The Ranger paused. She was surrounded. The enemy from the front was merely a diversion, the real threats now flanked her from the left and right. They closed silently in the shadows, believing themselves unseen. Seconds ticked slowly by as she waited, wanting them to be complacent, wanting them to believe her vulnerable. As they drew nearer, her bowstring hand slid gently back, the arrow cocked and waiting. Then, in a blur, her weapon came up, the missile rocketing forth, a streak of hissing death. There was a brief pause, and then if by magic, all three foes fell as one, apparently struck by copies of the same arrow. Lowering her bow, the Ranger smirked, and silently thanked her teacher for the hours spent mastering Split Arrow.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/split_arrow.jpg","","SplitArrow","",22,1,"[4236,3994,4244,6274,6276,17797]","[553,24,173,8619,6196,17796]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,68
70,"split_arrow_alt_y","[DNT] SplitArrowAltY","Fires multiple arrows at different targets.",30,"Art/2DArt/SkillIcons/iconsplitarrow.dds","[1,2]","[0,40,57,2,56,14,13,15,31]",[13],"The Ranger paused. She was surrounded. The enemy from the front was merely a diversion, the real threats now flanked her from the left and right. They closed silently in the shadows, believing themselves unseen. Seconds ticked slowly by as she waited, wanting them to be complacent, wanting them to believe her vulnerable. As they drew nearer, her bowstring hand slid gently back, the arrow cocked and waiting. Then, in a blur, her weapon came up, the missile rocketing forth, a streak of hissing death. There was a brief pause, and then if by magic, all three foes fell as one, apparently struck by copies of the same arrow. Lowering her bow, the Ranger smirked, and silently thanked her teacher for the hours spent mastering Split Arrow.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/split_arrow.jpg","","SplitArrow","",22,1,"[4236,3994,4244,6274,6276,17797]","[553,24,173,8619,6196,17796]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,68
71,"vaal_split_arrow","Vaal Split Arrow","[DNT] Fires multiple arrows which continuously fork as they fly.",30,"Art/2DArt/SkillIcons/iconsplitarrow.dds","[1,2]","[0,40,2,56,14,13,15,37]",[13],"","",1,"","",22,1,"[4236,3994,4244,6274,6276,17797]","[553,24,173,8619,6196,17796]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
72,"cold_snap_old","Cold Snap","Ice crystals protrude from the ground at target location. Monsters in this area take damage and become frozen. The cooldown can be bypassed by expending a Power Charge.",31,"Art/2DArt/SkillIcons/iconcoldsnap.dds","[1,2,22]","[1,6,7,13,14,15,21,31,29,55,71]",[],"Damage isn't everything. Weavers of Magic often find themselves facing a difficult dilemma in combat: fight or flight. When the latter option is decided, nothing does a better job of ensuring safety than Cold Snap. With a snap of the fingers, the caster summons a clump of freezing ice crystals from the ground. These frosty shards stab upward at the targeted location, impaling and freezing anything they strike. Though the damage from Cold Snap is low, it is a powerful when employed against other players in combat.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/cold_snap_new.jpg","","ColdSnap",1,22,1,"[4216,4039,4193,3437]","[3335,24,433,3855]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
73,"vaal_cold_snap_old","Vaal Cold Snap","A sequence of ice crystals erupts from the ground around the caster, damaging enemies and leaving the ground chilled.",32,"Art/2DArt/SkillIcons/iconcoldsnap.dds",[4],"[1,6,7,13,14,15,8,37,29,67,71]",[],"","",1,"",1,22,1,"[4216,4039,4193]","[3335,24,433]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
74,"cold_snap","Cold Snap","Creates a sudden burst of cold in a targeted area, damaging enemies. Also creates an expanding area which is filled with chilled ground, and deals cold damage over time to enemies. Enemies that die while in the area have a chance to grant Frenzy Charges. The cooldown can be bypassed by expending a Frenzy Charge.",33,"Art/2DArt/SkillIcons/iconcoldsnap.dds","[1,2,22]","[1,6,7,13,14,15,21,31,29,55,8,67,71,89]",[],"Damage isn't everything. Weavers of Magic often find themselves facing a difficult dilemma in combat: fight or flight. When the latter option is decided, nothing does a better job of ensuring safety than Cold Snap. With a snap of the fingers, the caster summons a clump of freezing ice crystals from the ground. These frosty shards stab upward at the targeted location, impaling and freezing anything they strike. Though the damage from Cold Snap is low, it is a powerful when employed against other players in combat.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/cold_snap_new.jpg",1,"NewColdSnap",1,22,1,"[4216,4039,4193,7985,18283,18304]","[3335,24,433,7986,10833,13145]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
75,"cold_snap_alt_x","Cold Snap of Power","Creates a sudden burst of cold in a targeted area, damaging enemies. The cooldown can be bypassed by expending a Power Charge.",33,"Art/2DArt/SkillIcons/iconcoldsnap.dds","[1,2,22]","[1,6,7,13,14,15,21,31,29,55,71,89]",[],"Damage isn't everything. Weavers of Magic often find themselves facing a difficult dilemma in combat: fight or flight. When the latter option is decided, nothing does a better job of ensuring safety than Cold Snap. With a snap of the fingers, the caster summons a clump of freezing ice crystals from the ground. These frosty shards stab upward at the targeted location, impaling and freezing anything they strike. Though the damage from Cold Snap is low, it is a powerful when employed against other players in combat.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/cold_snap_new.jpg",1,"NewColdSnap",1,22,1,"[4216,4039,4193,7985,18283,18304]","[3335,24,433,7986,10833,13145]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,74
76,"cold_snap_alt_y","[DNT] ColdSnapAltY","Creates a sudden burst of cold in a targeted area, damaging enemies. Also creates an expanding area which is filled with chilled ground, and deals cold damage over time to enemies. Enemies that die while in the area have a chance to grant Frenzy Charges. The cooldown can be bypassed by expending a Frenzy Charge.",33,"Art/2DArt/SkillIcons/iconcoldsnap.dds","[1,2,22]","[1,6,7,13,14,15,21,31,29,55,8,67,71,89]",[],"Damage isn't everything. Weavers of Magic often find themselves facing a difficult dilemma in combat: fight or flight. When the latter option is decided, nothing does a better job of ensuring safety than Cold Snap. With a snap of the fingers, the caster summons a clump of freezing ice crystals from the ground. These frosty shards stab upward at the targeted location, impaling and freezing anything they strike. Though the damage from Cold Snap is low, it is a powerful when employed against other players in combat.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/cold_snap_new.jpg",1,"NewColdSnap",1,22,1,"[4216,4039,4193,7985,18283,18304]","[3335,24,433,7986,10833,13145]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,74
77,"vaal_cold_snap","Vaal Cold Snap","Creates a sudden burst of cold around you, damaging enemies. This also creates a chilling area around you which expands and deals cold damage over time to surrounding enemies in addition to chilling them. Enemies that die while in the area grant Frenzy Charges, and you will passively gain Frenzy Charges while there are enemies in the area.",33,"Art/2DArt/SkillIcons/iconcoldsnap.dds",[4],"[1,6,7,13,14,15,8,37,29,67,71]",[],"","",1,"NewColdSnap",1,22,1,"[4216,4039,4193,7985,18283,18304]","[3335,24,433,7986,10833,13145]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
78,"ice_nova","Ice Nova","A circle of ice expands from the caster.",34,"Art/2DArt/SkillIcons/iconfrostnova.dds",[4],"[1,6,7,13,14,15,21,31,29,69,71,83]",[],"Reaching deep within, the caster of the mighty Ice Nova assaults surrounding enemies with a shivering blast of pure rime. The shock wave from this nova is often enough to slay outright, and those who survive the blast will be frozen, their very blood chilled solid. With precise use, a master weaver of frost can annihilate his enemies without suffering a scratch.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/ice_nova_new.jpg","","IceNova","",22,1,"[4256,4012,4178,8694]","[454,24,433,8693]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
79,"ice_nova_alt_x","Ice Nova of Frostbolts","A circle of ice expands from the caster. If the caster targets near their Frostbolt projectiles, it will expand from a number of those projectiles instead. If this skill would repeat when cast this way, it will instead expand again from the same projectiles after a short delay.",34,"Art/2DArt/SkillIcons/iconfrostnova.dds","[1,22]","[1,6,7,13,14,15,21,31,29,69,71,83]",[],"Reaching deep within, the caster of the mighty Ice Nova assaults surrounding enemies with a shivering blast of pure rime. The shock wave from this nova is often enough to slay outright, and those who survive the blast will be frozen, their very blood chilled solid. With precise use, a master weaver of frost can annihilate his enemies without suffering a scratch.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/ice_nova_new.jpg","","IceNova","",22,1,"[4256,4012,4178,8694]","[454,24,433,8693]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,78
80,"ice_nova_alt_y","Ice Nova of Deep Freeze","A circle of ice expands from the caster.",34,"Art/2DArt/SkillIcons/iconfrostnova.dds",[4],"[1,6,7,13,14,15,21,31,29,69,71,83]",[],"Reaching deep within, the caster of the mighty Ice Nova assaults surrounding enemies with a shivering blast of pure rime. The shock wave from this nova is often enough to slay outright, and those who survive the blast will be frozen, their very blood chilled solid. With precise use, a master weaver of frost can annihilate his enemies without suffering a scratch.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/ice_nova_new.jpg","","IceNova","",22,1,"[4256,4012,4178,8694]","[454,24,433,8693]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,78
81,"vaal_ice_nova","Vaal Ice Nova","A chilling circle of ice expands from the caster, repeating from every enemy it hits.",34,"Art/2DArt/SkillIcons/iconfrostnova.dds","[1,22]","[1,6,7,13,14,15,37,29,71,83]",[],"","",1,"","",22,1,"[4256,4012,4178,8694]","[454,24,433,8693]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
82,"ice_nova_triggered","Ice Nova","A chilling circle of ice expands from the caster. If the caster targets near their Frostbolt projectiles, it will expand from a number of those projectiles instead. If this skill would repeat when cast this way, it will instead expand again from the same projectiles after a short delay.",34,"Art/2DArt/SkillIcons/iconfrostnova.dds","[1,22]","[1,6,7,13,14,15,21,31,29,69,71,83,36,49,89]",[],"Reaching deep within, the caster of the mighty Ice Nova assaults surrounding enemies with a shivering blast of pure rime. The shock wave from this nova is often enough to slay outright, and those who survive the blast will be frozen, their very blood chilled solid. With precise use, a master weaver of frost can annihilate his enemies without suffering a scratch.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/ice_nova_new.jpg","","IceNova","",22,"","[4256,4012,4178,8694]","[454,24,433,8693]",[],1,"",[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
83,"ignite","Ignite","Sets an enemy on fire from a distance.",35,"Art/2DArt/SkillIcons/Ignite.dds",[2],"[1,8,13,14,15,31,34,28]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
84,"fireball","Fireball","Unleashes a ball of fire towards a target which explodes, damaging nearby foes.",36,"Art/2DArt/SkillIcons/iconfireball.dds","[1,2]","[2,56,1,6,7,13,14,15,21,31,28,69,71]",[],"Tapping into the chaotic, hungry elemental force of fire, the caster sends a roaring ball of flame hurling at the target. This searing projectile flies unerringly outward, impacting with tremendous force, and burning not only the target, but adjacent foes as well. Skilled wielders of flame can ignite the enemy, causing them to burn for additional damage. A master of the fireball lays waste to all who beset him, reducing his enemies to cinders.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/fireball.jpg","","Fireball","",22,1,"[4254,4211,3980,11782,11784,17968,17969]","[610,216,24,2317,8655,17881,3880]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
85,"fireball_alt_x","[DNT] FireballAltX","[DNT] Unleashes two balls of fire towards and away from a target which both explode, damaging nearby foes.",36,"Art/2DArt/SkillIcons/iconfireball.dds","[1,2]","[2,56,1,6,7,13,14,15,21,31,69,71]",[],"Tapping into the chaotic, hungry elemental force of fire, the caster sends a roaring ball of flame hurling at the target. This searing projectile flies unerringly outward, impacting with tremendous force, and burning not only the target, but adjacent foes as well. Skilled wielders of flame can ignite the enemy, causing them to burn for additional damage. A master of the fireball lays waste to all who beset him, reducing his enemies to cinders.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/fireball.jpg","","Fireball","",22,1,"[4254,4211,3980,11782,11784,17968,17969]","[610,216,24,2317,8655,17881,3880]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,84
86,"fireball_alt_y","[DNT] FireballAltY","Unleashes a ball of fire towards a target which explodes, damaging nearby foes.",36,"Art/2DArt/SkillIcons/iconfireball.dds","[1,2]","[2,56,1,6,7,13,14,15,21,31,28,69,71]",[],"Tapping into the chaotic, hungry elemental force of fire, the caster sends a roaring ball of flame hurling at the target. This searing projectile flies unerringly outward, impacting with tremendous force, and burning not only the target, but adjacent foes as well. Skilled wielders of flame can ignite the enemy, causing them to burn for additional damage. A master of the fireball lays waste to all who beset him, reducing his enemies to cinders.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/fireball.jpg","","Fireball","",22,1,"[4254,4211,3980,11782,11784,17968,17969]","[610,216,24,2317,8655,17881,3880]",[],1,1,[],8,7,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,84
87,"vaal_fireball","Vaal Fireball","Launches a series of fireballs in a spiral around the caster.",36,"Art/2DArt/SkillIcons/iconfireball.dds","[1,2]","[2,56,58,1,6,7,13,14,15,37,28,71]",[],"","",1,"","",22,1,"[4254,4211,3980,11782,11784,17968,17969]","[610,216,24,2317,8655,17881,3880]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
88,"arc","Arc","An arc of lightning reaches from the caster to a targeted enemy and chains to other enemies, but not immediately back. Each time the arc chains, it will also chain a secondary arc to another enemy that the main arc has not already hit, which cannot chain further.",37,"Art/2DArt/SkillIcons/iconarc.dds","[1,2]","[1,6,13,14,15,18,21,31,30,69]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/arc.jpg","","Arc","",22,1,"[4261,4007,4248,7942,7965,17971,17972]","[658,24,172,7943,8116,17883,13942]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
89,"arc_alt_x","Arc of Surging","An arc of lightning reaches from the caster to a targeted enemy and splits to simultaneously hit several other enemies.",37,"Art/2DArt/SkillIcons/iconarc.dds","[1,2]","[1,6,13,14,15,21,31,30,69,90]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/arc.jpg","","Arc","",22,1,"[4261,4007,4248,7942,7965,17971,17972]","[658,24,172,7943,8116,17883,13942]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,88
90,"arc_alt_y","Arc of Oscillating","An arc of lightning reaches from the caster to a targeted enemy and chains to other enemies. Each time the arc chains, it will also chain a secondary arc to another enemy, but this secondary arc cannot chain further.",37,"Art/2DArt/SkillIcons/iconarc.dds","[1,2]","[1,6,13,14,15,18,21,31,30,69]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/arc.jpg","","Arc","",22,1,"[4261,4007,4248,7942,7965,17971,17972]","[658,24,172,7943,8116,17883,13942]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,88
