"rownum","Id","Name","IsCategory","Category","bool","SubFlagArt","IsGuild","Parent","CategoryArt"
400,"RhoaMountMtx","Rhoa Mount","",10,"","","","",""
401,"VulnerabilityMtx","Vulnerability","",10,"","","","",""
402,"DespairMtx","Despair","",10,"","","","",""
403,"TemporalChainsMtx","Temporal Chains","",10,"","","","",""
404,"EnfeebleMtx","Enfeeble","",10,"","","","",""
405,"BindSpectreMtx","Bind Spectre","",10,"","","","",""
406,"BoneCageMtx","Bone Cage","",10,"","","","",""
407,"Theme","Theme","","","","","","",""
408,"InfernalTheme","Infernal","",407,"","","","",""
409,"NecroticTheme","Necrotic","",407,"","","","",""
410,"BreachTheme","Breach","",407,"","","","",""
411,"LegacyTheme","Legacy","",407,"","","","",""
412,"GoreTheme","Gore","",407,"","","","",""
413,"GhostflameTheme","Ghostflame","",407,"","","","",""
414,"GloomTheme","Gloom","",407,"","","","",""
415,"DragonTheme","Dragon","",407,"","","","",""
416,"DemonicTheme","Demonic","",407,"","","","",""
417,"DeicideTheme","Deicide","",407,"","","","",""
418,"ArcticTheme","Arctic","",407,"","","","",""
419,"ArcaneTheme","Arcane","",407,"","","","",""
420,"SteampunkTheme","Steam-Powered","",407,"","","","",""
421,"VampiricTheme","Vampiric","",407,"","","","",""
422,"VerdantTheme","Verdant","",407,"","","","",""
423,"SeraphTheme","Seraph","",407,"","","","",""
424,"ProphecyTheme","Prophecy","",407,"","","","",""
425,"ConsumableTheme","Consumable","",407,"","","","",""
426,"EbonyTheme","Ebony","",407,"","","","",""
427,"RadiantTheme","Radiant","",407,"","","","",""
428,"LightningTheme","Lightning","",407,"","","","",""
429,"AcidTheme","Acid","",407,"","","","",""
430,"CrimsonTheme","Crimson","",407,"","","","",""
431,"CelestialTheme","Celestial","",407,"","","","",""
432,"GoldenTheme","Golden","",407,"","","","",""
433,"PurpleTheme","Purple","",407,"","","","",""
434,"EmeraldTheme","Emerald","",407,"","","","",""
435,"DanceTheme","Dance","",407,"","","","",""
436,"AnimalTheme","Animal","",407,"","","","",""
437,"TribalTheme","Tribal","",407,"","","","",""
438,"ChallengeRewardsTheme","Challenge Rewards","",407,"","","","",""
439,"ClosedBetaSupporterPacksTheme","Closed Beta Supporter Packs","",407,"","","","",""
440,"OpenBetaSupporterPacksTheme","Open Beta Supporter Packs","",407,"","","","",""
441,"ReleaseSupporterPacksTheme","Release Supporter Packs","",407,"","","","",""
442,"ForsakenMastersTheme","Forsaken Masters","",407,"","","","",""
443,"AwakeningTheme","Awakening","",407,"","","","",""
444,"AscendancyTheme","Ascendancy","",407,"","","","",""
445,"AtlasTheme","Atlas","",407,"","","","",""
446,"FallofOriathTheme","Fall of Oriath","",407,"","","","",""
447,"MiscellaneousTheme","Miscellaneous","",407,"","","","",""
448,"UltimateChaosTheme","Ultimate Chaos","",407,"","","","",""
449,"PureLightTheme","Pure Light","",407,"","","","",""
450,"HarbingerTheme","Harbinger","",407,"","","","",""
451,"PitchBlackTheme","Pitch Black","",407,"","","","",""
452,"WastelandWarriorTheme","Wasteland Warrior","",407,"","","","",""
453,"DesertTheme","Desert","",407,"","","","",""
454,"ExecutionerTheme","Executioner","",407,"","","","",""
455,"FireTheme","Fire","",407,"","","","",""
456,"IceTheme","Ice","",407,"","","","",""
457,"PolarTheme","Polar","",407,"","","","",""
458,"LichTheme","Lich","",407,"","","","",""
459,"FireAndIceTheme","Fire and Ice","",407,"","","","",""
460,"AbyssTheme","Abyss","",407,"","","","",""
461,"HalloweenTheme","Halloween","",407,"","","","",""
462,"CultistTheme","Cultist","",407,"","","","",""
463,"WarlockTheme","Warlock","",407,"","","","",""
464,"PirateTheme","Pirate","",407,"","","","",""
465,"AtlasWarTheme","War for the Atlas","",407,"","","","",""
466,"NatureTheme","Nature","",407,"","","","",""
467,"GothicTheme","Gothic","",407,"","","","",""
468,"SinAndInnocenceTheme","Sin and Innocence","",407,"","","","",""
469,"BestiaryTheme","Bestiary","",407,"","","","",""
470,"StygianTheme","Stygian","",407,"","","","",""
471,"ManticoreTheme","Manticore","",407,"","","","",""
472,"SeawitchTheme","Seawitch","",407,"","","","",""
473,"PhantasmalTheme","Phantasmal","",407,"","","","",""
474,"FallenAngelTheme","Fallen Angel","",407,"","","","",""
475,"MalachaiTheme","Malachai","",407,"","","","",""
476,"CrystalTheme","Crystal","",407,"","","","",""
477,"IncursionTheme","Incursion","",407,"","","","",""
478,"CarnageTheme","Carnage","",407,"","","","",""
479,"ApocalypseTheme","Apocalypse","",407,"","","","",""
480,"IvoryChaosTheme","Ivory Chaos","",407,"","","","",""
481,"MadmanTheme","Madman","",407,"","","","",""
482,"GryffonTheme","Gryffon","",407,"","","","",""
483,"GorgonTheme","Gorgon","",407,"","","","",""
484,"BloodGuardTheme","Blood Guard","",407,"","","","",""
485,"FaithGuardTheme","Faith Guard","",407,"","","","",""
486,"SphinxTheme","Sphinx","",407,"","","","",""
487,"DelveTheme","Delve","",407,"","","","",""
488,"OriathTheme","Oriath","",407,"","","","",""
489,"PyreTheme","Pyre","",407,"","","","",""
490,"ColiseumTheme","Coliseum","",407,"","","","",""
491,"NightLotusTheme","Night Lotus","",407,"","","","",""
492,"HarpyonTheme","Harpyon","",407,"","","","",""
493,"ElderTheme","Elder","",407,"","","","",""
494,"BetrayalTheme","Betrayal","",407,"","","","",""
495,"FairgravesTheme","Fairgraves","",407,"","","","",""
496,"UtilityTheme","Utility","",407,"","","","",""
497,"CoastalTheme","Coastal","",407,"","","","",""
498,"EncampmentTheme","Encampment","",407,"","","","",""
499,"ForestTheme","Forest","",407,"","","","",""
500,"RuinsTheme","Ruins","",407,"","","","",""
501,"VaalTheme","Vaal","",407,"","","","",""
502,"DungeonTheme","Dungeon","",407,"","","","",""
503,"SarnTheme","Sarn","",407,"","","","",""
504,"GardensTheme","Gardens","",407,"","","","",""
505,"OrnateTheme","Ornate","",407,"","","","",""
506,"SceptreTheme","Sceptre","",407,"","","","",""
507,"CryptTheme","Crypt","",407,"","","","",""
508,"EffectsTheme","Effects","",407,"","","","",""
509,"CaveTheme","Cave","",407,"","","","",""
510,"BeastTheme","Beast","",407,"","","","",""
511,"KaruiTheme","Karui","",407,"","","","",""
512,"LabyrinthTheme","Labyrinth","",407,"","","","",""
513,"HighgateTheme","Highgate","",407,"","","","",""
514,"OssuaryTheme","Ossuary","",407,"","","","",""
515,"ReliquaryTheme","Reliquary","",407,"","","","",""
516,"EzomyteTheme","Ezomyte","",407,"","","","",""
517,"VanguardTheme","Vanguard","",407,"","","","",""
518,"PitfighterTheme","Pitfighter","",407,"","","","",""
519,"CrucibleTheme","Crucible","",407,"","","","",""
520,"LibraryTheme","Library","",407,"","","","",""
521,"SlavePensTheme","Slave Pens","",407,"","","","",""
522,"InnocenceTheme","Innocence","",407,"","","","",""
523,"AssassinTheme","Assassin","",407,"","","","",""
524,"EmpyreanTheme","Empyrean","",407,"","","","",""
525,"BlackguardTheme","Blackguard","",407,"","","","",""
526,"ChamberOfSinsTheme","Chamber of Sins","",407,"","","","",""
527,"TempleTheme","Temple","",407,"","","","",""
528,"ExcavationTheme","Excavation","",407,"","","","",""
529,"BonesTheme","Bones","",407,"","","","",""
530,"ChurchTheme","Church","",407,"","","","",""
531,"CourthouseTheme","Courthouse","",407,"","","","",""
532,"ExilesTheme","Exiles","",407,"","","","",""
533,"SynthesisTheme","Synthesis","",407,"","","","",""
534,"PrimevalTheme","Primeval","",407,"","","","",""
535,"GlimmerwoodTheme","Glimmerwood","",407,"","","","",""
536,"MarakethTheme","Maraketh","",407,"","","","",""
537,"ViperTheme","Viper","",407,"","","","",""
538,"DarkprismTheme","Darkprism","",407,"","","","",""
539,"SunprismTheme","Sunprism","",407,"","","","",""
540,"GargoyleTheme","Gargoyle","",407,"","","","",""
541,"MageguardTheme","Mageguard","",407,"","","","",""
542,"ExtinctionTheme","Extinction","",407,"","","","",""
543,"LegionTheme","Legion","",407,"","","","",""
544,"PlatedTheme","Plated","",407,"","","","",""
545,"FrontierTheme","Frontier","",407,"","","","",""
546,"IllusionistTheme","Illusionist","",407,"","","","",""
547,"ElementalTheme","Elemental","",407,"","","","",""
548,"ZenithTheme","Zenith","",407,"","","","",""
549,"MiracleTheme","Miracle","",407,"","","","",""
550,"CardinalTheme","Cardinal","",407,"","","","",""
551,"VaalViperTheme","Vaal Viper","",407,"","","","",""
552,"VoidEmperorTheme","Void Emperor","",407,"","","","",""
553,"CarnivalTheme","Carnival","",407,"","","","",""
554,"ChiyouTheme","Chiyou","",407,"","","","",""
555,"BlightTheme","Blight","",407,"","","","",""
556,"HavenwoodTheme","Havenwood","",407,"","","","",""
557,"PolarisTheme","Polaris","",407,"","","","",""
558,"BasiliskTheme","Basilisk","",407,"","","","",""
559,"CrusaderTheme","Crusader","",407,"","","","",""
560,"EyrieTheme","Eyrie","",407,"","","","",""
561,"JudicatorTheme","Judicator","",407,"","","","",""
562,"OrionTheme","Orion","",407,"","","","",""
563,"MetamorphTheme","Metamorph","",407,"","","","",""
564,"ExileConTheme","ExileCon","",407,"","","","",""
565,"RevenantTheme","Revenant","",407,"","","","",""
566,"ColdsnapTheme","Coldsnap","",407,"","","","",""
567,"MaliceTheme","Malice","",407,"","","","",""
568,"ThaumaturgyTheme","Thaumaturgy","",407,"","","","",""
569,"BalefireTheme","Balefire","",407,"","","","",""
570,"DeliriumTheme","Delirium","",407,"","","","",""
571,"HeartseekerTheme","Heartseeker","",407,"","","","",""
572,"DarkMagicTheme","Dark Magic","",407,"","","","",""
573,"JinliTheme","Jinli","",407,"","","","",""
574,"ImaginationTheme","Imagination","",407,"","","","",""
575,"HighPriestTheme","High Priest","",407,"","","","",""
576,"GoddessTheme","Goddess","",407,"","","","",""
577,"SawbladeTheme","Sawblade","",407,"","","","",""
578,"DreadspireTheme","Dreadspire","",407,"","","","",""
579,"AngelsAndDemonsTheme","Angels and Demons","",407,"","","","",""
580,"NightwatchTheme","Nightwatch","",407,"","","","",""
581,"HarvestTheme","Harvest","",407,"","","","",""
582,"HeistTheme","Heist","",407,"","","","",""
583,"TwilightTheme","Twilight","",407,"","","","",""
584,"EthercraftTheme","Ethercraft","",407,"","","","",""
585,"DarkwoodTheme","Darkwood","",407,"","","","",""
586,"JudgementTheme","Judgement","",407,"","","","",""
587,"RaptureTheme","Rapture","",407,"","","","",""
588,"ValkyrieTheme","Valkyrie","",407,"","","","",""
589,"WarlordTheme","Warlord","",407,"","","","",""
590,"RitualTheme","Ritual","",407,"","","","",""
591,"GlimmerspriteTheme","Glimmersprite","",407,"","","","",""
592,"Core2021Theme","Core 2021","",407,"","","","",""
593,"AtlasCore2021Theme","Echoes of the Atlas","",407,"","","","",""
594,"MavenTheme","Maven","",407,"","","","",""
595,"OblivionTheme","Oblivion","",407,"","","","",""
596,"BrimstoneTheme","Brimstone","",407,"","","","",""
597,"FrostVikingTheme","Frost Viking","",407,"","","","",""
598,"UltimatumTheme","Ultimatum","",407,"","","","",""
599,"ApollyonTheme","Apollyon","",407,"","","","",""
600,"MerchantTheme","Merchant","",407,"","","","",""
601,"MidnightPactTheme","Midnight Pact","",407,"","","","",""
602,"JingweiTheme","Jingwei","",407,"","","","",""
603,"SlitherTheme","Slither","",407,"","","","",""
604,"ExpeditionTheme","Expedition","",407,"","","","",""
605,"MyrmidonTheme","Myrmidon","",407,"","","","",""
606,"BanebrandTheme","Banebrand","",407,"","","","",""
607,"StarfallTheme","Starfall","",407,"","","","",""
608,"NecrolordTheme","Necrolord","",407,"","","","",""
609,"DirebladeTheme","Direblade","",407,"","","","",""
610,"CursedTheme","Cursed","",407,"","","","",""
611,"AtlantisTheme","Atlantis","",407,"","","","",""
612,"ScourgeTheme","Scourge","",407,"","","","",""
613,"ScourgelordTheme","Scourgelord","",407,"","","","",""
614,"OnyxTheme","Onyx","",407,"","","","",""
615,"AstralTheme","Astral","",407,"","","","",""
616,"Core2022Theme","Core 2022","",407,"","","","",""
617,"WinterDragonTheme","Winter Dragon","",407,"","","","",""
618,"HarmonyTheme","Harmony","",407,"","","","",""
619,"GodOfThunderTheme","God of Thunder","",407,"","","","",""
620,"Archnemesis","Archnemesis","",407,"","","","",""
621,"AuspiciousTheme","Auspicious","",407,"","","","",""
622,"HarmoniousTheme","Harmonious","",407,"","","","",""
623,"VulcanTheme","Vulcan","",407,"","","","",""
624,"MercurialTheme","Mercurial","",407,"","","","",""
625,"EtherealTheme","Ethereal","",407,"","","","",""
626,"MasqueradeTheme","Masquerade","",407,"","","","",""
627,"KiracsVaultTheme","Kirac's Vault","",407,"","","","",""
628,"ChaosTheme","Chaos","",407,"","","","",""
629,"Stormstrider","Stormstrider","",407,"","","","",""
630,"SentinelTheme","Sentinel","",407,"","","","",""
631,"OphidianTheme","Ophidian","",407,"","","","",""
632,"RubyTheme","Ruby","",407,"","","","",""
633,"SapphireTheme","Sapphire","",407,"","","","",""
634,"MoltenTheme","Molten","",407,"","","","",""
635,"MistTheme","Mist","",407,"","","","",""
636,"ExaltedTheme","Exalted","",407,"","","","",""
637,"Lunar","Lunar","",407,"","","","",""
638,"Unlocked","Unlocked",1,"",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagArmour","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame12"
639,"StormstriderBoots","Stormstrider Boots","",629,"","","","",""
640,"ScintillationBodyArmour","Scintillation Body Armour","",547,"","","","",""
641,"NgamahuBodyArmour","Ngamahu Body Armour","",511,"","","","",""
642,"ThunderstrikeGloves","Thunderstrike Gloves","",428,"","","","",""
643,"PhoenixHelmet","Phoenix Helmet","",408,"","","","",""
644,"ManaTankBackAttachment","Mana Tank Back Attachment","",447,"","","","",""
645,"SplinteringShield","Splintering Shield","",493,"","","","",""
646,"WillpowerAmulet","Willpower Amulet","",447,"","","","",""
647,"FlaskEffectSentinel","Nexus Flask Effects","",447,"","","","",""
648,"CrystallineChargeSentinel","Crystal Charges","",476,"","","","",""
649,"FlareCharacterEffect","Flare Character Effect","",408,"","","","",""
650,"WarpRuneHideout","Hideout Warp Runes","",447,"","","","",""
651,"ShardcrownHelmet","Shardcrown Helmet","",476,"","","","",""
652,"DeathnotchBow","Deathnotch Bow","",447,"","","","",""
653,"TreasureHunterWeaponEffect","Treasure Hunter Weapon Effect","",600,"","","","",""
654,"LakeOfKalandraTheme","Lake of Kalandra","",407,"","","","",""
655,"PyromaniacWeaponEffect","Pyromaniac Weapon Effect","",408,"","","","",""
656,"SummonersAmulet","Summoner's Amulet","",447,"","","","",""
657,"OshabisHeaddress","Oshabi's Headdress","",581,"","","","",""
658,"CrystallisedBodyArmour","Crystallised Body Armour","",476,"","","","",""
659,"EnchantersRing","Enchanter's Ring","",447,"","","","",""
660,"TorturersGloves","Torturer's Gloves","",447,"","","","",""
661,"FireworksBackAttachment","Fireworks Back Attachment","",447,"","","","",""
662,"CrystalariumBoots","Crystalarium Boots","",476,"","","","",""
663,"GloriousHelmet","Glorious Helmet","",447,"","","","",""
664,"RaincallerFlask","Raincaller Flask","",447,"","","","",""
665,"DovecallerWings","Dovecaller Wings","",447,"","","","",""
666,"StormHarrier","Storm Harrier Pet","",447,"","","","",""
667,"RevelationBlade","Revelation Blade","",447,"","","","",""
668,"Arachnomorph","Arachnomorph Pet","",447,"","","","",""
669,"TinkersWaypoint","Tinker's Waypoint","",447,"","","","",""
670,"ForbiddenSanctum","Forbidden Sanctum","",407,"","","","",""
671,"Core2023","Core 2023","",407,"","","","",""
672,"AlchemistTheme","Alchemist","",407,"","","","",""
673,"VaultPass","Kirac's Vault","","","","","","",""
674,"ArachnidTheme","Arachnid","",407,"","","","",""
675,"ShadeTheme","Shade","",407,"","","","",""
676,"DiscipleTheme","Disciple","",407,"","","","",""
677,"TrialOfTheAncestorsTheme","Trial of the Ancestors","",407,"","","","",""
678,"MagmaticTheme","Magmatic","",407,"","","","",""
679,"Core2024","Core 2024","",407,"","","","",""
680,"AfflictionTheme","Affliction Theme","",407,"","","","",""
681,"RaceRewards","Race Rewards","",407,"","","","",""
682,"SolarTheme","Solar","",407,"","","","",""
683,"EldritchTheme","Eldritch","",407,"","","","",""
684,"NecropolisTheme","Necropolis","",407,"","","","",""
685,"VoidbornTheme","Voidborn","",407,"","","","",""
686,"WuzhiqiTheme","Wuzhiqi","",407,"","","","",""
687,"PaladinTheme","Paladin","",407,"","","","",""
688,"PenanceTheme","Penance","",407,"","","","",""
689,"SettlersOfKalguurTheme","Settlers of Kalguur","",407,"","","","",""
690,"DawnoftheHuntTheme","Dawn of the Hunt","",407,"","","","",""
691,"FaridunTheme","Faridun","",407,"","","","",""
692,"KitavaTheme","Kitava","",407,"","","","",""
693,"ExtraEffectMtx","Extra Effects","","","","","","",""
694,"BowMtx","Bow Skin","","","","","","",""
695,"MaceMtx","Mace Skin","","","","","","",""
696,"SceptreMtx","Sceptre Skin","","","","","","",""
697,"AxeMtx","Axe Skin","","","","","","",""
698,"SwordMtx","Sword Skin","","","","","","",""
699,"WandMtx","Wand Skin","","","","","","",""
700,"StaffMtx","Staff Skin","","","","","","",""
701,"ClawMtx","Claw Skin","","","","","","",""
702,"StashUpgrades","Upgrade","","","","","","",""
703,"StashBundles","Bundles","","","","","","",""
704,"StashLeagueTabs","League","","","","","","",""
705,"PetBiped","Biped","","","","","","",""
706,"PetQuadruped","Quadruped","","","","","","",""
707,"PetFlying","Flying","","","","","","",""
708,"PetMammal","Mammal","","","","","","",""
709,"PetMechanical","Mechanical","","","","","","",""
710,"PetMythical","Mythical","","","","","","",""
711,"PetFish","Fish","","","","","","",""
712,"PetArthropod","Arthropod","","","","","","",""
713,"PetCephalopod","Cephalopod","","","","","","",""
714,"PetAmphibian","Amphibian","","","","","","",""
715,"PetReptile","Reptile","","","","","","",""
716,"PetVisualEffect","Visual Effect","","","","","","",""
717,"HideoutMtx","Hideouts","","","","","","",""
718,"StashSkinMtx","Stash Skin","","","","","","",""
719,"MapDeviceMtx","Map Device Skin","","","","","","",""
720,"CraftingBenchMtx","Crafting Bench Skin","","","","","","",""
721,"HideoutDecoration","Decoration","","","","","","",""
722,"HideoutArchitectural","Architectural Decoration","","","","","","",""
723,"HideoutFurniture","Furniture Decoration","","","","","","",""
724,"HideoutLighting","Lighting Decoration","","","","","","",""
725,"PortalFire","Fire","","","","","","",""
726,"PortalWater","Water","","","","","","",""
727,"PortalLightning","Lighting","","","","","","",""
728,"PortalIce","Ice","","","","","","",""
729,"PortalEldritch","Eldritch","","","","","","",""
730,"PortalArcane","Arcane","","","","","","",""
731,"PortalMechanical","Mechanical","","","","","","",""
732,"PortalMythical","Mythical","","","","","","",""
733,"PortalCelestial","Celestial","","","","","","",""
734,"PortalEarth","Earth","","","","","","",""
735,"PortalDemonic","Demonic","","","","","","",""
736,"PortalDivine","Divine","","","","","","",""
737,"PortalStygian","Stygian","","","","","","",""
738,"WingsMtx","Wings","","","","","","",""
739,"CloakMtx","Cloak","","","","","","",""
740,"BackAttachmentMtx","Back Attachment","","","","","","",""
741,"PoE2EarlyAccessTheme","Path of Exile 2 Early Access","",407,"","","","",""
742,"PoE2ArmourPieces","Armour Piece","","","","","",31,""
743,"PoE2BackAttachment","Back Attachment","","","","","",31,""
744,"PoE2HelmetAttachment","Helmet Attachment","","","","","",31,""
745,"PoE2BeltAttachment","Belt Attachment","","","","","",31,""
746,"PoE2HipAttachment","Hip Attachment","","","","","",31,""
747,"PoE2Footprints","Footprints","","","","","",31,""
748,"PoE2WeaponSkin","Weapon Skin","","","","","",32,""
749,"PoE2WeaponEffect","Weapon Effect","","","","","",32,""
750,"PoE2ShieldSkin","Shield Skin","","","","","",32,""
751,"PoE2FinisherEffect","Finisher Effect","","","","","",36,""
752,"PoE2CharacterEffect","Character Effect","","","","","",36,""
753,"PoE2ExtraEffect","Extra Effect","","","","","",36,""
754,"PoE2ChargeSkins","Alternate Charge Skin","","","","","",36,""
755,"PoE2Rings","Ring Skin","","","","","",37,""
756,"PoE2Amulets","Amulet Skin","","","","","",37,""
757,"PoE2Flasks","Flask Skin","","","","","",37,""
758,"PoE2HideoutArea","Hideout Area","","","","","",39,""
759,"PoE2UtilitySkins","Utility Skins","","","","","",39,""
760,"PoE2HideoutDecorations","Decorations","","","","","",39,""
761,"PoE2Cursor","Cursor","","","","","",38,""
762,"PoE2Charms","[DNT-UNUSED]Charm Effect","","","","","","",""
763,"PoE2CharacterSkin","[DNT-UNUSED]Character Skin","","","","","","",""
764,"PoE2SpearSkills","Spear Skills","","","","","",35,""
765,"PoE2BowSkills","Bow Skills","","","","","",35,""
766,"PoE2QuarterstaffSkills","Quarterstaff Skills","","","","","",35,""
767,"PoE2DaggerSkills","Dagger Skills","","","","","",35,""
768,"PoE2ElementalSkills","Elemental Skills","","","","","",35,""
769,"PoE2OccultSkills","Occult Skills","","","","","",35,""
770,"PoE2PrimalSkills","Primal Skills","","","","","",35,""
771,"PoE2FlailSkills","Flail Skills","","","","","",35,""
772,"PoE2MaceSkills","Mace Skills","","","","","",35,""
773,"PoE2AxeSkills","Axe Skills","","","","","",35,""
774,"PoE2CrossbowSkills","Crossbow Skills","","","","","",35,""
775,"PoE2SwordSkills","Sword Skills","","","","","",35,""
776,"PoE2TrackingScrolls","Tracking Scrolls","","","","","",37,""
777,"Abyss","Abyss","","","","","","",""
778,"AngelsAndDemons","Angels and Demons","","","","","","",""
779,"Animal","Animal","","","","","","",""
780,"Apocalypse","Apocalypse","","","","","","",""
781,"Apollyon","Apollyon","","","","","","",""
782,"Arcane","Arcane","","","","","","",""
783,"Arctic","Arctic","","","","","","",""
784,"Atlantis","Atlantis","","","","","","",""
785,"Atlas","Atlas","","","","","","",""
786,"Beast","Beast","","","","","","",""
787,"Blackguard","Blackguard","","","","","","",""
788,"Carnival","Carnival","","","","","","",""
789,"Celestial","Celestial","","","","","","",""
790,"ChallengeRewards","Challenge Rewards","","","","","","",""
791,"Crystal","Crystal","","","","","","",""
792,"Delve","Delve","","","","","","",""
793,"Demonic","Demonic","","","","","","",""
794,"Dungeon","Dungeon","","","","","","",""
795,"Effects","Effects","","","","","","",""
796,"Encampment","Encampment","","","","","","",""
797,"Fairgraves","Fairgraves","","","","","","",""
798,"Fire","Fire","","","","","","",""
799,"FireAndIce","Fire and Ice","","","","","","",""
800,"Forest","Forest","","","","","","",""
801,"Frontier","Frontier","","","","","","",""
802,"Games","Games","","","","","","",""
803,"Glimmerwood","Glimmerwood","","","","","","",""
804,"Gore","Gore","","","","","","",""
805,"Halloween","Halloween","","","","","","",""
806,"Harmony","Harmony","","","","","","",""
807,"Heist","Heist","","","","","","",""
808,"HideoutItem","Hideout Item","","","","","","",""
809,"Highgate","Highgate","","","","","","",""
810,"Ice","Ice","","","","","","",""
811,"Illusionist","Illusionist","","","","","","",""
812,"Infernal","Infernal","","","","","","",""
813,"Library","Library","","","","","","",""
814,"Lightning","Lightning","","","","","","",""
815,"MidnightPact","Midnight Pact","","","","","","",""
816,"Miracle","Miracle","","","","","","",""
817,"Miscellaneous","Miscellaneous","","","","","","",""
818,"Nature","Nature","","","","","","",""
819,"Oriath","Oriath","","","","","","",""
820,"Ornate","Ornate","","","","","","",""
821,"Polaris","Polaris","","","","","","",""
822,"Primeval","Primeval","","","","","","",""
823,"Sanctum","Sanctum","","","","","","",""
824,"Sentinel","Sentinel","","","","","","",""
825,"Steampunk","Steam-Powered","","","","","","",""
826,"Stygian","Stygian","","","","","","",""
827,"Synthesis","Synthesis","","","","","","",""
828,"Teleporter","Teleporter","","","","","","",""
829,"Temple","Temple","","","","","","",""
830,"Thaumaturgy","Thaumaturgy","","","","","","",""
831,"Twilight","Twilight","","","","","","",""
832,"Utility","Utility","","","","","","",""
833,"Vaal","Vaal","","","","","","",""
834,"Verdant","Verdant","","","","","","",""
835,"Warlord","Warlord","","","","","","",""
