"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","LifeLeech","CastTime","ActiveSkill","IgnoreMinionTypes","CooldownNotRecoverDuringActive","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool","RegularVariant","bool","i32","i32","i32","bool","StatSet","AdditionalStatSets","Audio","CostTypes","bool","[i32]","i32","SupportWeaponRestrictions"
641,"SupportMagnetismPlayer",1,[182],"",[],[],"",366492033,"",2,1000,"","","",[],"","","","","",0,0,0,"",738,[],"",[],1,[],-1,[]
642,"SupportAncestralCallPlayer",1,[20],"",[],"[208,47,94,24]","",2575660186,"",2,1000,"",1,"",[],"","","","","",0,0,0,"",739,[],"",[],1,[],-1,[]
643,"SupportQuillburstPlayer",1,"[19,0,73]","",[],[114],"",97487321,"",2,1000,"",1,"",[],"","","","","",0,0,0,"",740,[],"",[],1,[],-1,[]
644,"SupportUnsteadyTempoPlayer",1,"[19,0,73]","",[],"[94,24,47]","",1506250220,"",2,1000,"",1,"",[],"","","","","",0,0,0,"",744,[],"",[],1,[],-1,[]
645,"SupportVulnerableExtensionPlayer",1,"[4,8,73]","",[],[],"",1995870810,"",2,1000,"","","",[],"","","","","",0,0,0,"",745,[],"",[],1,[],-1,[]
646,"SupportAncestralAidPlayer",1,[20],"","[193,212]","[193,212,74,73,208,47,94,24]","",976628722,"",2,1000,"",1,"",[],"","","","","",0,0,0,"",746,[],"",[],1,[],-1,[]
647,"SupportTitanicArrowsPlayer",1,"[184,191,73]","",[],[5],"",1829985381,"",2,1000,"","","",[],"","","","","",0,0,0,"",747,[],"",[],1,[],-1,[]
648,"SupportShockingLeapPlayer",1,[161],"","[167,7,8]",[],"",2476575069,"",2,1000,"","","",[],"","","","","",0,0,0,"",748,[],"",[],1,[],-1,[]
649,"SupportBarbsPlayer",1,[20],"",[],[],"",4088244707,"",2,1000,"","","",[],"","","","","",0,0,0,"",749,[],"",[],1,[],-1,[]
650,"SupportRimePlayer",1,[167],"",[],[],"",3924354588,"",2,1000,"","","",[],"","","","","",0,0,0,"",750,[],"",[],1,[],-1,[]
651,"SupportArmsLengthPlayer",1,"[0,6,115,116]","",[],[48],"",1972696811,"",2,1000,"","","",[],"","","","","",0,0,0,"",751,[],"",[],1,[],-1,[]
652,"SupportCharmBountyPlayer",1,"[6,0,115,116]","",[],[],"",3725677314,"",2,1000,"","","",[],"","","","","",0,0,0,"",752,[],"",[],1,[],-1,[]
653,"SupportEternalServicePlayer",1,[76],"",[],[],"",2621342371,"",2,1000,"","","",[],"","","","","",0,0,0,"",753,[],"",[],1,[],-1,[]
654,"SupportThornskinPlayer",1,"[138,4,73]","",[],[],"",3660990930,"",2,1000,"","","",[],"","","","","",0,0,0,"",754,[],"",[],1,[],-1,[]
655,"SupportMysticismPlayer",1,"[138,4,73]","",[],[],"",3615967693,"",2,1000,"","","",[],"","","","","",0,0,0,"",755,[],"",[],1,[],-1,[]
656,"SupportDirestrikePlayer",1,"[138,4,73]","",[],[],"",4241044459,"",2,1000,"","","",[],"","","","","",0,0,0,"",756,[],"",[],1,[],-1,[]
657,"SupportUpwellingPlayer",1,"[138,4,73]","",[],[],"",76495392,"",2,1000,"","","",[],"","","","","",0,0,0,"",757,[],"",[],1,[],-1,[]
658,"SupportWarmbloodedPlayer",1,"[138,4,73]","",[],[],"",2965820598,"",2,1000,"","","",[],"","","","","",0,0,0,"",758,[],"",[],1,[],-1,[]
659,"SupportCoolheadedPlayer",1,"[138,4,73]","",[],[],"",4064487560,"",2,1000,"","","",[],"","","","","",0,0,0,"",759,[],"",[],1,[],-1,[]
660,"SupportStrongHeartedPlayer",1,"[138,4,73]","",[],[],"",2422204668,"",2,1000,"","","",[],"","","","","",0,0,0,"",760,[],"",[],1,[],-1,[]
661,"SupportUntouchablePlayer",1,[0],"",[],"[5,94,24,47]","",1565606413,"",2,1000,"",1,"",[],"","","","","",0,0,0,"",761,[],"",[],1,[],-1,[]
662,"SupportRefractionPlayer",1,"[87,138,4,73,73]","",[],[],"",1326537710,"",2,1000,"","","",[],"","","","","",0,0,0,"",762,[],"",[],1,[],-1,[]
663,"SupportGreatwoodPlayer",1,"[24,94]","",[],[],"",937017259,"",2,1000,"",1,"",[],"","","","","",0,0,0,"",763,[],"",[],1,[],-1,[]
664,"SupportUnabatingPlayer",1,[0],"",[],"[5,94,24,47]","",914643858,"",2,1000,"",1,"",[],"","","","","",0,0,0,"",764,[],"",[],1,[],-1,[]
665,"SupportSpellbladePlayer",1,[6],"",[],[],"",3873183028,"",2,1000,"","","",[],"","","","","",0,0,0,"",765,[],"",[],1,[],-1,[]
666,"SupportTimerotPlayer",1,[4],"",[],[],"",341670566,"",2,1000,"","","",[],"","","","","",0,0,0,"",766,[],"",[],1,[],-1,[]
667,"SupportPunchThroughPlayer",1,[19],"",[],[],"",1023484783,"",2,1000,"","","",[],"","","","","",0,0,0,"",767,[],"",[],1,[],-1,[]
668,"SupportRipPlayer",1,[19],"","[182,8]","[5,94,24]","",2441899911,"",2,1000,"",1,"",[],"","","","","",0,0,0,"",768,[],"",[],1,[],-1,[]
669,"SupportTearPlayer",1,[19],"",[],"[5,94,24]","",4165314696,"",2,1000,"",1,"",[],"","","","","",0,0,0,"",769,[],"",[],1,[],-1,[]
670,"SupportBrinkPlayer",1,[19],"",[],[],"",1388773945,"",2,1000,"","","",[],"","","","","",0,0,0,"",770,[],"",[],1,[],-1,[]
671,"SupportTirelessPlayer",1,[62],"",[],[],"",3597913831,"",2,1000,"","","",[],"","","","","",0,0,0,"",771,[],"",[],1,[],-1,[]
672,"SupportVolcanicEruptionPlayer",1,[20],"",[],"[5,24,94]","",3048915780,"",2,1000,"",1,"",[],"","","","","",0,0,0,"",772,[],"",[],1,[],-1,[]
673,"SupportFirstBloodPlayer",1,[0],"",[],[],"",1807323162,"",2,1000,"","","",[],"","","","","",0,0,0,"",773,[],"",[],1,[],-1,[]
674,"SupportRetortPlayer",1,[0],"",[],"[5,94,215]","",1598931320,"",2,1000,"",1,"",[],"","","","","",0,0,0,"",774,[],"",[],1,[],-1,[]
675,"SupportBloodInTheEyesPlayer",1,"[6,0,116]","",[],[],"",2258354999,"",2,1000,"","","",[],"","","","","",0,0,0,"",775,[],"",[],1,[],-1,[]
676,"SupportTwofoldPlayer",1,[130],"",[],[],"",617727972,"",2,1000,"",1,"",[],"","","","","",0,0,0,"",776,[],"",[],1,[],-1,[]
677,"SupportIncisionPlayer",1,"[0,115,116]","",[],[],"",464489160,"",2,1000,"","","",[],"","","","","",0,0,0,"",777,[],"",[],1,[],-1,[]
678,"SupportCatharsisPlayer",1,[],"","[193,201]","[193,201,74,73,11,94,36]","",3947579721,"",2,1000,"","","",[],"","","","","",0,0,0,"",778,[],"",[],1,[],-1,[]
679,"SupportDelayedGratificationPlayer",1,[193],"",[],[],"",2617143759,"",2,1000,"","","",[],"","","","","",0,0,0,"",779,[],"",[],1,[],-1,[]
680,"SupportLoyaltyPlayer",1,[197],"",[],[213],"",651687839,"",2,1000,"","","",[],"","","","","",0,0,0,"",780,[],"",[],1,[],-1,[]
681,"SupportAilmentCDRPlayer",1,[89],"",[],[],"",2038403841,"",2,1000,"","","",[],"","","","","",0,0,0,"",781,[],"",[],1,[],-1,[]
682,"SupportBlockCDRPlayer",1,[89],"",[],[],"",3438984140,"",2,1000,"","","",[],"","","","","",0,0,0,"",782,[],"",[],1,[],-1,[]
683,"SupportStunCDRPlayer",1,[89],"",[],[],"",3194083076,"",2,1000,"","","",[],"","","","","",0,0,0,"",783,[],"",[],1,[],-1,[]
684,"SupportOverwhelmingForcePlayer",1,[],"",[],[],"",3223057737,"",2,1000,"","","",[],"","","","","",0,0,0,"",784,[],"",[],1,[],-1,[]
685,"SupportRearmPlayer",1,[202],"",[],[],"",54354554,"",2,1000,"","","",[],"","","","","",0,0,0,"",785,[],"",[],1,[],-1,[]
686,"SupportDelayedReactionPlayer",1,[202],"",[],[],"",3502761754,"",2,1000,"","","",[],"","","","","",0,0,0,"",786,[],"",[],1,[],-1,[]
687,"SupportSpectralPalmPlayer",1,[207],"",[],[],"",4069248788,"",2,1000,"","","",[],"","","","","",0,0,0,"",787,[],"",[],1,[],-1,[]
688,"SupportVolatilePowerPlayer",1,[],"",[],"[94,36,121,138]","",1826536710,"",2,1000,"",1,"",[],"","","","","",0,0,0,"",788,[],"",[],1,[],-1,[]
689,"SupportGambleshotPlayer",1,[2],"",[],[191],"",2953106606,"",2,1000,"","","",[],"","","","","",0,0,0,"",789,[],"",[],1,[],-1,[]
690,"SupportUnerringPowerPlayer",1,"[0,115,116]","",[],"[94,24]","",2006658062,"",2,1000,"",1,"",[],"","","","","",0,0,0,"",790,[],"",[],1,[],-1,[]
691,"SupportImpalePlayer",1,"[0,115,116]","",[],[],"",2699489547,"",2,1000,"","","",[],"","","","","",0,0,0,"",791,[],"",[],1,[],-1,[]
692,"SupportPerfectionPlayer",1,[148],"",[],[],"",3326291503,"",2,1000,"","","",[],"","","","","",0,0,0,"",792,[],"",[],1,[],-1,[]
693,"SupportDeliberationPlayer",1,[139],"",[],[],"",3951920937,"",2,1000,"","","",[],"","","","","",0,0,0,"",793,[],"",[],1,[],-1,[]
694,"SupportSeeRedPlayer",1,"[0,115,116]","",[],[],"",972001122,"",2,1000,"","","",[],"","","","","",0,0,0,"",794,[],"",[],1,[],-1,[]
695,"SupportExpeditePlayer",1,[216],"",[],[],"",1341699080,"",2,1000,"","","",[],"","","","","",0,0,0,"",795,[],"",[],1,[],-1,[]
696,"SupportUnderminePlayer",1,"[0,115,116]","",[],[],"",1923070569,"",2,1000,"","","",[],"","","","","",0,0,0,"",796,[],"",[],1,[],-1,[]
697,"SupportOutmaneuverPlayer",1,"[6,0,115,116]","",[],"[94,24,5,32,35]","",2131760536,"",2,1000,"",1,"",[],"","","","","",0,0,0,"",797,[],"",[],1,[],-1,[]
698,"SupportSingleOutPlayer",1,[97],"",[],[],"",203298003,"",2,1000,"","","",[],"","","","","",0,0,0,"",798,[],"",[],1,[],-1,[]
699,"SupportTumultPlayer",1,"[0,6,115]","",[220],"[94,24,5,32,35,171,220,74,73]","",1628351716,"",2,1000,"",1,"",[],"","","","","",0,0,0,"",799,[],"",[],1,[],-1,[]
700,"SupportInhibitorPlayer",1,"[6,0,115,116,1,48]","",[222],"[94,32,35,221]","",2291416368,"",2,1000,"","","",[],"","","","","",0,0,0,"",800,[],"",[],1,[],-1,[]
701,"TriggeredVolcanicEruptionPlayer","",[],"",[],[],"",2802933393,"",2,1000,889,"","",[],"","","","","",0,0,0,"",801,[],"",[],1,[],-1,[]
702,"TriggeredTitanicArrowsPlayer","",[],"",[],[],"",4177870647,"",2,1000,888,"","",[],"","","","","",0,0,0,"",802,[],"",[],1,[],-1,[]
703,"TriggeredQuillburstPlayer","",[],"",[],[],"",846106697,"",2,1000,887,"","",[],"","","","","",0,0,0,"",741,[],"",[],1,[],-1,[]
704,"TriggeredHaemocrystalsPlayer","",[],"",[],[],"",3888677134,"",2,1000,886,"","",[],"","","","","",0,0,0,"",742,[],"",[],1,[],-1,[]
705,"TriggeredCaltropsPlayer","",[],"",[],[],"",2195435380,"",2,1000,884,"","",[],"","","","","",0,0,0,"",733,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ClawSG",[],1,[],-1,[]
706,"TriggeredBoneShrapnelPlayer","",[],"",[],[],"",2793865994,"",2,1000,882,"","",[],"","","","","",0,0,0,"",734,[],"",[],1,[],-1,[]
707,"SupportSuffusePlayer",1,[167],"",[],[],"",1855909579,"",2,1000,"","","",[],"","","","","",0,0,0,"",743,[],"",[],1,[],-1,[]
708,"SupportInvisibleMetaGemSupport",1,[36],"",[],[],"",604506552,"",2,1000,"","","",[],"","","","","",0,0,0,"",803,[],"",[],1,[],-1,[]
709,"PlayerSupportqwe_NEW_ENTRIES_GO_ABOVE_ME",1,[],"",[],[],"",3224514329,"",2,1000,"","","",[],"","","","","",0,0,0,"",804,[],"",[],1,[],-1,[]
710,"ReliquaryMonsterFireball","",[],"",[],[],"",0,"",2,2500,35,"","",[],"","","","","",0,7,0,"",805,[],"",[],1,[],-1,[]
711,"FireballIncusionFire","",[],"",[],[],"",0,"",2,1200,35,"","",[],"","","","","",0,14,0,"",806,[],"",[],1,[],-1,[]
712,"FireballIncusionLightning","",[],"",[],[],"",0,"",2,1200,35,"","",[],"","","","","",0,15,0,"",807,[],"",[],1,[],-1,[]
713,"FireballIncursionChaos","",[],"",[],[],"",0,"",2,1200,35,"","",[],"","","","","",0,16,0,"",808,[],"",[],1,[],-1,[]
714,"IceNovaWaterElementalHellscape","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",888,0,0,"",809,[],"",[],1,[],-1,[]
715,"RhoaShieldCharge","",[],"",[],[],"",0,"",2,1000,5,"","",[],"","","","","",0,0,0,"",810,[],"",[],1,[],-1,[]
716,"RhoaShieldChargeTaunt","",[],"",[],[],"",0,"",2,1000,5,"","",[],"","","","","",1,0,0,"",811,[],"",[],1,[],-1,[]
717,"RhoaShieldChargeTauntHarvest","",[],"",[],[],"",0,"",2,1000,5,"","",[],"","","","","",1,0,0,"",812,[],"",[],1,[],-1,[]
718,"HarvestBeastCharge","",[],"",[],[],"",0,"",2,1000,5,"","",[],"","","","","",1,1,0,"",813,[],"",[],1,[],-1,[]
719,"TemplarCultistShieldCharge","",[],"",[],[],"",0,"",2,1000,7,"","",[],"","","","","",0,2,0,"",814,[],"",[],1,[],-1,[]
720,"HeistMilitaryEliteShieldCharge","",[],"",[],[],"",0,"",2,1000,5,"","",[],"","","","","",1,0,0,"",815,[],"",[],1,[],-1,[]
721,"HeistMilitaryMinibossShieldCharge","",[],"",[],[],"",0,"",2,1000,5,"","",[],"","","","","",1,0,0,"",816,[],"",[],1,[],-1,[]
722,"HeistRoboDogCharge","",[],"",[],[],"",0,"",2,1000,5,"","",[],"","","","","",2,0,0,"",817,[],"",[],1,[],-1,[]
723,"PaleFrogShieldCharge","",[],"",[],[],"",0,"",2,1000,7,"","",[],"","","","","",0,0,0,"",818,[],"",[],1,[],-1,[]
724,"StonebackRhoaTableCharge","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","",1,"","",11,0,0,"",819,[],"",[],1,[],-1,[]
725,"BrambleRhoaTableCharge","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","",1,"","",11,0,0,"",820,[],"",[],1,[],-1,[]
726,"ElementalHitSkeletonKnightIncursion","",[],"",[],[],"",0,"",2,1000,17,"","",[],"","","","","",1,0,0,"",821,[],"",[],1,[],-1,[]
727,"SnakeHulkDualStrike","",[],"",[],[],"",0,"",2,2400,18,"","",[],"","","","","",0,1,0,"",822,[],"",[],1,[],-1,[]
728,"PurgeHoundWhirlingBlades","",[],"",[],[],"",0,"",2,2600,279,"","",[],"","","","","",0,0,0,"",823,[],"",[],1,[],-1,[]
729,"MossMonsterWhirlingBlades","",[],"",[],[],"",0,"",2,1430,19,"","",[],"","","","","",1,0,0,"",824,[],"",[],1,[],-1,[]
730,"HeistRobotClockworkRoll","",[],"",[],[],"",0,"",2,1900,19,"","",[],36,"","","","",0,0,0,"",825,[],"",[],1,[],-1,[]
731,"HeistCultistUnarmedLeap","",[],"",[],[],"",0,"",2,1130,19,"","",[],14,"","","","",1,0,0,"",826,[],"",[],1,[],-1,[]
732,"MutewindWomanWhirlingBlades","",[],"",[],[],"",0,"",2,1066,19,"","",[],"","","","","",0,0,0,"",827,[],"",[],1,[],-1,[]
733,"CarrionCrowWhirlingBlades","",[],"",[],[],"",0,"",2,2500,19,"","",[],"","","","","",0,0,0,"",828,[],"",[],1,[],-1,[]
734,"MonsterSplitArrow","",[],"",[],[],"",0,"",2,1000,30,"","",[],"","","","","",0,1000,0,"",829,[],"",[],1,[],-1,[]
735,"RakiataSweep","",[],"",[],[],"",0,"",2,1000,42,"","",[],20,"","","","",0,0,0,"",830,[],"",[],1,[],-1,[]
736,"RakiataLacerate","",[],"",[],[],"",0,"",2,1000,42,"","",[],47,"","","","",0,0,0,"",831,[],"",[],1,[],-1,[]
737,"MeleeAtAnimationSpeed","",[],"",[],[],"",0,"",2,1000,42,"","",[],"","","","","",0,0,0,"",832,[],"",[],1,[],-1,[]
738,"MeleeAtAnimationSpeed2","",[],"",[],[],"",0,"",2,1000,42,"","",[],3,"","","","",0,0,0,"",832,[],"",[],1,[],-1,[]
739,"MeleeAtAnimationSpeed3","",[],"",[],[],"",0,"",2,1000,42,"","",[],47,"","","","",0,0,0,"",832,[],"",[],1,[],-1,[]
740,"MeleeAtAnimationSpeedUnique","",[],"",[],[],"",0,"",2,1000,42,"","",[],"","","","","",0,0,0,"",833,[910],"",[],1,[],-1,[]
741,"MeleeAtAnimationSpeedBoss","",[],"",[],[],"",0,"",2,1000,42,"","",[],"","","","","",0,0,1018,"",836,"[841,839,837,842,844,846,848]","",[],1,[],-1,[]
742,"MeleeAtAnimationSpeedBow","",[],"",[],[],"",0,"",2,1000,42,"","",[],"","","","","",0,0,0,"",834,[],"",[],1,[],-1,[]
743,"MeleeAtAnimationSpeedComboTeleport","",[],"",[],[],"",0,"",2,1000,42,"","",[],111,"","","","",0,0,0,"",835,"[837,838,839,840,841]","",[],1,[],-1,[]
744,"MeleeAtAnimationSpeedComboTEMP","",[],"",[],[],"",0,"",2,1000,42,"","",[],705,"","","","",0,0,0,"",836,"[837,838,839,840,841]","",[],1,[],-1,[]
745,"WildBreachBossCombo","",[],"",[],[],"",0,"",2,1000,42,"","",[],3,"","","","",0,0,0,"",5838,"[837,838,839,840,841]","",[],1,[],-1,[]
746,"MeleeAtAnimationSpeedComboTEMP2","",[],"",[],[],"",0,"",2,1000,42,"","",[],3,"","","","",0,0,0,"",836,"[837,838,839,840,841]","",[],1,[],-1,[]
747,"MeleeAtAnimationSpeedFire","",[],"",[],[],"",0,"",2,1000,42,"","",[],706,"","","","",0,0,0,"",851,"[852,853,854,855,856,857]","",[],1,[],-1,[]
748,"MeleeAtAnimationSpeedFireCombo35","",[],"",[],[],"",0,"",2,1000,42,"","",[],707,"","","","",0,0,0,"",858,"[859,860,861]","",[],1,[],-1,[]
749,"MeleeAtAnimationSpeedFireCombo70","",[],"",[],[],"",0,"",2,1000,42,"","",[],707,"","","","",0,0,0,"",862,"[863,864,865]","",[],1,[],-1,[]
750,"MeleeAtAnimationSpeedCold","",[],"",[],[],"",0,"",2,1000,42,"","",[],708,"","","","",0,0,0,"",866,"[867,868,869,870,871,872]","",[],1,[],-1,[]
751,"MeleeAtAnimationSpeedColdCombo35","",[],"",[],[],"",0,"",2,1000,42,"","",[],709,"","","","",0,0,0,"",873,"[874,875,876]","",[],1,[],-1,[]
752,"MeleeAtAnimationSpeedColdCombo70","",[],"",[],[],"",0,"",2,1000,42,"","",[],709,"","","","",0,0,0,"",877,"[878,879,880]","",[],1,[],-1,[]
753,"MeleeAtAnimationSpeedLightning","",[],"",[],[],"",0,"",2,1000,42,"","",[],710,"","","","",0,0,0,"",881,"[882,883,884,885,886,887]","",[],1,[],-1,[]
754,"MeleeAtAnimationSpeedLightningCombo35","",[],"",[],[],"",0,"",2,1000,42,"","",[],711,"","","","",0,0,0,"",888,"[889,890,891]","",[],1,[],-1,[]
755,"MeleeAtAnimationSpeedLightningCombo70","",[],"",[],[],"",0,"",2,1000,42,"","",[],711,"","","","",0,0,0,"",892,"[893,894,895]","",[],1,[],-1,[]
756,"MeleeAtAnimationSpeedChaos","",[],"",[],[],"",0,"",2,1000,42,"","",[],712,"","","","",0,0,0,"",896,"[897,898,899]","",[],1,[],-1,[]
757,"MeleeAtAnimationSpeedChaosCombo35","",[],"",[],[],"",0,"",2,1000,42,"","",[],713,"","","","",0,0,0,"",900,"[901,902,903]","",[],1,[],-1,[]
758,"MeleeAtAnimationSpeedChaosCombo70","",[],"",[],[],"",0,"",2,1000,42,"","",[],713,"","","","",0,0,0,"",904,"[905,906,907]","",[],1,[],-1,[]
759,"MeleeAtAnimationSpeed40Dist","",[],"",[],[],"",0,"",2,1000,42,"","",[],3,"","","","",0,0,0,"",908,[],"",[],1,[],-1,[]
760,"MAASExecutionerBoss","",[],"",[],[],"",0,"",2,1000,42,"","",[],"","","","","",0,0,0,"",909,[910],"",[],1,[],-1,[]
761,"MAASPerennialKingTripleSlash","",[],"",[],[],"",0,"",2,1000,42,"","",[],23,"","","","",0,0,0,"",911,[910],"",[],1,[],-1,[]
762,"MAASExecutionerBossShortRange","",[],"",[],[],"",0,"",2,1000,42,"","",[],9,"","","","",0,0,0,"",912,[],"",[],1,[],-1,[]
763,"MAASTitanBossArmSweepSlamLeft","",[],"",[],[],"",0,"",2,1000,42,"","",[],182,"","","","",0,0,0,"",913,[],"",[],1,[],-1,[]
764,"MAASTitanBossArmSweepSlam","",[],"",[],[],"",0,"",2,1000,42,"","",[],67,"","","","",0,0,0,"",914,[],"",[],1,[],-1,[]
765,"MAASTitanBossSwordThrustLeft","",[],"",[],[],"",0,"",2,1000,42,"","",[],184,"","","","",0,0,0,"",915,[],"",[],1,[],-1,[]
766,"MAASTitanBossSwordThrustMid","",[],"",[],[],"",0,"",2,1000,42,"","",[],183,"","","","",0,0,0,"",916,[],"",[],1,[],-1,[]
767,"MAASTitanBossSwordThrustMidRight","",[],"",[],[],"",0,"",2,1000,42,"","",[],285,"","","","",0,0,0,"",917,[],"",[],1,[],-1,[]
768,"MAASTitanBossSwordThrustRight","",[],"",[],[],"",0,"",2,1000,42,"","",[],188,"","","","",0,0,0,"",918,[],"",[],1,[],-1,[]
769,"MAASTitanBossSwordOuter","",[],"",[],[],"",0,"",2,1000,42,"","",[],57,"","","","",0,0,0,"",919,[],"",[],1,[],-1,[]
770,"MAASTitanBossSwordMid","",[],"",[],[],"",0,"",2,1000,42,"","",[],9,"","","","",0,0,0,"",920,[],"",[],1,[],-1,[]
771,"MAASGiantSnakeBossSweepRight90","",[],"",[],[],"",0,"",2,1000,42,"","",[],23,"","","","",0,0,0,"",921,[],"",[],1,[],-1,[]
772,"MAASGiantSnakeBossSweepRight","",[],"",[],[],"",0,"",2,1000,42,"","",[],20,"","","","",0,0,0,"",922,[],"",[],1,[],-1,[]
773,"MAASGiantSnakeBossSweepLeft90","",[],"",[],[],"",0,"",2,1000,42,"","",[],35,"","","","",0,0,0,"",923,[],"",[],1,[],-1,[]
774,"MAASGiantSnakeBossSweepLeft","",[],"",[],[],"",0,"",2,1000,42,"","",[],52,"","","","",0,0,0,"",924,[],"",[],1,[],-1,[]
775,"MAASTitanBossSwordInner","",[],"",[],[],"",0,"",2,1000,42,"","",[],20,"","","","",0,0,0,"",925,[],"",[],1,[],-1,[]
776,"MeleeAtAnimationSpeedUniqueDoNotFaceTarget","",[],"",[],[],"",0,"",2,1000,42,"","",[],"","","","","",0,0,0,"",926,[],"",[],1,[],-1,[]
777,"MeleeAtAnimationSpeedUniqueDoNotFaceTargetOffhand","",[],"",[],[],"",0,"",2,1000,42,"","",[],3,"","","","",0,0,0,"",927,[],"",[],1,[],-1,[]
778,"MeleeAtAnimationSpeedUniqueWithDirectionalKnockback","",[],"",[],[],"",0,"",2,1000,42,"","",[],"","","","","",0,0,0,"",928,[],"",[],1,[],-1,[]
779,"MeleeAtAnimationSpeedUniqueWithDirectionalKnockback2","",[],"",[],[],"",0,"",2,1000,42,"","",[],61,"","","","",0,0,0,"",929,[],"",[],1,[],-1,[]
780,"MeleeAtAnimationSpeedWithDirectionalKnockbackOlroth","",[],"",[],[],"",0,"",2,1000,42,"","",[],"","","","","",0,0,39,"",930,[],"",[],1,[],-1,[]
781,"MeleeAtAnimationSpeedWithDirectionalKnockbackMarakethSentinelMaceBoss","",[],"",[],[],"",0,"",2,2330,42,"","",[],"","","","","",0,0,0,"",931,[],"",[],1,[],-1,[]
782,"MeleeAtAnimationSpeedWithDirectionalKnockbackMarakethSentinelUnarmedBoss","",[],"",[],[],"",0,"",2,1000,42,"","",[],"","","","","",0,0,0,"",5530,[],"",[],1,[],-1,[]
783,"MeleeAtAnimationSpeedWithDirectionalKnockbackFire","",[],"",[],[],"",0,"",2,1000,42,"","",[],"","","","","",0,0,0,"",932,[],"",[],1,[],-1,[]
784,"MeleeAtAnimationSpeedWolfCompanion","",[],"",[],[],"",0,"",2,1000,42,"","",[],"","","","","",0,0,0,"",832,[],"",[],1,[],-1,[]
785,"HusbandMonsterCleave","",[],"",[],[],"",0,"",2,1000,42,"","",[],3,"","","","",0,0,0,"",933,[],"",[],1,[],-1,[]
786,"HusbandMonsterCleaveEmpowered","",[],"",[],[],"",0,"",2,1000,42,"","",[],9,"","","","",0,0,0,"",934,[],"",[],1,[],-1,[]
787,"HusbandMonsterComboAttack","",[],"",[],[],"",0,"",2,1000,42,"","",[],47,"","","","",0,0,0,"",935,[],"",[],1,[],-1,[]
788,"WifeMonsterComboAttack","",[],"",[],[],"",0,"",2,1000,42,"","",[],47,"","","","",0,0,0,"",935,[],"",[],1,[],-1,[]
789,"MeleeAtAnimationSpeedHookThrow","",[],"",[],[],"",0,"",2,1000,42,"","",[],3,"","","","",0,0,0,"",936,[937],"",[],1,[],-1,[]
790,"MeleeAtAnimationSpeedVaalGuardFireArrow","",[],"",[],[],"",0,"",2,1000,42,"","",[],"","","","","",0,0,0,"",938,[],"",[],1,[],-1,[]
791,"MeleeAtAnimationSpeedFireTorch","",[],"",[],[],"",0,"",2,1000,42,"","",[],3,"","","","",0,0,0,"",939,[],"",[],1,[],-1,[]
792,"MeleeAtAnimationSpeedMutantBirdFace","",[],"",[],[],"",0,"",2,1000,42,"","",[],13,"","","","",0,0,0,"",833,[],"",[],1,[],-1,[]
793,"MASBloatedAnchormanDoubleSwing","",[],"",[],[],"",0,"",2,1000,42,"","",[],9,"","","","",0,0,0,"",940,[],"",[],1,[],-1,[]
794,"MASStatueWretchPush","",[],"",[],[],"",0,"",2,1000,42,"","",[],"","","","","",0,0,0,"",941,[],"",[],1,[],-1,[]
795,"MASPrisonerBossShortRange","",[],"",[],[],"",0,"",2,1000,42,"","",[],3,"","","","",0,0,0,"",942,[],"",[],1,[],-1,[]
796,"MASExtraAttackDistance4","",[],"",[],[],"",0,"",2,1000,42,"","",[],70,"","","","",0,0,0,"",943,[],"",[],1,[],-1,[]
797,"MASExtraAttackDistance6","",[],"",[],[],"",0,"",2,1000,42,"","",[],70,"","","","",0,0,0,"",944,[],"",[],1,[],-1,[]
798,"MASChaosGodGorillaExtraAttackDistance9","",[],"",[],[],"",0,"",2,1000,42,"","",[],3,"","","","",0,0,0,"",945,[],"",[],1,[],-1,[]
799,"MASExtraAttackDistance9","",[],"",[],[],"",0,"",2,1000,42,"","",[],3,"","","","",0,0,0,"",946,[],"",[],1,[],-1,[]
800,"MASExtraAttackDistance12","",[],"",[],[],"",0,"",2,1000,42,"","",[],3,"","","","",0,0,0,"",947,[],"",[],1,[],-1,[]
801,"MASExtraAttackDistance20","",[],"",[],[],"",0,"",2,1000,42,"","",[],13,"","","","",0,0,0,"",948,[],"",[],1,[],-1,[]
802,"MASExtraAttackDistance30","",[],"",[],[],"",0,"",2,1000,42,"","",[],3,"","","","",0,0,0,"",949,[],"",[],1,[],-1,[]
803,"MASExtraAttackDistance60","",[],"",[],[],"",0,"",2,1000,42,"","",[],61,"","","","",0,0,0,"",950,[],"",[],1,[],-1,[]
804,"MASFireConvertAltArtFireArrow","",[],"",[],[],"",0,"",2,1000,42,"","",[],61,"","","","",0,0,0,"",951,[],"",[],1,[],-1,[]
805,"MASStepDistance5","",[],"",[],[],"",0,"",2,1000,42,"","",[],47,"","","","",0,0,0,"",952,[],"",[],1,[],-1,[]
