"rownum","Id","Label","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","DamageIncrementalEffectiveness","CopiedStats","bool"
1298,"MPSBlackjawFireball","","[488,4415,6698,11885,5627,2876,16268]","[762,18257]","[1082,50]",1,0.055,0,[],""
1299,"MPSChimeraWetlandsBossFireball","","[488,4415,5627,11885,2876,10057,6698]","[762,645,2428]","[1083,-25,0]",1,0.055,0,[],""
1300,"MPWForsakenSonRubbleToss","","[488,11885,16268,4415,6480,6698,2876,12824]","[762,645,2428,17911,6703,167,1816]","[1083,0,20,2000,65,20,15]",1,0.055,0,[],""
1301,"MPSVaalConstructCannon","","[488,11885,16268,4415,6480,6698]","[762,1065,645]","[1088,40,-40]",2,0.1,0.0175,[],""
1302,"MPAVaalHumanoidCannon","","[488,11885,16268,4415,6480,6698]","[762,1065,645]","[1094,40,-40]",1,0.055,0,[],""
1303,"MPSFallenCrawlerFireProjectile","","[488,11885,4415,6698,16271]","[762,645,18257]","[1090,-40,25]",3,0.1,0.0175,[],""
1304,"MPSFallenGodDivineProjSpam","","[488,11885,4415,6698]",[762],[1092],35,0.1,0.0175,[],""
1305,"MPSSanctumHazardProjSpam","","[488,11885,4415,6698,4385,189]","[762,1065,18257]","[1092,100,50]",35,0.1,0.0175,[],""
1306,"MPAFountainStatueBackStatue1","",[488],[762],[1089],1,0.055,0,[],""
1307,"MPAFountainStatueBackStatue2","",[488],[762],[1090],1,0.055,0,[],""
1308,"MPAFountainStatueBackStatue3","",[488],[762],[1091],1,0.055,0,[],""
1309,"MPAFountainStatueBackStatue4","",[488],[762],[1092],1,0.055,0,[],""
1310,"MPAFountainStatueBackStatue5","",[488],[762],[1093],1,0.055,0,[],""
1311,"MPSExecratusAlchemistFlask1","","[488,4415,5627,11885,16268]","[762,645,2428]","[1093,-37,3]",1,0.055,0,[],""
1312,"MPSExecratusAlchemistFlask2","","[488,4415,5627,11885,16268]","[762,645,2428]","[1094,-37,3]",1,0.055,0,[],""
1313,"MPSTwilightClericProjectile","","[488,4415,5627,11885]","[762,645]","[1095,-37]",2.6,0.1,0.0175,[],""
1314,"MPWExecratusBlackPrinceLacerate1","","[488,6698,4415,5627,4385,189]","[762,167,2445,1065]","[1095,0,15,100]",1,0.055,0,[],""
1315,"MPWExecratusBlackPrinceLacerate2","","[488,6698,4415,5627,4385,189]","[762,167,2445,1065]","[1096,0,15,100]",1,0.055,0,[],""
1316,"MPWExecratusBlackPrinceLacerate3","","[488,6698,4415,5627,4385,189]","[762,167,2445,1065]","[1097,2,35,100]",1,0.055,0,[],""
1317,"MPSHarborGuardBossShieldProj","","[488,11885]",[762],[1096],1,0.055,0,[],""
1318,"MPWMarakethWarriorBowAttack","","[816,817,11885,4415,6698,5627,10057]",[762],[1098],1,0.055,0,[],""
1319,"MPSRatKingVomitChunk","","[488,4415,5627,11885,16268]","[762,17911,2428]","[1097,3000,20]",2.5,0.1,0.0175,[],""
1320,"MPWOverheadBabyToss","","[488,6698,4415,5627,11885,16268,2876]","[762,1193]","[1099,65]",1,0.055,0,[],""
1321,"MPWBabyBowling","","[488,6698,4415,5627,11885,16268,2876]","[339,349,1193]","[1,900,65]",1,0.055,0,[],""
1322,"MPSSolarisMonsterVomit","","[488,4415,5627,11885,16268,2876]","[762,17911,2428]","[1098,3000,22]",1,0.055,0,[],""
1323,"MPSDwarvenPipeBossRadialSmoke","","[488,2378,2876,13643]","[762,18425,1816]","[1099,30,130]",0,0.055,0,[],""
1324,"MPSDwarvenPipeBossForwardSmoke","","[488,2378,13643]","[762,169]","[1100,0]",1,0.055,0,[],""
1325,"MPSCreepyHagProjectile","","[488,6698,4415,5627,11885,192]","[762,7001,18453,645]","[1101,20,-20,-20]",3,0.1,0.0175,[],""
1326,"MPSBalbalaCoin","","[488,6698,4415,5627,11885,2876,16271]",[762],[1102],1,0.055,0,[],""
1327,"MPWKinahraChargedProjectile","","[488,11885,6698,4415,5627]","[5834,762,1067]","[1,1101,50]",1,0.055,0,[],""
1328,"MPWHuntingGroundBurrowerSpit","","[488,4415,5627,11885,2876,16271]","[762,17911,2428,645]","[1102,1850,4,-27]",1,0.055,0,[],""
1329,"MPWRitualBurrowerSpit","","[488,4415,5627,11885,2876,16271]","[762,17911,2428,645]","[1148,1850,4,-27]",1,0.055,0,[],""
1330,"MPWSpiresBurrowerSpit","","[488,4415,5627,11885,2876,16271]","[762,17911,2428]","[1130,0,3]",1,0.055,0,[],""
1331,"MPSSkeletonMancerBasicProj","","[488,6698,4415,5627,11885]","[762,645]","[1103,-30]",1,0.055,0,[],""
1332,"MPSBasicSkeletonProjectileFire","","[488,6698,4415,5627,11885]","[762,645,18257]","[1104,-30,100]",2.5,0.1,0.0175,[],""
1333,"MPSBasicSkeletonProjectileLightning","","[488,6698,4415,5627,11885]","[762,645,18258]","[1105,-30,100]",2.5,0.1,0.0175,[],""
1334,"MPSBasicSkeletonProjectileCold","","[488,6698,4415,5627,11885]","[762,645,18453]","[1106,-30,100]",2.25,0.1,0.0175,[],""
1335,"MPWFarudinCorpseStriderSpearThrow","","[488,4415,16271,11885]","[762,645,1067]","[1103,-40,60]",1,0.055,0,[],""
1336,"MPWRudjaGasGrenade","","[488,4415,5627,11885,2876,16268,18431]","[762,645,2428,18425]","[1107,-30,2,1]",1,0.055,0,[],""
1337,"MPWRudjaTarGrenade","","[488,4415,5627,11885,2876,16268,18431]","[762,645,2428,5834]","[1105,-30,2,1]",1,0.055,0,[],""
1338,"MPWRudjaTarGrenadeTriggered","","[488,4415,5627,11885,2876,16268]","[762,645,2428,5834]","[1111,-30,12,1]",1,0.055,0,[],""
1339,"MPWRudjaFlashbang","","[488,4415,5627,11885,2876,16271,18684]","[762,645,2428,5834,18462]","[1106,-30,5,1,250]",1,0.055,0,[],""
1340,"MPWRudjaFlashbangTriggeredReference","","[488,4415,5627,11885,2876,16268]","[762,645,2428,5834,18462]","[1110,-30,5,1,250]",1,0.055,0,[],""
1341,"MPWRudjaExplosiveGrenade","","[488,4415,5627,11885,2876,16268,18431]","[762,645,2428,18425]","[1104,-30,9,3]",1,0.055,0,[],""
1342,"MPWRudjaExplosiveGrenadeTargetLocationLow","","[488,4415,5627,11885,2876,18431,16271]","[762,645,2428,18425]","[1112,-30,2,1]",1,0.055,0,[],""
1343,"MPWRudjaExplosiveGrenadeTargetLocationHigh","","[488,4415,5627,11885,2876,18431,16271]","[762,645,2428,18425]","[1113,-30,2,1]",1,0.055,0,[],""
1344,"MPSCorruptedCourtGuardFireball","","[488,4415,5627,11885]","[762,645,18257]","[1107,-30,50]",3.3,0.1,0.0175,[],""
1345,"MPSHusbandMonsterCleaveBalls","","[488,4415,5627,11885,6480]","[762,645,2615]","[1108,-30,100]",7.5,0.1,0.0175,[],""
1346,"MPSSkeletonSnakeBossSoulerCoaster","","[488,4415,5627,11885,6698,16271,2876]","[762,645]","[1110,-30]",1,0.055,0,[],""
1347,"MPWInfectedMercIncendiaryBolt","","[488,4415,5627]","[762,17546,1065]","[1109,40,80]",1,0.055,0,[],""
1348,"MPSSkeletalKnightShieldProjectile","","[488,4415,5627,11885]","[762,645,2428]","[1111,-30,3]",3.5,0.1,0.0175,[],""
1349,"MPAMudBurrowerBloodProj","","[488,4415,5627,11885,2876,16271]","[762,17911,2428,17546]","[1115,3000,3,11]",1,0.055,0,[],""
1350,"MPAMudBurrowerGoopSmallBall","","[488,4415,5627,11885,2876,16271]","[762,17911,2428]","[1116,0,10]",1,0.055,0,[],""
1351,"MPAMudBurrowerGoopBigBall","","[488,4415,5627,11885,2876,16271]","[762,17911,2428]","[1117,0,3]",1,0.055,0,[],""
1352,"MPAMudBurrowerSprayProj","","[488,4415,6480,11885,2876,16271]","[762,17911,2428]","[1118,0,8]",1,0.055,0,[],""
1353,"MPACountsGuardSpike","","[488,4415,11885,16271,7898]","[762,17911,167,17546]","[1119,50,6,55]",1,0.055,0,[],""
1354,"MPABaronHumanEpicThrustProj","","[488,4415,5627,6480,18672,4385]","[762,18453,1066,2615]","[1120,500,75,100]",1,0.055,0,[],""
1355,"MPSSandGolemancerProjectile","","[488,4415,5627,11885]","[762,645]","[1113,-30]",5,0.1,0.0175,[],""
1356,"MPWDrudgeExplosiveGrenade","","[488,4415,5627,11885,2876,18431,16268,7898]","[762,645,2428,167,3086]","[1121,-30,18,2,30]",1,0.055,0,[],""
1357,"MPWTitanBossRockSpray","","[488,4415,5627,11885,16271]","[762,645]","[1122,80]",1,0.055,0,[],""
1358,"MPWTitanBossRockThrow","","[488,4415,5627,11885,16268,12824,6698]","[762,645,6703,2428,18425]","[1123,100,30,15,1]",1,0.055,0,[],""
1359,"MPSBaronBossCorruptWolfIceBreath","","[488,4415,5627,11885,16268]","[762,2428,17911]","[1114,40,800]",3.15,0.1,0.0175,[],""
1360,"MPWPerennialKingGlassSpearToss","","[488,4415,11885,4385]","[762,1067]","[1125,25]",1,0.055,0,[],""
1361,"MPWPerennialKingObsidianMinigun","","[488,11885,16271]","[762,2428,17911,11459,6703,1067]","[1127,0,400,250,20,25]",1,0.055,0,[],""
1362,"MPSDoryaniHumanBossFireballPrimary","","[488,6480,4415,6698,11885,5627,18622,16268,2876]","[762,17911,18615,18676]","[1115,1,-90,-100]",1,0.055,0,[],""
1363,"MPSDoryaniHumanBossFireballSecondary","","[488,11885,16271]","[762,2428,17911,11459,6703,5834]","[1116,0,981,150,0,1]",7,0.1,0.0175,[],""
1364,"MPSDoryaniHumanBossCrystalTossLeft","","[488,4415,5627,11885,2876,16268,18431,18622,2876,7898]","[762,645,2428]","[1117,-30,13]",1,0.055,0,[],""
1365,"MPSDoryaniHumanBossCrystalTossRight","","[488,4415,5627,11885,2876,16268,18431,18622,2876,7898]","[762,645,2428]","[1117,-30,13]",1,0.055,0,[],""
1366,"MPAViperLegionnaireClawToss","","[488,6480,4415,6698,11885,16268]","[762,645]","[1128,-70]",1,0.055,0,[],""
1367,"ViperNapuatziLightningSpear","","[488,4415,6698,11885,13643]","[1067,10102,17546]","[60,10,80]",1,0.055,0,[],""
1368,"MPSVoodooKing2SpellProjectile","","[488,4415,6698,11885,5627,10057]","[762,645,2615]","[1121,-40,400]",4.5,0.1,0.0175,[],""
1369,"MPSVoodooKing3SpellProjectile","","[488,4415,6698,11885,6480,2378,10057,16268]","[762,6703,169,645,2615]","[1123,50,0,-40,60]",4.5,0.1,0.0175,[],""
1370,"MMSSummonScarabs","","[488,4415,6698,11885]",[762],[1124],1,0.055,0,[],""
1371,"MPWBalbalaKnifeSummon","","[488,4415,6698,11885,2876]","[762,645,167,2428]","[1131,-30,2,20]",1,0.055,0,[],""
1372,"MPWBalbalaPoisonKnife","","[488,4415,6698,11885,2231]","[762,2615]","[1132,80]",1,0.055,0,[],""
1373,"MPSPlagueNymphRailGun","","[488,4415,6698,11885,4385]","[762,1067,645,2615]","[1125,60,-50,-60]",3.25,0.22,0.013,[],""
1374,"MPWProcessionBowFireArrow","","[488,4415,6698,11885,4385,16268]","[762,1065,645]","[1133,70,-40]",1,0.055,0,[],""
1375,"MPSVaalHumanoidPyramidHandsGrenade","","[488,4415,5627,11885,2876,16268,18431]","[762,645,2428,17911]","[1126,-30,9,3000]",1,0.055,0,[],""
1376,"MPSVaalHumanoidShieldLegsGrenade","","[488,4415,5627,11885,2876,16268,18431]","[762,645,2428,17911,6703]","[1127,-30,20,3000,25]",1,0.055,0,[],""
1377,"MPSVaalHumanoidCannonNapalmMiniBlob","","[488,16271]","[762,167,2428,6703,166]","[1128,2,15,25,1]",1.5,0.1,0.0175,[],""
1378,"MPSUndeadMarakethPriestMagmaOrb","","[488,16271,5627,4415,6698,11885,6480,2378,10057]","[762,167,2428,6703,166]","[1129,2,15,25,3]",1,0.055,0,[],""
1379,"MPAMudBurrowerVomitProj","","[488,4415,6480,11885,2876,16268]",[762],[1118],1,0.055,0,[],""
1380,"MPSBloodBatherFlailFireBall","","[488,4415,6480,11885,16268,2876,7898]","[762,2428,645,167]","[1130,6,-40,4]",1,0.055,0,[],""
1381,"MPSVaalStormcallerBouncingLightning","","[488,4415,11885,18431,5627,16268,7898]","[762,17911,2428,645,167]","[1131,15000,20,-50,81]",1,0.055,0,[],""
1382,"MPSCauldronCroneBasic","","[488,4415,10057]","[762,645,3086]","[1132,-20,15]",2.5,0.1,0.0175,[],""
1383,"MPSChimeraWetlandsBossLightningBreath","","[488,4415,11885,16268,4385,6698,18431]","[762,645]","[1134,-20]",3,0.1,0.0175,[],""
1384,"MPSChimeraWetlandsBossChaosSpray","","[488,4415,11885,16268,6698,2876]","[762,645,17911]","[1135,-35,2000]",1,0.055,0,[],""
1385,"MPSChimeraWetlandsBossChaosSprayPillar","","[488,4415,11885,16268,6698,19136]","[762,645]","[1135,0]",1,0.1,0.0175,[],""
1386,"MPAVaalGoliathLivingCannisterCrystal","","[488,4415,5627,11885,2876,16268,18431]","[762,17911,6703]","[1134,1381,0]",1,0.055,0,[],""
1387,"MPAVaalAxeThrowerAxe","","[488,4415,5627,11885,16271]","[762,17911,6703,645]","[1135,1981,0,-15]",1,0.055,0,[],""
1388,"MPADoryaniCrabLegToss","","[488,4415,11885,2876,16271]",[762],[1136],1,0.055,0,[],""
1389,"MPSDoryaniCrabLightningCage","",[488],"[762,167,2428,6703,18258]","[1138,2,40,20,60]",6,0.1,0.0175,[],""
1390,"MPSDoryaniCrabLightningCageCorrupt","",[488],"[762,167,2428,6703,18258]","[1138,2,40,20,60]",7.5,0.1,0.0175,[],""
1391,"ViperNapuatziLightningSpearSecondary","",[488],"[762,1067,10102,167]","[1137,60,200,3]",1,0.055,0,"[1067,10102,13643]",""
1392,"MPSTheTrialMasterFireProjectile","","[488,4415,5627,11885,16268]",[762],[1348],3,0.1,0.0175,[],""
1393,"MPSTheTrialMasterColdProjectile","","[488,4415,5627,11885,16268]",[762],[1349],3,0.1,0.0175,[],""
1394,"MPSTheTrialMasterLightningProjectile","","[488,4415,5627,11885,16268]",[762],[1350],3,0.1,0.0175,[],""
1395,"SilentSpiresApparitionThrowLightning","","[488,4415,11885]","[5625,5626,17546,1264,5624]","[250,1000,65,11,5]",1,0.1,0.0175,[],""
1396,"SilentSpiresApparitionThrowLightningLeft","","[488,4415,11885]","[5625,5626,17546,1264,5624]","[250,1000,65,11,5]",1,0.1,0.0175,[],""
1397,"MPSSilentSpiresApparitionPortalBallLightningLeft","","[488,6480,4415,6698,18903]","[762,11459,3086,2428]","[1352,300,35,3]",4.5,0.1,0.0175,[],""
1398,"MPSSilentSpiresApparitionTemporalChainsLightning","","[488,4415,6698,2876]",[762],[1353],1,0.1,0.0175,[],""
1399,"MPSSilentSpiresApparitionPortalBallLightningSingle","","[488,6480,4415,18903]","[762,11459,3086,2428]","[1352,300,35,3]",4.5,0.1,0.0175,[],""
1400,"SOSilentSpiresApparitionElipticalOrbitBall","",[],[],[],1,0.1,0.0175,[],""
1401,"MPSViperNapuatziPoisonSpray","","[488,2231,16268]","[762,2428]","[1357,4]",3,0.1,0.0175,[],""
1402,"MPSTheTrialMasterOmegaBolt","","[488,6480,4415,6698]","[762,6466,10173]","[1358,300,30]",6,0.1,0.0175,[],""
1403,"MPSTheTrialMasterOmegaBoltTriggered","","[488,6480,4415,6698]","[762,6466,10173]","[1358,300,30]",4,0.1,0.0175,[],""
1404,"MPSBreachEliteFallenLunarisMonsterChaosSpark","","[488,4415,5627,11885,16268,18431,7898]","[762,167,2428]","[1360,5,12]",3.25,0.1,0.0175,[],""
1405,"MPWScorpionBossPoisonSpray","","[488,2231,4415,6698,16271,19127,2378]","[762,2428]","[1138,6]",1,0.055,0,[],""
1406,"MPSBreachEliteBoneProjectile","","[488,4415,5627,11885]","[762,645]","[1361,-30]",3,0.1,0.0175,[],""
1407,"MPSBreachElitePaleEliteSpiritBomb","","[488,6480,4415,6698,2876,18672,18659]","[762,11459]","[1362,300]",1,0.055,0,[],""
1408,"MPSBreachBossFlickProjectile","","[488,4415,5627,11885,16268,4385]",[762],[1364],1,0.055,0,[],""
1409,"MPSDemonClawBossFireball","","[488,11885,10057,5627,6698,6480,19127,4415,2876]",[762],[1365],1,0.1,0.0175,[],""
1410,"MPSDemonClawBossWingBombMega","","[488,11885,10057,4415,5627,6698]",[762],[1366],1,0.1,0.0175,[],""
1411,"MPSDemonClawBossWingBombsMini","","[488,11885,10057]","[762,11459]","[1367,250]",4.5,0.1,0.0175,[],""
1412,"MPSViperNapuatziProjectileBarrage","","[488,4415,6698,2231,7898]","[762,167,645]","[1038,10,-20]",3,0.1,0.0175,[],""
1413,"MPSBreachBossTulProjectile","","[488,4415,6698]",[762],[1368],4.5,0.1,0.0175,[],""
1414,"MPSBreachBossMultiFlick","","[488,4415,6698,16271,17270]","[762,645,17911,10173]","[1369,-20,1,30]",15,0.1,0.0175,[],""
1415,"MPSChaosGodTriHeadLizardBasicProjectile","","[488,4415,5627,11885,16271,7898]","[762,645,167,2428,3086]","[1370,-30,2,16,10]",3,0.1,0.0175,[],""
1416,"MPWScorpionBossPoisonDartTrap","","[488,2231,18903,6698,4415]","[762,11459]","[1143,250]",1,0.055,0,[],""
1417,"MPWSanctumDartTrap","","[488,2231,18903,6698,4415]","[762,11459]","[1143,250]",1,0.055,0,[],""
1418,"MPSRattlecageVolcano","","[488,11885,10057,5627,4415,13268,16271,2378]",[762],[1371],4.5,0.1,0.0175,[],""
1419,"MPSChimeraWetlandsBossFireballPillar","","[488,11885,4415,5627,6698,2378,7898,16271,6698]",[762],[1372],4,0.1,0.0175,[],""
1420,"MPSTheTrialMasterOmegaBoltNormal","","[488,6480,4415,6698]","[762,6466,10173]","[1358,300,30]",6,0.1,0.0175,[],""
1421,"MPSBreachBossHeadFireball","","[488,4415,6698,16268,2876]",[762],[1373],1,0.055,0,[],""
1422,"MPSUltimatumTurretFireProjectile","","[488,6480,4415,6698]","[762,18257]","[1374,200]",3,0.1,0.0175,[],""
1423,"MPSRattlecageVolcanoNova","","[488,11885,10057,5627,4415,13268,1738,16268,2378]","[762,167,6703]","[1371,9,80]",4.5,0.1,0.0175,[],""
1424,"GSSilentSpiresApparitionTemporalChainsLightningImpact","","[603,11885,488]",[],[],9,0.1,0.0175,[],""
1425,"MPSShrineCold","","[488,4415,5627,11885,16268,7898,6698]","[762,17630]","[1375,200]",4,0.1,0.0175,[],""
1426,"MPSShrineColdPlayer","","[488,4415,5627,11885,16268,7898,6698]","[762,17630]","[1375,200]",1,0.1,0.04,[],""
1427,"MPSDemonClawBossPulsingBall","","[488,10057,18903,2378,2722]","[762,167,11459]","[1376,59,250]",10,0.1,0.0175,[],""
1428,"MPWMonsterLightningArrow","","[488,4415,6698,11885,16268,2876]","[762,1067,645,18258]","[1145,70,-40,100]",1,0.055,0,[],""
1429,"MPWTriHeadLizardPosionSpray","","[488,4415,5627,11885,2876,16268,18431,13643,4385,2876]","[762,645,2428,18425]","[1146,-30,2,1]",1,0.055,0,[],""
1430,"MPWBreachBatSpineProjectile","","[488,4415,5627,11885,16268,7898,6698,2876]","[762,645,2428,18425,3086]","[1147,-30,7,4,20]",1,0.055,0,[],""
1431,"MPSMonsterModBombardier","","[488,11885,16271,2378,2378]","[762,17911]","[1379,100]",2,0.1,0.0175,[],""
1432,"MPSUltimatumTurretLightningProjectile","","[488,6480,4415,6698]","[762,18258]","[1380,200]",3,0.1,0.0175,[],""
1433,"MPSUltimatumTurretLightningProjectileUpgraded","","[488,6480,4415,6698]","[762,167,3086,18258]","[1380,4,20,200]",3,0.1,0.0175,[],""
1434,"MPSUltimatumTurretFireballPrimary","","[488,6480,4415,6698,11885,5627,16268,2876]","[762,17911,6703]","[1381,450,25]",1,0.055,0,[],""
1435,"MPSUltimatumTurretFireballSecondary","","[488,11885,16271]","[762,2428,17911,11459,6703,5834]","[1382,0,981,150,0,1]",4.5,0.1,0.0175,[],""
1436,"MPSDruidicFungusZombieTreeHollowProjectile","","[488,11885,10057,4415,5627,6698,6480,16268,18684,18431,2378,7898,19127,18903,2378,2876]","[762,2428,3086]","[1383,15,15]",1,0.055,0,[],""
1437,"MPSDruidicFungusZombieTreeHollowBarrage","","[488,11885,10057,4415,5627,6698,6480,16268,18684,18431,2378,19127,18903,2378,2876,7898]","[762,2428,3086,167]","[1383,25,100,7]",1,0.055,0,[],""
1438,"MPWBreachBossSpiderWeb","","[488,11885,16271,6480,4415,6698,19136]","[762,2428,17911,11459,6703,5834]","[1149,0,981,150,0,1]",1,0.055,0,[],""
1439,"MPSColdEssenceProjectileNova","","[488,6698,4415,11885,18903,1738]","[167,762,2019]","[50,1385,70]",5,0.1,0.0175,[],""
1440,"MPSColdEssenceDeliveryProjectile","","[488,11885,10057,4415,5627,6698,6480,16271,18684,18431,2378,7898,19127,18903,2378,2876]",[762],[1386],3,0.1,0.0175,[],""
1441,"MPSSanctumHazardPortalProjectile","","[488,6480,4415,6698]","[762,11459]","[1387,300]",4,0.1,0.0175,[],""
1442,"MPWBlackStriderWebProjectile","","[488,11885,16271,6480,4415,6698,2876]","[762,17911]","[1150,1500]",1,0.055,0,[],""
1443,"MPWBlackStriderWebProjectileSanctum","","[488,11885,16271,6480,4415,6698,7898]","[762,17911,167,2428]","[1151,1300,3,20]",1,0.055,0,[],""
1444,"MPSAttributeEssenceCrystalProj","","[488,4415,6698,11885,2876]","[762,645]","[1152,-30]",1.3,0.1,0.0175,[],""
1445,"MPSTheTrialMasterOmegaBoltTimeStop","","[488,6480,4415,6698]","[762,6466,10173]","[1358,300,30]",6,0.1,0.0175,[],""
1446,"MPSSanctumShellMonsterVolcano","","[488,11885,10057,5627,4415,13268,16271,2378]",[762],[1388],2,0.1,0.0175,[],""
1447,"MPSAncestralTotemSpiritSoulCasterProjectile","","[488,4415,6698]","[762,645]","[1389,-40]",1,0.055,0,[],""
1448,"MPSOmnitectTurretProj","","[488,11885,10057,4415,5627,6698,6480,16268,16271,18684,18431,2378,7898,19127,18903,2378,12824,2876]",[762],[1390],1,0.055,0,[],""
1449,"MPWHellscapePaleBossSnipe","","[488,4415,6698,11885,6480,4385]","[762,1193,5834,645]","[155,50,1,-40]",1,0.055,0,[],""
1450,"MPWHellscapePaleBossAxeToss","","[488,4415,6698,11885,4385]","[762,5834]","[154,1]",1,0.055,0,[],""
1451,"MPWHellscapePaleBossAxeToss2","","[488,4415,6698,11885,4385]","[762,5834]","[156,1]",1,0.055,0,[],""
1452,"MPSSanctumWispProj","","[6698,4415,488]","[762,645]","[1393,-45]",1,0.391,0.0127,[],""
1453,"MPWSpiresBurrowerSpitSanctum","","[488,4415,5627,11885,2876,16271]","[762,17911,2428]","[1154,0,3]",1,0.055,0,[],""
1454,"MPSStrongboxChaosProjectile","","[488,4415,5627,11885,7898,17969]","[762,645,17911]","[1394,-30,0]",2.25,0.1,0.0175,[],""
1455,"MPWqwe_MPSqwe_MPAqwe_NEW_ENTRIES_GO_ABOVE_ME","","[488,11885,10057,4415,5627,6698,6480,16268,16271,18684,18431,2378,7898,19127,18903,2378]",[762],[1000],1,0.055,0,[],""
1456,"BrutusSpikedGround","","[603,1886]",[2615],[-30],0.42,0.1,0.0175,[],""
1457,"BrutusGroundSlam","","[603,191]","[619,17749,19121,19122,19123]","[120,100,200,8,3]",1,0.055,0,[],""
1458,"Heal","",[],"[349,439]","[1000,600]",1,0.055,0,[],""
1459,"ArchnemesisConsecrate","",[8409],"[349,439,5553]","[6000,120,30]",1,0.055,0,[],""
1460,"ArchnemesisPoachersMark","",[],"[349,1001,2360,2361,2359,5553]","[8800,-20,9,9,100,24]",1,0.055,0,[],""
1461,"TreasureGolemSummonAnimatedWeapon","","[2386,2423,2387]","[850,2096]","[176,4]",1,0.055,0,[],""
1462,"BatScreech","",[603],[],[],1.625,0.1,0.0175,[],""
1463,"BatScreechGeometrySpell","",[603],[18693],[20],2.2666,0.1,0.0175,[],""
1464,"CorpseWheelCharge","","[1808,675,610,1146,13799]","[171,452,453,13761]","[176,10,32,33]",1,0.055,0,[],""
1465,"IncursionMapDeviceWaterVortex","","[603,488]","[1750,1067,5834,5553]","[30,75,1,-25]",1.5,0.1,0.0175,[],""
1466,"DesertLeaperDodgeLeftShort","",[],"[2554,1194]","[12,-25]",1,0.055,0,[],""
1467,"DesertLeaperDodgeLeftMedium","",[],"[2554,1194]","[18,-25]",1,0.055,0,[],""
1468,"DesertLeaperDodgeLeftFar","",[],"[2554,1194]","[24,-25]",1,0.055,0,[],""
1469,"DesertLeaperDodgeRightShort","",[],"[2419,2554,1194]","[1,12,-25]",1,0.055,0,[],""
1470,"DesertLeaperDodgeRightMedium","",[],"[2419,2554,1194]","[1,18,-25]",1,0.055,0,[],""
1471,"DesertLeaperDodgeRightFar","",[],"[2419,2554,1194]","[1,24,-25]",1,0.055,0,[],""
1472,"KaruiSpiritDodgeLeft","",[],[2554],[20],1,0.055,0,[],""
1473,"KaruiSpiritDodgeRight","",[],"[2419,2554]","[1,20]",1,0.055,0,[],""
1474,"FallenGodBossDodgeFwd","",[12824],"[2419,2554]","[2,30]",1,0.055,0,[],""
1475,"FallenGodBossDodgeBwd","",[12824],"[2419,2554]","[3,30]",1,0.055,0,[],""
1476,"FallenGodBossDodgeLeft","",[12824],"[2419,2554]","[0,30]",1,0.055,0,[],""
1477,"FallenGodBossDodgeRight","",[12824],"[2419,2554]","[1,30]",1,0.055,0,[],""
1478,"EAADemonClawBossDodgeForwards","","[12824,11885,19136]",[],[],1,0.055,0,[],""
1479,"EAADemonClawBossDodgeBackwards","","[12824,11885,19136]",[],[],1,0.055,0,[],""
1480,"EAADemonClawBossDodgeLeft","","[11885,19136]",[],[],1,0.055,0,[],""
1481,"EAADemonClawBossDodgeRight","","[11885,19136]",[],[],1,0.055,0,[],""
1482,"VaalincursionMortar","","[603,488,4415]","[2428,645,5851,3085,5553]","[10,-40,5,10,-40]",1.955,0.1,0.0175,[],""
1483,"IncursionGrenadeMortar","","[603,488,4415]","[2428,3085,1065,5834]","[5,20,50,1]",2.7,0.1,0.0175,[],""
1484,"IncursionGrenadeMortarSecondary","","[603,488,1738,6460]","[2428,3085,167,6467]","[8,20,8,20]",2.7,0.1,0.0175,[],""
1485,"DelveMonkeyAzuriteMortar","","[603,488,4415,2876]","[3085,5553]","[15,-75]",2,0.1,0.0175,[],""
1486,"DeliriumDemonPhysWeaponToss","","[603,488,6698,4415,8394]","[1816,3085,5834,5553]","[50,30,1,-30]",1,0.1,0.0175,[],""
1487,"DeliriumDemonPhysWeaponTossUnique","","[603,488,6698,4415,8394,191]","[1816,3085,5834,5553]","[50,30,1,-30]",1,0.1,0.0175,[],""
1488,"DeliriumBossPhysMortarSpray","","[603,488,4415,4385,11762,11885]","[167,2428,3085,645]","[1,10,15,0]",1,0.1,0.0175,[],""
1489,"DeliriumMinionVomitMortar","","[603,488,4415,6480,4385,2876,11885,16271]","[2428,169,762]","[15,15,1140]",1,0.1,0.0175,[],""
1490,"DeliriumLightningBallBombard","","[603,488,4415,6480,4385,18671,18658]","[3085,2428,644]","[12,13,100]",2.5,0.1,0.0175,[],""
1491,"DeliriumLightningBallBombardTriggered","","[603,488,4415,6480,4385,18671,18658]","[3085,2428,644]","[12,13,100]",2.5,0.1,0.0175,[],""
1492,"DeliriumLightningBallBombardUnique","","[603,488,4415,6480,4385,18671,18658]","[3085,2428,644]","[12,13,100]",2.75,0.1,0.0175,[],""
1493,"DeliriumLightningBallBombardTriggeredUnique","","[603,488,4415,6480,4385,18671,18658]","[3085,2428,644]","[12,13,100]",2.75,0.1,0.0175,[],""
1494,"DeliriumCorpseMortar","","[603,488,4415,4385,6698,8394]","[5834,3085]","[1,25]",1,0.1,0.0175,[],""
