"rownum","Id","Characters","Text","[string]","row","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","i32","i32","bool","i32","i32","i32"
2728,"EntryBanterNilesToKarst",[],"Confidence, not cockiness, will ensure success.","[""Audio/Dialogue/NPC/Niles/Niles_143_A.ogg""]",338,22151168,0,131072,0,65536,65536,0,889192448,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",996624,0,100
2729,"EntryBanterNilesKarstMockingReply",[],"Confidence, not cockiness, will ensure success.","[""Audio/Dialogue/NPC/Karst/Karst_61_A.ogg""]",338,22151168,0,131072,0,65536,65536,0,900726784,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",996800,0,100
2730,"EntryBanterNilesToKarstTwo",[],"That is always what an interrogator wanted to hear: his own words repeated back to him with desperation.","[""Audio/Dialogue/NPC/Niles/Niles_143_B.ogg""]",338,22151168,0,131072,0,65536,65536,0,925368320,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",997176,0,100
2731,"EntryBanterHuckToKarst",[],"Focus up everyone. Job comes first.","[""Audio/Dialogue/NPC/Huck/Huck_39_A.ogg""]",338,22151168,0,131072,0,65536,65536,0,940048384,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",997400,0,100
2732,"EntryBanterHuckKarstReply",[],"Not according to the rumours I heard about you.","[""Audio/Dialogue/NPC/Karst/Karst_62_A.ogg""]",338,22151168,0,131072,0,65536,65536,0,956956672,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",997658,0,100
2733,"EntryBanterGiannaToKarst",[],"Stick to the script everyone.","[""Audio/Dialogue/NPC/Gianna/Gianna_38_A.ogg""]",338,22151168,0,131072,0,65536,65536,0,971636736,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",997882,0,100
2734,"EntryBanterGiannaKarstReply",[],"Was there a script? I didn't get one.","[""Audio/Dialogue/NPC/Karst/Karst_63_A.ogg""]",338,22151168,0,131072,0,65536,65536,0,987496448,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",998124,0,100
2735,"ExitBanterKarstToIsla",[],"Triumph! Riches!","[""Audio/Dialogue/NPC/Karst/Karst_66_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,999817216,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",998312,0,100
2736,"ExitBanterKarstIslaReply",[],"New materials to experiment with! I'll turn gold into lead!","[""Audio/Dialogue/NPC/Isla/Isla_163_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1018036224,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",998590,0,100
2737,"ExitBanterKarstToIslaTwo",[],"You tryin' to make me angry?","[""Audio/Dialogue/NPC/Karst/Karst_66_B.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1032323072,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",998808,0,100
2738,"ExitBanterKarstToVinderi",[],"Dunno 'bout you, but I'm ready to go home and celebrate.","[""Audio/Dialogue/NPC/Karst/Karst_67_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1050279936,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",999082,0,100
2739,"ExitBanterKarstVinderiReply",[],"Celebrate what? What did I miss?","[""Audio/Dialogue/NPC/Vinderi/Vinderi_68_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1066008576,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",999322,0,100
2740,"ExitBanterKarstToNenet",[],"See that, Nenet? See what you're missin' out on?","[""Audio/Dialogue/NPC/Karst/Karst_68_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1082654720,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",999576,0,100
2741,"ExitBanterKarstNenetReply",[],"I see everything. Flaws and all.","[""Audio/Dialogue/NPC/Nenet/Nenet_155_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1097728000,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",999806,0,100
2742,"ExitBanterKarstToNiles",[],"Make way, Adiyah. Karst needs to pray at the altar of beer.","[""Audio/Dialogue/NPC/Karst/Karst_69_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1115815936,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1000082,0,100
2743,"ExitBanterKarstNilesReply",[],"At last, a belief system I can get behind.","[""Audio/Dialogue/NPC/Niles/Niles_158_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1132199936,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1000332,0,100
2744,"ExitBanterKarstToHuck",[],"Honestly didn't think we'd make it.","[""Audio/Dialogue/NPC/Karst/Karst_70_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1147011072,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1000558,0,100
2745,"ExitBanterKarstHuckReply",[],"Honestly kind of wish you didn't. Sorry. Too mean. Sorry.","[""Audio/Dialogue/NPC/Huck/Huck_64_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1164836864,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1000830,0,100
2746,"ExitBanterKarstToGianna",[],"Time to celebrate, yeah?","[""Audio/Dialogue/NPC/Karst/Karst_71_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1178468352,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1001038,0,100
2747,"ExitBanterKarstGiannaReply",[],"Count me in!","[""Audio/Dialogue/NPC/Gianna/Gianna_63_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1191182336,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1001232,0,100
2748,"ExitBanterIslaToKarst",[],"Anyone got a quill? Had an idea on the run out of here.","[""Audio/Dialogue/NPC/Isla/Isla_164_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1208483840,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1001496,0,100
2749,"ExitBanterIslaKarstReply",[],"Oi, give your big brain a break, yeah? You earned it.","[""Audio/Dialogue/NPC/Karst/Karst_75_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1226047488,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1001764,0,100
2750,"ExitBanterVinderiToKarst",[],"Wait, is this where we came in?","[""Audio/Dialogue/NPC/Vinderi/Vinderi_59_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1241251840,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1001996,0,100
2751,"ExitBanterVinderiKarstReply",[],"We're done, Vindy-boy! Enjoy it!","[""Audio/Dialogue/NPC/Karst/Karst_76_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1256456192,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1002228,0,100
2752,"ExitBanterNenetToKarst",[],"Success, but still room for improvement.","[""Audio/Dialogue/NPC/Nenet/Nenet_156_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1272184832,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1002468,0,100
2753,"ExitBanterNenetKarstReply",[],"Nothin's ever good enough for you, eh?","[""Audio/Dialogue/NPC/Karst/Karst_77_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1287913472,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1002708,0,100
2754,"ExitBanterNilesToKarst",[],"Our persistence is rewarded. Even the supposed gods couldn't--","[""Audio/Dialogue/NPC/Niles/Niles_159_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1306525696,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1002992,0,100
2755,"ExitBanterNilesKarstReply",[],"Oh, give it a rest.","[""Audio/Dialogue/NPC/Karst/Karst_78_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1319763968,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1003194,0,100
2756,"ExitBanterHuckToKarst",[],"Messy in parts, Karst, but we got there.","[""Audio/Dialogue/NPC/Huck/Huck_55_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1334968320,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1003426,0,100
2757,"ExitBanterHuckKarstReply",[],"Why're you singling me out?","[""Audio/Dialogue/NPC/Karst/Karst_79_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1349124096,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1003642,0,100
2758,"ExitBanterGiannaToKarst",[],"Take a bow, everyone!","[""Audio/Dialogue/NPC/Gianna/Gianna_54_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1362624512,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1003848,0,100
2759,"ExitBanterGiannaKarstReply",[],"And a drink!","[""Audio/Dialogue/NPC/Karst/Karst_80_A.ogg""]",338,22151168,0,39321600,0,65536,65536,0,1375076352,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1004038,0,100
2760,"SelectionBanterKarstToKurai",[],"Lady Kurai...","[""Audio/Dialogue/NPC/Karst/Karst_82_A.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1387790336,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1004232,0,100
2761,"SelectionBanterKarstKuraiReply",[],"Karst.","[""Audio/Dialogue/NPC/Kurai/Kurai_47_A.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1399980032,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1004418,0,100
2762,"SelectionBanterKarstToKuraiTwo",[],"Will you be gracing us with your presence on this job?","[""Audio/Dialogue/NPC/Karst/Karst_82_B.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1418461184,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1004700,0,100
2763,"SelectionBanterKarstKuraiReplyTwo",[],"I will not.","[""Audio/Dialogue/NPC/Kurai/Kurai_47_B.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1431699456,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1004902,0,100
2764,"SelectionBanterKarstToKuraiThree",[],"What a shame.","[""Audio/Dialogue/NPC/Karst/Karst_82_C.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1445068800,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1005106,0,100
2765,"SelectionBanterKarstToKuraiThreeB",[],"Can you make sure I get an extra cut then?","[""Audio/Dialogue/NPC/Karst/Karst_82_D.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1462370304,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1005370,0,100
2766,"SelectionBanterKarstKuraiReplyThree",[],"I will not.","[""Audio/Dialogue/NPC/Kurai/Kurai_47_C.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1474166784,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1005550,0,100
2767,"SelectionBanterKarstToKuraiFour",[],"Will not, or cannot?","[""Audio/Dialogue/NPC/Karst/Karst_82_E.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1488322560,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1005766,0,100
2768,"SelectionBanterKarstKuraiReplyFour",[],"Will not.","[""Audio/Dialogue/NPC/Kurai/Kurai_47_D.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1501429760,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1005966,0,100
2769,"SelectionBanterKarstToIsla",[],"'Ello ello!","[""Audio/Dialogue/NPC/Karst/Karst_85_A.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1513750528,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1006154,0,100
2770,"SelectionBanterKarstIslaReply",[],"Karst! Did you finish it?","[""Audio/Dialogue/NPC/Isla/Isla_132_A.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1528168448,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1006374,0,100
2771,"SelectionBanterKarstToIslaTwo",[],"I, uh, dunno what you're on about.","[""Audio/Dialogue/NPC/Karst/Karst_85_B.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1543897088,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1006614,0,100
2772,"SelectionBanterKarstIslaReplyTwo",[],"The book! Did you get to the end?","[""Audio/Dialogue/NPC/Isla/Isla_132_B.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1559756800,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1006856,0,100
2773,"SelectionBanterKarstKuraiToIsla",[],"Karst is reading a book?","[""Audio/Dialogue/NPC/Kurai/Kurai_69_A.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1574436864,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1007080,0,100
2774,"SelectionBanterKarstToIslaThree",[],"Alright, no need to harp on about it. Mosty pictures, anyway.","[""Audio/Dialogue/NPC/Karst/Karst_85_C.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1593966592,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1007378,0,100
2775,"SelectionBanterKarstIslaReplyThree",[],"Yeah, but it's a great start!","[""Audio/Dialogue/NPC/Isla/Isla_132_C.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1609564160,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1007616,0,100
2776,"SelectionBanterKarstToIslaFour",[],"I said drop it, yeah? Don't need you lot thinkin' I'm the sort of person who reads a book for fun.","[""Audio/Dialogue/NPC/Karst/Karst_85_D.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1633812480,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1007986,0,100
2777,"SelectionBanterKarstToVinderi",[],"Oi oi! Knew Vindy'd be on this one. Could smell him from upstairs!","[""Audio/Dialogue/NPC/Karst/Karst_86_A.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1653735424,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1008290,0,100
2778,"SelectionBanterKarstVinderiReply",[],"Ah! Yes! What you're smelling is actually a new powder blend I'm trialling. Eggs and decaying meat, yes?","[""Audio/Dialogue/NPC/Vinderi/Vinderi_87_A.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1679556608,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1008684,0,100
2779,"SelectionBanterKarstToVinderiTwo",[],"And fish. Mostly fish, actually.","[""Audio/Dialogue/NPC/Karst/Karst_86_B.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1695416320,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1008926,0,100
2780,"SelectionBanterKarstVinderiReplyTwo",[],"Fish!? ...Fish. Ah! Right! I've also brought a fish.","[""Audio/Dialogue/NPC/Vinderi/Vinderi_87_B.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1714814976,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1009222,0,100
2781,"SelectionBanterKarstToVinderiThree",[],"To hide the powder?","[""Audio/Dialogue/NPC/Karst/Karst_86_C.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1729232896,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1009442,0,100
2782,"SelectionBanterKarstVinderiReplyThree",[],"What powder?","[""Audio/Dialogue/NPC/Vinderi/Vinderi_87_C.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1743650816,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1009662,0,100
2783,"SelectionBanterKarstToVinderiFour",[],"The new blend. You bring a fish to hide the smell?","[""Audio/Dialogue/NPC/Karst/Karst_86_D.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1762000896,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1009942,0,100
2784,"SelectionBanterKarstVinderiReplyFour",[],"What fish?","[""Audio/Dialogue/NPC/Vinderi/Vinderi_87_D.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1776025600,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1010156,0,100
2785,"SelectionBanterKarstToVinderiFive",[],"...Maybe best to leave it, yeah?","[""Audio/Dialogue/NPC/Karst/Karst_86_E.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1792016384,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1010400,0,100
2786,"SelectionBanterKarstToNenet",[],"'Ello everyone.","[""Audio/Dialogue/NPC/Karst/Karst_87_A.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1802764288,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1010564,0,100
2787,"SelectionBanterKarstNenetReply",[],"I greet you, thief.","[""Audio/Dialogue/NPC/Nenet/Nenet_123_A.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1816788992,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1010778,0,100
2788,"SelectionBanterKarstToNenetTwo",[],"Why're we bringing her along?","[""Audio/Dialogue/NPC/Karst/Karst_87_B.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1831993344,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1011010,0,100
2789,"SelectionBanterKarstKuraiAboutNenet",[],"Nenet has as much a role as you. Leave personal grievances at the door.","[""Audio/Dialogue/NPC/Kurai/Kurai_72_A.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1853358080,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1011336,0,100
2790,"SelectionBanterKarstNenetReplyTwo",[],"And your money, if you intend to cheat at cards against me.","[""Audio/Dialogue/NPC/Nenet/Nenet_123_B.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1873018880,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1011636,0,100
2791,"SelectionBanterKarstToNenetThree",[],"Shut up, Nenet.","[""Audio/Dialogue/NPC/Karst/Karst_87_C.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1886650368,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1011844,0,100
2792,"SelectionBanterKarstNenetReplyThree",[],"You should have known, with my sharp eyes...","[""Audio/Dialogue/NPC/Nenet/Nenet_123_C.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1904607232,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1012118,0,100
2793,"SelectionBanterKarstToNiles",[],"I'm here, I'm here.","[""Audio/Dialogue/NPC/Karst/Karst_88_A.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1918107648,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1012324,0,100
2794,"SelectionBanterKarstNilesReply",[],"The locksmith. Good, good.","[""Audio/Dialogue/NPC/Niles/Niles_126_A.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1933049856,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1012552,0,100
2795,"SelectionBanterKarstToNilesTwo",[],"Lockpick. I don't make 'em, I break 'em.","[""Audio/Dialogue/NPC/Karst/Karst_88_B.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1949696000,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1012806,0,100
2796,"SelectionBanterKarstNilesReplyTwo",[],"Of course. My apologies. I sense ...animosity.","[""Audio/Dialogue/NPC/Niles/Niles_126_B.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1967652864,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1013080,0,100
2797,"SelectionBanterKarstToNilesThree",[],"Oh, what an incredible power! How ever does he do it?","[""Audio/Dialogue/NPC/Karst/Karst_88_C.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,1986265088,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1013364,0,100
2798,"SelectionBanterKarstNilesReplyThree",[],"It is a well-honed talent.","[""Audio/Dialogue/NPC/Niles/Niles_126_C.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,2001862656,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1013602,0,100
2799,"SelectionBanterKarstToNilesFour",[],"I'll show you a well-honed talent.","[""Audio/Dialogue/NPC/Karst/Karst_88_D.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,2017853440,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1013846,0,100
2800,"SelectionBanterKarstKuraiAboutNiles",[],"Karst! Be professional.","[""Audio/Dialogue/NPC/Kurai/Kurai_74_A.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,2032926720,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1014076,0,100
2801,"SelectionBanterKarstToKuraiAboutNiles",[],"Sorry, Ku.","[""Audio/Dialogue/NPC/Karst/Karst_88_E.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,2046558208,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1014284,0,100
2802,"SelectionBanterKarstToHuck",[],"Ready when you are.","[""Audio/Dialogue/NPC/Karst/Karst_89_A.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,2059927552,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1014488,0,100
2803,"SelectionBanterKarstHuckReply",[],"As am I.","[""Audio/Dialogue/NPC/Huck/Huck_83_A.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,2071986176,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1014672,0,100
2804,"SelectionBanterKarstKuraiAboutHuck",[],"Karst, have you paid Huck back yet?","[""Audio/Dialogue/NPC/Kurai/Kurai_78_A.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,2088501248,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1014924,0,100
2805,"SelectionBanterKarstToKuraiAboutHuck",[],"Of course.","[""Audio/Dialogue/NPC/Karst/Karst_89_B.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,2102001664,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1015130,0,100
2806,"SelectionBanterKarstHuckReplyToKurai",[],"He hasn't, lady Kurai.","[""Audio/Dialogue/NPC/Huck/Huck_83_B.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,2116812800,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1015356,0,100
2807,"SelectionBanterKarstToHuckTwo",[],"Such a snitch.","[""Audio/Dialogue/NPC/Karst/Karst_89_C.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,2129920000,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1015556,0,100
2808,"SelectionBanterKarstKuraiAboutHuckTwo",[],"Debts must be repaid. You know that. I'll garnish your fee for this job.","[""Audio/Dialogue/NPC/Kurai/Kurai_78_B.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,-2143289344,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1015888,0,100
2809,"SelectionBanterKarstToKuraiAboutHuckTwo",[],"Fine.","[""Audio/Dialogue/NPC/Karst/Karst_89_D.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,-2130051072,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1016090,0,100
2810,"SelectionBanterKarstHuckReplyTwo",[],"Appreciate it, Karst.","[""Audio/Dialogue/NPC/Huck/Huck_83_C.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,-2115895296,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1016306,0,100
2811,"SelectionBanterKarstToGianna",[],"Ello everyone. Particularly you, Gianna.","[""Audio/Dialogue/NPC/Karst/Karst_90_A.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,-2099511296,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1016556,0,100
2812,"SelectionBanterKarstGiannaReply",[],"Keep it in your tights, Karst.","[""Audio/Dialogue/NPC/Gianna/Gianna_81_A.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,-2083782656,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1016796,0,100
2813,"SelectionBanterKarstToGiannaTwo",[],"How about you an' I get ourselves a refreshing beverage after this job, ay? My treat.","[""Audio/Dialogue/NPC/Karst/Karst_90_B.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,-2061107200,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1017142,0,100
2814,"SelectionBanterKarstGiannaReplyTwo",[],"That depends... Are you expecting something in return?","[""Audio/Dialogue/NPC/Gianna/Gianna_81_B.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,-2041839616,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1017436,0,100
2815,"SelectionBanterKarstToGiannaThree",[],"Only the company of a beautiful young woman.","[""Audio/Dialogue/NPC/Karst/Karst_90_C.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,-2024275968,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1017704,0,100
2816,"SelectionBanterKarstGiannaReplyThree",[],"I don't think Nenet is all that interested.","[""Audio/Dialogue/NPC/Gianna/Gianna_81_C.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,-2006188032,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1017980,0,100
2817,"SelectionBanterKarstToGiannaFour",[],"I, uh, meant you.","[""Audio/Dialogue/NPC/Karst/Karst_90_D.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,-1992294400,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1018192,0,100
2818,"SelectionBanterKarstGiannaReplyFour",[],"Oh Karst, you're such a good thief! You can take anything... but a hint.","[""Audio/Dialogue/NPC/Gianna/Gianna_81_D.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,-1970536448,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1018524,0,100
2819,"SelectionBanterKuraiToKarst",[],"Thank you for coming, Karst. Please make sure you pay attention.","[""Audio/Dialogue/NPC/Kurai/Kurai_56_A.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,-1951137792,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1018820,0,100
2820,"SelectionBanterKuraiKarstReply",[],"Eh?","[""Audio/Dialogue/NPC/Karst/Karst_91_A.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,-1939341312,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1019000,0,100
2821,"SelectionBanterKuraiToKarstTwo",[],"Pay attention. I don't want a repeat of last time.","[""Audio/Dialogue/NPC/Kurai/Kurai_56_B.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,-1921384448,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1019274,0,100
2822,"SelectionBanterKuraiKarstReplyTwo",[],"Fine, fine. In my defense, the term bust is really misleading.","[""Audio/Dialogue/NPC/Karst/Karst_91_B.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,-1901461504,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1019578,0,100
2823,"SelectionBanterKuraiToKarstThree",[],"When have you ever seen a pair of stone breasts on display?","[""Audio/Dialogue/NPC/Kurai/Kurai_56_C.ogg""]",338,22151168,0,131072,-2036334592,65537,65536,0,-1882062848,15,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",1019874,0,100
