"rownum","BaseItemType","AddedMods","NegativeWeight_Tags","NegativeWeight_Values","ForcedAddMods","ForbiddenDelveCraftingTags","AllowedDelveCraftingTags","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","HasLuckyRolls","bool","SellPrice_Mods","CanRollWhiteSockets","Weight_Tags","Weight_Values","DelveCraftingModifierDescriptions","BlockedDelveCraftingModifierDescriptions","bool","bool","[i32]","[i32]"
223,1419,[],[319],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,71]","[62,20,26]","","",[1000],[0]
224,1420,[],[583],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,72]","[63,79,16]","","",[1000],[0]
225,1421,[],[324],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,37]","[43,22]","","",[1000],[0]
226,1422,[],[580],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,64]","[44,73]","","",[1000],[0]
227,1423,[],[313],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,27]","[45,10]","","",[1000],[0]
228,1424,[],[320],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,65]","[46,74]","","",[1000],[0]
229,1425,[],[323],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,36]","[47,21]","","",[1000],[0]
230,1426,[],[311],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,30]","[48,13]","","",[1000],[0]
231,1427,[],[316],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,32]","[49,17]","","",[1000],[0]
232,1428,[],[27],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,66]","[50,75]","","",[1000],[0]
233,1429,[],[309],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,28]","[51,11]","","",[1000],[0]
234,1430,[],[318],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,34]","[52,15]","","",[1000],[0]
235,1431,[],[579],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,67]","[54,76]","","",[1000],[0]
236,1432,[],[587],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,68]","[55,77]","","",[1000],[0]
237,1433,[],[572],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,40]","[56,39]","","",[1000],[0]
238,1434,[],[310],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,29]","[57,12]","","",[1000],[0]
239,1435,[],[312],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,31]","[58,14]","","",[1000],[0]
240,1436,[],[34],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,69]","[59,19,25]","","",[1000],[0]
241,1437,[],[321],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,70]","[60,78]","","",[1000],[0]
242,1438,[],[581],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,42]","[61,41]","","",[1000],[0]
243,1439,[],[319],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,71]","[62,20,26]","","",[1000],[0]
244,1440,[],[583],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,72]","[63,79,16]","","",[1000],[0]
245,1441,[],[324],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,37]","[43,22]","","",[1000],[0]
246,1442,[],[580],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,64]","[44,73]","","",[1000],[0]
247,1443,[],[313],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,27]","[45,10]","","",[1000],[0]
248,1444,[],[320],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,65]","[46,74]","","",[1000],[0]
249,1445,[],[323],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,36]","[47,21]","","",[1000],[0]
250,1446,[],[311],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,30]","[48,13]","","",[1000],[0]
251,1447,[],[316],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,32]","[49,17]","","",[1000],[0]
252,1448,[],[27],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,66]","[50,75]","","",[1000],[0]
253,1449,[],[309],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,28]","[51,11]","","",[1000],[0]
254,1450,[],[318],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,34]","[52,15]","","",[1000],[0]
255,1451,[],[317],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,33]","[53,18]","","",[1000],[0]
256,1452,[],[587],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,68]","[55,77]","","",[1000],[0]
257,1453,[],[572],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,40]","[56,39]","","",[1000],[0]
258,1454,[],[310],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,29]","[57,12]","","",[1000],[0]
259,1455,[],[312],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,31]","[58,14]","","",[1000],[0]
260,1456,[],[34],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,69]","[59,19,25]","","",[1000],[0]
261,1457,[],[321],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,70]","[60,78]","","",[1000],[0]
262,1458,[],[581],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,42]","[61,41]","","",[1000],[0]
263,1459,[],[319],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,71]","[62,20,26]","","",[1000],[0]
264,1460,[],[583],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,72]","[63,79,16]","","",[1000],[0]
265,1461,[],[324],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,37]","[43,22]","","",[1000],[0]
266,1462,[],[580],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,64]","[44,73]","","",[1000],[0]
267,1463,[],[313],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,27]","[45,10]","","",[1000],[0]
268,1464,[],[320],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,65]","[46,74]","","",[1000],[0]
269,1465,[],[323],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,36]","[47,21]","","",[1000],[0]
270,1466,[],[311],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,30]","[48,13]","","",[1000],[0]
271,1467,[],[316],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,32]","[49,17]","","",[1000],[0]
272,1468,[],[27],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,66]","[50,75]","","",[1000],[0]
273,1469,[],[309],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,28]","[51,11]","","",[1000],[0]
274,1470,[],[318],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,34]","[52,15]","","",[1000],[0]
275,1471,[],[317],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,33]","[53,18]","","",[1000],[0]
276,1472,[],[579],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,67]","[54,76]","","",[1000],[0]
277,1473,[],[572],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,40]","[56,39]","","",[1000],[0]
278,1474,[],[310],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,29]","[57,12]","","",[1000],[0]
279,1475,[],[312],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,31]","[58,14]","","",[1000],[0]
280,1476,[],[34],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,69]","[59,19,25]","","",[1000],[0]
281,1477,[],[321],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,70]","[60,78]","","",[1000],[0]
282,1478,[],[581],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,42]","[61,41]","","",[1000],[0]
283,1479,[],[319],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,71]","[62,20,26]","","",[1000],[0]
284,1480,[],[583],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,72]","[63,79,16]","","",[1000],[0]
285,1481,[],[324],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,37]","[43,22]","","",[1000],[0]
286,1482,[],[580],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,64]","[44,73]","","",[1000],[0]
287,1483,[],[313],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,27]","[45,10]","","",[1000],[0]
288,1484,[],[320],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,65]","[46,74]","","",[1000],[0]
289,1485,[],[323],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,36]","[47,21]","","",[1000],[0]
290,1486,[],[311],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,30]","[48,13]","","",[1000],[0]
291,1487,[],[316],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,32]","[49,17]","","",[1000],[0]
292,1488,[],[27],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,66]","[50,75]","","",[1000],[0]
293,1489,[],[309],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,28]","[51,11]","","",[1000],[0]
294,1490,[],[318],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,34]","[52,15]","","",[1000],[0]
295,1491,[],[317],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,33]","[53,18]","","",[1000],[0]
296,1492,[],[579],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,67]","[54,76]","","",[1000],[0]
297,1493,[],[587],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,68]","[55,77]","","",[1000],[0]
298,1494,[],[310],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,29]","[57,12]","","",[1000],[0]
299,1495,[],[312],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,31]","[58,14]","","",[1000],[0]
300,1496,[],[34],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,69]","[59,19,25]","","",[1000],[0]
301,1497,[],[321],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,70]","[60,78]","","",[1000],[0]
302,1498,[],[581],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,42]","[61,41]","","",[1000],[0]
303,1499,[],[319],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,71]","[62,20,26]","","",[1000],[0]
304,1500,[],[583],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,72]","[63,79,16]","","",[1000],[0]
305,1501,[],[324],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,37]","[43,22]","","",[1000],[0]
306,1502,[],[580],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,64]","[44,73]","","",[1000],[0]
307,1503,[],[313],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,27]","[45,10]","","",[1000],[0]
308,1504,[],[320],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,65]","[46,74]","","",[1000],[0]
309,1505,[],[323],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,36]","[47,21]","","",[1000],[0]
310,1506,[],[311],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,30]","[48,13]","","",[1000],[0]
311,1507,[],[316],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,32]","[49,17]","","",[1000],[0]
312,1508,[],[27],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,66]","[50,75]","","",[1000],[0]
313,1509,[],[309],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,28]","[51,11]","","",[1000],[0]
314,1510,[],[318],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,34]","[52,15]","","",[1000],[0]
315,1511,[],[317],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,33]","[53,18]","","",[1000],[0]
316,1512,[],[579],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,67]","[54,76]","","",[1000],[0]
317,1513,[],[587],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,68]","[55,77]","","",[1000],[0]
318,1514,[],[572],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,40]","[56,39]","","",[1000],[0]
319,1515,[],[312],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,31]","[58,14]","","",[1000],[0]
320,1516,[],[34],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,69]","[59,19,25]","","",[1000],[0]
321,1517,[],[321],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,70]","[60,78]","","",[1000],[0]
322,1518,[],[581],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,42]","[61,41]","","",[1000],[0]
323,1519,[],[319],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,71]","[62,20,26]","","",[1000],[0]
324,1520,[],[583],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,72]","[63,79,16]","","",[1000],[0]
325,1521,[],[324],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,37]","[43,22]","","",[1000],[0]
326,1522,[],[580],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,64]","[44,73]","","",[1000],[0]
327,1523,[],[313],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,27]","[45,10]","","",[1000],[0]
328,1524,[],[320],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,65]","[46,74]","","",[1000],[0]
329,1525,[],[323],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,36]","[47,21]","","",[1000],[0]
330,1526,[],[311],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,30]","[48,13]","","",[1000],[0]
331,1527,[],[316],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,32]","[49,17]","","",[1000],[0]
332,1528,[],[27],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,66]","[50,75]","","",[1000],[0]
333,1529,[],[309],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,28]","[51,11]","","",[1000],[0]
334,1530,[],[318],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,34]","[52,15]","","",[1000],[0]
335,1531,[],[317],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,33]","[53,18]","","",[1000],[0]
336,1532,[],[579],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,67]","[54,76]","","",[1000],[0]
337,1533,[],[587],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,68]","[55,77]","","",[1000],[0]
338,1534,[],[572],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,40]","[56,39]","","",[1000],[0]
339,1535,[],[310],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,29]","[57,12]","","",[1000],[0]
340,1536,[],[34],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,69]","[59,19,25]","","",[1000],[0]
341,1537,[],[321],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,70]","[60,78]","","",[1000],[0]
342,1538,[],[581],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,42]","[61,41]","","",[1000],[0]
343,1539,[],[319],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,71]","[62,20,26]","","",[1000],[0]
344,1540,[],[583],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,72]","[63,79,16]","","",[1000],[0]
345,1541,[],[324],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,37]","[43,22]","","",[1000],[0]
346,1542,[],[580],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,64]","[44,73]","","",[1000],[0]
347,1543,[],[313],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,27]","[45,10]","","",[1000],[0]
348,1544,[],[320],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,65]","[46,74]","","",[1000],[0]
349,1545,[],[323],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,36]","[47,21]","","",[1000],[0]
350,1546,[],[311],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,30]","[48,13]","","",[1000],[0]
351,1547,[],[316],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,32]","[49,17]","","",[1000],[0]
352,1548,[],[27],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,66]","[50,75]","","",[1000],[0]
353,1549,[],[309],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,28]","[51,11]","","",[1000],[0]
354,1550,[],[318],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,34]","[52,15]","","",[1000],[0]
355,1551,[],[317],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,33]","[53,18]","","",[1000],[0]
356,1552,[],[579],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,67]","[54,76]","","",[1000],[0]
357,1553,[],[587],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,68]","[55,77]","","",[1000],[0]
358,1554,[],[572],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,40]","[56,39]","","",[1000],[0]
359,1555,[],[310],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,29]","[57,12]","","",[1000],[0]
360,1556,[],[312],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,31]","[58,14]","","",[1000],[0]
361,1557,[],[321],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,70]","[60,78]","","",[1000],[0]
362,1558,[],[581],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,42]","[61,41]","","",[1000],[0]
363,1559,[],[319],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,71]","[62,20,26]","","",[1000],[0]
364,1560,[],[583],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,72]","[63,79,16]","","",[1000],[0]
365,1561,[],[324],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,37]","[43,22]","","",[1000],[0]
366,1562,[],[580],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,64]","[44,73]","","",[1000],[0]
367,1563,[],[313],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,27]","[45,10]","","",[1000],[0]
368,1564,[],[320],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,65]","[46,74]","","",[1000],[0]
369,1565,[],[323],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,36]","[47,21]","","",[1000],[0]
370,1566,[],[311],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,30]","[48,13]","","",[1000],[0]
371,1567,[],[316],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,32]","[49,17]","","",[1000],[0]
372,1568,[],[27],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,66]","[50,75]","","",[1000],[0]
373,1569,[],[309],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,28]","[51,11]","","",[1000],[0]
374,1570,[],[318],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,34]","[52,15]","","",[1000],[0]
375,1571,[],[317],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,33]","[53,18]","","",[1000],[0]
376,1572,[],[579],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,67]","[54,76]","","",[1000],[0]
377,1573,[],[587],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,68]","[55,77]","","",[1000],[0]
378,1574,[],[572],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,40]","[56,39]","","",[1000],[0]
379,1575,[],[310],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,29]","[57,12]","","",[1000],[0]
380,1576,[],[312],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,31]","[58,14]","","",[1000],[0]
381,1577,[],[34],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,69]","[59,19,25]","","",[1000],[0]
382,1578,[],[581],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,42]","[61,41]","","",[1000],[0]
383,1579,[],[319],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,71]","[62,20,26]","","",[1000],[0]
384,1580,[],[583],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,72]","[63,79,16]","","",[1000],[0]
385,1581,[],[324],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,37]","[43,22]","","",[1000],[0]
386,1582,[],[580],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,64]","[44,73]","","",[1000],[0]
387,1583,[],[313],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,27]","[45,10]","","",[1000],[0]
388,1584,[],[320],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,65]","[46,74]","","",[1000],[0]
389,1585,[],[323],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,36]","[47,21]","","",[1000],[0]
390,1586,[],[311],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,30]","[48,13]","","",[1000],[0]
391,1587,[],[316],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,32]","[49,17]","","",[1000],[0]
392,1588,[],[27],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,66]","[50,75]","","",[1000],[0]
393,1589,[],[309],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,28]","[51,11]","","",[1000],[0]
394,1590,[],[318],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,34]","[52,15]","","",[1000],[0]
395,1591,[],[317],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,33]","[53,18]","","",[1000],[0]
396,1592,[],[579],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,67]","[54,76]","","",[1000],[0]
397,1593,[],[587],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,68]","[55,77]","","",[1000],[0]
398,1594,[],[572],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,40]","[56,39]","","",[1000],[0]
399,1595,[],[310],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,29]","[57,12]","","",[1000],[0]
400,1596,[],[312],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,31]","[58,14]","","",[1000],[0]
401,1597,[],[34],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,69]","[59,19,25]","","",[1000],[0]
402,1598,[],[321],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,70]","[60,78]","","",[1000],[0]
403,1599,[],[319],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,71]","[62,20,26]","","",[1000],[0]
404,1600,[],[583],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,72]","[63,79,16]","","",[1000],[0]
405,1601,[],[324],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,37]","[43,22]","","",[1000],[0]
406,1602,[],[580],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,64]","[44,73]","","",[1000],[0]
407,1603,[],[313],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,27]","[45,10]","","",[1000],[0]
408,1604,[],[320],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,65]","[46,74]","","",[1000],[0]
409,1605,[],[323],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,36]","[47,21]","","",[1000],[0]
410,1606,[],[311],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,30]","[48,13]","","",[1000],[0]
411,1607,[],[316],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,32]","[49,17]","","",[1000],[0]
412,1608,[],[27],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,66]","[50,75]","","",[1000],[0]
413,1609,[],[309],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,28]","[51,11]","","",[1000],[0]
414,1610,[],[318],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,34]","[52,15]","","",[1000],[0]
415,1611,[],[317],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,33]","[53,18]","","",[1000],[0]
416,1612,[],[579],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,67]","[54,76]","","",[1000],[0]
417,1613,[],[587],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,68]","[55,77]","","",[1000],[0]
418,1614,[],[572],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,40]","[56,39]","","",[1000],[0]
419,1615,[],[310],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,29]","[57,12]","","",[1000],[0]
420,1616,[],[312],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,31]","[58,14]","","",[1000],[0]
421,1617,[],[34],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,69]","[59,19,25]","","",[1000],[0]
422,1618,[],[321],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,70]","[60,78]","","",[1000],[0]
423,1619,[],[581],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,42]","[61,41]","","",[1000],[0]
424,1620,[],[583],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,72]","[63,79,16]","","",[1000],[0]
425,1621,[],[324],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,37]","[43,22]","","",[1000],[0]
426,1622,[],[580],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,64]","[44,73]","","",[1000],[0]
427,1623,[],[313],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,27]","[45,10]","","",[1000],[0]
428,1624,[],[320],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,65]","[46,74]","","",[1000],[0]
429,1625,[],[323],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,36]","[47,21]","","",[1000],[0]
430,1626,[],[311],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,30]","[48,13]","","",[1000],[0]
431,1627,[],[316],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,32]","[49,17]","","",[1000],[0]
432,1628,[],[27],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,66]","[50,75]","","",[1000],[0]
433,1629,[],[309],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,28]","[51,11]","","",[1000],[0]
434,1630,[],[318],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,34]","[52,15]","","",[1000],[0]
435,1631,[],[317],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,33]","[53,18]","","",[1000],[0]
436,1632,[],[579],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,67]","[54,76]","","",[1000],[0]
437,1633,[],[587],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,68]","[55,77]","","",[1000],[0]
438,1634,[],[572],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,40]","[56,39]","","",[1000],[0]
439,1635,[],[310],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,29]","[57,12]","","",[1000],[0]
440,1636,[],[312],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,31]","[58,14]","","",[1000],[0]
441,1637,[],[34],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,69]","[59,19,25]","","",[1000],[0]
442,1638,[],[321],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,70]","[60,78]","","",[1000],[0]
443,1639,[],[581],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,42]","[61,41]","","",[1000],[0]
444,1640,[],[319],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,71]","[62,20,26]","","",[1000],[0]
