"rownum","Id","DisplayedName","Description","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WebsiteDescription","WebsiteImage","HideOnWebsite","GrantedEffect","bool","SkillTotemId","IsManuallyCasted","Input_Stats","Output_Stats","MinionActiveSkillTypes","bool","IsGem","SecondarySkillSpecificStats","SkillMine","AlternateSkillTargetingBehaviour","bool","AIFile","StatContextFlags","bool","bool","bool","ShapeShiftForm","VideoClip","CharacterAudioEvent","AiScript","MinionType","rid","bool","string","StatDescriptionType","StatDescription","WeaponRequirements"
94,"lightning_arrow","Lightning Arrow","Fire a charged arrow at the target. On hitting an enemy or wall, the arrow will fire [Chain|Chaining] [Lightning] beams at nearby enemies.",71,"Art/2DArt/SkillIcons/RangerLightningArrow.dds","[1,2]","[0,40,57,7,2,56,14,13,15,29,30,69,139,140,18,184]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/lightning_arrow.jpg","","LightningArrowPlayer","",25,1,"[3865,4035,17312]","[24,423,4824]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",243,"Metadata/Monsters/Companions/AIScripts/Generic.ais","","",1,"Fires an arrow that creates beams between enemies.",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/lightning_arrow/statset_0/",23
95,"vaal_lightning_arrow","Vaal Lightning Arrow","Fires charged arrows, which repeatedly travel for a short time before changing direction. When they hit enemies, they are struck by a bolt of lightning which damages a number of surrounding enemies.",72,"Art/2DArt/SkillIcons/lightningarrow.dds","[1,2]","[0,40,7,2,56,14,13,15,29,37,184]","","",1,"","",25,1,"[3865,4035,17312]","[24,423,4824]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",23
96,"haste","Haste","Casts an aura that increases the movement speed, attack speed and cast speed of you and your allies.",73,"Art/2DArt/SkillIcons/auraspeed.dds",[4],"[1,7,4,11,22,14,38,71,80,119,138]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/haste.jpg",1,"HastePlayer","",25,1,"[4179,7845,14339,14369,15227]","[13311,13332,14070,14242,1923]",[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
97,"purity","Purity of Elements","Casts an aura that grants elemental resistances and elemental ailment immunity to you and your allies.",74,"Art/2DArt/SkillIcons/auraresist.dds",[4],"[1,7,4,11,22,14,38,71,80,119,138]","","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/purity.jpg",1,"PurityOfElementsPlayer","",25,1,"[4173,7847,10375,14350,14380]","[13311,13332,1923,14070,14242]",[],1,1,[],8,"",1,"",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
98,"vitality","Vitality","Casts an aura that grants life regeneration to you and your allies.",75,"Art/2DArt/SkillIcons/auraregen.dds",[4],"[1,7,4,11,22,14,38,71,80,119,138]","","http://s3.amazonaws.com/pathofexile/image/skills/strength/vitality.jpg",1,"VitalityPlayer","",25,1,"[4176,7851,14355,14385]","[13311,13332,14070,14242]",[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
99,"discipline","Discipline","Emit an [Aura] that grants you and [Allies] in your [Presence] additional [Total] [EnergyShield|Energy Shield].",76,"Art/2DArt/SkillIcons/DisciplineWeaponSkill.dds",[4],"[4,11,38,119,138,185]","","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/discipline.jpg","","DisciplinePlayer","",25,"","[4172,7442,7843,14336,14366]","[13311,1923,13332,14070,14242]",[],1,"",[],8,"","","",[],"","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/discipline/",""
100,"aura_accuracy_and_crits","Precision","Casts an aura that grants accuracy and critical strike chance to you and your allies.",77,"Art/2DArt/SkillIcons/auracrit.dds",[4],"[1,7,4,11,22,14,38,71,80,3,138]","","",1,"","",25,1,"[9030,9031,14348,14378,14468,17450]","[13311,13332,14070,14242,14469,1923]",[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
101,"grace","Grace","Casts an aura that grants evasion to you and your allies.",78,"Art/2DArt/SkillIcons/auraevasion.dds",[4],"[1,7,4,11,22,14,38,71,80,3,138]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/grace.jpg",1,"GracePlayer","",25,1,"[4178,7443,7844,14338,14368]","[13311,1923,13332,14070,14242]",[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
102,"determination","Determination","Casts an aura that grants armour to you and your allies.",79,"Art/2DArt/SkillIcons/auraarmour.dds",[4],"[1,7,4,11,22,14,38,71,26,80,3,138]","","http://s3.amazonaws.com/pathofexile/image/skills/strength/determination.jpg",1,"DeterminationPlayer","",25,1,"[4171,7441,7842,14335,14365]","[13311,1923,13332,14070,14242]",[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
103,"anger","Anger","Casts an aura that adds fire damage to the attacks and spells of you and your allies.",80,"Art/2DArt/SkillIcons/aurafire.dds",[4],"[1,7,4,11,22,14,38,27,71,80,119,138]","","http://s3.amazonaws.com/pathofexile/image/skills/strength/anger.jpg",1,"AngerPlayer","",25,1,"[3480,3479,7840,14331,14361]","[1923,13311,13332,14070,14242]",[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
104,"hatred","Hatred","Casts an aura that grants extra cold damage based on physical damage to you and your allies.",81,"Art/2DArt/SkillIcons/auracold.dds",[4],"[1,7,4,11,22,14,38,28,71,80,119,138]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/hatred.jpg",1,"HatredPlayer","",25,1,"[4169,7440,7846,12435,14340,14370]","[13311,1923,13332,12436,14070,14242]",[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
105,"monster_hatred","","",81,"Art/2DArt/SkillIcons/auracold.dds",[4],"[1,7,4,11,22,14,38,28,30,71,138]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/hatred.jpg",1,"HatredPlayer","",25,1,"[4169,14340,14370]","[13311,14070,14242]",[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
106,"wrath","Wrath","Casts an aura that adds lightning damage to the attacks of you and your allies, and makes your spells deal more lightning damage.",82,"Art/2DArt/SkillIcons/auralightning.dds",[4],"[1,7,4,11,22,14,38,29,71,80,119,138]","","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/wrath.jpg",1,"WrathPlayer","",25,1,"[4177,7439,7852,14356,14386]","[13311,1923,13332,14070,14242]",[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
107,"burning_arrow","Burning Arrow","Fires a burning arrow that deals fire damage and has a chance to ignite.",83,"Art/2DArt/SkillIcons/firearrow.dds","[1,2]","[0,40,57,2,56,14,13,15,27,43,30,184]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/burning_arrow.jpg",1,"BurningArrowPlayer","",25,1,"[4108,3838,4109,10148,17307]","[598,24,435,4378,17235]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",23
108,"vaal_burning_arrow","Vaal Burning Arrow","Fires an arrow that explodes, dealing fire damage to its target and other nearby enemies, with an increased chance of igniting them.",83,"Art/2DArt/SkillIcons/firearrow.dds","[1,2]","[0,40,2,56,14,13,15,7,37,27,45,184]","","",1,"","",25,1,"[4108,3838,4109,10148,17307]","[598,24,435,4378,17235]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",23
109,"clarity","Clarity","Casts an aura that grants mana regeneration to you and your allies.",84,"Art/2DArt/SkillIcons/auramana.dds",[4],"[1,7,4,11,22,14,38,71,80,119,138,4]","","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/clarity.jpg",1,"ClarityPlayer","",25,1,"[4168,7841,14334,14364]","[13311,13332,14070,14242]",[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
110,"trap_ground_fire","Fire Trap","Throws a trap that explodes when triggered, dealing fire damage to surrounding enemies and leaving an area of burning ground that damages enemies who walk through it.",85,"Art/2DArt/SkillIcons/groundfire.dds","[2,1,20]","[1,8,6,15,7,23,32,34,27,71]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/trap_ground_fire.jpg",1,"FireTrapPlayer",1,25,1,"[4072,4111,3842,5956,7340,17332]","[3239,203,24,1770,209,17254]",[],1,1,[],8,2,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
111,"ground_fire_self","Fire Trap","Throws a trap that explodes when triggered, dealing fire damage to surrounding enemies and leaving an area of burning ground that damages enemies who walk through it.",85,"Art/2DArt/SkillIcons/groundfire.dds",[4],"[1,8,83,6,7,23,34,27,71,55]","","",1,"FireTrap",1,25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
112,"vaal_fire_trap","Vaal Fire Trap","Throws multiple traps that explode when triggered, dealing fire damage to surrounding enemies and leaving areas of burning ground that damages enemies who walk through them.",85,"Art/2DArt/SkillIcons/groundfire.dds","[2,1]","[1,8,6,15,7,23,32,34,37,27,71]","","",1,"",1,25,1,[4072],[3239],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
113,"necromancer_revive_skeleton","","",87,"",[6],"[1,30]","","",1,"NecromancerReviveSkeleton","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
114,"suicide_explosion","","",88,"","[2,1]","[1,7,6,71,30]","","",1,"SpawnSuicideExplosion",1,25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13,4]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
115,"suicide_explosion_self","","",89,"",[4],"[1,6,7,71]","","",1,"DominusDemonSuicideExplosionSelf",1,25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13,4]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
116,"shadow_projectiles","Ethereal Knives","Fire an arc of knives in front of the caster which deals physical damage.",90,"Art/2DArt/SkillIcons/shadowprojectiles.dds","[2,1]","[1,6,2,56,14,13,15,21,30,69,26,8]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/shadow_projectiles.jpg",1,"EtherealKnivesPlayer","",25,1,"[3858,4079,5218,5214,5212,7537,5216]","[24,169,344,167,1772,5916,1397]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
117,"ice_shot","Ice Shot","Fire an icy arrow that sprays a cone of ice shards when it hits a target.",91,"Art/2DArt/SkillIcons/RangerIceShot.dds","[1,2]","[0,40,2,56,28,30,57,14,13,15,139,69,184]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/iceshot.jpg",1,"IceShotPlayer","",25,1,"[3859,4090,4032,5202,5960,5975,10154,17312]","[24,209,423,5320,5930,5916,10153,4824]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",260,"","","",1,"Fire an icy arrow that sprays ice shards on hit",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/ice_shot/",23
118,"vaal_ice_shot","Vaal Ice Shot","Fires an arrow that converts some physical damage to cold on its target and converts all physical damage to cold in a cone behind that target. When you use this skill, it summons a squad of Mirage Sharpshooters for a duration. Cannot be used by Totems, Traps, or Mines.",92,"Art/2DArt/SkillIcons/iceshot.dds","[1,2]","[0,40,2,56,7,28,37,8,112,184]","","",1,"","",25,1,"[3859,4090,4032,5202,5960,5975,10154,17312]","[24,209,423,5320,5930,5916,10153,4824]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",23
119,"piety_ice_shot","","",91,"Art/2DArt/SkillIcons/iceshot.dds","[1,2,8]","[0,40,57,2,56,7,14,13,15,28,67]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/iceshot.jpg",1,"IceShot","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",23
120,"arctic_breath","Creeping Frost","Fire an icy projectile that bursts on impact or when reaching the targeted area, dealing area damage and creating a chilling area that deals cold damage over time. This area will creep across the ground towards nearby enemies until its duration expires.",93,"Art/2DArt/SkillIcons/arcticbreath.dds","[1,2]","[1,2,56,6,13,14,15,8,7,21,30,28,67,69,71]","","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/arcticbreath.jpg",1,"CreepingFrostPlayer","",25,1,"[3888,4088,4041,8299,17718,17741]","[24,209,423,8300,10281,12486]",[],1,1,[],8,8,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
121,"brutus_hook","","",94,"",[2],[30],"","",1,"BrutusHook","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
122,"fire_weakness","Flammability","[Curse] all targets in an area after a short delay, lowering their [Fire] [Resistances|Resistance].",95,"Art/2DArt/SkillIcons/Flammability.dds","[1,2,20,28]","[1,7,8,13,14,15,21,30,27,55,68,69,71,139]","","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/fireweakness.jpg","","FlammabilityPlayer",1,25,1,"[4157,4193,6553,14393]","[1383,209,10939,13332]",[],1,1,[],8,"","","",[],"","",1,"","","","Metadata/Monsters/Companions/AIScripts/Curse.ais","","",1,"Curse enemies to have lower [Fire] [Resistances|Resistance].",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/fire_weakness/",""
123,"cold_weakness","Hypothermia","[Curse] all targets in an area after a short delay, lowering their [Cold] [Resistances|Resistance].",96,"Art/2DArt/SkillIcons/Frostbite.dds","[1,2,20,28]","[1,7,8,13,14,15,21,30,28,55,68,69,71,139]","","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/coldweakness.jpg","","HypothermiaPlayer",1,25,1,"[4158,4192,6554,14392]","[1383,209,10939,13332]",[],1,1,[],8,"","","",[],"","",1,"","","","Metadata/Monsters/Companions/AIScripts/Curse.ais","","",1,"Curse enemies to have lower [Cold [Resistances|Resistance].",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/cold_weakness/",""
124,"lightning_weakness","Conductivity","[Curse] all targets in an area after a short delay, lowering their [Lightning] [Resistances|Resistance].",97,"Art/2DArt/SkillIcons/Conductivity.dds","[1,2,20,28]","[1,7,8,13,14,15,21,30,29,55,68,69,71,139]","","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/lightningweakness.jpg","","ConductivityPlayer",1,25,1,"[4154,4196,6555,14391]","[1383,209,10939,13332]",[],1,1,[],8,"","","",[],"","",1,"","","","Metadata/Monsters/Companions/AIScripts/Curse.ais","","",1,"Curse enemies to have lower [Lightning] [Resistances|Resistance].",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/lightning_weakness/",""
125,"ball_lightning","Ball Lightning","Fire a slow-moving orb [Projectile] that moves through enemies. The orb itself does not [HitDamage|Hit] enemies, but repeatedly shoots bolts of [Lightning] at nearby targets.",98,"Art/2DArt/SkillIcons/SorceressBallLightning.dds","[1,2]","[1,6,2,56,7,14,13,15,21,30,29,69,71,139,162,150]","","",1,"PietyBallLightning","",25,1,"[4075,4042,3223,7535,17347,17348]","[169,423,24,167,1772,1127]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","Metadata/Monsters/Companions/AIScripts/Generic.ais","","",1,"Fire a [Lightning] orb that zaps enemies as it moves.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/ball_lightning/",""
126,"ball_lightning_self_location","","",98,"",[10],"[1,6,2,56,7,14,13,15,21,30,22,29,71]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
127,"expanding_fire_cone","Incinerate","Continuously launches a torrent of fire from your hand, repeatedly damaging enemies. As you channel this spell longer, the flames spread wider close to you and spread longer directly in front of you. When you stop channelling you release a wave of fire damage over a wide and long area that will apply a powerful Ignite.",99,"Art/2DArt/SkillIcons/flamethrower.dds","[18,25,17]","[1,6,14,27,47,7,71,89,186]","","",1,"ExpandingFireCone","",25,1,"[3877,7494,7493,17349,17872]","[24,423,7361,2698,5963]",[],1,1,[17410],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
128,"vaal_cyclone","Vaal Cyclone","Spin and attack in place, damaging nearby enemies and pulling others towards you. While using this skill, you cannot be stunned or knocked back. Cannot be supported by Ruthless.",100,"Art/2DArt/SkillIcons/cyclone.dds","[1,2]","[0,7,19,8,37]","","",1,"","",25,1,"[4065,3886,17340,17341]","[70,24,740,2609]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",35
129,"cyclone_channelled","Cyclone","Channel this skill to move towards a targeted location while spinning. While channelling this skill, you cannot be knocked back.",101,"Art/2DArt/SkillIcons/cyclone.dds","[1,25]","[0,7,19,33,47,26]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/cyclone.jpg",1,"CyclonePlayer","",25,1,"[4065,3886,17340,17341]","[70,24,740,2609]",[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",7
130,"birdman_consume_corpse","","",102,"",[6],[1],"","",1,"BirdmanConsumeCorpse","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
131,"root_spider_burrow","","",103,"",[2],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
132,"root_spider_emerge","","",104,"",[2],[0],"","",1,"RootSpiderEmerge","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
133,"reave","Reave","Attacks a small area in front of you. Each Reave that hits an enemy grants stages, which you will begin to lose after a short period without hitting anything. Only works with Daggers, Claws, and One-Handed Swords.",105,"Art/2DArt/SkillIcons/Reave.dds","[1,2]","[0,7,19]","","http://webcdn.pathofexile.com/public/chris/reave.jpg",1,"ReavePlayer","",25,1,"[3854,4030,17183]","[24,423,17182]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",17
134,"vaal_reave","Vaal Reave","Repeatedly attacks a large area in different directions. Each Vaal Reave that hits an enemy grants stages, which you will begin to lose after a short period without hitting anything. Only works with Daggers, Claws, and One-Handed Swords.",105,"Art/2DArt/SkillIcons/Reave.dds","[1,2]","[0,7,19,37]","","",1,"","",25,1,"[3854,4030,17183]","[24,423,17182]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",17
135,"delayed_blast","","",107,"",[2],"[1,6,7,30,71]","","",1,"DelayedBlast","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
136,"delayed_blast_location","","",107,"","[2,1]","[1,6,7,30,71]","","",1,"DelayedBlast","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
137,"smoke_mine","Smoke Mine","Throws a mine that will teleport you to it when detonated. It covers both your escape and arrival with a cloud of smoke that blinds enemies, and gives you a temporary buff to movement speed. Shares a cooldown with other Blink skills.",108,"Art/2DArt/SkillIcons/SmokeBomb.dds","[1,2,3,20]","[1,7,8,33,35,71,78,11,79,89]","","http://webcdn.pathofexile.com/public/chris/SmokeBomb.jpg",1,"SmokeMinePlayer",1,25,1,"[4183,4351]","[209,171]",[],1,1,[],1,0,"","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
138,"proximity_shield","","",109,"",[14],"[1,7,8,30,71]","","",1,"MonsterProximityShield","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
139,"spectral_throw","Spectral Throw","Throws a spectral copy of your melee weapon. It flies out and then returns to you, in a spinning attack that damages enemies in its path.",110,"Art/2DArt/SkillIcons/ghostlythrow.dds","[1,2]","[0,40,2,56]","","",1,"ThrownWeapon","",25,1,"[3856,4078,17342]","[24,169,6713]",[],1,1,[17342],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",33
140,"vaal_thrown_weapon","Vaal Spectral Throw","Throws a spectral copy of your melee weapon. It spirals out in a spinning attack that strikes enemies in its path.",111,"Art/2DArt/SkillIcons/ghostlythrow.dds","[1,2]","[0,40,2,56,37]","","",1,"","",25,1,"[3856,4078,17342]","[24,169,6713]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",33
141,"fire_resist_aura","Purity of Fire","Emit an [Aura] that boosts the [Resistances|Fire Resistance] of you and [Allies] in your [Presence].",112,"Art/2DArt/SkillIcons/PurityofFireWeaponSkill.dds",[4],"[4,11,38,119,138,27,185]","","",1,"FireResistAura","",25,"","[4174,7848,10372,14351,14381]","[13311,13332,1923,14070,14242]",[],1,"",[],8,"","","",[],"","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/fire_resist_aura/",""
142,"cold_resist_aura","Purity of Ice","Emit an [Aura] that boosts the [Resistances|Cold Resistance] of you and [Allies] in your [Presence].",113,"Art/2DArt/SkillIcons/PurityofColdWeaponSkill.dds",[4],"[4,11,38,119,138,28,185]","","",1,"ColdResistAura","",25,"","[4170,7849,10373,14352,14382]","[13311,13332,1923,14070,14242]",[],1,"",[],8,"","","",[],"","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/cold_resist_aura/",""
143,"lightning_resist_aura","Purity of Lightning","Emit an [Aura] that boosts the [Resistances|Lightning Resistance] of you and [Allies] in your [Presence].",114,"Art/2DArt/SkillIcons/PurityofLightningWeaponSkill.dds",[4],"[4,11,38,119,138,29,185]","","",1,"LightningResistAura","",25,"","[4175,7850,10374,14353,14383]","[13311,13332,1923,14070,14242]",[],1,"",[],8,"","","",[],"","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/lightning_resist_aura/",""
144,"storm_call","Storm Call","Sets a marker at a location. After a short duration, lightning strikes the marker, dealing damage around it. When this happens, it will also set off the lightning at any other markers you've cast.",115,"Art/2DArt/SkillIcons/stormcall.dds","[1,24,20]","[1,6,7,8,13,14,15,30,21,29,55,69,71]","","http://webcdn.pathofexile.com/public/chris/stormcall.jpg",1,"StormCallPlayer","",25,1,"[3881,4087,4038,17314]","[24,209,423,4824]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
145,"storm_call_self","Storm Call","Sets a marker at a location. After a short duration, lightning strikes the marker, dealing damage around it. When this happens, it will also set off the lightning at any other markers you've cast.",115,"Art/2DArt/SkillIcons/stormcall.dds",[4],"[1,6,7,8,13,14,15,30,21,29,55,71]","","http://webcdn.pathofexile.com/public/chris/stormcall.jpg",1,"StormCall","",25,1,"[3881,4087,4038,17314]","[24,209,423,4824]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
146,"storm_call_attached","Storm Call","",116,"Art/2DArt/SkillIcons/stormcall.dds","[2,3]","[1,6,7,8,13,14,15,30,21,29,71]","","",1,"","",25,1,"[3881,4087,4038,17314]","[24,209,423,4824]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
147,"vaal_storm_call","Vaal Storm Call","Sets a marker at a location. Lightning strikes random enemies around the marker repeatedly over the skill's duration, dealing damage in an area around the strike. Modifiers to the skill's duration will also affect the delay between these strikes. When the duration ends, a large bolt of lightning strikes the marker, dealing damage around it.",117,"Art/2DArt/SkillIcons/stormcall.dds","[1,24]","[1,6,7,8,13,14,15,37,29,71]","","",1,"VaalStormCall","",25,1,"[3881,4087,4038,17314]","[24,209,423,4824]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
148,"charged_blast","Flameblast","Channels to build up a large explosion. The longer you channel, the larger the area of effect and damage of the explosion. The explosion occurs after using another skill or after a short period without casting.",118,"Art/2DArt/SkillIcons/ChargedBlast.dds","[1,2]","[1,6,7,14,27,71,186]","","http://webcdn.pathofexile.com/public/chris/flameblastimage.jpg",1,"Flameblast","",25,1,"[4096,3890,4044,17349]","[543,24,423,2698]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
