"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32","string","string","ModelSizeMultiplier","i32","i32","rid","i32","i32","Tags","ExperienceMultiplier","[i32]","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool","i32","i32","i32","i32","i32","i32","HASH16","bool","string","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid","i32","i32","[rid]","MultiPartAchievements","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","AilmentThreshold","SinkEffect","i32","MonsterConditionalEffectPack","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BossHealthBar","rid","i32","bool","i32","i32","i32","i32","bool","rid","f32","f32","bool","[string]","rid","i32","i32","f32","rid","bool","i32","bool","i32","rid"
272,"Metadata/Monsters/BrambleHulk/BrambleHulk1",131,32,5,7,13,"[""Metadata/Monsters/BrambleHulk/BrambleHulk.act""]","[""Metadata/Monsters/BrambleHulk/BrambleHulk.ao""]","Metadata/Monsters/BrambleHulk/BrambleHulk",[],1,"","",100,3,6,18,1,0,"[724,72,75,754,713,1040,30,31,714,118]",200,[],105,105,700,500,0,"[735,5119,4165,5122,5121]","Metadata/Monsters/BrambleHulk/BrambleHulk.ais",[],"",0,"Bramble Hulk",200,200,1500,[],[],"","","","",0,[],[],[],"",1,3,135,0,0,111,34367,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,152132,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],48,6,150,0.05,0,1,0,"",60,4
273,"Metadata/Monsters/Ghouls/GhoulCommander",133,65,3,5,8,"[""Metadata/Monsters/Ghouls/GhoulCommander.act""]","[""Metadata/Monsters/Ghouls/GhoulCommander.ao""]","Metadata/Monsters/Ghouls/GhoulCommander",[],1,"","",150,2,6,5,1,0,"[724,56,48,713,31,29,714,1025,756]",135,[],60,105,700,500,0,"[735,4688,4799,3812]","Metadata/Monsters/Ghouls/GhoulCommander.ais",[],"",9,"Ghoul Commander",135,135,1500,[],[],"","","","",0,[],[],[],1,1,3,135,1,100,104,20086,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,152740,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],51,5,118,0.05,0,1,0,"",50,1
274,"Metadata/Monsters/Ghouls/GhoulCommanderStrongbox",133,65,3,5,8,"[""Metadata/Monsters/Ghouls/GhoulCommander.act""]","[""Metadata/Monsters/Ghouls/GhoulCommander.ao""]","Metadata/Monsters/Ghouls/GhoulCommander",[],1,"","",150,2,6,5,1,0,"[724,56,48,713,31,29,714,1025,756]",135,[],60,105,700,500,0,"[735,4688,4799,3812]","Metadata/Monsters/Ghouls/GhoulCommander.ais",[],"",9,"Ghoul Commander",135,135,1500,[],[],"","","","",0,[],[],[],1,1,3,135,1,100,104,16710,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,153064,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],51,5,118,0.05,0,1,0,"",50,1
275,"Metadata/Monsters/ChimeraWetlandsBoss/ChimeraWetlandsBoss",135,20,8,8,18,"[""Metadata/Monsters/ChimeraWetlandsBoss/ChimeraWetlandsBoss.act""]","[""Metadata/Monsters/ChimeraWetlandsBoss/ChimeraWetlandsBoss.ao""]","Metadata/Monsters/ChimeraWetlandsBoss/ChimeraWetlandsBoss",[],1,"","",120,4,6,4,1,0,"[72,1024,140,49,118,753]",250,[],135,135,700,500,0,"[738,2500,4757,1524,1526,1527,2808,2812,1436,1562,3668,3744,3745,3746,1973,1975,1976,1977,1978,1979,2501,2506,3044,3043,1807,2807,1809,2810,1805,2504,2505,2502,4650,2948]","Metadata/Monsters/ChimeraWetlandsBoss/ChimeraWetlandsBoss.ais","[5865,5865,5974,5974,5974]","stance2",0,"Xyclucian, the Chimera",250,250,1500,[],[],"","","","",0,[9456],[4563],[],"",1,6,135,0,0,135,388,"","","","","","",[],[],[],"",500,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,154382,0,0,0,1,"",7,"",0,0,0,0,"","",1,1,"",[],"",12,313,0.05,0,1,0,"",120,4
276,"Metadata/Monsters/ChimeraWetlandsBoss/ChimeraWetlandsBossSTANDALONE",137,20,8,8,18,"[""Metadata/Monsters/ChimeraWetlandsBoss/ChimeraWetlandsBoss.act""]","[""Metadata/Monsters/ChimeraWetlandsBoss/ChimeraWetlandsBoss.ao""]","Metadata/Monsters/ChimeraWetlandsBoss/ChimeraWetlandsBossSTANDALONE",[],1,"","",120,4,6,4,1,0,"[72,1024,140,49,118,753]",250,[],135,135,700,500,0,"[738,2500,4757,1524,1526,2808,2812,1436,3668,3744,3745,3746,2501,2506,3044,3043,1807,2807,1809,2810,1805,2504,2505,2502,4650,2948]","Metadata/Monsters/ChimeraWetlandsBoss/ChimeraWetlandsBoss.ais","[5865,5865,5974,5974,5974]","",0,"Xilozoma, the Maw-Beast",250,250,1500,[],[],"","","","",0,[9456],"[4563,4360]",[],"",1,6,135,0,0,135,1267,"","","","","","",[],[],[],"",500,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,155226,0,0,0,1,"",7,"",0,0,0,0,"","",1,1,"",[],"",12,313,0.05,0,1,0,"",120,4
277,"Metadata/Monsters/ChimeraWetlandsBoss/ChimeraWetlandsPillar",138,0,5,6,6,"[""Metadata/Monsters/ChimeraWetlandsBoss/ChimeraPillar.act""]","[""Metadata/Monsters/Chimera/ChimeraBoss/ChimeraPlatformRemake_02.ao""]","Metadata/Monsters/ChimeraWetlandsBoss/ChimeraPillar",[],1,"","",100,2,3,5,6,0,"[74,163,120,1025]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",39,"Stone Pillar",100,800,1500,[],[],"","","","",0,[],[13236],[],"",1,6,135,0,0,135,45056,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,155826,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",12,450,0.05,0,1,0,"",0,2
278,"Metadata/Monsters/Ultimatum/ChimeraUltimatumBoss__",135,20,8,8,18,"[""Metadata/Monsters/ChaosGodChimera/ChaosGodChimera.act""]","[""Metadata/Monsters/ChaosGodChimera/ChaosGodChimera.ao""]","Metadata/Monsters/ChaosGodChimera/ChaosGodChimera",[],1,"","",120,4,6,4,1,0,"[72,1024,140,49,118,753]",250,[],135,135,700,500,0,"[738,2500,4757,1525,1526,2809,2812,1436,3669,3744,3745,3746,1973,1978,2501,2506,3044,3043,1808,2807,1809,2811,2504,2505,2503,2948]","Metadata/Monsters/ChaosGodChimera/ChaosGodChimera.ais","[5865,5865,5974,5974,5974]","stance2",0,"Uxmal, the Beastlord",250,250,1500,[],[],"","","","",0,[],[4563],[],"",1,6,135,0,0,135,32266,"","","","","","",[],[],[],"",500,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,157028,0,0,0,1,"",7,"",0,0,0,0,"","",1,1,"",[],"",12,313,0.05,0,1,0,"",120,4
279,"Metadata/Monsters/Ultimatum/ChimeraUltimatumBossMap",136,20,8,8,18,"[""Metadata/Monsters/ChaosGodChimera/ChaosGodChimeraMapBoss.act""]","[""Metadata/Monsters/ChaosGodChimera/ChaosGodChimera.ao""]","Metadata/Monsters/ChaosGodChimera/ChaosGodChimeraMapBoss",[],1,"","",120,4,6,4,1,0,"[72,1024,140,49,118,753]",250,[],135,135,700,500,0,"[738,2500,4757,1524,1526,2808,2812,1436,3668,3744,3745,3746,1973,1978,2501,2506,3044,3043,1807,2807,1809,2810,2504,2505,2502,2948]","Metadata/Monsters/ChaosGodChimera/ChaosGodChimeraMapBoss.ais","[5865,5865,5974,5974,5974]","stance2",0,"Gressor-Kul, the Apex",250,250,1500,[],[],"","","","",0,[],"[4563,4360]",[],"",1,6,135,0,0,135,51205,"","","","","","",[],[],[],"",500,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,1,0,158184,0,0,0,1,"",7,"",0,0,0,0,"","",1,1,"",[],"",12,313,0.05,0,1,0,"",120,4
280,"Metadata/Monsters/Bird/MutantBird",139,0,18,6,45,"[""Metadata/Monsters/Bird/MutantBird.act""]","[""Metadata/Monsters/Bird/MutantBird.ao""]","Metadata/Monsters/Bird/MutantBird",[],1,"","",100,2,6,14,1,0,"[72,1034,140,163,118]",110,[],105,105,700,500,0,"[5133,5134,5136,5135,5137,5138,5150,5151,5152,5154,5155,5139,5140,5141]","Metadata/Monsters/Bird/MutantBird.ais",[],"",0,"Scourge of the Skies",121,132,2010,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,36622,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,158858,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,116,0.05,0,1,0,"",180,4
281,"Metadata/Monsters/Bird/MutantBirdDog",140,77,4,6,18,"[""Metadata/Monsters/Bird/MutantBirdDog.act""]","[""Metadata/Monsters/Bird/MutantBirdDog.ao""]","Metadata/Monsters/Bird/MutantBirdDog",[],1,"","",100,2,6,14,1,0,"[72,1034,118,756]",110,[],105,105,700,500,0,"[5147,5149,5146,5153,5148]","Metadata/Monsters/Bird/MutantBirdDog.ais","[5865,6029]","",0,"Flesh Pup",121,132,945,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,4390,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,159398,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",5,116,0.05,0,1,0,"",50,4
282,"Metadata/Monsters/Bird2/MutantBird2",141,20,4,6,30,"[""Metadata/Monsters/Bird2/MutantBird2.act""]","[""Metadata/Monsters/Bird2/MutantBird2.ao""]","Metadata/Monsters/Bird2/MutantBird2",[],1,"","",100,4,6,14,1,0,"[72,1034,140,118,752]",250,[],135,135,700,500,0,"[738,3475,790,3469,3330,4646,4647,3328,3335,3336,3331,3332,3333,3334,4725,3476,1429,1430,2475,4417,2294,4405,4406,4407,4408,4409,4410,4411,4412,4413,4414,4415,4416,2296,2477,2478,2479,2528,3470,2529,1810,2530,4135,2476]","Metadata/Monsters/Bird2/MutantBird2.ais",[],"stance2",0,"Chetza, the Feathered Plague",250,250,2010,[],[],"","","","",0,[],[4563],[],"",1,6,135,0,0,135,31896,"","","","","","",[],[],[],"",600,0,[],[],0,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,160592,0,0,0,1,"",7,"",0,0,0,0,"","",1,1,"",[],"",6,313,0.05,0,1,0,"",60,4
283,"Metadata/Monsters/Bird2/MutantBird2Map",142,20,4,6,30,"[""Metadata/Monsters/Bird2/MutantBird2.act""]","[""Metadata/Monsters/Bird2/MutantBird2.ao""]","Metadata/Monsters/Bird2/MutantBird2MapBoss",[],1,"","",100,4,6,14,1,0,"[72,1034,140,118,752]",250,[],135,135,700,500,0,"[738,3475,790,3469,3330,4646,4647,3328,3335,3336,3331,3332,3333,3334,4725,3476,1429,1430,2475,4417,2294,4405,4406,4407,4408,4409,4410,4411,4412,4413,4414,4415,4416,2296,2477,2478,2479,2528,3470,2529,1810,2530,4135,2476]","Metadata/Monsters/Bird2/MutantBird2.ais",[],"stance2",0,"Chetza, the Feathered Plague",250,250,2010,[],[],"","","","",0,[],"[4360,4563]",[],"",1,6,135,0,0,135,22498,"","","","","","",[],[],[],"",600,0,[],[],0,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,1,0,161592,0,0,0,1,"",7,"",0,0,0,0,"","",1,1,"",[],"",6,313,0.05,0,1,0,"",60,4
284,"Metadata/Monsters/Bird2/MutantBirdDog2_",143,77,4,7,18,"[""Metadata/Monsters/Bird2/MutantBirdDog2.act""]","[""Metadata/Monsters/Bird2/MutantBirdDog2.ao""]","Metadata/Monsters/Bird2/MutantBirdDog2",[],1,"","",100,2,6,14,1,0,"[72,1034,31,29,118,756]",150,[],135,135,391,27,68,"[738,5146,5153,3504]","Metadata/Monsters/Bird2/MutantBirdDog2.ais","[5865,6029]","",0,"Plagueling",150,38,945,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,49913,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,162256,0,0,0,1,"",7,"",0,0,0,0,"","",1,1,"",[],"",5,50,0.05,0,1,0,"",50,4
285,"Metadata/Monsters/Ghouls/Ghoul",144,35,2,4,7,"[""Metadata/Monsters/Ghouls/Ghoul.act""]","[""Metadata/Monsters/Ghouls/Ghoul.ao""]","Metadata/Monsters/Ghouls/Ghoul",[],1,"","",100,2,6,5,1,0,"[56,48,754,713,31,29,714,1025]",80,[],35,105,700,500,0,[735],"Metadata/Monsters/Ghouls/Ghoul.ais",[],"",9,"Skulking Ghoul",80,80,1275,[],[],"","","","",0,[],[],[],"",1,4,135,0,0,104,60556,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,162726,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],51,4,75,0.05,0,1,0,"",40,1
286,"Metadata/Monsters/Ghouls/GhoulStrongbox",144,35,2,4,7,"[""Metadata/Monsters/Ghouls/Ghoul.act""]","[""Metadata/Monsters/Ghouls/Ghoul.ao""]","Metadata/Monsters/Ghouls/Ghoul",[],1,"","",100,2,6,5,1,0,"[56,48,754,713,31,29,714,1025]",80,[],35,105,700,500,0,[735],"Metadata/Monsters/Ghouls/Ghoul.ais",[],"",9,"Skulking Ghoul",80,80,1275,[],[],"","","","",0,[],[],[],"",1,4,135,0,0,104,24368,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,162968,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],51,4,75,0.05,0,1,0,"",40,1
287,"Metadata/Monsters/Skeletons/Rusted/RustedSkeletonOneHandSwordShield",5,11,2,4,7,"[""Metadata/Monsters/Skeletons/Basic/SkeletonBasicOneHandShield.act""]","[""Metadata/Monsters/Skeletons/Rusted/RustedSkeleton.ao""]","Metadata/Monsters/Skeletons/Basic/SkeletonBasic","[6077,11199]",1,"","",100,2,6,1,8,0,"[1021,713,1089,51,73,752]",100,[],70,105,700,500,0,[735],"Metadata/Monsters/Skeletons/Basic/SkeletonBasicOneHandShield.ais","[5865,5865,5865,5865,6002,6002,6002,6002]","stance7",3,"Rust Skeleton",110,100,1500,"[9477,9478,9479,9480,9481,9483]","[15468,15469,15470,15471,15472,15473,15474,15475,15476]","",9,26,"",0,[],[],[],1,1,6,135,0,0,135,340,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,163798,0,-7,7,"","",7,"",0,-5,5,0,"","",1,1,"",[],55,4,100,0.05,0,1,0,"",40,3
288,"Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonUnarmedSnakeBossMinion",3,11,2,4,7,"[""Metadata/Monsters/Skeletons/GiantSnakeBossMinion/SkeletonSnakeBossMinion.act""]","[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonRisenCavalryNoArmour.ao""]","Metadata/Monsters/Skeletons/GiantSnakeBossMinion/SkeletonSnakeBossMinion","[6077,6410]",1,"","",100,2,6,5,8,0,"[713,1089,714,51,1025,73,752]",100,[],70,105,700,500,0,[735],"Metadata/Monsters/Skeletons/GiantSnakeBossMinion/SkeletonSnakeBossMinion.ais","[5865,5865,6002,6002,5865]","stance5",3,"Risen Maraketh",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,63014,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,164856,0,-7,7,"","",7,"",0,-5,5,0,"","",1,1,"",[],55,4,100,0.05,0,1,0,"",40,3
289,"Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonUnarmed",3,11,2,4,7,"[""Metadata/Monsters/Skeletons/Basic/SkeletonBasic.act""]","[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonRisenCavalryNoArmour.ao""]","Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton",[6077],1,"","",100,2,6,5,8,0,"[713,1089,714,51,1025,73,752]",100,[],70,105,700,500,0,[735],"Metadata/Monsters/Skeletons/Basic/SkeletonBasic.ais","[5865,5865,6002,6002]","stance2",3,"Risen Maraketh",100,100,1500,[],[],"","","","",0,[],[],[],1,1,6,135,0,0,135,47110,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,165526,0,-7,7,"","",7,"",0,-5,5,0,"","",1,1,"",[],55,4,100,0.05,0,1,0,"",40,3
290,"Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonOneHandAxeNoArmour_",5,11,2,4,7,"[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton.act""]","[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonRisenCavalryNoArmour.ao""]","Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton",[6077],1,"","",100,2,6,10,8,0,"[1030,713,1089,714,51,73,752]",100,[],70,105,700,500,0,[735],"Metadata/Monsters/Skeletons/Basic/SkeletonBasicOneHandWeapon.ais",[],"stance3",3,"Risen Maraketh",110,100,1500,[15328],[],"",9,"","",0,[],[],[],1,1,6,135,0,0,135,9249,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,165968,0,-7,7,"","",7,"",0,-5,5,0,"","",1,1,"",[],55,4,100,0.05,0,1,0,"",40,3
291,"Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonOneHandAxeClothArmour",5,11,2,4,7,"[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton.act""]","[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonRisenInfantryNoShield.ao""]","Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton",[6077],1,"","",100,2,6,10,8,0,"[1030,713,1089,714,51,73,752]",100,[],70,105,700,500,0,[735],"Metadata/Monsters/Skeletons/Basic/SkeletonBasicOneHandWeapon.ais",[],"",3,"Risen Maraketh",110,100,1500,[15328],[],"",9,"","",0,[],[],[],1,1,6,135,0,0,135,28586,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,166454,0,-7,7,"","",7,"",0,-5,5,0,"","",1,1,"",[],55,4,100,0.05,0,1,0,"",40,3
292,"Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonOneHandAxeMediumArmour",5,11,2,4,7,"[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton.act""]","[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonRisenInfantry.ao""]","Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton",[6077],1,"","",100,2,6,10,8,0,"[1030,713,1089,714,51,73,752]",100,[],70,105,700,500,0,[735],"Metadata/Monsters/Skeletons/Basic/SkeletonBasicOneHandWeapon.ais",[],"",3,"Risen Maraketh",110,100,1500,[15328],[],"",9,"","",0,[],[],[],1,1,6,135,0,0,135,59505,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,166926,0,-7,7,"","",7,"",0,-5,5,0,"","",1,1,"",[],55,4,100,0.05,0,1,0,"",40,3
293,"Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonOneHandAxeHeavyArmour",5,11,2,4,7,"[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton.act""]","[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonRisenCavalry.ao""]","Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton",[6077],1,"","",100,2,6,10,5,0,"[1030,713,1089,714,51,73,752]",100,[],70,105,700,500,0,[735],"Metadata/Monsters/Skeletons/Basic/SkeletonBasicOneHandWeapon.ais",[],"stance3",3,"Risen Maraketh",110,100,1500,[15328],[],"",9,"","",0,[],[],[],1,1,6,135,0,0,135,53766,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,167394,0,-7,7,"","",7,"",0,-5,5,0,"","",1,1,"",[],55,4,100,0.05,0,1,0,"",40,3
294,"Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonOneHandSwordNoArmour",5,11,2,4,7,"[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton.act""]","[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonRisenCavalryNoArmour.ao""]","Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton","[6077,6155]",1,"","",100,2,6,1,8,0,"[1021,713,1089,714,51,73,752]",100,[],70,105,700,500,0,[735],"Metadata/Monsters/Skeletons/Basic/SkeletonBasicOneHandWeapon.ais",[],"stance3",3,"Risen Maraketh",110,100,1500,[15329],[],"",9,"","",0,[],[],[],1,1,6,135,0,0,135,31690,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,167736,0,-7,7,"","",7,"",0,-5,5,0,"","",1,1,"",[],55,4,100,0.05,0,1,0,"",40,3
295,"Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonOneHandSwordClothArmour",5,11,2,4,7,"[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton.act""]","[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonRisenInfantryNoShield.ao""]","Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton","[6077,6155]",1,"","",100,2,6,1,8,0,"[1021,713,1089,714,51,73,752]",100,[],70,105,700,500,0,[735],"Metadata/Monsters/Skeletons/Basic/SkeletonBasicOneHandWeapon.ais",[],"",3,"Risen Maraketh",110,100,1500,[15329],[],"",9,"","",0,[],[],[],1,1,6,135,0,0,135,39484,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,168084,0,-7,7,"","",7,"",0,-5,5,0,"","",1,1,"",[],55,4,100,0.05,0,1,0,"",40,3
296,"Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonOneHandSwordMediumArmour",5,11,2,4,7,"[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton.act""]","[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonRisenInfantry.ao""]","Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton","[6077,6155]",1,"","",100,2,6,1,8,0,"[1021,713,1089,714,51,73,752]",100,[],70,105,700,500,0,[735],"Metadata/Monsters/Skeletons/Basic/SkeletonBasicOneHandWeapon.ais",[],"",3,"Risen Maraketh",110,100,1500,[15329],[],"",9,"","",0,[],[],[],1,1,6,135,0,0,135,57081,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,168434,0,-7,7,"","",7,"",0,-5,5,0,"","",1,1,"",[],55,4,100,0.05,0,1,0,"",40,3
297,"Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonOneHandSwordShieldMediumArmour",5,11,2,4,7,"[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton.act""]","[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonRisenMage.ao""]","Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton","[6077,11199]",1,"","",100,2,6,1,8,0,"[1021,713,1089,1088,714,51,73,752]",100,[],70,105,700,500,0,[735],"Metadata/Monsters/Skeletons/Basic/SkeletonBasicOneHandShield.ais",[],"stance5",3,"Risen Maraketh",110,100,1500,[15329],[15330],"",9,26,"",0,[],[],[],1,1,6,135,0,0,135,38208,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,168962,0,-7,7,"","",7,"",0,-5,5,0,"","",1,1,"",[],55,4,100,0.05,0,1,0,"",40,3
298,"Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonOneHandSwordShieldHeavyArmour",5,11,2,4,7,"[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton.act""]","[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonRisenCavalry.ao""]","Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton","[6077,11199]",1,"","",100,2,6,1,5,0,"[1021,713,1089,1088,714,51,73,752]",100,[],70,105,700,500,0,[735],"Metadata/Monsters/Skeletons/Basic/SkeletonBasicOneHandShield.ais",[],"stance4",3,"Risen Maraketh",110,100,1500,[15329],[15330],"",9,26,"",0,[],[],[],1,1,6,135,0,0,135,34760,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,169354,0,-7,7,"","",7,"",0,-5,5,0,"","",1,1,"",[],55,4,100,0.05,0,1,0,"",40,3
299,"Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonOneHandSwordShieldHeavyArmourSanctumTrial",5,11,2,4,7,"[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton.act""]","[""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonRisenCavalry.ao""]","Metadata/Monsters/Skeletons/Maraketh/MarakethSkeleton","[6077,11199]",1,"","",100,2,6,1,5,0,"[1021,713,1089,1088,714,1015,51,73,752]",100,[],70,105,700,500,0,"[735,3932]","Metadata/Monsters/Skeletons/Basic/SkeletonBasicOneHandShield.ais",[],"stance4",3,"Risen Maraketh",110,100,1500,[15329],[15330],"",9,26,"",0,[],[],[],1,1,6,135,0,0,135,28432,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,169802,0,-7,7,"","",7,"",0,-5,5,0,"","",1,1,"",[],55,4,100,0.05,0,1,0,"",40,3
