"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","Ascendancy","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","AtlasnodeGroup","i32","i32","i32","i32","i32","bool","[rid]","i32","[rid]","bool","KeystoneId","bool","IsAttribute","AtlasSubTree","IsRootOfAtlasTree","GrantedSkill","WeaponPointsGranted"
1777,"criticals64","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds","[8791,15242,20961]",20,20,20,0,57388,"Overwhelming Strike",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1778,"criticals65","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[15242],15,0,0,0,53386,"Attack Critical Damage",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1779,"criticals66","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[15242],15,0,0,0,19802,"Attack Critical Damage",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1780,"criticals67__","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[15242],15,0,0,0,64399,"Attack Critical Damage",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1781,"criticals68","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,21017,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1782,"criticals69","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds","[541,122]",15,-5,0,0,26969,"Critical Chance and Reduced Mana",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1783,"criticals70","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds","[541,122]",15,-5,0,0,16861,"Critical Chance and Reduced Mana",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1784,"criticals71","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds","[95,207]",20,-5,0,0,55789,"Critical Damage and Increased Mana Cost",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1785,"criticals72","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds","[95,207]",20,-5,0,0,41665,"Critical Damage and Increased Mana Cost",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1786,"criticals73","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds","[541,122,560]",35,-10,10,0,27303,"Vulgar Methods",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1787,"criticals74","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds","[95,207,560]",45,-10,10,0,50562,"Barbaric Strength",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1788,"criticals75_","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[8791],10,0,0,0,33946,"Attack Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1789,"criticals76","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[8791],10,0,0,0,34074,"Attack Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1790,"criticals77","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[8791],10,0,0,0,57227,"Attack Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1791,"criticals78","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[8791],10,0,0,0,23259,"Attack Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1792,"criticals79","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds","[11910,8791]",30,25,0,0,22864,"Tainted Strike",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1793,"criticals80","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[6420],80,0,0,0,58939,"Dispatch Foes",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1794,"criticals81_","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,26319,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1795,"criticals82","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,30990,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1796,"criticals83","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,31692,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1797,"criticals84","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds","[95,541]",-20,50,0,0,46197,"Careful Assassin",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1798,"criticals85","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,61333,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1799,"criticals86","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,45702,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1800,"criticals87","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[95],15,0,0,0,29959,"Critical Damage",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1801,"criticals88_","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[95],15,0,0,0,60362,"Critical Damage",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1802,"criticals89","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[95],15,0,0,0,6891,"Critical Damage",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1803,"criticals90","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds","[95,541]",60,-20,0,0,56265,"Throatseeker",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1804,"criticals91","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,3458,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1805,"criticals92","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,7353,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1806,"criticals93_","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,24420,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1807,"criticals94","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,33829,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1808,"criticals95","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,18737,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1809,"criticals96","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,11509,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1810,"criticals97","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,17664,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1811,"criticals98","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,7465,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1812,"criticals99","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,11463,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1813,"criticals100_","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,33348,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1814,"criticals101","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,17725,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1815,"criticals102","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,60654,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1816,"criticals103_","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,62005,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1817,"criticals104","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,56539,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1818,"criticals105","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,21680,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1819,"criticals106","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,56474,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1820,"criticals107","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,53755,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1821,"criticals108","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[541],10,0,0,0,14036,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1822,"attack_speed1","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,52442,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1823,"attack_speed2_","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,97,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1824,"attack_speed3","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,35660,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1825,"attack_speed4","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,24880,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1826,"attack_speed5","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,50635,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1827,"attack_speed6","Art/2DArt/SkillIcons/passives/onehanddamage.dds",[3422],3,0,0,0,24871,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1828,"attack_speed7","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,18548,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1829,"attack_speed8","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,59275,"Attack Speed",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,4,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1830,"attack_speed9","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,49231,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1831,"attack_speed10","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,20820,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1832,"attack_speed11","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,32399,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1833,"attack_speed12","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,1106,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1834,"attack_speed13_","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,47796,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1835,"attack_speed14","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,14254,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1836,"attack_speed15","Art/2DArt/SkillIcons/passives/attackspeed.dds","[70,720]",2,5,0,0,45100,"Attack Speed and Flask Duration",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1837,"attack_speed16","Art/2DArt/SkillIcons/passives/attackspeed.dds","[70,720]",2,5,0,0,56928,"Attack Speed and Flask Duration",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1838,"attack_speed17","Art/2DArt/SkillIcons/passives/attackspeed.dds","[70,720]",2,5,0,0,62350,"Attack Speed and Flask Duration",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1839,"attack_speed18","Art/2DArt/SkillIcons/passives/attackspeed.dds","[70,566]",2,5,0,0,35671,"Attack Speed and Dexterity",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1840,"attack_speed19","Art/2DArt/SkillIcons/passives/attackspeed.dds","[70,566]",2,5,0,0,11504,"Attack Speed and Dexterity",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1841,"attack_speed20","Art/2DArt/SkillIcons/passives/attackspeed.dds","[70,84,1985]",5,10,5,0,42177,"Blurred Motion",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,4,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1842,"attack_speed21_","Art/2DArt/SkillIcons/passives/attackspeed.dds","[70,566]",2,5,0,0,30839,"Attack Speed and Dexterity",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1843,"attack_speed22","Art/2DArt/SkillIcons/passives/attackspeed.dds","[70,566]",2,5,0,0,5049,"Attack Speed and Dexterity",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1844,"attack_speed23","Art/2DArt/SkillIcons/passives/attackspeed.dds","[70,84]",2,5,0,0,43183,"Attack Speed and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1845,"attack_speed24","Art/2DArt/SkillIcons/passives/attackspeed.dds","[70,84]",2,5,0,0,11153,"Attack Speed and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1846,"attack_speed25","Art/2DArt/SkillIcons/passives/Harrier.dds",[20305],3,0,0,0,10364,"Skill Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1847,"attack_speed26","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,44628,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1848,"attack_speed27","Art/2DArt/SkillIcons/passives/Harrier.dds",[20305],3,0,0,0,42857,"Skill Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1849,"attack_speed28","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,62640,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1850,"attack_speed29","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,38501,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1851,"attack_speed30","Art/2DArt/SkillIcons/passives/attackspeed.dds","[70,9155,560]",4,6,10,0,25971,"Tenfold Attacks",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1852,"attack_speed31","Art/2DArt/SkillIcons/passives/attackspeed.dds",[3367],12,0,0,0,7163,"Stimulants",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1853,"attack_speed32_","Art/2DArt/SkillIcons/passives/onehanddamage.dds","[3422,566]",8,15,0,0,10602,"Reaving",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1854,"attack_speed33","Art/2DArt/SkillIcons/passives/attackspeed.dds","[70,18249]",6,6,0,0,27108,"Mass Hysteria",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,0,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1855,"attack_speed34","Art/2DArt/SkillIcons/passives/attackspeed.dds",[1228],1,0,0,0,31172,"Falcon Technique",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,4,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1856,"attack_speed35","Art/2DArt/SkillIcons/passives/attackspeed.dds","[70,6424]",10,15,0,0,25619,"Sand in the Eyes",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1857,"attack_speed36","Art/2DArt/SkillIcons/passives/attackspeed.dds","[70,13316]",8,-10,0,0,40166,"Deep Trance",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1858,"attack_speed37","Art/2DArt/SkillIcons/passives/Harrier.dds","[20305,124]",5,15,0,0,34233,"Flow State",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1859,"attack_speed38","Art/2DArt/SkillIcons/passives/EvasionAndBlindNotable.dds","[19978,14174]",1,20,0,0,42354,"Blinding Flash",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1860,"attack_speed39","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],8,0,0,0,21869,"[DNT] Attack Speed Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1861,"attack_speed40","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],8,0,0,0,26862,"[DNT] Attack Speed Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1862,"attack_speed41","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,57196,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1863,"attack_speed42","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,23702,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1864,"attack_speed43","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[6424],8,0,0,0,43562,"Blind Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1865,"attack_speed44","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[6424],8,0,0,0,3660,"Blind Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1866,"attack_speed45","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,63445,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1867,"attack_speed46","Art/2DArt/SkillIcons/passives/Harrier.dds",[20305],3,0,0,0,14725,"Skill Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1868,"attack_speed47","Art/2DArt/SkillIcons/passives/Harrier.dds",[20305],3,0,0,0,32545,"Skill Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1869,"attack_speed48","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,47869,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1870,"attack_speed49","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,57770,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1871,"attack_speed50","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,12436,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1872,"attack_speed51","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,13617,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1873,"attack_speed52","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,12014,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1874,"attack_speed53","Art/2DArt/SkillIcons/passives/attackspeed.dds",[20305],3,0,0,0,26798,"Skill Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1875,"attack_speed54","Art/2DArt/SkillIcons/passives/attackspeed.dds",[20305],3,0,0,0,9638,"Skill Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1876,"attack_speed55","Art/2DArt/SkillIcons/passives/attackspeed.dds","[20305,17045]",6,6,0,0,39083,"Blood Rush",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1877,"attack_speed56","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,39866,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1878,"attack_speed57","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,43877,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1879,"attack_speed58","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,51522,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1880,"attack_speed59","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,47895,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1881,"attack_speed60_","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,56493,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
1882,"cast_speed1","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,28774,"Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0
