"rownum","Metadata","AreaLevel","SpawnsMonsters","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","bool","bool","bool","i32","i32","i32","i32","rid","bool","bool","Script1","bool","bool","Script2","[i32]","i32","i32","i32","i32","i32","i32","i32","i32"
81,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerPillarSkitterbot",1,[1011],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.ChangeStance( stance4 ); triggerer.my_spawner = FindClosestObject( \""Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerPillarController\"", 30 );\r\ntriggerer.my_spawner.my_monsters += triggerer;","","","",[],0,0,0,0,1,1,1,1
82,"Metadata/Terrain/Gallows/Act4/4_3_1/Objects/ElephantSpawner",1,[1263],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.StartImmunityPhase(0, 1, 1, 1, 0, 0, 0); triggerer.DoAction( Emerge ); triggerer.AddOnActionEnd( { EndImmunityPhase(); }, true ); If( IsFlipped(), (){ triggerer.MoveRelative( -34, 0 ); }, (){ triggerer.MoveRelative( 34, 0 ); } );","","","",[],0,0,0,0,1,1,1,1
83,"Metadata/Terrain/Gallows/Act1/1_13/Objects/ExplodingPigSpawner",1,[1456],0,0,0,0,0,0,0,256,"","",1,"","","",0,0,0,0,"","","","triggerer.DoAction( WalkEmergeExplodingPig );",1,"","",[],0,0,0,0,1,1,1,1
84,"Metadata/Monsters/GuillotineExecutioner/Objects/RangedMercSpawner",1,[329],500,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.DoAction( Emerge ); this.fight_controller.executioner_boss.xbow_spawners -= this;","",1,"",[],0,0,0,0,1,1,1,1
85,"Metadata/Monsters/GuillotineExecutioner/Objects/MeleeMercSpawner",1,"[330,331]",500,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.DoAction( Emerge ); this.fight_controller.executioner_boss.melee_spawners -= this;","",1,"","[50,50]",0,0,0,0,1,1,1,1
86,"Metadata/Terrain/Gallows/Act1/1_8/Objects/SpiritSpawner",1,[1410],30000,0,0,5000,25000,65,0,0,"",1,"","",1,"",0,0,0,0,"","","","triggerer.DoAction( Emerge );","","","",[],0,0,0,0,1000,1000,1,1
87,"Metadata/Terrain/Doodads/Woods/GraveyardDungeons/BossMedallions/NormalMedallion",1,[1482],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.MatchLocator( this, new, true, true ); triggerer.DoAction( Emerge );","","","",[],0,0,0,0,1,1,1,1
88,"Metadata/Monsters/TitanBoss/Objects/VolatileSpawner",1,[826],150,5,15,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.MoveToOverTime( FindWalkableLocationOnLine( GetLocation(), GetLocation() + RotateLocation( MakeLocation( 0,  -this.arena_mid_distance ) ), GetObjectSize(  )), Random(18, 22), true, true );","","","",[],0,0,0,0,8,8,8,8
89,"Metadata/Monsters/SnakeFlowerMan/DecoySnakeFlowerManDoodad",1,[426],0,0,0,0,0,0,0,16777216,"",1,"","",1,"",0,0,0,0,"","","","triggerer.MatchOrientation( this, 1 ); triggerer.SetStateTo(colour, 1); Delete(); triggerer.DoRandom( { ChangeStance( stance2 ); }, { ChangeStance( stance3 ); } );",1,"","",[],0,0,0,0,1,1,1,1
90,"Metadata/Monsters/SnakeFlowerMan/DecoySnakeFlowerManDoodadPurple",1,[426],0,0,0,0,0,0,0,16777216,"",1,"","",1,"",0,0,0,0,"","","","triggerer.MatchOrientation( this, 1 ); triggerer.SetStateTo(colour, 2); Delete(); triggerer.DoRandom( { ChangeStance( stance2 ); }, { ChangeStance( stance3 ); } );",1,"","",[],0,0,0,0,1,1,1,1
91,"Metadata/Monsters/SnakeFlowerMan/DecoySnakeFlowerManDoodadRed",1,[426],0,0,0,0,0,0,0,16777216,"",1,"","",1,"",0,0,0,0,"","","","triggerer.MatchOrientation( this, 1 ); triggerer.SetStateTo(colour, 3); Delete(); triggerer.DoRandom( { ChangeStance( stance2 ); }, { ChangeStance( stance3 ); } );",1,"","",[],0,0,0,0,1,1,1,1
92,"Metadata/Terrain/Gallows/Act1/1_13_1/Objects/RabidDogSpawner",1,[1427],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.AddStat(\""monster_aggro_radius_+%\"", 100);","","","",[],0,0,0,0,1,1,1,1
93,"Metadata/Terrain/Gallows/Act1/1_13_1/Objects/RabidDogSpawnerRare",1,[1428],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,2,"","","triggerer.AddStat(\""monster_aggro_radius_+%\"", 100);","","","",[],0,0,0,0,1,1,1,1
94,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Arena_General_01",1,"[462,662]",150,1,5,300,500,0,0,1,"",1,1,"","","",2,0,0,0,"","","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","","[15,10]",0,6000,0,0,1000,1000,100,100
95,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Arena_General_01",30,"[462,662]",150,1,5,300,500,0,0,1,"",1,1,"","","",4,0,0,0,"","","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","","[15,10]",0,5000,0,0,1000,1000,100,100
96,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Arena_General_02",1,"[743,812,716]",150,1,5,300,500,0,0,1,"",1,1,"","","",1,0,0,0,"","","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","","[15,10,10]",0,6000,0,0,1000,1000,100,100
97,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Arena_General_02",45,"[743,812,716]",150,1,5,300,500,0,0,1,"",1,1,"","","",2,0,0,0,"","","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","","[15,10,10]",0,5000,0,0,1000,1000,100,100
98,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Arena_Rare_01",1,[659],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction(Emerge);","","","",[],0,1000,0,0,1,1,1,1
99,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Arena_Rare_02",1,[693],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","","","","",[],0,1000,0,0,1,1,1,1
100,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Lair_Rare_01",1,[657],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction(Emerge);","","","",[],0,1000,0,0,1,1,1,1
101,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Lair_Rare_02",1,[716],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction(Emerge);","","","",[],0,1000,0,0,1,1,1,1
102,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Lair_Rare_03",1,[693],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction(Emerge);","","","",[],0,1000,0,0,1,1,1,1
103,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Lair_Rare_04",1,[784],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction(Emerge);","","","",[],0,1000,0,0,1,1,1,1
104,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_PortalEncounter",1,"[452,689,784]",0,0,0,0,0,0,0,65537,"",1,1,"","","",5,8,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();","[15,10,10]",0,0,0,0,1,1,1,1
105,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_01_01",1,"[371,802]",0,0,0,0,0,0,0,65537,"",1,"","","","",8,12,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();","[15,10]",0,0,0,0,1,1,1,1
106,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_01_01",30,"[371,802]",0,0,0,0,0,0,0,65537,"",1,"","","","",8,12,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();","[15,10]",0,0,0,0,1,1,1,1
107,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_01_02",1,[452],0,0,0,0,0,0,0,65537,"",1,"","","","",3,4,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
108,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_01_02",30,[452],0,0,0,0,0,0,0,65537,"",1,"","","","",3,4,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
109,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_02_01",1,[689],0,0,0,0,0,0,0,65537,"",1,"","","","",6,12,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
110,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_02_01",30,[689],0,0,0,0,0,0,0,65537,"",1,"","","","",6,12,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
111,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_02_02",1,[784],0,0,0,0,0,0,0,65537,"",1,"","","","",2,4,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
112,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_02_02",30,[784],0,0,0,0,0,0,0,65537,"",1,"","","","",2,4,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
113,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_03_01",1,[665],0,0,2,0,0,0,0,65537,"",1,"","","","",8,16,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,50,0,0,1,1,1,1
114,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_03_01",30,[665],0,0,2,0,0,0,0,65537,"",1,"","","","",12,24,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner(); IfState( multi_spawn, <1, { ModifyState( multi_spawn, +1 ); Delay( 0.05, { StartMonsterSpawner(); } ); }, { SetStateTo( multi_spawn, 0 ); } );",[],0,50,0,0,1,1,1,1
115,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_03_01",45,[665],0,0,2,0,0,0,0,65537,"",1,"","","","",12,24,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner(); IfState( multi_spawn, <3, { ModifyState( multi_spawn, +1 ); Delay( 0.05, { StartMonsterSpawner(); } ); }, { SetStateTo( multi_spawn, 0 ); } );",[],0,50,0,0,1,1,1,1
116,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_03_02",1,[669],0,1,0,0,0,0,0,65537,"",1,"","","","",2,4,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
117,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_03_02",30,[669],0,0,0,0,0,0,0,65537,"",1,"","","","",2,4,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
118,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_Large_01_01",1,[462],0,1,0,0,0,0,0,65537,"",1,"","","","",24,48,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner(); IfState( multi_spawn, <1, { ModifyState( multi_spawn, +1 ); Delay( 0.05, { StartMonsterSpawner(); } ); }, { SetStateTo( multi_spawn, 0 ); } );",[],0,0,0,0,1,1,1,1
119,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_Large_01_01",30,[462],0,1,0,0,0,0,0,65537,"",1,"","","","",24,48,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner(); IfState( multi_spawn, <2, { ModifyState( multi_spawn, +1 ); Delay( 0.05, { StartMonsterSpawner(); } ); }, { SetStateTo( multi_spawn, 0 ); } );",[],0,0,0,0,1,1,1,1
120,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_Large_01_01",45,[462],0,1,0,0,0,0,0,65537,"",1,"","","","",24,48,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner(); IfState( multi_spawn, <3, { ModifyState( multi_spawn, +1 ); Delay( 0.05, { StartMonsterSpawner(); } ); }, { SetStateTo( multi_spawn, 0 ); } );",[],0,0,0,0,1,1,1,1
121,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_Large_01_02",1,[693],0,1,0,0,0,0,0,65537,"",1,"","","","",1,1,0,100,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
122,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Arena_General_01",1,"[371,665]",150,1,5,300,500,0,0,1,"",1,1,"","","",4,0,0,0,"","","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","","[10,10]",0,5000,0,0,1000,1000,100,100
123,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Arena_General_02",1,"[802,669]",150,1,5,300,500,0,0,1,"",1,1,"","","",2,0,0,0,"","","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","","[10,5]",0,5000,0,0,1000,1000,100,100
124,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Arena_Rare_01",1,[1497],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","","","","",[],0,1000,0,0,1,1,1,1
125,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Arena_Rare_02",1,[721],150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","",[],0,1000,0,0,1,1,1,1
126,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_ChaliceRare",1,"[721,1501,784]",150,1,5,0,0,0,0,0,"",1,1,"","","",1,0,0,0,2,"","","triggerer.DoAction(Emerge);","","","",[],0,1000,0,0,1,1,1,1
127,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_PortalEncounter",1,"[1501,739,856]",0,0,0,0,0,0,0,65537,"",1,1,"","","",5,8,30,0,"","","","triggerer.DoAction(WalkEmerge);","","","StopMonsterSpawner();","[5,10,10]",0,0,0,0,1,1,1,1
128,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Ritual_01_01",1,"[371,802]",0,0,0,0,0,0,0,65537,"",1,"","","","",6,12,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();","[10,10]",0,0,0,0,1,1,1,1
129,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Ritual_01_02",1,[721],0,0,0,0,0,0,0,65537,"",1,"","","","",2,4,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
130,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Ritual_02_01",1,[739],0,0,0,0,0,0,0,65537,"",1,"","","","",6,12,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
131,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Ritual_02_02",1,[1501],0,0,0,0,0,0,0,65537,"",1,"","","","",2,4,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
132,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Ritual_03_01",1,[766],0,0,0,0,0,0,0,65537,"",1,"","","","",6,12,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
133,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Ritual_03_02",1,[765],0,0,0,0,0,0,0,65537,"",1,"","","","",2,4,30,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );","","","StopMonsterSpawner();",[],0,0,0,0,1,1,1,1
134,"Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Ritual_Large_01_01",1,"[766,765]",0,1,0,0,0,0,0,65537,"",1,"","","","",10,20,0,0,"","","","triggerer.DoAction(WalkEmerge); triggerer.spawn_portal = FindClosestObject( \""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitual\"", 30 ); triggerer.MakeVariableSerialised( spawn_portal ); Delay( 0.05, { triggerer.SetStateTo(portal_spawn, 1); } );triggerer.walk_to_location = this.FindRandomLocationNearLocation( 2, 10, GetLocation()+RotateLocation([0, -30]), walk, 2);","","","StopMonsterSpawner(); IfState( multi_spawn, <1, { ModifyState( multi_spawn, +1 ); Delay( 0.05, { StartMonsterSpawner(); } ); }, { SetStateTo( multi_spawn, 0 ); } );",[],0,0,0,0,1,1,1,1
