"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","GenerationType","Families","Stat1Value","i32","Stat2Value","i32","Stat3Value","i32","Stat4Value","i32","SpawnWeight_Tags","SpawnWeight_Values","Tags","GrantedEffectsPerLevel","AuraFlags","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Value","i32","Stat5","FullAreaClear_AchievementItems","AchievementItems","GenerationWeight_Tags","GenerationWeight_Values","ModifyMapsAchievements","IsEssenceOnlyModifier","Stat6Value","i32","Stat6","MaxLevel","bool","CraftingItemClassRestrictions","MonsterOnDeath","i32","HeistAchievements","Heist_SubStatValue1","Heist_SubStatValue2","Heist_Stat0","Heist_Stat1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceType","ImplicitTags","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BuffTemplate","ArchnemesisMinionMod","HASH32","[rid]","i32","[rid]","RadiusJewelType"
2669,"UniqueManaRegeneration17",118,128,1,124,"","","",1,"",3,[39],25,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",964773021,[],0,[],3
2670,"UniqueManaRegeneration18",18662,128,40,124,"","","",1,"",3,[39],25,35,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1438964579,[],0,[],3
2671,"UniqueManaRegeneration19",45525,128,40,124,"","","",1,"",3,[39],25,35,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3052397526,[],0,[],3
2672,"UniqueManaRegeneration20",43561,128,1,124,"","","",1,"",3,[39],25,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2472363380,[],0,[],3
2673,"UniqueManaRegeneration21",2034,128,1,124,"","","",1,"",3,[39],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3238625610,[],0,[],3
2674,"UniqueManaRegeneration22",37285,128,1,124,"","","",1,"",3,[39],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1609661926,[],0,[],3
2675,"UniqueManaRegeneration23",2463,128,1,124,"","","",1,"",3,[39],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1193296407,[],0,[],3
2676,"UniqueManaRegeneration24",58818,128,1,124,"","","",1,"",3,[39],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1894032469,[],0,[],3
2677,"UniqueManaRegeneration25",58944,128,1,124,"","","",1,"",3,[39],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1662486818,[],0,[],3
2678,"UniqueManaRegeneration26",4562,128,1,124,"","","",1,"",3,[39],15,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3028983824,[],0,[],3
2679,"UniqueManaRegeneration27",7817,128,1,124,"","","",1,"",3,[39],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2514740565,[],0,[],3
2680,"UniqueManaRegeneration28",22101,128,1,124,"","","",1,"",3,[39],40,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1985642179,[],0,[],3
2681,"UniqueLifeLeech1",37830,21,1,2995,"","","",1,"",3,[7],500,500,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1130926249,[],0,[],3
2682,"UniqueManaLeechLocal1",32880,25,1,451,"","","",1,"",3,[8],500,500,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",878019126,[],0,[],3
2683,"UniqueLifeGainedFromEnemyDeath1",64175,355,1,99,"","","",1,"",3,[125],3,3,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3087547547,[],0,[],3
2684,"UniqueLifeGainedFromEnemyDeath2",57861,355,1,99,"","","",1,"",3,[125],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4255042175,[],0,[],3
2685,"UniqueLifeGainedFromEnemyDeath3",13510,355,1,99,"","","",1,"",3,[125],7,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1158508898,[],0,[],3
2686,"UniqueLifeGainedFromEnemyDeath4",7065,355,1,99,"","","",1,"",3,[125],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1410997188,[],0,[],3
2687,"UniqueLifeGainedFromEnemyDeath5",12844,355,1,99,"","","",1,"",3,[125],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",708418138,[],0,[],3
2688,"UniqueLifeGainedFromEnemyDeath6",44870,355,1,99,"","","",1,"",3,[125],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2511791758,[],0,[],3
2689,"UniqueLifeGainedFromEnemyDeath7",50683,355,1,99,"","","",1,"",3,[125],10,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1986846273,[],0,[],3
2690,"UniqueLifeGainedFromEnemyDeath8",2711,355,1,99,"","","",1,"",3,[125],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3347722118,[],0,[],3
2691,"UniqueLifeGainedFromEnemyDeath9",59368,355,1,99,"","","",1,"",3,[125],5,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1536733817,[],0,[],3
2692,"UniqueManaGainedFromEnemyDeath1",61331,356,1,101,"","","",1,"",3,[126],-3,-3,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3394427982,[],0,[],3
2693,"UniqueManaGainedFromEnemyDeath2",2762,356,1,101,"","","",1,"",3,[126],1,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2026300028,[],0,[],3
2694,"UniqueManaGainedFromEnemyDeath3",61557,356,1,101,"","","",1,"",3,[126],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3448842073,[],0,[],3
2695,"UniqueManaGainedFromEnemyDeath4",3680,356,1,101,"","","",1,"",3,[126],4,6,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3068123581,[],0,[],3
2696,"UniqueManaGainedFromEnemyDeath5",5273,356,1,101,"","","",1,"",3,[126],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4083454402,[],0,[],3
2697,"UniqueManaGainedFromEnemyDeath6",42819,356,1,101,"","","",1,"",3,[126],12,18,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1745014676,[],0,[],3
2698,"UniqueManaGainedFromEnemyDeath7",22171,356,1,101,"","","",1,"",3,[126],5,5,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",229267916,[],0,[],3
2699,"UniqueManaGainedFromEnemyDeath8",63411,356,1,101,"","","",1,"",3,[126],25,35,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2379727245,[],0,[],3
2700,"UniqueManaGainedFromEnemyDeath9",42432,356,1,101,"","","",1,"",3,[126],10,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3049974079,[],0,[],3
2701,"UniqueLifeGainPerTarget1",54119,266,1,335,"","","",1,"",3,[97],25,25,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3235115980,[],0,[],3
2702,"UniqueManaGainPerTarget1",7353,1260,1,1263,"","","",1,"",3,[581],15,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2752776310,[],0,[],3
2703,"UniqueIncreasedAttackSpeed1",4318,120,1,70,"","","",1,"",3,[36],4,6,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2369547147,[],0,[],3
2704,"UniqueIncreasedAttackSpeed2",32065,120,1,70,"","","",1,"",3,[36],4,8,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1271810548,[],0,[],3
2705,"UniqueIncreasedAttackSpeed3",1680,120,1,70,"","","",1,"",3,[36],5,5,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",230385751,[],0,[],3
2706,"UniqueIncreasedAttackSpeed4",16415,120,1,70,"","","",1,"",3,[36],5,10,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1043315206,[],0,[],3
2707,"UniqueIncreasedAttackSpeed5",62746,120,1,70,"","","",1,"",3,[36],5,10,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1836883753,[],0,[],3
2708,"UniqueIncreasedAttackSpeed6",1040,120,1,70,"","","",1,"",3,[36],-15,-10,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",946728850,[],0,[],3
2709,"UniqueIncreasedAttackSpeed7",2712,120,1,70,"","","",1,"",3,[36],-5,-5,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3015294576,[],0,[],3
2710,"UniqueIncreasedAttackSpeed8",60643,120,1,70,"","","",1,"",3,[36],5,10,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",876423747,[],0,[],3
2711,"UniqueLocalIncreasedAttackSpeed1",17995,238,1,71,"","","",1,"",3,[36],10,10,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3343320459,[],0,[],3
2712,"UniqueLocalIncreasedAttackSpeed2",10584,238,1,71,"","","",1,"",3,[36],100,100,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1949009923,[],0,[],3
2713,"UniqueLocalIncreasedAttackSpeed3",31132,238,1,71,"","","",1,"",3,[36],5,10,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",102317477,[],0,[],3
2714,"UniqueLocalIncreasedAttackSpeed4",15849,238,1,71,"","","",1,"",3,[36],-10,-10,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2889406991,[],0,[],3
2715,"UniqueLocalIncreasedAttackSpeed5",18015,238,1,71,"","","",1,"",3,[36],10,15,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3954097212,[],0,[],3
2716,"UniqueLocalIncreasedAttackSpeed6",43867,238,1,71,"","","",1,"",3,[36],10,20,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3886237307,[],0,[],3
2717,"UniqueLocalIncreasedAttackSpeed7",23571,238,1,71,"","","",1,"",3,[36],10,15,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4249363183,[],0,[],3
2718,"UniqueLocalIncreasedAttackSpeed8",61658,238,1,71,"","","",1,"",3,[36],30,40,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1354683408,[],0,[],3
2719,"UniqueLocalIncreasedAttackSpeed9",1526,238,1,71,"","","",1,"",3,[36],15,20,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1262354864,[],0,[],3
2720,"UniqueLocalIncreasedAttackSpeed10",49474,238,1,71,"","","",1,"",3,[36],5,30,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2093034623,[],0,[],3
2721,"UniqueLocalIncreasedAttackSpeed11",49468,238,1,71,"","","",1,"",3,[36],20,30,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3728077634,[],0,[],3
2722,"UniqueLocalIncreasedAttackSpeed12",59235,238,1,71,"","","",1,"",3,[36],-20,-20,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3377888716,[],0,[],3
2723,"UniqueNearbyAlliesIncreasedAttackSpeed1",56087,10756,1,18249,"","","",1,"",3,[36],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",751632699,[],0,[],3
2724,"UniqueIncreasedCastSpeed1",13968,117,1,210,"","","",1,"",3,[35],5,10,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2295543755,[],0,[],3
2725,"UniqueIncreasedCastSpeed2",62193,117,1,210,"","","",1,"",3,[35],7,10,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3766867382,[],0,[],3
2726,"UniqueIncreasedCastSpeed3",38724,117,1,210,"","","",1,"",3,[35],10,20,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",629862541,[],0,[],3
2727,"UniqueIncreasedCastSpeed4",776,117,1,210,"","","",1,"",3,[35],10,20,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2814602271,[],0,[],3
2728,"UniqueIncreasedCastSpeed5",57238,117,1,210,"","","",1,"",3,[35],10,20,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2865434918,[],0,[],3
2729,"UniqueIncreasedCastSpeed6",40937,117,1,210,"","","",1,"",3,[35],-25,-15,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1864545783,[],0,[],3
2730,"UniqueIncreasedCastSpeed7",45738,117,1,210,"","","",1,"",3,[35],6,12,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1657922045,[],0,[],3
2731,"UniqueIncreasedCastSpeed8",48297,117,1,210,"","","",1,"",3,[35],10,20,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1426747957,[],0,[],3
2732,"UniqueIncreasedCastSpeed9",10711,117,1,210,"","","",1,"",3,[35],10,15,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4059017706,[],0,[],3
2733,"UniqueIncreasedCastSpeed10",13517,117,1,210,"","","",1,"",3,[35],10,20,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3741622385,[],0,[],3
2734,"UniqueIncreasedCastSpeed11",17346,117,71,210,"","","",1,"",3,[35],20,30,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2025832060,[],0,[],3
2735,"UniqueNearbyAlliesIncreasedCastSpeed1",41290,10757,1,18250,"","","",1,"",3,[35],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4272636098,[],0,[],3
2736,"UniqueIncreasedAccuracy1",35564,125,1,83,"","","",1,"",3,[37],200,300,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[319],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2727926548,[],0,[],3
2737,"UniqueIncreasedAccuracy2",13598,125,1,83,"","","",1,"",3,[37],50,100,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[319],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2097107914,[],0,[],3
2738,"UniqueIncreasedAccuracy3",27264,125,1,83,"","","",1,"",3,[37],0,60,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[319],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2268495078,[],0,[],3
2739,"UniqueIncreasedAccuracy4",6869,125,1,83,"","","",1,"",3,[37],60,100,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[319],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3860424305,[],0,[],3
2740,"UniqueIncreasedAccuracy5",54169,125,1,83,"","","",1,"",3,[37],100,150,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[319],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2989274816,[],0,[],3
2741,"UniqueIncreasedAccuracy6",8606,125,1,83,"","","",1,"",3,[37],100,150,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[319],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3373699135,[],0,[],3
2742,"UniqueIncreasedAccuracy7",60801,125,1,83,"","","",1,"",3,[37],75,125,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[319],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3483795968,[],0,[],3
