"rownum","Id","bool","i32","Name","AOFiles","bool","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","[rid]","string","i32","i32","bool","rid","rid","bool","bool","[string]","bool","[string]","bool","bool","bool","i32","i32","rid","bool"
425,"Metadata/Chests/DelveChests/DynamiteCurrency2",1,4,"Hidden Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,37093376,1,-16908288,-16843010,-16843010,-16843010,16842494,0,905969664,258,0,0,1174405120,258,436207616,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1174405120,258,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,3000,"",1
426,"Metadata/Chests/DelveChests/DynamiteCurrency3",1,4,"Hidden Opulence","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,47054848,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-838860800,258,0,0,-570425344,258,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-570425344,258,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,3000,"",1
427,"Metadata/Chests/DelveChests/DelveChestGeneric1",1,4,"Sealed Lockbox","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,57016320,1,-16908288,-16843010,-16843010,-16843010,33619710,0,1711276032,259,0,0,-2046820352,259,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2046820352,259,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
428,"Metadata/Chests/DelveChests/DelveChestGeneric2",1,4,"Sealed Lockbox","[""Metadata/Chests/Chests/Chest24.ao""]",1,56,65929216,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-301989888,259,0,0,234881024,260,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,234881024,260,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,5600,"",1
429,"Metadata/Chests/DelveChests/DelveChestGenericAdditionalUnique",1,4,"Hidden Treasures","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,79167488,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-1207959552,260,0,0,-671088640,260,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-671088640,260,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
430,"Metadata/Chests/DelveChests/DelveChestGenericRandomEssence",1,4,"Murmuring Lockbox","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,92143616,1,-16908288,-16843010,-16843010,-16843010,16842494,0,2113929216,261,0,0,-1912602624,261,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1912602624,261,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,3500,"",1
431,"Metadata/Chests/DelveChests/DelveChestGenericAtziriFragment",1,4,"Bloodstained Lockbox","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,104595456,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1006632960,262,0,0,1275068416,262,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1275068416,262,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,3500,"",1
432,"Metadata/Chests/DelveChests/DelveChestGenericCurrency",1,4,"Opulent Lockbox","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,115605504,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-469762048,262,0,0,67108864,263,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,67108864,263,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,3500,"",1
433,"Metadata/Chests/DelveChests/DelveChestGenericTrinkets",1,4,"Encrusted Lockbox","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,127926272,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-1610612736,263,0,0,-1073741824,263,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1073741824,263,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
434,"Metadata/Chests/DelveChests/DelveChestGenericDivination",1,4,"Light Lockbox","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,139984896,1,-16908288,-16843010,-16843010,-16843010,33619710,0,1476395008,264,0,0,2013265920,264,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2013265920,264,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,3500,"",1
435,"Metadata/Chests/DelveChests/DelveChestGeneric3",1,4,"Sealed Lockbox","[""Metadata/Chests/Chests/Chest24.ao""]",1,77,148897792,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-536870912,264,0,0,0,265,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,0,265,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,7700,"",1
436,"Metadata/Chests/DelveChests/DelveChestGenericAdditionalUniques",1,4,"Hidden Treasures","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,159907840,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-2013265920,265,0,0,-1476395008,265,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1476395008,265,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
437,"Metadata/Chests/DelveChests/DelveChestGenericProphecyItem",1,4,"Foreboding Lockbox","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,172883968,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1308622848,266,0,0,1577058304,266,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1577058304,266,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
438,"Metadata/Chests/DelveChests/DelveChestGenericRandomEnchant",1,4,"Enchanted Lockbox","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,184811520,1,-16908288,-16843010,-16843010,-16843010,16842494,0,67108864,267,0,0,335544320,267,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,335544320,267,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
439,"Metadata/Chests/DelveChests/DelveChestGenericElderItem",1,4,"Eldritch Lockbox","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,196083712,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1342177280,267,0,0,-1073741824,267,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1073741824,267,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
440,"Metadata/Chests/DelveChests/DelveChestGenericShaperItem",1,4,"Astral Lockbox","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,207224832,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1509949440,268,0,0,1778384896,268,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1778384896,268,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
441,"Metadata/Chests/DelveChests/DelveChestGenericPaleCourtFragment",1,4,"Pale Lockbox","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,219021312,1,-16908288,-16843010,-16843010,-16843010,16842494,0,234881024,269,0,0,503316480,269,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,503316480,269,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
442,"Metadata/Chests/DelveChests/DelveChestGenericOffering",1,4,"Clean Lockbox","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,229769216,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1308622848,269,0,0,-1040187392,269,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1040187392,269,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
443,"Metadata/Chests/DelveChests/DelveChestGenericScarab",1,4,"Clean Lockbox","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,238288896,1,-16908288,-16843010,-16843010,-16843010,16842494,0,872415232,270,0,0,1140850688,270,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1140850688,270,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
444,"Metadata/Chests/DelveChests/DelveChestGenericDelveUnique",1,4,"Treasured Lockbox","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,249954304,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-436207616,270,0,0,-167772160,270,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-167772160,270,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
445,"Metadata/Chests/DelveChests/DelveChestGenericLeagueOnslaught",1,4,"Hidden Heirlooms","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,262012928,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1644167168,271,0,0,-1375731712,271,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1375731712,271,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
446,"Metadata/Chests/DelveChests/DelveChestGenericLeagueAnarchy",1,4,"Hidden Heirlooms","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,271450112,1,-16908288,-16843010,-16843010,-16843010,16842494,0,771751936,272,0,0,1040187392,272,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1040187392,272,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
447,"Metadata/Chests/DelveChests/DelveChestGenericLeagueAmbushInvasion",1,4,"Hidden Heirlooms","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,281804800,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-872415232,272,0,0,-603979776,272,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-603979776,272,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
448,"Metadata/Chests/DelveChests/DelveChestGenericLeagueDomination",1,4,"Hidden Heirlooms","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,291635200,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1644167168,273,0,0,1912602624,273,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1912602624,273,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
449,"Metadata/Chests/DelveChests/DelveChestGenericLeagueNemesis",1,4,"Hidden Heirlooms","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,301072384,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-234881024,273,0,0,33554432,274,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,33554432,274,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
450,"Metadata/Chests/DelveChests/DelveChestGenericLeagueRampage",1,4,"Hidden Heirlooms","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,310509568,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-2113929216,274,0,0,-1845493760,274,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1845493760,274,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
451,"Metadata/Chests/DelveChests/DelveChestGenericLeagueBeyond",1,4,"Hidden Heirlooms","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,319815680,1,-16908288,-16843010,-16843010,-16843010,16842494,0,268435456,275,0,0,536870912,275,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,536870912,275,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
452,"Metadata/Chests/DelveChests/DelveChestGenericLeagueBloodlines",1,4,"Hidden Heirlooms","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,329646080,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1509949440,275,0,0,-1241513984,275,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1241513984,275,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
453,"Metadata/Chests/DelveChests/DelveChestGenericLeagueTorment",1,4,"Hidden Heirlooms","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,339083264,1,-16908288,-16843010,-16843010,-16843010,16842494,0,905969664,276,0,0,1174405120,276,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1174405120,276,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
454,"Metadata/Chests/DelveChests/DelveChestGenericLeagueWarbands",1,4,"Hidden Heirlooms","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,348651520,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-939524096,276,0,0,-671088640,276,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-671088640,276,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
455,"Metadata/Chests/DelveChests/DelveChestGenericLeagueTempest",1,4,"Hidden Heirlooms","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,358088704,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1476395008,277,0,0,1744830464,277,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1744830464,277,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
456,"Metadata/Chests/DelveChests/DelveChestGenericLeagueTalisman",1,4,"Hidden Heirlooms","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,367656960,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-369098752,277,0,0,-100663296,277,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-100663296,277,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
457,"Metadata/Chests/DelveChests/DelveChestGenericLeagueBreach",1,4,"Hidden Heirlooms","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,376963072,1,-16908288,-16843010,-16843010,-16843010,16842494,0,2013265920,278,0,0,-2013265920,278,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2013265920,278,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
458,"Metadata/Chests/DelveChests/DelveChestGenericLeagueHarbinger",1,4,"Hidden Heirlooms","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,386662400,1,-16908288,-16843010,-16843010,-16843010,16842494,0,201326592,279,0,0,469762048,279,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,469762048,279,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
459,"Metadata/Chests/DelveChests/DelveChestGenericLeagueAbyss",1,4,"Hidden Heirlooms","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,395837440,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1744830464,279,0,0,-1476395008,279,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1476395008,279,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
460,"Metadata/Chests/DelveChests/DelveChestGenericLeagueBestiary",1,4,"Hidden Heirlooms","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,405405696,1,-16908288,-16843010,-16843010,-16843010,16842494,0,704643072,280,0,0,973078528,280,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,973078528,280,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
461,"Metadata/Chests/DelveChests/DelveChestGenericLeagueIncursion",1,4,"Hidden Heirlooms","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,415105024,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1107296256,280,0,0,-838860800,280,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-838860800,280,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
462,"Metadata/Chests/DelveChests/DelveChestGenericLeagueLegion",1,4,"Hidden Heirlooms","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,424411136,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1275068416,281,0,0,1543503872,281,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1543503872,281,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
463,"Metadata/Chests/DelveChests/DelveChestArmour1",1,4,"Abandoned Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,434503680,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-436207616,281,0,0,100663296,282,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,100663296,282,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
464,"Metadata/Chests/DelveChests/DelveChestArmour2",1,4,"Abandoned Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,48,443285504,1,-16908288,-16843010,-16843010,-16843010,33619710,0,1811939328,282,0,0,-1946157056,282,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1946157056,282,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,4800,"",1
465,"Metadata/Chests/DelveChests/DelveChestArmourCorrupted",1,4,"Twisted Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,455213056,1,-16908288,-16843010,-16843010,-16843010,33619710,0,570425344,283,0,0,1107296256,283,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1107296256,283,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
466,"Metadata/Chests/DelveChests/DelveChestArmourMovementSpeed",1,4,"Traveller's Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,468189184,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-402653184,283,0,0,-134217728,283,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-134217728,283,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
467,"Metadata/Chests/DelveChests/DelveChestArmourLife",1,4,"Vital Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,478150656,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-2147483648,284,0,0,-1879048192,284,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1879048192,284,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
468,"Metadata/Chests/DelveChests/DelveChestArmourBody2AdditionalSockets",1,4,"Pocked Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,490602496,1,-16908288,-16843010,-16843010,-16843010,33619710,0,1040187392,285,0,0,1577058304,285,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1577058304,285,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
469,"Metadata/Chests/DelveChests/DelveChestArmourMultipleResists",1,4,"Resistant Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,503578624,1,-16908288,-16843010,-16843010,-16843010,16842494,0,67108864,286,0,0,335544320,286,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,335544320,286,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
470,"Metadata/Chests/DelveChests/DelveChestArmourUnique",1,4,"Hidden Treasures","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,511967232,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-2080374784,286,0,0,-1543503872,286,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1543503872,286,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
471,"Metadata/Chests/DelveChests/DelveChestArmourAtlas",1,4,"Unusual Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,523370496,1,-16908288,-16843010,-16843010,-16843010,16842494,0,838860800,287,0,0,1107296256,287,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1107296256,287,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
472,"Metadata/Chests/DelveChests/DelveChestArmour3",1,4,"Abandoned Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,60,531103744,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-1476395008,287,0,0,-939524096,287,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-939524096,287,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,6000,"",1
473,"Metadata/Chests/DelveChests/DelveChestArmourDivination",1,4,"Abandoned Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,541065216,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1073741824,288,0,0,1342177280,288,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1342177280,288,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
474,"Metadata/Chests/DelveChests/DelveChestArmourExtraQuality",1,4,"Superior Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,10,552468480,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-301989888,288,0,0,-33554432,288,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-33554432,288,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
475,"Metadata/Chests/DelveChests/DelveChestArmourShaper",1,4,"Astral Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,562823168,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1946157056,289,0,0,-1677721600,289,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1677721600,289,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
476,"Metadata/Chests/DelveChests/DelveChestArmourElder",1,4,"Eldritch Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,573308928,1,-16908288,-16843010,-16843010,-16843010,16842494,0,738197504,290,0,0,1006632960,290,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1006632960,290,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
477,"Metadata/Chests/DelveChests/DelveChestArmourConqueror",1,4,"Triumphant Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,584581120,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-671088640,290,0,0,-402653184,290,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-402653184,290,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
478,"Metadata/Chests/DelveChests/DelveChestArmourFullyLinkedBody",1,4,"Intricate Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,596508672,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-1912602624,291,0,0,-1375731712,291,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1375731712,291,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
479,"Metadata/Chests/DelveChests/DelveChestArmourMultipleUnique",1,4,"Hidden Treasures","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,606994432,1,-16908288,-16843010,-16843010,-16843010,33619710,0,771751936,292,0,0,1308622848,292,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1308622848,292,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
