"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32_178","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","AtlasGroup","SoundEffect","NameHardmode","NameHardmode (French)","NameHardmode (German)","NameHardmode (Japanese)","NameHardmode (Korean)","NameHardmode (Portuguese)","NameHardmode (Russian)","NameHardmode (Spanish)","NameHardmode (Thai)","NameHardmode (Traditional Chinese)","HasHardmodeAlternate","Stat1ValueHardmode","Stat2ValueHardmode","Stat3ValueHardmode","Stat4ValueHardmode","Stat5ValueHardmode","StatsHardmode","SkillPointsGrantedHardmode","BuffsHardmode","IsAtlasWormhole","DescendancyKey","GrantedEffectsPerLevelHardmode","BrequelSubTree","IsBrequelStartingNode","bool_351","IsBrequelWomb"
1530,"AscendancySlayer14","Art/2DArt/SkillIcons/passives/Slayer/Charges.dds","[9873,182]",1,1,0,0,16306,"Masterful Form","Forme magistrale","Meisterhaftes Talent","優れた型","명인의 형태","Forma Magistral","Непревзойдённая техника","Forma maestra","Masterful Form","神采之形",[],"",1,"","","","","","","","","","","",6954,"",9,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1,1,0,0,0,0,[9873],0,[],"","","","","","",""
1531,"AscendancyGladiator1","Art/2DArt/SkillIcons/passives/Gladiator/GLADOneHand.dds","[70,3686]",5,15,0,0,33179,"Attack Speed, Bleed Chance","Vitesse d'attaque ; Chances de Saignement","Angriffsgeschwindigkeit, Chance auf Bluten","アタックスピードおよび出血確率","공격 속도, 출혈 확률","Velocidade de Ataque, Chance de Sangramento","Скорость атаки, шанс кровотечения","Velocidad de ataque, probabilidad de sangrado","ความเร็วในการโจมตี, โอกาสเลือดไหล","攻擊速度、流血機率",[],"","","","","","","","","","","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1532,"AscendancyGladiator2","Art/2DArt/SkillIcons/passives/Gladiator/GLADOneHand.dds","[70,3686]",5,15,0,0,48760,"Attack Speed, Bleed Chance","Vitesse d'attaque ; Chances de Saignement","Angriffsgeschwindigkeit, Chance auf Bluten","アタックスピードおよび出血確率","공격 속도, 출혈 확률","Velocidade de Ataque, Chance de Sangramento","Скорость атаки, шанс кровотечения","Velocidad de ataque, probabilidad de sangrado","ความเร็วในการโจมตี, โอกาสเลือดไหล","攻擊速度、流血機率",[],"","","","","","","","","","","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1533,"AscendancyGladiator3","Art/2DArt/SkillIcons/passives/Gladiator/GLADBlockChance.dds","[1085,70]",3,5,0,0,37623,"Attack Speed, Block Chance","Vitesse d'attaque ; Chances de blocage","Angriffsgeschwindigkeit, Blockchance","アタックスピードおよびブロック率","공격 속도, 막기 확률","Velocidade de Ataque, Chance de Bloqueio","Скорость атаки, шанс блока","Velocidad de ataque, probabilidad de bloqueo","ความเร็วในการโจมตี, โอกาสบล็อค","攻擊速度、格擋率",[],"","","","","","","","","","","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1534,"AscendancyGladiator4","Art/2DArt/SkillIcons/passives/Gladiator/GLADOneHand.dds","[70,3639]",5,10,0,0,3651,"Attack Speed and One Handed Damage","Vitesse d'attaque ; Dégâts des armes à une main","Angriffsgeschwindigkeit und Einhandschaden","アタックスピードおよび片手武器ダメージ","공격 속도 및 한손 피해","Velocidade de Ataque e Dano com Uma Mão","Скорость атаки и урон одноручным оружием","Velocidad de ataque y daño a una mano","ความเร็วในการโจมตี, ความเสียหายมือเดียว","攻擊速度和單手武器傷害",[],"","","","","","","","","","","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1535,"AscendancyGladiator5","Art/2DArt/SkillIcons/passives/Gladiator/GLADBlockChance.dds","[1085,70]",3,5,0,0,24538,"Attack Speed, Block Chance","Vitesse d'attaque ; Chances de blocage","Angriffsgeschwindigkeit, Blockchance","アタックスピードおよびブロック率","공격 속도, 막기 확률","Velocidade de Ataque, Chance de Bloqueio","Скорость атаки, шанс блока","Velocidad de ataque, probabilidad de bloqueo","ความเร็วในการโจมตี, โอกาสบล็อค","攻擊速度、格擋率",[],"","","","","","","","","","","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1536,"AscendancyGladiator6","Art/2DArt/SkillIcons/passives/Gladiator/GLADBlockChance.dds","[1085,70]",3,5,0,0,1675,"Attack Speed, Block Chance","Vitesse d'attaque ; Chances de blocage","Angriffsgeschwindigkeit, Blockchance","アタックスピードおよびブロック率","공격 속도, 막기 확률","Velocidade de Ataque, Chance de Bloqueio","Скорость атаки, шанс блока","Velocidad de ataque, probabilidad de bloqueo","ความเร็วในการโจมตี, โอกาสบล็อค","攻擊速度、格擋率",[],"","","","","","","","","","","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1537,"AscendancyGladiator7","Art/2DArt/SkillIcons/passives/Gladiator/GLADViolence.dds",[3468],20,0,0,0,27864,"Gratuitous Violence","Violence gratuite","Willkürliche Gewalt","理由なき暴力","불필요한 폭력","Violência Gratuita","Беспричинное насилие","Violencia gratuita","Gratuitous Violence","免費暴力",[],"",1,"","","","","","","","","","","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1538,"AscendancyGladiator8","Art/2DArt/SkillIcons/passives/Gladiator/GLADBloodInEyes.dds",[20572],1,0,0,0,15616,"Jagged Technique","Technique tranchante","Zackentechnik","鋸歯の技術","들쭉날쭉한 기술","Técnica Irregular","Кромсающая техника","Técnica irregular","Jagged Technique","鋸齒技法",[],"",1,"","","","","","","","","","","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1539,"AscendancyGladiator9","Art/2DArt/SkillIcons/passives/Gladiator/GladiatorDualWiledSwordAxeNotable.dds","[20817,20694,20877,20696,20697]",20,30,25,20,52575,"Weapon Master","Maître des Armes","Waffenmeister","ウェポンマスター","무기의 대가","Mestre das Armas","Мастер оружия","Maestro de las armas","Weapon Master","武器大師",[],"",1,"","","","","","","","","","","",6954,"",10,"",[],0,"","",20,[],"","",0,"","",0,"","","","","","","","","","","","","",1,10,20,10,10,10,"[20817,20694,20877,20696,20697]",0,[],"","","","","","",""
1540,"AscendancyGladiator10","Art/2DArt/SkillIcons/passives/Gladiator/GLADPainForged.dds","[20574,18011]",1,50,0,0,8419,"Determined Survivor","Survivant déterminé","Entschlossener Überlebenskämpfer","決意の生存者","결연한 생존자","Sobrevivente Determinado","Упорный выживший","Superviviente determinado","Determined Survivor","堅定的倖存者",[],"",1,"","","","","","","","","","","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1541,"AscendancyGladiator11","Art/2DArt/SkillIcons/passives/Gladiator/GLADViolentRetaliation.dds","[20701,20635]",2000,50,0,0,63490,"Measured Retaliation","Riposte mesurée","Gezielte Vergeltung","計算された報復","계획적인 보복","Retaliação Comedida","Расчётливая расплата","Represalia medida","Measured Retaliation","精準復仇",[],"",1,"","","","","","","","","","","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1542,"AscendancyGladiator12","Art/2DArt/SkillIcons/passives/Gladiator/GLADVersitileCombatant.dds",[20818],1,0,0,0,2598,"More Than Skill","C'est le talent","Mehr als nur Können","技より優れし","기술 외의 소질","Mais Que Habilidade","Не только умение","Más que habilidad","More Than Skill","技能不止",[],"",1,"","","","","","","","","","","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1543,"AscendancyGladiator13","Art/2DArt/SkillIcons/passives/Gladiator/GLADOneHand.dds","[70,2652]",5,10,0,0,14726,"Attack Speed, Attack Damage","Vitesse d'attaque ; Dégâts d'attaque","Angriffsgeschwindigkeit, Angriffsschaden","アタックスピード・ダメージ","공격 속도, 공격 피해","Velocidade de Ataque, Dano com Ataques","Скорость атаки, урон от атак","Velocidad de ataque, daño de ataques","ความเร็วในการโจมตี, ความเสียหายโจมตี","攻擊速度、攻擊傷害",[],"","","","","","","","","","","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1544,"AscendancyGladiator14","Art/2DArt/SkillIcons/passives/Gladiator/GLADBloodAndSand.dds",[20573],1,0,0,0,758,"War of Attrition","Guerre d'usure","Zermürbungskrieg","消耗戦","소모전","Guerra do Desgaste","Война на истощение","Guerra de atrición","War of Attrition","消耗戰",[],"",1,"","","","","","","","","","","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1,1,0,0,0,0,[20929],0,[],"","","","","","",""
1545,"AscendancyGladiator16","Art/2DArt/SkillIcons/passives/Gladiator/GLADBlockChance.dds","[1085,70]",3,5,0,0,11507,"Attack Speed, Block Chance","Vitesse d'attaque ; Chances de blocage","Angriffsgeschwindigkeit, Chance auf Blocken","アタックスピードおよびブロック率","공격 속도, 막기 확률","Velocidade de Ataque, Chance de Bloqueio","Скорость атаки, шанс блока","Velocidad de ataque, probabilidad de bloqueo","ความเร็วในการโจมตี, โอกาสบล็อค","攻擊速度、格擋率",[],"","","","","","","","","","","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1546,"AscendancyChampion1","Art/2DArt/SkillIcons/passives/Champion/AnETaunt.dds","[1078,2834]",15,20,0,0,6982,"Armour and Evasion, Taunt Duration","Armure et Évasion ; Durée de la Provocation","Rüstung und Ausweichen, Spottdauer","アーマー・回避力および挑発持続時間","방어도 및 회피, 도발 지속시간","Armadura e Evasão, Duração de Provocar","Броня, уклонение и длительность провокации","Armadura y evasión, duración de provocación","ค่าเกราะและการหลบหลีก, ระยะเวลายั่วยุ","護甲和閃避、嘲諷持續時間",[],"","","","","","","","","","","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1547,"AscendancyChampion2","Art/2DArt/SkillIcons/passives/Champion/AnEAura.dds","[1078,3895]",15,5,0,0,61478,"Armour and Evasion, Aura Effect","Armure et Évasion ; Effet des Auras","Rüstung und Ausweichen, Aurawirkung","アーマー・回避力およびオーラ効果","방어도 및 회피, 오라 효과","Armadura e Evasão, Efeito de Aura","Броня, уклонение и эффект аур","Armadura y evasión, efecto de auras","ค่าเกราะและการหลบหลีก, ผลของออร่า","護甲和閃避，光環效果",[],"","","","","","","","","","","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1548,"AscendancyChampion3","Art/2DArt/SkillIcons/passives/Champion/AnEFortify.dds","[1078,9782]",15,10,0,0,60508,"Armour and Evasion, Attack Damage while Fortified","Armure et Évasion ; Dégâts des attaques pendant Renforcement","Rüstung und Ausweichen, Angriffsschaden während Verstärken","アーマー・回避力および堅牢化時アタックダメージ","방어도 및 회피, 방어 상승 상태에서 공격 피해","Armadura e Evasão, Dano de Ataque Enquanto Fortificado","Броня и уклонение, урон от атак под действием Укрепления","Armadura y evasión, daño de ataques mientras tienes Fortificar","ค่าเกราะและการหลบหลีก, ความเสียหายโจมตีขณะตั้งมั่น","護甲和閃避、護體時攻擊傷害",[],"","","","","","","","","","","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1549,"AscendancyChampion4","Art/2DArt/SkillIcons/passives/Champion/AnEFortify.dds","[1078,9782]",15,10,0,0,35185,"Armour and Evasion, Attack Damage while Fortified","Armure et Évasion ; Dégâts des attaques pendant Renforcement","Rüstung und Ausweichen, Angriffsschaden während Verstärken","アーマー・回避力および堅牢化時アタックダメージ","방어도 및 회피, 방어 상승 상태에서 공격 피해","Armadura e Evasão, Dano de Ataque Enquanto Fortificado","Броня и уклонение, урон от атак под действием Укрепления","Armadura y evasión, daño de ataques mientras tienes Fortificar","ค่าเกราะและการหลบหลีก, ความเสียหายโจมตีขณะตั้งมั่น","護甲和閃避、護體時攻擊傷害",[],"","","","","","","","","","","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1550,"AscendancyChampion5","Art/2DArt/SkillIcons/passives/Champion/AnEAura.dds","[1078,3895]",15,5,0,0,25111,"Armour and Evasion, Aura Effect","Armure et Évasion ; Effet des Auras","Rüstung und Ausweichen, Aurawirkung","アーマー・回避力およびオーラ効果","방어도 및 회피, 오라 효과","Armadura e Evasão, Efeito da Aura","Броня, уклонение и эффект аур","Armadura y evasión, efecto de auras","ค่าเกราะและการหลบหลีก, ผลของออร่า","護甲和閃避、光環效果",[],"","","","","","","","","","","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1551,"AscendancyChampion6","Art/2DArt/SkillIcons/passives/Champion/AnEAttDamage.dds","[1078,2652]",15,10,0,0,43725,"Armour and Evasion, Attack Damage","Armure et Évasion ; Dégâts des attaques","Rüstung und Ausweichen, Angriffsschaden","アーマー・回避力およびアタックダメージ","방어도 및 회피, 공격 피해","Armadura e Evasão, Dano de Ataque","Броня и уклонение, урон от атак","Armadura y evasión, daño de ataques","ค่าเกราะและการหลบหลีก, ความเสียหายโจมตี","護甲和閃避、攻擊傷害",[],"","","","","","","","","","","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1552,"AscendancyChampion7","Art/2DArt/SkillIcons/passives/Champion/Fortitude.dds","[21551,18378]",1,1,0,0,31700,"Fortitude","Fortitude","Innere Stärke","不屈の精神","강건함","Fortitude","Стойкость","Fortaleza","Fortitude","堅忍",[],"",1,"","","","","","","","","","","",6954,"",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1,15,1,0,0,0,"[15012,18378]",0,[31],"","","","","","",""
1553,"AscendancyChampion8","Art/2DArt/SkillIcons/passives/Champion/Unstopable.dds","[21553,21554]",3,3,0,0,33940,"Unstoppable Hero","Héros incoercible","Unaufhaltsamer Held","止まらぬ英雄","무적의 영웅","Herói Incontrolável","Несокрушимый герой","Héroe imparable","Unstoppable Hero","不敗英雄",[],"",1,"","","","","","","","","","","",6954,"",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1554,"AscendancyChampion9_","Art/2DArt/SkillIcons/passives/Champion/WorthyCauses.dds","[20742,20712]",1,100,0,0,35750,"Worthy Causes","Nobles causes","Noble Beweggründe","価値ある大義","가치 있는 대의","Causas Nobres","Достойные цели","Causas dignas","Worthy Causes","崇高志向",[],"",1,"","","","","","","","","","","",6954,"",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1,1,0,0,0,0,[20742],0,[534],"","","","","","",""
1555,"AscendancyChampion10","Art/2DArt/SkillIcons/passives/Champion/WorthyFoe.dds","[3474,7728,3467]",15,1,100,0,56967,"Worthy Foe","Un Adversaire digne de ce nom","Würdiger Gegner","ふさわしい相手","호적수","Inimigo Digno","Достойный противник","Adversario digno","Worthy Foe","可敬的對手",[],"",1,"","","","","","","","","","","",6954,"",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1,8,1,100,0,0,"[3474,7728,3467]",0,[],"","","","","","",""
1556,"AscendancyChampion11","Art/2DArt/SkillIcons/passives/Champion/Inpirational.dds","[3895,8844,9784]",30,30,6,0,11412,"Inspirational","Source d'inspiration","Inspirierend","鼓舞","격려","Inspirador","Вдохновенный","Inspirador","Inspirational","啟發",[],"",1,"","","","","","","","","","","",6954,"",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1,30,6,0,0,0,"[8844,9784]",0,[],"","","","","","",""
1557,"AscendancyChampion12","Art/2DArt/SkillIcons/passives/Champion/FirstStrikeLastFall.dds","[4826,7724,7725,9783]",1,20,1,25,27604,"First to Strike, Last to Fall","Premier au combat, Dernier à terre","Bis zum bitteren Ende","先手必勝","선수필승","Primeiro a Bater, Último a Cair","Бьёт первым, погибает последним","Primero en golpear, Último en caer","First to Strike, Last to Fall","嗜戰如命",[],"",1,"","","","","","","","","","","",6954,"",11,"",[125],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1,10,1,25,0,0,"[7724,7725,9783]",0,[],"","","","","","",""
1558,"AscendancyChampion13","Art/2DArt/SkillIcons/passives/Champion/ImpalePassive.dds","[1078,8550]",15,10,0,0,41433,"Armour and Evasion, Impale Chance","Armure et Évasion ; Chances d'Empaler","Rüstung und Ausweichen, Chance auf Aufspießen","アーマー・回避力および串刺し確率","방어도 및 회피, 꿰뚫기 확률","Armadura e Evasão, Chance de Empalar","Броня и уклонение, шанс Прокола","Armadura y evasión, probabilidad de empalamiento","ค่าเกราะและการหลบหลีก, โอกาสทิ่มแทง","護甲和閃避、穿刺機率",[],"","","","","","","","","","","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1559,"AscendancyChampion14","Art/2DArt/SkillIcons/passives/Champion/ImpalePassiveNotable.dds","[8551,8825]",1,1000,0,0,13374,"Master of Metal","Maître du métal","Meister des Metalls","金属の支配者","금속의 대가","Mestre do Metal","Мастер металла","Maestro del metal","Master of Metal","鐵金剛",[],"",1,"","","","","","","","","","","",6954,"",11,"",[],0,"","",0,[33],"","",0,"","",0,"","","","","","","","","","","","","",1,1,100,0,0,0,"[8551,20947]",0,[],"","","","","","",""
1560,"AscendancyInquisitor1","Art/2DArt/SkillIcons/passives/Inquistitor/IncreasedElementalDamageAttackCasteSpeed.dds","[488,1947]",10,4,0,0,43193,"Elemental Damage, Attack and Cast Speed","Dégâts élémentaires ; Vitesse d'attaque et d'incantation","Elementarschaden, Angriffs- und Zaubergeschwindigkeit","元素ダメージおよびアタック・キャストスピード","원소 피해, 공격 및 시전 속도","Dano Elemental, Velocidade de Ataque e Conjuração","Урон от стихий, скорость атаки и сотворения чар","Daño elemental, velocidad de ataque y de lanzamiento de hechizos","ความเสียหายธาตุ, ความเร็วในการโจมตีและร่าย","元素傷害、攻擊和施放速度",[],"","","","","","","","","","","","","","","",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1561,"AscendancyInquisitor2","Art/2DArt/SkillIcons/passives/Inquistitor/IncreasedElementalDamageAvoidElementalStatusEffects.dds","[488,453]",10,30,0,0,57222,"Elemental Damage, Life Regeneration","Dégâts élémentaires ; Régénération de Vie","Elementarschaden, Lebensregeneration","元素ダメージおよびライフ自動回復","원소 피해, 생명력 재생","Dano Elemental, Regeneração de Vida","Урон от стихий, регенерация здоровья","Daño elemental, regeneración de vida","ความเสียหายธาตุ, การฟื้นฟูพลังชีวิต","元素傷害、生命回復速度",[],"","","","","","","","","","","","","","","",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1562,"AscendancyInquisitor3","Art/2DArt/SkillIcons/passives/Inquistitor/IncreasedElementalDamageAvoidElementalStatusEffects.dds","[488,453]",10,30,0,0,10635,"Elemental Damage, Life Regeneration","Dégâts élémentaires ; Régénération de Vie","Elementarschaden, Lebensregeneration","元素ダメージおよびライフ自動回復","원소 피해, 생명력 재생","Dano Elemental, Regeneração de Vida","Урон от стихий, регенерация здоровья","Daño elemental, regeneración de vida","ความเสียหายธาตุ, การฟื้นฟูพลังชีวิต","元素傷害、生命回復速度",[],"","","","","","","","","","","","","","","",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1563,"AscendancyInquisitor4","Art/2DArt/SkillIcons/passives/Inquistitor/IncreasedElementalDamageElementalPenetration.dds","[488,142]",10,6,0,0,60769,"Elemental Damage and Resistances","Résistances et Dégâts élémentaires","Elementarschaden und Widerstände","元素ダメージ・耐性","원소 피해 및 저항","Dano Elemental e Resistências","Урон от стихий и сопротивления стихиям","Daño y resistencias elementales","ความเสียหายและค่าต้านทานธาตุ","元素傷害和抗性",[],"","","","","","","","","","","","","","","",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1564,"AscendancyInquisitor5","Art/2DArt/SkillIcons/passives/Inquistitor/IncreasedElementalDamageCasteSpeed.dds","[488,95]",10,10,0,0,662,"Elemental Damage, Critical Strike Multiplier","Dégâts élémentaires ; Multiplicateur de coup critique","Elementarschaden, Multiplikator für kritische Treffer","元素ダメージおよびクリティカルダメージ倍率","원소 피해, 치명타 피해 배율","Dano Elemental, Multiplicador de Crítico","Урон от стихий, множитель критического удара","Daño elemental, multiplicador de golpe crítico","ความเสียหายธาตุ, ตัวคูณคริติคอล","元素傷害、暴擊加成",[],"","","","","","","","","","","","","","","",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1565,"AscendancyInquisitor6","Art/2DArt/SkillIcons/passives/Inquistitor/IncreasedElementalDamageCasteSpeed.dds","[488,95]",10,10,0,0,37486,"Elemental Damage, Critical Strike Multiplier","Dégâts élémentaires ; Multiplicateur de coup critique","Elementarschaden, Multiplikator für kritische Treffer","元素ダメージおよびクリティカルダメージ倍率","원소 피해, 치명타 피해 배율","Dano Elemental, Multiplicador de Crítico","Урон от стихий, множитель критического удара","Daño elemental, multiplicador de golpe crítico","ความเสียหายธาตุ, ตัวคูณคริติคอล","元素傷害、暴擊加成",[],"","","","","","","","","","","","","","","",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1566,"AscendancyInquisitor7","Art/2DArt/SkillIcons/passives/Inquistitor/ElementalMastery.dds","[3085,13420]",50,1,1,0,53884,"Righteous Providence","Juste Providence","Gerechte Vorsehung","正義の摂理","정의로운 섭리","Justa Providência","Благочестивая предусмотрительность","Providencia justa","Righteous Providence","正義之庭",[],"",1,"","","","","","","","","","","",6954,"",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1,1,0,0,0,0,[13420],0,[],"","","","","","",""
1567,"AscendancyInquisitor8","Art/2DArt/SkillIcons/passives/Inquistitor/ElementalForce.dds","[3621,3880]",1,10,0,0,48214,"Inevitable Judgement","Jugement inéluctable","Unausweichliches Urteil","避けられない判決","피할 수 없는 심판","Julgamento Inevitável","Неминуемое правосудие","Juicio inevitable","Inevitable Judgement","命運審判",[],"",1,"","","","","","","","","","","",6954,"",12,"",[38],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1,1,0,0,0,0,[3621],0,[],"","","","","","",""
1568,"AscendancyInquisitor9","Art/2DArt/SkillIcons/passives/Inquistitor/ElementalDomination.dds",[],0,0,0,0,40059,"Augury of Penitence","Augure de la Repentance","Omen der Bußfertigkeit","後悔の前兆","참회의 조짐","Presságio do Arrependimento","Предзнаменование раскаяния","Augurio de arrepentimiento","Augury of Penitence","懺悔之卜",[],"",1,"","","","","","","","","","","",6954,"",12,"",[],0,"","",0,[35],"","",0,"","",0,"","","","","","","","","","","","","",1,0,0,0,0,0,[],0,[36],"","","","","","",""
1569,"AscendancyInquisitor10","Art/2DArt/SkillIcons/passives/Inquistitor/InstrumentsOfVirtue.dds","[13569,13573]",10,100,0,0,3154,"Instruments of Virtue","Instruments de la Vertu","Instrumente der Tugend","美徳の道具","미덕의 도구","Instrumentos da Virtude","Орудия добродетели","Instrumentos de virtud","Instruments of Virtue","公正之儀",[],"",1,"","","","","","","","","","","",6954,"",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1570,"AscendancyInquisitor11","Art/2DArt/SkillIcons/passives/Inquistitor/Sanctify.dds","[8948,8947]",18,15,0,0,39790,"Sanctuary","Sanctuaire","Heiligen","聖域","성역","Santificar","Святилище","Santuario","Sanctuary","聖所",[],"",1,"","","","","","","","","","","",6954,"",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1,18,8,0,0,0,"[8948,8947]",0,[],"","","","","","",""
1571,"AscendancyInquisitor12","Art/2DArt/SkillIcons/passives/Inquistitor/GloryOfTheSavant.dds","[8954,13588]",4000,1,0,0,32816,"Pious Path","Voie pieuse","Pfad des Gottesfürchtigen","敬虔の道","경건한 길","Caminho Piedoso","Благочестивый путь","Camino beato","Pious Path","廉簡之途",[],"",1,"","","","","","","","","","","",6954,"",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1572,"AscendancyInquisitor13","Art/2DArt/SkillIcons/passives/Inquistitor/IncreasedElementalDamageAttackCasteSpeed.dds","[488,1947]",10,4,0,0,27055,"Elemental Damage, Attack and Cast Speed","Dégâts élémentaires ; Vitesse d'attaque et d'incantation","Elementarschaden, Angriffs- und Zaubergeschwindigkeit","元素ダメージおよびアタック・キャストスピード","원소 피해, 공격 및 시전 속도","Dano Elemental, Velocidade de Ataque e Conjuração","Урон от стихий, скорость атаки и сотворения чар","Daño elemental, velocidad de ataque y de lanzamiento de hechizos","ความเสียหายธาตุ, ความเร็วในการโจมตีและร่าย","元素傷害、攻擊和施放速度",[],"","","","","","","","","","","","","","","",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1573,"AscendancyInquisitor14","Art/2DArt/SkillIcons/passives/Inquistitor/InstrumentsofZeal.dds","[13504,13510,13547,13548]",4,1,1,1,13851,"Instruments of Zeal","Instruments du Zèle","Instrumente des Eifers","熱意の道具","열의의 도구","Instrumentos do Fervor","Орудия рвения","Instrumentos de fanatismo","Instruments of Zeal","狂熱儀",[],"",1,"","","","","","","","","","","","","",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1,1,0,0,0,0,[17528],0,[],"","","","","","",""
