"rownum","BaseItemTypesKey","AddedModsKeys","NegativeWeight_TagsKeys","NegativeWeight_Values","ForcedAddModsKeys","ForbiddenDelveCraftingTagsKeys","AllowedDelveCraftingTagsKeys","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","HasLuckyRolls","SellPrice_ModsKeys","CanRollWhiteSockets","Weight_TagsKeys","Weight_Values","DelveCraftingModifierDescriptionsKeys","BlockedDelveCraftingModifierDescriptionsKeys","bool_200","bool_201","[i32]_202","[i32]_218","bool_234","bool_235"
213,4438,[],[308],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[52,28]","[51,11]","","",[1000],[0],"",""
214,4439,[],[316],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[52,33]","[53,18]","","",[1000],[0],"",""
215,4440,[],[631],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[52,67]","[54,76]","","",[1000],[0],"",""
216,4441,[],[639],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[52,68]","[55,77]","","",[1000],[0],"",""
217,4442,[],[624],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[52,40]","[56,39]","","",[1000],[0],"",""
218,4443,[],[309],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[52,29]","[57,12]","","",[1000],[0],"",""
219,4444,[],[311],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[52,31]","[58,14]","","",[1000],[0],"",""
220,4445,[],[34],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[52,69]","[59,19,25]","","",[1000],[0],"",""
221,4446,[],[320],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[52,70]","[60,78]","","",[1000],[0],"",""
222,4447,[],[633],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[52,42]","[61,41]","","",[1000],[0],"",""
223,4448,[],[318],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[52,71]","[62,20,26]","","",[1000],[0],"",""
224,4449,[],[635],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[52,72]","[63,79,16]","","",[1000],[0],"",""
225,4450,[],[323],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[53,37]","[43,22]","","",[1000],[0],"",""
226,4451,[],[632],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[53,64]","[44,73]","","",[1000],[0],"",""
227,4452,[],[312],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[53,27]","[45,10]","","",[1000],[0],"",""
228,4453,[],[319],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[53,65]","[46,74]","","",[1000],[0],"",""
229,4454,[],[322],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[53,36]","[47,21]","","",[1000],[0],"",""
230,4455,[],[310],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[53,30]","[48,13]","","",[1000],[0],"",""
231,4456,[],[315],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[53,32]","[49,17]","","",[1000],[0],"",""
232,4457,[],[27],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[53,66]","[50,75]","","",[1000],[0],"",""
233,4458,[],[308],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[53,28]","[51,11]","","",[1000],[0],"",""
234,4459,[],[317],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[53,34]","[52,15]","","",[1000],[0],"",""
235,4460,[],[631],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[53,67]","[54,76]","","",[1000],[0],"",""
236,4461,[],[639],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[53,68]","[55,77]","","",[1000],[0],"",""
237,4462,[],[624],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[53,40]","[56,39]","","",[1000],[0],"",""
238,4463,[],[309],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[53,29]","[57,12]","","",[1000],[0],"",""
239,4464,[],[311],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[53,31]","[58,14]","","",[1000],[0],"",""
240,4465,[],[34],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[53,69]","[59,19,25]","","",[1000],[0],"",""
241,4466,[],[320],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[53,70]","[60,78]","","",[1000],[0],"",""
242,4467,[],[633],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[53,42]","[61,41]","","",[1000],[0],"",""
243,4468,[],[318],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[53,71]","[62,20,26]","","",[1000],[0],"",""
244,4469,[],[635],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[53,72]","[63,79,16]","","",[1000],[0],"",""
245,4470,[],[323],[0],[],[],[],"",0,"","",[],"",[631],[3000],"[54,37]","[43,22]","","",[1000],[0],"",""
246,4471,[],[632],[0],[],[],[],"",0,"","",[],"",[631],[3000],"[54,64]","[44,73]","","",[1000],[0],"",""
247,4472,[],[312],[0],[],[],[],"",0,"","",[],"",[631],[3000],"[54,27]","[45,10]","","",[1000],[0],"",""
248,4473,[],[319],[0],[],[],[],"",0,"","",[],"",[631],[3000],"[54,65]","[46,74]","","",[1000],[0],"",""
249,4474,[],[322],[0],[],[],[],"",0,"","",[],"",[631],[3000],"[54,36]","[47,21]","","",[1000],[0],"",""
250,4475,[],[310],[0],[],[],[],"",0,"","",[],"",[631],[3000],"[54,30]","[48,13]","","",[1000],[0],"",""
251,4476,[],[315],[0],[],[],[],"",0,"","",[],"",[631],[3000],"[54,32]","[49,17]","","",[1000],[0],"",""
252,4477,[],[27],[0],[],[],[],"",0,"","",[],"",[631],[3000],"[54,66]","[50,75]","","",[1000],[0],"",""
253,4478,[],[308],[0],[],[],[],"",0,"","",[],"",[631],[3000],"[54,28]","[51,11]","","",[1000],[0],"",""
254,4479,[],[317],[0],[],[],[],"",0,"","",[],"",[631],[3000],"[54,34]","[52,15]","","",[1000],[0],"",""
255,4480,[],[316],[0],[],[],[],"",0,"","",[],"",[631],[3000],"[54,33]","[53,18]","","",[1000],[0],"",""
256,4481,[],[639],[0],[],[],[],"",0,"","",[],"",[631],[3000],"[54,68]","[55,77]","","",[1000],[0],"",""
257,4482,[],[624],[0],[],[],[],"",0,"","",[],"",[631],[3000],"[54,40]","[56,39]","","",[1000],[0],"",""
258,4483,[],[309],[0],[],[],[],"",0,"","",[],"",[631],[3000],"[54,29]","[57,12]","","",[1000],[0],"",""
259,4484,[],[311],[0],[],[],[],"",0,"","",[],"",[631],[3000],"[54,31]","[58,14]","","",[1000],[0],"",""
260,4485,[],[34],[0],[],[],[],"",0,"","",[],"",[631],[3000],"[54,69]","[59,19,25]","","",[1000],[0],"",""
261,4486,[],[320],[0],[],[],[],"",0,"","",[],"",[631],[3000],"[54,70]","[60,78]","","",[1000],[0],"",""
262,4487,[],[633],[0],[],[],[],"",0,"","",[],"",[631],[3000],"[54,42]","[61,41]","","",[1000],[0],"",""
263,4488,[],[318],[0],[],[],[],"",0,"","",[],"",[631],[3000],"[54,71]","[62,20,26]","","",[1000],[0],"",""
264,4489,[],[635],[0],[],[],[],"",0,"","",[],"",[631],[3000],"[54,72]","[63,79,16]","","",[1000],[0],"",""
265,4490,[],[323],[0],[],[],[],"",0,"","",[],"",[639],[3000],"[55,37]","[43,22]","","",[1000],[0],"",""
266,4491,[],[632],[0],[],[],[],"",0,"","",[],"",[639],[3000],"[55,64]","[44,73]","","",[1000],[0],"",""
267,4492,[],[312],[0],[],[],[],"",0,"","",[],"",[639],[3000],"[55,27]","[45,10]","","",[1000],[0],"",""
268,4493,[],[319],[0],[],[],[],"",0,"","",[],"",[639],[3000],"[55,65]","[46,74]","","",[1000],[0],"",""
269,4494,[],[322],[0],[],[],[],"",0,"","",[],"",[639],[3000],"[55,36]","[47,21]","","",[1000],[0],"",""
270,4495,[],[310],[0],[],[],[],"",0,"","",[],"",[639],[3000],"[55,30]","[48,13]","","",[1000],[0],"",""
271,4496,[],[315],[0],[],[],[],"",0,"","",[],"",[639],[3000],"[55,32]","[49,17]","","",[1000],[0],"",""
272,4497,[],[27],[0],[],[],[],"",0,"","",[],"",[639],[3000],"[55,66]","[50,75]","","",[1000],[0],"",""
273,4498,[],[308],[0],[],[],[],"",0,"","",[],"",[639],[3000],"[55,28]","[51,11]","","",[1000],[0],"",""
274,4499,[],[317],[0],[],[],[],"",0,"","",[],"",[639],[3000],"[55,34]","[52,15]","","",[1000],[0],"",""
275,4500,[],[316],[0],[],[],[],"",0,"","",[],"",[639],[3000],"[55,33]","[53,18]","","",[1000],[0],"",""
276,4501,[],[631],[0],[],[],[],"",0,"","",[],"",[639],[3000],"[55,67]","[54,76]","","",[1000],[0],"",""
277,4502,[],[624],[0],[],[],[],"",0,"","",[],"",[639],[3000],"[55,40]","[56,39]","","",[1000],[0],"",""
278,4503,[],[309],[0],[],[],[],"",0,"","",[],"",[639],[3000],"[55,29]","[57,12]","","",[1000],[0],"",""
279,4504,[],[311],[0],[],[],[],"",0,"","",[],"",[639],[3000],"[55,31]","[58,14]","","",[1000],[0],"",""
280,4505,[],[34],[0],[],[],[],"",0,"","",[],"",[639],[3000],"[55,69]","[59,19,25]","","",[1000],[0],"",""
281,4506,[],[320],[0],[],[],[],"",0,"","",[],"",[639],[3000],"[55,70]","[60,78]","","",[1000],[0],"",""
282,4507,[],[633],[0],[],[],[],"",0,"","",[],"",[639],[3000],"[55,42]","[61,41]","","",[1000],[0],"",""
283,4508,[],[318],[0],[],[],[],"",0,"","",[],"",[639],[3000],"[55,71]","[62,20,26]","","",[1000],[0],"",""
284,4509,[],[635],[0],[],[],[],"",0,"","",[],"",[639],[3000],"[55,72]","[63,79,16]","","",[1000],[0],"",""
285,4510,[],[323],[0],[],[],[],"",0,"","",[],"",[624],[3000],"[56,37]","[43,22]","","",[1000],[0],"",""
286,4511,[],[632],[0],[],[],[],"",0,"","",[],"",[624],[3000],"[56,64]","[44,73]","","",[1000],[0],"",""
287,4512,[],[312],[0],[],[],[],"",0,"","",[],"",[624],[3000],"[56,27]","[45,10]","","",[1000],[0],"",""
288,4513,[],[319],[0],[],[],[],"",0,"","",[],"",[624],[3000],"[56,65]","[46,74]","","",[1000],[0],"",""
289,4514,[],[322],[0],[],[],[],"",0,"","",[],"",[624],[3000],"[56,36]","[47,21]","","",[1000],[0],"",""
290,4515,[],[310],[0],[],[],[],"",0,"","",[],"",[624],[3000],"[56,30]","[48,13]","","",[1000],[0],"",""
291,4516,[],[315],[0],[],[],[],"",0,"","",[],"",[624],[3000],"[56,32]","[49,17]","","",[1000],[0],"",""
292,4517,[],[27],[0],[],[],[],"",0,"","",[],"",[624],[3000],"[56,66]","[50,75]","","",[1000],[0],"",""
293,4518,[],[308],[0],[],[],[],"",0,"","",[],"",[624],[3000],"[56,28]","[51,11]","","",[1000],[0],"",""
294,4519,[],[317],[0],[],[],[],"",0,"","",[],"",[624],[3000],"[56,34]","[52,15]","","",[1000],[0],"",""
295,4520,[],[316],[0],[],[],[],"",0,"","",[],"",[624],[3000],"[56,33]","[53,18]","","",[1000],[0],"",""
296,4521,[],[631],[0],[],[],[],"",0,"","",[],"",[624],[3000],"[56,67]","[54,76]","","",[1000],[0],"",""
297,4522,[],[639],[0],[],[],[],"",0,"","",[],"",[624],[3000],"[56,68]","[55,77]","","",[1000],[0],"",""
298,4523,[],[309],[0],[],[],[],"",0,"","",[],"",[624],[3000],"[56,29]","[57,12]","","",[1000],[0],"",""
299,4524,[],[311],[0],[],[],[],"",0,"","",[],"",[624],[3000],"[56,31]","[58,14]","","",[1000],[0],"",""
300,4525,[],[34],[0],[],[],[],"",0,"","",[],"",[624],[3000],"[56,69]","[59,19,25]","","",[1000],[0],"",""
301,4526,[],[320],[0],[],[],[],"",0,"","",[],"",[624],[3000],"[56,70]","[60,78]","","",[1000],[0],"",""
302,4527,[],[633],[0],[],[],[],"",0,"","",[],"",[624],[3000],"[56,42]","[61,41]","","",[1000],[0],"",""
303,4528,[],[318],[0],[],[],[],"",0,"","",[],"",[624],[3000],"[56,71]","[62,20,26]","","",[1000],[0],"",""
304,4529,[],[635],[0],[],[],[],"",0,"","",[],"",[624],[3000],"[56,72]","[63,79,16]","","",[1000],[0],"",""
305,4530,[],[323],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[57,37]","[43,22]","","",[1000],[0],"",""
306,4531,[],[632],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[57,64]","[44,73]","","",[1000],[0],"",""
307,4532,[],[312],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[57,27]","[45,10]","","",[1000],[0],"",""
308,4533,[],[319],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[57,65]","[46,74]","","",[1000],[0],"",""
309,4534,[],[322],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[57,36]","[47,21]","","",[1000],[0],"",""
310,4535,[],[310],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[57,30]","[48,13]","","",[1000],[0],"",""
311,4536,[],[315],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[57,32]","[49,17]","","",[1000],[0],"",""
312,4537,[],[27],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[57,66]","[50,75]","","",[1000],[0],"",""
313,4538,[],[308],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[57,28]","[51,11]","","",[1000],[0],"",""
314,4539,[],[317],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[57,34]","[52,15]","","",[1000],[0],"",""
315,4540,[],[316],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[57,33]","[53,18]","","",[1000],[0],"",""
316,4541,[],[631],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[57,67]","[54,76]","","",[1000],[0],"",""
317,4542,[],[639],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[57,68]","[55,77]","","",[1000],[0],"",""
318,4543,[],[624],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[57,40]","[56,39]","","",[1000],[0],"",""
319,4544,[],[311],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[57,31]","[58,14]","","",[1000],[0],"",""
320,4545,[],[34],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[57,69]","[59,19,25]","","",[1000],[0],"",""
321,4546,[],[320],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[57,70]","[60,78]","","",[1000],[0],"",""
322,4547,[],[633],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[57,42]","[61,41]","","",[1000],[0],"",""
323,4548,[],[318],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[57,71]","[62,20,26]","","",[1000],[0],"",""
324,4549,[],[635],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[57,72]","[63,79,16]","","",[1000],[0],"",""
325,4550,[],[323],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[58,37]","[43,22]","","",[1000],[0],"",""
326,4551,[],[632],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[58,64]","[44,73]","","",[1000],[0],"",""
327,4552,[],[312],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[58,27]","[45,10]","","",[1000],[0],"",""
328,4553,[],[319],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[58,65]","[46,74]","","",[1000],[0],"",""
329,4554,[],[322],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[58,36]","[47,21]","","",[1000],[0],"",""
330,4555,[],[310],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[58,30]","[48,13]","","",[1000],[0],"",""
331,4556,[],[315],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[58,32]","[49,17]","","",[1000],[0],"",""
332,4557,[],[27],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[58,66]","[50,75]","","",[1000],[0],"",""
333,4558,[],[308],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[58,28]","[51,11]","","",[1000],[0],"",""
334,4559,[],[317],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[58,34]","[52,15]","","",[1000],[0],"",""
335,4560,[],[316],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[58,33]","[53,18]","","",[1000],[0],"",""
336,4561,[],[631],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[58,67]","[54,76]","","",[1000],[0],"",""
337,4562,[],[639],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[58,68]","[55,77]","","",[1000],[0],"",""
338,4563,[],[624],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[58,40]","[56,39]","","",[1000],[0],"",""
339,4564,[],[309],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[58,29]","[57,12]","","",[1000],[0],"",""
340,4565,[],[34],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[58,69]","[59,19,25]","","",[1000],[0],"",""
341,4566,[],[320],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[58,70]","[60,78]","","",[1000],[0],"",""
342,4567,[],[633],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[58,42]","[61,41]","","",[1000],[0],"",""
343,4568,[],[318],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[58,71]","[62,20,26]","","",[1000],[0],"",""
344,4569,[],[635],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[58,72]","[63,79,16]","","",[1000],[0],"",""
345,4570,[],[323],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,37]","[43,22]","","",[1000],[0],"",""
346,4571,[],[632],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,64]","[44,73]","","",[1000],[0],"",""
347,4572,[],[312],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,27]","[45,10]","","",[1000],[0],"",""
348,4573,[],[319],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,65]","[46,74]","","",[1000],[0],"",""
349,4574,[],[322],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,36]","[47,21]","","",[1000],[0],"",""
350,4575,[],[310],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,30]","[48,13]","","",[1000],[0],"",""
351,4576,[],[315],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,32]","[49,17]","","",[1000],[0],"",""
352,4577,[],[27],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,66]","[50,75]","","",[1000],[0],"",""
353,4578,[],[308],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,28]","[51,11]","","",[1000],[0],"",""
354,4579,[],[317],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,34]","[52,15]","","",[1000],[0],"",""
355,4580,[],[316],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,33]","[53,18]","","",[1000],[0],"",""
356,4581,[],[631],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,67]","[54,76]","","",[1000],[0],"",""
357,4582,[],[639],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,68]","[55,77]","","",[1000],[0],"",""
358,4583,[],[624],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,40]","[56,39]","","",[1000],[0],"",""
359,4584,[],[309],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,29]","[57,12]","","",[1000],[0],"",""
360,4585,[],[311],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,31]","[58,14]","","",[1000],[0],"",""
361,4586,[],[320],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,70]","[60,78]","","",[1000],[0],"",""
362,4587,[],[633],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,42]","[61,41]","","",[1000],[0],"",""
363,4588,[],[318],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,71]","[62,20,26]","","",[1000],[0],"",""
364,4589,[],[635],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,72]","[63,79,16]","","",[1000],[0],"",""
365,4590,[],[323],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[60,37]","[43,22]","","",[1000],[0],"",""
366,4591,[],[632],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[60,64]","[44,73]","","",[1000],[0],"",""
367,4592,[],[312],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[60,27]","[45,10]","","",[1000],[0],"",""
368,4593,[],[319],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[60,65]","[46,74]","","",[1000],[0],"",""
369,4594,[],[322],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[60,36]","[47,21]","","",[1000],[0],"",""
370,4595,[],[310],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[60,30]","[48,13]","","",[1000],[0],"",""
371,4596,[],[315],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[60,32]","[49,17]","","",[1000],[0],"",""
372,4597,[],[27],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[60,66]","[50,75]","","",[1000],[0],"",""
373,4598,[],[308],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[60,28]","[51,11]","","",[1000],[0],"",""
374,4599,[],[317],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[60,34]","[52,15]","","",[1000],[0],"",""
375,4600,[],[316],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[60,33]","[53,18]","","",[1000],[0],"",""
376,4601,[],[631],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[60,67]","[54,76]","","",[1000],[0],"",""
377,4602,[],[639],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[60,68]","[55,77]","","",[1000],[0],"",""
378,4603,[],[624],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[60,40]","[56,39]","","",[1000],[0],"",""
379,4604,[],[309],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[60,29]","[57,12]","","",[1000],[0],"",""
380,4605,[],[311],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[60,31]","[58,14]","","",[1000],[0],"",""
381,4606,[],[34],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[60,69]","[59,19,25]","","",[1000],[0],"",""
382,4607,[],[633],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[60,42]","[61,41]","","",[1000],[0],"",""
383,4608,[],[318],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[60,71]","[62,20,26]","","",[1000],[0],"",""
384,4609,[],[635],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[60,72]","[63,79,16]","","",[1000],[0],"",""
385,4610,[],[323],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[61,37]","[43,22]","","",[1000],[0],"",""
386,4611,[],[632],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[61,64]","[44,73]","","",[1000],[0],"",""
387,4612,[],[312],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[61,27]","[45,10]","","",[1000],[0],"",""
388,4613,[],[319],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[61,65]","[46,74]","","",[1000],[0],"",""
389,4614,[],[322],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[61,36]","[47,21]","","",[1000],[0],"",""
390,4615,[],[310],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[61,30]","[48,13]","","",[1000],[0],"",""
391,4616,[],[315],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[61,32]","[49,17]","","",[1000],[0],"",""
392,4617,[],[27],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[61,66]","[50,75]","","",[1000],[0],"",""
393,4618,[],[308],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[61,28]","[51,11]","","",[1000],[0],"",""
394,4619,[],[317],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[61,34]","[52,15]","","",[1000],[0],"",""
395,4620,[],[316],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[61,33]","[53,18]","","",[1000],[0],"",""
396,4621,[],[631],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[61,67]","[54,76]","","",[1000],[0],"",""
397,4622,[],[639],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[61,68]","[55,77]","","",[1000],[0],"",""
398,4623,[],[624],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[61,40]","[56,39]","","",[1000],[0],"",""
399,4624,[],[309],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[61,29]","[57,12]","","",[1000],[0],"",""
400,4625,[],[311],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[61,31]","[58,14]","","",[1000],[0],"",""
401,4626,[],[34],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[61,69]","[59,19,25]","","",[1000],[0],"",""
402,4627,[],[320],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[61,70]","[60,78]","","",[1000],[0],"",""
403,4628,[],[318],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[61,71]","[62,20,26]","","",[1000],[0],"",""
404,4629,[],[635],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[61,72]","[63,79,16]","","",[1000],[0],"",""
405,4630,[],[323],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[62,37]","[43,22]","","",[1000],[0],"",""
406,4631,[],[632],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[62,64]","[44,73]","","",[1000],[0],"",""
407,4632,[],[312],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[62,27]","[45,10]","","",[1000],[0],"",""
408,4633,[],[319],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[62,65]","[46,74]","","",[1000],[0],"",""
409,4634,[],[322],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[62,36]","[47,21]","","",[1000],[0],"",""
410,4635,[],[310],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[62,30]","[48,13]","","",[1000],[0],"",""
411,4636,[],[315],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[62,32]","[49,17]","","",[1000],[0],"",""
412,4637,[],[27],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[62,66]","[50,75]","","",[1000],[0],"",""
413,4638,[],[308],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[62,28]","[51,11]","","",[1000],[0],"",""
414,4639,[],[317],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[62,34]","[52,15]","","",[1000],[0],"",""
415,4640,[],[316],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[62,33]","[53,18]","","",[1000],[0],"",""
416,4641,[],[631],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[62,67]","[54,76]","","",[1000],[0],"",""
417,4642,[],[639],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[62,68]","[55,77]","","",[1000],[0],"",""
418,4643,[],[624],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[62,40]","[56,39]","","",[1000],[0],"",""
419,4644,[],[309],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[62,29]","[57,12]","","",[1000],[0],"",""
420,4645,[],[311],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[62,31]","[58,14]","","",[1000],[0],"",""
421,4646,[],[34],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[62,69]","[59,19,25]","","",[1000],[0],"",""
422,4647,[],[320],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[62,70]","[60,78]","","",[1000],[0],"",""
423,4648,[],[633],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[62,42]","[61,41]","","",[1000],[0],"",""
424,4649,[],[635],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[62,72]","[63,79,16]","","",[1000],[0],"",""
425,4650,[],[323],[0],[],[],[],"",0,"","",[],"",[635],[3000],"[63,37]","[43,22]","","",[1000],[0],"",""
426,4651,[],[632],[0],[],[],[],"",0,"","",[],"",[635],[3000],"[63,64]","[44,73]","","",[1000],[0],"",""
427,4652,[],[312],[0],[],[],[],"",0,"","",[],"",[635],[3000],"[63,27]","[45,10]","","",[1000],[0],"",""
428,4653,[],[319],[0],[],[],[],"",0,"","",[],"",[635],[3000],"[63,65]","[46,74]","","",[1000],[0],"",""
429,4654,[],[322],[0],[],[],[],"",0,"","",[],"",[635],[3000],"[63,36]","[47,21]","","",[1000],[0],"",""
